,Concept_ID,hy,ru
72,Sonne::N,արեւ,солнце
73,Mond::N,լուսին,луна
74,Stern::N,աստղ,звезда
75,Luft::N,օդ,воздух
76,Wind::N,քամի,ветер
77,Welle::N,ալիք,волна
78,Wasser::N,ջուր,вода
79,Stein::N,քար,камень
80,Boden::N,գետին,почва
81,Erde::N,հող,земля
82,Staub::N,փոշի,пыль
83,Rauch::N,ծուխ,дым
84,Funke::N,կայծ,искра
85,Feuer::N,կրակ,огонь
86,Feuer::N,հրդեհ,огонь
87,Licht::N,լույս,свет
88,Schatten::N,ստվեր,тень
89,Wetter::N,եղանակ,погода
90,Nebel::N,մեգ,туман
91,Nebel::N,մառախուղ,туман
92,Wolke::N,ամպ,облако
93,Regen::N,անձրև,дождь
94,Schnee::N,ձյուն,снег
95,Eis::N,սառույց,лед
96,Frost::N,սառնամանիք,мороз
97,Kälte::N,դող,холод
98,Hitze::N,շոգ,жара
99,Raureif::N,ցօղեղեամ,иней
100,Regenbogen::N,ծիածան,радуга
101,Donner::N,որոտ,гром
102,Strömung::N,հոսանք,течение
103,Tropfen::N,կաթիլ,капля
104,Schaum::N,փրփուր,пена
105,Schmutz::N,կեղտ,грязь
106,See::N,լիճ,озеро
107,Sumpf::N,ճահիճ,топь
108,Moor::N,ճահիճ,болото
109,Wiese::N,մարգագետին,луг
110,Wald::N,անտառ,лес
111,Hügel::N,բլուր,холм
112,Anhöhe::N,բարձունք,возвышенность
113,Berg::N,լեռ,гора
114,Gipfel::N,գագաթ,вершина
115,Gipfel::N,կատար,вершина
116,Höhle::N,քարայր,пещера
117,Abhang::N,լանջ,склон
118,Abhang::N,զառիվայր,склон
119,Quelle::N,աղբյուր,источник
120,Bach::N,վտակ,ручей
121,Fluss::N,գետ,река
122,Ufer::N,ծովափ,берег
123,Küste::N,ափ,побережье
124,Küste::N,ծովափ,побережье
125,Festland::N,ցամաք,суша
126,Meer::N,ծով,море
127,Bucht::N,հաչիւն,бухта
128,Insel::N,վղզի,остров
129,Blume::N,ծաղիկ,цветок
130,Gras::N,խոտ,трава
131,Wurzel::N,արմատ,корень
132,Baum::N,ծառ,дерево
133,Stamm::N,իրան,ствол
134,Rinde::N,կեղեւ,кора
135,Rinde::N,հաչոց,кора
136,Ast::N,ճյուղ,сук
137,Zweig::N,ճյուղ,ветвь
138,Blatt::N,տերեւ,лист
139,Birke::N,ցարասի,береза
140,Kiefer[Baum]::N,սոճի,сосна
141,Weide[Baum]::N,ուռենի,ива
142,Tanne::N,եղեւին,ель
143,Feder::N,փետուր,перо
144,Fell::N,մորթի,шкура
145,Flügel::N,թեւ,крыло
146,Klaue::N,չանչ,коготь
147,Kralle::N,ճանկ,лапа
148,Schwanz::N,պոչ,хвост
149,Ei::N,ձու,яйцо
150,Nest::N,բույն,гнездо
151,Bau::N,որջ,нора
152,Bau::N,բայոց,нора
153,Tier::N,կենդանի,животное
154,Herde::N,հոտ,стадо
155,Kuh::N,կով,корова
156,Bulle::N,ցուլ,бык
157,Pferd::N,ձի,лошадь
158,Schaf::N,ոչխար,овца
159,Schwein::N,խոզ,свинья
160,Hund::N,շուն,собака
161,Katze::N,կատու,кошка
162,Bär::N,արջ,медведь
163,Eichhörnchen::N,սկյուռ,белка
164,Elch::N,հիւսիսային եղջերու,лось
165,Fuchs::N,աղվես,лиса
166,Hase::N,նապաստակ,заяц
167,Maus::N,մուկ,мышь
168,Wolf::N,գայլ,волк
169,Vogel::N,թռչուն,птица
170,Schwarm::N,երամ,стая
171,Huhn::N,հավ,курица
172,Hahn::N,աքաղաղ,петух
173,Gans::N,սագ,гусь
174,Adler::N,արծիվ,орел
175,Ente::N,բադ,утка
176,Eule::N,բու,сова
177,Kranich::N,կռունկ,журавль
178,Krähe::N,ագռավ,ворона
179,Kuckuck::N,կուկու,кукушка
180,Schwan::N,կարապ,лебедь
181,Fisch::N,ձուկ,рыба
182,Barsch::N,պերկես,окунь
183,Hecht::N,գայլաձուկ,щука
184,Schlange[Tier]::N,օձ,змея
185,Wurm::N,որդ,червяк
186,Wurm::N,ճիճու,червяк
187,Spinne::N,սարդ,паук
188,Ameise::N,միջյուն,муравей
189,Laus::N,ոջիլ,вошь
190,Mücke::N,մժղուկ,комар
191,Fliege::N,ճանճ,муха
192,Schmetterling::N,թիթեռ,бабочка
193,Beere::N,հատապտուղ,ягода
194,Apfel::N,խնձոր,яблоко
195,Pilz::N,սունկ,гриб
196,Zwiebel::N,սոխ,луковица
197,Saat::N,սերմ,семя
198,Korn::N,հատիկ,зерно
199,Heu::N,խոտ,сено
200,Schale::N,կեղեւ,шелуха
201,Grube::N,փոս,яма
202,Falle::N,ծուղակ,ловушка
203,Schlinge::N,խեղդան,силок
204,Spur::N,հետք,след
205,Asche::N,մոխիր,зола
206,Asche::N,մոխիր,пепел
207,Dreck::N,աղտ,грязь
208,Eisen::N,երկաթ,железо
209,Gold::N,ոսկի,золото
210,Silber::N,արծաթ,серебро
211,Kohle::N,քարածուխ,уголь
212,Glas::N,ապակի,стекло
213,Lehm::N,կավ,глина
214,Sand::N,ավազ,песок
215,Mensch::N,մարդ,человек
216,Mann::N,մարդ,мужчина
217,Mann::N,տղամարդ,мужчина
218,Frau::N,կին,женщина
219,Kind::N,զավակ,ребенок
220,Junge::N,տղա,мальчик
221,Mädchen::N,աղջիկ,девочка
222,Familie::N,ընտանիք,семья
223,Großvater::N,պապ,дедушка
224,Großmutter::N,տատ,бабушка
225,Eltern::N,ծնողներ,родители
226,Vater::N,հայր,отец
227,Mutter::N,մայր,мать
228,Sohn::N,որդի,сын
229,Tochter::N,աղջիկ,дочь
230,Tochter::N,դուստր,дочь
231,Bruder::N,եղբայր,брат
232,Schwester::N,քույր,сестра
233,Onkel::N,քեռի,дядя
234,Onkel::N,հորեղբայր,дядя
235,Tante::N,մորաքույր,тетя
236,Ehemann::N,մարդ,муж
237,Ehemann::N,ամուսին,муж
238,Ehefrau::N,կին ամուսին,жена
239,Freude::N,ուրախություն,радость
240,Gelächter::N,ծիծաղ,смех
241,Glück::N,երջանկություն,счастье
242,Kummer::N,վիշտ,горе
243,Wunsch::N,ցանկություն,желание
244,Lust::N,փափագ,влечение
245,Lust::N,իղձ,влечение
246,Geist::N,ոգի,дух
247,Gedanke::N,միտք,мысль
248,Gedächtnis::N,հիշողություն,память
249,Verstand::N,խելք,ум
250,Sinn::N,իմաստ,смысл
251,Grund::N,պատճառ,повод
252,Wahrheit::N,ճշմարտություն,правда
253,Gespräch::N,զրույց,беседа
254,Märchen::N,պայիկի պատմություն,сказка
255,Erzählung::N,պատմվածք,рассказ
256,Erzählung::N,պատմություն,рассказ
257,Nachricht::N,հաղորդագրություն,сообщение
258,Neuigkeit::N,լուր,новость
259,Neuigkeit::N,նորություն,новость
260,Name::N,անուն,имя
261,Rätsel::N,բարդ խնդիր,загадка
262,Rede::N,ճառ,речь
263,Rede::N,ելույթ,речь
264,Sprache::N,լեզու,язык
265,Stimme::N,ձայն,голос
266,Wort::N,բառ,слово
267,Zeichen::N,նշան,знак
268,Ruf::N,կոչ,зов
269,Ruf::N,կանչ,зов
270,Lärm::N,աղմուկ,шум
271,Laut::N,հնչյուն,звук
272,Laut::N,ձայն,звук
273,Ton::N,տոն,звучание
274,Lied::N,երգ,песня
275,Ruhe::N,անդորրություն,покой
276,Leute::N,մարդիկ,люди
277,Volk::N,ազգ,народ
278,Arbeit::N,գործ,работа
279,Arbeit::N,աշխատանք,работа
280,Gast::N,հյուր,гость
281,Geschenk::N,նվեր,подарок
282,Spiel::N,խաղ,игра
283,Gesellschaft::N,ընկերություն,общество
284,Hilfe::N,օգնությթուն,помощь
285,Freund::N,ընկեր,друг
286,Freund::N,բարեկամ,друг
287,Kamerad::N,ուղեկից,приятель
288,Angelegenheit::N,բան,дело
289,Angelegenheit::N,գործ,дело
290,Anzahl::N,քանակ,количество
291,Anzahl::N,գումար,количество
292,Art::N,տեսակ,вид
293,Stück::N,կտոր,кусок
294,Teil::N,մաս,часть
295,Hälfte::N,կես,половина
296,Kreis::N,շիջանակ,круг
297,Kreuz::N,խաչ,крест
298,Linie::N,գիծ,линия
299,Strich::N,գիծ,черта
300,Abstand::N,անջրպետ,промежуток
301,Entfernung::N,հեռավորություն,расстояние
302,Gegend::N,շրջան,местность
303,Platz::N,տարածություն,пространство
304,Ort::N,տեղ,место
305,Ort::N,վայր,место
306,Seite::N,կողմ,сторона
307,Mitte::N,մեջտեղ,середина
308,Gegenstand::N,առարկա,предмет
309,Sache::N,բան,вещь
310,Rand::N,վերջք,край
311,Kante::N,եզր,ребро
312,Ecke::N,անկյուն,угол
313,Spitze::N,ծայր,кончик
314,Ende::N,ծայր,конец
315,Loch::N,անցք,дыра
316,Winkel::N,անկյուն,угол
317,Muster::N,օրինակ,узор
318,Größe::N,մեծություն,размер
319,Länge::N,երկարություն,длина
320,Höhe::N,բարձրություն,высота
321,Gewicht::N,կշիռ,вес
322,Menge::N,քանակ,количество
323,Haufen::N,դեզ,куча
324,Haufen::N,կույտ,куча
325,Reihe::N,շարք,ряд
326,Reihe::N,կարգ,ряд
327,Boot::N,նավակ,лодка
328,Ruder::N,թի,весло
329,Ruder::N,թիակ,весло
330,Schlitten::N,բալխիր,сани
331,Ski::N,դահուկ,лыжа
332,Lagerfeuer::N,բացօդեայ կրակ,костер
333,Last::N,բեռ,тяжесть
334,Gang::N,զբոսանք,ход
335,Schritt::N,քայլ,шаг
336,Norden::N,հյուսիս,север
337,Süden::N,հարավ,юг
338,Westen::N,արեւմուտք,запад
339,Osten::N,արեւելք,восток
340,Holz::N,փայտ,древесина
341,Brett::N,տախտակ,доска
342,Platte::N,թիթեղ,плита
343,Stütze::N,նեցուկ,подпорка
344,Stange::N,ձող,жердь
345,Stock::N,փայտ,палка
346,Stab::N,ցուպ,шест
347,Stab::N,գավազան,шест
348,Rohr::N,խողովակ,труба
349,Haus::N,տուն,дом
350,Heim::N,տուն,дом
351,Ofen::N,վառարան,печь
352,Fußboden::N,հատակ,пол
353,Tisch::N,սեղան,стол
354,Stuhl::N,աթոռ,стул
355,Wiege::N,օրորոց,колыбель
356,Bett::N,անկողին,постель
357,Regal::N,դարակ,полка
358,Kiste::N,տուփ,ящик
359,Fenster::N,պատուհան,окно
360,Tür::N,դուռ,дверь
361,Tor::N,դարպաս,ворота
362,Zaun::N,ցանկապատ,забор
363,Dach::N,տանիք,крыша
364,Dach::N,կտուր,крыша
365,Leiter::N,սանդուղք,лестница
366,Besen::N,ավել,метла
367,Spaten::N,բահ,лопата
368,Schaufel::N,թի,совок
369,Gabel::N,պատառաքաղ,вилка
370,Löffel::N,գդալ,ложка
371,Messer::N,դանակ,нож
372,Nagel::N,մեխ,гвоздь
373,Netz::N,ցանց,сеть
374,Haken::N,կարթ,крюк
375,Griff::N,կոթ,ручка
376,Griff::N,բռնակ,ручка
377,Schloss::N,կողպեք,замок
378,Bild::N,նկար,картина
379,Bild::N,պատկեր,картина
380,Figur::N,քանդակ,фигура
381,Figur::N,պատկեր,фигура
382,Puppe::N,տիկնիկ,кукла
383,Beutel::N,տոպրակ,мешок
384,Bündel::N,կապոց,связка
385,Tasche::N,պայուսակ,сумка
386,Eimer::N,դույլ,ведро
387,Deckel::N,կափարիչ,крышка
388,Geschirr::N,ամանեղեն,посуда
389,Sack::N,պարկ,мешок
390,Sack::N,տոպրակ,мешок
391,Tasse::N,թաս,чашка
392,Tasse::N,գավաթ,чашка
393,Topf::N,անոթ,кастрюля
394,Kessel::N,կաթսա,котел
395,Essen::N,կերակուր,еда
396,Nahrung::N,ուտելիք,пища
397,Speise::N,խորտիկ,блюдо
398,Speise::N,խորտիկ,кушанье
399,Speise::N,կերակուր,блюдо
400,Speise::N,կերակուր,кушанье
401,Fleisch::N,միս,мясо
402,Getreide::N,հացահատիկ,хлеб
403,Brei::N,լանդակ,каша
404,Brot::N,հաց,хлеб
405,Scheibe::N,կտոր,ломоть
406,Scheibe::N,պատառ,ломоть
407,Fett::N,ճարպ,жир
408,Butter::N,կարագ,масло
409,Öl::N,ձեթ,масло
410,Salz::N,աղ,соль
411,Suppe::N,սուպ,суп
412,Suppe::N,ապուր,суп
413,Honig::N,մեղր,мед
414,Milch::N,կաթ,молоко
415,Tee::N,թեյ,чай
416,Leder::N,կաշի,кожа
417,Wolle::N,բուրդ,шерсть
418,Stoff::N,գործվածք,ткань
419,Nadel::N,ասեղ,игла
420,Faden::N,թել,нитка
421,Knopf::N,կոճակ,пуговица
422,Knoten::N,հանգույց,узел
423,Farbe::N,ներկ,краска
424,Kleidung::N,հագուստ,одежда
425,Hemd::N,վերնաշապիկ,рубашка
426,Kragen::N,օձիք,воротник
427,Ärmel::N,թեւք,рукав
428,Hose::N,շալվար,брюки
429,Gürtel::N,գոտի,пояс
430,Mütze::N,կեպի,шапка
431,Schuh::N,կոշիկ,ботинок
432,Stiefel::N,երկարաճիթ կոշիկ,сапог
433,Ring::N,զնգալ,кольцо
434,Band::N,ժապավեն,лента
435,Kamm::N,սանր,расческа
436,Spiegel::N,հայելի,зеркало
437,Riemen::N,փոկ,ремень
438,Schnur::N,լար,веревка
439,Leine::N,փոկ,поводок
440,Decke::N,վերմակ,одеяло
441,Kissen::N,բարձ,подушка
442,Tuch::N,թաշկինակ,платок
443,Handtuch::N,սրբիչ,полотенце
444,Kraft::N,ուժ,сила
445,Stärke::N,պնդություն,крепость
446,Stärke::N,ամրություն,крепость
447,Gesundheit::N,առողջություն,здоровье
448,Krankheit::N,ախտ,болезнь
449,Krankheit::N,հիվանդություն,болезнь
450,Schmerz::N,ցավ,боль
451,Schmerz::N,տանջանք,боль
452,Wunde::N,վերք,рана
453,Fieber::N,տենդ,лихорадка
454,Fieber::N,տենդ,температура
455,Arznei::N,դեղ,лекарство
456,Brücke::N,կամուրջ,мост
457,Brunnen::N,հոր,колодец
458,Brunnen::N,ջրհոր,колодец
459,Weide::N,արոտավայր,пастбище
460,Pfad::N,արահետ,тропа
461,Weg::N,ուղի,путь
462,Weg::N,ուղի,дорога
463,Straße::N,ճանապարհ,улица
464,Straße::N,ճանապարհ,дорога
465,Dorf::N,գյուղ,деревня
466,Stadt::N,քաղաք,город
467,Brief::N,նամակ,письмо
468,Buch::N,գիրք,книга
469,Buchstabe::N,տառ,буква
470,Buchstabe::N,գիր,буква
471,Zeitung::N,լրագիր,газета
472,Leben::N,կյանք,жизнь
473,Tod::N,մահ,смерть
474,Grab::N,գերեզման,могила
475,Kirche::N,եկեղեցի,церковь
476,Sünde::N,մեղք,грех
477,Gott::N,աստված,бог
478,Arbeiter::N,բանվոր,рабочий
479,Arbeiter::N,աշխատող,рабочий
480,Chef::N,տեր,начальник
481,Meister::N,վարպետ,мастер
482,Arzt::N,բժիշկ,врач
483,Lehrer::N,ուսուցիչ,учитель
484,Geld::N,փող,деньги
485,Geschäft::N,գործ,занятие
486,Geschäft::N,աշխատանք,занятие
487,Laden::N,կրպակ,магазин
488,Laden::N,խանութ,магазин
489,Preis::N,գին,цена
490,Ware::N,ապրանք,товар
491,Nutzen::N,օգուտ,выгода
492,Reichtum::N,հարստություն,богатство
493,Welt::N,աշխարհ,мир
494,Land::N,երկիր,страна
495,Staat::N,պետություն,государство
496,König::N,արքա,король
497,König::N,թագավոր,король
498,Macht::N,իշխանություն,власть
499,Grenze::N,սահման,граница
500,Krieg::N,պատերազմ,война
501,Feind::N,թշնամի,враг
502,Gewalt::N,բռնություն,насилие
503,Gewalt::N,սաստկություն,насилие
504,Kampf::N,մարտ,борьба
505,Bogen[Waffe]::N,աղեղ,лук
506,Pfeil::N,նետ,стрела
507,Gewehr::N,հրացան,ружье
508,Fehler::N,սխալ,ошибка
509,Lüge::N,սուտ,ложь
510,Schaden::N,վնաս,вред
511,Unglück::N,դժբախտություն,беда
512,Schuld::N,պակասություն,вина
513,Alter::N,հասակ,возраст
514,Schluss::N,վերջ,окончание
515,Schluss::N,վախճան,окончание
516,Zeit::N,ժամանակ,время
517,Tag::N,օր,день
518,Morgen::N,առավոտ,утро
519,Mittag::N,կեսօր,полдень
520,Abend::N,երեկո,вечер
521,Nacht::N,գիշեր,ночь
522,Woche::N,շաբաթ,неделя
523,Monat::N,ամիս,месяц
524,Jahr::N,տարի,год
525,Frühling::N,գարուն,весна
526,Sommer::N,ամառ,лето
527,Herbst::N,աշուն,осень
528,Winter::N,ձմեռ,зима
529,Januar::N,հունվար,январь
530,Februar::N,փետրվար,февраль
531,März::N,մարտ,март
532,April::N,ապրիլ,апрель
533,Mai::N,մայիս,май
534,Juni::N,հունիս,июнь
535,Juli::N,հուլիս,июль
536,August::N,օգոստոս,август
537,September::N,սեպտեմբեր,сентябрь
538,Oktober::N,հոկտեմբեր,октябрь
539,November::N,նոյեմբեր,ноябрь
540,Dezember::N,դեկտեմբեր,декабрь
541,Montag::N,երկուշաբթի,понедельник
542,Dienstag::N,երեքշաբթի,вторник
543,Mittwoch::N,չորեքշաբթի,среда
544,Donnerstag::N,հինգշաբթի,четверг
545,Freitag::N,ուրբաթ,пятница
546,Samstag::N,շաբաթ,суббота
547,Sonntag::N,կիրակի,воскресенье
548,groß::A,մեծ,большой
549,groß::A,խոշոր,большой
550,klein::A,պստիկ,маленький
551,klein::A,փոքրիկ,маленький
552,lang::A,երկար,длинный
553,kurz::A,կարճ,короткий
554,breit::A,լայն,широкий
555,schmal::A,նեղ,узкий
556,dicht::A,խիտ,густой
557,dick[Gegenstand]::A,հաստ,толстый
558,dünn::A,բարակ,тонкий
559,fein::A,նուրբ,тонкий
560,fest::A,ամուր,крепкий
561,fest::A,պինդ,крепкий
562,flach::A,տափակ,плоский
563,glatt::A,հարթ,гладкий
564,hart::A,կարծր,твердый
565,weich::A,մեղմ,мягкий
566,weich::A,փափուկ,мягкий
567,rund::A,կլոր,круглый
568,spitz::A,սրածայր,остроконечный
569,scharf::A,սուր,острый
570,stumpf::A,գուլ,тупой
571,schwer::A,ծանր,тяжелый
572,schön::A,սիրուն,красивый
573,schön::A,գեղեցիկ,красивый
574,heiß::A,թեժ,жаркий
575,warm::A,տաք,теплый
576,warm::A,ջերմ,теплый
577,kalt::A,ցուրտ,холодный
578,kühl::A,զով,прохладный
579,frisch::A,թարմ,свежий
580,feucht::A,ղոնավ,влажный
581,nass::A,թաց,мокрый
582,trocken::A,ցամաք,сухой
583,voll::A,լի,полный
584,voll::A,լի,наполненный
585,voll::A,լիքը,полный
586,voll::A,լիքը,наполненный
587,leer::A,դատարկ,пустой
588,offen::A,բաց,открытый
589,geschlossen::A,գոց,закрытый
590,sauber::A,մաքուր,чистый
591,schmutzig::A,կեղտոտ,грязный
592,roh::A,հում,сырой
593,reif::A,հասած,зрелый
594,reif::A,հասուն,зрелый
595,lecker::A,համեղ,вкусный
596,süß::A,անուշ,сладкий
597,bitter::A,կծու,горький
598,sauer::A,թթու,кислый
599,sauer::A,թթված,кислый
600,hell::A,պայծառ,светлый
601,hell::A,խելամիտ,светлый
602,dunkel::A,մութ,темный
603,schwarz::A,սեւ,черный
604,weiß::A,սպիտակ,белый
605,rot::A,կարմիր,красный
606,gelb::A,դեղին,желтый
607,blau::A,կապույտ,синий
608,grün::A,կանաչ,зеленый
609,grau::A,գորշ,серый
610,bunt::A,գոյնզգոյն,пестрый
611,billig::A,էժան,дешевый
612,teuer::A,թանկ,дорогой
613,wertvoll::A,թանկարժեք,ценный
614,blind::A,կույր,слепой
615,taub::A,խուլ,глухой
616,kräftig::A,հզոր,могучий
617,stark::A,ուժեղ,сильный
618,schwach::A,տկար,слабый
619,schwach::A,թույլ,слабый
620,fett::A,գեր,жирный
621,schlank::A,նիհար,стройный
622,hübsch::A,գրավիչ,прелестный
623,hübsch::A,սիրունիկ,прелестный
624,böse::A,չար,злой
625,dumm::A,հիմար,глупый
626,faul::A,ծույլ,ленивый
627,fleißig::A,ջանասեր,прилежный
628,fleißig::A,փութաջան,прилежный
629,geizig::A,ագահ,жадный
630,geizig::A,կծծի,жадный
631,klug::A,խելոք,умный
632,klug::A,ընդունակ,умный
633,geschickt::A,ճարտար,искусный
634,lieb::A,սիրելի,милый
635,lustig::A,զվարթ,веселый
636,sanft::A,հեզ,нежный
637,hungrig::A,քաղցած,голодный
638,krank::A,հիվանդ,больной
639,nackt::A,մերկ,голый
640,traurig::A,տխուր,грустный
641,lebendig::A,կենդանի,живой
642,gut::A,լավ,хороший
643,schlecht::A,վատ,плохой
644,richtig::A,ձիշտ,правильный
645,schlimm::A,լղրճուկ,отвратительный
646,schlimm::A,լղրճուկ,мерзкий
647,wahr::A,ճիշտ,настоящий
648,wahr::A,իրական,настоящий
649,alt::A,հին,старый
650,neu::A,նոր,новый
651,ehemalig::A,նախկին,бывший
652,alt[Lebewesen]::A,ծեր,пожилой
653,alt[Lebewesen]::A,պառավ,пожилой
654,jung::A,մատաղ,молодой
655,arm::A,աղքատ,бедный
656,reich::A,հարուստ,богатый
657,bekannt::A,ծանոթ,знакомый
658,berühmt::A,հայտնի,знаменитый
659,berühmt::A,հռչակավոր,знаменитый
660,fremd::A,օտար,чужой
661,verschieden::A,տարբեր,разный
662,nah::A,մոտ,близкий
663,nah::A,մերձ,близкий
664,fern::A,հեռավոր,далекий
665,linker::A,ձախ,левый
666,rechter::A,աջ,правый
667,anderer::A,այլ,другой
668,anderer::A,ուրիշ,другой
669,erster::A,առաջին,первый
670,zweiter::A,երկրորդ,второй
671,dritter::A,երրորդ,третий
672,letzter::A,վերջին,последний
673,allein::ADV,միայնակ,один
674,auf einmal::ADV,միասնաբար,сразу
675,zusammen::ADV,միասին,вместе
676,zusammen::ADV,իրար հետ,вместе
677,lange::ADV,երկար ժամանակ,долго
678,plötzlich::ADV,հանկարծ,вдруг
679,sofort::ADV,իսկույն,тотчас
680,später::ADV,ավելի ուշ,позже
681,später::ADV,հետո,позже
682,jetzt::ADV,այժմ,сейчас
683,heute::ADV,այսօր,сегодня
684,morgen::ADV,վաղը,завтра
685,bald::ADV,շուտով,скоро
686,dann::ADV,ապա,потом
687,dann::ADV,հետո,потом
688,gestern::ADV,երեկ,вчера
689,einst::ADV,հին ատեն,однажды
690,damals::ADV,ատէնին,тогда
691,danach::ADV,ապա,затем
692,danach::ADV,այն ժամանակ,затем
693,vorher::ADV,առաջ,раньше
694,zuerst::ADV,նախ,сперва
695,einmal::ADV,մի անգամ,раз
696,manchmal::ADV,երբեմն,иногда
697,oft::ADV,հաճախ,часто
698,immer::ADV,միշտ,всегда
699,niemals::ADV,երբեք,никогда
700,hier::ADV,այստեղ,здесь
701,hierhin::ADV,այստեղ,сюда
702,von hier::ADV,այդտեղից,отсюда
703,dort::ADV,այնտեղ,там
704,dorthin::ADV,այնտեղ,туда
705,geradeaus::ADV,ուղիղ,прямо
706,vorwärts::ADV,առաջ,вперед
707,rückwärts::ADV,դեպի ետ,назад
708,zurück::ADV,ետ,обратно
709,unten::ADV,ներքեւում,внизу
710,hinab::ADV,ներքեւ,вниз
711,oben::ADV,վերեւում,наверху
712,hinauf::ADV,վերեւ,вверх
713,überall::ADV,ամենուր,везде
714,nicht::ADV,չէ,не
715,ein wenig::ADV,մի քիչ,немного
716,kaum::ADV,հազիվ,едва
717,sehr::ADV,շատ,очень
718,so::ADV,այդպես,так
719,noch::ADV,դեռ,еще
720,nur::ADV,միայն,только
721,schon::ADV,արդեն,уже
722,wieder::ADV,նորից,опять
723,wieder::ADV,դարձյալ,опять
724,vergebens::ADV,իզուր,напрасно
725,vor::PRP,դիմացը,перед
726,hinter::PRP,ետեւը,за
727,hinter::PRP,ետեւը,позади
728,unter::PRP,տակ,под
729,durch::PRP,միջով,сквозь
730,neben::PRP,քովը,возле
731,zwischen::PRP,միջեւ,между
732,wegen::PRP,պատճառով,из-за
733,wegen::PRP,շնորհից,из-за
734,dies::PRN,սա,это
735,dies::PRN,այս,это
736,das::PRN,դա,то
737,das::PRN,այդ,то
738,alles::PRN,ամեն ինչ,все
739,ich::PRN,ես,я
740,du::PRN,դու,ты
741,er::PRN,նա,он
742,wir::PRN,մենք,мы
743,ihr::PRN,դուք,вы
744,sie::PRN,նրանք,они
745,was::FPRN,ինչ,что
746,wer::FPRN,ով,кто
747,wo::FADV,ուր,где
748,wo::FADV,որտեղ,где
749,wohin::FADV,դեպի ուր,куда
750,wie::FADV,ինչպես,как
751,warum::FADV,ինչու,почему
752,wieviel::FNUM,որչափ,сколько
753,eins::NUM,մեկ,один
754,zwei::NUM,երկու,два
755,drei::NUM,երեք,три
756,vier::NUM,չորս,четыре
757,fünf::NUM,հինգ,пять
758,sechs::NUM,վեց,шесть
759,sieben::NUM,յոթ,семь
760,acht::NUM,ութ,восемь
761,neun::NUM,ինը,девять
762,zehn::NUM,տասը,десять
763,elf::NUM,տասնմեկ,одиннадцать
764,zwölf::NUM,տասներկու,двенадцать
765,zwanzig::NUM,քսան,двадцать
766,dreißig::NUM,երեսուն,тридцать
767,vierzig::NUM,քառասուն,сорок
768,fünfzig::NUM,հիսուն,пятьдесят
769,sechzig::NUM,վաթսուն,шестьдесят
770,siebzig::NUM,յոթանասուն,семьдесят
771,achtzig::NUM,ութսուն,восемьдесят
772,neunzig::NUM,իննսուն,девяносто
