,Concept_ID,nl,ba
782,überall::ADV,overal,бөтә урында
783,nicht::ADV,niet,тугел
784,ein wenig::ADV,wat,аҙ
785,kaum::ADV,amper,көскә
786,kaum::ADV,amper,саҡ-саҡ
787,kaum::ADV,nauwelijks,көскә
788,kaum::ADV,nauwelijks,саҡ-саҡ
789,sehr::ADV,erg,ифат
790,sehr::ADV,zeer,ифат
791,so::ADV,zo,шулай
792,noch::ADV,nog,йәнә
793,nur::ADV,maar,бары
794,nur::ADV,alleen,бары
795,schon::ADV,al,инде
796,schon::ADV,reeds,инде
797,wieder::ADV,weer,тағы
798,wieder::ADV,terug,тағы
799,vergebens::ADV,vergeefs,бушҡа
800,vergebens::ADV,tevergeefs,бушҡа
801,vor::PRP,voor,алдында
802,hinter::PRP,achter,артында
803,unter::PRP,onder,аҫтында
804,unter::PRP,beneden,аҫтында
805,durch::PRP,door,үтә
806,neben::PRP,naast,эргәһендә
807,zwischen::PRP,tussen,араһында
808,wegen::PRP,wegens,өсөн
809,wegen::PRP,wegens,сәбәпле
810,wegen::PRP,vanwege,өсөн
811,wegen::PRP,vanwege,сәбәпле
812,dies::PRN,dit,был
813,dies::PRN,dit,ошо
814,das::PRN,dat,ул
815,alles::PRN,alles,бөтә
816,ich::PRN,ik,мин
817,du::PRN,je,һин
818,du::PRN,jij,һин
819,er::PRN,hij,ул
820,wir::PRN,we,беҙ
821,wir::PRN,wij,беҙ
822,ihr::PRN,jullie,һеҙ
823,sie::PRN,ze,улар
824,sie::PRN,zij,улар
825,was::FPRN,wat,ә
826,was::FPRN,wat,ни
827,was::FPRN,wat,нәмә
828,wer::FPRN,wie,ҡем
829,wo::FADV,waar,ҡайҙа
830,wohin::FADV,waarheen,ҡайҙа
831,wie::FADV,hoe,инидәй
832,warum::FADV,waarom,ин өсөн
833,wieviel::FNUM,hoeveel,күпме
834,eins::NUM,één,бер
835,zwei::NUM,twee,ике
836,zwei::NUM,twee,икәү
837,drei::NUM,drie,өс
838,vier::NUM,vier,дүрт
839,fünf::NUM,vijf,биш
840,sechs::NUM,zes,алты
841,sieben::NUM,zeven,ете
842,acht::NUM,acht,һигеҙ
843,neun::NUM,negen,туғыҙ
844,zehn::NUM,tien,ун
845,elf::NUM,elf,ун бер
846,zwölf::NUM,twaalf,ун ике
847,zwanzig::NUM,twintig,егерме
848,dreißig::NUM,dertig,утыҙ
849,vierzig::NUM,veertig,ҡырҡ
850,fünfzig::NUM,vijftig,илле
851,sechzig::NUM,zestig,алтмыш
852,siebzig::NUM,zeventig,етмеш
853,achtzig::NUM,tachtig,һикһән
854,neunzig::NUM,negentig,туҡһан
855,hundert::NUM,honderd,йөҙ
856,tausend::NUM,duizend,мең
857,und::CNJ,en,да
858,oder::CNJ,of,йәки
859,stehen::V,staan,тороу
860,sitzen::V,zitten,ултырыу
861,liegen::V,liggen,ятыу
862,hängen::V,hangen,аҫылынып тороу
863,werden::V,worden,булыу
864,passieren::V,gebeuren,булыу
865,beginnen::V,beginnen,башлау
866,enden::V,eindigen,бөтөү
867,enden::V,eindigen,тамамланыү
868,wechseln::V,wijzigen,үҙгәреү
869,wechseln::V,veranderen,үҙгәреү
870,aufgehen[Sonne]::V,opgaan,ҡалҡыу
871,untergehen[Sonne]::V,ondergaan,байыу
872,scheinen[Sonne]::V,schijnen,яҡтыртып тороу
873,donnern::V,donderen,күкрәү
874,wehen::V,waaien,иҫеү
875,strömen::V,stromen,ташыу
876,fließen::V,vloeien,ағыу
877,sich drehen::V,draaien,әйләнеү
878,sich drehen::V,zich draaien,әйләнеү
879,schwanken::V,wankelen,тирбәлеү
880,schwingen::V,zwieren,бәүетеү
881,fallen::V,vallen,йығылыу
882,brennen::V,branden,яныу
883,rauchen::V,roken,төтәү
884,regnen::V,regenen,ямғыр яуа
885,gefrieren::V,bevriezen,туңыү
886,tauen::V,dooien,иреү
887,schmelzen::V,smelten,иреү
888,trocknen::V,drogen,кибеү
889,sieden::V,koken,ҡайнау
890,sieden::V,zieden,ҡайнау
891,faulen::V,rotten,сереу
892,verfaulen::V,verrotten,сереу
893,reißen::V,scheuren,өҙөү
894,reißen::V,scheuren,йыртылыу
895,versinken::V,verzinken,батыу
896,vergehen::V,vergaan,үтеү
897,erscheinen::V,opdagen,килеп сығыу
898,erscheinen::V,verschijnen,килеп сығыу
899,verschwinden::V,verdwijnen,юғалыу
900,sinken::V,zinken,түбәнәйеү
901,abnehmen::V,afnemen,кәметеү
902,abnehmen::V,verminderen,кәметеү
903,zunehmen::V,toenemen,артыу
904,steigen::V,stijgen,күтәрелеү
905,steigen::V,omhooggaan,күтәрелеү
906,wachsen::V,groeien,үҫеү
907,glänzen::V,glanzen,ялтырау
908,glänzen::V,schitteren,ялтырау
909,funkeln::V,fonkelen,баҙлау
910,lärmen::V,lawaai maken,шаулау
911,läuten::V,luiden,ҡағыу
912,klingeln::V,bellen,ҡағыу
913,klingeln::V,bellen,шылтыратыу
914,klirren::V,rinkelen,шылтыратыу
915,brausen::V,bruisen,ҡотороноу
916,rauschen::V,ruisen,шыптырлау
917,klingen::V,klinken,яңғырау
918,bellen::V,blaffen,өрөү
919,heulen::V,huilen,олоу
920,blasen::V,blazen,өрөү
921,pfeifen::V,fluiten,һызғырып ебәреү
922,schreien::V,gillen,ҡысҡырыу
923,schreien::V,schreeuwen,ҡысҡырыу
924,stöhnen::V,steunen,уңғырашыу
925,zittern::V,beven,ҡалтырау
926,zittern::V,sidderen,ҡалтырау
927,leben::V,leven,йәшәү
928,geboren werden::V,geboren worden,тыуыу
929,atmen::V,ademen,тын алыү
930,trinken::V,drinken,эсеү
931,essen::V,eten,ашау
932,schlucken::V,slikken,йотоу
933,müde werden::V,moe worden,арыу
934,einschlafen::V,inslapen,йоҡлап китеү
935,schlafen::V,slapen,йоҡлау
936,aufwachen::V,ontwaken,уяныу
937,aufwachen::V,wakker worden,уяныу
938,aufstehen::V,opstaan,тороу
939,sich erholen::V,zich ontspannen,ял итеү
940,krank werden::V,ziek worden,сирләү
941,krank sein::V,ziek zijn,сирләү
942,schmerzen::V,pijn doen,ауыртыу
943,husten::V,hoesten,йүтәлләү
944,genesen::V,genezen,һауығыу
945,sterben::V,sterven,үлеү
946,sterben::V,overlijden,үлеү
947,umkommen::V,omkomen,һәләк булыу
948,sich bewegen::V,zich bewegen,хәрәкәт итеү
949,sich rühren::V,zich verroeren,ҡуҙғалыу
950,sich erheben::V,oprijzen,тороу
951,sich erheben::V,verrijzen,тороу
952,sich setzen::V,gaan zitten,ултырыу
953,hinfallen::V,vallen,ҡолау
954,hinfallen::V,neervallen,ҡолау
955,laufen::V,lopen,йөрөү
956,schreiten::V,stappen,атлау
957,schreiten::V,schrijden,атлау
958,spazierengehen::V,gaan wandelen,ял итеп йороү
959,eilen::V,ijlen,ашығыу
960,eilen::V,ijlen,ҡабаланыу
961,eilen::V,haasten,ашығыу
962,eilen::V,haasten,ҡабаланыу
963,sich beeilen::V,zich haasten,ашығыу
964,sich beeilen::V,zich haasten,ҡабаланыу
965,sausen::V,stuiven,елеү
966,rennen::V,rennen,йүгеп йөрөү
967,springen::V,springen,һикереү
968,klettern::V,klimmen,үрмәләү
969,klettern::V,klimmen,үрмәләп менеү
970,klettern::V,klauteren,үрмәләү
971,klettern::V,klauteren,үрмәләп менеү
972,schaukeln::V,schommelen,сайҡалыу
973,kriechen::V,kruipen,шыуышыу
974,schwimmen::V,zwemmen,йоҙөү
975,tauchen::V,duiken,сумыу
976,rudern::V,roeien,ишеү
977,fahren::V,rijden,йөрөү
978,fliegen::V,vliegen,осоу
979,gehen::V,gaan,барыу
980,weggehen::V,weggaan,китеү
981,abfahren::V,vertrekken,сығыу
982,anhalten::V,stoppen,тукталыу
983,anhalten::V,stilhouden,тукталыу
984,hineingehen::V,ingaan,инеү
985,hineingehen::V,binnengaan,инеү
986,eintreten::V,binnenkomen,инеү
987,kommen::V,komen,килеү
988,ankommen::V,aankomen,килеү
989,zurückkommen::V,terugkomen,ҡайтыу
990,bleiben::V,blijven,ҡалыу
991,warten::V,wachten,көтөп тороу
992,erwarten::V,verwachten,көтөү
993,suchen::V,zoeken,эҙләү
994,finden::V,vinden,табыу
995,versuchen::V,proberen,тырышып ҡарау
996,versuchen::V,beproeven,тырышып ҡарау
997,vorbereiten::V,voorbereiden,әҙерләү
998,lieben::V,houden van,яратыу
999,mögen::V,lusten,һөйөү
1000,mögen::V,lusten,яратыу
1001,mögen::V,houden van,һөйөү
1002,mögen::V,houden van,яратыу
1003,lachen::V,lachen,көлөү
1004,rühren::V,roeren,ҡағылыу
1005,weinen::V,huilen,илау
1006,weinen::V,schreien,илау
1007,schimpfen::V,kijven,һүгенеү
1008,schimpfen::V,kijven,тиргәнеү
1009,schimpfen::V,kijven,һуҡраныу
1010,schimpfen::V,schelden,һүгенеү
1011,schimpfen::V,schelden,тиргәнеү
1012,schimpfen::V,schelden,һуҡраныу
1013,sich ärgern::V,zich ergeren,асыуланыу
1014,sich fürchten::V,bang zijn,ҡурҡыу
1015,fürchten::V,vrezen,ҡурҡыу
1016,fliehen::V,vluchten,ҡасыу
1017,flüchten::V,ontsnappen,ҡасыу
1018,flüchten::V,ontkomen,ҡасыу
1019,sehen::V,zien,күреү
1020,anschauen::V,aankijken,ҡарау
1021,ansehen::V,aanzien,ҡарау
1022,ansehen::V,aanzien,тикшереү
1023,ansehen::V,bekijken,ҡарау
1024,ansehen::V,bekijken,тикшереү
1025,hören::V,horen,ишетеү
1026,zuhören::V,luisteren,тыңлау
1027,probieren::V,proeven,татыу
1028,riechen::V,ruiken,еҫкәү
1029,fühlen::V,voelen,тойоу
1030,scheinen::V,lijken,кеүек күренеү
1031,scheinen::V,lijken,тойолоу
1032,zu sehen sein::V,te zien zijn,күренеү
1033,vernehmen::V,vernemen,ишетеү
1034,frieren::V,het koud hebben,туңыү
1035,tun::V,doen,яһау
1036,tun::V,doen,әшләү
1037,können::V,kunnen,алыу
1038,können::V,kunnen,мөмкин булыу
1039,wollen::V,willen,теләү
1040,anfangen::V,beginnen,башлау
1041,anfangen::V,aanvangen,башлау
1042,beenden::V,beëindigen,бөтөрөү
1043,beenden::V,beëindigen,тамамлау
1044,aufhören::V,ophouden,туктау
1045,gelingen::V,lukken,уңышлы булыу
1046,gelingen::V,gelukken,уңышлы булыу
1047,geraten::V,uitvallen,булып сығыу
1048,öffnen::V,openen,асыу
1049,öffnen::V,opendoen,асыу
1050,schließen::V,sluiten,йомоу
1051,schließen::V,dichtdoen,йомоу
1052,stellen::V,stellen,ҡуйыу
1053,stellen::V,plaatsen,ҡуйыу
1054,setzen::V,zetten,урынлаштырыу
1055,setzen::V,plaatsen,урынлаштырыу
1056,legen::V,leggen,һалыу
1057,berühren::V,aanraken,тейеү
1058,berühren::V,aanraken,ҡағылыу
1059,verbinden::V,verbinden,ҡушыу
1060,verbinden::V,verbinden,бәйләү
1061,bedecken::V,bedekken,ҡаплау
1062,aufhängen::V,ophangen,элеү
1063,anzünden::V,aansteken,тоҡандырыу
1064,aufheben::V,oprapen,мендереү
1065,zurücklassen::V,achterlaten,ҡалдырыу
1066,verlieren::V,verliezen,юғалтыу
1067,fallen lassen::V,laten vallen,төшөрөп ебәреү
1068,machen::V,maken,яһау
1069,machen::V,maken,эшләү
1070,herstellen::V,produceren,эшләп сығарыу
1071,herstellen::V,voortbrengen,эшләп сығарыу
1072,bauen::V,bouwen,төҙөү
1073,reparieren::V,repareren,төҙәтеү
1074,reparieren::V,herstellen,төҙәтеү
1075,verbessern::V,verbeteren,яҡшыртыу
1076,ändern::V,wijzigen,үҙгәртеү
1077,ändern::V,veranderen,үҙгәртеү
1078,graben::V,graven,ҡаҙыу
1079,beugen::V,buigen,бөгөү
1080,biegen::V,buigen,бөгөү
1081,drehen::V,draaien,өйрөлтөү
1082,drehen::V,draaien,әйләндереү
1083,wenden::V,keren,әйләндереү
1084,wenden::V,wenden,әйләндереү
1085,umdrehen::V,omdraaien,түңкәреү
1086,heben::V,heffen,күтәреү
1087,heben::V,heffen,мендереү
1088,heben::V,optillen,күтәреү
1089,heben::V,optillen,мендереү
1090,hochheben::V,tillen,күтәреү
1091,ergreifen::V,pakken,тотоп алыу
1092,ergreifen::V,grijpen,тотоп алыу
1093,halten::V,houden,тотоу
1094,drücken::V,drukken,ҡыҫыу
1095,schieben::V,duwen,этеү
1096,schieben::V,duwen,төртөү
1097,schieben::V,schuiven,этеү
1098,schieben::V,schuiven,төртөү
1099,kratzen::V,krassen,ҡырыу
1100,lecken::V,likken,ялау
1101,beißen::V,bijten,тешләү
1102,abreißen::V,afrukken,өҙөү
1103,abreißen::V,afscheuren,өҙөү
1104,abschneiden::V,afsnijden,ҡырҡыу
1105,binden::V,binden,бәйләү
1106,stecken::V,steken,ҡаҙау
1107,brechen::V,breken,боҙоу
1108,klopfen::V,kloppen,шаҡылдау
1109,hauen::V,houwen,туҡмау
1110,kleben::V,plakken,йәбештереү
1111,reiben::V,wrijven,ыуыу
1112,reiben::V,wrijven,ышҡыу
1113,streichen::V,smeren,яғыу
1114,schleifen::V,slijpen,үткерләү
1115,schneiden::V,snijden,ҡырҡыу
1116,rütteln::V,schudden,һелкетеү
1117,schütteln::V,schudden,һелкетеү
1118,schwenken::V,wuiven,болғау
1119,schwenken::V,zwaaien,болғау
1120,schütten::V,gieten,ҡойоу
1121,schütten::V,storten,ҡойоу
1122,füllen::V,vullen,тултырыу
1123,einwickeln::V,inwikkelen,төрөү
1124,tragen::V,dragen,алып барыу
1125,schleppen::V,slepen,һөйрәү
1126,ziehen::V,trekken,тартыу
1127,aufbewahren::V,bewaren,һаҡлау
1128,werfen::V,gooien,ырғытыу
1129,fangen::V,vangen,тотоу
1130,packen::V,pakken,етеү
1131,packen::V,pakken,тотоп алыу
1132,packen::V,vastpakken,етеү
1133,packen::V,vastpakken,тотоп алыу
1134,verstecken::V,verstoppen,йәшереү
1135,teilen::V,delen,бүлеү
1136,schicken::V,sturen,ебәреү
1137,bringen::V,brengen,килтереү
1138,hinzufügen::V,toevoegen,өтәү
1139,bekommen::V,verkrijgen,алыу
1140,erhalten::V,krijgen,алыу
1141,nehmen::V,nemen,алыу
1142,wählen::V,kiezen,һайлаү
1143,wählen::V,verkiezen,һайлаү
1144,auswählen::V,uitkiezen,һайлап алыу
1145,bewahren::V,bewaren,һаҡлау
1146,behindern::V,hinderen,тотҡарлыҡ яһау
1147,verderben::V,bederven,боҙоу
1148,beschädigen::V,beschadigen,боҙоу
1149,zerbrechen::V,breken,ҡыйратыу
1150,zerbrechen::V,stukbreken,ҡыйратыу
1151,zerreißen::V,scheuren,йыртыу
1152,zerreißen::V,verscheuren,йыртыу
1153,zerstören::V,vernielen,емереү
1154,verbrennen::V,branden,үртәү
1155,verbrennen::V,verbranden,үртәү
1156,geben::V,geven,биреү
1157,reichen::V,reiken,биреү
1158,reichen::V,aanreiken,биреү
1159,schenken::V,schenken,бүләк итеү
1160,versprechen::V,beloven,вәғәҙә биреү
1161,wünschen::V,wensen,теләу
1162,loben::V,loven,маҡтау
1163,loben::V,prijzen,маҡтау
1164,küssen::V,kussen,үбеү
1165,wiegen::V,wiegen,бәүетеү
1166,wiegen::V,wiegen,тирбәтеү
1167,zudecken::V,toedekken,ҡаплау
1168,wecken::V,wekken,уятыу
1169,zeigen::V,tonen,күрһәтеү
1170,zeigen::V,wijzen,күрһәтеү
1171,führen::V,voeren,етәкләү
1172,lehren::V,leren,уҡытыу
1173,lehren::V,leren,өйрәтеү
1174,unterrichten::V,onderwijzen,уҡытыу
1175,aufziehen::V,grootbrengen,тәрбиәле
1176,leiten::V,leiden,етәкләү
1177,leiten::V,leiden,етәкселек итеү
1178,antreiben::V,aandrijven,ашыҡтырыу
1179,lassen::V,laten,мәжбүр итеү
1180,einladen::V,uitnodigen,саҡырыу
1181,vereinigen::V,verenigen,берләштереү
1182,besuchen::V,bezoeken,килеп сығыу
1183,treffen::V,treffen,тойоү
1184,treffen::V,treffen,осратыу
1185,treffen::V,treffen,ҡаршылау
1186,treffen::V,ontmoeten,тойоү
1187,treffen::V,ontmoeten,осратыу
1188,treffen::V,ontmoeten,ҡаршылау
1189,sich versammeln::V,zich verzamelen,йыйылыу
1190,spielen::V,spelen,тартыу
1191,singen::V,zingen,йырлау
1192,tanzen::V,dansen,бейеү
1193,sich trennen::V,van elkaar gaan,айырылышыу
1194,verlassen::V,verlaten,ташлау
1195,verlassen::V,verlaten,ташлап китеү
1196,retten::V,redden,ҡотҡарыу
1197,bewachen::V,bewaken,һаҡлау
1198,schützen::V,beschermen,һаҡлау
1199,verteidigen::V,verdedigen,яҡлау
1200,sich schlagen::V,knokken,һуғышыу
1201,schießen::V,schieten,атыу
1202,siegen::V,overwinnen,еңеү
1203,ärgern::V,ergeren,асыуландырыу
1204,schlagen::V,slaan,бәреү
1205,schlagen::V,slaan,туҡмау
1206,treten::V,trappen,тибеү
1207,treten::V,trappen,типкеләү
1208,treten::V,schoppen,тибеү
1209,treten::V,schoppen,типкеләү
1210,stechen::V,steken,сәнсеү
1211,stechen::V,prikken,сәнсеү
1212,stoßen::V,stoten,этеү
1213,stoßen::V,stoten,төртөү
1214,stehlen::V,stelen,урлау
1215,stören::V,storen,ҡамасаулау
1216,stören::V,verstoren,ҡамасаулау
1217,belästigen::V,lastig vallen,бимазалау
1218,belästigen::V,lastig vallen,ҡамасаулау
1219,verbergen::V,verbergen,йәшереү
1220,täuschen::V,misleiden,ултыртыу
1221,betrügen::V,bedriegen,алдау
1222,töten::V,doden,үлтереү
1223,wohnen::V,wonen,йәшәү
1224,arbeiten::V,werken,эшләү
1225,sammeln::V,inzamelen,йыйыу
1226,sammeln::V,verzamelen,йыйыу
1227,pflücken::V,plukken,өҙөү
1228,jagen::V,jagen,аулау
1229,fischen::V,vissen,аулау
1230,fassen::V,vangen,тотоу
1231,hüten::V,hoeden,көтөү
1232,treiben::V,drijven,ҡыуыу
1233,anbinden::V,vastbinden,бәйләү
1234,füttern::V,voeren,ашатыу
1235,melken::V,melken,һауыү
1236,hacken::V,hakken,турау
1237,hacken::V,hakken,тапау
1238,gießen::V,gieten,ҡойоу
1239,reifen::V,rijpen,өлғөрөү
1240,zubereiten::V,klaarmaken,бешереү
1241,zubereiten::V,toebereiden,бешереү
1242,kochen::V,koken,бешереү
1243,backen::V,bakken,бешереү
1244,braten::V,braden,ҡурыу
1245,umrühren::V,omroeren,ҡатнаштырыу
1246,stricken::V,breien,бәйләү
1247,nähen::V,naaien,тегеү
1248,färben::V,verven,буяу
1249,färben::V,kleuren,буяу
1250,reinigen::V,reinigen,таҙартыу
1251,waschen::V,wassen,йыуыу
1252,abwischen::V,afvegen,һөртөү
1253,spülen::V,spoelen,сайҡау
1254,spülen::V,afwassen,сайҡау
1255,fegen::V,vegen,һепереү
1256,kehren::V,vegen,һепереү
1257,baden::V,baden,һыу инеү
1258,sich waschen::V,zich wassen,йыуыныу
1259,ausziehen::V,uittrekken,сисеү
1260,anziehen::V,aantrekken,кейеү
1261,sich anziehen::V,zich aankleden,кейенеү
1262,kämmen::V,kammen,тарау
1263,schmücken::V,tooien,биҙәү
1264,sagen::V,zeggen,әйтеү
1265,sprechen::V,spreken,әйтеү
1266,sprechen::V,spreken,һөйләшеү
1267,reden::V,praten,һөйләшеү
1268,sich unterhalten::V,zich onderhouden,әңгәмәләшеү
1269,fragen::V,vragen,һорау
1270,bitten::V,vragen,үтенеү
1271,bitten::V,verzoeken,үтенеү
1272,erzählen::V,vertellen,һөйләү
1273,mitteilen::V,meedelen,әйтеү
1274,nennen::V,noemen,атау
1275,nennen::V,noemen,исемләү
1276,rufen::V,roepen,саҡырыу
1277,prahlen::V,pralen,маҡтаныу
1278,prahlen::V,pralen,шапырыныу
1279,übersetzen::V,vertalen,тәржемә итеү
1280,denken::V,denken,уйлау
1281,glauben::V,geloven,ышаныу
1282,bemerken::V,bemerken,күреү
1283,erkennen::V,herkennen,таныу
1284,begreifen::V,begrijpen,аңлау
1285,verstehen::V,verstaan,аңлау
1286,lernen::V,leren,өйрәнеү
1287,wissen::V,weten,белеү
1288,sich erinnern an::V,zich herinneren aan,хәтергә алыу
1289,vergessen::V,vergeten,онотоу
1290,messen::V,meten,үлсәү
1291,zählen::V,tellen,һанау
1292,rechnen::V,rekenen,һанау
1293,lesen::V,lezen,уҡыу
1294,malen::V,schilderen,һүрәт яһау
1295,malen::V,schilderen,рәсем төшөрөү
1296,zeichnen::V,tekenen,һүрәт яһау
1297,zeichnen::V,tekenen,рәсем төшөрөү
1298,schreiben::V,schrijven,яҙыу
1299,besitzen::V,bezitten,биләү
1300,kaufen::V,kopen,һатып алыу
1301,verkaufen::V,verkopen,һатыу
1302,bezahlen::V,betalen,түләү
1303,zahlen::V,betalen,түләү
1304,beherrschen::V,beheersen,биләү
1305,ertragen::V,verdragen,түҙеү
