,Concept_ID,ga,ml
645,schmutzig::A,salach,അഴുക്കുനിറഞ്ഞ
646,roh::A,amh,അസംസ്കൃതമായ
647,reif::A,aibí,പഴുത്ത
648,lecker::A,blasta,രുചികരമായ
649,süß::A,milis,മധുരമുള്ള
650,bitter::A,searbh,കടുത്ത
651,sauer::A,géar,പുളിപ്പുള്ള
652,sauer::A,searbh,പുളിപ്പുള്ള
653,hell::A,geal,ജ്വലിക്കുന്ന
654,hell::A,soilseach,ജ്വലിക്കുന്ന
655,dunkel::A,dorcha,ഇരുണ്ട
656,schwarz::A,dubh,കറുത്ത
657,weiß::A,bán,വെളുത്ത
658,rot::A,dearg,ചുവന്ന
659,gelb::A,buí,മഞ്ഞനിറമായ
660,blau::A,gorm,നീലനിറമുള്ള
661,grün::A,glas,പച്ചനിറമുള്ള
662,grün::A,uaine,പച്ചനിറമുള്ള
663,grau::A,liath,ചാരനിറത്തിലുള്ള
664,bunt::A,ildathach,വർണ്ണശബളമായ
665,bunt::A,dathannach,വർണ്ണശബളമായ
666,billig::A,saor,വിലകുറഞ്ഞ
667,teuer::A,daor,ചെലവേറിയ
668,teuer::A,costasach,ചെലവേറിയ
669,wertvoll::A,luachmhar,വിലപിടിപ്പുള്ള
670,blind::A,dall,അന്ധനായ
671,blind::A,caoch,അന്ധനായ
672,taub::A,bodhar,കേൾവിക്കുറവുള്ള
673,kräftig::A,cumhachtach,ശക്തിയുള്ള
674,stark::A,tréan,ബലമുള്ള
675,stark::A,láidir,ബലമുള്ള
676,schwach::A,lag,ക്ഷീണിച്ച
677,schwach::A,fann,ക്ഷീണിച്ച
678,fett::A,ramhar,കൊഴുപ്പുള്ള
679,schlank::A,caol,മെലിഞ്ഞ
680,schlank::A,seang,മെലിഞ്ഞ
681,hübsch::A,álainn,മനോഹരമായ
682,hübsch::A,dathúil,മനോഹരമായ
683,böse::A,olc,പാപിയായ
684,dumm::A,dúr,വിവരംകെട്ട
685,dumm::A,amaideach,വിവരംകെട്ട
686,faul::A,falsa,അലസനായ
687,faul::A,leisciúil,അലസനായ
688,fleißig::A,dícheallach,അദ്ധ്വാനശീലമുള്ള
689,geizig::A,barainneach,പിശുക്കനായ
690,geizig::A,sprionlaithe,പിശുക്കനായ
691,klug::A,cliste,ബുദ്ധിസാമർഥ്യമുള്ള
692,geschickt::A,oilte,പ്രതിഭാശാലി
693,geschickt::A,ealaíonta,പ്രതിഭാശാലി
694,lieb::A,dil,പ്രിയപ്പെട്ട
695,lieb::A,dílis,പ്രിയപ്പെട്ട
696,lustig::A,aerach,ആനന്ദകരമായ
697,lustig::A,meidhreach,ആനന്ദകരമായ
698,sanft::A,bog,സൌമ്യമായ
699,sanft::A,séimh,സൌമ്യമായ
700,hungrig::A,ocrach,വിശപ്പുള്ള
701,krank::A,tinn,അസുഖമുള്ള
702,krank::A,breoite,അസുഖമുള്ള
703,nackt::A,nocht,നഡമായ
704,traurig::A,brónach,വിഷമമുള്ള
705,lebendig::A,beo,ഉപജീവനം
706,gut::A,maith,നല്ല
707,schlecht::A,dona,മോശമായ
708,schlecht::A,droch-,മോശമായ
709,richtig::A,ceart,ശരിയായ
710,schlimm::A,gránna,വൃത്തികെട്ട
711,schlimm::A,tubaisteach,വൃത്തികെട്ട
712,wahr::A,fíor,ശരിയായ
713,alt::A,sean,പഴയ
714,neu::A,úr,പുതിയ
715,neu::A,nua,പുതിയ
716,ehemalig::A,iar-,മുൻ
717,ehemalig::A,sean-,മുൻ
718,alt[Lebewesen]::A,sean,വയസ്സുള്ള
719,alt[Lebewesen]::A,aosta,വയസ്സുള്ള
720,jung::A,óg,കൌമാരമായ
721,arm::A,bocht,പാവപ്പെട്ട
722,reich::A,saibhir,സമ്പന്നമായ
723,reich::A,rachmasach,സമ്പന്നമായ
724,bekannt::A,atá eolas air,പരിചിതമായ
725,berühmt::A,cailiúil,പ്രശസ്തനായ
726,berühmt::A,clúiteach,പ്രശസ്തനായ
727,fremd::A,coimhthíoch,വൈദേശികമായ
728,verschieden::A,éagsúil,വ്യത്യസ്തമായ
729,verschieden::A,difriúil,വ്യത്യസ്തമായ
730,nah::A,gar,അരികത്തുള്ള
731,nah::A,deas,അരികത്തുള്ള
732,fern::A,i bhfad uainn,അകലെയുള്ള
733,fern::A,i bhfad i gcéin,അകലെയുള്ള
734,linker::A,clé,അവശേഷിച്ച
735,rechter::A,deas,വലത്തേ
736,anderer::A,eile,മറ്റുള്ള
737,erster::A,céad,ആദ്യത്തെ
738,zweiter::A,dóú,രണ്ടാം
739,zweiter::A,dara,രണ്ടാം
740,dritter::A,tríú,മൂന്നാമത്
741,dritter::A,treas,മൂന്നാമത്
742,letzter::A,déanach,അവസാനത്തെ
743,letzter::A,deireanach,അവസാനത്തെ
744,allein::ADV,i d'aonar,തനിച്ചുള്ള
745,auf einmal::ADV,ag an am céanna,ഉടന്
746,zusammen::ADV,le chéile,ഒരുമിച്ച
747,zusammen::ADV,in eineacht,ഒരുമിച്ച
748,lange::ADV,fada,നീണ്ട_കാലത്തേയ്ക്ക്
749,plötzlich::ADV,go tobann,പെട്ടെന്ന്
750,plötzlich::ADV,i dtobainne,പെട്ടെന്ന്
751,sofort::ADV,ar an toirt,തത്ക്ഷണം
752,sofort::ADV,ar an bpointe,തത്ക്ഷണം
753,später::ADV,níos déanaí,പിന്നീട്
754,jetzt::ADV,anois,ഇപ്പോൾ
755,heute::ADV,inniu,ഇന്ന്
756,morgen::ADV,amárach,നാളെ
757,bald::ADV,go luath,ഉടനെ
758,bald::ADV,gan mhoill,ഉടനെ
759,dann::ADV,ansin,അപ്പോൾ
760,gestern::ADV,inné,ഇന്നലെ
761,einst::ADV,tráth,പണ്ടൊരിക്കല്
762,einst::ADV,uair amháin,പണ്ടൊരിക്കല്
763,damals::ADV,ag an am,അപ്പോൾ
764,damals::ADV,an t-am sin,അപ്പോൾ
765,danach::ADV,ina dhiaidh sin,പിന്നീട്
766,vorher::ADV,cheana,മുൻപ്
767,vorher::ADV,roimhe sin,മുൻപ്
768,zuerst::ADV,ar dtús,ആദ്യം
769,einmal::ADV,uair amháin,ഒരിക്കൽ
770,manchmal::ADV,uaireanta,ചിലപ്പോൾ
771,oft::ADV,minic,പലപ്പോഴും
772,immer::ADV,i gcónaí,എപ്പോഴും
773,niemals::ADV,riamh,ഒരിക്കലും
774,hier::ADV,anseo,ഇവിടെ
775,hierhin::ADV,anseo,ഇവിടേക്ക്
776,von hier::ADV,an áit seo,ഇവിടെനിന്ന്
777,dort::ADV,ann,അവിടെ
778,dort::ADV,ansin,അവിടെ
779,dorthin::ADV,ann,അവിടേക്ക്
780,dorthin::ADV,ansin,അവിടേക്ക്
781,geradeaus::ADV,ar aghaidh,മുമ്പിൽ
782,geradeaus::ADV,ar aghaidh,മുമന്നോട്ട്
783,rückwärts::ADV,siar,തലതിരിച്ച്
784,zurück::ADV,ar ais,പുറകിലേക്ക്
785,unten::ADV,thíos,താഴെ
786,hinab::ADV,síos,താഴേക്ക്
787,oben::ADV,thuas,മുകളിൽ
788,hinauf::ADV,suas,മുകളിൽ
789,überall::ADV,i ngach áit,എല്ലായിടത്തും
790,überall::ADV,ar fud na háite,എല്ലായിടത്തും
791,nicht::ADV,ní,ഇല്ല
792,nicht::ADV,cha,ഇല്ല
793,ein wenig::ADV,beagán,കുറച്ച്
794,kaum::ADV,ar éigean,കഷ്ടിച്ച്
795,sehr::ADV,an-,വളരെ
796,so::ADV,chomh,അങ്ങനെ
797,so::ADV,mar sin,അങ്ങനെ
798,noch::ADV,fós,ഇപ്പോഴും
799,noch::ADV,go fóill,ഇപ്പോഴും
800,nur::ADV,amháin,മാത്രം
801,nur::ADV,níl ach,മാത്രം
802,schon::ADV,cheana,നേരത്തേ തന്നെ
803,schon::ADV,cheana féin,നേരത്തേ തന്നെ
804,wieder::ADV,arís,വീണ്ടും
805,wieder::ADV,athuair,വീണ്ടും
806,vergebens::ADV,amú,വിഫല
807,vergebens::ADV,in aisce,വിഫല
808,vor::PRP,ar thosach,മുമ്പിൽ
809,hinter::PRP,laistiar de,പുറകിൽ
810,hinter::PRP,taobh thiar de,പുറകിൽ
811,unter::PRP,faoi,കീഴിൽ
812,durch::PRP,trí,ഉള്ളിലൂടെ
813,neben::PRP,taobh le,അടുത്ത്
814,neben::PRP,in aice le,അടുത്ത്
815,zwischen::PRP,idir,ഇടയ്ക്ക്
816,wegen::PRP,de bharr,നിമിത്തം
817,wegen::PRP,mar gheall ar,നിമിത്തം
818,dies::PRN,seo,ഇത്
819,das::PRN,sin,അത്
820,alles::PRN,gach rud,എല്ലാം
821,ich::PRN,mé,ഞാൻ
822,ich::PRN,mise,ഞാൻ
823,du::PRN,tú,നിങ്ങൾ
824,du::PRN,tusa,നിങ്ങൾ
825,er::PRN,sé,അദ്ദേഹം
826,er::PRN,sé,അയാൾ
827,er::PRN,sé,അവൻ
828,er::PRN,sé,അവർ
829,er::PRN,sé,അവൾ
830,er::PRN,seisean,അദ്ദേഹം
831,er::PRN,seisean,അയാൾ
832,er::PRN,seisean,അവൻ
833,er::PRN,seisean,അവർ
834,er::PRN,seisean,അവൾ
835,wir::PRN,sinn,നമ്മൾ
836,ihr::PRN,sibh,നിങ്ങൾ
837,ihr::PRN,sibhse,നിങ്ങൾ
838,sie::PRN,siad,അവർ
839,sie::PRN,siadsan,അവർ
840,was::FPRN,cad,എന്ത്
841,was::FPRN,céard,എന്ത്
842,wer::FPRN,cé,ആര്
843,wo::FADV,cá,എവിടെ
844,wo::FADV,cén áit,എവിടെ
845,wohin::FADV,cá,എവിടേക്ക്
846,wohin::FADV,cén áit,എവിടേക്ക്
847,wie::FADV,conas,എങ്ങനെ
848,wie::FADV,cén chaoi,എങ്ങനെ
849,warum::FADV,cén fáth,എന്തുകൊണ്ട്
850,warum::FADV,cad chuige,എന്തുകൊണ്ട്
851,wieviel::FNUM,cá mhéad,എത്ര
852,eins::NUM,aon,ഒന്ന്
853,zwei::NUM,dhá,രണ്ട്
854,drei::NUM,trí,മൂന്ന്
855,vier::NUM,ceathair,നാല്
856,fünf::NUM,cúig,അഞ്ച്
857,sechs::NUM,sé,ആറ്
858,sieben::NUM,seacht,ഏഴ്
859,acht::NUM,ocht,എട്ട്
860,neun::NUM,naoi,ഒമ്പത്
861,zehn::NUM,deich,പത്ത്
862,elf::NUM,aon déag,പതിനൊന്ന്
863,zwölf::NUM,dó dhéag,പന്ത്രണ്ട്
864,zwanzig::NUM,fiche,ഇരുപത്
865,dreißig::NUM,tríocha,മുപ്പത്
866,vierzig::NUM,daichead,നാൽപ്പത്
867,vierzig::NUM,ceathracha,നാൽപ്പത്
868,fünfzig::NUM,caoga,അൻപത്
869,sechzig::NUM,seasca,അറുപത്
870,siebzig::NUM,seachtó,എഴുപത്
871,achtzig::NUM,ochtó,എൺപത്
872,neunzig::NUM,nócha,തൊണ്ണൂറ്
873,hundert::NUM,céad,നൂറ്
874,tausend::NUM,míle,ആയിരം
875,und::CNJ,agus,ഉം
876,oder::CNJ,nó,അഥവാ
877,stehen::V,seas,നിൽക്കുക
878,sitzen::V,suigh,ഇരിക്കുക
879,liegen::V,luigh,കിടക്കുക
880,hängen::V,tá crochta,തൂങ്ങുക
881,werden::V,éirigh,ആയിത്തീരുക
882,passieren::V,tarlaigh,സംഭവിക്കുക
883,beginnen::V,tosaigh,ആരംഭിക്കുക
884,enden::V,críochnaigh,അവസാനിപ്പിക്കുക
885,wechseln::V,athraigh,മാറ്റുക
886,aufgehen[Sonne]::V,éirigh,ഉയരുക
887,untergehen[Sonne]::V,fuin,അടുക്കി_വയ്ക്കുക
888,untergehen[Sonne]::V,téigh faoi,അടുക്കി_വയ്ക്കുക
889,scheinen[Sonne]::V,taitin,പ്രകാശിക്കുക
890,scheinen[Sonne]::V,soilsigh,പ്രകാശിക്കുക
891,donnern::V,tá toirneach ann,ഇടിവെട്ടുക
892,wehen::V,séid,വീശുക
893,strömen::V,sil,ഒഴുകുക
894,fließen::V,rith,ഒഴുകുക
895,fließen::V,snigh,ഒഴുകുക
896,sich drehen::V,cas,ചുറ്റുക
897,sich drehen::V,cas,കറക്കുക
898,sich drehen::V,imrothlaigh,ചുറ്റുക
899,sich drehen::V,imrothlaigh,കറക്കുക
900,schwanken::V,luasc,ഇരുവശത്തേയ്ക്കും_ആടുക
901,schwingen::V,luasc,ആടുക
902,fallen::V,tit,വീഴുക
903,brennen::V,dóigh,കത്തുക
904,rauchen::V,plúch toite,പുകയുക
905,regnen::V,báistigh,മഴ_പെയ്യുക
906,regnen::V,tá ag cur báistí,മഴ_പെയ്യുക
907,gefrieren::V,sioc,തണത്ത്_മരവിക്കുക
908,gefrieren::V,reoigh,തണത്ത്_മരവിക്കുക
909,tauen::V,leáigh,അലിയുക
910,tauen::V,coscair,അലിയുക
911,schmelzen::V,leáigh,ഉരുകുക
912,trocknen::V,triomaigh,വരളുക
913,sieden::V,fiuch,തിളപ്പിക്കുക
914,sieden::V,beirigh,തിളപ്പിക്കുക
915,faulen::V,lobh,ചീയുക
916,faulen::V,dreoigh,ചീയുക
917,verfaulen::V,lobh,അഴുകുക
918,verfaulen::V,feoigh,അഴുകുക
919,reißen::V,bris,ശബ്ദത്തോടെ_മുറിയുക
920,versinken::V,téigh síos,മുക്കുക
921,vergehen::V,téigh thart,കടന്നുപോകുക
922,erscheinen::V,tar,പ്രത്യക്ഷപ്പെടുക
923,verschwinden::V,imigh,അദൃശ്യമാകുക
924,sinken::V,tit,താഴുക
925,sinken::V,ísligh,താഴുക
926,abnehmen::V,maolaigh,കുറിയുക
927,abnehmen::V,laghdaigh,കുറിയുക
928,zunehmen::V,méadaigh,വർദ്ധിക്കുക
929,steigen::V,éirigh,ഉയരുക
930,wachsen::V,fás,വളരുക
931,glänzen::V,lonraigh,മിന്നുക
932,funkeln::V,drithligh,തിളങ്ങുക
933,lärmen::V,tóg callán,ശബ്ദമുണ്ടാക്കുക
934,läuten::V,buail,മണിമുഴങ്ങുക
935,klingeln::V,buail,ചിലമ്പുക
936,klirren::V,cling,കിലുക്കുക
937,brausen::V,búir,മുഴങ്ങുക
938,rauschen::V,tá ag siosarnach,അനങ്ങുക
939,klingen::V,tá glór ag,മുഴക്കുക
940,bellen::V,amhastraigh,കുരയ്ക്കുക
941,heulen::V,glam,ഓരിയിടുക
942,blasen::V,séid,ഊതുക
943,pfeifen::V,lig fead,വിസിലടിക്കുക
944,schreien::V,béic,ആക്രോശിക്കുക
945,schreien::V,glaoigh,ആക്രോശിക്കുക
946,stöhnen::V,lig cnead,അരക്കം
947,stöhnen::V,lig cnead,ആർത്തനാദം
948,zittern::V,crith,വിറയ്ക്കുക
949,zittern::V,creathnaigh,വിറയ്ക്കുക
950,leben::V,mair,താമസിക്കുക
951,geboren werden::V,rugadh,ജനിക്കുക
952,atmen::V,análaigh,ശ്വസിക്കുക
953,trinken::V,ól,കുടിക്കുക
954,essen::V,ith,കഴിക്കുക
955,schlucken::V,slog,വിഴുങ്ങുക
956,müde werden::V,tuirsigh,ക്ഷീണിക്കുക
957,einschlafen::V,tit ina chodladh,നിദ്രിക്കുക
958,schlafen::V,codail,ഉറങ്ങുക
959,aufwachen::V,múscail,ഉണരുക
960,aufstehen::V,éirigh,എഴുന്നേൽക്കുക
961,sich erholen::V,lig scíth,വിശ്രമിക്കുക
962,krank werden::V,éirigh tinn,ദീനംപിടിക്കുക
963,krank sein::V,tá tinn,രോഗികളാകുക
964,schmerzen::V,tá pian i,വേദനിക്കുക
965,husten::V,déan casacht,ചുമയ്ക്കുക
966,genesen::V,téarnaigh,സുഖപ്പെടുക
967,sterben::V,éag,മരിക്കുക
968,sterben::V,faigh bás,മരിക്കുക
969,umkommen::V,caill,മരിക്കുക
970,sich bewegen::V,bog,സ്ഥലം_മാറുക
971,sich bewegen::V,gluais,സ്ഥലം_മാറുക
972,sich rühren::V,corraigh,ചലിക്കുക
973,sich erheben::V,seas suas,നിൽക്കുക
974,sich setzen::V,suigh,ഇരിക്കുക
975,hinfallen::V,tit,വീഴുക
976,laufen::V,siúil,നടക്കുക
977,schreiten::V,siúil,നടക്കുക
978,spazierengehen::V,téigh ag spaisteoireacht,ഉലാത്തുക
979,eilen::V,deifrigh,പാഞ്ഞെത്തുക
980,eilen::V,brostaigh,പാഞ്ഞെത്തുക
981,sich beeilen::V,deifrigh,തിരിക്കുകൂട്ടുക
982,sich beeilen::V,deifrigh,തിടുക്കം_കാട്ടുക
983,sich beeilen::V,déan deifir,തിരിക്കുകൂട്ടുക
984,sich beeilen::V,déan deifir,തിടുക്കം_കാട്ടുക
985,sausen::V,luathaigh,കുതിക്കുക
986,rennen::V,rith,ഓടുക
987,springen::V,léim,ചാടുക
988,klettern::V,dreap,കയറുക
989,schaukeln::V,téigh ar an maide corrach,ഇളകുക
990,kriechen::V,snámh,പതുങ്ങികയറുക
991,schwimmen::V,snámh,നീന്തുക
992,tauchen::V,tum,വെള്ളത്തിലേക്ക് ചാടുക
993,rudern::V,iomair,തുഴയുക
994,rudern::V,rámhaigh,തുഴയുക
995,fahren::V,tiomáin,വാഹനം ഓടിക്കുക
996,fliegen::V,eitil,പറക്കുക
997,gehen::V,téigh,പോകുക
998,weggehen::V,imigh,വിടുക
999,abfahren::V,imigh,പുറപ്പെടുക
1000,anhalten::V,stad,നിർത്തുക
1001,hineingehen::V,téigh isteach,പ്രവേശിക്കുക
1002,eintreten::V,téigh isteach,പ്രവേശിക്കുക
1003,kommen::V,tar,വരുക
1004,ankommen::V,tar,എത്തിച്ചേരുക
1005,zurückkommen::V,fill,തിരിച്ചു വരുക
1006,bleiben::V,fan,തുടരുക
1007,warten::V,fan,കാത്തിരിക്കുക
1008,erwarten::V,tá ag súil le,പ്രതീക്ഷിക്കുക
1009,erwarten::V,tá ag dréim le,പ്രതീക്ഷിക്കുക
1010,suchen::V,lorg,തിരയുക
1011,finden::V,faigh,കണ്ടെത്തുക
1012,finden::V,aimsigh,കണ്ടെത്തുക
1013,versuchen::V,triail,ശ്രമിക്കുക
1014,vorbereiten::V,réitigh,തയ്യാറെടുക്കുക
1015,lieben::V,gráigh,സ്നേഹിക്കുക
1016,mögen::V,taitin le,ഇഷ്ടപ്പെടുക
1017,mögen::V,is maith le,ഇഷ്ടപ്പെടുക
1018,lachen::V,gáir,ചിരിക്കുക
1019,rühren::V,téigh i bhfeidhm ar,ഹൃദയം സ്പർശിക്കുക
1020,weinen::V,goil,തേങ്ങുക
1021,weinen::V,caoin,തേങ്ങുക
1022,schimpfen::V,tá ag clamhsán,പിറുപിറുക്കുക
1023,sich ärgern::V,tá corraithe,കോപിക്കുക
1024,sich fürchten::V,tá eagla ar,പേടിക്കുക
1025,fürchten::V,tá eagla ar,പേടിക്കുക
1026,fliehen::V,teith,രക്ഷപ്പെടുക
1027,flüchten::V,éalaigh,രക്ഷപ്പെടുക
1028,sehen::V,feic,കാണുക
1029,anschauen::V,dearc,നോക്കുക
1030,anschauen::V,féach ar,നോക്കുക
1031,ansehen::V,breathnaigh,നോക്കുക
1032,hören::V,cluin,കേൾക്കുക
1033,zuhören::V,éist,ശ്രദ്ധിക്കുക
1034,probieren::V,bliais,രുചിയുള്ളതായി_തോന്നുക
1035,riechen::V,bolaigh,മണത്തു_നോക്കുക
1036,fühlen::V,braith,സ്പർശിച്ചറിയുക
1037,fühlen::V,mothaigh,സ്പർശിച്ചറിയുക
1038,scheinen::V,tá an chuma ar,കാണപ്പെടുക
1039,zu sehen sein::V,tá le feiceáil,വെളിച്ചപ്പെടുക
1040,vernehmen::V,clois,കേൾക്കുക
1041,frieren::V,tá fuar,വിറയ്ക്കുക
1042,tun::V,déan,ചെയ്യുക
1043,können::V,féad,കഴിയുക
1044,können::V,is féidir le,കഴിയുക
1045,wollen::V,tá ag iarraidh,വേണുക
1046,anfangen::V,tosaigh,തുടങ്ങുക
1047,anfangen::V,cuir tús le,തുടങ്ങുക
1048,beenden::V,críochnaigh,പൂർത്തിയാക്കുക
1049,beenden::V,cuir deireadh le,പൂർത്തിയാക്കുക
1050,aufhören::V,stad,നിർത്തുക
1051,gelingen::V,éirigh le,വിജയിക്കുക
1052,geraten::V,tá deireadh ar,പരിണമിക്കുക
1053,öffnen::V,oscail,തുറക്കുക
1054,schließen::V,dún,അടയ്ക്കുക
1055,schließen::V,iaigh,അടയ്ക്കുക
1056,stellen::V,cuir,വയ്ക്കുക
1057,setzen::V,cuir,വയ്ക്കുക
1058,setzen::V,socraigh,വയ്ക്കുക
1059,legen::V,cuir,ഇടുക
1060,berühren::V,teagmhaigh le,തൊടുക
1061,verbinden::V,ceangail,ഘടിപ്പിക്കുക
1062,bedecken::V,clúdaigh,മുടുക
1063,bedecken::V,cumhdaigh,മുടുക
1064,aufhängen::V,croch,കെട്ടിതൂക്കുക
1065,anzünden::V,las,കത്തിക്കുക
1066,anzünden::V,adhain,കത്തിക്കുക
1067,aufheben::V,tóg,പെറുക്കിയെടുക്കുക
1068,aufheben::V,ardaigh,പെറുക്കിയെടുക്കുക
1069,zurücklassen::V,fág,വച്ചുപോരുക
1070,verlieren::V,caill,നഷ്ടപ്പെടുക
1071,fallen lassen::V,lig uait,വീഴ്ത്തുക
1072,fallen lassen::V,caith uait,വീഴ്ത്തുക
1073,machen::V,déan,ഉണ്ടാക്കുക
1074,machen::V,réitigh,ഉണ്ടാക്കുക
1075,herstellen::V,táirg,ഉൽപാദിപ്പിക്കുക
1076,bauen::V,tóg,നിർമ്മിക്കുക
1077,reparieren::V,deisigh,നന്നാക്കുക
1078,verbessern::V,feabhsaigh,മെച്ചപ്പെടുക
1079,ändern::V,athraigh,മാറ്റംവരുത്തുക
1080,graben::V,tochail,കുഴിക്കുക
1081,beugen::V,crom,വണങ്ങുക
1082,biegen::V,lúb,കുനിയുക
1083,drehen::V,cas,തിരിക്കുക
1084,wenden::V,tiontaigh,തിരിയുക
1085,umdrehen::V,iompaigh,തിരിയുക
1086,umdrehen::V,tiontaigh,തിരിയുക
1087,heben::V,ardaigh,ഉയർത്തുക
1088,hochheben::V,tóg,ഉയർത്തുക
1089,ergreifen::V,beir ar,ബലമായി_പിടിക്കുക
1090,halten::V,coimeád,പിടിക്കുക
1091,halten::V,coinnigh,പിടിക്കുക
1092,drücken::V,brúigh,അമർത്തുക
1093,schieben::V,brúigh,തള്ളുക
1094,kratzen::V,scríob,ചുരണ്ടുക
1095,lecken::V,ligh,നക്കുക
1096,lecken::V,leadhb,നക്കുക
1097,beißen::V,bain greim as,കടിക്കുക
1098,abreißen::V,stróic,കീറിക്കളയുക
1099,abreißen::V,tarraing,കീറിക്കളയുക
1100,abschneiden::V,scoith,മുറിച്ചുമാറ്റുക
1101,binden::V,ceangail,കെട്ടുക
1102,stecken::V,sáigh,തുളയ്ക്കുക
1103,brechen::V,bris,ഉടയുക
1104,klopfen::V,cnag,തട്ടുക
1105,hauen::V,buail,അടിക്കുക
1106,kleben::V,gliúáil,ഒട്ടിക്കുക
1107,reiben::V,cuimil,തിരുമ്മിത്തുടയ്ക്കുക
1108,streichen::V,leath,പടർത്തുക
1109,schleifen::V,líomh,പൊടിക്കുക
1110,schneiden::V,gearr,മുറിക്കുക
1111,rütteln::V,croith,മുട്ടുക
1112,schütteln::V,croith,കുലുക്കുക
1113,schwenken::V,luasc,ആടുക
1114,schütten::V,doirt,ഒഴിക്കുക
1115,füllen::V,líon,നിറയ്ക്കുക
1116,einwickeln::V,cuach,പൊതിയുക
1117,einwickeln::V,clúdaigh,പൊതിയുക
1118,tragen::V,iompair,വഹിക്കുക
1119,schleppen::V,tarraing,വലിച്ചിഴയ്ക്കുക
1120,ziehen::V,tarraing,വലിക്കുക
1121,aufbewahren::V,coinnigh,വയ്ക്കുക
1122,werfen::V,caith,എറിയുക
1123,fangen::V,ceap,പിടിക്കുക
1124,packen::V,beir ar,തട്ടിപ്പറിക്കുക
1125,verstecken::V,folaigh,മറയ്ക്കുക
1126,verstecken::V,cuir i bhfolach,മറയ്ക്കുക
1127,teilen::V,roinn,വിഭജിക്കുക
1128,schicken::V,seol,അയയ്ക്കുക
1129,bringen::V,beir,കൊണ്ടുവരുക
1130,bringen::V,tabhair,കൊണ്ടുവരുക
1131,hinzufügen::V,cuir le,കൂട്ടുക
1132,bekommen::V,faigh,കിട്ടുക
1133,erhalten::V,faigh,സ്വീകരിക്കുക
1134,nehmen::V,tóg,എടുക്കുക
1135,nehmen::V,glac,എടുക്കുക
1136,wählen::V,pioc,തിരഞ്ഞെടുക്കുക
1137,wählen::V,roghnaigh,തിരഞ്ഞെടുക്കുക
1138,auswählen::V,roghnaigh,തിരഞ്ഞെടുക്കുക
1139,bewahren::V,caomhnaigh,പുലർത്തുക
1140,behindern::V,cuir bac ar,തടയിടുക
1141,verderben::V,mill,നശിപ്പിക്കുക
1142,beschädigen::V,loit,ക്ഷതമേൽപ്പിക്കുക
1143,beschädigen::V,déan damáiste do,ക്ഷതമേൽപ്പിക്കുക
1144,zerbrechen::V,bris,ഉടയുക
1145,zerreißen::V,stiall,കീറുക
1146,zerstören::V,mill,നശിപ്പിക്കുക
1147,zerstören::V,scrios,നശിപ്പിക്കുക
1148,verbrennen::V,las,കത്തിനശിക്കുക
1149,verbrennen::V,las,കത്തിച്ചുകളയുക
1150,verbrennen::V,dóigh,കത്തിനശിക്കുക
1151,verbrennen::V,dóigh,കത്തിച്ചുകളയുക
1152,geben::V,tabhair,കൊടുക്കുക
1153,geben::V,tabhair,തരുക
1154,reichen::V,sín,കൈമാറുക
1155,reichen::V,cuir,കൈമാറുക
1156,schenken::V,bronn,സമ്മാനം കൊടുക്കുക
1157,schenken::V,tabhair,സമ്മാനം കൊടുക്കുക
1158,versprechen::V,geall,വാഗ്ദാനം_നൽകുക
1159,wünschen::V,guigh,ആഗ്രഹിക്കുക
1160,loben::V,mol,പുകഴ്ത്തുക
1161,küssen::V,póg,ഉമ്മവയ്ക്കുക
1162,wiegen::V,bog,ഇളകുക
1163,wiegen::V,luasc,ഇളകുക
1164,zudecken::V,clúdaigh,മുടുക
1165,wecken::V,dúisigh,ഉണർത്തുക
1166,zeigen::V,taispeáin,കാണിക്കുക
1167,führen::V,treoraigh,നടത്തുക
1168,lehren::V,múin,പഠിപ്പിക്കുക
1169,lehren::V,teagasc,പഠിപ്പിക്കുക
1170,unterrichten::V,múin,പരിശീലിപ്പിക്കുക
1171,unterrichten::V,teagasc,പരിശീലിപ്പിക്കുക
1172,aufziehen::V,tóg,വളർത്തിക്കൊണ്ടുവരുക
1173,leiten::V,tá i gceannas ar,നയിക്കുക
1174,antreiben::V,gríosaigh,പ്രേരിപ്പിക്കുക
1175,lassen::V,cuir ag,അനുവദിക്കുക
1176,einladen::V,cuir cuireadh ar,ക്ഷണിക്കുക
1177,vereinigen::V,aontaigh,കൂടിച്ചേരുക
1178,besuchen::V,tabhair cuairt ar,സന്ദർശിക്കുക
1179,treffen::V,cas ar,തമ്മിൽ കാണുക
1180,treffen::V,buail le,തമ്മിൽ കാണുക
1181,sich versammeln::V,bailigh,സംയോജിപ്പിക്കുക
1182,sich versammeln::V,cruinnigh,സംയോജിപ്പിക്കുക
1183,spielen::V,imir,കളിക്കുക
1184,spielen::V,tá ag spraoi,കളിക്കുക
1185,singen::V,can,പാടുക
1186,tanzen::V,rinc,നൃത്തം ചെയ്യുക
1187,tanzen::V,damhsaigh,നൃത്തം ചെയ്യുക
1188,sich trennen::V,scar,നേർപെടുത്തുക
1189,verlassen::V,fág,പിൻവാങ്ങുക
1190,retten::V,tarrtháil,രക്ഷിക്കുക
1191,bewachen::V,cosain,കാവൽനിൽക്കുക
1192,bewachen::V,gardáil,കാവൽനിൽക്കുക
1193,schützen::V,cosain,പരിരക്ഷിക്കുക
