,Concept_ID,eu,ml
648,trocken::A,lehor,വരണ്ട
649,voll::A,bete,നിറയെ
650,leer::A,huts,ഒഴിഞ്ഞ
651,offen::A,ireki,തുറന്ന
652,geschlossen::A,itxita,അടച്ച
653,sauber::A,xahu,വൃത്തിയുള്ള
654,sauber::A,garbi,വൃത്തിയുള്ള
655,schmutzig::A,lohi,അഴുക്കുനിറഞ്ഞ
656,schmutzig::A,zikin,അഴുക്കുനിറഞ്ഞ
657,roh::A,gordin,അസംസ്കൃതമായ
658,reif::A,umo,പഴുത്ത
659,reif::A,heldu,പഴുത്ത
660,lecker::A,goxo,രുചികരമായ
661,süß::A,goxo,മധുരമുള്ള
662,bitter::A,karmin,കടുത്ത
663,bitter::A,garratz,കടുത്ത
664,sauer::A,mingots,പുളിപ്പുള്ള
665,hell::A,argi,ജ്വലിക്കുന്ന
666,dunkel::A,ilun,ഇരുണ്ട
667,schwarz::A,beltz,കറുത്ത
668,weiß::A,zuri,വെളുത്ത
669,rot::A,gorri,ചുവന്ന
670,gelb::A,hori,മഞ്ഞനിറമായ
671,blau::A,urdin,നീലനിറമുള്ള
672,grün::A,berde,പച്ചനിറമുള്ള
673,grün::A,musker,പച്ചനിറമുള്ള
674,grau::A,urdin,ചാരനിറത്തിലുള്ള
675,grau::A,urdinabar,ചാരനിറത്തിലുള്ള
676,bunt::A,koloretsu,വർണ്ണശബളമായ
677,billig::A,merke,വിലകുറഞ്ഞ
678,teuer::A,garesti,ചെലവേറിയ
679,wertvoll::A,baliotsu,വിലപിടിപ്പുള്ള
680,blind::A,itsu,അന്ധനായ
681,taub::A,gor,കേൾവിക്കുറവുള്ള
682,kräftig::A,kementsu,ശക്തിയുള്ള
683,stark::A,bizkor,ബലമുള്ള
684,stark::A,indartsu,ബലമുള്ള
685,schwach::A,ahul,ക്ഷീണിച്ച
686,schwach::A,indargabe,ക്ഷീണിച്ച
687,fett::A,gizen,കൊഴുപ്പുള്ള
688,schlank::A,lerden,മെലിഞ്ഞ
689,hübsch::A,polit,മനോഹരമായ
690,böse::A,tzar,പാപിയായ
691,böse::A,gaizto,പാപിയായ
692,dumm::A,lelo,വിവരംകെട്ട
693,dumm::A,pello,വിവരംകെട്ട
694,faul::A,nagi,അലസനായ
695,faul::A,alfer,അലസനായ
696,fleißig::A,maratz,അദ്ധ്വാനശീലമുള്ള
697,fleißig::A,lanzale,അദ്ധ്വാനശീലമുള്ള
698,geizig::A,zeken,പിശുക്കനായ
699,geizig::A,zikoitz,പിശുക്കനായ
700,klug::A,zuhur,ബുദ്ധിസാമർഥ്യമുള്ള
701,geschickt::A,trebe,പ്രതിഭാശാലി
702,geschickt::A,antzetsu,പ്രതിഭാശാലി
703,lieb::A,maite,പ്രിയപ്പെട്ട
704,lieb::A,laztan,പ്രിയപ്പെട്ട
705,lustig::A,alaitsu,ആനന്ദകരമായ
706,sanft::A,eme,സൌമ്യമായ
707,sanft::A,ezti,സൌമ്യമായ
708,hungrig::A,gose,വിശപ്പുള്ള
709,krank::A,eri,അസുഖമുള്ള
710,krank::A,gaixo,അസുഖമുള്ള
711,nackt::A,biluzi,നഡമായ
712,traurig::A,itun,വിഷമമുള്ള
713,traurig::A,betilun,വിഷമമുള്ള
714,lebendig::A,bizirik,ഉപജീവനം
715,gut::A,on,നല്ല
716,schlecht::A,txar,മോശമായ
717,richtig::A,zuzen,ശരിയായ
718,schlimm::A,larri,വൃത്തികെട്ട
719,wahr::A,egiazko,ശരിയായ
720,alt::A,zahar,പഴയ
721,neu::A,berri,പുതിയ
722,ehemalig::A,lehengo,മുൻ
723,alt[Lebewesen]::A,adindun,വയസ്സുള്ള
724,jung::A,gazte,കൌമാരമായ
725,arm::A,txiro,പാവപ്പെട്ട
726,arm::A,behartsu,പാവപ്പെട്ട
727,reich::A,dirudun,സമ്പന്നമായ
728,bekannt::A,ezagun,പരിചിതമായ
729,berühmt::A,entzun,പ്രശസ്തനായ
730,berühmt::A,ospetsu,പ്രശസ്തനായ
731,fremd::A,arrotz,വൈദേശികമായ
732,verschieden::A,ezberdin,വ്യത്യസ്തമായ
733,verschieden::A,desberdin,വ്യത്യസ്തമായ
734,nah::A,hurre,അരികത്തുള്ള
735,nah::A,hurbil,അരികത്തുള്ള
736,fern::A,urrun,അകലെയുള്ള
737,linker::A,ezker,അവശേഷിച്ച
738,rechter::A,eskuin,വലത്തേ
739,anderer::A,beste,മറ്റുള്ള
740,erster::A,lehen,ആദ്യത്തെ
741,erster::A,aurren,ആദ്യത്തെ
742,zweiter::A,bigarren,രണ്ടാം
743,dritter::A,hirugarren,മൂന്നാമത്
744,letzter::A,azken,അവസാനത്തെ
745,letzter::A,hondar,അവസാനത്തെ
746,allein::ADV,bakarrik,തനിച്ചുള്ള
747,auf einmal::ADV,batera,ഉടന്
748,zusammen::ADV,elkarrekin,ഒരുമിച്ച
749,lange::ADV,luzaro,നീണ്ട_കാലത്തേയ്ക്ക്
750,plötzlich::ADV,bat-batean,പെട്ടെന്ന്
751,sofort::ADV,berehala,തത്ക്ഷണം
752,später::ADV,gero,പിന്നീട്
753,jetzt::ADV,orain,ഇപ്പോൾ
754,heute::ADV,gaur,ഇന്ന്
755,morgen::ADV,bihar,നാളെ
756,bald::ADV,aurki,ഉടനെ
757,bald::ADV,laster,ഉടനെ
758,dann::ADV,ondoren,അപ്പോൾ
759,gestern::ADV,atzo,ഇന്നലെ
760,einst::ADV,antzina,പണ്ടൊരിക്കല്
761,damals::ADV,orduan,അപ്പോൾ
762,danach::ADV,gerora,പിന്നീട്
763,danach::ADV,ondoren,പിന്നീട്
764,vorher::ADV,lehenago,മുൻപ്
765,zuerst::ADV,aurrena,ആദ്യം
766,zuerst::ADV,lehenbizi,ആദ്യം
767,einmal::ADV,behin,ഒരിക്കൽ
768,einmal::ADV,aldi bat,ഒരിക്കൽ
769,manchmal::ADV,batzuetan,ചിലപ്പോൾ
770,manchmal::ADV,zenbaitetan,ചിലപ്പോൾ
771,oft::ADV,maiz,പലപ്പോഴും
772,oft::ADV,askotan,പലപ്പോഴും
773,immer::ADV,beti,എപ്പോഴും
774,niemals::ADV,inoiz ez,ഒരിക്കലും
775,niemals::ADV,sekula ez,ഒരിക്കലും
776,hier::ADV,hemen,ഇവിടെ
777,hierhin::ADV,hona,ഇവിടേക്ക്
778,von hier::ADV,hemendik,ഇവിടെനിന്ന്
779,von hier::ADV,honetatik,ഇവിടെനിന്ന്
780,dort::ADV,han,അവിടെ
781,dorthin::ADV,hara,അവിടേക്ക്
782,geradeaus::ADV,artez,മുമ്പിൽ
783,geradeaus::ADV,artez,മുമന്നോട്ട്
784,vorwärts::ADV,aurrera,മുന്നോട്ട്
785,rückwärts::ADV,atzera,തലതിരിച്ച്
786,rückwärts::ADV,atzerantz,തലതിരിച്ച്
787,zurück::ADV,atzera,പുറകിലേക്ക്
788,unten::ADV,behean,താഴെ
789,hinab::ADV,behera,താഴേക്ക്
790,hinab::ADV,beherantz,താഴേക്ക്
791,oben::ADV,goian,മുകളിൽ
792,hinauf::ADV,gora,മുകളിൽ
793,hinauf::ADV,gorantz,മുകളിൽ
794,überall::ADV,edonon,എല്ലായിടത്തും
795,nicht::ADV,ez,ഇല്ല
796,ein wenig::ADV,apur bat,കുറച്ച്
797,ein wenig::ADV,pixka bat,കുറച്ച്
798,kaum::ADV,ozta,കഷ്ടിച്ച്
799,kaum::ADV,nekez,കഷ്ടിച്ച്
800,sehr::ADV,oso,വളരെ
801,so::ADV,hala,അങ്ങനെ
802,so::ADV,honela,അങ്ങനെ
803,noch::ADV,oraindik,ഇപ്പോഴും
804,nur::ADV,bakarrik,മാത്രം
805,schon::ADV,ja,നേരത്തേ തന്നെ
806,schon::ADV,jada,നേരത്തേ തന്നെ
807,wieder::ADV,berriro,വീണ്ടും
808,vergebens::ADV,alferrik,വിഫല
809,vor::PRP,aurrean,മുമ്പിൽ
810,hinter::PRP,ostean,പുറകിൽ
811,hinter::PRP,gibelean,പുറകിൽ
812,unter::PRP,pean,കീഴിൽ
813,unter::PRP,azpian,കീഴിൽ
814,durch::PRP,zehar,ഉള്ളിലൂടെ
815,neben::PRP,ondoan,അടുത്ത്
816,neben::PRP,aldamenean,അടുത്ത്
817,zwischen::PRP,artean,ഇടയ്ക്ക്
818,wegen::PRP,-gatik,നിമിത്തം
819,dies::PRN,hau,ഇത്
820,das::PRN,hura,അത്
821,alles::PRN,dena,എല്ലാം
822,ich::PRN,ni,ഞാൻ
823,du::PRN,zu,നിങ്ങൾ
824,er::PRN,bera,അദ്ദേഹം
825,er::PRN,bera,അയാൾ
826,er::PRN,bera,അവൻ
827,er::PRN,bera,അവർ
828,er::PRN,bera,അവൾ
829,wir::PRN,gu,നമ്മൾ
830,ihr::PRN,zuek,നിങ്ങൾ
831,sie::PRN,berak,അവർ
832,was::FPRN,zer,എന്ത്
833,wer::FPRN,nor,ആര്
834,wo::FADV,non,എവിടെ
835,wohin::FADV,nora,എവിടേക്ക്
836,wie::FADV,nola,എങ്ങനെ
837,wie::FADV,zelan,എങ്ങനെ
838,warum::FADV,zeren,എന്തുകൊണ്ട്
839,warum::FADV,zergatik,എന്തുകൊണ്ട്
840,wieviel::FNUM,zenbat,എത്ര
841,eins::NUM,bat,ഒന്ന്
842,zwei::NUM,bi,രണ്ട്
843,zwei::NUM,biga,രണ്ട്
844,drei::NUM,hiru,മൂന്ന്
845,vier::NUM,lau,നാല്
846,fünf::NUM,bost,അഞ്ച്
847,sechs::NUM,sei,ആറ്
848,sieben::NUM,zazpi,ഏഴ്
849,acht::NUM,zortzi,എട്ട്
850,neun::NUM,bederatzi,ഒമ്പത്
851,zehn::NUM,hamar,പത്ത്
852,elf::NUM,hamaika,പതിനൊന്ന്
853,zwölf::NUM,hamabi,പന്ത്രണ്ട്
854,zwanzig::NUM,hogei,ഇരുപത്
855,dreißig::NUM,hogeita hamar,മുപ്പത്
856,vierzig::NUM,berrogei,നാൽപ്പത്
857,fünfzig::NUM,berrogeita hamar,അൻപത്
858,sechzig::NUM,hirurogei,അറുപത്
859,siebzig::NUM,hirurogeita hamar,എഴുപത്
860,achtzig::NUM,laurogei,എൺപത്
861,neunzig::NUM,laurogeita hamar,തൊണ്ണൂറ്
862,hundert::NUM,ehun,നൂറ്
863,tausend::NUM,mila,ആയിരം
864,und::CNJ,eta,ഉം
865,oder::CNJ,edo,അഥവാ
866,stehen::V,zutik egon,നിൽക്കുക
867,sitzen::V,eserita egon,ഇരിക്കുക
868,liegen::V,etzan,കിടക്കുക
869,hängen::V,eskegita egon,തൂങ്ങുക
870,hängen::V,zintzilik egon,തൂങ്ങുക
871,werden::V,bihurtu,ആയിത്തീരുക
872,werden::V,bilakatu,ആയിത്തീരുക
873,passieren::V,pasatu,സംഭവിക്കുക
874,passieren::V,gertatu,സംഭവിക്കുക
875,beginnen::V,hasi,ആരംഭിക്കുക
876,enden::V,bukatu,അവസാനിപ്പിക്കുക
877,wechseln::V,aldatu,മാറ്റുക
878,aufgehen[Sonne]::V,ilki,ഉയരുക
879,aufgehen[Sonne]::V,sortu,ഉയരുക
880,untergehen[Sonne]::V,sartu,അടുക്കി_വയ്ക്കുക
881,scheinen[Sonne]::V,eguzkia egon,പ്രകാശിക്കുക
882,donnern::V,trumoia jo,ഇടിവെട്ടുക
883,wehen::V,haizea ibili,വീശുക
884,strömen::V,zorrotadaka isuri,ഒഴുകുക
885,fließen::V,isuri,ഒഴുകുക
886,sich drehen::V,biratu,ചുറ്റുക
887,sich drehen::V,biratu,കറക്കുക
888,schwanken::V,zabuka ibili,ഇരുവശത്തേയ്ക്കും_ആടുക
889,schwingen::V,kulunkatu,ആടുക
890,fallen::V,erori,വീഴുക
891,brennen::V,sutan egon,കത്തുക
892,rauchen::V,kea bota,പുകയുക
893,regnen::V,euria ari izan,മഴ_പെയ്യുക
894,gefrieren::V,izoztu,തണത്ത്_മരവിക്കുക
895,gefrieren::V,hormatu,തണത്ത്_മരവിക്കുക
896,tauen::V,gesaldu,അലിയുക
897,schmelzen::V,urtu,ഉരുകുക
898,trocknen::V,idortu,വരളുക
899,trocknen::V,lehortu,വരളുക
900,sieden::V,irakin,തിളപ്പിക്കുക
901,faulen::V,hirotu,ചീയുക
902,faulen::V,usteldu,ചീയുക
903,verfaulen::V,hirotu,അഴുകുക
904,verfaulen::V,usteldu,അഴുകുക
905,reißen::V,eten,ശബ്ദത്തോടെ_മുറിയുക
906,reißen::V,tarrat egin,ശബ്ദത്തോടെ_മുറിയുക
907,versinken::V,urperatu,മുക്കുക
908,vergehen::V,iragan,കടന്നുപോകുക
909,erscheinen::V,agertu,പ്രത്യക്ഷപ്പെടുക
910,verschwinden::V,desagertu,അദൃശ്യമാകുക
911,sinken::V,beheititu,താഴുക
912,abnehmen::V,gutxitu,കുറിയുക
913,abnehmen::V,beheratu,കുറിയുക
914,zunehmen::V,gora egin,വർദ്ധിക്കുക
915,steigen::V,igo,ഉയരുക
916,wachsen::V,hazi,വളരുക
917,glänzen::V,distiratu,മിന്നുക
918,funkeln::V,izarniatu,തിളങ്ങുക
919,lärmen::V,zarata atera,ശബ്ദമുണ്ടാക്കുക
920,läuten::V,jo,മണിമുഴങ്ങുക
921,läuten::V,hots egin,മണിമുഴങ്ങുക
922,klingeln::V,txirrina jo,ചിലമ്പുക
923,klirren::V,tintin egin,കിലുക്കുക
924,brausen::V,marru egin,മുഴങ്ങുക
925,rauschen::V,fir-fir egin,അനങ്ങുക
926,klingen::V,soinu egin,മുഴക്കുക
927,bellen::V,zaunkatu,കുരയ്ക്കുക
928,heulen::V,ulu egin,ഓരിയിടുക
929,heulen::V,uhuri egin,ഓരിയിടുക
930,blasen::V,ufa egin,ഊതുക
931,blasen::V,putz egin,ഊതുക
932,pfeifen::V,txistu egin,വിസിലടിക്കുക
933,schreien::V,oihu egin,ആക്രോശിക്കുക
934,schreien::V,garrasi egin,ആക്രോശിക്കുക
935,stöhnen::V,intziri egin,അരക്കം
936,stöhnen::V,intziri egin,ആർത്തനാദം
937,zittern::V,ikara egin,വിറയ്ക്കുക
938,zittern::V,dar-dar egin,വിറയ്ക്കുക
939,leben::V,bizi izan,താമസിക്കുക
940,geboren werden::V,jaio,ജനിക്കുക
941,atmen::V,hats egin,ശ്വസിക്കുക
942,atmen::V,arnasa egin,ശ്വസിക്കുക
943,trinken::V,edan,കുടിക്കുക
944,essen::V,jan,കഴിക്കുക
945,schlucken::V,irentsi,വിഴുങ്ങുക
946,müde werden::V,unatu,ക്ഷീണിക്കുക
947,müde werden::V,nekatu,ക്ഷീണിക്കുക
948,einschlafen::V,lokartu,നിദ്രിക്കുക
949,schlafen::V,lo egin,ഉറങ്ങുക
950,aufwachen::V,esnatu,ഉണരുക
951,aufwachen::V,atzarri,ഉണരുക
952,aufstehen::V,jaiki,എഴുന്നേൽക്കുക
953,sich erholen::V,atseden egin,വിശ്രമിക്കുക
954,krank werden::V,gaixotu,ദീനംപിടിക്കുക
955,krank sein::V,eri izan,രോഗികളാകുക
956,krank sein::V,gaixo izan,രോഗികളാകുക
957,schmerzen::V,min egin,വേദനിക്കുക
958,husten::V,eztul egin,ചുമയ്ക്കുക
959,genesen::V,osatu,സുഖപ്പെടുക
960,sterben::V,hil,മരിക്കുക
961,sterben::V,zendu,മരിക്കുക
962,umkommen::V,istripuz hil,മരിക്കുക
963,sich bewegen::V,higitu,സ്ഥലം_മാറുക
964,sich rühren::V,zirkin egin,ചലിക്കുക
965,sich erheben::V,zutitu,നിൽക്കുക
966,sich erheben::V,altxatu,നിൽക്കുക
967,sich setzen::V,eseri,ഇരിക്കുക
968,sich setzen::V,jesarri,ഇരിക്കുക
969,hinfallen::V,erori,വീഴുക
970,laufen::V,ibili,നടക്കുക
971,schreiten::V,oinkatu,നടക്കുക
972,spazierengehen::V,paseatu,ഉലാത്തുക
973,spazierengehen::V,ostera bat egin,ഉലാത്തുക
974,eilen::V,lasterkatu,പാഞ്ഞെത്തുക
975,sich beeilen::V,lehiatu,തിരിക്കുകൂട്ടുക
976,sich beeilen::V,lehiatu,തിടുക്കം_കാട്ടുക
977,sausen::V,ziztu bizian joan,കുതിക്കുക
978,rennen::V,lasterka egin,ഓടുക
979,springen::V,jauzi egin,ചാടുക
980,klettern::V,igo,കയറുക
981,schaukeln::V,zabu egin,ഇളകുക
982,schaukeln::V,zanbulu egin,ഇളകുക
983,kriechen::V,narras egin,പതുങ്ങികയറുക
984,schwimmen::V,igerikatu,നീന്തുക
985,schwimmen::V,igeri egin,നീന്തുക
986,tauchen::V,murgildu,വെള്ളത്തിലേക്ക് ചാടുക
987,tauchen::V,pulunpatu,വെള്ളത്തിലേക്ക് ചാടുക
988,rudern::V,bogatu,തുഴയുക
989,rudern::V,arraun egin,തുഴയുക
990,fahren::V,joan,വാഹനം ഓടിക്കുക
991,fliegen::V,hegaldatu,പറക്കുക
992,fliegen::V,hegan egin,പറക്കുക
993,gehen::V,joan,പോകുക
994,weggehen::V,alde egin,വിടുക
995,abfahren::V,abiatu,പുറപ്പെടുക
996,anhalten::V,geratu,നിർത്തുക
997,anhalten::V,gelditu,നിർത്തുക
998,hineingehen::V,sartu,പ്രവേശിക്കുക
999,eintreten::V,sartu,പ്രവേശിക്കുക
1000,kommen::V,etorri,വരുക
1001,ankommen::V,heldu,എത്തിച്ചേരുക
1002,ankommen::V,iritsi,എത്തിച്ചേരുക
1003,zurückkommen::V,itzuli,തിരിച്ചു വരുക
1004,bleiben::V,gelditu,തുടരുക
1005,warten::V,itxaron,കാത്തിരിക്കുക
1006,warten::V,zain egon,കാത്തിരിക്കുക
1007,erwarten::V,iguriki,പ്രതീക്ഷിക്കുക
1008,suchen::V,bilatu,തിരയുക
1009,finden::V,idoro,കണ്ടെത്തുക
1010,finden::V,aurkitu,കണ്ടെത്തുക
1011,versuchen::V,saiatu,ശ്രമിക്കുക
1012,versuchen::V,ahalegindu,ശ്രമിക്കുക
1013,vorbereiten::V,gertatu,തയ്യാറെടുക്കുക
1014,lieben::V,maitatu,സ്നേഹിക്കുക
1015,lieben::V,maite izan,സ്നേഹിക്കുക
1016,mögen::V,laket izan,ഇഷ്ടപ്പെടുക
1017,mögen::V,atsegin izan,ഇഷ്ടപ്പെടുക
1018,lachen::V,irri egin,ചിരിക്കുക
1019,lachen::V,barre egin,ചിരിക്കുക
1020,rühren::V,hunkitu,ഹൃദയം സ്പർശിക്കുക
1021,weinen::V,negar egin,തേങ്ങുക
1022,schimpfen::V,erneguka ari izan,പിറുപിറുക്കുക
1023,sich ärgern::V,ernegatu,കോപിക്കുക
1024,sich ärgern::V,haserretu,കോപിക്കുക
1025,sich fürchten::V,beldur izan,പേടിക്കുക
1026,fürchten::V,beldur izan,പേടിക്കുക
1027,fliehen::V,ihes egin,രക്ഷപ്പെടുക
1028,flüchten::V,ihes egin,രക്ഷപ്പെടുക
1029,sehen::V,ikusi,കാണുക
1030,anschauen::V,begietsi,നോക്കുക
1031,ansehen::V,begiratu,നോക്കുക
1032,hören::V,aditu,കേൾക്കുക
1033,zuhören::V,entzun,ശ്രദ്ധിക്കുക
1034,probieren::V,dastatu,രുചിയുള്ളതായി_തോന്നുക
1035,riechen::V,usnatu,മണത്തു_നോക്കുക
1036,riechen::V,usaindu,മണത്തു_നോക്കുക
1037,fühlen::V,sentitu,സ്പർശിച്ചറിയുക
1038,scheinen::V,iruditu,കാണപ്പെടുക
1039,scheinen::V,begitandu,കാണപ്പെടുക
1040,zu sehen sein::V,azaldu,വെളിച്ചപ്പെടുക
1041,vernehmen::V,aditu,കേൾക്കുക
1042,frieren::V,hotz izan,വിറയ്ക്കുക
1043,tun::V,egin,ചെയ്യുക
1044,können::V,ahal izan,കഴിയുക
1045,wollen::V,nahi izan,വേണുക
1046,anfangen::V,hasi,തുടങ്ങുക
1047,beenden::V,bukatu,പൂർത്തിയാക്കുക
1048,aufhören::V,utzi,നിർത്തുക
1049,gelingen::V,lortu,വിജയിക്കുക
1050,geraten::V,heldu,പരിണമിക്കുക
1051,öffnen::V,ireki,തുറക്കുക
1052,öffnen::V,zabaldu,തുറക്കുക
1053,schließen::V,itxi,അടയ്ക്കുക
1054,stellen::V,ipini,വയ്ക്കുക
1055,setzen::V,jesarri,വയ്ക്കുക
1056,legen::V,jarri,ഇടുക
1057,berühren::V,ukitu,തൊടുക
1058,verbinden::V,uztartu,ഘടിപ്പിക്കുക
1059,bedecken::V,estali,മുടുക
1060,aufhängen::V,eseki,കെട്ടിതൂക്കുക
1061,aufhängen::V,eskegi,കെട്ടിതൂക്കുക
1062,anzünden::V,piztu,കത്തിക്കുക
1063,aufheben::V,jaso,പെറുക്കിയെടുക്കുക
1064,zurücklassen::V,atzean utzi,വച്ചുപോരുക
1065,verlieren::V,galdu,നഷ്ടപ്പെടുക
1066,fallen lassen::V,erortzen utzi,വീഴ്ത്തുക
1067,machen::V,egin,ഉണ്ടാക്കുക
1068,herstellen::V,ekoiztu,ഉൽപാദിപ്പിക്കുക
1069,bauen::V,eraiki,നിർമ്മിക്കുക
1070,reparieren::V,konpondu,നന്നാക്കുക
1071,verbessern::V,hobetu,മെച്ചപ്പെടുക
1072,ändern::V,mudatu,മാറ്റംവരുത്തുക
1073,graben::V,aitzurtu,കുഴിക്കുക
1074,beugen::V,makurtu,വണങ്ങുക
1075,biegen::V,malgutu,കുനിയുക
1076,biegen::V,makolatu,കുനിയുക
1077,drehen::V,jiratu,തിരിക്കുക
1078,wenden::V,bihurtu,തിരിയുക
1079,umdrehen::V,biratu,തിരിയുക
1080,umdrehen::V,alderantzikatu,തിരിയുക
1081,heben::V,jaso,ഉയർത്തുക
1082,heben::V,goratu,ഉയർത്തുക
1083,hochheben::V,goratu,ഉയർത്തുക
1084,hochheben::V,altxatu,ഉയർത്തുക
1085,ergreifen::V,oratu,ബലമായി_പിടിക്കുക
1086,halten::V,eutsi,പിടിക്കുക
1087,drücken::V,sakatu,അമർത്തുക
1088,schieben::V,bultzatu,തള്ളുക
1089,kratzen::V,hatz egin,ചുരണ്ടുക
1090,kratzen::V,hazka egin,ചുരണ്ടുക
1091,lecken::V,miaztu,നക്കുക
1092,lecken::V,lamikatu,നക്കുക
1093,beißen::V,hozka egin,കടിക്കുക
1094,beißen::V,ausiki egin,കടിക്കുക
1095,abreißen::V,kendu,കീറിക്കളയുക
1096,abschneiden::V,moztu,മുറിച്ചുമാറ്റുക
1097,abschneiden::V,pikatu,മുറിച്ചുമാറ്റുക
1098,binden::V,lotu,കെട്ടുക
1099,binden::V,estekatu,കെട്ടുക
1100,stecken::V,sartu,തുളയ്ക്കുക
1101,brechen::V,apurtu,ഉടയുക
1102,klopfen::V,jo,തട്ടുക
1103,hauen::V,jo,അടിക്കുക
1104,kleben::V,itsatsi,ഒട്ടിക്കുക
1105,reiben::V,igurtzi,തിരുമ്മിത്തുടയ്ക്കുക
1106,streichen::V,igurtzi,പടർത്തുക
1107,schleifen::V,zorroztu,പൊടിക്കുക
1108,schneiden::V,moztu,മുറിക്കുക
1109,rütteln::V,astindu,മുട്ടുക
1110,rütteln::V,inarrosi,മുട്ടുക
1111,schütteln::V,astindu,കുലുക്കുക
1112,schütteln::V,inarrosi,കുലുക്കുക
1113,schwenken::V,zabukatu,ആടുക
1114,schütten::V,isuri,ഒഴിക്കുക
1115,füllen::V,bete,നിറയ്ക്കുക
1116,einwickeln::V,bildu,പൊതിയുക
1117,tragen::V,eroan,വഹിക്കുക
1118,tragen::V,eraman,വഹിക്കുക
1119,schleppen::V,narrastu,വലിച്ചിഴയ്ക്കുക
1120,schleppen::V,herrestatu,വലിച്ചിഴയ്ക്കുക
1121,ziehen::V,tira egin,വലിക്കുക
1122,aufbewahren::V,gorde,വയ്ക്കുക
1123,werfen::V,jaurti,എറിയുക
1124,werfen::V,aurtiki,എറിയുക
1125,fangen::V,atzeman,പിടിക്കുക
1126,packen::V,heldu,തട്ടിപ്പറിക്കുക
1127,verstecken::V,ostendu,മറയ്ക്കുക
1128,verstecken::V,ezkutatu,മറയ്ക്കുക
1129,teilen::V,zatitu,വിഭജിക്കുക
1130,schicken::V,bidali,അയയ്ക്കുക
1131,bringen::V,ekarri,കൊണ്ടുവരുക
1132,hinzufügen::V,eratxiki,കൂട്ടുക
1133,hinzufügen::V,gaineratu,കൂട്ടുക
1134,bekommen::V,jaso,കിട്ടുക
1135,erhalten::V,jaso,സ്വീകരിക്കുക
1136,nehmen::V,hartu,എടുക്കുക
1137,wählen::V,hautatu,തിരഞ്ഞെടുക്കുക
1138,wählen::V,aukeratu,തിരഞ്ഞെടുക്കുക
1139,auswählen::V,hautatu,തിരഞ്ഞെടുക്കുക
1140,auswählen::V,aukeratu,തിരഞ്ഞെടുക്കുക
1141,bewahren::V,begiratu,പുലർത്തുക
1142,behindern::V,oztopatu,തടയിടുക
1143,verderben::V,hondatu,നശിപ്പിക്കുക
1144,beschädigen::V,akastu,ക്ഷതമേൽപ്പിക്കുക
1145,zerbrechen::V,apurtu,ഉടയുക
1146,zerreißen::V,zarratatu,കീറുക
1147,zerstören::V,suntsitu,നശിപ്പിക്കുക
1148,verbrennen::V,erre,കത്തിനശിക്കുക
1149,verbrennen::V,erre,കത്തിച്ചുകളയുക
1150,verbrennen::V,kiskali,കത്തിനശിക്കുക
1151,verbrennen::V,kiskali,കത്തിച്ചുകളയുക
1152,geben::V,eman,കൊടുക്കുക
1153,geben::V,eman,തരുക
1154,reichen::V,luzatu,കൈമാറുക
1155,reichen::V,helarazi,കൈമാറുക
1156,schenken::V,oparitu,സമ്മാനം കൊടുക്കുക
1157,versprechen::V,agindu,വാഗ്ദാനം_നൽകുക
1158,wünschen::V,opatu,ആഗ്രഹിക്കുക
1159,wünschen::V,opetsi,ആഗ്രഹിക്കുക
1160,loben::V,laudatu,പുകഴ്ത്തുക
1161,loben::V,goraipatu,പുകഴ്ത്തുക
1162,küssen::V,musu eman,ഉമ്മവയ്ക്കുക
1163,wiegen::V,kulunkatu,ഇളകുക
1164,zudecken::V,estali,മുടുക
1165,wecken::V,esnatu,ഉണർത്തുക
1166,wecken::V,iratzartu,ഉണർത്തുക
1167,zeigen::V,erakutsi,കാണിക്കുക
1168,führen::V,gidatu,നടത്തുക
1169,lehren::V,irakatsi,പഠിപ്പിക്കുക
1170,unterrichten::V,eskolak eman,പരിശീലിപ്പിക്കുക
1171,aufziehen::V,hazi,വളർത്തിക്കൊണ്ടുവരുക
1172,leiten::V,arteztu,നയിക്കുക
1173,antreiben::V,bulkatu,പ്രേരിപ്പിക്കുക
1174,lassen::V,-arazi,അനുവദിക്കുക
1175,einladen::V,gonbidatu,ക്ഷണിക്കുക
1176,vereinigen::V,batu,കൂടിച്ചേരുക
1177,vereinigen::V,bateratu,കൂടിച്ചേരുക
1178,besuchen::V,ikustatu,സന്ദർശിക്കുക
1179,treffen::V,topatu,തമ്മിൽ കാണുക
1180,sich versammeln::V,bildu,സംയോജിപ്പിക്കുക
1181,spielen::V,jolastu,കളിക്കുക
1182,singen::V,abestu,പാടുക
1183,singen::V,kantatu,പാടുക
1184,tanzen::V,dantzatu,നൃത്തം ചെയ്യുക
1185,tanzen::V,dantzan egin,നൃത്തം ചെയ്യുക
1186,sich trennen::V,banandu,നേർപെടുത്തുക
1187,verlassen::V,utzietsi,പിൻവാങ്ങുക
1188,retten::V,salbatu,രക്ഷിക്കുക
1189,retten::V,gaizkatu,രക്ഷിക്കുക
1190,bewachen::V,jagon,കാവൽനിൽക്കുക
1191,bewachen::V,zaindu,കാവൽനിൽക്കുക
1192,schützen::V,babestu,പരിരക്ഷിക്കുക
1193,schützen::V,gerizatu,പരിരക്ഷിക്കുക
1194,verteidigen::V,aldeztu,പ്രതിരോധിക്കുക
1195,sich schlagen::V,elkar jo,കലഹിക്കുക
