,Concept_ID,kv,lv
167,Nebel::N,туман,ру
168,Nebel::N,туман,онь
169,Nebel::N,туман,migla
170,Wolke::N,кымӧр,кымӧр
171,Wolke::N,кымӧр,mākonis
172,Regen::N,зэр,зэр
173,Regen::N,зэр,lietus
174,Schnee::N,лым,лым
175,Schnee::N,лым,sniegs
176,Eis::N,йы,йи
177,Eis::N,йы,ledus
178,Frost::N,мороз,кӧдзыд
179,Frost::N,мороз,sals
180,Kälte::N,кӧдзыт,кӧдзыд
181,Kälte::N,кӧдзыт,saltums
182,Kälte::N,кӧдзыт,aukstums
183,Hitze::N,ӧд,пӧсь
184,Hitze::N,ӧд,гожӧд
185,Hitze::N,ӧд,karstums
186,Raureif::N,кижа,пуж
187,Raureif::N,кижа,гыӧр
188,Raureif::N,кижа,sarma
189,Regenbogen::N,енӧшка,ӧшкамӧшка
190,Regenbogen::N,енӧшка,varavīksne
191,Donner::N,гым,гым
192,Donner::N,гым,pērkons
193,Strömung::N,визывтӧм,ва ныр
194,Strömung::N,визывтӧм,визувтӧм
195,Strömung::N,визывтӧм,straume
196,Strömung::N,визывтӧм,strāvojums
197,Tropfen::N,тёп,войт
198,Tropfen::N,тёп,lāse
199,Schaum::N,быг,быг
200,Schaum::N,быг,быгзьӧм
201,Schaum::N,быг,putas
202,Schmutz::N,нять,няйт
203,Schmutz::N,нять,dubļi
204,See::N,ты,ты
205,See::N,ты,ezers
206,Sumpf::N,арай,гыбад
207,Sumpf::N,арай,кад
208,Sumpf::N,арай,dumbrājs
209,Sumpf::N,арай,staignājs
210,Moor::N,нюр,нюр
211,Moor::N,нюр,purvs
212,Moor::N,нюр,muklājs
213,Wiese::N,видз,видз
214,Wiese::N,видз,pļava
215,Wald::N,вӧр,вӧр
216,Wald::N,вӧр,mežs
217,Hügel::N,мыльк,дзиб
218,Hügel::N,мыльк,мыльк
219,Hügel::N,мыльк,нӧрыс
220,Hügel::N,мыльк,paugurs
221,Anhöhe::N,вывтас,мыльк
222,Anhöhe::N,вывтас,нӧрыс
223,Anhöhe::N,вывтас,paugurs
224,Anhöhe::N,вылынін,мыльк
225,Anhöhe::N,вылынін,нӧрыс
226,Anhöhe::N,вылынін,paugurs
227,Berg::N,керӧс,чой
228,Berg::N,керӧс,керӧс
229,Berg::N,керӧс,kalns
230,Gipfel::N,йыв,чук
231,Gipfel::N,йыв,virsotne
232,Höhle::N,нора,рудӧг
233,Höhle::N,нора,ala
234,Abhang::N,покат,ньывк
235,Abhang::N,покат,бокша
236,Abhang::N,покат,nogāze
237,Quelle::N,больган,ӧшмӧс
238,Quelle::N,больган,avots
239,Bach::N,шор,шор
240,Bach::N,шор,urga
241,Bach::N,шор,strauts
242,Fluss::N,ю,ю
243,Fluss::N,ю,upe
244,Ufer::N,берег,вадор
245,Ufer::N,берег,krasts
246,Küste::N,берег,вадор
247,Küste::N,берег,piekraste
248,Festland::N,му,му
249,Festland::N,му,sauszeme
250,Meer::N,море,саридз
251,Meer::N,море,jūra
252,Bucht::N,курья,куръя
253,Bucht::N,курья,līcis
254,Blume::N,цветок,дзоридз
255,Blume::N,цветок,puķe
256,Blume::N,цветок,zieds
257,Gras::N,турун,турун
258,Gras::N,турун,zāle
259,Wurzel::N,вуж,вуж
260,Wurzel::N,вуж,sakne
261,Baum::N,пу,пу
262,Baum::N,пу,koks
263,Stamm::N,мыр,пучер
264,Stamm::N,мыр,stumbrs
265,Stamm::N,кер,пучер
266,Stamm::N,кер,stumbrs
267,Rinde::N,кач,кырсь
268,Rinde::N,кач,miza
269,Ast::N,ув,ув
270,Ast::N,ув,zars
271,Zweig::N,ув,вож
272,Zweig::N,ув,nozare
273,Blatt::N,лист,кор
274,Blatt::N,лист,lapa
275,Birke::N,кыдз,кыдз
276,Birke::N,кыдз,bērzs
277,Kiefer[Baum]::N,пожум,пожӧм
278,Kiefer[Baum]::N,пожум,priede
279,Weide[Baum]::N,бадь,бадь
280,Weide[Baum]::N,бадь,kārkls
281,Tanne::N,кӧз,коз
282,Tanne::N,кӧз,egle
283,Horn::N,сюр,сюр
284,Horn::N,сюр,rags
285,Feder::N,гӧн,гӧн
286,Feder::N,гӧн,тывборд
287,Feder::N,гӧн,spalva
288,Fell::N,кучик,ку
289,Fell::N,кучик,āda
290,Flügel::N,борд,борд
291,Flügel::N,борд,spārns
292,Klaue::N,гыж,гыж
293,Klaue::N,гыж,nags
294,Kralle::N,кабыр,гыж
295,Kralle::N,кабыр,nags
296,Schwanz::N,бӧж,бӧж
297,Schwanz::N,бӧж,ļipa
298,Ei::N,кольть,кольк
299,Ei::N,кольть,ola
300,Nest::N,поз,поз
301,Nest::N,поз,ligzda
302,Bau::N,осьта,горс
303,Bau::N,осьта,пырмӧс
304,Bau::N,осьта,гу
305,Bau::N,осьта,ala
306,Bau::N,нора,горс
307,Bau::N,нора,пырмӧс
308,Bau::N,нора,гу
309,Bau::N,нора,ala
310,Tier::N,зверь,пемӧс
311,Tier::N,зверь,dzīvnieks
312,Herde::N,гурт,стада
313,Herde::N,гурт,кельӧб
314,Herde::N,гурт,ganāmpulks
315,Kuh::N,мӧс,мӧс
316,Kuh::N,мӧс,govs
317,Bulle::N,ӧшка,ӧш
318,Bulle::N,ӧшка,bullis
319,Pferd::N,вӧв,вӧв
320,Pferd::N,вӧв,zirgs
321,Schaf::N,баля,ыж
322,Schaf::N,баля,aita
323,Schwein::N,порсь,порсь
324,Schwein::N,порсь,cūka
325,Hund::N,пон,пон
326,Hund::N,пон,suns
327,Katze::N,кань,кань
328,Katze::N,кань,kaķis
329,Bär::N,ош,ош
330,Bär::N,ош,lācis
331,Eichhörnchen::N,ур,ур
332,Eichhörnchen::N,ур,vāvere
333,Elch::N,вӧр мӧс,йӧра
334,Elch::N,вӧр мӧс,alnis
335,Fuchs::N,руч,руч
336,Fuchs::N,руч,lapsa
337,Hase::N,кӧч,кӧч
338,Hase::N,кӧч,zaķis
339,Maus::N,шыр,шыр
340,Maus::N,шыр,pele
341,Wolf::N,кӧин,кӧин
342,Wolf::N,кӧин,vilks
343,Vogel::N,кай,кай
344,Vogel::N,кай,лэбач
345,Vogel::N,кай,putns
346,Schwarm::N,стая,чукӧр
347,Schwarm::N,стая,spiets
348,Schwarm::N,чукӧр,чукӧр
349,Schwarm::N,чукӧр,spiets
350,Huhn::N,курӧг,курӧг
351,Huhn::N,курӧг,vista
352,Hahn::N,петух,петук
353,Hahn::N,петух,gailis
354,Hahn::N,ай курӧг,петук
355,Hahn::N,ай курӧг,gailis
356,Gans::N,дзодзог,дзодзӧг
357,Gans::N,дзодзог,zoss
358,Adler::N,куч,кутш
359,Adler::N,куч,ērglis
360,Adler::N,кутш,кутш
361,Adler::N,кутш,ērglis
362,Ente::N,утка,утка
363,Ente::N,утка,pīle
364,Eule::N,тупка,сюзь
365,Eule::N,тупка,pūce
366,Kranich::N,тури,тури
367,Kranich::N,тури,dzērve
368,Krähe::N,рака,рака
369,Krähe::N,рака,vārna
370,Kuckuck::N,кӧк,кӧк
371,Kuckuck::N,кӧк,dzeguze
372,Schwan::N,юсь,юсь
373,Schwan::N,юсь,gulbis
374,Fisch::N,чери,чери
375,Fisch::N,чери,zivs
376,Barsch::N,ёкыш,ёкыш
377,Barsch::N,ёкыш,asaris
378,Hecht::N,сирпинь,сир
379,Hecht::N,сирпинь,līdaka
380,Schlange[Tier]::N,змей,кый
381,Schlange[Tier]::N,змей,čūska
382,Wurm::N,номыр,номыр
383,Wurm::N,номыр,tārps
384,Spinne::N,черань,черань
385,Spinne::N,черань,zirneklis
386,Ameise::N,кӧдзывкар,кодзувкот
387,Ameise::N,кӧдзывкар,skudra
388,Laus::N,ляпа той,той
389,Laus::N,ляпа той,uts
390,Mücke::N,ном,ном
391,Mücke::N,ном,ods
392,Fliege::N,гут,гут
393,Fliege::N,гут,muša
394,Schmetterling::N,бабыв,бобув
395,Schmetterling::N,бабыв,tauriņš
396,Beere::N,ягӧд,тусь
397,Beere::N,ягӧд,вотӧс
398,Beere::N,ягӧд,oga
399,Apfel::N,яблоко,яблӧг
400,Apfel::N,яблоко,ābols
401,Pilz::N,тшак,тшак
402,Pilz::N,тшак,sēne
403,Zwiebel::N,грез,луккок
404,Zwiebel::N,грез,йӧнгыль
405,Zwiebel::N,грез,sīpols
406,Saat::N,кӧдзыс,тусь
407,Saat::N,кӧдзыс,кӧйдыс
408,Saat::N,кӧдзыс,sēkla
409,Korn::N,сю,тусь
410,Korn::N,сю,grauds
411,Heu::N,турун,турун
412,Heu::N,турун,siens
413,Schale::N,кыш,кор
414,Schale::N,кыш,čaula
415,Schale::N,кыш,čaumala
416,Schale::N,киль,кор
417,Schale::N,киль,čaula
418,Schale::N,киль,čaumala
419,Grube::N,яма,гу
420,Grube::N,яма,bedre
421,Falle::N,нальк,лэч
422,Falle::N,нальк,slazds
423,Falle::N,нальк,lamatas
424,Falle::N,кляпча,лэч
425,Falle::N,кляпча,slazds
426,Falle::N,кляпча,lamatas
427,Schlinge::N,лӧч,лэч
428,Schlinge::N,лӧч,cilpa
429,Spur::N,туй,туй
430,Spur::N,туй,pēda
431,Asche::N,пӧим,пӧм
432,Asche::N,пӧим,pelni
433,Dreck::N,нять,няйт
434,Dreck::N,нять,dubļi
435,Eisen::N,кӧрт,кӧрт
436,Eisen::N,кӧрт,dzelzs
437,Gold::N,зарни,зарни
438,Gold::N,зарни,zelts
439,Silber::N,язісь,эзысь
440,Silber::N,язісь,sudrabs
441,Kohle::N,шом,шом
442,Kohle::N,шом,ogle
443,Kohle::N,уголь,шом
444,Kohle::N,уголь,ogle
445,Glas::N,стекло,стеклӧ
446,Glas::N,стекло,stikls
447,Lehm::N,сёй,сёй
448,Lehm::N,сёй,māls
449,Sand::N,лыа,лыа
450,Sand::N,лыа,smiltis
451,Mensch::N,морт,морт
452,Mensch::N,морт,cilvēks
453,Mann::N,мужик,аймӧрт
454,Mann::N,мужик,мужичӧй
455,Mann::N,мужик,vīrietis
456,Frau::N,инька,ань
457,Frau::N,инька,нывбаба
458,Frau::N,инька,sieviete
459,Kind::N,кага,кага
460,Kind::N,кага,bērns
461,Junge::N,зонка,пи
462,Junge::N,зонка,zēns
463,Junge::N,зонка,puika
464,Junge::N,зонка,puisis
465,Mädchen::N,нывкаок,ныв
466,Mädchen::N,нывкаок,meiča
467,Mädchen::N,нывкаок,skuķis
468,Mädchen::N,нывкаок,meitene
469,Familie::N,семья,семья
470,Familie::N,семья,ģimene
471,Großvater::N,дед,пӧль
472,Großvater::N,дед,vecaistēvs
473,Großmutter::N,баб,баб
474,Großmutter::N,баб,vecāmāte
475,Eltern::N,ай-мам,ай-мам
476,Eltern::N,ай-мам,бать-мам
477,Eltern::N,ай-мам,vecāki
478,Vater::N,ай,бать
479,Vater::N,ай,ай
480,Vater::N,ай,tēvs
481,Mutter::N,мам,мам
482,Mutter::N,мам,māte
483,Sohn::N,зон,пи
484,Sohn::N,зон,dēls
485,Tochter::N,ныв,ныв
486,Tochter::N,ныв,meita
487,Bruder::N,вон,вок
488,Bruder::N,вон,brālis
489,Schwester::N,сой,чой
490,Schwester::N,сой,māsa
491,Onkel::N,дядь,дядь
492,Onkel::N,дядь,tēvocis
493,Tante::N,айӧлӧн сой,тьӧт
494,Tante::N,айӧлӧн сой,tante
495,Tante::N,ичинь,тьӧт
496,Tante::N,ичинь,tante
497,Ehemann::N,жӧник,верӧс
498,Ehemann::N,жӧник,vīrs
499,Ehefrau::N,инь,гӧтыр
500,Ehefrau::N,инь,sieva
501,Freude::N,гаж,радлун
502,Freude::N,гаж,prieks
503,Freude::N,радъялӧм,радлун
504,Freude::N,радъялӧм,prieks
505,Gelächter::N,сералӧм,серам
506,Gelächter::N,сералӧм,smiekli
507,Glück::N,мичлун,шуд
508,Glück::N,мичлун,laime
509,Kummer::N,шог,шог
510,Kummer::N,шог,bēdas
511,Kummer::N,шог,raizes
512,Wunsch::N,мӧдӧм,кӧсйӧм
513,Wunsch::N,мӧдӧм,vēlme
514,Wunsch::N,мӧдӧм,vēlējums
515,Wunsch::N,охотитӧм,кӧсйӧм
516,Wunsch::N,охотитӧм,vēlme
517,Wunsch::N,охотитӧм,vēlējums
518,Lust::N,охота,кыскӧм
519,Lust::N,охота,радейтӧм
520,Lust::N,охота,kāre
521,Geist::N,лов,лов
522,Geist::N,лов,gars
523,Gedanke::N,дума,мӧвп
524,Gedanke::N,дума,doma
525,Gedächtnis::N,тӧдвыв,паметь
526,Gedächtnis::N,тӧдвыв,atmiņa
527,Verstand::N,вежӧр,вежӧр
528,Verstand::N,вежӧр,prāts
529,Sinn::N,ылӧс,мог
530,Sinn::N,ылӧс,вежӧртас
531,Sinn::N,ылӧс,nozīme
532,Grund::N,мог,помка
533,Grund::N,мог,pamats
534,Grund::N,мог,iemesls
535,Wahrheit::N,правда,збыль
536,Wahrheit::N,правда,збыльтор
537,Wahrheit::N,правда,taisnība
538,Wahrheit::N,правда,patiesība
539,Gespräch::N,сёрни,сёрни
540,Gespräch::N,сёрни,saruna
541,Märchen::N,сказка,мойд
542,Märchen::N,сказка,pasaka
543,Erzählung::N,висьт,висьт
544,Erzählung::N,висьт,stāsts
545,Erzählung::N,висьт,nostāsts
546,Nachricht::N,юӧр,юӧртӧм
547,Nachricht::N,юӧр,ziņa
548,Nachricht::N,висьталӧм,юӧртӧм
549,Nachricht::N,висьталӧм,ziņa
550,Neuigkeit::N,новость,выльтор
551,Neuigkeit::N,новость,jaunums
552,Name::N,ним,ним
553,Name::N,ним,vārds
554,Rätsel::N,загадка,нӧдкыв
555,Rätsel::N,загадка,mīkla
556,Rede::N,сёрни,сёрни
557,Rede::N,сёрни,runa
558,Sprache::N,кыв,кыв
559,Sprache::N,кыв,valoda
560,Stimme::N,голос,гӧлӧс
561,Stimme::N,голос,вом шы
562,Stimme::N,голос,balss
563,Wort::N,кыв,кыв
564,Wort::N,кыв,vārds
565,Zeichen::N,пас,пас
566,Zeichen::N,пас,zīme
567,Ruf::N,чуксӧм,чукӧстчӧм
568,Ruf::N,чуксӧм,корӧм
569,Ruf::N,чуксӧм,sauciens
570,Ruf::N,чукӧстӧм,чукӧстчӧм
571,Ruf::N,чукӧстӧм,корӧм
572,Ruf::N,чукӧстӧм,sauciens
573,Lärm::N,шум,шы
574,Lärm::N,шум,зык
575,Lärm::N,шум,зычитӧм
576,Lärm::N,шум,troksnis
577,Laut::N,шы,шы
578,Laut::N,шы,skaņa
579,Ton::N,гор,шы
580,Ton::N,гор,tonis
581,Lied::N,сьыланкыв,сьылан
582,Lied::N,сьыланкыв,сьыланкыв
583,Lied::N,сьыланкыв,dziesma
584,Ruhe::N,спокой,чӧв
585,Ruhe::N,спокой,miers
586,Leute::N,йӧз,йӧз
587,Leute::N,йӧз,войтыр
588,Leute::N,йӧз,ļaudis
589,Leute::N,йӧз,cilvēki
590,Volk::N,йӧз,йӧз
591,Volk::N,йӧз,войтыр
592,Volk::N,йӧз,tauta
593,Volk::N,народ,йӧз
594,Volk::N,народ,войтыр
595,Volk::N,народ,tauta
596,Arbeit::N,удж,удж
597,Arbeit::N,удж,darbs
598,Gast::N,гӧсь,гӧсть
599,Gast::N,гӧсь,viešņa
600,Gast::N,гӧсь,ciemiņš
601,Geschenk::N,гӧснеч,козин
602,Geschenk::N,гӧснеч,dāvana
603,Geschenk::N,подарок,козин
604,Geschenk::N,подарок,dāvana
605,Spiel::N,орсӧм,ворсан
606,Spiel::N,орсӧм,rotaļa
607,Gesellschaft::N,компания,котыр
608,Gesellschaft::N,компания,biedrība
609,Gesellschaft::N,компания,kompānija
610,Hilfe::N,отсӧт,отсӧг
611,Hilfe::N,отсӧт,palīdzība
612,Freund::N,модз,ёрт
613,Freund::N,модз,draugs
614,Freund::N,дружок,ёрт
615,Freund::N,дружок,draugs
616,Kamerad::N,тӧдса,ёрт
617,Kamerad::N,тӧдса,biedrs
618,Angelegenheit::N,дело,мог
619,Angelegenheit::N,дело,делӧ
620,Angelegenheit::N,дело,darīšana
621,Anzahl::N,лыд,лыд
622,Anzahl::N,лыд,тшӧт
623,Anzahl::N,лыд,skaits
624,Anzahl::N,лыд,daudzums
625,Art::N,пӧлӧс,сикас
626,Art::N,пӧлӧс,suga
627,Art::N,пӧлӧс,šķira
628,Stück::N,тор,тор
629,Stück::N,тор,gabals
630,Teil::N,юкӧм,юкӧн
631,Teil::N,юкӧм,daļa
632,Hälfte::N,джын,пӧв
633,Hälfte::N,джын,джын
634,Hälfte::N,джын,puse
635,Kreis::N,круг,кытш
636,Kreis::N,круг,aplis
637,Kreis::N,круг,riņķis
638,Kreuz::N,перна,перна
639,Kreuz::N,перна,крест
640,Kreuz::N,перна,krusts
641,Linie::N,визь,визь
642,Linie::N,визь,līnija
643,Strich::N,кырӧв,визь
644,Strich::N,кырӧв,svītra
645,Abstand::N,колас,кост
646,Abstand::N,колас,коласт
647,Abstand::N,колас,atstarpe
648,Entfernung::N,ылына,ылна
649,Entfernung::N,ылына,attālums
650,Entfernung::N,ылына,atstatums
651,Gegend::N,места,му-ва
652,Gegend::N,места,apvidus
653,Gegend::N,места,apgabals
654,Platz::N,места,ылдӧс
655,Platz::N,места,йир
656,Platz::N,места,гӧгӧртас
657,Platz::N,места,vieta
658,Ort::N,места,ин
659,Ort::N,места,места
660,Ort::N,места,vieta
661,Seite::N,ладор,бок
662,Seite::N,ладор,ӧтарладор
663,Seite::N,ладор,sāns
664,Mitte::N,шӧр,шӧр
665,Mitte::N,шӧр,vidus
666,Gegenstand::N,тор,кӧлуй
667,Gegenstand::N,тор,priekšmets
668,Sache::N,тор,добра
669,Sache::N,тор,lieta
670,Rand::N,дор,дор
671,Rand::N,дор,mala
672,Rand::N,дор,apmale
673,Kante::N,ордлы,дор
674,Kante::N,ордлы,šķautne
675,Ecke::N,пельӧс,пельӧс
676,Ecke::N,пельӧс,kakts
677,Ecke::N,пельӧс,stūris
678,Spitze::N,йыв,йыв
679,Spitze::N,йыв,smaile
680,Spitze::N,йыв,galotne
681,Ende::N,йыв,пом
682,Ende::N,йыв,gals
683,Ende::N,йыв,uzgalis
684,Loch::N,осьта,розь
685,Loch::N,осьта,caurums
686,Winkel::N,пельӧс,пельӧс
687,Winkel::N,пельӧс,leņķis
688,Muster::N,сер,сер
689,Muster::N,сер,piemērs
690,Größe::N,ыжда,ыджда
691,Größe::N,ыжда,lielums
692,Länge::N,кузя,кузьта
693,Länge::N,кузя,garums
694,Höhe::N,сувда,джуджда
695,Höhe::N,сувда,augstums
696,Höhe::N,вылына,джуджда
697,Höhe::N,вылына,augstums
698,Gewicht::N,сьӧкта,сьӧкта
699,Gewicht::N,сьӧкта,сьӧкталун
700,Gewicht::N,сьӧкта,svars
701,Gewicht::N,сьӧкта,smagums
702,Haufen::N,куча,чукӧр
703,Haufen::N,куча,čupa
704,Haufen::N,куча,grēda
705,Haufen::N,куча,kaudze
706,Reihe::N,лёдз,рад
707,Reihe::N,лёдз,rinda
708,Reihe::N,лёдз,virkne
709,Boot::N,пыж,пыж
710,Boot::N,пыж,laiva
711,Ruder::N,пелыс,пелыс
712,Ruder::N,пелыс,ӧпаснӧй
713,Ruder::N,пелыс,airis
714,Ruder::N,пелыс,irklis
715,Schlitten::N,додь,дадь
716,Schlitten::N,додь,ragavas
717,Ski::N,лямпа,лызь
718,Ski::N,лямпа,slēpe
719,Lagerfeuer::N,бипур,бипур
720,Lagerfeuer::N,бипур,ugunskurs
721,Last::N,тягота,сьӧкыдтор
722,Last::N,тягота,krava
723,Gang::N,мунӧм,мунӧм
724,Gang::N,мунӧм,ветлӧм
725,Gang::N,мунӧм,eja
726,Gang::N,мунӧм,gājums
727,Schritt::N,вожмӧв,воськов
728,Schritt::N,вожмӧв,воськовтӧм
729,Schritt::N,вожмӧв,solis
730,Norden::N,ой,войвыв
731,Norden::N,ой,ziemeļi
732,Süden::N,лун,лунвыв
733,Süden::N,лун,dienvidi
734,Westen::N,рытвыв,рытыв
735,Westen::N,рытвыв,rietumi
736,Osten::N,асыв,асыв
737,Osten::N,асыв,austrumi
738,Holz::N,пу,пу
739,Holz::N,пу,koks
740,Holz::N,пу,koksne
741,Brett::N,пӧв,пӧв
742,Brett::N,пӧв,dēlis
743,Platte::N,плита,плита
744,Platte::N,плита,plate
745,Platte::N,плита,plāksne
746,Stütze::N,пика,пыкӧд
747,Stütze::N,пика,мыджӧд
748,Stütze::N,пика,balsts
749,Stütze::N,пика,atspaids
750,Stange::N,зор,потш
751,Stange::N,зор,maikste
752,Stange::N,потш,потш
753,Stange::N,потш,maikste
754,Stock::N,бедь,бедь
755,Stock::N,бедь,boze
756,Stock::N,бедь,spieķis
757,Stab::N,шест,зир
758,Stab::N,шест,zizlis
759,Rohr::N,труба,труба
760,Rohr::N,труба,caurule
761,Haus::N,керку,керка
762,Haus::N,керку,māja
763,Heim::N,керку,горт
764,Heim::N,керку,mājas
765,Ofen::N,пӧжавны,пач
766,Ofen::N,пӧжавны,krāsns
767,Fußboden::N,джодж,джодж
768,Fußboden::N,джодж,grīda
769,Tisch::N,пызан,пызан
770,Tisch::N,пызан,galds
771,Stuhl::N,стул,улӧс
772,Stuhl::N,стул,krēsls
773,Wiege::N,зыбка,зыбка
774,Wiege::N,зыбка,šūpulis
775,Bett::N,кровать,вольпась
776,Bett::N,кровать,gulta
777,Regal::N,джадж,джадж
778,Regal::N,джадж,plaukts
779,Kiste::N,ящик,куд
780,Kiste::N,ящик,ящик
781,Kiste::N,ящик,kaste
782,Kiste::N,ящик,šķirsts
783,Fenster::N,ӧшын,ӧшинь
784,Fenster::N,ӧшын,logs
785,Tür::N,ыбӧс,ӧдзӧс
786,Tür::N,ыбӧс,durvis
787,Tor::N,ворота,дзиръя
788,Tor::N,ворота,vārti
789,Zaun::N,забор,потшӧс
790,Zaun::N,забор,žogs
