,Concept_ID,hi,kn
60,Knie::N,घुटना,ಮಂಡಿ
61,Oberschenkel::N,उरु,ತೊಡೆ
62,Bein::N,टाँग,ಕಾಲು
63,Körper::N,तन,ದೇಹ
64,Körper::N,देह,ದೇಹ
65,Körper::N,शरीर,ದೇಹ
66,Haut::N,चर्म,ಚರ್ಮ
67,Haut::N,त्वचा,ಚರ್ಮ
68,Blut::N,लहू,ರಕ್ತ
69,Blut::N,ख़ून,ರಕ್ತ
70,Ader::N,रग,ನರ
71,Ader::N,शिरा,ನರ
72,Sehne::N,कंडरा,ನರ
73,Sehne::N,स्नायु,ನರ
74,Knochen::N,अस्थि,ಮೂಳೆ
75,Gehirn::N,दिमाग़,ಮಿದುಳು
76,Gehirn::N,मस्तिष्क,ಮಿದುಳು
77,Herz::N,दिल,ಹೃದಯ
78,Herz::N,हृदय,ಹೃದಯ
79,Magen::N,मेदा,ಉದರ
80,Magen::N,अमाशय,ಉದರ
81,Leber::N,जिगर,ಯಕೃತ್ತು
82,Leber::N,यकृत्,ಯಕೃತ್ತು
83,Atem::N,दम,ಉಸಿರು
84,Atem::N,साँस,ಉಸಿರು
85,Atem::N,श्वास,ಉಸಿರು
86,Hunger::N,भूख,ಹಸಿವು
87,Hunger::N,क्षुधा,ಹಸಿವು
88,Träne::N,आँसू,ಕಣ್ಣೀರು
89,Träne::N,अश्रु,ಕಣ್ಣೀರು
90,Geschmack::N,स्वाद,ರುಚಿ
91,Geschmack::N,ज़ायक़ा,ರುಚಿ
92,Geruch::N,बू,ವಾಸನೆ
93,Geruch::N,गंध,ವಾಸನೆ
94,Schlaf::N,नींद,ನಿದ್ರೆ
95,Schlaf::N,निद्रा,ನಿದ್ರೆ
96,Traum::N,सपना,ಕನಸು
97,Traum::N,स्वप्न,ಕನಸು
98,Himmel::N,आकाश,ಬಾನು
99,Himmel::N,आसमान,ಬಾನು
100,Sonne::N,रवि,ಸೂರ್ಯ
101,Sonne::N,सूरज,ಸೂರ್ಯ
102,Sonne::N,सूर्य,ಸೂರ್ಯ
103,Mond::N,चाँद,ಚಂದ್ರ
104,Mond::N,चंद्र,ಚಂದ್ರ
105,Stern::N,तारा,ಚುಕ್ಕಿ
106,Stern::N,सितारा,ಚುಕ್ಕಿ
107,Luft::N,हवा,ವಾಯು
108,Luft::N,वायु,ವಾಯು
109,Wind::N,पाद,ಗಾಳಿ
110,Welle::N,लहर,ಅಲೆ
111,Welle::N,तरंग,ಅಲೆ
112,Wasser::N,जल,ನೀರು
113,Wasser::N,पानी,ನೀರು
114,Stein::N,पत्थर,ಕಲ್ಲು
115,Boden::N,मिट्टी,ನೆಲ
116,Erde::N,भूमि,ಭೂಮಿ
117,Erde::N,ज़मीन,ಭೂಮಿ
118,Staub::N,धूल,ದೂಳು
119,Rauch::N,धूआँ,ಹೊಗೆ
120,Rauch::N,धुम्र,ಹೊಗೆ
121,Funke::N,चिनगारी,ಕಿಡಿ
122,Funke::N,स्फुलिंग,ಕಿಡಿ
123,Feuer::N,आग,ಬೆಂಕಿ
124,Feuer::N,आतिश,ಬೆಂಕಿ
125,Feuer::N,अग्नि,ಬೆಂಕಿ
126,Licht::N,रोशनी,ಬೆಳಕು
127,Licht::N,प्रकाश,ಬೆಳಕು
128,Schatten::N,छाया,ನೆರಳು
129,Schatten::N,परछाई,ನೆರಳು
130,Wetter::N,ऋतु,ಹವ
131,Wetter::N,मौसम,ಹವ
132,Nebel::N,धुँध,ಮಂಜು
133,Nebel::N,कुहरा,ಮಂಜು
134,Wolke::N,मेघ,ಮೋಡ
135,Wolke::N,अभ्र,ಮೋಡ
136,Regen::N,मेंह,ಮಳೆ
137,Regen::N,बारिश,ಮಳೆ
138,Schnee::N,हिम,ಹಿಮ
139,Schnee::N,बर्फ़,ಹಿಮ
140,Eis::N,हिम,ಮಂಜುಗಡ್ಡೆ
141,Eis::N,बर्फ़,ಮಂಜುಗಡ್ಡೆ
142,Frost::N,ठंड,ಮಂಜು
143,Kälte::N,सर्दी,ಹಿಮ
144,Kälte::N,शीतलता,ಹಿಮ
145,Hitze::N,ताप,ಉಷ್ಣ
146,Hitze::N,गरमी,ಉಷ್ಣ
147,Raureif::N,पाला,ಇಬ್ಬನಿ
148,Regenbogen::N,इंद्र-धनुष,ಇಂದ್ರಚಾಪ
149,Donner::N,गरज,ಗುಡುಗು
150,Donner::N,मेघ-गर्जन,ಗುಡುಗು
151,Strömung::N,बहाव,ಪ್ರವಾಹ
152,Strömung::N,प्रवाह,ಪ್ರವಾಹ
153,Tropfen::N,बूँद,ತೊಟ್ಟು
154,Schaum::N,झाग,ನೊರೆ
155,Schmutz::N,गंद,ಕಸ
156,Schmutz::N,कीचड़,ಕಸ
157,See::N,झील,ಸರೋವರ
158,See::N,सरोवर,ಸರೋವರ
159,Sumpf::N,दलदल,ಜೌಗುಸ್ಥಳ
160,Sumpf::N,धँसान,ಜೌಗುಸ್ಥಳ
161,Moor::N,झाबर,ಬಂಜರು ಭೂಮಿ
162,Moor::N,धँसान,ಬಂಜರು ಭೂಮಿ
163,Wiese::N,घास-स्थल,ಹುಲ್ಲುಗಾವಲು
164,Wald::N,जंगल,ಕಾಡು
165,Hügel::N,टीला,ಗುಡ್ಡೆ
166,Hügel::N,पहाड़,ಗುಡ್ಡೆ
167,Anhöhe::N,टीला,ದಿಬ್ಬ
168,Anhöhe::N,पहाड़ी,ದಿಬ್ಬ
169,Berg::N,पहाड़,ಮಲೆ
170,Berg::N,पहाड़,ಪರ್ವತ
171,Gipfel::N,शिखर,ಶೃಂಗ
172,Höhle::N,गुहा,ಗುಹೆ
173,Höhle::N,गुफ़ा,ಗುಹೆ
174,Abhang::N,ढाल,ಇಳಿಜಾರು
175,Abhang::N,ढलान,ಇಳಿಜಾರು
176,Quelle::N,चश्मा,ಮೂಲ
177,Bach::N,सोता,ತೊರೆ
178,Bach::N,नदिका,ತೊರೆ
179,Fluss::N,नदी,ನದಿ
180,Fluss::N,सरिता,ನದಿ
181,Ufer::N,तट,ತೀರ
182,Ufer::N,किनारा,ತೀರ
183,Küste::N,समुद्र-तट,ದಂಡೆ
184,Festland::N,महाद्वीप,ಭೂಮಿ
185,Meer::N,सागर,ಕಡಲು
186,Meer::N,समुद्र,ಕಡಲು
187,Bucht::N,खाड़ी,ಖಾರಿ
188,Insel::N,टापू,ದ್ವೀಪ
189,Insel::N,द्वीप,ದ್ವೀಪ
190,Blume::N,फूल,ಸುಮ
191,Blume::N,पुष्प,ಸುಮ
192,Gras::N,घास,ಹುಲ್ಲು
193,Wurzel::N,मूल,ಬೇರು
194,Baum::N,पेड़,ಮರ
195,Baum::N,वृक्ष,ಮರ
196,Stamm::N,धड़,ಕಾಂಡ
197,Rinde::N,छाल,ತೂಗಟಿ
198,Rinde::N,वल्कल,ತೂಗಟಿ
199,Ast::N,डाल,ಶಾಖೆ
200,Ast::N,शाखा,ಶಾಖೆ
201,Zweig::N,टहनी,ರೆಂಬೆ
202,Blatt::N,पत्र,ಎಲೆ
203,Blatt::N,पत्ता,ಎಲೆ
204,Birke::N,भूर्ज,ಬರ್ಚ್ ಮರ
205,Kiefer[Baum]::N,पाइन-वृक्ष,ದೇವದಾರು ಮರ
206,Weide[Baum]::N,बेंत,ವಿಲೋಮರ
207,Tanne::N,फ़र,ಭದ್ರದಾರು
208,Horn::N,सींग,ಕೊಂಬು
209,Horn::N,विषाण,ಕೊಂಬು
210,Feder::N,पर,ಪುಕ್ಕ
211,Feder::N,पंख,ಪುಕ್ಕ
212,Fell::N,खाल,ರೋಮ
213,Fell::N,पशु-चर्म,ರೋಮ
214,Flügel::N,पंख,ರೆಕ್ಕೆ
215,Flügel::N,डैना,ರೆಕ್ಕೆ
216,Klaue::N,पंजा,ಪಂಜ
217,Kralle::N,पंजा,ಉಗುರು
218,Kralle::N,नाख़ून,ಉಗುರು
219,Schwanz::N,पूँछ,ಬಾಲ
220,Ei::N,अंडा,ಮೊಟ್ಟೆ
221,Nest::N,नीड़,ಗೂಡು
222,Nest::N,घोंसला,ಗೂಡು
223,Bau::N,बिल,ಅಡಗುದಾಣ
224,Bau::N,माँद,ಅಡಗುದಾಣ
225,Tier::N,पशु,ಪ್ರಾಣಿ
226,Tier::N,जानवर,ಪ್ರಾಣಿ
227,Herde::N,गल्ला,ಗುಂಪು
228,Kuh::N,गौ,ಹಸು
229,Kuh::N,गाय,ಹಸು
230,Bulle::N,साँड़,ಗೂಳಿ
231,Pferd::N,अश्व,ಕುದುರೆ
232,Pferd::N,घोड़ा,ಕುದುರೆ
233,Schaf::N,भेड़,ಕುರಿ
234,Schwein::N,शूकर,ಹಂದಿ
235,Hund::N,श्वान,ನಾಯಿ
236,Hund::N,कुत्ता,ನಾಯಿ
237,Katze::N,बिल्ली,ಬೆಕ್ಕು
238,Bär::N,रीछ,ಕರಡಿ
239,Bär::N,भालू,ಕರಡಿ
240,Eichhörnchen::N,गिलहरी,ಉಡುತೆ
241,Elch::N,एल्क,ಕಡವೆ
242,Fuchs::N,लोमड़ी,ನರಿ
243,Hase::N,खरहा,ಮೊಲ
244,Hase::N,ख़रगोश,ಮೊಲ
245,Maus::N,मूष,ಇಲಿ
246,Maus::N,चूहा,ಇಲಿ
247,Wolf::N,वृक,ತೋಳ
248,Wolf::N,भेड़िया,ತೋಳ
249,Vogel::N,पक्षी,ಪಕ್ಷಿ
250,Vogel::N,चिड़िया,ಪಕ್ಷಿ
251,Schwarm::N,झुंड,ಗುಂಪು
252,Huhn::N,मुर्ग़ी,ಚಿಕ್
253,Hahn::N,मुर्ग़ा,ಹುಂಜ
254,Gans::N,हंस,ವರಟೆ
255,Gans::N,हंसिनी,ವರಟೆ
256,Adler::N,उक़ाब,ಗರುಡ
257,Ente::N,बतख़,ಬಾತು
258,Ente::N,बत्तक,ಬಾತು
259,Eule::N,उल्लू,ಗೂಬೆ
260,Kranich::N,सारस,ಕೊಕ್ಕರ
261,Kranich::N,क्रौंंच,ಕೊಕ್ಕರ
262,Krähe::N,काक,ಕಾಗೆ
263,Kuckuck::N,कोयल,ಕೋಗಿಲೆ
264,Kuckuck::N,कोकिल,ಕೋಗಿಲೆ
265,Schwan::N,हंस,ಹಂಸಪಕ್ಷಿ
266,Schwan::N,मराल,ಹಂಸಪಕ್ಷಿ
267,Fisch::N,मछली,ಮೀನು
268,Fisch::N,मत्स्य,ಮೀನು
269,Barsch::N,पर्च,ಪರ್ಚ್ ಮೀನು
270,Hecht::N,पाइक,ಪೈಕ್ ಮೀನು
271,Schlange[Tier]::N,सर्प,ಹಾವು
272,Wurm::N,कृमि,ಹುಳು
273,Wurm::N,कीड़ा,ಹುಳು
274,Spinne::N,लूता,ಊರ್ಣನಾಭ
275,Spinne::N,मकड़ी,ಊರ್ಣನಾಭ
276,Ameise::N,चींटी,ಇರುವೆ
277,Laus::N,जूँ,ಹೇನು
278,Mücke::N,डाँस,ಸೊಳ್ಳೆ
279,Fliege::N,मक्खी,ನೊಣ
280,Fliege::N,मक्षिका,ನೊಣ
281,Schmetterling::N,तितली,ಪತಂಗ
282,Beere::N,बेरी,ನಯವಣ್ಣು
283,Apfel::N,सेब,ಸೇಬು
284,Pilz::N,खुंबी,ಅಣಬೆ
285,Zwiebel::N,प्याज़,ನೀರುಳ್ಳಿ
286,Saat::N,बीज,ಬಿತ್ತ
287,Korn::N,दाना,ಬೀಜ
288,Heu::N,मूखी घास,ಕರಡ
289,Schale::N,बकला,ಹೊಟ್ಟು
290,Schale::N,छिलका,ಹೊಟ್ಟು
291,Grube::N,गड्ढा,ಗುಂಡಿ
292,Falle::N,जाल,ಬೋನು
293,Falle::N,फँदा,ಬೋನು
294,Schlinge::N,फँदा,ಉರುಲು
295,Spur::N,सुराग़,ಜಾಡು
296,Spur::N,पद-चिह्न,ಜಾಡು
297,Asche::N,राख,ಬೂದಿ
298,Dreck::N,मैल,ಹೊಲಸು
299,Dreck::N,गंदगी,ಹೊಲಸು
300,Eisen::N,लोहा,ಕಬ್ಬಿಣ
301,Gold::N,सोना,ಚಿನ್ನ
302,Gold::N,स्वर्ण,ಚಿನ್ನ
303,Silber::N,रजत,ಬೆಳ್ಳಿ
304,Silber::N,चाँदी,ಬೆಳ್ಳಿ
305,Kohle::N,कोयला,ಕಲ್ಲಿದ್ದಲು
306,Glas::N,काँच,ಗಾಜು
307,Lehm::N,चिकनी मिट्टी,ಜೇಡಿಮಣ್ಣು
308,Sand::N,रेत,ಮರಳು
309,Sand::N,बालू,ಮರಳು
310,Mensch::N,मानव,ಪುರುಷ
311,Mensch::N,इनसान,ಪುರುಷ
312,Mensch::N,मनुष्य,ಪುರುಷ
313,Mann::N,आदमी,ಆಳು
314,Mann::N,पुरुष,ಆಳು
315,Frau::N,औरत,ಹೆಣ್ಣು
316,Frau::N,महिला,ಹೆಣ್ಣು
317,Frau::N,स्त्री,ಹೆಣ್ಣು
318,Kind::N,बाल,ಮಗು
319,Kind::N,बच्चा,ಮಗು
320,Junge::N,लड़का,ಹುಡುಗ
321,Mädchen::N,लड़की,ಹುಡುಗಿ
322,Mädchen::N,कुमारी,ಹುಡುಗಿ
323,Familie::N,परिवार,ಕುಟುಂಬ
324,Großvater::N,दादा,ಅಜ್ಜ
325,Großmutter::N,नानी,ಅಮ್ಮ
326,Eltern::N,माँ-बाप,ಹೆತ್ತವರು
327,Eltern::N,माता-पिता,ಹೆತ್ತವರು
328,Vater::N,बाप,ತಂದೆ
329,Vater::N,पिता,ತಂದೆ
330,Mutter::N,माँ,ಅಮ್ಮ
331,Mutter::N,माता,ಅಮ್ಮ
332,Sohn::N,बेटा,ಮಗ 
333,Sohn::N,पुत्र,ಮಗ 
334,Tochter::N,बेटी,ಮಗಳು
335,Tochter::N,पुत्री,ಮಗಳು
336,Bruder::N,भाई,ತಮ್ಮ
337,Bruder::N,भ्राता,ತಮ್ಮ
338,Schwester::N,बहन,ತಂಗಿ
339,Schwester::N,भगिनी,ತಂಗಿ
340,Onkel::N,ताऊ,ಸೋದರಮಾವ
341,Onkel::N,ताऊ,ದೊಡ್ಡಪ್ಪ
342,Onkel::N,काका,ಸೋದರಮಾವ
343,Onkel::N,काका,ದೊಡ್ಡಪ್ಪ
344,Tante::N,बूआ,ಚಿಕ್ಕಮ್ಮ
345,Tante::N,फूफी,ಚಿಕ್ಕಮ್ಮ
346,Tante::N,ख़ाला,ಚಿಕ್ಕಮ್ಮ
347,Ehemann::N,पति,ಗಂಡ
348,Ehemann::N,शौहर,ಗಂಡ
349,Ehefrau::N,बीवी,ಹೆಂಡತಿ
350,Freude::N,आनंद,ನಲಿವು
351,Freude::N,प्रसन्नता,ನಲಿವು
352,Gelächter::N,हँसी,ನಗೆ
353,Gelächter::N,क़हक़हा,ನಗೆ
354,Glück::N,आनंद,ಆನಂದ
355,Glück::N,ख़ुशी,ಆನಂದ
356,Kummer::N,शोक,ದುಃಖ
357,Kummer::N,दुःख,ದುಃಖ
358,Wunsch::N,इच्छा,ಬಯಕೆ
359,Wunsch::N,अभिलाषा,ಬಯಕೆ
360,Lust::N,चाह,ಇಷ್ಟ
361,Lust::N,कामना,ಇಷ್ಟ
362,Geist::N,जान,ಆತ್ಮ
363,Geist::N,प्राण,ಆತ್ಮ
364,Gedanke::N,विचार,ಯೋಚನೆ
365,Gedächtnis::N,याददाश्त,ಸ್ಮರಣೆ
366,Gedächtnis::N,स्मरण-शक्ति,ಸ್ಮರಣೆ
367,Verstand::N,समझ,ಮನಸ್ಸು
368,Verstand::N,अक़्ल,ಮನಸ್ಸು
369,Verstand::N,बुद्धि,ಮನಸ್ಸು
370,Sinn::N,अर्थ,ಅರ್ಥ
371,Grund::N,वजह,ಕಾರಣ
372,Grund::N,कारण,ಕಾರಣ
373,Wahrheit::N,सत्य,ಸತ್ಯ
374,Wahrheit::N,सच्चाई,ಸತ್ಯ
375,Gespräch::N,चर्चा,ಸಂಭಾಷಣೆ
376,Gespräch::N,वार्ता,ಸಂಭಾಷಣೆ
377,Gespräch::N,बात-चीत,ಸಂಭಾಷಣೆ
378,Märchen::N,क़िस्सा,ಸುಳ್ಳು ಕಥೆ
379,Erzählung::N,कथा,ಕಥೆ
380,Erzählung::N,कहानी,ಕಥೆ
381,Nachricht::N,सूचना,ಸಂದೇಶ
382,Nachricht::N,समाचार,ಸಂದೇಶ
383,Neuigkeit::N,ख़बर,ಸುದ್ದಿ
384,Neuigkeit::N,समाचार,ಸುದ್ದಿ
385,Name::N,नाम,ಹೆಸರು
386,Rätsel::N,पहेली,ಒಗಟು
387,Rede::N,वचन,ಮಾತು
388,Rede::N,भाषण,ಮಾತು
389,Sprache::N,भाषा,ಭಾಷೆ
390,Sprache::N,ज़बान,ಭಾಷೆ
391,Stimme::N,स्वर,ಧ್ವನಿ
392,Stimme::N,आवाज़,ಧ್ವನಿ
393,Wort::N,शब्द,ಮಾತು
394,Wort::N,लफ़्ज़,ಮಾತು
395,Zeichen::N,निशान,ಗುರುತು
396,Ruf::N,पुकार,ಕೂಗು
397,Ruf::N,आह्वान,ಕೂಗು
398,Lärm::N,शोर,ಸದ್ದು
399,Lärm::N,हुल्लड़,ಸದ್ದು
400,Laut::N,स्वर,ಶಬ್ದ
401,Laut::N,ध्वनि,ಶಬ್ದ
402,Ton::N,सुर,ನಾದ
403,Ton::N,स्वर,ನಾದ
404,Lied::N,गीत,ಗಾನ
405,Ruhe::N,आराम,ಶಾಂತಿ
406,Ruhe::N,ख़ामोशी,ಶಾಂತಿ
407,Leute::N,लोग,ಮಂದಿ
408,Volk::N,क़ौम,ಜನಾಂಗ
409,Volk::N,प्रजा,ಜನಾಂಗ
410,Arbeit::N,काम,ಕೆಲಸ
411,Gast::N,अतिथि,ಅತಿಥಿ
412,Gast::N,मेहमान,ಅತಿಥಿ
413,Geschenk::N,उपहार,ಕಾಣಿಕೆ
414,Geschenk::N,तोहफ़ा,ಕಾಣಿಕೆ
415,Spiel::N,खेल,ಆಟ
416,Spiel::N,क्रीड़ा,ಆಟ
417,Gesellschaft::N,साथ,ಸಂಗ
418,Hilfe::N,मदद,ಸಹಾಯ
419,Hilfe::N,सहायता,ಸಹಾಯ
420,Freund::N,मित्र,ಸ್ನೇಹಿತ
421,Kamerad::N,साथी,ಜೊತೆಗಾರ
422,Kamerad::N,कामरेड,ಜೊತೆಗಾರ
423,Angelegenheit::N,बात,ವಿಚಾರ
424,Angelegenheit::N,मामला,ವಿಚಾರ
425,Anzahl::N,तादाद,ಎಣಿಕೆ
426,Anzahl::N,संख्या,ಎಣಿಕೆ
427,Art::N,तरह,ತರ
428,Art::N,क़िस्म,ತರ
429,Stück::N,फाँक,ತುಂಡು
430,Stück::N,टुकड़ा,ತುಂಡು
431,Teil::N,भाग,ಭಾಗ
432,Teil::N,हिस्सा,ಭಾಗ
433,Hälfte::N,अर्धभाग,ಅರ್ಧ
434,Kreis::N,चक्कर,ವೃತ್ತ
435,Kreuz::N,सलीब,ಶಿಲುಬೆ
436,Kreuz::N,क्रूस,ಶಿಲುಬೆ
437,Linie::N,लाइन,ರೀಖೆ
438,Strich::N,लकीर,ಗೀಟು
439,Abstand::N,अंतर,ಅಂತರ
440,Abstand::N,फ़ासला,ಅಂತರ
441,Entfernung::N,दूरी,ದೂರ
442,Entfernung::N,फ़ासला,ದೂರ
443,Gegend::N,इलाक़ा,ವಿಸ್ತೀರ್ಣ
444,Platz::N,जगह,ಅಂತರ
445,Platz::N,स्थान,ಅಂತರ
446,Ort::N,स्थल,ಸ್ಥಳ
447,Ort::N,स्थान,ಸ್ಥಳ
448,Seite::N,ओर,ಪಕ್ಷ
449,Seite::N,तरफ़,ಪಕ್ಷ
450,Mitte::N,बीच,ನಡು
451,Mitte::N,मध्य,ನಡು
452,Gegenstand::N,चीज़,ವಸ್ತು
453,Gegenstand::N,पदार्थ,ವಸ್ತು
454,Sache::N,चीज़,ವಸ್ತು
455,Sache::N,वस्तु,ವಸ್ತು
456,Rand::N,छोर,ಅಂಚು
457,Rand::N,उपांत,ಅಂಚು
458,Kante::N,कोर,ಅಂಚು
459,Kante::N,किनारा,ಅಂಚು
460,Ecke::N,कोना,ಮೂಲೆ
461,Ecke::N,नुक्कड़,ಮೂಲೆ
462,Spitze::N,नोक,ತುದಿ
463,Ende::N,छोर,ಕೊನೆ
464,Ende::N,सिरा,ಕೊನೆ
465,Loch::N,छेद,ತೂತು
466,Loch::N,सूराख़,ತೂತು
467,Winkel::N,कोण,ಕೋನ
468,Winkel::N,कोना,ಕೋನ
469,Muster::N,नमूना,ನಮೂನೆ
470,Muster::N,डिज़ाइन,ನಮೂನೆ
471,Größe::N,परिमाण,ಪ್ರಮಾಣ
472,Größe::N,विस्तार,ಪ್ರಮಾಣ
473,Länge::N,लंबाई,ಉದ್ದ
474,Höhe::N,ऊँचाई,ಎತ್ತರ
475,Höhe::N,उच्चता,ಎತ್ತರ
476,Gewicht::N,भार,ತೂಕ
477,Gewicht::N,वज़न,ತೂಕ
478,Menge::N,मात्रा,ಮೊತ್ತ
479,Haufen::N,ढेर,ರಾಶಿ
480,Haufen::N,अंबार,ರಾಶಿ
481,Reihe::N,क़तार,ಸಾಲು
482,Reihe::N,पंक्ति,ಸಾಲು
483,Boot::N,नाव,ದೋಣಿ
484,Boot::N,नौका,ದೋಣಿ
485,Ruder::N,चप्पू,ಹುಟ್ಟು
486,Schlitten::N,बर्फ़-गाड़ी,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
487,Ski::N,स्की,ಜಾರುಪಟ್ಟಿ
488,Lagerfeuer::N,अलाव,ಶಿಬಿರಾಗ್ನಿ
489,Lagerfeuer::N,कैंप-फ़ायर,ಶಿಬಿರಾಗ್ನಿ
490,Last::N,भार,ಹೊರೆ
491,Gang::N,चाल,ತಿರುಗಾಟ
492,Schritt::N,डग,ಹೆಜ್ಜೆ
493,Schritt::N,क़दम,ಹೆಜ್ಜೆ
494,Norden::N,उत्तर,ಉತ್ತರ
495,Süden::N,दक्खिन,ದಕ್ಷಿಣ
496,Westen::N,पश्चिम,ಪಶ್ಚಿಮ
497,Osten::N,पूरब,ಮೂಡಲು
498,Holz::N,काठ,ಚೌಬೀನೆ
499,Holz::N,काष्ठ,ಚೌಬೀನೆ
500,Brett::N,पटरा,ಹಲಗೆ
501,Brett::N,तख़्ता,ಹಲಗೆ
502,Platte::N,फलक,ಹಲಗೆ
503,Platte::N,तख़्ता,ಹಲಗೆ
504,Stütze::N,टेक,ಆಸರೆ
505,Stütze::N,थूनी,ಆಸರೆ
506,Stange::N,छड़,ಕಂಬ
507,Stange::N,बाँस,ಕಂಬ
508,Stock::N,लाठी,ಕೋಲು
509,Stab::N,लग्गा,ದೊಣ್ಣೆ
510,Rohr::N,नल,ನಳಿಕೆ
511,Haus::N,घर,ಮನೆ
512,Haus::N,मकान,ಮನೆ
513,Heim::N,घर,ಗೃಹ
514,Heim::N,गृह,ಗೃಹ
515,Ofen::N,चूल्हा,ಒಲೆ
516,Fußboden::N,फ़र्श,ನೆಲ
517,Tisch::N,मेज़,ಮೇಜು
518,Stuhl::N,कुरसी,ಕುರ್ಚಿ
519,Wiege::N,पालना,ತೊಟ್ಟಿಲು
520,Wiege::N,हिंडोला,ತೊಟ್ಟಿಲು
521,Bett::N,खाट,ಹಾಸಿಗೆ
522,Bett::N,पलंग,ಹಾಸಿಗೆ
523,Regal::N,शेल्फ़,ಬೀರು
524,Kiste::N,पेटी,ಪಟ್ಟಿಗೆ
525,Kiste::N,डिब्बा,ಪಟ್ಟಿಗೆ
526,Fenster::N,खिड़की,ಕಿಟಕಿ
527,Tür::N,द्वार,ಬಾಗಿಲು
528,Tür::N,दरवाज़ा,ಬಾಗಿಲು
529,Tor::N,फाटक,ಹೆಬ್ಬಾಗಿಲು
530,Zaun::N,बाड़ा,ಬೇಲಿ
531,Dach::N,छत,ಮಾಳಿಗೆ
532,Dach::N,छप्पर,ಮಾಳಿಗೆ
533,Leiter::N,सीढ़ी,ಏಣಿ
534,Besen::N,झाड़ू,ಪೊರಕೆ
535,Besen::N,बुहारी,ಪೊರಕೆ
536,Spaten::N,कुदाल,ಗುದ್ದಲಿ
537,Schaufel::N,बेलचा,ಸನಿಕೆ
538,Schaufel::N,फावड़ा,ಸನಿಕೆ
539,Gabel::N,काँटा,ಕವಲು
540,Löffel::N,चम्मच,ಚಮಚ
541,Messer::N,छुरा,ಚಾಕು
542,Messer::N,चाक़ू,ಚಾಕು
543,Nagel::N,कील,ಆಣಿ
544,Nagel::N,मेख़,ಆಣಿ
545,Netz::N,जाल,ಬಲೆ
546,Haken::N,अंकुश,ಕೊಂಡಿ
547,Griff::N,मूठ,ಹಿಡಿ
548,Griff::N,हत्था,ಹಿಡಿ
