,Concept_ID,az,ro
385,Muster::N,ülgü,desen
386,Größe::N,böyüklük,mărime
387,Länge::N,uzunluq,lungime
388,Höhe::N,yüksəklik,înălțime
389,Gewicht::N,çəki,greutate
390,Gewicht::N,ağırlıq,greutate
391,Menge::N,miqdar,cantitate
392,Haufen::N,yığın,grămadă
393,Reihe::N,səf,șir
394,Reihe::N,səf,rând
395,Reihe::N,sıra,șir
396,Reihe::N,sıra,rând
397,Boot::N,qayıq,barcă
398,Boot::N,qayıq,luntre
399,Ruder::N,kürək,vâslă
400,Ruder::N,kürək,lopată
401,Schlitten::N,kirşə,sanie
402,Ski::N,xizək,schi
403,Lagerfeuer::N,düşərgə tonqalı,foc de tabără
404,Last::N,yük,povară
405,Last::N,yük,sarcină
406,Gang::N,yeriş,mers
407,Gang::N,yeriş,umblet
408,Schritt::N,addım,pas
409,Norden::N,şimal,nord
410,Norden::N,şimal,miazănoapte
411,Süden::N,cənub,sud
412,Süden::N,cənub,miazăzi
413,Westen::N,qərb,apus
414,Osten::N,şərq,est
415,Osten::N,şərq,răsărit
416,Holz::N,ağac,lemn
417,Holz::N,taxta,lemn
418,Brett::N,taxta,scândură
419,Platte::N,lövhə,placă
420,Stütze::N,dayaq,proptea
421,Stütze::N,dəstək,proptea
422,Stange::N,şüvül,bară
423,Stange::N,şüvül,prăjină
424,Stock::N,dəyənək,băț
425,Stock::N,dəyənək,baston
426,Stab::N,əsa,baston
427,Stab::N,əsa,prăjină
428,Stab::N,şüvül,baston
429,Stab::N,şüvül,prăjină
430,Rohr::N,boru,tub
431,Rohr::N,boru,țeavă
432,Rohr::N,truba,tub
433,Rohr::N,truba,țeavă
434,Haus::N,ev,casă
435,Heim::N,ev,casă
436,Heim::N,ev,cămin
437,Ofen::N,peç,sobă
438,Ofen::N,soba,sobă
439,Fußboden::N,döşəmə,podea
440,Fußboden::N,döşəmə,dușumea
441,Tisch::N,masa,masă
442,Stuhl::N,stul,scaun
443,Wiege::N,beşik,leagăn
444,Bett::N,yataq,pat
445,Regal::N,rəf,rafturi
446,Kiste::N,yeşik,ladă
447,Kiste::N,yeşik,cutie
448,Kiste::N,sandıq,ladă
449,Kiste::N,sandıq,cutie
450,Fenster::N,pəncərə,fereastră
451,Tür::N,qapı,ușă
452,Tor::N,darvaza,poartă
453,Zaun::N,çəpər,gard
454,Dach::N,dam,acoperiș
455,Leiter::N,nərdivan,scară
456,Besen::N,süpürgə,mătură
457,Spaten::N,kürək,cazma
458,Spaten::N,kürək,hârleț
459,Schaufel::N,kürək,lopată
460,Gabel::N,çəngəl,furculiță
461,Löffel::N,qaşıq,lingură
462,Messer::N,bıçaq,cuțit
463,Nagel::N,mıx,cui
464,Netz::N,tor,plasă
465,Haken::N,çəngəl,cârlig
466,Griff::N,qulp,mâner
467,Griff::N,tutacaq,mâner
468,Schloss::N,qıfıl,lacăt
469,Bild::N,rəsm,tablou
470,Bild::N,rəsm,imagine
471,Figur::N,şəkil,chip
472,Figur::N,şəkil,figură
473,Figur::N,heykəl,chip
474,Figur::N,heykəl,figură
475,Puppe::N,kukla,păpușă
476,Puppe::N,gəlincik,păpușă
477,Beutel::N,kisə,pungă
478,Beutel::N,kisə,săculeț
479,Beutel::N,torba,pungă
480,Beutel::N,torba,săculeț
481,Bündel::N,bağlama,mănunchi
482,Tasche::N,çanta,geantă
483,Eimer::N,vedrə,găleată
484,Eimer::N,çəllək,găleată
485,Deckel::N,qapaq,capac
486,Geschirr::N,qab-qazan,vase
487,Geschirr::N,qab-qazan,tacâmuri
488,Sack::N,çuval,sac
489,Tasse::N,fincan,ceașcă
490,Topf::N,qazan,oală
491,Kessel::N,qazan,cazan
492,Kessel::N,qazan,căldare
493,Essen::N,yemək,mâncare
494,Nahrung::N,qida,hrană
495,Nahrung::N,qida,aliment
496,Speise::N,xörək,bucate
497,Speise::N,xörək,fel de bucate
498,Fleisch::N,ət,carne
499,Getreide::N,taxıl,cereale
500,Brei::N,aş,pireu
501,Brei::N,sıyıq,pireu
502,Brot::N,çörək,pâine
503,Scheibe::N,dilim,felie
504,Scheibe::N,dilim,bucată
505,Fett::N,yağ,untură
506,Fett::N,yağ,grăsime
507,Butter::N,kərə yağı,unt
508,Öl::N,yağ,ulei
509,Salz::N,duz,sare
510,Suppe::N,şorba,supă
511,Suppe::N,şorba,ciorbă
512,Honig::N,bal,miere
513,Milch::N,süd,lapte
514,Tee::N,çay,ceai
515,Leder::N,dəri,piele
516,Wolle::N,yun,lână
517,Stoff::N,qumaş,stofă
518,Nadel::N,iynə,ac
519,Faden::N,sap,ață
520,Knopf::N,düymə,buton
521,Knoten::N,düyün,nod
522,Farbe::N,boya,vopsea
523,Kleidung::N,geyim,haine
524,Kleidung::N,geyim,îmbrăcăminte
525,Hemd::N,köynək,cămașă
526,Kragen::N,yaxa,guler
527,Ärmel::N,qol,mânecă
528,Hose::N,şalvar,pantaloni
529,Gürtel::N,kəmər,cordon
530,Mütze::N,şapka,șapcă
531,Schuh::N,tufli,gheată
532,Schuh::N,ayaqqabı,gheată
533,Stiefel::N,çəkmə,cizmă
534,Ring::N,üzük,inel
535,Ring::N,üzük,verigă
536,Band::N,lent,panglică
537,Band::N,lent,șiret
538,Kamm::N,daraq,pieptene
539,Spiegel::N,güzgü,oglindă
540,Riemen::N,qayış,curea
541,Schnur::N,ip,funie
542,Schnur::N,ip,sfoară
543,Leine::N,kəmsik,lesă
544,Leine::N,kəmsik,curea
545,Decke::N,ədyal,pătură
546,Decke::N,yorğan,pătură
547,Kissen::N,yastıq,pernă
548,Tuch::N,şarf,batic
549,Tuch::N,kaşne,batic
550,Handtuch::N,dəsmal,prosop
551,Handtuch::N,dəsmal,ștergar
552,Kraft::N,güc,forță
553,Kraft::N,güc,putere
554,Stärke::N,qüvvət,tărie
555,Stärke::N,qüvvət,vigoare
556,Gesundheit::N,sağlamlıq,sănătate
557,Krankheit::N,xəstəlik,boală
558,Krankheit::N,xəstəlik,maladie
559,Schmerz::N,ağrı,durere
560,Schmerz::N,sancı,durere
561,Wunde::N,yara,rană
562,Fieber::N,isitmə,febră
563,Fieber::N,qızdırma,febră
564,Arznei::N,ilaç,leac
565,Arznei::N,ilaç,medicament
566,Arznei::N,dərman,leac
567,Arznei::N,dərman,medicament
568,Brücke::N,körpü,pod
569,Brücke::N,körpü,punte
570,Brunnen::N,quyu,puț
571,Weide::N,otlaq,izlaz
572,Weide::N,otlaq,pășune
573,Pfad::N,cığır,cărare
574,Weg::N,yol,drum
575,Straße::N,küçə,cale
576,Straße::N,küçə,stradă
577,Dorf::N,kənd,sat
578,Stadt::N,şəhər,oraș
579,Brief::N,məktub,scrisoare
580,Buch::N,kitab,carte
581,Buchstabe::N,hərf,literă
582,Buchstabe::N,hərf,caracter
583,Zeitung::N,qəzet,ziar
584,Zeitung::N,qəzet,gazetă
585,Leben::N,həyat,viață
586,Tod::N,ölüm,moarte
587,Grab::N,qəbir,groapă
588,Grab::N,qəbir,mormânt
589,Kirche::N,kilsə,biserică
590,Sünde::N,günah,păcat
591,Gott::N,tanrı,zeu
592,Arbeiter::N,işçi,muncitor
593,Chef::N,şef,șef
594,Chef::N,rəis,șef
595,Meister::N,usta,meșter
596,Meister::N,usta,maestru
597,Arzt::N,həkim,medic
598,Arzt::N,həkim,doctor
599,Arzt::N,doktor,medic
600,Arzt::N,doktor,doctor
601,Lehrer::N,müəllim,profesor
602,Lehrer::N,müəllim,învățător
603,Geld::N,pul,bani
604,Geld::N,pul,parale
605,Geschäft::N,ticarət,treabă
606,Geschäft::N,ticarət,afacere
607,Laden::N,dükan,magazin
608,Laden::N,dükan,prăvălie
609,Preis::N,qiymət,preț
610,Ware::N,mal,marfă
611,Nutzen::N,fayda,folos
612,Nutzen::N,fayda,profit
613,Reichtum::N,zənginlik,avuție
614,Reichtum::N,zənginlik,bogăție
615,Welt::N,aləm,lume
616,Welt::N,dünya,lume
617,Land::N,ölkə,țară
618,Staat::N,dövlət,stat
619,König::N,kral,rege
620,König::N,məlik,rege
621,Macht::N,qüdrət,putere
622,Macht::N,qüdrət,putință
623,Grenze::N,hüdud,hotar
624,Grenze::N,hüdud,graniță
625,Grenze::N,hüdud,frontieră
626,Grenze::N,sərhət,hotar
627,Grenze::N,sərhət,graniță
628,Grenze::N,sərhət,frontieră
629,Krieg::N,hərb,război
630,Krieg::N,müharibə,război
631,Feind::N,düşmən,dușman
632,Gewalt::N,cəbr,violență
633,Kampf::N,savaş,luptă
634,Bogen[Waffe]::N,yay,arc
635,Pfeil::N,ox,săgeată
636,Gewehr::N,tüfəng,armă
637,Gewehr::N,tüfəng,pușcă
638,Fehler::N,xəta,eroare
639,Fehler::N,xəta,greșeală
640,Lüge::N,yalan,minciună
641,Schaden::N,ziyan,daună
642,Schaden::N,ziyan,pagubă
643,Unglück::N,bəla,nenorocire
644,Schuld::N,təqsir,vină
645,Alter::N,yaş,etate
646,Alter::N,yaş,vârstă
647,Schluss::N,son,sfârșit
648,Zeit::N,vaxt,timp
649,Zeit::N,vaxt,vreme
650,Zeit::N,zaman,timp
651,Zeit::N,zaman,vreme
652,Tag::N,gün,zi
653,Morgen::N,sabah,dimineață
654,Mittag::N,günorta,prânz
655,Mittag::N,günorta,amiază
656,Abend::N,axşam,seară
657,Nacht::N,gecə,noapte
658,Woche::N,həftə,săptămână
659,Monat::N,ay,lună
660,Jahr::N,il,an
661,Frühling::N,yaz,primăvară
662,Frühling::N,bahar,primăvară
663,Sommer::N,yay,vară
664,Herbst::N,payız,toamnă
665,Winter::N,qış,iarnă
666,Januar::N,Janvar,ianuarie
667,Februar::N,Fevral,februarie
668,März::N,Mart,martie
669,April::N,Aprel,aprilie
670,Mai::N,May,mai
671,Juni::N,İyun,iunie
672,Juli::N,İyul,iulie
673,August::N,Avqust,august
674,September::N,Sentyabr,septembrie
675,Oktober::N,Oktyabr,octombrie
676,November::N,Noyabr,noiembrie
677,Dezember::N,Dekabr,decembrie
678,Montag::N,bazar ertəsi,luni
679,Dienstag::N,çərşənbə axşamı,marți
680,Mittwoch::N,çərşənbə,miercuri
681,Donnerstag::N,cüme axşamı,joi
682,Freitag::N,cüme,vineri
683,Samstag::N,şənbə,sâmbătă
684,Sonntag::N,bazar,duminică
685,groß::A,böyük,mare
686,klein::A,kiçik,mic
687,lang::A,uzun,lung
688,kurz::A,qısa,scurt
689,breit::A,enli,lat
690,breit::A,enli,larg
691,breit::A,geniş,lat
692,breit::A,geniş,larg
693,schmal::A,dar,strâmt
694,dicht::A,sıx,des
695,dick[Gegenstand]::A,qalın,gros
696,dünn::A,nazik,subțire
697,fein::A,incə,fin
698,fein::A,incə,subțire
699,fest::A,bərk,tare
700,fest::A,bərk,solid
701,fest::A,möhkəm,tare
702,fest::A,möhkəm,solid
703,flach::A,düz,șes
704,flach::A,düz,plan
705,glatt::A,hamar,lins
706,hart::A,sərt,dur
707,weich::A,yumşaq,moale
708,rund::A,yuvarlaq,rotund
709,rund::A,yuvarlaq,circular
710,spitz::A,uclu,ascuțit
711,spitz::A,sivri,ascuțit
712,scharf::A,kəskin,tăios
713,scharf::A,kəskin,ascuțit
714,stumpf::A,küt,tocit
715,schwer::A,ağır,greu
716,schön::A,gözəl,frumos
717,schön::A,gəşəng,frumos
718,heiß::A,isti,cald
719,heiß::A,isti,fierbinte
720,warm::A,ilıq,cald
721,warm::A,ilıq,fierbinte
722,kalt::A,soyuq,rece
723,kühl::A,sərin,rece
724,kühl::A,sərin,răcoros
725,frisch::A,təzə,răcoros
726,frisch::A,təzə,proaspăt
727,feucht::A,nəm,umed
728,feucht::A,nəm,jilav
729,nass::A,yaş,ud
730,trocken::A,quru,sec
731,trocken::A,quru,uscat
732,voll::A,dolu,plin
733,leer::A,boş,gol
734,offen::A,açıq,deschis
735,geschlossen::A,qapalı,închis
736,sauber::A,təmiz,curat
737,schmutzig::A,kirli,murdar
738,roh::A,çiy,crud
739,reif::A,yetişmiş,copt
740,lecker::A,dadlı,gustos
741,lecker::A,ləzzətli,gustos
742,süß::A,şirin,dulce
743,bitter::A,acı,amar
744,sauer::A,turş,acru
745,hell::A,aydın,clar
746,hell::A,aydın,luminos
747,dunkel::A,qaranlıq,obscur
748,dunkel::A,qaranlıq,întunecos
749,schwarz::A,qara,negru
750,weiß::A,ağ,alb
751,rot::A,qırmızı,roșu
752,gelb::A,sarı,galben
753,blau::A,göy,albastru
754,blau::A,mavi,albastru
755,grün::A,yaşıl,verde
756,grau::A,boz,gri
757,grau::A,boz,cenușiu
758,bunt::A,əlvan,colorat
759,bunt::A,rəngli,colorat
760,billig::A,ucuz,ieftin
761,teuer::A,bahalı,scump
762,wertvoll::A,qiymətli,prețios
763,blind::A,kor,orb
764,taub::A,kar,surd
765,kräftig::A,güclü,tare
766,kräftig::A,güclü,forte
767,kräftig::A,güclü,robust
768,stark::A,qüvvətli,viguros
769,stark::A,qüvvətli,puternic
770,schwach::A,zəif,slab
771,schwach::A,zəif,debil
772,schwach::A,gücsüz,slab
773,schwach::A,gücsüz,debil
774,fett::A,şişman,gras
775,schlank::A,zərif,zvelt
776,hübsch::A,göyçək,drăguț
777,böse::A,fəna,rău
778,böse::A,fəna,răutăcios
779,dumm::A,axmaq,nerod
780,dumm::A,axmaq,tâmpit
781,faul::A,tənbəl,leneș
782,fleißig::A,çalışqan,harnic
783,fleißig::A,çalışqan,sârguincios
784,geizig::A,xəsis,calic
785,geizig::A,xəsis,zgârcit
786,klug::A,ağıllı,isteț
787,klug::A,ağıllı,deștept
788,geschickt::A,bacarıqlı,dibaci
789,lieb::A,əziz,drag
790,lieb::A,əziz,iubit
791,lieb::A,sevimli,drag
792,lieb::A,sevimli,iubit
793,lustig::A,məzəli,vesel
794,lustig::A,gülməli,vesel
795,sanft::A,mülayim,blând
796,sanft::A,mülayim,blajin
797,hungrig::A,ac,flămând
798,krank::A,xəstə,bolnav
799,nackt::A,çılpaq,gol
800,traurig::A,qəmgin,trist
801,traurig::A,qəmgin,mâhnit
802,traurig::A,kədərli,trist
803,traurig::A,kədərli,mâhnit
804,lebendig::A,canlı,viu
805,gut::A,yaxşı,bun
806,schlecht::A,pis,rău
807,schlecht::A,pis,prost
808,richtig::A,doğru,drept
809,richtig::A,doğru,corect
810,schlimm::A,fəna,rău
811,wahr::A,gərçək,adevărat
812,alt::A,əski,uzat
813,alt::A,əski,vechi
814,alt::A,köhnə,uzat
815,alt::A,köhnə,vechi
816,neu::A,yeni,nou
817,ehemalig::A,əvvəlki,fost
818,ehemalig::A,əvvəlki,anterior
819,alt[Lebewesen]::A,qoca,bătrîn
820,jung::A,gənc,tânăr
821,arm::A,kasıb,sărac
