,Concept_ID,kv,br
784,glänzen::V,свиттявны,lugernañ
785,funkeln::V,югйовтлыны,elieniñ
786,funkeln::V,югйӧв-керны,elieniñ
787,lärmen::V,чавзыны,rabotat
788,läuten::V,диньгыны,
789,klingeln::V,силькӧтны,
790,klirren::V,жольӧтны,diridignat
791,klirren::V,жольӧтны,sterlinkañ
792,brausen::V,гуасьны,gwegal
793,rauschen::V,кышӧтны,trouzal
794,klingen::V,горавны,seniñ
795,bellen::V,увтны,harzhal
796,bellen::V,вувтны,harzhal
797,heulen::V,уннявны,yudal
798,blasen::V,пӧлявны,c'hwezhañ
799,pfeifen::V,пиксыны,c'hwitellat
800,schreien::V,айзыны,huchal
801,stöhnen::V,ойзыны,hirvoudiñ
802,stöhnen::V,ружтыны,hirvoudiñ
803,zittern::V,легьявны,krenañ
804,leben::V,овны,bevañ
805,geboren werden::V,шогмыны,genel
806,atmen::V,лолавны,tennañ e anal
807,trinken::V,юны,evañ
808,essen::V,сёйны,debriñ
809,schlucken::V,ньылавны,lonkañ
810,müde werden::V,мыдзны,skuizhañ
811,einschlafen::V,ланьтны,menel kousket
812,schlafen::V,узьны,kousket
813,aufwachen::V,саймыны,dihuniñ
814,aufwachen::V,пальмыны,dihuniñ
815,aufstehen::V,сувтны,sevel
816,sich erholen::V,шоччисьлыны,diskuizhañ
817,krank werden::V,моржитны,klañviñ
818,krank sein::V,шогавны,bezañ klañv
819,krank sein::V,визьӧтны,bezañ klañv
820,schmerzen::V,висьны,skourjezañ
821,husten::V,кашляйтны,pasaat
822,husten::V,кашляйтны,peudal
823,genesen::V,бурдны,pareañ
824,sterben::V,кувны,mervel
825,umkommen::V,вийсьыны,perisañ
826,sich bewegen::V,локны,bouljal
827,sich bewegen::V,ветлӧтны,bouljal
828,sich rühren::V,вӧрзьӧтчыны,fiñval
829,sich erheben::V,сувтны,sevel
830,sich setzen::V,пуксьыны,azezañ
831,sich setzen::V,пуксьыны,mont en e goazez
832,hinfallen::V,пӧрласьны,kouezhañ
833,laufen::V,мунны,redek
834,schreiten::V,тальччавны,kerzhet
835,spazierengehen::V,котрасьны,pourmen
836,eilen::V,тэрмасьны,hastañ
837,sich beeilen::V,тэрмасьны,hastañ
838,sausen::V,вирдавны-котӧртны,karzhañ
839,springen::V,чеччавны,lammat
840,klettern::V,кышасьны,krimpat
841,schaukeln::V,чурликасьны,brañsellat
842,kriechen::V,кыскасьны-мунны,skrampañ
843,schwimmen::V,вартчыны,neuial
844,tauchen::V,сунгисьны ваӧ,splujañ
845,rudern::V,сынны,roeñvat
846,fahren::V,мунны,kas
847,fahren::V,мунны,bleniañ
848,fliegen::V,лэбавны,nijal
849,gehen::V,мунны,mont
850,weggehen::V,мунны,mont kuit
851,abfahren::V,иньдӧтчыны,mont kuit
852,abfahren::V,мунны,mont kuit
853,anhalten::V,сувтны,chom a-sav
854,hineingehen::V,пырны,monet e-barzh
855,eintreten::V,пырны,monet e-barzh
856,kommen::V,локны,dont
857,ankommen::V,локны,erruout
858,zurückkommen::V,бертны,addonet
859,zurückkommen::V,панӧвтсьыны,addonet
860,bleiben::V,кольччыны,chom
861,warten::V,видзчисьны,gortoz
862,erwarten::V,видзчисьны,gortoz
863,suchen::V,кошшыны,klask
864,finden::V,адззыны,kavout
865,versuchen::V,пондыны,klask
866,versuchen::V,пондӧтны,klask
867,vorbereiten::V,лӧсьӧтны,aozañ
868,lieben::V,милуйтны,karout
869,mögen::V,радейтны,karout
870,lachen::V,серавны,c'hoarzin
871,rühren::V,сьӧлӧм вӧрзьӧтны,tenerañ
872,weinen::V,горзыны,gouelañ
873,schimpfen::V,видчыны,krozal
874,sich ärgern::V,лёкавны,fachañ
875,sich ärgern::V,лёкавны,en em fachañ
876,sich fürchten::V,повны,
877,fürchten::V,повны,
878,fliehen::V,пышшыны,tec'het
879,flüchten::V,пышшыны,tuzañ
880,sehen::V,адззыны,gwelet
881,anschauen::V,видзӧтны,sellout ouzh
882,ansehen::V,видзӧтны,sellout ouzh
883,hören::V,кывны,klevet
884,zuhören::V,кывзыны,selaou
885,probieren::V,пешлыны,blasa
886,riechen::V,дукавны,klevet
887,fühlen::V,кывны,santout
888,scheinen::V,декуйтчыны,diskouez bezañ
889,zu sehen sein::V,тыдавны,bezañ gwelus
890,vernehmen::V,тӧдмавны,merzhañ
891,frieren::V,гегдыны,anoued
892,tun::V,керны,ober
893,können::V,вермыны,gouzout
894,wollen::V,мӧдны,fellout da
895,wollen::V,мӧдны,kaout c'hoant da
896,anfangen::V,петны,kregiñ
897,beenden::V,ештӧтны,achuiñ
898,beenden::V,керыштны,achuiñ
899,aufhören::V,дугдыны,paouez
900,gelingen::V,шогмыны,
901,geraten::V,мыччисьны,
902,öffnen::V,осьтны,digeriñ
903,schließen::V,пӧднавны,serriñ
904,stellen::V,сувтӧтны,lakaat
905,setzen::V,пуксьӧтны,lakaat
906,legen::V,пуктыны,lakaat
907,berühren::V,вӧрзьӧтны,touch
908,verbinden::V,йитны,eren
909,bedecken::V,вевттьыны,goloiñ
910,aufhängen::V,ӧшӧтны,istribilhañ
911,anzünden::V,ӧзтыны,alumiñ
912,anzünden::V,ӧзтыны,c'hwezzañ
913,aufheben::V,лэбтыны,dastum
914,zurücklassen::V,кольны,lezel
915,verlieren::V,ӧштыны,koll
916,fallen lassen::V,уськӧтны,laoskel
917,fallen lassen::V,уськӧтны,lezel da gouezhel
918,machen::V,керны,ober
919,herstellen::V,вӧчны,fardañ
920,bauen::V,строитны,sevel
921,reparieren::V,вочны,adaozañ
922,verbessern::V,бурсьӧтны,gwellaat
923,ändern::V,вежны,cheñch
924,graben::V,гарйыны,kleuzañ
925,beugen::V,кусіньтны,plegañ
926,biegen::V,чукыльтыштны,krommañ
927,drehen::V,бергӧтны,treiñ
928,wenden::V,бергӧтны,treiñ
929,umdrehen::V,бергӧтны,treiñ
930,heben::V,лэбтыны,sevel
931,hochheben::V,лэбтыны,sevel
932,ergreifen::V,кватитны,kemer
933,halten::V,видзны,dalc'hen
934,drücken::V,личкыны,bountañ
935,schieben::V,тойлавны,poulzañ
936,kratzen::V,шаркӧтны,skrabat
937,lecken::V,нювны,lipat
938,beißen::V,йирны,kregiñ
939,abreißen::V,орӧтны,diframmañ
940,abschneiden::V,шӧрыштны,troc'hañ
941,abschneiden::V,вундыштны,troc'hañ
942,binden::V,гӧрдззыны,stagañ
943,stecken::V,мӧртны,sankañ
944,brechen::V,жугдыны,darnaouiñ
945,klopfen::V,зукӧтны,skoiñ
946,hauen::V,желльыны,dornañ
947,kleben::V,лякӧтны,pegañ
948,reiben::V,зыртны,taravat
949,reiben::V,зыртны,trekiñ
950,streichen::V,мавтны,toazañ
951,schleifen::V,кыскыны,lemmañ
952,schneiden::V,вундавны,troc'hañ
953,rütteln::V,шатлавны,tordorosañ
954,schütteln::V,зыбӧтны,hejañ
955,schwenken::V,ӧвтны,
956,schwenken::V,макайтны,
957,schütten::V,кисьтны,diskargañ
958,füllen::V,тыртны,kargañ
959,füllen::V,тырсьӧтны,kargañ
960,einwickeln::V,тубны,gronnañ
961,tragen::V,новйӧтны,dougen
962,schleppen::V,кыскыны,stlejal
963,ziehen::V,кыскыны,sachañ
964,aufbewahren::V,видзны,miret
965,werfen::V,шентывлыны,teuler
966,fangen::V,кутны,tapañ
967,packen::V,кутасьны,krapat
968,packen::V,кватитны,krapat
969,verstecken::V,дзебны,kuzhat
970,teilen::V,торйӧтны,rannañ
971,schicken::V,иньдыны,kas
972,bringen::V,вайны,degas
973,hinzufügen::V,содтыны,lakat ouzhpenn
974,bekommen::V,получитны,kaout
975,erhalten::V,получитны,kaout
976,nehmen::V,босьтны,kemer
977,wählen::V,бӧрйыны,choaz
978,auswählen::V,бӧрйыны,dibab
979,bewahren::V,видзны,mirout
980,behindern::V,падтыны,diaezañ
981,verderben::V,изводавны,lovrañ
982,beschädigen::V,паздыны,gwallegañ
983,zerbrechen::V,паздыны,torriñ
984,zerreißen::V,косявны,diroegiñ
985,zerstören::V,паздыны,distrujañ
986,verbrennen::V,сотны,deviñ
987,geben::V,сетны,reiñ
988,reichen::V,сетны,
989,schenken::V,козьнавны,donezonañ
990,versprechen::V,кӧсйыны,prometiñ
991,wünschen::V,бурсьыны,hetiñ
992,loben::V,ошкыны,feurmiñ
993,küssen::V,окавны,pokat
994,wiegen::V,тюттьӧтны,pouezañ
995,zudecken::V,вевттьыны,goloiñ
996,wecken::V,саймӧтны,dihuniñ
997,zeigen::V,мыччавны,diskouez
998,führen::V,нуӧтны,kas
999,lehren::V,велӧтны,deskiñ
1000,unterrichten::V,велӧтны,kelenn
1001,aufziehen::V,быдтыны,
1002,leiten::V,юравны,bleinañ
1003,leiten::V,веськӧтлыны,bleinañ
1004,antreiben::V,тэрмӧтны,poulzañ
1005,lassen::V,-ӧтыны,leuskel
1006,einladen::V,корны,pediñ
1007,vereinigen::V,ӧтувтны,unisañ
1008,vereinigen::V,ӧтлаавны,unisañ
1009,besuchen::V,пыравлыны,gweladenniñ
1010,treffen::V,пантавны,kejal
1011,treffen::V,пантавны,ankontrañ
1012,sich versammeln::V,ӧксьыны,bodennañ
1013,spielen::V,орсны,c'hoari
1014,singen::V,сьывны,kanañ
1015,tanzen::V,йӧктыны,dañsal
1016,sich trennen::V,торьясьны,dispartiañ
1017,verlassen::V,кольны,lezel
1018,retten::V,мынтны,saveteiñ
1019,bewachen::V,смекайтны,mesa
1020,schützen::V,дорйыны,diwall
1021,verteidigen::V,дорйыны,difenn
1022,sich schlagen::V,тышкасьны,lopañ
1023,schießen::V,лыйны,
1024,siegen::V,вермыны,trec'hiñ
1025,ärgern::V,лӧгӧтны,hegasiñ
1026,schlagen::V,базнитны,skeiñ
1027,treten::V,чужьявны,botaouiñ
1028,stechen::V,бытшкыны,pikat
1029,stoßen::V,тапкыны,stokañ
1030,stoßen::V,тойыштны,stokañ
1031,stehlen::V,гусявны,laerezh
1032,stören::V,костіавны,direnkañ
1033,belästigen::V,назыляйтны,dregasiñ
1034,verbergen::V,дзебны,skoachañ
1035,täuschen::V,бӧбӧтны,tromplañ
1036,täuschen::V,пӧрьявны,tromplañ
1037,betrügen::V,муклачитны,lorbañ
1038,töten::V,вийны,lazhañ
1039,wohnen::V,овны,bezañ o chom
1040,arbeiten::V,уджавны,labourat
1041,sammeln::V,ӧктыны,dastum
1042,pflücken::V,судзлавны,kuntuilhañ
1043,jagen::V,вӧравны,chaseal
1044,fischen::V,чериавны,pesketa
1045,fassen::V,кутны,pakañ
1046,hüten::V,вердны,geota
1047,hüten::V,йирсьӧтны,geota
1048,treiben::V,вашӧтны,
1049,anbinden::V,кӧртавны,stagañ
1050,füttern::V,вердны,boueta
1051,melken::V,высьтыны,goro
1052,melken::V,чилькӧтны,goro
1053,hacken::V,керавны,difrakal
1054,gießen::V,киськавны,dourañ
1055,reifen::V,кисьмыны,azviñ
1056,zubereiten::V,лӧсьӧтны,keginañ
1057,kochen::V,пуны,poazhañ
1058,backen::V,пӧжавны,fritañ
1059,braten::V,жаритны,rostañ
1060,umrühren::V,соравны,
1061,stricken::V,домавны,stammañ
1062,nähen::V,вурны,gwriat
1063,färben::V,краситны,livañ
1064,reinigen::V,весӧтны,naetañ
1065,waschen::V,пеславны,gwalc'hiñ
1066,abwischen::V,чышкыны,torchañ
1067,spülen::V,гывьявны,disgwalc'hiñ
1068,fegen::V,чышкыны,skubañ
1069,kehren::V,чышкыны,skubañ
1070,baden::V,купайтчыны ,kouronkañ
1071,sich waschen::V,миссьыны,en em walc'hiñ
1072,ausziehen::V,гыжтӧтны,
1073,ausziehen::V,пӧрччавны,
1074,anziehen::V,пасьтавны,
1075,sich anziehen::V,пасьтасьны,gwiskañ
1076,kämmen::V,сынавны,kribat
1077,schmücken::V,баситны,kinklañ
1078,sagen::V,висьтавны,larêt
1079,sagen::V,висьтавны,lavaret
1080,sprechen::V,шуны,komz
1081,reden::V,баитны,kaozeal
1082,sich unterhalten::V,сёрнитны,balbotal
1083,fragen::V,юавны,goulenn
1084,bitten::V,корны,goulenn
1085,erzählen::V,висьтавны,kontañ
1086,mitteilen::V,висьтавны,kemenn
1087,nennen::V,нимтны,anviñ
1088,rufen::V,китсавны,gelver
1089,rufen::V,корны,gelver
1090,rufen::V,чукӧстны,gelver
1091,prahlen::V,ошшасьны,fougeal
1092,übersetzen::V,вуджӧтны,treiñ
1093,denken::V,чайтны,soñjal
1094,glauben::V,веритны,krediñ
1095,bemerken::V,казявны,apresevañ
1096,erkennen::V,тӧдсавны,anavout
1097,begreifen::V,вежӧртны,meizañ
1098,verstehen::V,кывны,kompren
1099,lernen::V,велӧтчыны,deskiñ
1100,wissen::V,тӧдны,gouzout
1101,sich erinnern an::V,касьтывны,kaout soñj e
1102,vergessen::V,вунӧтны,ankouaat
1103,messen::V,меряйтны,muzuliañ
1104,zählen::V,лыддьыны,kontañ
1105,rechnen::V,лыддьыны,jedañ
1106,lesen::V,лыддьӧтны,lenn
1107,zeichnen::V,гижмавны,tresañ
1108,schreiben::V,гижны,skrivañ
1109,besitzen::V,лоны,kaout
1110,kaufen::V,небны,prenañ
1111,verkaufen::V,вузавны,gwerzhañ
1112,bezahlen::V,вештыны,paeañ
1113,zahlen::V,вештыны,paeañ
1114,ertragen::V,терпитны,anduriñ
1115,Insel::N,,enez
1116,Menge::N,,bern
1117,Gewalt::N,,tâerder
1118,Alter::N,,oad
1119,richtig::A,,reizh
1120,wahr::A,,gwir
1121,berühmt::A,,brudet
1122,allein::ADV,,e-unan
1123,rennen::V,,redek
1124,malen::V,,livañ
1125,beherrschen::V,,mestroniañ
