,Concept_ID,ba,en
812,schreien::V,ҡысҡырыу,shout
813,stöhnen::V,уңғырашыу,groan
814,zittern::V,ҡалтырау,tremble
815,leben::V,йәшәү,be alive
816,geboren werden::V,тыуыу,be born
817,atmen::V,тын алыү,breathe
818,trinken::V,эсеү,drink
819,essen::V,ашау,eat
820,schlucken::V,йотоу,swallow
821,müde werden::V,арыу,get tired
822,einschlafen::V,йоҡлап китеү,fall asleep
823,schlafen::V,йоҡлау,sleep
824,aufwachen::V,уяныу,wake up
825,aufstehen::V,тороу,get up
826,sich erholen::V,ял итеү,relax
827,krank werden::V,сирләү,fall ill
828,krank sein::V,сирләү,be ill
829,schmerzen::V,ауыртыу,ache
830,husten::V,йүтәлләү,cough
831,genesen::V,һауығыу,recover
832,sterben::V,үлеү,die
833,umkommen::V,һәләк булыу,perish
834,sich bewegen::V,хәрәкәт итеү,move
835,sich rühren::V,ҡуҙғалыу,budge
836,sich erheben::V,тороу,stand up
837,sich setzen::V,ултырыу,sit down
838,hinfallen::V,ҡолау,tumble
839,laufen::V,йөрөү,walk
840,schreiten::V,атлау,pace
841,spazierengehen::V,ял итеп йороү,go for a walk
842,eilen::V,ашығыу,rush
843,eilen::V,ҡабаланыу,rush
844,sich beeilen::V,ашығыу,hurry
845,sich beeilen::V,ҡабаланыу,hurry
846,sausen::V,елеү,dash
847,rennen::V,йүгеп йөрөү,run
848,springen::V,һикереү,jump
849,klettern::V,үрмәләү,climb
850,klettern::V,үрмәләп менеү,climb
851,schaukeln::V,сайҡалыу,seesaw
852,kriechen::V,шыуышыу,creep
853,schwimmen::V,йоҙөү,swim
854,tauchen::V,сумыу,dive
855,rudern::V,ишеү,row
856,fahren::V,йөрөү,drive
857,fliegen::V,осоу,fly
858,gehen::V,барыу,go
859,weggehen::V,китеү,go away
860,abfahren::V,сығыу,depart
861,anhalten::V,тукталыу,stop
862,hineingehen::V,инеү,go in
863,eintreten::V,инеү,enter
864,kommen::V,килеү,come
865,ankommen::V,килеү,arrive
866,zurückkommen::V,ҡайтыу,come back
867,bleiben::V,ҡалыу,stay
868,warten::V,көтөп тороу,wait
869,erwarten::V,көтөү,wait for
870,suchen::V,эҙләү,seek
871,suchen::V,эҙләү,look for
872,finden::V,табыу,find
873,versuchen::V,тырышып ҡарау,try
874,vorbereiten::V,әҙерләү,prepare
875,lieben::V,яратыу,love
876,mögen::V,һөйөү,like
877,mögen::V,яратыу,like
878,lachen::V,көлөү,laugh
879,rühren::V,ҡағылыу,move
880,weinen::V,илау,weep
881,schimpfen::V,һүгенеү,grumble
882,schimpfen::V,тиргәнеү,grumble
883,schimpfen::V,һуҡраныу,grumble
884,sich ärgern::V,асыуланыу,be annoyed
885,sich fürchten::V,ҡурҡыу,be afraid
886,fürchten::V,ҡурҡыу,be afraid of
887,fliehen::V,ҡасыу,flee
888,flüchten::V,ҡасыу,escape
889,sehen::V,күреү,see
890,anschauen::V,ҡарау,look at
891,ansehen::V,ҡарау,watch
892,ansehen::V,тикшереү,watch
893,hören::V,ишетеү,hear
894,zuhören::V,тыңлау,listen
895,probieren::V,татыу,taste
896,riechen::V,еҫкәү,smell
897,fühlen::V,тойоу,feel
898,scheinen::V,кеүек күренеү,seem
899,scheinen::V,тойолоу,seem
900,zu sehen sein::V,күренеү,show
901,vernehmen::V,ишетеү,hear
902,frieren::V,туңыү,be cold
903,tun::V,яһау,do
904,tun::V,әшләү,do
905,können::V,алыу,can
906,können::V,мөмкин булыу,can
907,wollen::V,теләү,want
908,anfangen::V,башлау,start
909,beenden::V,бөтөрөү,finish
910,beenden::V,тамамлау,finish
911,aufhören::V,туктау,stop
912,gelingen::V,уңышлы булыу,succeed
913,geraten::V,булып сығыу,turn out
914,öffnen::V,асыу,open
915,schließen::V,йомоу,close
916,stellen::V,ҡуйыу,put
917,setzen::V,урынлаштырыу,place
918,legen::V,һалыу,lay
919,berühren::V,тейеү,touch
920,berühren::V,ҡағылыу,touch
921,verbinden::V,ҡушыу,connect
922,verbinden::V,бәйләү,connect
923,bedecken::V,ҡаплау,cover
924,aufhängen::V,элеү,hang up
925,anzünden::V,тоҡандырыу,light
926,aufheben::V,мендереү,pick up
927,zurücklassen::V,ҡалдырыу,leave
928,verlieren::V,юғалтыу,lose
929,fallen lassen::V,төшөрөп ебәреү,drop
930,machen::V,яһау,make
931,machen::V,эшләү,make
932,herstellen::V,эшләп сығарыу,produce
933,bauen::V,төҙөү,build
934,reparieren::V,төҙәтеү,mend
935,verbessern::V,яҡшыртыу,improve
936,ändern::V,үҙгәртеү,alter
937,graben::V,ҡаҙыу,dig
938,beugen::V,бөгөү,bow
939,biegen::V,бөгөү,bend
940,drehen::V,өйрөлтөү,spin
941,drehen::V,әйләндереү,spin
942,wenden::V,әйләндереү,turn
943,umdrehen::V,түңкәреү,turn around
944,heben::V,күтәреү,raise
945,heben::V,мендереү,raise
946,hochheben::V,күтәреү,lift
947,ergreifen::V,тотоп алыу,seize
948,halten::V,тотоу,hold
949,drücken::V,ҡыҫыу,press
950,schieben::V,этеү,push
951,schieben::V,төртөү,push
952,kratzen::V,ҡырыу,scrape
953,lecken::V,ялау,lick
954,beißen::V,тешләү,bite
955,abreißen::V,өҙөү,tear off
956,abschneiden::V,ҡырҡыу,cut off
957,binden::V,бәйләү,tie
958,stecken::V,ҡаҙау,stick
959,brechen::V,боҙоу,break
960,klopfen::V,шаҡылдау,knock
961,hauen::V,туҡмау,hit
962,kleben::V,йәбештереү,glue
963,reiben::V,ыуыу,rub
964,reiben::V,ышҡыу,rub
965,streichen::V,яғыу,spread
966,schleifen::V,үткерләү,grind
967,schneiden::V,ҡырҡыу,cut
968,rütteln::V,һелкетеү,jolt
969,schütteln::V,һелкетеү,shake
970,schwenken::V,болғау,swing
971,schütten::V,ҡойоу,pour
972,füllen::V,тултырыу,fill
973,einwickeln::V,төрөү,wrap
974,tragen::V,алып барыу,carry
975,schleppen::V,һөйрәү,drag
976,ziehen::V,тартыу,pull
977,aufbewahren::V,һаҡлау,keep
978,werfen::V,ырғытыу,throw
979,fangen::V,тотоу,catch
980,packen::V,етеү,grab
981,packen::V,тотоп алыу,grab
982,verstecken::V,йәшереү,hide
983,teilen::V,бүлеү,divide
984,schicken::V,ебәреү,send
985,bringen::V,килтереү,bring
986,hinzufügen::V,өтәү,add
987,bekommen::V,алыу,get
988,erhalten::V,алыу,receive
989,nehmen::V,алыу,take
990,wählen::V,һайлаү,choose
991,auswählen::V,һайлап алыу,select
992,bewahren::V,һаҡлау,preserve
993,behindern::V,тотҡарлыҡ яһау,hinder
994,verderben::V,боҙоу,spoil
995,beschädigen::V,боҙоу,damage
996,zerbrechen::V,ҡыйратыу,break
997,zerreißen::V,йыртыу,tear
998,zerstören::V,емереү,destroy
999,verbrennen::V,үртәү,burn
1000,geben::V,биреү,give
1001,reichen::V,биреү,hand
1002,schenken::V,бүләк итеү,give
1003,versprechen::V,вәғәҙә биреү,promise
1004,wünschen::V,теләу,wish
1005,loben::V,маҡтау,praise
1006,küssen::V,үбеү,kiss
1007,wiegen::V,бәүетеү,rock
1008,wiegen::V,тирбәтеү,rock
1009,zudecken::V,ҡаплау,cover
1010,wecken::V,уятыу,wake
1011,zeigen::V,күрһәтеү,show
1012,führen::V,етәкләү,guide
1013,lehren::V,уҡытыу,teach
1014,lehren::V,өйрәтеү,teach
1015,unterrichten::V,уҡытыу,instruct
1016,aufziehen::V,тәрбиәле,bring up
1017,leiten::V,етәкләү,lead
1018,leiten::V,етәкселек итеү,lead
1019,antreiben::V,ашыҡтырыу,urge
1020,lassen::V,мәжбүр итеү,let
1021,einladen::V,саҡырыу,invite
1022,vereinigen::V,берләштереү,unite
1023,besuchen::V,килеп сығыу,visit
1024,treffen::V,тойоү,meet
1025,treffen::V,осратыу,meet
1026,treffen::V,ҡаршылау,meet
1027,sich versammeln::V,йыйылыу,assemble
1028,spielen::V,тартыу,play
1029,singen::V,йырлау,sing
1030,tanzen::V,бейеү,dance
1031,sich trennen::V,айырылышыу,separate
1032,verlassen::V,ташлау,leave
1033,verlassen::V,ташлап китеү,leave
1034,retten::V,ҡотҡарыу,rescue
1035,bewachen::V,һаҡлау,guard
1036,schützen::V,һаҡлау,protect
1037,verteidigen::V,яҡлау,defend
1038,sich schlagen::V,һуғышыу,brawl
1039,schießen::V,атыу,shoot
1040,siegen::V,еңеү,win
1041,ärgern::V,асыуландырыу,annoy
1042,schlagen::V,бәреү,beat
1043,schlagen::V,туҡмау,beat
1044,treten::V,тибеү,kick
1045,treten::V,типкеләү,kick
1046,stechen::V,сәнсеү,sting
1047,stoßen::V,этеү,shove
1048,stoßen::V,төртөү,shove
1049,stehlen::V,урлау,steal
1050,stören::V,ҡамасаулау,disturb
1051,belästigen::V,бимазалау,bother
1052,belästigen::V,ҡамасаулау,bother
1053,verbergen::V,йәшереү,conceal
1054,täuschen::V,ултыртыу,deceive
1055,betrügen::V,алдау,cheat
1056,töten::V,үлтереү,kill
1057,wohnen::V,йәшәү,dwell
1058,arbeiten::V,эшләү,work
1059,sammeln::V,йыйыу,gather
1060,pflücken::V,өҙөү,pick
1061,jagen::V,аулау,hunt
1062,fischen::V,аулау,fish
1063,fassen::V,тотоу,catch
1064,hüten::V,көтөү,herd
1065,treiben::V,ҡыуыу,drive
1066,anbinden::V,бәйләү,tie up
1067,füttern::V,ашатыу,feed
1068,melken::V,һауыү,milk
1069,hacken::V,турау,chop
1070,hacken::V,тапау,chop
1071,gießen::V,ҡойоу,water
1072,reifen::V,өлғөрөү,ripen
1073,zubereiten::V,бешереү,cook
1074,kochen::V,бешереү,boil
1075,backen::V,бешереү,bake
1076,braten::V,ҡурыу,fry
1077,umrühren::V,ҡатнаштырыу,stir
1078,stricken::V,бәйләү,knit
1079,nähen::V,тегеү,sew
1080,färben::V,буяу,dye
1081,reinigen::V,таҙартыу,clean
1082,waschen::V,йыуыу,wash
1083,abwischen::V,һөртөү,wipe
1084,spülen::V,сайҡау,rinse
1085,fegen::V,һепереү,sweep
1086,kehren::V,һепереү,sweep
1087,baden::V,һыу инеү,bath
1088,sich waschen::V,йыуыныу,wash
1089,ausziehen::V,сисеү,take off
1090,anziehen::V,кейеү,put on
1091,sich anziehen::V,кейенеү,get dressed
1092,kämmen::V,тарау,comb
1093,schmücken::V,биҙәү,decorate
1094,sagen::V,әйтеү,say
1095,sprechen::V,әйтеү,speak
1096,sprechen::V,һөйләшеү,speak
1097,reden::V,һөйләшеү,talk
1098,sich unterhalten::V,әңгәмәләшеү,chat
1099,fragen::V,һорау,ask
1100,bitten::V,үтенеү,request
1101,erzählen::V,һөйләү,tell
1102,mitteilen::V,әйтеү,convey
1103,nennen::V,атау,name
1104,nennen::V,исемләү,name
1105,rufen::V,саҡырыу,call
1106,prahlen::V,маҡтаныу,brag
1107,prahlen::V,шапырыныу,brag
1108,übersetzen::V,тәржемә итеү,translate
1109,denken::V,уйлау,think
1110,glauben::V,ышаныу,believe
1111,bemerken::V,күреү,notice
1112,erkennen::V,таныу,recognize
1113,begreifen::V,аңлау,grasp
1114,verstehen::V,аңлау,understand
1115,lernen::V,өйрәнеү,learn
1116,wissen::V,белеү,know
1117,sich erinnern an::V,хәтергә алыу,remember
1118,vergessen::V,онотоу,forget
1119,messen::V,үлсәү,measure
1120,zählen::V,һанау,count
1121,rechnen::V,һанау,calculate
1122,lesen::V,уҡыу,read
1123,malen::V,һүрәт яһау,paint
1124,malen::V,рәсем төшөрөү,paint
1125,zeichnen::V,һүрәт яһау,draw
1126,zeichnen::V,рәсем төшөрөү,draw
1127,schreiben::V,яҙыу,write
1128,besitzen::V,биләү,own
1129,kaufen::V,һатып алыу,buy
1130,verkaufen::V,һатыу,sell
1131,bezahlen::V,түләү,pay for
1132,zahlen::V,түләү,pay
1133,beherrschen::V,биләү,rule
1134,ertragen::V,түҙеү,endure
