,Concept_ID,ca,bg
187,Vogel::N,ocēll,птица
188,Schwarm::N,bandada,рой
189,Schwarm::N,bandada,рояк
190,Huhn::N,gallina,кокошка
191,Hahn::N,gall,петел
192,Gans::N,oca,гъска
193,Adler::N,àguila,орел
194,Ente::N,ànec,патица
195,Eule::N,òliba,сова
196,Eule::N,mussol,сова
197,Kranich::N,grua,жерав
198,Krähe::N,cornella,врана
199,Kuckuck::N,cucut,кукувица
200,Schwan::N,cigne,лебед
201,Fisch::N,peix,риба
202,Barsch::N,perca,костур
203,Hecht::N,lluç,щука
204,Schlange[Tier]::N,serp,змия
205,Wurm::N,cuc,червей
206,Spinne::N,aranya,паяк
207,Ameise::N,formiga,мравка
208,Laus::N,poll,въшка
209,Mücke::N,mosquit,комар
210,Fliege::N,mosca,муха
211,Schmetterling::N,papallona,пеперуда
212,Beere::N,baia,плод
213,Apfel::N,poma,ябълка
214,Pilz::N,bolet,гъба
215,Zwiebel::N,ceba,лук
216,Zwiebel::N,ceba,кромид
217,Saat::N,sembra,семе
218,Korn::N,gra,зърно
219,Heu::N,fenc,сено
220,Schale::N,closca,кора
221,Grube::N,sot,яма
222,Grube::N,sot,дупка
223,Grube::N,clot,яма
224,Grube::N,clot,дупка
225,Falle::N,trampa,примка
226,Schlinge::N,baga,клуп
227,Spur::N,traça,диря
228,Spur::N,traça,следа
229,Asche::N,cendra,пепел
230,Dreck::N,llot,кал
231,Eisen::N,ferro,желязо
232,Gold::N,or,злато
233,Silber::N,plata,сребро
234,Kohle::N,carbó,въглища
235,Glas::N,vidre,стъкло
236,Lehm::N,fang,глина
237,Lehm::N,argila,глина
238,Sand::N,arena,пясък
239,Mensch::N,humà,човек
240,Mensch::N,persona,човек
241,Mann::N,home,мъж
242,Frau::N,dona,жена
243,Kind::N,nen,дете
244,Junge::N,noi,момче
245,Mädchen::N,noia,момиче
246,Familie::N,família,фамилия
247,Familie::N,família,семейство
248,Großvater::N,avi,дядо
249,Großmutter::N,àvia,баба
250,Eltern::N,pares,родители
251,Vater::N,pare,баща
252,Mutter::N,mare,майка
253,Sohn::N,fill,син
254,Tochter::N,filla,дъщеря
255,Bruder::N,germà,брат
256,Schwester::N,germana,сестра
257,Onkel::N,oncle,чичо
258,Onkel::N,oncle,вуйчо
259,Tante::N,tia,леля
260,Ehemann::N,espòs,съпруг
261,Ehefrau::N,muller,съпруга
262,Freude::N,goig,радост
263,Freude::N,alegria,радост
264,Gelächter::N,riallada,смях
265,Glück::N,felicitat,щастие
266,Kummer::N,pena,тъга
267,Wunsch::N,desig,желание
268,Lust::N,ganes,желание
269,Geist::N,ment,дух
270,Geist::N,esperit,дух
271,Gedanke::N,pensament,мисъл
272,Gedächtnis::N,memòria,памет
273,Verstand::N,raó,ум
274,Verstand::N,raó,разум
275,Verstand::N,seny,ум
276,Verstand::N,seny,разум
277,Sinn::N,solta,смисъл
278,Sinn::N,sentit,смисъл
279,Grund::N,raó,причина
280,Grund::N,causa,причина
281,Wahrheit::N,veritāt,правда
282,Gespräch::N,conversa,разговор
283,Märchen::N,conte,приказка
284,Erzählung::N,narració,разказ
285,Nachricht::N,missatge,вест
286,Nachricht::N,missatge,известие
287,Neuigkeit::N,novetat,новина
288,Name::N,nom,име
289,Rätsel::N,endevinalla,гатанка
290,Rede::N,discurs,реч
291,Rede::N,discurs,слово
292,Sprache::N,llēngua,език
293,Stimme::N,veu,глас
294,Wort::N,mot,дума
295,Wort::N,paraula,дума
296,Zeichen::N,signe,знак
297,Zeichen::N,senyal,знак
298,Ruf::N,crida,зов
299,Lärm::N,sorōll,шум
300,Lärm::N,sorōll,глъчка
301,Laut::N,so,звук
302,Ton::N,to,тон
303,Lied::N,cançó,песен
304,Ruhe::N,calma,тишина
305,Ruhe::N,calma,спокойствие
306,Ruhe::N,silenci,тишина
307,Ruhe::N,silenci,спокойствие
308,Leute::N,gent,хора
309,Volk::N,poble,народ
310,Arbeit::N,labor,труд
311,Arbeit::N,labor,работа
312,Arbeit::N,treball,труд
313,Arbeit::N,treball,работа
314,Gast::N,hoste,гост
315,Geschenk::N,regal,дар
316,Geschenk::N,regal,подарък
317,Geschenk::N,obsequi,дар
318,Geschenk::N,obsequi,подарък
319,Spiel::N,joc,игра
320,Gesellschaft::N,companyia,общество
321,Hilfe::N,ajut,помощ
322,Freund::N,amīc,приятел
323,Kamerad::N,company,другар
324,Kamerad::N,camarada,другар
325,Angelegenheit::N,afer,работа
326,Angelegenheit::N,assumpte,работа
327,Anzahl::N,nombre,брой
328,Anzahl::N,nombre,количество
329,Anzahl::N,quantitat,брой
330,Anzahl::N,quantitat,количество
331,Art::N,tipus,вид
332,Art::N,classe,вид
333,Stück::N,peça,къс
334,Stück::N,peça,парче
335,Teil::N,part,дял
336,Teil::N,part,част
337,Hälfte::N,meitat,половина
338,Kreis::N,cercle,кръг
339,Kreuz::N,creu,кръст
340,Linie::N,línia,черта
341,Strich::N,traç,щрих
342,Strich::N,traç,черта
343,Strich::N,ratlla,щрих
344,Strich::N,ratlla,черта
345,Abstand::N,distància,дистанция
346,Abstand::N,distància,разстояние
347,Entfernung::N,distància,разстояние
348,Gegend::N,regió,местност
349,Gegend::N,contrada,местност
350,Platz::N,cabuda,място
351,Ort::N,lloc,място
352,Seite::N,banda,страна
353,Seite::N,costāt,страна
354,Mitte::N,mig,среда
355,Mitte::N,centre,среда
356,Gegenstand::N,objecte,предмет
357,Sache::N,cosa,вещ
358,Rand::N,vora,ръб
359,Rand::N,marge,ръб
360,Kante::N,caire,ръб
361,Kante::N,caire,кант
362,Kante::N,cantell,ръб
363,Kante::N,cantell,кант
364,Ecke::N,cantonada,ъгъл
365,Spitze::N,punta,връх
366,Spitze::N,punta,острие
367,Ende::N,cap,край
368,Loch::N,forāt,дупка
369,Winkel::N,racó,кът
370,Winkel::N,racó,ъгъл
371,Muster::N,dibuix,десен
372,Muster::N,dibuix,образец
373,Muster::N,disseny,десен
374,Muster::N,disseny,образец
375,Größe::N,grandària,големина
376,Länge::N,longitud,дължина
377,Höhe::N,altura,висота
378,Höhe::N,altura,височина
379,Höhe::N,altitud,висота
380,Höhe::N,altitud,височина
381,Gewicht::N,pes,тегло
382,Gewicht::N,pes,тежест
383,Menge::N,quantitat,количество
384,Haufen::N,pila,куп
385,Haufen::N,pila,грамада
386,Reihe::N,fila,ред
387,Reihe::N,fila,редица
388,Boot::N,bot,лодка
389,Boot::N,barca,лодка
390,Ruder::N,rem,весло
391,Ruder::N,rem,гребло
392,Schlitten::N,trineu,шейна
393,Ski::N,esquí,ски
394,Lagerfeuer::N,foc de campament,огнище
395,Last::N,càrrega,товар
396,Gang::N,marxa,ход
397,Gang::N,marxa,вървеж
398,Schritt::N,pas,стъпка
399,Norden::N,nord,север
400,Süden::N,sud,юг
401,Westen::N,oest,запад
402,Westen::N,occident,запад
403,Osten::N,est,изток
404,Osten::N,orient,изток
405,Holz::N,fusta,дърво
406,Brett::N,taula,дъска
407,Platte::N,placa,
408,Stütze::N,suport,
409,Stange::N,vara,прът
410,Stange::N,vara,върлина
411,Stock::N,pal,прът
412,Stock::N,pal,тояга
413,Stab::N,bastó,прът
414,Rohr::N,tub,цев
415,Rohr::N,tub,тръба
416,Haus::N,casa,къща
417,Heim::N,llar,дом
418,Ofen::N,estufa,печка
419,Fußboden::N,terra,под
420,Tisch::N,taula,маса
421,Stuhl::N,cadira,стол
422,Wiege::N,bressol,люлка
423,Bett::N,llit,легло
424,Bett::N,llit,креват
425,Regal::N,prestatgeria,рафт
426,Regal::N,prestatgeria,етажерка
427,Kiste::N,caixa,кутия
428,Kiste::N,caixa,сандък
429,Fenster::N,finestra,прозорец
430,Tür::N,porta,врата
431,Tor::N,portal,врата
432,Zaun::N,tanca,ограда
433,Dach::N,teulada,покрив
434,Leiter::N,escala,стълба
435,Leiter::N,escala de mà,стълба
436,Besen::N,escombra,метла
437,Spaten::N,pala,лопата
438,Schaufel::N,pala,лопата
439,Gabel::N,forquilla,вилица
440,Löffel::N,cullera,лъжица
441,Messer::N,coltell,нож
442,Nagel::N,clau,гвоздей
443,Netz::N,filat,мрежа
444,Haken::N,ganxo,кука
445,Haken::N,ganxo,закачалка
446,Griff::N,puny,ръчка
447,Griff::N,puny,дръжка
448,Griff::N,mànec,ръчка
449,Griff::N,mànec,дръжка
450,Schloss::N,pany,брава
451,Schloss::N,pany,ключалка
452,Bild::N,imatge,картина
453,Figur::N,figura,фигура
454,Puppe::N,nina,кукла
455,Beutel::N,bossa,кесия
456,Bündel::N,feix,връзка
457,Bündel::N,paquet,връзка
458,Tasche::N,bossa,чанта
459,Eimer::N,galleda,кофа
460,Deckel::N,tapa,капак
461,Deckel::N,tapa,похлупак
462,Deckel::N,tapadora,капак
463,Deckel::N,tapadora,похлупак
464,Geschirr::N,vaixella,съдове
465,Sack::N,sac,чувал
466,Sack::N,saca,чувал
467,Tasse::N,tassa,чаша
468,Topf::N,pot,гърне
469,Topf::N,pot,тенджера
470,Topf::N,olla,гърне
471,Topf::N,olla,тенджера
472,Kessel::N,caldera,котел
473,Essen::N,àpat,ядене
474,Essen::N,menjada,ядене
475,Nahrung::N,aliment,храна
476,Speise::N,plat,ястие
477,Fleisch::N,carn,месо
478,Getreide::N,cereals,зърнено храни
479,Brei::N,puré,каша
480,Brot::N,pa,хляб
481,Scheibe::N,tall,резен
482,Scheibe::N,llesca,резен
483,Fett::N,greix,мазнина
484,Butter::N,mantega,масло
485,Öl::N,oli,олио
486,Öl::N,oli,оливия
487,Salz::N,sal,сол
488,Suppe::N,sopa,супа
489,Honig::N,mel,мед
490,Milch::N,llet,мляко
491,Tee::N,te,чай
492,Leder::N,cuir,кожа
493,Wolle::N,llana,вълна
494,Stoff::N,tela,плат
495,Stoff::N,tela,материал
496,Nadel::N,agulla,игла
497,Faden::N,fil,конец
498,Knopf::N,botó,копче
499,Knoten::N,nus,възел
500,Farbe::N,pintura,боя
501,Kleidung::N,roba,дрехи
502,Kleidung::N,roba,облекло
503,Kleidung::N,vestits,дрехи
504,Kleidung::N,vestits,облекло
505,Hemd::N,camisa,риза
506,Kragen::N,coll,яка
507,Ärmel::N,màniga,ръкав
508,Hose::N,pantalōns,панталони
509,Gürtel::N,cinturó,пояс
510,Gürtel::N,cinturó,колан
511,Mütze::N,gorra,каскет
512,Mütze::N,gorra,фуражка
513,Schuh::N,sabata,обувка
514,Stiefel::N,bota,ботуш
515,Ring::N,anell,пръстен
516,Band::N,veta,лента
517,Band::N,veta,връзка
518,Band::N,cinta,лента
519,Band::N,cinta,връзка
520,Kamm::N,pinta,гребен
521,Spiegel::N,mirāll,огледало
522,Riemen::N,corretja,каиш
523,Riemen::N,corretja,ремък
524,Schnur::N,corda,връв
525,Leine::N,corretja,връв
526,Leine::N,corretja,въже
527,Decke::N,manta,покривка
528,Decke::N,flassada,покривка
529,Kissen::N,coixí,възглавница
530,Tuch::N,mocador,сукно
531,Handtuch::N,tovallola,пешкир
532,Handtuch::N,tovallola,кърпа за лице
533,Kraft::N,força,мощ
534,Kraft::N,força,сила
535,Stärke::N,vigor,сила
536,Gesundheit::N,salut,здраве
537,Krankheit::N,malaltia,болест
538,Schmerz::N,dolor,болка
539,Wunde::N,ferida,рана
540,Fieber::N,febre,треска
541,Fieber::N,febre,температура
542,Arznei::N,medicament,лек
543,Arznei::N,medicament,лекарство
544,Brücke::N,pont,мост
545,Brunnen::N,pou,чешма
546,Brunnen::N,pou,кладенец
547,Weide::N,pastura,паша
548,Weide::N,pastura,пасище
549,Pfad::N,senda,пътека
550,Pfad::N,sender,пътека
551,Weg::N,camí,път
552,Straße::N,carretera,шосе
553,Dorf::N,poble,село
554,Stadt::N,ciutāt,град
555,Brief::N,carta,писмо
556,Buch::N,llibre,книга
557,Buchstabe::N,lletra,буква
558,Zeitung::N,diāri,вестник
559,Leben::N,vida,живот
560,Tod::N,mort,смърт
561,Grab::N,tomba,гроб
562,Kirche::N,església,църква
563,Sünde::N,pecat,грях
564,Gott::N,déu,бог
565,Arbeiter::N,obrer,работник
566,Chef::N,cap,шеф
567,Chef::N,cap,началник
568,Meister::N,mestre,майстор
569,Arzt::N,metge,лекар
570,Lehrer::N,mestre,учител
571,Geld::N,dinērs,пари
572,Geschäft::N,negoci,сделка
573,Laden::N,tenda,дюкян
574,Laden::N,tenda,магазин
575,Laden::N,botiga,дюкян
576,Laden::N,botiga,магазин
577,Preis::N,preu,цена
578,Ware::N,mercaderia,стока
579,Nutzen::N,profit,полза
580,Nutzen::N,profit,облага
581,Reichtum::N,riquesa,богатство
582,Welt::N,món,свят
583,Land::N,país,страна
584,Staat::N,estat,щат
585,Staat::N,estat,държава
586,König::N,rei,крал
587,Macht::N,poder,мощ
588,Macht::N,poder,власт
589,Macht::N,potència,мощ
590,Macht::N,potència,власт
591,Grenze::N,frontera,граница
592,Krieg::N,guerra,война
593,Feind::N,enemic,враг
594,Feind::N,enemic,неприятел
595,Gewalt::N,violència,сила
596,Gewalt::N,violència,насилие
597,Kampf::N,lluita,борба
598,Kampf::N,lluita,сражение
599,Bogen[Waffe]::N,arc,лък
600,Pfeil::N,fletxa,стрела
601,Gewehr::N,fusell,пушка
602,Gewehr::N,escopeta,пушка
603,Fehler::N,falta,грешка
604,Lüge::N,mentida,лъжа
605,Schaden::N,dany,повреда
606,Unglück::N,desgràcia,нещастие
607,Schuld::N,culpa,вина
608,Alter::N,edat,възраст
609,Schluss::N,fi,край
610,Schluss::N,final,край
611,Zeit::N,temps,време
612,Tag::N,dia,ден
613,Morgen::N,matí,утро
614,Morgen::N,matí,сутрин
615,Mittag::N,migdia,обед
616,Mittag::N,migdia,пладне
617,Abend::N,vespre,вечер
618,Nacht::N,nit,нощ
619,Woche::N,setmana,седмица
620,Monat::N,mes,месец
621,Jahr::N,any,година
622,Frühling::N,primavera,пролет
623,Sommer::N,estīu,лято
624,Herbst::N,tardor,есен
625,Winter::N,hivērn,зима
626,Januar::N,gener,януари
627,Februar::N,febrer,февруари
628,März::N,març,март
629,April::N,abril,април
630,Mai::N,maig,май
631,Juni::N,juny,юни
632,Juli::N,juliol,юли
633,August::N,agost,август
634,September::N,setembre,септември
635,Oktober::N,octubre,октомври
636,November::N,novembre,ноември
637,Dezember::N,desembre,декември
638,Montag::N,dilluns,понеделник
639,Dienstag::N,dimarts,вторник
640,Mittwoch::N,dimecres,сряда
641,Donnerstag::N,dijous,четвъртък
642,Freitag::N,divendres,петък
643,Samstag::N,dissabte,събота
644,Sonntag::N,diumenge,неделя
645,groß::A,gros,едър
646,groß::A,gros,голям
647,klein::A,petīt,малък
648,klein::A,petīt,дребен
649,lang::A,llarg,дълъг
650,kurz::A,curt,къс
651,breit::A,ample,широк
652,schmal::A,estret,тесен
653,dicht::A,dens,гъст
654,dick[Gegenstand]::A,gruixūt,дебел
655,dünn::A,prim,тънък
656,fein::A,fi,фин
657,fein::A,fi,тънък
658,fest::A,ferm,твърд
659,fest::A,ferm,плътен
660,fest::A,sòlid,твърд
661,fest::A,sòlid,плътен
662,flach::A,pla,равен
663,flach::A,pla,плосък
664,glatt::A,llis,гладък
665,hart::A,dur,твърд
666,hart::A,dur,корав
667,weich::A,tou,мек
668,rund::A,rodó,кръгъл
669,spitz::A,punxegut,островръх
670,scharf::A,agut,остър
671,stumpf::A,rom,тъп
672,stumpf::A,esmussat,тъп
673,schwer::A,pesāt,тежък
674,schön::A,bonīc,хубав
675,schön::A,bonīc,красив
676,heiß::A,calēnt,жарък
677,warm::A,càlid,топъл
678,kalt::A,fred,студен
679,kühl::A,fresc,хладен
680,frisch::A,fresc,свеж
681,feucht::A,humit,влажен
682,nass::A,mullat,мокър
683,trocken::A,sec,сух
684,voll::A,ple,пълен
685,leer::A,buit,празен
686,offen::A,obert,откровен
687,geschlossen::A,tancat,закрит
688,geschlossen::A,tancat,затворен
689,sauber::A,net,чист
690,schmutzig::A,brut,мръсен
691,roh::A,cru,суров
692,reif::A,madur,зрял
693,lecker::A,deliciós,вкусен
694,süß::A,dolç,сладък
695,bitter::A,amarg,горчив
696,sauer::A,agre,кисел
697,hell::A,clar,ясен
698,hell::A,clar,светъл
699,dunkel::A,fosc,тъмен
700,schwarz::A,negre,черен
701,weiß::A,blanc,бял
702,rot::A,vermēll,червен
703,gelb::A,groc,жълт
704,blau::A,blau,син
705,grün::A,verd,зелен
706,grau::A,gris,сив
707,bunt::A,multicolor,шарен
708,bunt::A,multicolor,пъстър
709,billig::A,barat,евтин
710,teuer::A,car,скъп
711,wertvoll::A,preciós,ценен
712,blind::A,cec,сляп
713,taub::A,sord,глух
714,kräftig::A,fort,силен
715,kräftig::A,vigorós,силен
716,stark::A,fort,здрав
717,stark::A,fort,силен
718,schwach::A,feble,слаб
719,fett::A,gras,тлъст
720,schlank::A,esvelt,тънък
721,schlank::A,esvelt,строен
722,hübsch::A,maco,хубав
723,böse::A,dolent,зъл
724,dumm::A,ximple,глупав
725,dumm::A,estúpid,глупав
726,faul::A,gandūl,ленив
727,faul::A,gandūl,мързелив
728,faul::A,mandrós,ленив
729,faul::A,mandrós,мързелив
730,fleißig::A,diligēnt,прилежен
731,geizig::A,avar,скъпернически
732,klug::A,intel·ligent,умен
733,klug::A,intel·ligent,разумен
734,geschickt::A,hàbil,умел
735,geschickt::A,hàbil,сръчен
736,lieb::A,amat,мил
737,lieb::A,amat,драг
738,lieb::A,estimat,мил
739,lieb::A,estimat,драг
740,lustig::A,alegre,весел
741,sanft::A,suau,нежен
742,sanft::A,suau,кротък
743,hungrig::A,afamat,гладен
744,krank::A,malālt,болен
745,nackt::A,nu,гол
746,traurig::A,trist,тъжен
747,traurig::A,trist,печален
748,lebendig::A,viu,жив
749,gut::A,bo,добър
750,schlecht::A,dolēnt,лош
751,richtig::A,just,правилен
752,richtig::A,correcte,правилен
753,schlimm::A,greu,лош
754,wahr::A,vertader,верен
755,wahr::A,vertader,истински
756,wahr::A,veritable,верен
757,wahr::A,veritable,истински
758,alt::A,vell,стар
759,alt::A,vell,древен
760,neu::A,nou,нов
761,ehemalig::A,antic,бивш
762,alt[Lebewesen]::A,vell,стар
763,jung::A,jove,млад
764,arm::A,pobre,беден
765,reich::A,ric,богат
766,bekannt::A,conegut,познат
767,bekannt::A,conegut,известен
768,berühmt::A,famós,почут
769,berühmt::A,famós,известен
770,fremd::A,estrany,чужд
771,verschieden::A,diferent,разен
772,verschieden::A,diferent,различен
773,nah::A,pròxim,близък
774,fern::A,llunyà,далечен
775,fern::A,distant,далечен
776,linker::A,esquerre,ляв
777,rechter::A,dret,прав
778,anderer::A,altre,друг
779,erster::A,primer,пръв
780,erster::A,primer,първи
781,zweiter::A,segon,втори
782,dritter::A,tercer,трети
783,letzter::A,últim,последен
784,allein::ADV,sol,само
785,auf einmal::ADV,d'una vegada,същевременно
786,zusammen::ADV,junt,заедно
787,lange::ADV,molt de temps,дълго
788,plötzlich::ADV,de cop,изведнъж
789,plötzlich::ADV,de sobte,изведнъж
790,sofort::ADV,de seguida,веднага
791,später::ADV,més tard,по-късно
792,jetzt::ADV,ara,сега
793,heute::ADV,avūi,днес
794,morgen::ADV,demà,утре
795,bald::ADV,aviāt,скоро
796,dann::ADV,després,после
797,dann::ADV,després,тогава
798,gestern::ADV,ahir,вчера
799,einst::ADV,anteriorment,някога
800,damals::ADV,llavōrs,тогава
801,damals::ADV,aleshores,тогава
802,danach::ADV,després,после
803,danach::ADV,després,след това
804,vorher::ADV,abāns,преди
805,vorher::ADV,abāns,преди това
806,zuerst::ADV,primer,най-напред
807,einmal::ADV,una vegada,веднъж
808,einmal::ADV,una vegada,един път
809,manchmal::ADV,de vegades,понякога
810,oft::ADV,sovint,често
811,immer::ADV,sempre,винаги
812,niemals::ADV,no ... mai,никога
813,hier::ADV,aquí,тук
814,hier::ADV,aquí,тука
815,hierhin::ADV,per aquí,насам
816,von hier::ADV,des d'aquí,оттук
817,von hier::ADV,des d'aquí,оттука
818,dort::ADV,allí,там
819,dorthin::ADV,hi,натам
820,dorthin::ADV,hi,нататък
821,geradeaus::ADV,tot dret,направо
822,vorwärts::ADV,endavānt,напред
823,rückwärts::ADV,endarrera,назад
824,zurück::ADV,darrere,обратно
825,unten::ADV,a baix,долу
826,hinab::ADV,cap avall,надолу
827,oben::ADV,dalt,горе
828,hinauf::ADV,cap amunt,нагоре
829,überall::ADV,pertot,навсякъде
830,überall::ADV,per tot arreu,навсякъде
831,nicht::ADV,no,не
832,ein wenig::ADV,una mica,малко
833,kaum::ADV,a penes,едва
834,kaum::ADV,a penes,едвам
835,sehr::ADV,molt,много
836,sehr::ADV,molt,твърде
837,so::ADV,així,тъй
838,so::ADV,així,така
839,noch::ADV,encara,още
840,nur::ADV,només,само
841,schon::ADV,ja,вече
842,wieder::ADV,de nou,пак
843,wieder::ADV,de nou,отново
844,vergebens::ADV,en va,напразно
845,vor::PRP,davānt,пред
846,vor::PRP,enfront de,пред
847,hinter::PRP,darrera,зад
848,unter::PRP,sota,под
849,durch::PRP,per,през
850,neben::PRP,al costāt de,до
851,neben::PRP,al costāt de,при
852,zwischen::PRP,entre,между
853,zwischen::PRP,entre,помежду
854,wegen::PRP,a causa de,заради
855,dies::PRN,aquest,този
856,das::PRN,això,туй
857,das::PRN,això,това
858,alles::PRN,tot,всичко
859,ich::PRN,jo,аз
860,du::PRN,tu,ти
861,er::PRN,ell,той
862,wir::PRN,nosaltres,ние
863,ihr::PRN,vosaltres,вие
864,sie::PRN,ells,те
865,sie::PRN,elles,те
866,was::FPRN,què,що
867,was::FPRN,què,какво
868,wer::FPRN,qui,кой
869,wo::FADV,on,къде
870,wohin::FADV,cap a on,накъде
871,wohin::FADV,cap a on,накъдето
872,wie::FADV,com,как
873,warum::FADV,per què,защо
874,wieviel::FNUM,quant,колко
875,eins::NUM,u,един
