,Concept_ID,ru,he
821,rennen::V,бегать,רץ
822,springen::V,прыгать,קפץ
823,klettern::V,лазать,טפס
824,schaukeln::V,раскачиваться,התנדנד
825,kriechen::V,ползать,זחל
826,schwimmen::V,плавать,שחה
827,tauchen::V,нырять,צלל
828,rudern::V,грести,חתר
829,fahren::V,ехать,נסע
830,fliegen::V,летать,עף
831,gehen::V,идти,הלך
832,weggehen::V,уйти,עזב
833,abfahren::V,отправиться,יצא
834,anhalten::V,остановиться,עצר
835,hineingehen::V,входить,נכנס
836,eintreten::V,войти,נכנס
837,kommen::V,прийти,בא
838,ankommen::V,прибыть,הגיע
839,zurückkommen::V,возвратиться,שב
840,zurückkommen::V,возвратиться,חזר
841,bleiben::V,остаться,נשאר
842,warten::V,ждать,חכה
843,warten::V,ждать,המתין
844,erwarten::V,ожидать,צפה
845,suchen::V,искать,חפש
846,finden::V,найти,מצא
847,versuchen::V,пытаться,נסה
848,vorbereiten::V,подготовить,הכין
849,lieben::V,любить,אהב
850,mögen::V,любить,אהב
851,lachen::V,смеяться,צחק
852,rühren::V,растрогать,נגע ללב
853,weinen::V,плакать,בכה
854,schimpfen::V,ругаться,גער
855,sich ärgern::V,сердиться,זעם
856,sich ärgern::V,сердиться,כעס
857,sich fürchten::V,бояться,פחד
858,sich fürchten::V,бояться,חשש
859,fürchten::V,бояться,פחד מ
860,fürchten::V,бояться,חשש מ
861,fliehen::V,убегать,ברח
862,flüchten::V,убежать,נמלט
863,sehen::V,видеть,ראה
864,anschauen::V,посмотреть,הביט
865,ansehen::V,смотреть,התבונן
866,hören::V,слышать,שמע
867,zuhören::V,слушать,הקשיב
868,probieren::V,пробовать,נסה
869,riechen::V,нюхать,הריח
870,fühlen::V,чувствовать,חש
871,scheinen::V,казаться,נדמה
872,zu sehen sein::V,виднеться,נראה
873,vernehmen::V,услышать,נודע ל
874,frieren::V,мерзнуть,קר ל
875,tun::V,делать,פעל
876,können::V,мочь,יכל
877,können::V,уметь,יכל
878,wollen::V,хотеть,רצה
879,anfangen::V,начать,התחיל
880,beenden::V,закончить,גמר
881,aufhören::V,перестать,סים
882,gelingen::V,удаться,הצליח
883,geraten::V,оказаться,עלה
884,öffnen::V,открыть,פתח
885,schließen::V,закрыть,סגר
886,stellen::V,поставить,העמיד
887,setzen::V,посадить,הושיב
888,legen::V,класть,שם
889,berühren::V,трогать,נגע
890,verbinden::V,связать,קשר
891,bedecken::V,покрыть,כסה
892,aufhängen::V,повесить,תלה
893,anzünden::V,зажечь,הצית
894,aufheben::V,поднять,אסף
895,zurücklassen::V,оставить,השאיר
896,verlieren::V,потерять,אבד
897,fallen lassen::V,уронить,שמט
898,fallen lassen::V,уронить,הפיל
899,machen::V,сделать,עשה
900,herstellen::V,изготовить,יצר
901,bauen::V,строить,בנה
902,reparieren::V,чинить,תקן
903,verbessern::V,улучшить,שפר
904,ändern::V,изменить,שנה
905,graben::V,копать,חפר
906,beugen::V,согнуть,כפף
907,biegen::V,погнуть,כופף
908,drehen::V,вертеть,סובב
909,wenden::V,повернуть,הפך
910,umdrehen::V,перевернуть,סובב
911,heben::V,поднимать,הרים
912,hochheben::V,поднять,הרים
913,ergreifen::V,схватить,אחז
914,halten::V,держать,החזיק
915,drücken::V,нажимать,לחץ
916,schieben::V,толкать,הזיז
917,kratzen::V,скрести,שרט
918,kratzen::V,скрести,שפשף
919,lecken::V,лизать,לקק
920,beißen::V,кусать,נשך
921,abreißen::V,оторвать,קרע
922,abschneiden::V,отрезать,חתך
923,binden::V,вязать,קשר
924,stecken::V,воткнуть,תקע
925,brechen::V,сломать,שבר
926,klopfen::V,стучать,נקש
927,hauen::V,бить,הכה
928,kleben::V,клеить,הדביק
929,reiben::V,тереть,שפשף
930,streichen::V,намазать,מרח
931,schleifen::V,точить,השחיז
932,schneiden::V,резать,גזר
933,rütteln::V,шатать,נענע
934,schütteln::V,трясти,נער
935,schwenken::V,махать,נופף
936,schwenken::V,махать,טלטל
937,schütten::V,налить,שפך
938,füllen::V,наполнить,מלא
939,einwickeln::V,завернуть,עטף
940,tragen::V,нести,נשא
941,schleppen::V,тащить,סחב
942,ziehen::V,тянуть,משך
943,aufbewahren::V,хранить,שמר
944,werfen::V,бросать,זרק
945,fangen::V,ловить,תפס
946,packen::V,схватить,אחז
947,verstecken::V,спрятать,החביא
948,teilen::V,разделить,חלק
949,schicken::V,посылать,שלח
950,bringen::V,принести,הביא
951,hinzufügen::V,добавить,הוסיף
952,bekommen::V,достать,תפס
953,erhalten::V,получить,קבל
954,nehmen::V,взять,אחז
955,wählen::V,выбрать,בחר
956,auswählen::V,отобрать,בחר ב
957,bewahren::V,сохранить,קים
958,behindern::V,препятствовать,מנע
959,verderben::V,испортить,מנע
960,beschädigen::V,повредить,הזיק
961,zerbrechen::V,разбить,נשבר
962,zerreißen::V,разорвать,קרע
963,zerstören::V,разрушить,הרס
964,zerstören::V,разрушить,השמיד
965,verbrennen::V,сжечь,שרף
966,geben::V,дать,נתן
967,reichen::V,передать,העביר
968,schenken::V,дарить,נתן במתנה
969,versprechen::V,обещать,הבטיח
970,wünschen::V,желать,אחל
971,loben::V,хвалить,שבח
972,küssen::V,целовать,נשק
973,wiegen::V,качать,נדנד
974,zudecken::V,накрыть,כסה
975,wecken::V,разбудить,עורר
976,zeigen::V,показать,הראה
977,führen::V,вести,הביא
978,führen::V,вести,הוביל
979,lehren::V,учить,למד
980,unterrichten::V,преподавать,למד
981,aufziehen::V,воспитать,רומם
982,leiten::V,руководить,נהל
983,antreiben::V,подгонять,המרץ
984,lassen::V,заставить,נתן
985,einladen::V,пригласить,הזמין
986,vereinigen::V,объединить,אחד
987,vereinigen::V,объединить,לכד
988,besuchen::V,посетить,בקר
989,treffen::V,встретить,פגש
990,sich versammeln::V,собраться,התאסף
991,spielen::V,играть,שחק
992,singen::V,петь,שר
993,tanzen::V,плясать,רקד
994,tanzen::V,танцевать,רקד
995,sich trennen::V,расстаться,נפרד
996,verlassen::V,покинуть,עזב
997,retten::V,спасти,הציל
998,bewachen::V,охранять,שמר
999,schützen::V,уберегать,אבטח
1000,verteidigen::V,защитить,הגן
1001,sich schlagen::V,драться,התכתש
1002,schießen::V,стрелять,ירה
1003,siegen::V,победить,גבר
1004,siegen::V,победить,נצח
1005,ärgern::V,сердить,עצבן
1006,schlagen::V,ударить,הכה
1007,schlagen::V,ударить,הלקה
1008,treten::V,пинать,בעט
1009,stechen::V,уколоть,דקר
1010,stoßen::V,толкнуть,דחק
1011,stehlen::V,украсть,גנב
1012,stören::V,помешать,קטע
1013,stören::V,помешать,הפריע
1014,belästigen::V,надоедать,הציק
1015,belästigen::V,надоедать,הטריד
1016,verbergen::V,скрыть,הצניע
1017,täuschen::V,обмануть,שגע
1018,betrügen::V,смошенничать,הונה
1019,töten::V,убить,הרג
1020,wohnen::V,проживать,גר
1021,arbeiten::V,работать,עבד
1022,sammeln::V,собрать,אסף
1023,pflücken::V,рвать,קטף
1024,pflücken::V,срывать,קטף
1025,jagen::V,охотиться,צד
1026,fischen::V,рыбачить,דג
1027,fassen::V,поймать,תפס
1028,hüten::V,пасти,רעה
1029,treiben::V,гнать,הוציא
1030,anbinden::V,привязать,קשר
1031,füttern::V,кормить,הלעיט
1032,melken::V,доить,חלב
1033,hacken::V,рубить,קצץ
1034,gießen::V,полить,השקה
1035,reifen::V,созреть,בשל
1036,zubereiten::V,приготовить,הכין
1037,kochen::V,варить,בשל
1038,backen::V,печь,אפה
1039,braten::V,жарить,צלה
1040,braten::V,жарить,טגן
1041,umrühren::V,перемешать,ערבב
1042,stricken::V,вязать,סרג
1043,nähen::V,шить,תפר
1044,färben::V,покрасить,צבע
1045,reinigen::V,очистить,נקה
1046,waschen::V,стирать,רחץ
1047,waschen::V,стирать,כבס
1048,abwischen::V,вытереть,נגב
1049,spülen::V,полоскать,שטף
1050,fegen::V,подметать,טאטא
1051,kehren::V,мести,טאטא
1052,baden::V,купаться,טבל
1053,baden::V,купаться,שחה
1054,sich waschen::V,мыться,התרחץ
1055,ausziehen::V,снять,הוריד
1056,anziehen::V,надеть,לבש
1057,sich anziehen::V,одеться,התלבש
1058,kämmen::V,причесать,סרק
1059,schmücken::V,украсить,קשט
1060,sagen::V,сказать,אמר
1061,sprechen::V,говорить,דבר
1062,reden::V,разговаривать,דבר
1063,sich unterhalten::V,беседовать,שוחח
1064,fragen::V,спросить,שאל
1065,bitten::V,просить,בקש
1066,erzählen::V,рассказать,ספר
1067,mitteilen::V,сообщить,מסר
1068,mitteilen::V,сообщить,הודיע
1069,nennen::V,назвать,קרא בשם
1070,rufen::V,звать,גיס
1071,rufen::V,звать,הזמין לבוא
1072,prahlen::V,хвастаться,התרברב
1073,übersetzen::V,перевести,תרגם
1074,denken::V,думать,חשב
1075,glauben::V,верить,האמין
1076,bemerken::V,заметить,הבחין
1077,erkennen::V,узнать,זהה
1078,begreifen::V,понять,קלט
1079,begreifen::V,понять,הבין
1080,begreifen::V,постичь,קלט
1081,begreifen::V,постичь,הבין
1082,verstehen::V,услышать,הבין
1083,lernen::V,учиться,למד
1084,wissen::V,знать,ידע
1085,sich erinnern an::V,вспомнить,זכר
1086,vergessen::V,забыть,שכח
1087,messen::V,мерить,מדד
1088,zählen::V,считать,ספר
1089,rechnen::V,считать,חשב
1090,lesen::V,читать,קרא
1091,malen::V,рисовать,ציר
1092,zeichnen::V,рисовать,שרטט
1093,schreiben::V,писать,כתב
1094,besitzen::V,иметь,היה בעל של
1095,kaufen::V,купить,קנה
1096,kaufen::V,купить,רכש
1097,verkaufen::V,продать,מכר
1098,bezahlen::V,заплатить,שלם
1099,zahlen::V,платить,שלם
1100,beherrschen::V,владеть,שלט
1101,ertragen::V,вытерпеть,סבל
