,Concept_ID,mhr,ru
758,wieviel::FNUM,куна́р,сколько
759,eins::NUM,ик,один
760,zwei::NUM,ко́кыт,два
761,drei::NUM,кум,три
762,vier::NUM,ныл,четыре
763,fünf::NUM,вич,пять
764,sechs::NUM,куд,шесть
765,sieben::NUM,шым,семь
766,acht::NUM,канда́ш,восемь
767,neun::NUM,инде́ш,девять
768,zehn::NUM,лу,десять
769,elf::NUM,лати́к,одиннадцать
770,zwölf::NUM,латко́к,двенадцать
771,zwanzig::NUM,ко́ло,двадцать
772,dreißig::NUM,ку́мло,тридцать
773,vierzig::NUM,ны́лле,сорок
774,fünfzig::NUM,ви́тле,пятьдесят
775,sechzig::NUM,ку́дло,шестьдесят
776,siebzig::NUM,шы́мле,семьдесят
777,achtzig::NUM,канда́шле,восемьдесят
778,neunzig::NUM,инде́шле,девяносто
779,hundert::NUM,шӱ́дӧ,сто
780,tausend::NUM,тӱже́м,тысяча
781,und::CNJ,да,и
782,und::CNJ,ден,и
783,oder::CNJ,я,или
784,oder::CNJ,я,либо
785,oder::CNJ,а́ле,или
786,oder::CNJ,а́ле,либо
787,stehen::V,шога́ш,стоять
788,sitzen::V,шинча́ш,сидеть
789,liegen::V,кия́ш,лежать
790,hängen::V,кеча́ш,висеть
791,werden::V,лия́ш,стать
792,passieren::V,лия́ш,случиться
793,beginnen::V,тӱҥгала́ш,начаться
794,enden::V,пыта́ш,кончиться
795,wechseln::V,вашталта́ш,меняться
796,aufgehen[Sonne]::V,лекта́ш,взойти
797,untergehen[Sonne]::V,шинча́ш,зайти
798,scheinen[Sonne]::V,волгалта́ш,светить
799,donnern::V,кӱдырта́ш,греметь
800,donnern::V,сургалта́ш,греметь
801,wehen::V,пуа́ш,дуть
802,strömen::V,шийалтара́ш,литься
803,fließen::V,йога́ш,течь
804,sich drehen::V,пӧрда́ш,вращаться
805,schwanken::V,лӱҥга́ш,колебаться
806,schwanken::V,тайныла́ш,колебаться
807,schwingen::V,рӱпшалта́ш,качаться
808,fallen::V,воза́ш,падать
809,fallen::V,йӧрла́ш,падать
810,brennen::V,йӱла́ш,гореть
811,rauchen::V,шикша́ш,дымить
812,regnen::V,йӱра́ш,дождить
813,gefrieren::V,кылма́ш,замерзнуть
814,gefrieren::V,ияҥа́ш,замерзнуть
815,tauen::V,шула́ш,таять
816,schmelzen::V,лева́ш,плавиться
817,trocknen::V,кошка́ш,сохнуть
818,sieden::V,шола́ш,кипеть
819,faulen::V,шӱя́ш,гнить
820,verfaulen::V,шӱйы́н шуа́ш,сгнить
821,reißen::V,кӱрла́ш,рваться
822,versinken::V,пуре́н кая́ш,тонуть
823,vergehen::V,эрте́н кая́ш,проходить
824,erscheinen::V,толы́н лекта́ш,появиться
825,verschwinden::V,йома́ш,исчезнуть
826,sinken::V,пуча́ш,спадать
827,abnehmen::V,пуча́ш,уменьшиться
828,zunehmen::V,шукема́ш,увеличиваться
829,steigen::V,нӧлталта́ш,подниматься
830,wachsen::V,кушка́ш,расти
831,glänzen::V,йылгыжа́ш,блестеть
832,funkeln::V,чолга́ш,сверкать
833,lärmen::V,рӱшка́ш,шуметь
834,läuten::V,мура́ш,звонить
835,klingeln::V,йыҥгырта́ш,звонить
836,klirren::V,чылдыртата́ш,звякать
837,brausen::V,лӱшка́ш,бушевать
838,rauschen::V,лыжга́ш,шелестеть
839,klingen::V,йоҥга́ш,звучать
840,bellen::V,опта́ш,лаять
841,heulen::V,урмыжа́ш,выть
842,blasen::V,пуала́ш,дунуть
843,pfeifen::V,шӱ́шкаш,свистеть
844,schreien::V,кычкыра́ш,кричать
845,stöhnen::V,йыҥыса́ш,стонать
846,zittern::V,чытыра́ш,дрожать
847,leben::V,ила́ш,жить
848,geboren werden::V,шоча́ш,родиться
849,atmen::V,шӱла́ш,дышать
850,trinken::V,йӱа́ш,пить
851,essen::V,кочка́ш,есть
852,essen::V,кочка́ш,кушать
853,schlucken::V,нела́ш,глотать
854,müde werden::V,ноя́ш,устать
855,einschlafen::V,мале́н колта́ш,заснуть
856,schlafen::V,мала́ш,спать
857,aufwachen::V,помыжалта́ш,проснуться
858,aufstehen::V,кынела́ш,встать
859,sich erholen::V,кана́ш,отдыхать
860,krank werden::V,черлане́н воза́ш,заболеть
861,krank sein::V,черлане́н кия́ш,болеть
862,schmerzen::V,коршта́ш,болеть
863,husten::V,кокыра́ш,кашлять
864,genesen::V,тӱрла́ш,поправиться
865,genesen::V,тазаҥа́ш,поправиться
866,sterben::V,кола́ш,умереть
867,umkommen::V,вуй йома́ш,погибнуть
868,sich bewegen::V,кошта́ш,двигаться
869,sich rühren::V,тарвана́ш,шевельнуться
870,sich erheben::V,кынела́ш,встать
871,sich setzen::V,шинча́ш,сесть
872,hinfallen::V,йӧрла́ш,упасть
873,laufen::V,кошта́ш,ходить
874,schreiten::V,ошкыла́ш,шагать
875,spazierengehen::V,гуля́яш,гулять
876,eilen::V,вашка́ш,спешить
877,sich beeilen::V,вашкешта́ш,торопиться
878,sausen::V,юлтка́ш,мчаться
879,rennen::V,куржтала́ш,бегать
880,springen::V,тӧршта́ш,прыгать
881,klettern::V,кӱза́ш,лазать
882,schaukeln::V,лӱҥгалта́ш,раскачиваться
883,kriechen::V,нушка́ш,ползать
884,schwimmen::V,ия́ш,плавать
885,tauchen::V,шуҥгалта́ш,нырять
886,rudern::V,удыра́ш,грести
887,fahren::V,кудала́ш,ехать
888,fliegen::V,чоҥешта́ш,летать
889,gehen::V,кая́ш,идти
890,weggehen::V,кораҥа́ш,уйти
891,abfahren::V,лекта́ш,отправиться
892,anhalten::V,чарна́ш,остановиться
893,hineingehen::V,пура́ш,входить
894,eintreten::V,пура́ш,войти
895,kommen::V,тола́ш,прийти
896,ankommen::V,шуа́ш,прибыть
897,zurückkommen::V,пӧртыла́ш,возвратиться
898,bleiben::V,кода́ш,остаться
899,warten::V,вуча́ш,ждать
900,erwarten::V,вуча́ш,ожидать
901,suchen::V,кычала́ш,искать
902,finden::V,муа́ш,найти
903,versuchen::V,толаша́ш,пытаться
904,vorbereiten::V,ямдыла́ш,подготовить
905,lieben::V,йӧрата́ш,любить
906,mögen::V,йӧрата́ш,любить
907,lachen::V,воштыла́ш,смеяться
908,rühren::V,ку́мыл тарвата́ш,растрогать
909,weinen::V,шорта́ш,плакать
910,schimpfen::V,каргаша́ш,ругаться
911,sich ärgern::V,сыра́ш,сердиться
912,sich fürchten::V,лӱда́ш,бояться
913,fürchten::V,лӱда́ш,бояться
914,fliehen::V,куржа́ш,убегать
915,flüchten::V,куржа́ш,убежать
916,sehen::V,ужа́ш,видеть
917,anschauen::V,онча́ш,посмотреть
918,ansehen::V,эскера́ш,смотреть
919,hören::V,кола́ш,слышать
920,zuhören::V,колышта́ш,слушать
921,probieren::V,тамла́ш,пробовать
922,riechen::V,ӱпшынча́ш,нюхать
923,fühlen::V,шижа́ш,чувствовать
924,scheinen::V,чуча́ш,казаться
925,zu sehen sein::V,коя́ш,виднеться
926,vernehmen::V,кола́ш,услышать
927,frieren::V,кылма́ш,мерзнуть
928,tun::V,ышта́ш,делать
929,können::V,мошта́ш,мочь
930,können::V,мошта́ш,уметь
931,wollen::V,тӱна́ш,хотеть
932,anfangen::V,тӱҥала́ш,начать
933,beenden::V,пытара́ш,закончить
934,aufhören::V,чарна́ш,перестать
935,gelingen::V,сай лекта́ш,удаться
936,geraten::V,лекта́ш,оказаться
937,öffnen::V,поча́ш,открыть
938,schließen::V,петыра́ш,закрыть
939,stellen::V,шында́ш,поставить
940,setzen::V,шында́ш,посадить
941,legen::V,опта́ш,класть
942,legen::V,пышта́ш,класть
943,berühren::V,тӱка́ш,трогать
944,verbinden::V,пида́ш,связать
945,bedecken::V,леведа́ш,покрыть
946,aufhängen::V,сака́ш,повесить
947,anzünden::V,чӱкта́ш,зажечь
948,aufheben::V,нӧлтала́ш,поднять
949,zurücklassen::V,кода́ш,оставить
950,verlieren::V,йомдара́ш,потерять
951,fallen lassen::V,воза́ш,уронить
952,machen::V,ышта́ш,сделать
953,herstellen::V,ямдыла́ш,изготовить
954,bauen::V,чоҥа́ш,строить
955,reparieren::V,ачала́ш,чинить
956,verbessern::V,саемда́ш,улучшить
957,ändern::V,весемда́ш,изменить
958,graben::V,кӱнча́ш,копать
959,beugen::V,пӱгырта́ш,согнуть
960,biegen::V,лывырта́ш,погнуть
961,drehen::V,пӱтыра́ш,вертеть
962,wenden::V,ирала́ш,повернуть
963,umdrehen::V,савырала́ш,перевернуть
964,heben::V,нӧлта́ш,поднимать
965,hochheben::V,нӧлта́ш,поднять
966,ergreifen::V,руалта́ш,схватить
967,halten::V,куча́ш,держать
968,drücken::V,иша́ш,нажимать
969,drücken::V,темда́ш,нажимать
970,schieben::V,шӱкала́ш,толкать
971,kratzen::V,удыра́ш,скрести
972,lecken::V,нула́ш,лизать
973,beißen::V,пура́ш,кусать
974,abreißen::V,кӱрла́ш,оторвать
975,abschneiden::V,пӱчка́ш,отрезать
976,binden::V,кылда́ш,вязать
977,stecken::V,шуралта́ш,воткнуть
978,brechen::V,тодышта́ш,сломать
979,klopfen::V,кыра́ш,стучать
980,hauen::V,тӱя́ш,бить
981,kleben::V,клеитла́ш,клеить
982,reiben::V,йыга́ш,тереть
983,reiben::V,туржала́ш,тереть
984,streichen::V,шӱра́ш,намазать
985,schleifen::V,шума́ш,точить
986,schleifen::V,яна́ш,точить
987,schneiden::V,пӱчка́ш,резать
988,rütteln::V,рӱза́ш,шатать
989,schütteln::V,почка́ш,трясти
990,schwenken::V,рӱза́ш,махать
991,schütten::V,опта́ш,налить
992,füllen::V,тема́ш,наполнить
993,einwickeln::V,вӱдыла́ш,завернуть
994,tragen::V,нумала́ш,нести
995,schleppen::V,шӱдыра́ш,тащить
996,ziehen::V,шупша́ш,тянуть
997,aufbewahren::V,арала́ш,хранить
998,werfen::V,шуа́ш,бросать
999,werfen::V,кышка́ш,бросать
1000,fangen::V,куча́ш,ловить
1001,packen::V,руалта́ш,схватить
1002,verstecken::V,тоя́ш,спрятать
1003,teilen::V,пӧла́ш,разделить
1004,schicken::V,колта́ш,посылать
1005,bringen::V,конда́ш,принести
1006,hinzufügen::V,ешара́ш,добавить
1007,bekommen::V,нала́ш,достать
1008,erhalten::V,нала́ш,получить
1009,nehmen::V,нала́ш,взять
1010,wählen::V,сайла́ш,выбрать
1011,auswählen::V,таҥгла́ш,отобрать
1012,bewahren::V,сакла́ш,сохранить
1013,behindern::V,чаракла́ш,препятствовать
1014,verderben::V,пужа́ш,испортить
1015,beschädigen::V,пужа́ш,повредить
1016,zerbrechen::V,пудырта́ш,разбить
1017,zerreißen::V,кӱрла́ш,разорвать
1018,zerstören::V,шалата́ш,разрушить
1019,verbrennen::V,йӱлата́ш,сжечь
1020,geben::V,пуа́ш,дать
1021,reichen::V,пуа́ш,передать
1022,schenken::V,пӧлекла́ш,дарить
1023,versprechen::V,сӧра́ш,обещать
1024,wünschen::V,тылана́ш,желать
1025,loben::V,мокта́ш,хвалить
1026,küssen::V,шупшала́ш,целовать
1027,wiegen::V,рӱпша́ш,качать
1028,zudecken::V,леведа́ш,накрыть
1029,wecken::V,помыжалтара́ш,разбудить
1030,zeigen::V,ончыкта́ш,показать
1031,führen::V,вӱда́ш,вести
1032,lehren::V,туныкта́ш,учить
1033,unterrichten::V,туныкта́ш,преподавать
1034,aufziehen::V,орышта́ш,воспитать
1035,leiten::V,вӱда́ш,руководить
1036,leiten::V,вуйлата́ш,руководить
1037,antreiben::V,поктыла́ш,подгонять
1038,lassen::V,-та́ш,заставить
1039,einladen::V,ӱжа́ш,пригласить
1040,vereinigen::V,иктешла́ш,объединить
1041,besuchen::V,то́лын кая́ш,посетить
1042,treffen::V,вашлия́ш,встретить
1043,sich versammeln::V,погына́ш,собраться
1044,sich versammeln::V,чумырга́ш,собраться
1045,spielen::V,мода́ш,играть
1046,singen::V,мура́ш,петь
1047,tanzen::V,кушта́ш,плясать
1048,tanzen::V,кушта́ш,танцевать
1049,sich trennen::V,ойырла́ш,расстаться
1050,verlassen::V,кудалта́ш,покинуть
1051,retten::V,утара́ш,спасти
1052,bewachen::V,орола́ш,охранять
1053,schützen::V,арала́ш,уберегать
1054,verteidigen::V,арала́ш,защитить
1055,sich schlagen::V,кредала́ш,драться
1056,schießen::V,лӱя́ш,стрелять
1057,siegen::V,сеҥа́ш,победить
1058,ärgern::V,сырыкта́ш,сердить
1059,schlagen::V,пера́ш,ударить
1060,treten::V,тошка́ш,пинать
1061,stechen::V,кера́ш,уколоть
1062,stoßen::V,шӱкала́ш,толкнуть
1063,stehlen::V,шолышта́ш,украсть
1064,stören::V,мешая́ш,помешать
1065,belästigen::V,толаштара́ш,надоедать
1066,verbergen::V,шылта́ш,скрыть
1067,täuschen::V,ондала́ш,обмануть
1068,betrügen::V,ондала́ш,смошенничать
1069,töten::V,пушта́ш,убить
1070,wohnen::V,ила́ш,проживать
1071,arbeiten::V,пашалана́ш,работать
1072,arbeiten::V,паша́м ышта́ш,работать
1073,sammeln::V,пога́ш,собрать
1074,pflücken::V,кӱра́ш,рвать
1075,pflücken::V,кӱра́ш,срывать
1076,jagen::V,сонарла́ш,охотиться
1077,fischen::V,кол куча́ш,рыбачить
1078,fassen::V,куча́ш,поймать
1079,hüten::V,кӱта́ш,пасти
1080,treiben::V,покта́ш,гнать
1081,anbinden::V,йолышта́ш,привязать
1082,füttern::V,пукша́ш,кормить
1083,melken::V,лӱшта́ш,доить
1084,hacken::V,руа́ш,рубить
1085,gießen::V,шава́ш,полить
1086,reifen::V,кӱа́ш,созреть
1087,zubereiten::V,ямдыла́ш,приготовить
1088,kochen::V,шолта́ш,варить
1089,backen::V,кӱкташ,печь
1090,braten::V,пуштыла́ш,жарить
1091,braten::V,жаритла́ш,жарить
1092,umrühren::V,луга́ш,перемешать
1093,stricken::V,пида́ш,вязать
1094,nähen::V,урга́ш,шить
1095,färben::V,чиялта́ш,покрасить
1096,reinigen::V,эрыкта́ш,очистить
1097,waschen::V,мушка́ш,стирать
1098,abwischen::V,ӱшта́ш,вытереть
1099,spülen::V,шӱалта́ш,полоскать
1100,fegen::V,ӱшта́ш,подметать
1101,kehren::V,ӱшта́ш,мести
1102,baden::V,йӱштыла́ш,купаться
1103,sich waschen::V,мушкылта́ш,мыться
1104,ausziehen::V,кудаша́ш,снять
1105,anziehen::V,чия́ш,надеть
1106,sich anziehen::V,чия́ш,одеться
1107,kämmen::V,шера́ш,причесать
1108,schmücken::V,тӱзата́ш,украсить
1109,schmücken::V,чеверта́ш,украсить
1110,sagen::V,ойла́ш,сказать
1111,sagen::V,каласа́ш,сказать
1112,sprechen::V,кутыра́ш,говорить
1113,reden::V,мутлана́ш,разговаривать
1114,sich unterhalten::V,кутыра́ш,беседовать
1115,fragen::V,йода́ш,спросить
1116,bitten::V,йода́ш,просить
1117,erzählen::V,ойла́ш,рассказать
1118,mitteilen::V,увертара́ш,сообщить
1119,nennen::V,лӱмда́ш,назвать
1120,rufen::V,ӱжа́ш,звать
1121,prahlen::V,моктана́ш,хвастаться
1122,übersetzen::V,кусара́ш,перевести
1123,denken::V,шона́ш,думать
1124,glauben::V,ӱшана́ш,верить
1125,bemerken::V,шижа́ш,заметить
1126,erkennen::V,пала́ш,узнать
1127,begreifen::V,ыҥла́ш,понять
1128,begreifen::V,ыҥла́ш,постичь
1129,verstehen::V,умыла́ш,услышать
1130,lernen::V,тунема́ш,учиться
1131,wissen::V,шинча́ш,знать
1132,sich erinnern an::V,шарна́ш,вспомнить
1133,vergessen::V,монда́ш,забыть
1134,messen::V,виса́ш,мерить
1135,zählen::V,шотла́ш,считать
1136,rechnen::V,шотла́ш,считать
1137,lesen::V,луда́ш,читать
1138,malen::V,сӱретла́ш,рисовать
1139,zeichnen::V,сӱретла́ш,рисовать
1140,schreiben::V,воза́ш,писать
1141,besitzen::V,лия́ш,иметь
1142,kaufen::V,нала́ш,купить
1143,verkaufen::V,ужала́ш,продать
1144,bezahlen::V,тӱла́ш,заплатить
1145,zahlen::V,тӱла́ш,платить
1146,beherrschen::V,куча́ш,владеть
1147,ertragen::V,турка́ш,вытерпеть
