,Concept_ID,br,ko
815,schwimmen::V,neuial,헤엄치다
816,tauchen::V,splujañ,잠기다
817,rudern::V,roeñvat,물을헤치다
818,fahren::V,kas,가다
819,fahren::V,kas,나르다
820,fahren::V,bleniañ,가다
821,fahren::V,bleniañ,나르다
822,fliegen::V,nijal,날다
823,gehen::V,mont,가다
824,weggehen::V,mont kuit,팔리다
825,abfahren::V,mont kuit,출발하다
826,anhalten::V,chom a-sav,멈추다
827,hineingehen::V,monet e-barzh,(그리로)가다
828,eintreten::V,monet e-barzh,들러가다
829,kommen::V,dont,오다
830,ankommen::V,erruout,고챀하다
831,zurückkommen::V,addonet,보기
832,bleiben::V,chom,체류
833,warten::V,gortoz,기다리다
834,erwarten::V,gortoz,기대하다
835,suchen::V,klask,찾다
836,suchen::V,klask,구하다
837,finden::V,kavout,찾아내다
838,versuchen::V,klask,시험하다
839,vorbereiten::V,aozañ,재비하다
840,lieben::V,karout,사랑하다
841,mögen::V,karout,줗아하다
842,lachen::V,c'hoarzin,웃다
843,rühren::V,tenerañ,건드리다
844,weinen::V,gouelañ,울다
845,schimpfen::V,krozal,꾸짖다
846,sich ärgern::V,fachañ,화를내게 하다
847,sich ärgern::V,en em fachañ,화를내게 하다
848,fliehen::V,tec'het,도망치다
849,flüchten::V,tuzañ,도주하다
850,sehen::V,gwelet,보다
851,anschauen::V,sellout ouzh,바라보다
852,ansehen::V,sellout ouzh,바라보다
853,hören::V,klevet,듣다
854,zuhören::V,selaou,듣다
855,probieren::V,blasa,시식하다
856,riechen::V,klevet,내새를맡다
857,fühlen::V,santout,느끼다
858,scheinen::V,diskouez bezañ,...것같다
859,zu sehen sein::V,bezañ gwelus,보이는
860,vernehmen::V,merzhañ,듣다
861,vernehmen::V,merzhañ,들어서일다
862,frieren::V,anoued,춥다
863,tun::V,ober,하다
864,können::V,gouzout,할주릴다
865,wollen::V,fellout da,바라다
866,wollen::V,kaout c'hoant da,바라다
867,anfangen::V,kregiñ,시작하다
868,beenden::V,achuiñ,다하다
869,aufhören::V,paouez,그만두다
870,öffnen::V,digeriñ,열다
871,schließen::V,serriñ,추측하다
872,stellen::V,lakaat,세우다
873,setzen::V,lakaat,놓다
874,legen::V,lakaat,눕히다
875,berühren::V,touch,대다
876,verbinden::V,eren,옝열하다
877,bedecken::V,goloiñ,덮다
878,aufhängen::V,istribilhañ,매달다
879,anzünden::V,alumiñ,점화하다
880,anzünden::V,c'hwezzañ,점화하다
881,aufheben::V,dastum,위로올리다
882,zurücklassen::V,lezel,튀에남기다
883,verlieren::V,koll,잃다
884,fallen lassen::V,laoskel,떨어뜨리다
885,fallen lassen::V,lezel da gouezhel,떨어뜨리다
886,machen::V,ober,하다
887,herstellen::V,fardañ,제조하다
888,bauen::V,sevel,짓다
889,reparieren::V,adaozañ,수셩자다
890,verbessern::V,gwellaat,정정하다
891,ändern::V,cheñch,바꾸다
892,graben::V,kleuzañ,파다
893,beugen::V,plegañ,구부리다
894,biegen::V,krommañ,굽히다
895,drehen::V,treiñ,회전
896,wenden::V,treiñ,회전시키다
897,umdrehen::V,treiñ,회전시키다
898,heben::V,sevel,일으아키다
899,hochheben::V,sevel,틀어올리다
900,ergreifen::V,kemer,잡다
901,halten::V,dalc'hen,잡다
902,drücken::V,bountañ,누르다
903,schieben::V,poulzañ,밀다
904,kratzen::V,skrabat,긁다
905,lecken::V,lipat,핥다
906,beißen::V,kregiñ,물다
907,abreißen::V,diframmañ,
908,abschneiden::V,troc'hañ,귾어내다
909,binden::V,stagañ,매다
910,stecken::V,sankañ,찌르다
911,brechen::V,darnaouiñ,금
912,klopfen::V,skoiñ,치다
913,hauen::V,dornañ,때리다
914,kleben::V,pegañ,들러붙다
915,reiben::V,taravat,문지르다
916,reiben::V,trekiñ,문지르다
917,streichen::V,toazañ,쓰다듬다
918,schleifen::V,lemmañ,갈다
919,schneiden::V,troc'hañ,베다
920,rütteln::V,tordorosañ,흔들다
921,schütteln::V,hejañ,흔들다
922,schütten::V,diskargañ,따르다
923,füllen::V,kargañ,담다
924,einwickeln::V,gronnañ,싸다
925,tragen::V,dougen,지우다
926,schleppen::V,stlejal,끌다
927,ziehen::V,sachañ,당기다
928,aufbewahren::V,miret,간직하다
929,werfen::V,teuler,던지다
930,fangen::V,tapañ,밥다
931,packen::V,krapat,쥐다
932,verstecken::V,kuzhat,숨기다
933,teilen::V,rannañ,나누다
934,schicken::V,kas,보내다
935,bringen::V,degas,가겨
936,hinzufügen::V,lakat ouzhpenn,부가하다
937,bekommen::V,kaout,얻다
938,erhalten::V,kaout,지니다
939,nehmen::V,kemer,잡다
940,wählen::V,choaz,선거하다
941,auswählen::V,dibab,선출하다
942,bewahren::V,mirout,저장보종
943,behindern::V,diaezañ,훼방하다
944,verderben::V,lovrañ,못쓰게 되다
945,beschädigen::V,gwallegañ,상하게하다
946,zerbrechen::V,torriñ,깨뜨리다
947,zerreißen::V,diroegiñ,잡아쫓다
948,zerstören::V,distrujañ,파괴하다
949,verbrennen::V,deviñ,소실하다
950,geben::V,reiñ,주다
951,schenken::V,donezonañ,주다
952,versprechen::V,prometiñ,약속하다
953,wünschen::V,hetiñ,바라다
954,loben::V,feurmiñ,칭찬하다
955,küssen::V,pokat,키스하다
956,wiegen::V,pouezañ,어르다
957,zudecken::V,goloiñ,뚜꺼을하다
958,wecken::V,dihuniñ,깨우다
959,zeigen::V,diskouez,보이다
960,führen::V,kas,가게하다
961,lehren::V,deskiñ,가르치다
962,unterrichten::V,kelenn,가르지다
963,leiten::V,bleinañ,이끌다
964,antreiben::V,poulzañ,몰다
965,lassen::V,leuskel,내버려두다
966,einladen::V,pediñ,초청하다
967,vereinigen::V,unisañ,하나로하다
968,besuchen::V,gweladenniñ,방문하다
969,treffen::V,kejal,만나다
970,treffen::V,ankontrañ,만나다
971,sich versammeln::V,bodennañ,조립하다
972,spielen::V,c'hoari,눌다
973,singen::V,kanañ,노래하다
974,tanzen::V,dañsal,춤추하다
975,sich trennen::V,dispartiañ,가르다
976,verlassen::V,lezel,버림받은
977,retten::V,saveteiñ,구조하다
978,bewachen::V,mesa,치키다
979,schützen::V,diwall,보호하다
980,verteidigen::V,difenn,막다
981,sich schlagen::V,lopañ,치다
982,siegen::V,trec'hiñ,이기다
983,ärgern::V,hegasiñ,성을내게하다
984,schlagen::V,skeiñ,치다
985,treten::V,botaouiñ,디디다
986,stechen::V,pikat,찌르다
987,stoßen::V,stokañ,찌르다
988,stehlen::V,laerezh,훔치다
989,stören::V,direnkañ,움직이다
990,belästigen::V,dregasiñ,괴롭히다
991,verbergen::V,skoachañ,숨기다
992,täuschen::V,tromplañ,속이다
993,betrügen::V,lorbañ,속이다
994,töten::V,lazhañ,죽이다
995,wohnen::V,bezañ o chom,실다
996,arbeiten::V,labourat,일하다
997,sammeln::V,dastum,모으다
998,pflücken::V,kuntuilhañ,꿔다
999,jagen::V,chaseal,사냥하다
1000,fischen::V,pesketa,고기를잡다
1001,fassen::V,pakañ,움켜쥐다
1002,hüten::V,geota,망보다
1003,anbinden::V,stagañ,묶다
1004,füttern::V,boueta,사료를주다
1005,melken::V,goro,젖을짜다
1006,hacken::V,difrakal,자르다
1007,gießen::V,dourañ,물을대다
1008,reifen::V,azviñ,성숙하다
1009,zubereiten::V,keginañ,조제하다
1010,kochen::V,poazhañ,요리하다
1011,backen::V,fritañ,쿱다
1012,braten::V,rostañ,굽다
1013,stricken::V,stammañ,뜨개질하다
1014,nähen::V,gwriat,꿰매다
1015,färben::V,livañ,채색하다
1016,reinigen::V,naetañ,청소하다
1017,waschen::V,gwalc'hiñ,씻다
1018,abwischen::V,torchañ,닦다
1019,spülen::V,disgwalc'hiñ,씻다
1020,fegen::V,skubañ,소체하다
1021,kehren::V,skubañ,청소하다
1022,baden::V,kouronkañ,감다
1023,sich waschen::V,en em walc'hiñ,모믈 씻다
1024,sich anziehen::V,gwiskañ,
1025,kämmen::V,kribat,빗다
1026,schmücken::V,kinklañ,치레하다
1027,sagen::V,larêt,말하다
1028,sagen::V,lavaret,말하다
1029,sprechen::V,komz,말하다
1030,reden::V,kaozeal,이야기하다
1031,sich unterhalten::V,balbotal,
1032,fragen::V,goulenn,질문하다
1033,bitten::V,goulenn,원하다
1034,erzählen::V,kontañ,이야기하다
1035,mitteilen::V,kemenn,이야기하다
1036,nennen::V,anviñ,부르다
1037,rufen::V,gelver,불러내다
1038,prahlen::V,fougeal,자랑하다
1039,übersetzen::V,treiñ,번역하다
1040,denken::V,soñjal,생각하다
1041,glauben::V,krediñ,믿다
1042,bemerken::V,apresevañ,인자하다
1043,erkennen::V,anavout,인식하다
1044,begreifen::V,meizañ,파악하다
1045,verstehen::V,kompren,이해하다
1046,lernen::V,deskiñ,배우다
1047,wissen::V,gouzout,알다
1048,sich erinnern an::V,kaout soñj e,상기하다
1049,vergessen::V,ankouaat,잊다
1050,messen::V,muzuliañ,측정하다
1051,zählen::V,kontañ,세다
1052,rechnen::V,jedañ,게산하다
1053,lesen::V,lenn,읽다
1054,malen::V,livañ,그리다
1055,zeichnen::V,tresañ,소묘하다
1056,schreiben::V,skrivañ,쓰다
1057,besitzen::V,kaout,소유하다
1058,kaufen::V,prenañ,사다
1059,verkaufen::V,gwerzhañ,팔다
1060,bezahlen::V,paeañ,지불하다
1061,zahlen::V,paeañ,치르다
1062,beherrschen::V,mestroniañ,지배하다
1063,ertragen::V,anduriñ,참다
1064,Spur::N,,발지국
1065,Lehm::N,,찰흙
1066,Laut::N,,음성
1067,Winkel::N,,각도
1068,Lagerfeuer::N,,캠프의 모닥불
1069,vergebens::ADV,,헛되이
1070,untergehen[Sonne]::V,,지다
1071,läuten::V,,울시다
1072,klingeln::V,,초닌총을울리다
1073,sich fürchten::V,,두려원하다
1074,fürchten::V,,두려원하다
1075,gelingen::V,,성국하다
1076,geraten::V,,잘되어가다
1077,schwenken::V,,흔들다
1078,reichen::V,,내일다
1079,aufziehen::V,,사육하다
1080,schießen::V,,쏘다
1081,treiben::V,,몰아세우다
1082,umrühren::V,,교반하다
1083,ausziehen::V,,벗다
1084,anziehen::V,,끌어움직이다
