,Concept_ID,br,sah
759,und::CNJ,ha,итиэннэ
760,oder::CNJ,pe,эбэтэр
761,stehen::V,bezañ a-sav,тур
762,sitzen::V,azezañ,олор
763,sitzen::V,bezañ en e goazez,олор
764,liegen::V,bezañ en e c'hourvez,сыт
765,hängen::V,krougañ,санньылый
766,werden::V,dazonet,буол
767,passieren::V,c'hoarvezout,буол
768,beginnen::V,stagañ,саҕалан
769,enden::V,achuiñ,бүт
770,wechseln::V,cheñch,уларый
771,aufgehen[Sonne]::V,dirouzañ,ой
772,scheinen[Sonne]::V,lugernañ,сырдат
773,donnern::V,taranal,эт
774,wehen::V,c'hwezhañ,үр
775,strömen::V,deredek,кутулун
776,fließen::V,redek,сүүр
777,sich drehen::V,troiñ,эргий
778,schwanken::V,trantellat,биэтэҥнээ
779,schwingen::V,froumal,эйэҥнээ
780,fallen::V,kouezhañ,оҕут
781,brennen::V,deviñ,умай
782,rauchen::V,divogedañ,буруолаа
783,regnen::V,glavañ,самыырдаа
784,gefrieren::V,reviñ,тоҥ
785,tauen::V,diskornañ,ир
786,schmelzen::V,teuziñ,уулун
787,trocknen::V,sec'hañ,куур
788,sieden::V,berviñ,оргуй
789,faulen::V,breinañ,сытый
790,verfaulen::V,breinañ,сытыйан_хаал
791,reißen::V,darnaouiñ,хайыт
792,reißen::V,darnaouiñ,быһытталан
793,versinken::V,sodellañ,тимир
794,versinken::V,sodellañ,батылын
795,vergehen::V,tremen,дьай
796,erscheinen::V,donet war-wel,көһүн
797,verschwinden::V,monet diwar wel,сүт
798,sinken::V,en em izelat,намтаа
799,abnehmen::V,nebeutaat,аччаа
800,zunehmen::V,kreskiñ,элбээ
801,steigen::V,sevel,үрдээ
802,wachsen::V,kreskiñ,үүн
803,glänzen::V,lugernañ,кылбай
804,funkeln::V,elieniñ,күлүмнээ
805,funkeln::V,elieniñ,күлүмүрдээ
806,lärmen::V,rabotat,тыаһаа
807,klirren::V,diridignat,айгырат
808,klirren::V,sterlinkañ,айгырат
809,brausen::V,gwegal,сирилээ
810,rauschen::V,trouzal,суугунаа
811,klingen::V,seniñ,доргуй
812,bellen::V,harzhal,үр
813,heulen::V,yudal,улуй
814,blasen::V,c'hwezhañ,үр
815,pfeifen::V,c'hwitellat,иһиир
816,schreien::V,huchal,кылан
817,schreien::V,huchal,хаһыытаа
818,stöhnen::V,hirvoudiñ,ынчыктаа
819,zittern::V,krenañ,титирээ
820,zittern::V,krenañ,дьигиһий
821,leben::V,bevañ,олор
822,geboren werden::V,genel,төрөө
823,atmen::V,tennañ e anal,тыын
824,trinken::V,evañ,ис
825,essen::V,debriñ,аһаа
826,schlucken::V,lonkañ,ыйыһын
827,müde werden::V,skuizhañ,сылай
828,einschlafen::V,menel kousket,утуйан хаал
829,schlafen::V,kousket,утуй
830,schlafen::V,kousket,утуйа сыт
831,aufwachen::V,dihuniñ,уһугун
832,aufstehen::V,sevel,тур
833,sich erholen::V,diskuizhañ,сынньан
834,krank werden::V,klañviñ,ыарый
835,krank sein::V,bezañ klañv,ыарый
836,krank sein::V,bezañ klañv,ыарыт
837,schmerzen::V,skourjezañ,ыарыт
838,husten::V,pasaat,сөтөлүн
839,husten::V,peudal,сөтөлүн
840,genesen::V,pareañ,көн
841,sterben::V,mervel,өл
842,umkommen::V,perisañ,өл
843,umkommen::V,perisañ,оҕут
844,sich bewegen::V,bouljal,хамсаа
845,sich rühren::V,fiñval,хамсаа
846,sich erheben::V,sevel,тур
847,sich setzen::V,azezañ,олор
848,sich setzen::V,mont en e goazez,олор
849,hinfallen::V,kouezhañ,оҕут
850,laufen::V,redek,хаам
851,schreiten::V,kerzhet,атыллаа
852,spazierengehen::V,pourmen,дьаарбай
853,eilen::V,hastañ,тиэтэй
854,sich beeilen::V,hastañ,ыксаа
855,sausen::V,karzhañ,элээр
856,rennen::V,redek,сүүрэкэлээ
857,springen::V,lammat,ой
858,springen::V,lammat,ыстан
859,klettern::V,krimpat,ытын
860,schaukeln::V,brañsellat,эйэҥнээ
861,schaukeln::V,brañsellat,биэрэҥнээ
862,kriechen::V,skrampañ,сыыл
863,schwimmen::V,neuial,уһун
864,schwimmen::V,neuial,харбаа
865,tauchen::V,splujañ,умус
866,rudern::V,roeñvat,эрт
867,fahren::V,kas,айаннаа
868,fahren::V,bleniañ,айаннаа
869,fliegen::V,nijal,көт
870,gehen::V,mont,бар
871,weggehen::V,mont kuit,бар
872,abfahren::V,mont kuit,бар
873,anhalten::V,chom a-sav,тохтоо
874,hineingehen::V,monet e-barzh,киир
875,eintreten::V,monet e-barzh,киир
876,kommen::V,dont,кэл
877,ankommen::V,erruout,кэл
878,ankommen::V,erruout,тиий
879,zurückkommen::V,addonet,төнүн
880,bleiben::V,chom,хаал
881,warten::V,gortoz,көһүт
882,erwarten::V,gortoz,күүт
883,erwarten::V,gortoz,көһүт
884,suchen::V,klask,ирдээ
885,suchen::V,klask,көрдөө
886,finden::V,kavout,бул
887,versuchen::V,klask,сорун
888,vorbereiten::V,aozañ,бэлэмнээ
889,lieben::V,karout,таптаа
890,mögen::V,karout,сөбүл
891,lachen::V,c'hoarzin,күл
892,rühren::V,tenerañ,долгут
893,weinen::V,gouelañ,ытаа
894,schimpfen::V,krozal,үөҕүс
895,sich ärgern::V,fachañ,кыыһыр
896,sich ärgern::V,fachañ,кыйахан
897,sich ärgern::V,en em fachañ,кыыһыр
898,sich ärgern::V,en em fachañ,кыйахан
899,fliehen::V,tec'het,күрээ
900,flüchten::V,tuzañ,күрээ
901,sehen::V,gwelet,көр
902,anschauen::V,sellout ouzh,көр
903,ansehen::V,sellout ouzh,көр
904,hören::V,klevet,бил
905,hören::V,klevet,иһит
906,zuhören::V,selaou,иһит
907,probieren::V,blasa,боруобалаан көр
908,probieren::V,blasa,амсайан көр
909,riechen::V,klevet,сытырҕаа
910,fühlen::V,santout,бил
911,scheinen::V,diskouez bezañ,көһүн
912,zu sehen sein::V,bezañ gwelus,көһүн
913,vernehmen::V,merzhañ,иһит
914,frieren::V,anoued,тоҥ
915,frieren::V,anoued,үлүй
916,tun::V,ober,гын
917,können::V,gouzout,кыай
918,wollen::V,fellout da,баҕар
919,wollen::V,kaout c'hoant da,баҕар
920,anfangen::V,kregiñ,саҕалаа
921,beenden::V,achuiñ,бүтэр
922,aufhören::V,paouez,уурай
923,öffnen::V,digeriñ,ас
924,schließen::V,serriñ,сап
925,schließen::V,serriñ,хатаа
926,stellen::V,lakaat,уур
927,stellen::V,lakaat,туруор
928,setzen::V,lakaat,туруор
929,setzen::V,lakaat,уур
930,legen::V,lakaat,уур
931,berühren::V,touch,тыыт
932,berühren::V,touch,таарый
933,verbinden::V,eren,кэлгий
934,bedecken::V,goloiñ,бүрүй
935,aufhängen::V,istribilhañ,ыйаа
936,anzünden::V,alumiñ,умат
937,anzünden::V,c'hwezzañ,умат
938,aufheben::V,dastum,өрө тарт
939,zurücklassen::V,lezel,бырах
940,verlieren::V,koll,сүтэр
941,fallen lassen::V,laoskel,түһэр
942,fallen lassen::V,laoskel,мүлчү тут
943,fallen lassen::V,lezel da gouezhel,түһэр
944,fallen lassen::V,lezel da gouezhel,мүлчү тут
945,machen::V,ober,оҥор
946,machen::V,ober,оҥоһун
947,herstellen::V,fardañ,оҥор
948,bauen::V,sevel,тут
949,reparieren::V,adaozañ,абырахтаа
950,verbessern::V,gwellaat,тупсар
951,ändern::V,cheñch,уларыт
952,graben::V,kleuzañ,хас
953,beugen::V,plegañ,бокут
954,beugen::V,plegañ,токурут
955,beugen::V,plegañ,бүк баттаа
956,biegen::V,krommañ,иэх
957,biegen::V,krommañ,өҕүлүннэр
958,drehen::V,treiñ,эргит
959,drehen::V,treiñ,эргичит
960,wenden::V,treiñ,эргилин
961,umdrehen::V,treiñ,түҥнэр
962,heben::V,sevel,көтөх
963,hochheben::V,sevel,таһаар
964,ergreifen::V,kemer,тут
965,halten::V,dalc'hen,тут
966,drücken::V,bountañ,ык
967,schieben::V,poulzañ,ас
968,kratzen::V,skrabat,кыһыы
969,lecken::V,lipat,салаа
970,beißen::V,kregiñ,ытыр
971,abreißen::V,diframmañ,быһа тарт
972,abreißen::V,diframmañ,туура тарт
973,abschneiden::V,troc'hañ,быс
974,abschneiden::V,troc'hañ,быһан ыл
975,abschneiden::V,troc'hañ,быһа баттаа
976,binden::V,stagañ,кэлгий
977,stecken::V,sankañ,батары ас
978,brechen::V,darnaouiñ,тоһут
979,klopfen::V,skoiñ,тоҥсуй
980,hauen::V,dornañ,оҕус
981,kleben::V,pegañ,силимнээ
982,reiben::V,taravat,аал
983,reiben::V,trekiñ,аал
984,streichen::V,toazañ,сыбаа
985,schleifen::V,lemmañ,чочуй
986,schneiden::V,troc'hañ,быс
987,rütteln::V,tordorosañ,иэҕэҥнэт
988,schütteln::V,hejañ,сахсый
989,schütten::V,diskargañ,кут
990,füllen::V,kargañ,толор
991,einwickeln::V,gronnañ,суулаа
992,tragen::V,dougen,ит
993,schleppen::V,stlejal,сос
994,ziehen::V,sachañ,тарт
995,aufbewahren::V,miret,уур
996,aufbewahren::V,miret,харай
997,werfen::V,teuler,бырах
998,fangen::V,tapañ,хап
999,packen::V,krapat,тут
1000,verstecken::V,kuzhat,саһыар
1001,teilen::V,rannañ,үллэр
1002,schicken::V,kas,ыыт
1003,bringen::V,degas,аҕал
1004,hinzufügen::V,lakat ouzhpenn,эп
1005,bekommen::V,kaout,ыл
1006,bekommen::V,kaout,булун
1007,erhalten::V,kaout,ыл
1008,nehmen::V,kemer,ыл
1009,wählen::V,choaz,быыбардаа
1010,auswählen::V,dibab,тал
1011,bewahren::V,mirout,харай
1012,behindern::V,diaezañ,мэһэйдээ
1013,verderben::V,lovrañ,буорту гын
1014,beschädigen::V,gwallegañ,алдьат
1015,zerbrechen::V,torriñ,үлтүрүт
1016,zerreißen::V,diroegiñ,хайыта тарт
1017,zerstören::V,distrujañ,алдьат
1018,verbrennen::V,deviñ,уоттаа
1019,geben::V,reiñ,биэр
1020,schenken::V,donezonañ,бэлэхтээ
1021,versprechen::V,prometiñ,эрэннэр
1022,wünschen::V,hetiñ,баҕар
1023,loben::V,feurmiñ,хайҕаа
1024,küssen::V,pokat,уураа
1025,wiegen::V,pouezañ,бигээ
1026,zudecken::V,goloiñ,сап
1027,zudecken::V,goloiñ,бүрүй
1028,wecken::V,dihuniñ,уһугуннар
1029,zeigen::V,diskouez,көрдөр
1030,führen::V,kas,салай
1031,lehren::V,deskiñ,үөрэт
1032,unterrichten::V,kelenn,үөрэт
1033,leiten::V,bleinañ,салай
1034,antreiben::V,poulzañ,кыһай
1035,lassen::V,leuskel,күһэй
1036,einladen::V,pediñ,ыҥыр
1037,vereinigen::V,unisañ,холбоо
1038,vereinigen::V,unisañ,түм
1039,besuchen::V,gweladenniñ,сырыт
1040,besuchen::V,gweladenniñ,билсэ сырыт
1041,treffen::V,kejal,көрүс
1042,treffen::V,ankontrañ,көрүс
1043,sich versammeln::V,bodennañ,мүһүн
1044,sich versammeln::V,bodennañ,түмүс
1045,spielen::V,c'hoari,оонньоо
1046,singen::V,kanañ,ыллаа
1047,tanzen::V,dañsal,үҥкүүлээ
1048,sich trennen::V,dispartiañ,араҕыс
1049,verlassen::V,lezel,хааллар
1050,retten::V,saveteiñ,өрүһүй
1051,bewachen::V,mesa,араҥаччылаа
1052,schützen::V,diwall,көмүскээ
1053,verteidigen::V,difenn,көмүскээ
1054,sich schlagen::V,lopañ,охсус
1055,siegen::V,trec'hiñ,хот
1056,siegen::V,trec'hiñ,кыай
1057,ärgern::V,hegasiñ,кыыһырт
1058,schlagen::V,skeiñ,оҕус
1059,treten::V,botaouiñ,тэп
1060,stechen::V,pikat,кэй
1061,stoßen::V,stokañ,кэп
1062,stoßen::V,stokañ,үтүрүй
1063,stehlen::V,laerezh,уор
1064,stören::V,direnkañ,мэһэйдээ
1065,belästigen::V,dregasiñ,батар
1066,verbergen::V,skoachañ,кистээ
1067,täuschen::V,tromplañ,албыннаа
1068,betrügen::V,lorbañ,албыннаа
1069,töten::V,lazhañ,өлөр
1070,wohnen::V,bezañ o chom,олор
1071,arbeiten::V,labourat,үлэлээ
1072,sammeln::V,dastum,мус
1073,sammeln::V,dastum,хомуй
1074,pflücken::V,kuntuilhañ,үргээ
1075,jagen::V,chaseal,бултаа
1076,fischen::V,pesketa,балыктаа
1077,fassen::V,pakañ,тут
1078,hüten::V,geota,манаа
1079,anbinden::V,stagañ,баай
1080,füttern::V,boueta,аһат
1081,melken::V,goro,ыа
1082,hacken::V,difrakal,кэрт
1083,gießen::V,dourañ,сиигирт
1084,reifen::V,azviñ,бус
1085,zubereiten::V,keginañ,бэлэмнээ
1086,kochen::V,poazhañ,буһар
1087,backen::V,fritañ,буһар
1088,braten::V,rostañ,хооруй
1089,braten::V,rostañ,ыһаарылаа
1090,braten::V,rostañ,соркуойдаа
1091,stricken::V,stammañ,өр
1092,nähen::V,gwriat,иистэн
1093,färben::V,livañ,кырааскалаа
1094,reinigen::V,naetañ,ыраастаа
1095,waschen::V,gwalc'hiñ,сууй
1096,abwischen::V,torchañ,сот
1097,spülen::V,disgwalc'hiñ,сайҕаа
1098,fegen::V,skubañ,сиппий
1099,kehren::V,skubañ,харбаа
1100,baden::V,kouronkañ,сөтүөлээ
1101,sich waschen::V,en em walc'hiñ,суун
1102,sich anziehen::V,gwiskañ,таҥын
1103,kämmen::V,kribat,тараа
1104,schmücken::V,kinklañ,симээ
1105,sagen::V,larêt,диэ
1106,sagen::V,lavaret,диэ
1107,sprechen::V,komz,эт
1108,sprechen::V,komz,саҥар
1109,reden::V,kaozeal,кэпсэт
1110,sich unterhalten::V,balbotal,кэпсэт
1111,fragen::V,goulenn,ыйыт
1112,bitten::V,goulenn,көрдөс
1113,erzählen::V,kontañ,кэпсээ
1114,erzählen::V,kontañ,сэһэргээ
1115,mitteilen::V,kemenn,биллэр
1116,nennen::V,anviñ,ааттаа
1117,rufen::V,gelver,ыҥыр
1118,prahlen::V,fougeal,чабылан
1119,prahlen::V,fougeal,киһиргээ
1120,übersetzen::V,treiñ,тылбаастаа
1121,denken::V,soñjal,санаа
1122,denken::V,soñjal,толкуйдаа
1123,glauben::V,krediñ,итэҕэй
1124,bemerken::V,apresevañ,бэлиэтээ
1125,erkennen::V,anavout,бил
1126,begreifen::V,meizañ,өйдөө
1127,verstehen::V,kompren,өйдөө
1128,lernen::V,deskiñ,үөрэн
1129,wissen::V,gouzout,бил
1130,sich erinnern an::V,kaout soñj e,аҕын
1131,vergessen::V,ankouaat,умун
1132,messen::V,muzuliañ,кэмнээ
1133,messen::V,muzuliañ,кээмэйдээ
1134,zählen::V,kontañ,аах
1135,rechnen::V,jedañ,аах
1136,lesen::V,lenn,аах
1137,malen::V,livañ,уруһуйдаа
1138,zeichnen::V,tresañ,уруһуйдаа
1139,schreiben::V,skrivañ,суруй
1140,besitzen::V,kaout,баһылаа
1141,kaufen::V,prenañ,атыылас
1142,verkaufen::V,gwerzhañ,атыылаа
1143,bezahlen::V,paeañ,төлөө
1144,zahlen::V,paeañ,төлөө
1145,beherrschen::V,mestroniañ,баһылаа
1146,ertragen::V,anduriñ,тулуй
1147,Grube::N,,дьаама
1148,Spur::N,,суол
1149,Lehm::N,,туой
1150,Laut::N,,тыас
1151,Winkel::N,,муннук
1152,Lagerfeuer::N,,кутаа
1153,vergebens::ADV,,таак
1154,untergehen[Sonne]::V,,киир
1155,läuten::V,,собуоннаа
1156,klingeln::V,,линкинээ
1157,sich fürchten::V,,куттан
1158,sich fürchten::V,,дьиксин
1159,fürchten::V,,дьиксин
1160,fürchten::V,,куттан
1161,gelingen::V,,сатан
1162,geraten::V,,баар буолан биэр
1163,geraten::V,,баар буола тус
1164,geraten::V,,буолан таҕыс
1165,schwenken::V,,дайбаа
1166,reichen::V,,аҕал
1167,aufziehen::V,,иит
1168,schießen::V,,ытыалаа
1169,treiben::V,,үүр
1170,umrühren::V,,былаа
1171,ausziehen::V,,уһул
1172,anziehen::V,,кэтэрт
