,Concept_ID,ro,es
316,Neuigkeit::N,noutate,noticia
317,Neuigkeit::N,actualitate,noticia
318,Name::N,nume,nombre
319,Rätsel::N,ghicitoare,acertijo
320,Rätsel::N,ghicitoare,adivinanza
321,Rede::N,discurs,discurso
322,Sprache::N,limbă,lengua
323,Sprache::N,limbaj,lengua
324,Stimme::N,glas,voz
325,Wort::N,cuvânt,palabra
326,Zeichen::N,semn,señal
327,Zeichen::N,semnal,señal
328,Ruf::N,chemare,llamada
329,Lärm::N,zgomot,ruido
330,Lärm::N,zgomot,barullo
331,Lärm::N,tărăboi,ruido
332,Lärm::N,tărăboi,barullo
333,Laut::N,sunet,sonido
334,Ton::N,ton,tono
335,Lied::N,cântec,canción
336,Ruhe::N,odihnă,calma
337,Ruhe::N,odihnă,silencio
338,Ruhe::N,liniște,calma
339,Ruhe::N,liniște,silencio
340,Leute::N,lume,gente
341,Leute::N,oameni,gente
342,Volk::N,popor,pueblo
343,Volk::N,națiune,pueblo
344,Arbeit::N,lucru,trabajo
345,Gast::N,musafir,huésped
346,Gast::N,musafir,invitado
347,Geschenk::N,dar,regalo
348,Geschenk::N,cadou,regalo
349,Spiel::N,joc,juego
350,Gesellschaft::N,societate,compañía
351,Hilfe::N,ajutor,ayuda
352,Hilfe::N,ajutor,socorro
353,Freund::N,amic,amigo
354,Freund::N,prieten,amigo
355,Kamerad::N,tovarăș,camarada
356,Kamerad::N,tovarăș,compañero
357,Angelegenheit::N,afacere,asunto
358,Anzahl::N,număr,cantidad
359,Anzahl::N,cantitate,cantidad
360,Art::N,fel,tipo
361,Art::N,fel,clase
362,Art::N,specie,tipo
363,Art::N,specie,clase
364,Stück::N,bucată,pieza
365,Teil::N,parte,parte
366,Teil::N,porție,parte
367,Hälfte::N,jumătate,mitad
368,Kreis::N,cerc,círculo
369,Kreuz::N,cruce,cruz
370,Linie::N,linie,línea
371,Strich::N,linie,raya
372,Strich::N,linie,trazo
373,Strich::N,trăsătură,raya
374,Strich::N,trăsătură,trazo
375,Abstand::N,distanță,distancia
376,Abstand::N,depărtare,distancia
377,Entfernung::N,distanță,distancia
378,Entfernung::N,depărtare,distancia
379,Gegend::N,regiune,región
380,Gegend::N,regiune,comarca
381,Platz::N,loc,espacio
382,Ort::N,loc,sitio
383,Seite::N,latură,lado
384,Seite::N,latură,costado
385,Mitte::N,centru,medio
386,Mitte::N,centru,centro
387,Gegenstand::N,obiect,objeto
388,Sache::N,lucru,cosa
389,Sache::N,chestie,cosa
390,Rand::N,bordură,borde
391,Kante::N,muchie,borde
392,Kante::N,bordură,borde
393,Ecke::N,colț,esquina
394,Spitze::N,vârf,punta
395,Spitze::N,creștet,punta
396,Ende::N,capăt,cabo
397,Ende::N,capăt,extremo
398,Loch::N,gaură,agujero
399,Loch::N,gaură,abertura
400,Winkel::N,colț,ángulo
401,Muster::N,desen,dibujo
402,Größe::N,mărime,tamaño
403,Länge::N,lungime,longitud
404,Höhe::N,înălțime,altura
405,Höhe::N,înălțime,altitud
406,Gewicht::N,greutate,peso
407,Menge::N,cantitate,cantidad
408,Haufen::N,grămadă,montón
409,Reihe::N,șir,fila
410,Reihe::N,rând,fila
411,Boot::N,barcă,bote
412,Boot::N,barcă,barca
413,Boot::N,luntre,bote
414,Boot::N,luntre,barca
415,Ruder::N,vâslă,remo
416,Ruder::N,lopată,remo
417,Schlitten::N,sanie,trineo
418,Ski::N,schi,esquí
419,Lagerfeuer::N,foc de tabără,hoguera
420,Last::N,povară,carga
421,Last::N,sarcină,carga
422,Gang::N,mers,marcha
423,Gang::N,umblet,marcha
424,Schritt::N,pas,paso
425,Norden::N,nord,norte
426,Norden::N,miazănoapte,norte
427,Süden::N,sud,sur
428,Süden::N,miazăzi,sur
429,Westen::N,apus,oeste
430,Osten::N,est,este
431,Osten::N,răsărit,este
432,Holz::N,lemn,madera
433,Brett::N,scândură,tabla
434,Platte::N,placă,placa
435,Platte::N,placă,plancha
436,Stütze::N,proptea,sostén
437,Stütze::N,proptea,soporte
438,Stange::N,bară,vara
439,Stange::N,bară,percha
440,Stange::N,prăjină,vara
441,Stange::N,prăjină,percha
442,Stock::N,băț,palo
443,Stock::N,băț,bastón
444,Stock::N,baston,palo
445,Stock::N,baston,bastón
446,Stab::N,baston,vara
447,Stab::N,baston,bastón
448,Stab::N,prăjină,vara
449,Stab::N,prăjină,bastón
450,Rohr::N,tub,tubo
451,Rohr::N,țeavă,tubo
452,Haus::N,casă,casa
453,Heim::N,casă,hogar
454,Heim::N,cămin,hogar
455,Ofen::N,sobă,estufa
456,Fußboden::N,podea,suelo
457,Fußboden::N,dușumea,suelo
458,Tisch::N,masă,mesa
459,Stuhl::N,scaun,silla
460,Wiege::N,leagăn,cuna
461,Bett::N,pat,cama
462,Regal::N,rafturi,estantería
463,Kiste::N,ladă,caja
464,Kiste::N,cutie,caja
465,Fenster::N,fereastră,ventana
466,Tür::N,ușă,puerta
467,Tor::N,poartă,puerta
468,Zaun::N,gard,valla
469,Zaun::N,gard,cercado
470,Dach::N,acoperiș,techo
471,Dach::N,acoperiș,tejado
472,Leiter::N,scară,escalera
473,Besen::N,mătură,escoba
474,Spaten::N,cazma,pala
475,Spaten::N,hârleț,pala
476,Schaufel::N,lopată,pala
477,Schaufel::N,lopată,paleta
478,Gabel::N,furculiță,tenedor
479,Löffel::N,lingură,cuchara
480,Messer::N,cuțit,cuchillo
481,Nagel::N,cui,clavo
482,Netz::N,plasă,red
483,Haken::N,cârlig,gancho
484,Haken::N,cârlig,corchete
485,Griff::N,mâner,asa
486,Griff::N,mâner,mango
487,Schloss::N,lacăt,cerradura
488,Bild::N,tablou,imagen
489,Bild::N,imagine,imagen
490,Figur::N,chip,figura
491,Figur::N,figură,figura
492,Puppe::N,păpușă,muñeca
493,Beutel::N,pungă,bolsa
494,Beutel::N,săculeț,bolsa
495,Bündel::N,mănunchi,haz
496,Tasche::N,geantă,bolso
497,Eimer::N,găleată,cubo
498,Deckel::N,capac,tapa
499,Deckel::N,capac,tapadera
500,Geschirr::N,vase,vajilla
501,Geschirr::N,tacâmuri,vajilla
502,Sack::N,sac,saco
503,Tasse::N,ceașcă,taza
504,Topf::N,oală,olla
505,Topf::N,oală,marmita
506,Kessel::N,cazan,caldera
507,Kessel::N,căldare,caldera
508,Essen::N,mâncare,comida
509,Nahrung::N,hrană,alimento
510,Nahrung::N,aliment,alimento
511,Speise::N,bucate,plato
512,Speise::N,fel de bucate,plato
513,Fleisch::N,carne,carne
514,Getreide::N,cereale,cereales
515,Brei::N,pireu,puré
516,Brei::N,pireu,papilla
517,Brot::N,pâine,pan
518,Scheibe::N,felie,lonja
519,Scheibe::N,felie,rebanada
520,Scheibe::N,bucată,lonja
521,Scheibe::N,bucată,rebanada
522,Fett::N,untură,grasa
523,Fett::N,grăsime,grasa
524,Butter::N,unt,mantequilla
525,Öl::N,ulei,aceite
526,Salz::N,sare,sal
527,Suppe::N,supă,sopa
528,Suppe::N,ciorbă,sopa
529,Honig::N,miere,miel
530,Milch::N,lapte,leche
531,Tee::N,ceai,té
532,Leder::N,piele,cuero
533,Wolle::N,lână,lana
534,Stoff::N,stofă,tela
535,Stoff::N,stofă,tejido
536,Nadel::N,ac,aguja
537,Faden::N,ață,hilo
538,Knopf::N,buton,botón
539,Knoten::N,nod,nudo
540,Farbe::N,vopsea,pintura
541,Kleidung::N,haine,ropa
542,Kleidung::N,haine,vestidos
543,Kleidung::N,îmbrăcăminte,ropa
544,Kleidung::N,îmbrăcăminte,vestidos
545,Hemd::N,cămașă,camisa
546,Kragen::N,guler,cuello
547,Ärmel::N,mânecă,manga
548,Hose::N,pantaloni,pantalón
549,Gürtel::N,cordon,cinturón
550,Mütze::N,șapcă,gorro
551,Schuh::N,gheată,zapato
552,Stiefel::N,cizmă,bota
553,Ring::N,inel,anillo
554,Ring::N,verigă,anillo
555,Band::N,panglică,cinta
556,Band::N,șiret,cinta
557,Kamm::N,pieptene,peine
558,Spiegel::N,oglindă,espejo
559,Riemen::N,curea,correa
560,Schnur::N,funie,cuerda
561,Schnur::N,sfoară,cuerda
562,Leine::N,lesă,correa
563,Leine::N,curea,correa
564,Decke::N,pătură,manta
565,Kissen::N,pernă,almohada
566,Tuch::N,batic,pañuelo
567,Handtuch::N,prosop,toalla
568,Handtuch::N,ștergar,toalla
569,Kraft::N,forță,fuerza
570,Kraft::N,putere,fuerza
571,Stärke::N,tărie,fuerza
572,Stärke::N,vigoare,fuerza
573,Gesundheit::N,sănătate,salud
574,Krankheit::N,boală,enfermedad
575,Krankheit::N,maladie,enfermedad
576,Schmerz::N,durere,dolor
577,Wunde::N,rană,llaga
578,Wunde::N,rană,herida
579,Fieber::N,febră,fiebre
580,Arznei::N,leac,medicina
581,Arznei::N,leac,medicamento
582,Arznei::N,medicament,medicina
583,Arznei::N,medicament,medicamento
584,Brücke::N,pod,puente
585,Brücke::N,punte,puente
586,Brunnen::N,puț,pozo
587,Weide::N,izlaz,pasto
588,Weide::N,pășune,pasto
589,Pfad::N,cărare,sendero
590,Weg::N,drum,camino
591,Straße::N,cale,vía
592,Straße::N,cale,carretera
593,Straße::N,stradă,vía
594,Straße::N,stradă,carretera
595,Dorf::N,sat,aldea
596,Dorf::N,sat,pueblo
597,Stadt::N,oraș,ciudad
598,Brief::N,scrisoare,carta
599,Buch::N,carte,libro
600,Buchstabe::N,literă,letra
601,Buchstabe::N,literă,carácter
602,Buchstabe::N,caracter,letra
603,Buchstabe::N,caracter,carácter
604,Zeitung::N,ziar,diario
605,Zeitung::N,ziar,periódico
606,Zeitung::N,gazetă,diario
607,Zeitung::N,gazetă,periódico
608,Leben::N,viață,vida
609,Tod::N,moarte,muerte
610,Grab::N,groapă,tumba
611,Grab::N,groapă,sepulcro
612,Grab::N,mormânt,tumba
613,Grab::N,mormânt,sepulcro
614,Kirche::N,biserică,iglesia
615,Sünde::N,păcat,pecado
616,Gott::N,zeu,dios
617,Arbeiter::N,muncitor,obrero
618,Arbeiter::N,muncitor,trabajador
619,Chef::N,șef,jefe
620,Meister::N,meșter,maestro
621,Meister::N,maestru,maestro
622,Arzt::N,medic,médico
623,Arzt::N,doctor,médico
624,Lehrer::N,profesor,profesor
625,Lehrer::N,învățător,profesor
626,Geld::N,bani,dinero
627,Geld::N,parale,dinero
628,Geschäft::N,treabă,negocio
629,Geschäft::N,afacere,negocio
630,Laden::N,magazin,tienda
631,Laden::N,prăvălie,tienda
632,Preis::N,preț,precio
633,Ware::N,marfă,mercancía
634,Nutzen::N,folos,provecho
635,Nutzen::N,profit,provecho
636,Reichtum::N,avuție,riqueza
637,Reichtum::N,bogăție,riqueza
638,Welt::N,lume,mundo
639,Land::N,țară,país
640,Staat::N,stat,Estado
641,König::N,rege,rey
642,Macht::N,putere,poder
643,Macht::N,putere,potencia
644,Macht::N,putință,poder
645,Macht::N,putință,potencia
646,Grenze::N,hotar,frontera
647,Grenze::N,graniță,frontera
648,Grenze::N,frontieră,frontera
649,Krieg::N,război,guerra
650,Feind::N,dușman,enemigo
651,Gewalt::N,violență,violencia
652,Kampf::N,luptă,lucha
653,Kampf::N,luptă,combate
654,Bogen[Waffe]::N,arc,arco
655,Pfeil::N,săgeată,flecha
656,Gewehr::N,armă,fusil
657,Gewehr::N,armă,escopeta
658,Gewehr::N,pușcă,fusil
659,Gewehr::N,pușcă,escopeta
660,Fehler::N,eroare,error
661,Fehler::N,greșeală,error
662,Lüge::N,minciună,mentira
663,Schaden::N,daună,daño
664,Schaden::N,pagubă,daño
665,Unglück::N,nenorocire,desgracia
666,Schuld::N,vină,culpa
667,Alter::N,etate,edad
668,Alter::N,vârstă,edad
669,Schluss::N,sfârșit,fin
670,Schluss::N,sfârșit,final
671,Zeit::N,timp,tiempo
672,Zeit::N,vreme,tiempo
673,Tag::N,zi,día
674,Morgen::N,dimineață,mañana
675,Mittag::N,prânz,mediodía
676,Mittag::N,amiază,mediodía
677,Abend::N,seară,noche
678,Nacht::N,noapte,noche
679,Woche::N,săptămână,semana
680,Monat::N,lună,mes
681,Jahr::N,an,año
682,Frühling::N,primăvară,primavera
683,Sommer::N,vară,verano
684,Herbst::N,toamnă,otoño
685,Winter::N,iarnă,invierno
686,Januar::N,ianuarie,enero
687,Februar::N,februarie,febrero
688,März::N,martie,marzo
689,April::N,aprilie,abril
690,Mai::N,mai,mayo
691,Juni::N,iunie,junio
692,Juli::N,iulie,julio
693,August::N,august,agosto
694,September::N,septembrie,septiembre
695,Oktober::N,octombrie,octubre
696,November::N,noiembrie,noviembre
697,Dezember::N,decembrie,diciembre
698,Montag::N,luni,lunes
699,Dienstag::N,marți,martes
700,Mittwoch::N,miercuri,miércoles
701,Donnerstag::N,joi,jueves
702,Freitag::N,vineri,viernes
703,Samstag::N,sâmbătă,sábado
704,Sonntag::N,duminică,domingo
705,groß::A,mare,grande
706,klein::A,mic,pequeño
707,lang::A,lung,largo
708,kurz::A,scurt,corto
709,breit::A,lat,ancho
710,breit::A,larg,ancho
711,schmal::A,strâmt,estrecho
712,dicht::A,des,denso
713,dick[Gegenstand]::A,gros,grueso
714,dünn::A,subțire,fino
715,dünn::A,subțire,delgado
716,fein::A,fin,fino
717,fein::A,fin,delicado
718,fein::A,subțire,fino
719,fein::A,subțire,delicado
720,fest::A,tare,firme
721,fest::A,tare,sólido
722,fest::A,solid,firme
723,fest::A,solid,sólido
724,flach::A,șes,plano
725,flach::A,plan,plano
726,glatt::A,lins,liso
727,hart::A,dur,duro
728,weich::A,moale,muelle
729,rund::A,rotund,redondo
730,rund::A,circular,redondo
731,spitz::A,ascuțit,agudo
732,spitz::A,ascuțit,apuntado
733,scharf::A,tăios,agudo
734,scharf::A,tăios,afilado
735,scharf::A,ascuțit,agudo
736,scharf::A,ascuțit,afilado
737,stumpf::A,tocit,sin filo
738,schwer::A,greu,pesado
739,schön::A,frumos,bello
740,schön::A,frumos,hermoso
741,heiß::A,cald,caluroso
742,heiß::A,fierbinte,caluroso
743,warm::A,cald,cálido
744,warm::A,cald,caliente
745,warm::A,fierbinte,cálido
746,warm::A,fierbinte,caliente
747,kalt::A,rece,frío
748,kühl::A,rece,fresco
749,kühl::A,răcoros,fresco
750,frisch::A,răcoros,fresco
751,frisch::A,proaspăt,fresco
752,feucht::A,umed,húmedo
753,feucht::A,jilav,húmedo
754,nass::A,ud,mojado
755,trocken::A,sec,seco
756,trocken::A,uscat,seco
757,voll::A,plin,lleno
758,leer::A,gol,vacío
759,offen::A,deschis,abierto
760,geschlossen::A,închis,cerrado
761,sauber::A,curat,limpio
762,schmutzig::A,murdar,sucio
763,roh::A,crud,crudo
764,reif::A,copt,maduro
765,lecker::A,gustos,rico
766,lecker::A,gustos,sabroso
767,süß::A,dulce,dulce
768,bitter::A,amar,amargo
769,sauer::A,acru,agrio
770,hell::A,clar,claro
771,hell::A,luminos,claro
772,dunkel::A,obscur,oscuro
773,dunkel::A,întunecos,oscuro
774,schwarz::A,negru,negro
775,weiß::A,alb,blanco
776,rot::A,roșu,rojo
777,gelb::A,galben,amarillo
778,blau::A,albastru,azul
779,grün::A,verde,verde
780,grau::A,gri,gris
781,grau::A,cenușiu,gris
782,bunt::A,colorat,multicolor
783,billig::A,ieftin,barato
784,teuer::A,scump,caro
785,wertvoll::A,prețios,valioso
786,wertvoll::A,prețios,precioso
787,blind::A,orb,ciego
788,taub::A,surd,sordo
789,kräftig::A,tare,fuerte
790,kräftig::A,forte,fuerte
791,kräftig::A,robust,fuerte
792,stark::A,viguros,fuerte
793,stark::A,viguros,vigoroso
794,stark::A,puternic,fuerte
795,stark::A,puternic,vigoroso
796,schwach::A,slab,débil
797,schwach::A,debil,débil
798,fett::A,gras,obeso
799,schlank::A,zvelt,esbelto
800,hübsch::A,drăguț,mono
801,hübsch::A,drăguț,guapo
802,böse::A,rău,malo
803,böse::A,răutăcios,malo
804,dumm::A,nerod,tonto
805,dumm::A,nerod,estúpido
806,dumm::A,tâmpit,tonto
807,dumm::A,tâmpit,estúpido
808,faul::A,leneș,vago
809,faul::A,leneș,perezoso
810,fleißig::A,harnic,aplicado
811,fleißig::A,harnic,diligente
812,fleißig::A,sârguincios,aplicado
813,fleißig::A,sârguincios,diligente
814,geizig::A,calic,avaro
815,geizig::A,zgârcit,avaro
816,klug::A,isteț,sensato
817,klug::A,isteț,inteligente
818,klug::A,deștept,sensato
819,klug::A,deștept,inteligente
820,geschickt::A,dibaci,hábil
821,lieb::A,drag,querido
822,lieb::A,iubit,querido
823,lustig::A,vesel,alegre
824,sanft::A,blând,suave
825,sanft::A,blajin,suave
826,hungrig::A,flămând,hambriento
827,krank::A,bolnav,enfermo
828,nackt::A,gol,desnudo
829,traurig::A,trist,triste
830,traurig::A,mâhnit,triste
831,lebendig::A,viu,vivo
832,lebendig::A,viu,viviente
833,gut::A,bun,bueno
834,schlecht::A,rău,malo
835,schlecht::A,prost,malo
836,richtig::A,drept,justo
837,richtig::A,drept,correcto
838,richtig::A,corect,justo
839,richtig::A,corect,correcto
840,schlimm::A,rău,malo
841,schlimm::A,rău,grave
842,wahr::A,adevărat,verídico
843,wahr::A,adevărat,verdadero
844,alt::A,uzat,viejo
845,alt::A,vechi,viejo
846,neu::A,nou,nuevo
847,ehemalig::A,fost,antiguo
848,ehemalig::A,anterior,antiguo
