,Concept_ID,pt,hr
856,traurig::A,triste,tužan
857,traurig::A,triste,žalostan
858,lebendig::A,vivo,živ
859,gut::A,bom,dobar
860,schlecht::A,mau,loš
861,schlecht::A,mau,rđav
862,schlecht::A,ruim,loš
863,schlecht::A,ruim,rđav
864,richtig::A,justo,tačan
865,richtig::A,justo,ispravan
866,richtig::A,correcto,tačan
867,richtig::A,correcto,ispravan
868,schlimm::A,mau,zao
869,schlimm::A,mau,zločest
870,schlimm::A,grave,zao
871,schlimm::A,grave,zločest
872,wahr::A,verdadeiro,istinit
873,alt::A,velho,star
874,alt::A,antigo,star
875,neu::A,novo,nov
876,ehemalig::A,antigo,bivši
877,alt[Lebewesen]::A,velho,star
878,jung::A,jovem,mlad
879,arm::A,pobre,ubog
880,arm::A,pobre,siromašan
881,reich::A,rico,bogat
882,bekannt::A,conhecido,poznat
883,berühmt::A,famoso,čuven
884,berühmt::A,famoso,slavan
885,berühmt::A,célebre,čuven
886,berühmt::A,célebre,slavan
887,fremd::A,alheio,tuđ
888,fremd::A,alheio,stran
889,fremd::A,estranho,tuđ
890,fremd::A,estranho,stran
891,verschieden::A,diverso,razan
892,verschieden::A,diverso,različan
893,verschieden::A,diferente,razan
894,verschieden::A,diferente,različan
895,nah::A,próximo,blizak
896,fern::A,remoto,dalek
897,fern::A,remoto,daljnji
898,fern::A,distante,dalek
899,fern::A,distante,daljnji
900,linker::A,esquerdo,lijevi
901,rechter::A,direito,desni
902,anderer::A,outro,drugi
903,anderer::A,outro,drugačiji
904,erster::A,primeiro,prvi
905,zweiter::A,segundo,drugi
906,dritter::A,terceiro,treći
907,letzter::A,final,zadnji
908,letzter::A,último,zadnji
909,allein::ADV,só,sam
910,auf einmal::ADV,de vez,istodobno
911,zusammen::ADV,juntos,skupa
912,zusammen::ADV,juntos,zajedno
913,lange::ADV,muito tempo,dugo
914,plötzlich::ADV,de repente,naglo
915,plötzlich::ADV,de repente,iznenada
916,sofort::ADV,imediatamente,odmah
917,später::ADV,mais tarde,kasnije
918,jetzt::ADV,agora,sad
919,jetzt::ADV,agora,sada
920,heute::ADV,hoje,danas
921,morgen::ADV,amanhã,sutra
922,bald::ADV,logo,skoro
923,bald::ADV,logo,doskora
924,bald::ADV,breve,skoro
925,bald::ADV,breve,doskora
926,dann::ADV,então,zatim
927,dann::ADV,depois,zatim
928,gestern::ADV,ontem,juče
929,gestern::ADV,ontem,jučer
930,einst::ADV,antigamente,negda
931,einst::ADV,antigamente,nekada
932,damals::ADV,então,tada
933,damals::ADV,então,onda
934,danach::ADV,logo,poslije
935,danach::ADV,logo,nakon toga
936,danach::ADV,depois,poslije
937,danach::ADV,depois,nakon toga
938,vorher::ADV,antes,prije
939,vorher::ADV,antes,prije toga
940,zuerst::ADV,primeiro,prvo
941,zuerst::ADV,primeiro,najprije
942,einmal::ADV,uma vez,jednom
943,einmal::ADV,uma vez,jedanput
944,manchmal::ADV,às vezes,katkad
945,manchmal::ADV,às vezes,katkada
946,oft::ADV,muitas vezes,često
947,immer::ADV,sempre,vazda
948,immer::ADV,sempre,uvijek
949,niemals::ADV,nunca,nikad
950,niemals::ADV,nunca,nikada
951,hier::ADV,cá,tu
952,hier::ADV,cá,ovdje
953,hier::ADV,aqui,tu
954,hier::ADV,aqui,ovdje
955,hierhin::ADV,para cá,amo
956,hierhin::ADV,para cá,ovamo
957,von hier::ADV,daqui,odavde
958,dort::ADV,lá,ondje
959,dort::ADV,ali,ondje
960,dorthin::ADV,lá,onamo
961,dorthin::ADV,para lá,onamo
962,geradeaus::ADV,em frente,ravno
963,vorwärts::ADV,avante,naprijed
964,rückwärts::ADV,para trás,natrag
965,zurück::ADV,atrás,nazad
966,zurück::ADV,atrás,natrag
967,unten::ADV,debaixo,dolje
968,unten::ADV,em baixo,dolje
969,hinab::ADV,para baixo,nizbrdo
970,oben::ADV,em cima,gore
971,hinauf::ADV,para cima,uzbrdo
972,überall::ADV,em toda parte,svuda
973,überall::ADV,em toda parte,svagdje
974,nicht::ADV,não,ne
975,ein wenig::ADV,um pouco,malo
976,ein wenig::ADV,um bocado,malo
977,kaum::ADV,apenas,tek
978,kaum::ADV,apenas,jedva
979,sehr::ADV,muito,jako
980,sehr::ADV,muito,veoma
981,so::ADV,tão,tako
982,so::ADV,tão,ovako
983,so::ADV,assim,tako
984,so::ADV,assim,ovako
985,noch::ADV,ainda,još
986,nur::ADV,só,samo
987,nur::ADV,apenas,samo
988,nur::ADV,somente,samo
989,schon::ADV,já,već
990,wieder::ADV,outra vez,opet
991,wieder::ADV,outra vez,ponovo
992,vergebens::ADV,em vão,uzalud
993,vergebens::ADV,em vão,zabadava
994,vor::PRP,diante de,pred
995,vor::PRP,diante de,ispred
996,hinter::PRP,atrás de,za
997,hinter::PRP,atrás de,iza
998,unter::PRP,sob,pod
999,unter::PRP,sob,ispod
1000,unter::PRP,debaixo de,pod
1001,unter::PRP,debaixo de,ispod
1002,durch::PRP,por,po
1003,durch::PRP,por,kroz
1004,durch::PRP,através de,po
1005,durch::PRP,através de,kroz
1006,neben::PRP,junto de,kraj
1007,neben::PRP,junto de,pored
1008,neben::PRP,junto de,pokraj
1009,neben::PRP,ao lado de,kraj
1010,neben::PRP,ao lado de,pored
1011,neben::PRP,ao lado de,pokraj
1012,zwischen::PRP,entre,među
1013,zwischen::PRP,entre,između
1014,wegen::PRP,por,radi
1015,wegen::PRP,por,zbog
1016,wegen::PRP,por causa de,radi
1017,wegen::PRP,por causa de,zbog
1018,dies::PRN,isto,ovo
1019,das::PRN,isso,to
1020,das::PRN,isso,ono
1021,das::PRN,aquilo,to
1022,das::PRN,aquilo,ono
1023,alles::PRN,todo,sve
1024,ich::PRN,eu,ja
1025,du::PRN,tu,ti
1026,er::PRN,ele,on
1027,wir::PRN,nós,mi
1028,ihr::PRN,vós,vi
1029,ihr::PRN,vocês,vi
1030,sie::PRN,eles,oni
1031,was::FPRN,quê,što
1032,wer::FPRN,quem,tko
1033,wo::FADV,onde,gdje
1034,wohin::FADV,aonde,kuda
1035,wohin::FADV,aonde,kamo
1036,wohin::FADV,para onde,kuda
1037,wohin::FADV,para onde,kamo
1038,wie::FADV,como,kako
1039,warum::FADV,porquê,zašto
1040,warum::FADV,por que,zašto
1041,wieviel::FNUM,quanto,koliko
1042,eins::NUM,um,jedan
1043,zwei::NUM,dois,dva
1044,drei::NUM,três,tri
1045,vier::NUM,quatro,četiri
1046,fünf::NUM,cinco,pet
1047,sechs::NUM,seis,šest
1048,sieben::NUM,sete,sedam
1049,acht::NUM,oito,osam
1050,neun::NUM,nove,devet
1051,zehn::NUM,dez,deset
1052,elf::NUM,onze,jedanaest
1053,zwölf::NUM,doze,dvanaest
1054,zwanzig::NUM,vinte,dvadeset
1055,dreißig::NUM,trinta,trideset
1056,vierzig::NUM,quarenta,četrdeset
1057,fünfzig::NUM,cinquenta,pedeset
1058,sechzig::NUM,sessenta,šezdeset
1059,siebzig::NUM,setenta,sedamdeset
1060,achtzig::NUM,oitenta,osamdeset
1061,neunzig::NUM,noventa,devetdeset
1062,hundert::NUM,cem,sto
1063,hundert::NUM,cento,sto
1064,tausend::NUM,mil,tisuća
1065,und::CNJ,e,i
1066,und::CNJ,e,te
1067,oder::CNJ,ou,ili
1068,stehen::V,estar em pé,stajati
1069,sitzen::V,estar sentado,sjediti
1070,liegen::V,jazer,ležati
1071,liegen::V,estar deitado,ležati
1072,hängen::V,pender,visiti
1073,hängen::V,estar pendurado,visiti
1074,werden::V,tornar-se,postati
1075,werden::V,tornar-se,činiti se
1076,passieren::V,acontecer,desiti se
1077,passieren::V,acontecer,dogoditi se
1078,beginnen::V,começar,početi
1079,enden::V,acabar,prestati
1080,enden::V,acabar,svršiti se
1081,enden::V,terminar,prestati
1082,enden::V,terminar,svršiti se
1083,wechseln::V,variar,mijenjati se
1084,wechseln::V,alternar,mijenjati se
1085,aufgehen[Sonne]::V,nascer,izići
1086,untergehen[Sonne]::V,pôr-se,zaći
1087,scheinen[Sonne]::V,brilhar,sijati
1088,donnern::V,trovejar,grmjeti
1089,wehen::V,soprar,duhati
1090,strömen::V,correr,strujati
1091,fließen::V,fluir,teći
1092,sich drehen::V,girar,obrtati se
1093,sich drehen::V,girar,vrtjeti se
1094,schwanken::V,oscilar,teturati
1095,schwanken::V,oscilar,kolebati se
1096,schwingen::V,vibrar,njihati
1097,schwingen::V,vibrar,titrati
1098,fallen::V,cair,padati
1099,brennen::V,arder,gorjeti
1100,rauchen::V,fumegar,dimiti se
1101,regnen::V,chover,kišiti
1102,regnen::V,chover,daždjeti
1103,gefrieren::V,gelar,smrznuti se
1104,gefrieren::V,congelar,smrznuti se
1105,tauen::V,derreter,kopnjeti
1106,tauen::V,derreter,kraviti se
1107,tauen::V,descongelar,kopnjeti
1108,tauen::V,descongelar,kraviti se
1109,schmelzen::V,fundir-se,topiti se
1110,trocknen::V,secar,sušiti se
1111,sieden::V,ferver,kipjeti
1112,sieden::V,ferver,ključati
1113,faulen::V,estragar-se,gnjiti
1114,verfaulen::V,apodrecer,sagnjiti
1115,reißen::V,romper-se,otrgnuti se
1116,versinken::V,afundar-se,tonuti
1117,versinken::V,afundar-se,propasti
1118,vergehen::V,passar,prolaziti
1119,erscheinen::V,aparecer,pojaviti se
1120,verschwinden::V,desaparecer,nestati
1121,verschwinden::V,desaparecer,izgubiti se
1122,sinken::V,descer,trgnuti
1123,sinken::V,descer,spustiti se
1124,abnehmen::V,diminuir,opasti
1125,abnehmen::V,decrescer,opasti
1126,zunehmen::V,crescer,povećati se
1127,zunehmen::V,aumentar,povećati se
1128,steigen::V,subir,uzići
1129,steigen::V,subir,nadoći
1130,wachsen::V,crescer,rasti
1131,glänzen::V,brilhar,blistati
1132,glänzen::V,brilhar,sjati se
1133,funkeln::V,cintilar,svjetlucati
1134,lärmen::V,fazer barulho,bučati
1135,lärmen::V,fazer barulho,galamiti
1136,läuten::V,chocalhar,zvoniti
1137,klingeln::V,tocar,zvoniti
1138,klirren::V,tinir,zvečati
1139,brausen::V,bramar,hujati
1140,rauschen::V,murmurar,šumiti
1141,rauschen::V,murmurar,šuškati
1142,rauschen::V,rumorejar,šumiti
1143,rauschen::V,rumorejar,šuškati
1144,klingen::V,soar,zvučati
1145,bellen::V,ladrar,lajati
1146,heulen::V,uivar,zavijati
1147,blasen::V,soprar,puhati
1148,pfeifen::V,assobiar,fućkati
1149,schreien::V,gritar,vikati
1150,schreien::V,gritar,kričati
1151,stöhnen::V,gemer,stenjati
1152,zittern::V,tremer,drhtati
1153,zittern::V,tremer,trepetati
1154,leben::V,viver,živjeti
1155,geboren werden::V,nascer,roditi se
1156,atmen::V,respirar,disati
1157,trinken::V,beber,piti
1158,essen::V,comer,jesti
1159,schlucken::V,engolir,gutati
1160,müde werden::V,cansar-se,umoriti se
1161,einschlafen::V,adormecer,usnuti
1162,einschlafen::V,adormecer,zaspati
1163,schlafen::V,dormir,spati
1164,aufwachen::V,acordar,probuditi se
1165,aufstehen::V,levantar-se,ustati
1166,sich erholen::V,descansar,odmoriti se
1167,krank werden::V,adoecer,oboljeti se
1168,krank werden::V,adoecer,razboljeti se
1169,krank werden::V,ficar doente,oboljeti se
1170,krank werden::V,ficar doente,razboljeti se
1171,krank sein::V,estar doente,bolovati
1172,schmerzen::V,doer,boljeti
1173,husten::V,tossir,kašljati
1174,genesen::V,convalescer,ozdraviti
1175,genesen::V,convalescer,oporaviti se
1176,sterben::V,morrer,umrijeti
1177,umkommen::V,perecer,skapati
1178,sich bewegen::V,mover-se,gibati se
1179,sich bewegen::V,mover-se,kretati se
1180,sich rühren::V,mexer-se,maknuti se
1181,sich erheben::V,levantar-se,dići se
1182,sich setzen::V,sentar-se,sjesti
1183,hinfallen::V,cair,pasti
1184,laufen::V,andar,hodati
1185,laufen::V,caminhar,hodati
1186,schreiten::V,andar,stupati
1187,schreiten::V,caminhar,stupati
1188,spazierengehen::V,passear,šetati se
1189,eilen::V,apressar-se,hitati
1190,sich beeilen::V,apressar-se,požuriti se
1191,sich beeilen::V,despachar-se,požuriti se
1192,sausen::V,correr,juriti
1193,rennen::V,correr,trčati
1194,springen::V,saltar,skakati
1195,klettern::V,trepar,popeti se
1196,klettern::V,trepar,penjati se
1197,schaukeln::V,baloiçar,ljuljati se
1198,kriechen::V,rastejar,puzati
1199,kriechen::V,rastejar,gmizati
1200,kriechen::V,arrastar-se,puzati
1201,kriechen::V,arrastar-se,gmizati
1202,schwimmen::V,nadar,plivati
1203,tauchen::V,mergulhar,roniti
1204,tauchen::V,mergulhar,gnjuriti
1205,rudern::V,remar,veslati
1206,fahren::V,ir,voziti se
1207,fliegen::V,voar,letjeti
1208,fliegen::V,voar,lijetati
1209,gehen::V,ir,ići
1210,gehen::V,andar,ići
1211,weggehen::V,partir,otići
1212,weggehen::V,ir-se embora,otići
1213,abfahren::V,sair,krenuti
1214,abfahren::V,sair,otputovati
1215,abfahren::V,partir,krenuti
1216,abfahren::V,partir,otputovati
1217,anhalten::V,parar,stati
1218,anhalten::V,parar,zaustaviti
1219,hineingehen::V,entrar,ulaziti
1220,eintreten::V,entrar,ući
1221,kommen::V,vir,doći
1222,ankommen::V,chegar,stići
1223,zurückkommen::V,voltar,vratiti se
1224,zurückkommen::V,voltar,povratiti se
1225,zurückkommen::V,regressar,vratiti se
1226,zurückkommen::V,regressar,povratiti se
1227,bleiben::V,ficar,ostati
1228,bleiben::V,permanecer,ostati
1229,warten::V,esperar,čekati
1230,erwarten::V,esperar,očekivati
1231,erwarten::V,aguardar,očekivati
1232,suchen::V,buscar,tražiti
1233,suchen::V,procurar,tražiti
1234,finden::V,achar,naći
1235,finden::V,encontrar,naći
1236,versuchen::V,tentar,pokušati
1237,vorbereiten::V,preparar,spremiti
1238,vorbereiten::V,preparar,pripremiti
1239,lieben::V,amar,voljeti
1240,lieben::V,querer,voljeti
1241,mögen::V,gostar de,voljeti
1242,lachen::V,rir,smijati se
1243,lachen::V,rir-se,smijati se
1244,rühren::V,comover,taknuti
1245,weinen::V,chorar,plakati
1246,schimpfen::V,ralhar,psovati
1247,sich ärgern::V,zangar-se,ljutiti se
1248,sich fürchten::V,ter medo de,bojati se
1249,sich fürchten::V,ter receio de,bojati se
1250,fürchten::V,temer,bojati se
1251,fürchten::V,recear,bojati se
1252,fliehen::V,fugir,pobjeći
1253,flüchten::V,refugiar-se,utjeći
1254,sehen::V,ver,vidjeti
1255,anschauen::V,olhar,ogledati
1256,ansehen::V,mirar,gledati
1257,hören::V,ouvir,čuti
1258,zuhören::V,escutar,slušati
1259,probieren::V,provar,probati
1260,probieren::V,saborear,probati
1261,riechen::V,cheirar,osjećati miris
1262,fühlen::V,sentir,osjećati
1263,scheinen::V,parecer,činiti se
1264,zu sehen sein::V,estar à vista,biti vidljiv
1265,vernehmen::V,ouvir,saznati
1266,frieren::V,ter frio,zima je
1267,tun::V,fazer,raditi
1268,können::V,saber,moći
1269,wollen::V,querer,htjeti
1270,anfangen::V,iniciar,početi
1271,beenden::V,acabar,svršiti
1272,beenden::V,acabar,dovršiti
1273,beenden::V,terminar,svršiti
1274,beenden::V,terminar,dovršiti
1275,aufhören::V,cessar,prestati
1276,aufhören::V,desistir,prestati
1277,gelingen::V,sair bem,uspjeti
1278,gelingen::V,dar bom resultado,uspjeti
1279,geraten::V,sair,desiti se
1280,geraten::V,dar resultado,desiti se
1281,öffnen::V,abrir,otvoriti
1282,schließen::V,fechar,zatvoriti
1283,stellen::V,pôr,metnuti
1284,stellen::V,pôr,postaviti
1285,stellen::V,colocar,metnuti
1286,stellen::V,colocar,postaviti
1287,setzen::V,pôr,posaditi
1288,setzen::V,meter,posaditi
1289,legen::V,pôr,polagati
1290,legen::V,meter,polagati
1291,berühren::V,tocar,doticati
1292,berühren::V,tocar,dodirivati
1293,verbinden::V,unir,spojiti
1294,verbinden::V,unir,zavezati
1295,verbinden::V,ligar,spojiti
1296,verbinden::V,ligar,zavezati
1297,bedecken::V,cobrir,pokriti
1298,aufhängen::V,pendurar,objesiti
1299,anzünden::V,acender,upaliti
1300,anzünden::V,acender,zapaliti
1301,aufheben::V,apanhar,podići
1302,aufheben::V,apanhar,podignuti
1303,aufheben::V,levantar,podići
1304,aufheben::V,levantar,podignuti
1305,zurücklassen::V,deixar,ostaviti
1306,zurücklassen::V,deixar,pustiti natrag
1307,verlieren::V,perder,izgubiti
1308,fallen lassen::V,deixar cair,ispustiti
1309,machen::V,fazer,uraditi
1310,machen::V,fazer,načiniti
1311,machen::V,fazer,napraviti
1312,herstellen::V,produzir,proizvesti
1313,bauen::V,edificar,graditi
1314,bauen::V,construir,graditi
1315,reparieren::V,reparar,popraviti
1316,reparieren::V,consertar,popraviti
1317,verbessern::V,melhorar,poboljšati
1318,ändern::V,mudar,promijeniti
1319,ändern::V,alterar,promijeniti
1320,graben::V,cavar,kopati
1321,graben::V,cavar,kopkati
1322,beugen::V,curvar,saviti
1323,biegen::V,vergar,saviti
1324,biegen::V,vergar,sagnuti
1325,drehen::V,girar,vrtjeti
1326,wenden::V,virar,obrnuti
1327,wenden::V,voltar,obrnuti
1328,umdrehen::V,virar,okrenuti
1329,umdrehen::V,virar,prevŕnuti
1330,umdrehen::V,revolver,okrenuti
1331,umdrehen::V,revolver,prevŕnuti
1332,heben::V,levantar,dizati
1333,hochheben::V,erguer,dignuti
1334,hochheben::V,levantar,dignuti
1335,ergreifen::V,apanhar,uhvatiti
1336,ergreifen::V,apanhar,prihvatiti
1337,halten::V,segurar,držati
1338,drücken::V,apertar,pritiskivati
1339,schieben::V,empurrar,gurati
1340,kratzen::V,raspar,česati
1341,kratzen::V,raspar,grepsti
1342,lecken::V,lamber,lizati
1343,beißen::V,morder,ujesti
1344,beißen::V,morder,gristi
1345,abreißen::V,arrancar,otkinuti
1346,abschneiden::V,talhar,odrezati
1347,binden::V,ligar,vezati
1348,stecken::V,meter,turiti
1349,stecken::V,enfiar,turiti
1350,brechen::V,romper,slomiti
1351,brechen::V,quebrar,slomiti
1352,klopfen::V,bater,lupati
1353,klopfen::V,bater,kucati
1354,hauen::V,bater,tući
1355,hauen::V,bater,udarati
1356,kleben::V,colar,lijepiti
1357,reiben::V,esfregar,trti
1358,streichen::V,barrar,namazati
1359,schleifen::V,afiar,brusiti
1360,schneiden::V,cortar,rezati
1361,rütteln::V,sacudir,drmati
1362,schütteln::V,abanar,tresti
1363,schütteln::V,sacudir,tresti
1364,schwenken::V,agitar,mahati
1365,schütten::V,deitar,sipati
1366,schütten::V,deitar,lijevati
1367,füllen::V,encher,napuniti
1368,einwickeln::V,envolver,umotati
1369,einwickeln::V,envolver,zamotati
1370,einwickeln::V,embrulhar,umotati
1371,einwickeln::V,embrulhar,zamotati
1372,tragen::V,levar,nositi
1373,tragen::V,trazer,nositi
1374,schleppen::V,arrastar,tegliti
1375,ziehen::V,puxar,vući
1376,aufbewahren::V,guardar,čuvati
1377,aufbewahren::V,conservar,čuvati
1378,werfen::V,lançar,bacati
1379,fangen::V,apanhar,loviti
1380,fangen::V,apanhar,hvatati
1381,packen::V,agarrar,ščepati
1382,packen::V,agarrar,zgrabiti
1383,verstecken::V,esconder,sakriti
1384,teilen::V,partir,podijeliti
1385,teilen::V,dividir,podijeliti
1386,schicken::V,enviar,slati
1387,bringen::V,trazer,donijeti
1388,hinzufügen::V,acrescentar,dodati
1389,hinzufügen::V,acrescentar,pridati
1390,bekommen::V,obter,dobiti
1391,erhalten::V,receber,primiti
1392,nehmen::V,tomar,uzeti
1393,wählen::V,eleger,izabrati
1394,wählen::V,escolher,izabrati
1395,auswählen::V,escolher,odabrati
1396,auswählen::V,seleccionar,odabrati
1397,bewahren::V,guardar,sačuvati
1398,bewahren::V,conservar,sačuvati
1399,behindern::V,impedir,smetati
1400,verderben::V,estragar,pokvariti
1401,verderben::V,corromper,pokvariti
1402,beschädigen::V,danificar,oštetiti
1403,zerbrechen::V,romper,razbiti
1404,zerbrechen::V,romper,prelomiti
1405,zerbrechen::V,quebrar,razbiti
1406,zerbrechen::V,quebrar,prelomiti
1407,zerreißen::V,rasgar,poderati
1408,zerreißen::V,rasgar,rastrgnuti
1409,zerstören::V,destruir,razoriti
1410,zerstören::V,destruir,razrušiti
1411,verbrennen::V,queimar,spaliti
1412,verbrennen::V,queimar,sagorjeti
1413,geben::V,dar,dati
1414,reichen::V,passar,pružiti
1415,schenken::V,oferecer,darivati
1416,versprechen::V,prometer,obećati
1417,wünschen::V,desejar,željeti
1418,loben::V,louvar,hvaliti
1419,küssen::V,beijar,ljubiti
1420,wiegen::V,embalar,njihati
1421,wiegen::V,embalar,ljuljati
1422,zudecken::V,tapar,pokriti
1423,zudecken::V,cobrir,pokriti
1424,wecken::V,acordar,probuditi
1425,wecken::V,despertar,probuditi
1426,zeigen::V,mostrar,pokazati
1427,führen::V,guiar,voditi
1428,führen::V,conduzir,voditi
1429,lehren::V,ensinar,učiti
1430,unterrichten::V,instruir,poučiti
1431,aufziehen::V,criar,uzgajati
1432,leiten::V,dirigir,upravljati
1433,leiten::V,conduzir,upravljati
1434,antreiben::V,impelir,natjeravati
1435,lassen::V,fazer,dati
1436,einladen::V,convidar,pozvati
1437,vereinigen::V,unir,ujediniti
1438,vereinigen::V,reunir,ujediniti
1439,besuchen::V,ir ver,posjetiti
1440,besuchen::V,visitar,posjetiti
1441,treffen::V,encontrar,sresti
1442,sich versammeln::V,reunir-se,okupiti se
1443,spielen::V,jogar,igrati se
1444,spielen::V,brincar,igrati se
1445,singen::V,cantar,pjevati
1446,tanzen::V,bailar,plesati
1447,sich trennen::V,apartar-se,razići se
1448,verlassen::V,deixar,ostaviti
1449,verlassen::V,deixar,napustiti
1450,verlassen::V,abandonar,ostaviti
1451,verlassen::V,abandonar,napustiti
1452,retten::V,salvar,spasiti
1453,bewachen::V,vigiar,čuvati
1454,bewachen::V,vigiar,stražariti
1455,bewachen::V,guardar,čuvati
1456,bewachen::V,guardar,stražariti
1457,schützen::V,proteger,čuvati
1458,verteidigen::V,defender,obraniti
1459,sich schlagen::V,brigar,biti se
1460,sich schlagen::V,brigar,udariti se
1461,sich schlagen::V,bater-se,biti se
1462,sich schlagen::V,bater-se,udariti se
1463,schießen::V,disparar,pucati
1464,schießen::V,disparar,strijeljati
1465,siegen::V,vencer,pobijediti
1466,ärgern::V,irritar,ljutiti
1467,ärgern::V,aborrecer,ljutiti
1468,schlagen::V,bater,biti
1469,schlagen::V,bater,udariti
1470,treten::V,pisar,šutnuti
1471,stechen::V,picar,ubosti
1472,stoßen::V,empurrar,gurnuti
1473,stehlen::V,furtar,ukrasti
1474,stören::V,perturbar,smetati
1475,belästigen::V,incomodar,smetati
1476,belästigen::V,incomodar,dosaditi
1477,belästigen::V,importunar,smetati
1478,belästigen::V,importunar,dosaditi
1479,verbergen::V,ocultar,skriti
1480,verbergen::V,esconder,skriti
1481,täuschen::V,iludir,obmanuti
1482,täuschen::V,enganar,obmanuti
1483,betrügen::V,burlar,prevarati
1484,betrügen::V,enganar,prevarati
1485,töten::V,matar,ubiti
1486,wohnen::V,morar,stanovati
1487,arbeiten::V,trabalhar,raditi
1488,sammeln::V,recolher,sabrati
1489,sammeln::V,coleccionar,sabrati
1490,pflücken::V,colher,ubrati
1491,jagen::V,caçar,loviti
1492,fischen::V,pescar,ribati
1493,fischen::V,pescar,loviti ribu
1494,fassen::V,apanhar,uloviti
1495,hüten::V,guardar,pasti
1496,treiben::V,conduzir,goniti
1497,anbinden::V,atar,privezati
1498,füttern::V,dar de comer a,hraniti
1499,melken::V,ordenhar,musti
1500,hacken::V,rachar,sjeckati
1501,gießen::V,regar,politi
1502,reifen::V,amadurecer,sazreti
1503,zubereiten::V,preparar,prigotoviti
1504,kochen::V,cozer,kuhati
1505,backen::V,cozer,peći
1506,braten::V,assar,peći
1507,braten::V,assar,pržiti
1508,braten::V,fritar,peći
1509,braten::V,fritar,pržiti
1510,umrühren::V,remexer,promiješati
1511,stricken::V,tricotar,plesti
1512,stricken::V,fazer malha,plesti
1513,nähen::V,coser,šiti
1514,nähen::V,costurar,šiti
1515,färben::V,tingir,obojiti
1516,färben::V,colorir,obojiti
1517,reinigen::V,limpar,očistiti
1518,reinigen::V,limpar,počistiti
1519,reinigen::V,purificar,očistiti
1520,reinigen::V,purificar,počistiti
1521,waschen::V,lavar,prati
1522,abwischen::V,limpar,otrti
1523,abwischen::V,esfregar,otrti
1524,spülen::V,lavar,isprati
1525,spülen::V,lavar,oplakati
1526,spülen::V,enxaguar,isprati
1527,spülen::V,enxaguar,oplakati
1528,fegen::V,varrer,mesti
1529,fegen::V,varrer,pomesti
1530,kehren::V,varrer,mesti
1531,baden::V,banhar,kupati se
1532,baden::V,tomar banho,kupati se
1533,sich waschen::V,lavar-se,umiti se
1534,sich waschen::V,lavar-se,prati se
1535,ausziehen::V,despir,svući
1536,anziehen::V,vestir,obući
1537,sich anziehen::V,vestir-se,obući se
1538,kämmen::V,pentear,češljati
1539,schmücken::V,adornar,uresiti
1540,schmücken::V,adornar,nakititi
1541,sagen::V,dizer,reći
1542,sagen::V,dizer,kazati
1543,sprechen::V,falar,govoriti
1544,reden::V,falar,govoriti
1545,reden::V,falar,besjediti
1546,sich unterhalten::V,conversar,razgovarati se
1547,fragen::V,perguntar,pitati
1548,bitten::V,pedir,moliti
1549,erzählen::V,contar,ispričati
1550,erzählen::V,contar,pripovjediti
1551,mitteilen::V,comunicar,saopćiti
1552,mitteilen::V,participar,saopćiti
1553,nennen::V,nomear,nazvati
1554,nennen::V,apelidar,nazvati
1555,rufen::V,chamar,zvati
1556,rufen::V,chamar,dozvati
1557,prahlen::V,gabar-se,hvalisati se
1558,prahlen::V,vangloriar-se,hvalisati se
1559,übersetzen::V,traduzir,prevesti
1560,denken::V,pensar,misliti
1561,glauben::V,crer,vjerovati
1562,bemerken::V,notar,zapaziti
1563,bemerken::V,notar,primijetiti
1564,bemerken::V,observar,zapaziti
1565,bemerken::V,observar,primijetiti
1566,erkennen::V,reconhecer,prepoznati
1567,begreifen::V,apreender,pojmiti
1568,begreifen::V,apreender,shvatiti
1569,begreifen::V,compreender,pojmiti
1570,begreifen::V,compreender,shvatiti
1571,verstehen::V,entender,razabrati
1572,verstehen::V,compreender,razabrati
1573,lernen::V,aprender,učiti se
1574,wissen::V,saber,znati
1575,sich erinnern an::V,lembrar-se de,sjetiti se
1576,sich erinnern an::V,recordar-se de,sjetiti se
1577,vergessen::V,esquecer,zaboraviti
1578,messen::V,medir,mjeriti
1579,zählen::V,contar,brojiti
1580,rechnen::V,calcular,računati
1581,lesen::V,ler,čitati
1582,malen::V,pintar,slikati
1583,zeichnen::V,desenhar,crtati
1584,schreiben::V,escrever,pisati
1585,besitzen::V,possuir,imati
1586,besitzen::V,possuir,posjedovati
1587,kaufen::V,comprar,kupiti
1588,verkaufen::V,vender,prodati
1589,verkaufen::V,vender,raspačati
1590,bezahlen::V,pagar,platiti
1591,zahlen::V,pagar,plaćati
1592,beherrschen::V,imperar,vladati
1593,beherrschen::V,imperar,gospodariti
1594,ertragen::V,suportar,trpjeti
1595,ertragen::V,suportar,podnijeti
