,Concept_ID,sah,sk
105,Wald::N,ойуур,les
106,Wald::N,ойуур,hora
107,Hügel::N,булгунньах,vŕšok
108,Anhöhe::N,үрдэл,výšina
109,Anhöhe::N,үрдэл,vyvýšenina
110,Berg::N,хайа,hora
111,Gipfel::N,чыпчаал,vrchol
112,Höhle::N,хайа_хаспаҕа,jaskyňa
113,Höhle::N,көҥүс,jaskyňa
114,Abhang::N,эниэ,úbočie
115,Quelle::N,дьүүктэ,prameň
116,Bach::N,үрүйэ,potok
117,Fluss::N,өрүс,rieka
118,Ufer::N,биэрэк,breh
119,Küste::N,кытыл,pobrežie
120,Festland::N,кураанах сир,pevnina
121,Meer::N,муора,more
122,Bucht::N,хомо,záliv
123,Bucht::N,хомо,zátoka
124,Bucht::N,бухта,záliv
125,Bucht::N,бухта,zátoka
126,Insel::N,арыы,ostrov
127,Blume::N,сибэкки,kvet
128,Blume::N,сибэкки,kvetina
129,Gras::N,от,tráva
130,Wurzel::N,силис,koreň
131,Baum::N,мас,strom
132,Stamm::N,умнас,kmeň
133,Rinde::N,хатырык,kôra
134,Ast::N,мутук,konár
135,Zweig::N,лабаа,vetva
136,Blatt::N,сэбирдэх,list
137,Birke::N,хатыҥ,breza
138,Kiefer[Baum]::N,бэс,sosna
139,Kiefer[Baum]::N,бэс,borovica
140,Weide[Baum]::N,үөт,vŕba
141,Weide[Baum]::N,талах,vŕba
142,Tanne::N,харыйа,jedľa
143,Horn::N,муос,roh
144,Feder::N,куорсун,pero
145,Fell::N,тирии,koža
146,Fell::N,тирии,kožušina
147,Flügel::N,кынат,krídlo
148,Klaue::N,тыҥырах,paznecht
149,Kralle::N,баппаҕай,pazúr
150,Schwanz::N,кутурук,chvost
151,Ei::N,сымыыт,vajce
152,Ei::N,сымыыт,vajíčko
153,Nest::N,уйа,hniezdo
154,Bau::N,хороон,nora
155,Tier::N,кыыл,zviera
156,Tier::N,харамай,zviera
157,Herde::N,үөр,stádo
158,Kuh::N,ынах,krava
159,Bulle::N,оҕус,býk
160,Pferd::N,сылгы,kôň
161,Schaf::N,овца,ovca
162,Schwein::N,сибиинньэ,sviňa
163,Hund::N,ыт,pes
164,Katze::N,куоска,mačka
165,Bär::N,эһэ,medveď
166,Eichhörnchen::N,тииҥ,veverička
167,Elch::N,тайах,los
168,Fuchs::N,саһыл,líška
169,Hase::N,куобах,zajac
170,Maus::N,кутуйах,myš
171,Wolf::N,бөрө,vlk
172,Vogel::N,көтөр,vták
173,Schwarm::N,бөлөх,roj
174,Huhn::N,куурусса,kurča
175,Huhn::N,куурусса,sliepka
176,Hahn::N,бөтүүк,kohút
177,Gans::N,хаас,hus
178,Adler::N,хотой,orol
179,Ente::N,кус,kačka
180,Ente::N,кус,kačica
181,Eule::N,мэкчиргэ,sova
182,Kranich::N,туруйа,žeriav
183,Krähe::N,тураах,vrana
184,Kuckuck::N,кэҕэ,kukučka
185,Schwan::N,куба,labuť
186,Fisch::N,балык,ryba
187,Barsch::N,алыһар,ostriež
188,Hecht::N,сордон,šťuka
189,Schlange[Tier]::N,моҕой,had
190,Schlange[Tier]::N,эриэн үөн,had
191,Wurm::N,үөн,červ
192,Spinne::N,ооҕуй,pavúk
193,Ameise::N,кымырдаҕас,mravec
194,Laus::N,быт,voš
195,Mücke::N,кумаар,komár
196,Fliege::N,сахсырҕа,mucha
197,Schmetterling::N,лыах,motýľ
198,Schmetterling::N,үрүмэччи,motýľ
199,Beere::N,отон,bobuľa
200,Apfel::N,яблоко,jablko
201,Pilz::N,тэллэй,hríb
202,Zwiebel::N,луук,cibuľa
203,Saat::N,сиэмэ,osivo
204,Korn::N,сиэмэ,zrno
205,Heu::N,от,seno
206,Schale::N,хах,šupa
207,Schale::N,хах,škrupina
208,Grube::N,дьаама,jama
209,Falle::N,сохсо,pasca
210,Falle::N,сохсо,klepec
211,Schlinge::N,уктаа,slučka
212,Spur::N,суол,stopa
213,Asche::N,күл,popol
214,Dreck::N,бадараан,kal
215,Dreck::N,бадараан,blato
216,Eisen::N,тимир,železo
217,Gold::N,көмүс,zlato
218,Gold::N,кыһыл көмүс,zlato
219,Silber::N,көмүс,striebro
220,Silber::N,үрүҥ көмүс,striebro
221,Kohle::N,чох,uhlie
222,Glas::N,өстүөкүлэ,sklo
223,Lehm::N,туой,íl
224,Lehm::N,туой,hlina
225,Sand::N,кумах,piesok
226,Mensch::N,киһи,človek
227,Mann::N,эр,muž
228,Mann::N,эр,chlap
229,Frau::N,дьахтар,žena
230,Kind::N,оҕо,dieťa
231,Junge::N,уол,chlapec
232,Mädchen::N,кыыс оҕо,dievka
233,Familie::N,кэргэн,rodina
234,Großvater::N,эһэ,dedo
235,Großvater::N,эһэ,starý otec
236,Großmutter::N,эбэ,babička
237,Großmutter::N,эбэ,stará mať
238,Eltern::N,аҕа-ийэ,rodičia
239,Vater::N,аҕа,otec
240,Mutter::N,ийэ,mať
241,Mutter::N,ийэ,matka
242,Sohn::N,уол,syn
243,Tochter::N,кыыс,dcéra
244,Bruder::N,убай,brat
245,Bruder::N,быраат,brat
246,Schwester::N,аҕас,sestra
247,Schwester::N,балыс,sestra
248,Onkel::N,таай,ujo
249,Onkel::N,таай,strýko
250,Onkel::N,абаҕа,ujo
251,Onkel::N,абаҕа,strýko
252,Tante::N,эдьиий,teta
253,Tante::N,эдьиий,tetka
254,Ehemann::N,эр,muž
255,Ehemann::N,эр,manžel
256,Ehefrau::N,ойох,žena
257,Ehefrau::N,ойох,manželka
258,Freude::N,үөрүү,radosť
259,Gelächter::N,күлүү,smiech
260,Glück::N,дьол,šťastie
261,Glück::N,соргу,šťastie
262,Kummer::N,кутурҕан,žiaľ
263,Kummer::N,кутурҕан,zármutok
264,Wunsch::N,баҕарыы,prianie
265,Lust::N,баҕа,chuť
266,Geist::N,тыын,duch
267,Gedanke::N,санаа,myšlienka
268,Gedächtnis::N,өй,pamäť
269,Verstand::N,өй,rozum
270,Sinn::N,суолта,zmysel
271,Grund::N,төрүөт,dôvod
272,Grund::N,төрүөт,príčina
273,Wahrheit::N,кырдьык,pravda
274,Gespräch::N,бэсиэдэ,reč
275,Gespräch::N,бэсиэдэ,rozhovor
276,Gespräch::N,кэпсэтии,reč
277,Gespräch::N,кэпсэтии,rozhovor
278,Märchen::N,остуоруйа,rozprávka
279,Erzählung::N,кэпсээн,poviedka
280,Nachricht::N,биллэриллии,správa
281,Neuigkeit::N,сонун,novinka
282,Name::N,аат,meno
283,Rätsel::N,таабырын,záhada
284,Rätsel::N,таабырын,hádanka
285,Rede::N,этии,reč
286,Sprache::N,тыл,reč
287,Sprache::N,тыл,jazyk
288,Stimme::N,куолас,hlas
289,Wort::N,тыл,slovo
290,Zeichen::N,бэлиэ,znak
291,Ruf::N,ыҥырыы,volanie
292,Ruf::N,ыҥырыы,zavolanie
293,Lärm::N,айдаан,hluk
294,Lärm::N,айдаан,hurhaj
295,Laut::N,тыас,zvuk
296,Ton::N,дорҕоон,tón
297,Ton::N,дорҕоон,zvuk
298,Lied::N,ырыа,pieseň
299,Ruhe::N,уу чуумпу,pokoj
300,Leute::N,дьон,ľudia
301,Volk::N,дьон,ľud
302,Volk::N,дьон,národ
303,Volk::N,норуот,ľud
304,Volk::N,норуот,národ
305,Arbeit::N,үлэ,práca
306,Arbeit::N,үлэ,robota
307,Gast::N,ыалдьыт,hosť
308,Geschenk::N,бэлэх,dar
309,Spiel::N,оонньуу,hra
310,Gesellschaft::N,общество,spoločnosť
311,Hilfe::N,көмө,pomoc
312,Freund::N,доҕор,priateľ
313,Kamerad::N,атас,kamarát
314,Angelegenheit::N,дьыала,vec
315,Angelegenheit::N,дьыала,záležitosť
316,Anzahl::N,ахсаан,počet
317,Anzahl::N,ахсаан,množstvo
318,Art::N,биис,druh
319,Stück::N,кырбас,kus
320,Stück::N,кырбас,kúsok
321,Teil::N,ирээт,časť
322,Hälfte::N,аҥар,polka
323,Hälfte::N,аҥар,polovica
324,Kreis::N,төгүрүк,kruh
325,Kreis::N,төгүрүмтэ,kruh
326,Kreuz::N,кириэс,kríž
327,Linie::N,сурааһын,línia
328,Strich::N,сурааһын,čiara
329,Abstand::N,арыт,vzdialenosť
330,Entfernung::N,ыраах,vzdialenosť
331,Gegend::N,сир,kraj
332,Gegend::N,сир,krajina
333,Platz::N,арыт,miesto
334,Ort::N,сир,miesto
335,Seite::N,өрүт,bok
336,Seite::N,өрүт,strana
337,Seite::N,сирэй,bok
338,Seite::N,сирэй,strana
339,Mitte::N,орто,stred
340,Gegenstand::N,предмет,predmet
341,Sache::N,мал,vec
342,Rand::N,кытыы,kraj
343,Rand::N,кытыы,okraj
344,Rand::N,ойоҕос,kraj
345,Rand::N,ойоҕос,okraj
346,Kante::N,кырыы,hrana
347,Ecke::N,муннук,roh
348,Spitze::N,чыпчаал,hrot
349,Spitze::N,чыпчаал,špička
350,Ende::N,төбө,koniec
351,Loch::N,тэһэҕэс,diera
352,Loch::N,дьөлөҕөс,diera
353,Winkel::N,муннук,kút
354,Muster::N,оһуор,vzor
355,Muster::N,оһуор,vzorka
356,Größe::N,кээмэй,veľkosť
357,Länge::N,уста,dĺžka
358,Höhe::N,үрдүк,výška
359,Gewicht::N,ыйааһын,váha
360,Menge::N,ахсаан,množstvo
361,Haufen::N,чөмчөх,hŕba
362,Reihe::N,кэккэ,rad
363,Boot::N,оҥочо,čln
364,Ruder::N,эрдии,veslo
365,Schlitten::N,сыарҕа,sane
366,Ski::N,хайыһар,lyža
367,Lagerfeuer::N,кутаа,táborák
368,Last::N,ыарахан,ťarcha
369,Last::N,ыарахан,bremeno
370,Gang::N,хаамыы,chôdza
371,Schritt::N,хардыы,krok
372,Norden::N,хоту,sever
373,Süden::N,соҕуруу,juh
374,Westen::N,арҕаа,západ
375,Osten::N,илин,východ
376,Holz::N,мас,drevo
377,Brett::N,дуоска,doska
378,Brett::N,хаптаһын,doska
379,Platte::N,билиитэ,doska
380,Platte::N,билиитэ,platňa
381,Stütze::N,тулааһын,opora
382,Stange::N,ураҕас,tyč
383,Stock::N,мас,palica
384,Stock::N,баалкы,palica
385,Stab::N,ураҕас,palica
386,Rohr::N,турба,rúra
387,Haus::N,дьиэ,dom
388,Heim::N,дьиэ,domov
389,Ofen::N,оһох,pec
390,Ofen::N,оһох,kachle
391,Fußboden::N,муоста,dlážka
392,Fußboden::N,муоста,podlaha
393,Tisch::N,остуол,stôl
394,Stuhl::N,устуул,stolička
395,Wiege::N,биһик,kolíska
396,Bett::N,кырабаат,lôžko
397,Bett::N,кырабаат,posteľ
398,Regal::N,долбуур,regál
399,Regal::N,долбуур,polica
400,Kiste::N,дьааһык,debna
401,Fenster::N,түннүк,okno
402,Fenster::N,түннүк,oblok
403,Tür::N,аан,dvere
404,Tor::N,аан,vráta
405,Zaun::N,соппулуот,plot
406,Zaun::N,соппулуот,ohrada
407,Dach::N,кырыыса,krov
408,Dach::N,кырыыса,strecha
409,Leiter::N,кирилиэс,rebrík
410,Leiter::N,кирилиэс,rebrina
411,Besen::N,миинньик,metla
412,Spaten::N,күрдьэх,rýľ
413,Schaufel::N,күрдьэх,lopata
414,Gabel::N,биилкэ,vidlička
415,Löffel::N,луоска,lyžica
416,Messer::N,быһах,nôž
417,Nagel::N,тоһоҕо,klinec
418,Netz::N,илим,sieť
419,Haken::N,көхө,hák
420,Haken::N,көхө,háčik
421,Griff::N,ук,rukoväť
422,Griff::N,тутаах,rukoväť
423,Schloss::N,күлүүс,zámka
424,Bild::N,хартыына,obraz
425,Figur::N,фигура,figúra
426,Puppe::N,куукула,bábka
427,Puppe::N,куукула,bábika
428,Beutel::N,мөһөөччук,vrece
429,Beutel::N,мөһөөччук,vrecko
430,Bündel::N,баайыы,uzlík
431,Bündel::N,баайыы,zväzok
432,Tasche::N,суумка,taška
433,Tasche::N,суумка,kabelka
434,Eimer::N,биэдэрэ,vedro
435,Deckel::N,хаппах,vrchnák
436,Deckel::N,хаппах,pokrývka
437,Geschirr::N,иһит,nádoba
438,Sack::N,куул,mech
439,Sack::N,куул,vrece
440,Tasse::N,сэлиэнэй,šálka
441,Topf::N,көстүрүүҥкэ,hrniec
442,Kessel::N,хочуол,kotol
443,Essen::N,аһылык,jedlo
444,Nahrung::N,ас,strava
445,Nahrung::N,ас,potrava
446,Speise::N,аһылык,jedlo
447,Fleisch::N,эт,mäso
448,Getreide::N,злактар,obilie
449,Brei::N,хааһы,kaša
450,Brot::N,килиэп,chlieb
451,Scheibe::N,куһуок,kotúč
452,Scheibe::N,куһуок,krajec
453,Fett::N,сыа,tuk
454,Fett::N,сыа,masť
455,Butter::N,арыы,maslo
456,Öl::N,арыы,olej
457,Salz::N,туус,soľ
458,Suppe::N,мин,polievka
459,Honig::N,мүөт,med
460,Milch::N,үүт,mlieko
461,Tee::N,чэй,čaj
462,Leder::N,тирии,koža
463,Wolle::N,түү,vlna
464,Stoff::N,таҥас,súkno
465,Nadel::N,иннэ,ihla
466,Faden::N,сап,niť
467,Faden::N,сап,vlákno
468,Knopf::N,тимэх,gombík
469,Knoten::N,түмүк,uzol
470,Farbe::N,кырааска,farba
471,Kleidung::N,таҥас,šaty
472,Kleidung::N,таҥас,šatstvo
473,Hemd::N,ырбаахы,košeľa
474,Kragen::N,саҕа,golier
475,Ärmel::N,сиэх,rukáv
476,Hose::N,ыстаан,nohavice
477,Hose::N,бүрүүкэ,nohavice
478,Gürtel::N,кур,pás
479,Gürtel::N,кур,opasok
480,Mütze::N,бэргэһэ,čiapka
481,Schuh::N,бачыыҥка,obuv
482,Schuh::N,бачыыҥка,topánka
483,Stiefel::N,саппыкы,čižma
484,Ring::N,биһилэх,prsteň
485,Band::N,лиэнтэ,stuha
486,Kamm::N,тараах,hrebeň
487,Spiegel::N,сиэркилэ,zrkadlo
488,Riemen::N,кур,remeň
489,Schnur::N,быа,šnúra
490,Leine::N,тэһиин,vodidlo
491,Decke::N,суорҕан,deka
492,Decke::N,суорҕан,prikrývka
493,Kissen::N,сыттык,poduška
494,Tuch::N,былаат,šatka
495,Handtuch::N,соттор,uterák
496,Kraft::N,сыра,moc
497,Stärke::N,күүс,sila
498,Gesundheit::N,доруобуйа,zdravie
499,Krankheit::N,ыарыы,nemoc
500,Krankheit::N,ыарыы,choroba
501,Schmerz::N,ыарыы,bolesť
502,Wunde::N,баас,rana
503,Fieber::N,түрүлгэн,horúčka
504,Fieber::N,лихорадка,horúčka
505,Fieber::N,температура,horúčka
506,Arznei::N,эмп,liek
507,Brücke::N,күргэ,most
508,Brunnen::N,холуодьас,studňa
509,Weide::N,мэччирэҥ,pastva
510,Pfad::N,ыллык,chodník
511,Weg::N,суол,cesta
512,Straße::N,суол,hradská
513,Dorf::N,дэриэбинэ,dedina
514,Stadt::N,куорат,mesto
515,Brief::N,сурук,list
516,Buch::N,кинигэ,kniha
517,Buchstabe::N,буква,litera
518,Buchstabe::N,буква,písmeno
519,Zeitung::N,хаһыат,noviny
520,Leben::N,тыын,život
521,Tod::N,өлүү,smrť
522,Grab::N,иин,hrob
523,Kirche::N,таҥара дьиэтэ,kostol
524,Sünde::N,айыы,hriech
525,Gott::N,тангара,boh
526,Arbeiter::N,үлэһит,robotník
527,Arbeiter::N,үлэһит,pracnovík
528,Chef::N,баһылык,šéf
529,Chef::N,баһылык,riaditeľ
530,Chef::N,начальник,šéf
531,Chef::N,начальник,riaditeľ
532,Meister::N,уус,majster
533,Meister::N,маастар,majster
534,Arzt::N,врач,lekár
535,Lehrer::N,учуутал,učiteľ
536,Geld::N,харчы,peniaze
537,Geschäft::N,идэ,obchod
538,Laden::N,маҕаһыын,obchod
539,Preis::N,сыана,cena
540,Ware::N,табаар,tovar
541,Nutzen::N,туһа,osoh
542,Nutzen::N,туһа,úžitok
543,Reichtum::N,баай,bohatstvo
544,Welt::N,аан дойду,svet
545,Land::N,дойду,územie
546,Land::N,дойду,krajina
547,Staat::N,государство,štát
548,König::N,король,kráľ
549,Macht::N,былаас,moc
550,Macht::N,былаас,mocnosť
551,Grenze::N,кыраныысса,hranica
552,Krieg::N,сэрии,vojna
553,Feind::N,өстөөх,nepriateľ
554,Gewalt::N,күүһүлээһин,násilie
555,Kampf::N,охсуһуу,boj
556,Bogen[Waffe]::N,ох,luk
557,Pfeil::N,ох,šíp
558,Pfeil::N,ох,strela
559,Gewehr::N,саа,puška
560,Fehler::N,сыыһа,omyl
561,Fehler::N,сыыһа,chyba
562,Lüge::N,сымыйа,lož
563,Schaden::N,хоромньу,ujma
564,Schaden::N,хоромньу,škoda
565,Unglück::N,алдьархай,nešťastie
566,Schuld::N,буруй,vina
567,Schuld::N,буруй,previnenie
568,Alter::N,саас,vek
569,Schluss::N,тиһэх,záver
570,Schluss::N,тиһэх,koniec
571,Zeit::N,бириэмэ,čas
572,Tag::N,күн,deň
573,Morgen::N,сарсыарда,ráno
574,Mittag::N,күн ортото,poludnie
575,Abend::N,киэһэ,večer
576,Nacht::N,түүн,noc
577,Woche::N,нэдиэлэ,týždeň
578,Monat::N,ый,mesiac
579,Jahr::N,сыл,rok
580,Jahr::N,дьыл,rok
581,Frühling::N,саас,jar
582,Sommer::N,сайын,leto
583,Herbst::N,күһүн,jeseň
584,Winter::N,кыһын,zima
585,Januar::N,тохсунньу,január
586,Februar::N,олунньу,február
587,März::N,кулун тутар,marec
588,April::N,муус устар ый,apríl
589,Mai::N,ыам ыйа,máj
590,Juni::N,бэс ыйа,jún
591,Juli::N,от ыйа,júl
592,August::N,атырдьах ыйа,august
593,September::N,балаҕан ыйа,september
594,Oktober::N,алтынньы,október
595,November::N,сэтинньи,november
596,Dezember::N,ахсынньы,december
597,Montag::N,бэнидиэнньик,pondelok
598,Dienstag::N,оптуорунньук,utorok
599,Mittwoch::N,сэрэдэ,streda
600,Donnerstag::N,чэппиэр,štvrtok
601,Freitag::N,бээтинсэ,piatok
602,Samstag::N,субуота,sobota
603,Sonntag::N,баскыһыанньа,nedeľa
604,groß::A,бөдөҥ,veľký
605,groß::A,улахан,veľký
606,klein::A,кыр,malý
607,lang::A,уһун,dlhý
608,kurz::A,кылгас,krátky
609,breit::A,кэтит,široký
610,schmal::A,кыараҕас,úzky
611,dicht::A,хойуу,hustý
612,dick[Gegenstand]::A,суон,tlstý
613,dick[Gegenstand]::A,хойуу,tlstý
614,dünn::A,чараас,tenký
615,fein::A,бытархай,jemný
616,fein::A,синньигес,jemný
617,fest::A,бөҕө,pevný
618,fest::A,кытаанах,pevný
619,flach::A,хаптаҕай,rovný
620,flach::A,хаптаҕай,plochý
621,glatt::A,кылааккай,hladký
622,hart::A,хатан,tvrdý
623,hart::A,кытаанах,tvrdý
624,weich::A,сымнаҕас,mäkký
625,rund::A,төгүрүк,guľatý
626,rund::A,төгүрүк,okrúhly
627,spitz::A,сытыы,končitý
628,spitz::A,уһуктаах,končitý
629,scharf::A,сытыы,ostrý
630,stumpf::A,сыппах,tupý
631,schwer::A,ыарахан,ťažký
632,schön::A,кыраһыабай,pekný
633,schön::A,кыраһыабай,krásny
634,heiß::A,итии,horúci
635,warm::A,ичигэс,teplý
636,kalt::A,тымныы,studený
637,kühl::A,сөрүүн,chladný
638,frisch::A,ыраас,svieži
639,frisch::A,сөрүүн,svieži
640,frisch::A,тымныы,svieži
641,feucht::A,сииктээх,vlhký
642,feucht::A,сииктээх,zvlhnutý
643,nass::A,инчэҕэй,mokrý
644,trocken::A,кураан,suchý
645,voll::A,толору,plný
646,leer::A,иччитэх,prázdny
647,offen::A,аһаҕас,otvorený
648,geschlossen::A,бүтэй,zavretý
649,sauber::A,сэбэр,čistý
650,schmutzig::A,кирдээх,špinavý
651,roh::A,сиикэй,surový
652,reif::A,буспут,zrelý
653,reif::A,сиппит-хоппут,zrelý
654,lecker::A,минньигэс,chutný
655,süß::A,минньигэс,sladký
656,bitter::A,аһыы,horký
657,sauer::A,аһыы,kyslý
658,hell::A,сырдык,jasný
659,hell::A,сырдык,svetlý
660,dunkel::A,хараҥа,temný
661,schwarz::A,хара,čierny
662,weiß::A,үрүҥ,biely
663,weiß::A,маҥан,biely
664,rot::A,кыһыл,červený
665,gelb::A,саһархай,žltý
666,blau::A,күөх,modrý
667,blau::A,күөх,belasý
668,grün::A,күөх,zelený
669,grün::A,от күөҕэ,zelený
670,grau::A,сиэрэй,šedý
671,bunt::A,эриэн,pestrý
672,billig::A,чэпчэки,lacný
673,teuer::A,сыаналаах,drahý
674,wertvoll::A,сыаналаах,cenný
675,blind::A,хараҕа суох,slepý
676,taub::A,дьүлэй,hluchý
677,kräftig::A,модун,silný
678,stark::A,күүстээх,silný
679,schwach::A,мөлтөх,slabý
680,schwach::A,мөлтөх,bezvládny
681,fett::A,эмис,tučný
682,schlank::A,дьылҕан,štíhly
683,schlank::A,дьыпсаҕай,štíhly
684,hübsch::A,олус кэрэ,šumný
685,hübsch::A,олус кэрэ,švárny
686,hübsch::A,көрүөхтэн үчүгэй,šumný
687,hübsch::A,көрүөхтэн үчүгэй,švárny
688,böse::A,өһүөннээх,zlý
689,dumm::A,акаары,hlúpy
690,faul::A,нэс,lenivý
691,fleißig::A,кыһамньылаах,snaživý
692,fleißig::A,кыһамньылаах,usilovný
693,geizig::A,иҥсэлээх,skupý
694,geizig::A,иҥсэлээх,lakomý
695,klug::A,өйдөөх,múdry
696,klug::A,өйдөөх,bystrý
697,geschickt::A,наһаа дьоҕурдаах,zručný
698,geschickt::A,наһаа дьоҕурдаах,šikovný
699,lieb::A,тапталлаах,milý
700,lustig::A,көрдөөх,veselý
701,sanft::A,намчы,nežný
702,sanft::A,сымнаҕас,nežný
703,hungrig::A,аччык,lačný
704,hungrig::A,аччык,hladný
705,krank::A,ыалдьар,chorý
706,krank::A,ыалдьар,nemocný
707,nackt::A,сыгынньах,nahý
708,traurig::A,санаарҕабыллаах,smutný
709,lebendig::A,тыыннаах,živý
710,gut::A,үтүө,dobrý
711,gut::A,үчүгэй,dobrý
712,schlecht::A,куһаҕан,zlý
713,richtig::A,сөп,správny
714,schlimm::A,сидьиҥ,zlý
715,schlimm::A,сидьиҥ,nepríjemný
716,schlimm::A,быдьар,zlý
717,schlimm::A,быдьар,nepríjemný
718,wahr::A,кырдьык,pravý
719,wahr::A,кырдьык,pravdivý
720,alt::A,былыргы,starý
721,neu::A,саҥа,nový
722,ehemalig::A,урукку,bývalý
723,alt[Lebewesen]::A,кырдьаҕас,starý
724,jung::A,эдэр,mladý
725,arm::A,дьадаҥы,chudobný
726,reich::A,баай,bohatý
727,bekannt::A,билэр,známy
728,berühmt::A,аатырбыт,slávny
729,berühmt::A,аатырбыт,povestný
730,fremd::A,атын,cudzí
731,verschieden::A,араас,rôzny
732,verschieden::A,араас,rozličný
733,nah::A,чугас,blízky
734,fern::A,ыраах,ďaleký
735,linker::A,хаҥас,ľavý
736,rechter::A,уҥа,pravý
737,anderer::A,атын,iný
738,anderer::A,атын,druhý
739,erster::A,маҥнайгы,prvý
740,zweiter::A,иккис,druhý
741,dritter::A,үһүс,tretí
742,letzter::A,тиһэх,ostatný
743,letzter::A,тиһэх,posledný
744,allein::ADV,соҕотох,sám
745,auf einmal::ADV,биирдэ,zároveň
746,zusammen::ADV,холбуу,spolu
747,zusammen::ADV,холбуу,spoločne
748,lange::ADV,уһуннук,dlho
749,plötzlich::ADV,эмискэ,náhle
750,sofort::ADV,тута,hneď
751,sofort::ADV,тута,ihneď
752,später::ADV,хойут,neskoršie
753,jetzt::ADV,билигин,teraz
754,heute::ADV,бүгүн,dnes
755,morgen::ADV,сарсын,zajtra
756,bald::ADV,өтөр,skoro
757,dann::ADV,кэнна,nato
758,dann::ADV,кэнна,potom
759,gestern::ADV,бэҕэһээ,včera
760,einst::ADV,биир төгүл,kedysi
761,einst::ADV,биир төгүл,niekedy
762,einst::ADV,арай биирдэ,kedysi
763,einst::ADV,арай биирдэ,niekedy
764,damals::ADV,оччоҕо,vtedy
765,danach::ADV,аары,potom
766,danach::ADV,аары,podľa toho
767,danach::ADV,ол кэнниттэн,potom
768,danach::ADV,ол кэнниттэн,podľa toho
769,vorher::ADV,урут,napred
