,Concept_ID,fa,kv
775,oft::ADV,اغلب,-лы-
776,immer::ADV,همیشه,быдпыр
777,immer::ADV,همیشه,быдпырся
778,niemals::ADV,هرگز,некӧр
779,hier::ADV,اینجا,татӧн
780,hierhin::ADV,به اینجا,татчӧ
781,von hier::ADV,از اینجا,тасянь
782,dort::ADV,آنجا,сэтӧн
783,dorthin::ADV,به آنجا,сэтчин
784,geradeaus::ADV,راست,веськыта
785,vorwärts::ADV,جلو,одзӧ
786,vorwärts::ADV,به پیش,одзӧ
787,rückwärts::ADV,عقب,бӧр
788,zurück::ADV,پس,бӧр
789,zurück::ADV,عقب,бӧр
790,zurück::ADV,بالعکس,бӧр
791,unten::ADV,زیر,увтын
792,unten::ADV,پایین,увтын
793,hinab::ADV,به پایین,увтас
794,oben::ADV,بالا,вевдӧрас
795,hinauf::ADV,به بالا,вывлань
796,hinauf::ADV,به بالا,вывланьӧ
797,überall::ADV,همه‌جا,быдлан
798,nicht::ADV,نه,ог
799,ein wenig::ADV,کمی,-ышт
800,ein wenig::ADV,کمی,невна
801,kaum::ADV,به سختی,ӧдва
802,sehr::ADV,خیلی,вывтi
803,sehr::ADV,بسیار,вывтi
804,so::ADV,چنین,сiдз
805,so::ADV,اینطور,сiдз
806,noch::ADV,هنوز,эшӧ
807,nur::ADV,فقط,только
808,nur::ADV,تنها,только
809,schon::ADV,قبلاً,ни
810,schon::ADV,به این زودی,ни
811,wieder::ADV,باز,бӧра
812,wieder::ADV,دوباره,бӧра
813,vergebens::ADV,بیهوده,весись
814,vor::PRP,در جلوی,одзас
815,hinter::PRP,پشت,бӧрӧ
816,unter::PRP,تحت,увтын
817,durch::PRP,از وسط,пыр
818,durch::PRP,از ميان,пыр
819,neben::PRP,کنار,бокам
820,neben::PRP,کنار,боксиным
821,neben::PRP,پهلوی,бокам
822,neben::PRP,پهلوی,боксиным
823,zwischen::PRP,بین,коласас
824,zwischen::PRP,میان,коласас
825,wegen::PRP,برای,понда
826,wegen::PRP,بخاطر,понда
827,dies::PRN,این,эта
828,das::PRN,آن,сiя
829,alles::PRN,تمام,быдӧс
830,alles::PRN,همه‌چیر,быдӧс
831,ich::PRN,من,ме
832,du::PRN,تو,тэ
833,er::PRN,او,сiя
834,wir::PRN,ما,мийӧ
835,ihr::PRN,شما,ті
836,sie::PRN,آنها,нія
837,was::FPRN,چه,мый
838,wer::FPRN,کی,кин
839,wo::FADV,کجا,кытӧн
840,wohin::FADV,بکجا,кытчӧ
841,wie::FADV,چطور,дзик
842,wie::FADV,چگونه,дзик
843,warum::FADV,چرا,мыля
844,warum::FADV,چرا,мыйсянь
845,warum::FADV,برای چه,мыля
846,warum::FADV,برای چه,мыйсянь
847,wieviel::FNUM,چند,мымда
848,wieviel::FNUM,چقدر,мымда
849,eins::NUM,یک,ӧт
850,zwei::NUM,دو,кык
851,drei::NUM,سه,куим
852,vier::NUM,چهار,нёль
853,fünf::NUM,پنج,вит
854,sechs::NUM,شش,квать
855,sieben::NUM,هفت,сизим
856,acht::NUM,هشت,кыкьямыс
857,neun::NUM,نه,ӧкмыс
858,zehn::NUM,ده,дас
859,elf::NUM,یازده,дасотік
860,zwölf::NUM,دوازده,даскык
861,zwanzig::NUM,بیست,кыкдас
862,dreißig::NUM,سی,куимдас
863,vierzig::NUM,چهل,нёльдас
864,fünfzig::NUM,پنجاه,витдас
865,sechzig::NUM,شصت,кватьдас
866,siebzig::NUM,هفتاد,сизимдас
867,achtzig::NUM,هشتاد,кыкьямысдас
868,neunzig::NUM,نود,ӧкмысдас
869,hundert::NUM,صد,сто
870,tausend::NUM,هزار,тысяча
871,und::CNJ,و,и
872,und::CNJ,و,да
873,oder::CNJ,یا,или
874,stehen::V,ایستادن,сулавны
875,sitzen::V,نشستن,пукавны
876,liegen::V,خوابیدن,куйлыны
877,liegen::V,دراز کشیدن,куйлыны
878,hängen::V,آویزان بودن,ӧшавны
879,werden::V,شدن,лоны
880,passieren::V,گذشتن,аркмыны
881,passieren::V,اتفاق افتادن,аркмыны
882,beginnen::V,شروع شدن,петны
883,enden::V,تمام شدن,-сь
884,enden::V,تمام شدن,бырны
885,wechseln::V,عوض شدن,вежсьыны
886,aufgehen[Sonne]::V,برآمدن,петавны
887,aufgehen[Sonne]::V,طلوع کردن,петавны
888,untergehen[Sonne]::V,غروب کردن,пуксьыны
889,scheinen[Sonne]::V,تابیدن,югьявны
890,donnern::V,رعد زدن,гымавны
891,wehen::V,دمیدن,пӧлявны
892,strömen::V,روان شدن,киссьыны
893,fließen::V,روان شدن,визывтны
894,sich drehen::V,چرخیدن,бергавны
895,schwanken::V,خم و راست شدن,кӧвьясьны
896,schwingen::V,تاب خوردن,дюттясьны
897,schwingen::V,نوسان کردن,дюттясьны
898,fallen::V,افتادن,усьны
899,fallen::V,سقوط کردن,усьны
900,brennen::V,سوزاندن,сотчыны
901,rauchen::V,دود کردن,тшынасьны
902,regnen::V,باران آمدن,зэрны
903,gefrieren::V,یخ بستن,гегдыны
904,tauen::V,آب شدن,сывны
905,schmelzen::V,آب شدن,сывны
906,trocknen::V,خشک شدن,косьмыны
907,sieden::V,جوشیدن,пизьны
908,faulen::V,فاسد شدن,нёльзьыны
909,verfaulen::V,پوسیدن,тӧрмыны
910,verfaulen::V,پوسیدن,сiсьмыны
911,reißen::V,پاره شدن,косясьны
912,versinken::V,غرق شدن,вӧйны
913,vergehen::V,گذشتن,мунны
914,erscheinen::V,ظاهر شدن,мыччисьны
915,verschwinden::V,گم شدن,ӧшны
916,verschwinden::V,از بین رفتن,ӧшны
917,sinken::V,پایین آمدن,ямны
918,abnehmen::V,کم شدن,ямны
919,zunehmen::V,زیاد شدن,паськавны
920,steigen::V,بالا رفتن,лэбтiсьны
921,wachsen::V,قد کشیدن,быдмыны
922,glänzen::V,برق زدن,свиттявны
923,funkeln::V,جرقه زدن,югйовтлыны
924,funkeln::V,جرقه زدن,югйӧв-керны
925,lärmen::V,شلوغ کردن,чавзыны
926,läuten::V,زنگ زدن,диньгыны
927,klingeln::V,زنگ زدن,силькӧтны
928,klirren::V,جرنگ جرنگ صدا کردن,жольӧтны
929,brausen::V,طوفانی بودن,гуасьны
930,rauschen::V,خش‌خش کردن,кышӧтны
931,klingen::V,صدا دادن,горавны
932,bellen::V,عوعو کردن,увтны
933,bellen::V,عوعو کردن,вувтны
934,heulen::V,زوزه کشیدن,уннявны
935,blasen::V,فوت کردن,пӧлявны
936,pfeifen::V,سوت زدن,пиксыны
937,schreien::V,فریاد زدن,айзыны
938,stöhnen::V,نالیدن,ойзыны
939,stöhnen::V,نالیدن,ружтыны
940,zittern::V,لرزیدن,легьявны
941,leben::V,زیستن,овны
942,leben::V,زندگی کردن,овны
943,geboren werden::V,متولد شدن,шогмыны
944,atmen::V,تنفس کردن,лолавны
945,trinken::V,نوشیدن,юны
946,essen::V,خوردن,сёйны
947,schlucken::V,بلعیدن,ньылавны
948,schlucken::V,قورت دادن,ньылавны
949,müde werden::V,خسته شدن,мыдзны
950,einschlafen::V,خواب رفتن,ланьтны
951,schlafen::V,خوابیدن,узьны
952,aufwachen::V,از خواب بیدار شدن,саймыны
953,aufwachen::V,از خواب بیدار شدن,пальмыны
954,aufstehen::V,بیدار شدن,сувтны
955,sich erholen::V,استراحت کردن,шоччисьлыны
956,krank werden::V,مریض شدن,моржитны
957,krank sein::V,بیمار بودن,шогавны
958,krank sein::V,بیمار بودن,визьӧтны
959,schmerzen::V,درد کردن,висьны
960,husten::V,سرفه کردن,кашляйтны
961,genesen::V,بهبود یافتن,бурдны
962,sterben::V,مردن,кувны
963,umkommen::V,کشته شدن,вийсьыны
964,sich bewegen::V,حرکت کردن,локны
965,sich bewegen::V,حرکت کردن,ветлӧтны
966,sich rühren::V,تکان خوردن,вӧрзьӧтчыны
967,sich erheben::V,برخواستن,сувтны
968,sich setzen::V,نشستن,пуксьыны
969,hinfallen::V,زمین خوردن,пӧрласьны
970,laufen::V,پیاده رفتن,мунны
971,schreiten::V,قدم زدن,тальччавны
972,spazierengehen::V,گردش رفتن,котрасьны
973,eilen::V,شتاب کردن,тэрмасьны
974,sich beeilen::V,عجله کردن,тэрмасьны
975,sausen::V,صفیر کشیدن,вирдавны-котӧртны
976,rennen::V,دویدن,
977,springen::V,پریدن,чеччавны
978,klettern::V,بالا رفتن,кышасьны
979,schaukeln::V,تاب خوردن,чурликасьны
980,kriechen::V,خزیدن,кыскасьны-мунны
981,schwimmen::V,شنا کردن,вартчыны
982,tauchen::V,غواصی کردن,сунгисьны ваӧ
983,rudern::V,پارو زدن,сынны
984,fahren::V,سواره رفتن,мунны
985,fliegen::V,پریدن,лэбавны
986,gehen::V,رفتن,мунны
987,weggehen::V,رفتن,мунны
988,abfahren::V,حرکت کردن,иньдӧтчыны
989,abfahren::V,حرکت کردن,мунны
990,anhalten::V,ایست کردن,сувтны
991,hineingehen::V,داخل شدن,пырны
992,eintreten::V,وارد شدن,пырны
993,kommen::V,آمدن,локны
994,ankommen::V,رسیدن,локны
995,zurückkommen::V,برگشتن,бертны
996,zurückkommen::V,برگشتن,панӧвтсьыны
997,bleiben::V,ماندن,кольччыны
998,warten::V,منتظر بودن,видзчисьны
999,erwarten::V,انتظار داشتن,видзчисьны
1000,suchen::V,جستجو کردن,кошшыны
1001,finden::V,یافتن,адззыны
1002,finden::V,پیدا کردن,адззыны
1003,versuchen::V,سعی کردن,пондыны
1004,versuchen::V,سعی کردن,пондӧтны
1005,versuchen::V,کوشش کردن,пондыны
1006,versuchen::V,کوشش کردن,пондӧтны
1007,vorbereiten::V,آماده کردن,лӧсьӧтны
1008,lieben::V,عاشق بودن,милуйтны
1009,mögen::V,میل داشتن,радейтны
1010,mögen::V,دوست داشتن,радейтны
1011,lachen::V,خندیدن,серавны
1012,rühren::V,به رقت آوردن,сьӧлӧм вӧрзьӧтны
1013,weinen::V,گریه کردن,горзыны
1014,schimpfen::V,فحاشی کردن,видчыны
1015,sich ärgern::V,ناراحت شدن,лёкавны
1016,sich fürchten::V,واهمه کردن,повны
1017,fürchten::V,ترسیدن,повны
1018,fliehen::V,گریختن,пышшыны
1019,flüchten::V,فرار کردن,пышшыны
1020,sehen::V,دیدن,адззыны
1021,anschauen::V,نگاه کردن,видзӧтны
1022,ansehen::V,تماشا کردن,видзӧтны
1023,hören::V,شنیدن,кывны
1024,zuhören::V,گوش دادن,кывзыны
1025,probieren::V,چشیدن,пешлыны
1026,riechen::V,بوییدن,дукавны
1027,riechen::V,بو کردن,дукавны
1028,fühlen::V,احساس کردن,кывны
1029,scheinen::V,بنظر آمدن,декуйтчыны
1030,zu sehen sein::V,دیده شدن,тыдавны
1031,vernehmen::V,شنیدن,тӧдмавны
1032,frieren::V,سرد بودن,гегдыны
1033,tun::V,کردن,керны
1034,können::V,توانستن,вермыны
1035,wollen::V,خواستن,мӧдны
1036,anfangen::V,شروع کردن,петны
1037,beenden::V,تمام کردن,ештӧтны
1038,beenden::V,تمام کردن,керыштны
1039,beenden::V,پایان دادن,ештӧтны
1040,beenden::V,پایان دادن,керыштны
1041,aufhören::V,دست کشیدن,дугдыны
1042,gelingen::V,موفق شدن,шогмыны
1043,geraten::V,نتیجه دادن,мыччисьны
1044,öffnen::V,گشودن,осьтны
1045,öffnen::V,باز کردن,осьтны
1046,schließen::V,بستن,пӧднавны
1047,schließen::V,قفل کردن,пӧднавны
1048,stellen::V,گذاردن,сувтӧтны
1049,setzen::V,نشاندن,пуксьӧтны
1050,legen::V,گذاشتن,пуктыны
1051,berühren::V,دست زدن,вӧрзьӧтны
1052,berühren::V,لمس کردن,вӧрзьӧтны
1053,verbinden::V,وصل کردن,йитны
1054,bedecken::V,پوشاندن,вевттьыны
1055,aufhängen::V,آویختن,ӧшӧтны
1056,anzünden::V,سوزاندن,ӧзтыны
1057,aufheben::V,برداشتن,лэбтыны
1058,aufheben::V,بلند کردن,лэбтыны
1059,zurücklassen::V,گذاشتن,кольны
1060,verlieren::V,گم کردن,ӧштыны
1061,fallen lassen::V,انداختن,уськӧтны
1062,machen::V,کردن,керны
1063,machen::V,ساختن,керны
1064,herstellen::V,ساختن,вӧчны
1065,herstellen::V,تولید کردن,вӧчны
1066,bauen::V,ساختن,строитны
1067,bauen::V,بنا کردن,строитны
1068,reparieren::V,درست کردن,вочны
1069,reparieren::V,تعمیر کردن,вочны
1070,verbessern::V,بهتر کردن,бурсьӧтны
1071,ändern::V,تغییر دادن,вежны
1072,graben::V,کندن,гарйыны
1073,graben::V,گود کردن,гарйыны
1074,beugen::V,کج کردن,кусіньтны
1075,biegen::V,خم کردن,чукыльтыштны
1076,drehen::V,چرخاندن,бергӧтны
1077,wenden::V,برگرداندن,бергӧтны
1078,umdrehen::V,برگرداندن,бергӧтны
1079,heben::V,برداشتن,лэбтыны
1080,hochheben::V,برآوردن,лэбтыны
1081,hochheben::V,بلند کردن,лэбтыны
1082,ergreifen::V,گرفتن,кватитны
1083,halten::V,نگاه داشتن,видзны
1084,drücken::V,فشار دادن,личкыны
1085,drücken::V,فشار آوردن,личкыны
1086,schieben::V,هل دادن,тойлавны
1087,kratzen::V,خاریدن,шаркӧтны
1088,lecken::V,لیسیدن,нювны
1089,beißen::V,گاز زدن,йирны
1090,abreißen::V,پاره کردن,орӧтны
1091,abschneiden::V,بریدن,шӧрыштны
1092,abschneiden::V,بریدن,вундыштны
1093,abschneiden::V,قطع کردن,шӧрыштны
1094,abschneiden::V,قطع کردن,вундыштны
1095,binden::V,بستن,гӧрдззыны
1096,stecken::V,فرو کردن,мӧртны
1097,brechen::V,شکستن,жугдыны
1098,klopfen::V,کوبیدن,зукӧтны
1099,hauen::V,زدن,желльыны
1100,kleben::V,چسباندن,лякӧтны
1101,reiben::V,مالش دادن,зыртны
1102,streichen::V,مالیدن,мавтны
1103,schleifen::V,تیز کردن,кыскыны
1104,schneiden::V,چیدن,вундавны
1105,schneiden::V,بریدن,вундавны
1106,rütteln::V,لرزاندن,шатлавны
1107,rütteln::V,تکان دادن,шатлавны
1108,schütteln::V,تکان دادن,зыбӧтны
1109,schwenken::V,تاب دادن,ӧвтны
1110,schwenken::V,تاب دادن,макайтны
1111,schütten::V,ریختن,кисьтны
1112,füllen::V,پر کردن,тыртны
1113,füllen::V,پر کردن,тырсьӧтны
1114,einwickeln::V,پیچیدن,тубны
1115,tragen::V,بردن,новйӧтны
1116,tragen::V,حمل کردن,новйӧтны
1117,schleppen::V,کشیدن,кыскыны
1118,ziehen::V,کشیدن,кыскыны
1119,aufbewahren::V,نگهداری کردن,видзны
1120,werfen::V,انداختن,шентывлыны
1121,werfen::V,پرتاب کردن,шентывлыны
1122,fangen::V,گرفتن,кутны
1123,packen::V,گرفتن,кутасьны
1124,packen::V,گرفتن,кватитны
1125,verstecken::V,قایم کردن,дзебны
1126,verstecken::V,پنهان کردن,дзебны
1127,teilen::V,قسمت کردن,торйӧтны
1128,teilen::V,تقسیم کردن,торйӧтны
1129,schicken::V,فرستادن,иньдыны
1130,schicken::V,ارسال کردن,иньдыны
1131,bringen::V,آوردن,вайны
1132,hinzufügen::V,افزودن,содтыны
1133,hinzufügen::V,اضافه کردن,содтыны
1134,bekommen::V,گرفتن,получитны
1135,erhalten::V,دریافت کردن,получитны
1136,nehmen::V,گرفتن,босьтны
1137,nehmen::V,برداشتن,босьтны
1138,wählen::V,انتخاب کردن,бӧрйыны
1139,auswählen::V,برگزیدن,бӧрйыны
1140,bewahren::V,حفظ کردن,видзны
1141,bewahren::V,حفاظت کردن,видзны
1142,behindern::V,مانع بودن,падтыны
1143,verderben::V,از بین بردن,изводавны
1144,beschädigen::V,صدمه زدن,паздыны
1145,zerbrechen::V,شکستن,паздыны
1146,zerreißen::V,دریدن,косявны
1147,zerreißen::V,پاره کردن,косявны
1148,zerstören::V,خراب کردن,паздыны
1149,zerstören::V,ویران کردن,паздыны
1150,verbrennen::V,سوزاندن,сотны
1151,geben::V,دادن,сетны
1152,reichen::V,دادن,сетны
1153,schenken::V,هدیه دادن,козьнавны
1154,versprechen::V,قول دادن,кӧсйыны
1155,versprechen::V,وعده دادن,кӧсйыны
1156,wünschen::V,آرزو کردن,бурсьыны
1157,loben::V,ستایش کردن,ошкыны
1158,küssen::V,بوسیدن,окавны
1159,wiegen::V,نوسان کردن,тюттьӧтны
1160,zudecken::V,پوشاندن,вевттьыны
1161,wecken::V,بیدار کردن,саймӧтны
1162,zeigen::V,نشان دادن,мыччавны
1163,führen::V,رهنمائی کردن,нуӧтны
1164,lehren::V,آموختن,велӧтны
1165,lehren::V,یاد دادن,велӧтны
1166,unterrichten::V,درس دادن,велӧтны
1167,unterrichten::V,تدریس کردن,велӧтны
1168,aufziehen::V,تربیت کردن,быдтыны
1169,leiten::V,اداره کردن,юравны
1170,leiten::V,اداره کردن,веськӧтлыны
1171,antreiben::V,عجله دادن,тэрмӧтны
1172,lassen::V,وادار کردن,-ӧтыны
1173,einladen::V,دعوت کردن,корны
1174,einladen::V,مهمان کردن,корны
1175,vereinigen::V,یکی کردن,ӧтувтны
1176,vereinigen::V,یکی کردن,ӧтлаавны
1177,vereinigen::V,متحد کردن,ӧтувтны
1178,vereinigen::V,متحد کردن,ӧтлаавны
1179,besuchen::V,دیدار کردن,пыравлыны
1180,treffen::V,ملاقات کردن,пантавны
1181,sich versammeln::V,جمع شدن,ӧксьыны
1182,spielen::V,بازی کردن,орсны
1183,singen::V,آواز خواندن,сьывны
1184,tanzen::V,رقصیدن,йӧктыны
1185,sich trennen::V,جدا شدن,торьясьны
1186,verlassen::V,ترک کردن,кольны
1187,retten::V,نجات دادن,мынтны
1188,bewachen::V,حراست کردن,смекайтны
1189,schützen::V,حفظ کردن,дорйыны
1190,verteidigen::V,دفاع کردن,дорйыны
1191,sich schlagen::V,کتک‌کاری کردن,тышкасьны
1192,schießen::V,تیر زدن,лыйны
1193,siegen::V,پیروز شدن,вермыны
1194,ärgern::V,ناراحت کردن,лӧгӧтны
1195,schlagen::V,زدن,базнитны
1196,schlagen::V,کوبیدن,базнитны
1197,treten::V,لگد زدن,чужьявны
1198,stechen::V,چاقو زدن,бытшкыны
1199,stoßen::V,هل دادن,тапкыны
1200,stoßen::V,هل دادن,тойыштны
1201,stehlen::V,دزدیدن,гусявны
1202,stören::V,مزاحم شدن,костіавны
1203,belästigen::V,زحمت دادن,назыляйтны
1204,verbergen::V,پنهان کردن,дзебны
1205,täuschen::V,گول زدن,бӧбӧтны
1206,täuschen::V,گول زدن,пӧрьявны
1207,täuschen::V,فریب دادن,бӧбӧтны
1208,täuschen::V,فریب دادن,пӧрьявны
1209,betrügen::V,گول زدن,муклачитны
1210,betrügen::V,فریب دادن,муклачитны
1211,töten::V,کشتن,вийны
1212,wohnen::V,منزل داشتن,овны
1213,wohnen::V,سکونت داشتن,овны
1214,arbeiten::V,کار کردن,уджавны
1215,sammeln::V,جمع کردن,ӧктыны
1216,pflücken::V,چیدن,судзлавны
1217,jagen::V,شکار کردن,вӧравны
1218,fischen::V,صید کردن,чериавны
1219,fischen::V,ماهی‌گیری کردن,чериавны
1220,fassen::V,گرفتن,кутны
1221,hüten::V,چراندن,вердны
1222,hüten::V,چراندن,йирсьӧтны
1223,hüten::V,مراقبت کردن,вердны
1224,hüten::V,مراقبت کردن,йирсьӧтны
1225,treiben::V,راندن,вашӧтны
1226,anbinden::V,متصل کردن,кӧртавны
1227,füttern::V,غذا دادن,вердны
1228,melken::V,دوشیدن,высьтыны
1229,melken::V,دوشیدن,чилькӧтны
1230,hacken::V,خرد کردن,керавны
1231,gießen::V,ریختن,киськавны
1232,reifen::V,رسیدن,кисьмыны
1233,zubereiten::V,طبخ کردن,лӧсьӧтны
1234,zubereiten::V,آماده کردن,лӧсьӧтны
1235,kochen::V,پختن,пуны
1236,kochen::V,آشپزی کردن,пуны
1237,backen::V,پختن,пӧжавны
1238,braten::V,سرخ کردن,жаритны
1239,umrühren::V,هم زدن,соравны
1240,stricken::V,بافتن,домавны
1241,nähen::V,دوختن,вурны
1242,färben::V,رنگ زدن,краситны
1243,reinigen::V,پاک کردن,весӧтны
1244,reinigen::V,تمیز کردن,весӧтны
1245,waschen::V,شستن,пеславны
1246,abwischen::V,زدودن,чышкыны
1247,spülen::V,شستن,гывьявны
1248,fegen::V,جارو کردن,чышкыны
1249,kehren::V,جارو کردن,чышкыны
1250,baden::V,شنا کردن,купайтчыны 
1251,baden::V,حمام کردن,купайтчыны 
1252,sich waschen::V,شستشو کردن,миссьыны
1253,ausziehen::V,درآوردن,гыжтӧтны
1254,ausziehen::V,درآوردن,пӧрччавны
1255,anziehen::V,پوشیدن,пасьтавны
1256,sich anziehen::V,لباس پوشیدن,пасьтасьны
1257,kämmen::V,شانه زدن,сынавны
1258,schmücken::V,زینت دادن,баситны
1259,sagen::V,گفتن,висьтавны
1260,sprechen::V,حرف زدن,шуны
1261,sprechen::V,صحبت کردن,шуны
1262,reden::V,حرف زدن,баитны
1263,reden::V,صحبت کردن,баитны
1264,sich unterhalten::V,گپ زدن,сёрнитны
1265,fragen::V,پرسیدن,юавны
1266,fragen::V,سؤال کردن,юавны
1267,bitten::V,خواهش کردن,корны
1268,bitten::V,درخواست کردن,корны
1269,erzählen::V,نقل کردن,висьтавны
1270,erzählen::V,حکایت کردن,висьтавны
1271,mitteilen::V,خبر دادن,висьтавны
1272,nennen::V,نامیدن,нимтны
1273,rufen::V,صدا کردن,китсавны
1274,rufen::V,صدا کردن,корны
1275,rufen::V,صدا کردن,чукӧстны
1276,prahlen::V,پز آمدن,ошшасьны
1277,übersetzen::V,ترجمه کردن,вуджӧтны
1278,denken::V,فکر کردن,чайтны
1279,glauben::V,باور کردن,веритны
1280,glauben::V,عقیده داشتن,веритны
1281,bemerken::V,متوجه شدن,казявны
1282,erkennen::V,شناختن,тӧдсавны
1283,erkennen::V,تشخیص دادن,тӧдсавны
1284,begreifen::V,فهمیدن,вежӧртны
1285,begreifen::V,درک کردن,вежӧртны
1286,verstehen::V,فهمیدن,кывны
1287,lernen::V,آموختن,велӧтчыны
1288,lernen::V,یاد گرفتن,велӧтчыны
1289,wissen::V,دانستن,тӧдны
1290,sich erinnern an::V,به یاد آوردن,касьтывны
1291,vergessen::V,فراموش کردن,вунӧтны
1292,messen::V,اندازه گرفتن,меряйтны
1293,zählen::V,شمردن,лыддьыны
1294,rechnen::V,حساب کردن,лыддьыны
1295,lesen::V,خواندن,лыддьӧтны
1296,malen::V,نقاشی کردن,
1297,zeichnen::V,کشیدن,гижмавны
1298,zeichnen::V,رسم کردن,гижмавны
1299,schreiben::V,نوشتن,гижны
1300,besitzen::V,داشتن,лоны
1301,kaufen::V,خریدن,небны
1302,kaufen::V,خرید کردن,небны
1303,verkaufen::V,فروختن,вузавны
1304,bezahlen::V,پرداختن,вештыны
1305,zahlen::V,پرداخت کردن,вештыны
1306,beherrschen::V,مسلط بودن,
1307,ertragen::V,تحمل کردن,терпитны
