,Concept_ID,fr,zh
174,Ente::N,canard,鸭
175,Eule::N,hibou,猫头鹰
176,Kranich::N,grue,鹤
177,Krähe::N,corneille,乌鸦
178,Kuckuck::N,coucou,布谷鸟
179,Schwan::N,cygne,天鹅
180,Fisch::N,poisson,鱼
181,Barsch::N,perche,鲈鱼
182,Hecht::N,brochet,狗鱼
183,Schlange[Tier]::N,serpent,蛇
184,Wurm::N,ver,蠕虫
185,Spinne::N,araignée,蜘蛛
186,Ameise::N,fourmi,蚂蚁
187,Laus::N,pou,虱子
188,Mücke::N,moucheron,蚊子
189,Fliege::N,mouche,苍蝇
190,Schmetterling::N,papillon,蝴蝶
191,Beere::N,baie,将果
192,Apfel::N,pomme,苹果
193,Pilz::N,champignon,蘑菇
194,Zwiebel::N,oignon,洋葱
195,Saat::N,semence,种子
196,Korn::N,grain,谷粒
197,Heu::N,foin,干草
198,Schale::N,pelure,壳
199,Grube::N,fosse,坑
200,Falle::N,piège,圈套
201,Schlinge::N,lacs,活扣
202,Spur::N,trace,踪迹
203,Asche::N,cendre,灰烬
204,Dreck::N,crotte,污垢
205,Eisen::N,fer,铁
206,Gold::N,or,金子
207,Silber::N,argent,银
208,Kohle::N,charbon,煤
209,Glas::N,verre,玻璃
210,Lehm::N,glaise,粘土
211,Sand::N,sable,沙
212,Mensch::N,homme,人
213,Mann::N,homme,男子
214,Frau::N,femme,妇女
215,Kind::N,enfant,小孩
216,Junge::N,garçon,男孩
217,Mädchen::N,fille,女孩
218,Mädchen::N,jeune fille,女孩
219,Familie::N,famille,家庭
220,Großvater::N,grand-père,祖父
221,Großmutter::N,grand-mère,祖母
222,Eltern::N,parents,父母
223,Vater::N,père,父亲
224,Mutter::N,mère,母亲
225,Sohn::N,fils,儿子
226,Tochter::N,fille,女儿
227,Bruder::N,frère,兄弟
228,Schwester::N,sœur,姐妹
229,Onkel::N,oncle,伯父
230,Tante::N,tante,阿姨
231,Ehemann::N,mari,丈夫
232,Ehemann::N,époux,丈夫
233,Ehefrau::N,femme,妻子
234,Ehefrau::N,épouse,妻子
235,Freude::N,joie,愉快
236,Freude::N,plaisir,愉快
237,Gelächter::N,rires,大笑
238,Glück::N,bonheur,运气
239,Kummer::N,peine,苦恼
240,Kummer::N,chagrin,苦恼
241,Wunsch::N,désir,愿望
242,Lust::N,envie,乐趣
243,Geist::N,esprit,精神
244,Gedanke::N,idée,思想
245,Gedanke::N,pensée,思想
246,Gedächtnis::N,mémoire,记性
247,Verstand::N,raison,理智
248,Sinn::N,sens,感觉
249,Grund::N,cause,理由
250,Grund::N,raison,理由
251,Wahrheit::N,vérité,真理
252,Gespräch::N,conversation,谈话
253,Märchen::N,conte,童话
254,Märchen::N,conte de fées,童话
255,Erzählung::N,conte,故事
256,Erzählung::N,narration,故事
257,Nachricht::N,message,消息
258,Neuigkeit::N,nouvelle,新闻
259,Name::N,nom,名字
260,Rätsel::N,énigme,谜语
261,Rätsel::N,devinette,谜语
262,Rede::N,parole,讲话
263,Rede::N,discours,讲话
264,Sprache::N,langue,语言
265,Sprache::N,langage,语言
266,Stimme::N,voix,声音
267,Wort::N,mot,词
268,Zeichen::N,signe,标记
269,Ruf::N,cri,呼喊
270,Ruf::N,appel,呼喊
271,Lärm::N,bruit,噪音
272,Laut::N,son,响声
273,Ton::N,ton,声音
274,Lied::N,chant,歌曲
275,Lied::N,chanson,歌曲
276,Ruhe::N,calme,安静
277,Ruhe::N,tranquillité,安静
278,Leute::N,gens,人们
279,Volk::N,peuple,人民
280,Arbeit::N,travail,劳动
281,Gast::N,hôte,客人
282,Gast::N,invité,客人
283,Geschenk::N,cadeau,礼物
284,Geschenk::N,présent,礼物
285,Spiel::N,jeu,游戏
286,Gesellschaft::N,compagnie,陪同
287,Hilfe::N,aide,帮助
288,Hilfe::N,secours,帮助
289,Freund::N,ami,朋友
290,Kamerad::N,copain,同志
291,Kamerad::N,camarade,同志
292,Angelegenheit::N,affaire,事情
293,Anzahl::N,nombre,数目
294,Art::N,sorte,种类
295,Art::N,espèce,种类
296,Stück::N,morceau,块
297,Teil::N,part,部分
298,Teil::N,partie,部分
299,Hälfte::N,moitié,一半
300,Kreis::N,cercle,圆
301,Kreuz::N,croix,十字架
302,Linie::N,ligne,线条
303,Strich::N,trait,划
304,Abstand::N,écart,距离
305,Entfernung::N,distance,距离
306,Gegend::N,région,地区
307,Gegend::N,contrée,地区
308,Platz::N,place,场所
309,Ort::N,lieu,地点
310,Ort::N,endroit,地点
311,Seite::N,côté,面
312,Mitte::N,milieu,中间
313,Gegenstand::N,objet,物品
314,Sache::N,chose,物
315,Rand::N,bord,边
316,Kante::N,arête,棱
317,Ecke::N,coin,角
318,Ecke::N,tournant,角
319,Spitze::N,cime,尖
320,Spitze::N,pointe,尖
321,Ende::N,bout,结尾
322,Loch::N,trou,洞
323,Winkel::N,coin,角度
324,Winkel::N,réduit,角度
325,Muster::N,dessin,模型
326,Größe::N,grandeur,大小
327,Länge::N,longueur,长度
328,Höhe::N,hauteur,高度
329,Höhe::N,altitude,高度
330,Gewicht::N,poids,重量
331,Menge::N,quantité,数量
332,Haufen::N,tas,堆
333,Reihe::N,file,行
334,Reihe::N,rangée,行
335,Boot::N,canot,小船
336,Boot::N,bateau,小船
337,Ruder::N,rame,奖
338,Ruder::N,aviron,奖
339,Schlitten::N,traîneau,雪橇
340,Ski::N,ski,雪板
341,Lagerfeuer::N,feu de camp,营火
342,Last::N,charge,负担
343,Last::N,fardeau,负担
344,Gang::N,tour,行走
345,Gang::N,marche,行走
346,Schritt::N,pas,步伐
347,Norden::N,nord,北
348,Süden::N,sud,南
349,Westen::N,ouest,西
350,Westen::N,occident,西
351,Osten::N,est,东
352,Osten::N,orient,东
353,Holz::N,bois,木材
354,Brett::N,planche,木板
355,Platte::N,plaque,平板
356,Stütze::N,appui,支架
357,Stütze::N,soutien,支架
358,Stange::N,barre,杆
359,Stange::N,perche,杆
360,Stock::N,canne,棒
361,Stab::N,bâton,棍
362,Rohr::N,tube,管子
363,Rohr::N,tuyau,管子
364,Haus::N,maison,房屋
365,Heim::N,maison,家
366,Ofen::N,poêle,炉子
367,Fußboden::N,plancher,地板
368,Tisch::N,table,桌子
369,Stuhl::N,chaise,椅子
370,Wiege::N,berceau,摇蓝
371,Bett::N,lit,床
372,Regal::N,étagère,架子
373,Kiste::N,caisse,箱子
374,Fenster::N,fenêtre,窗户
375,Tür::N,porte,门
376,Tor::N,porte,大门
377,Tor::N,portail,大门
378,Zaun::N,clôture,篱笆
379,Dach::N,toit,屋顶
380,Leiter::N,échelle,梯子
381,Besen::N,balai,扫帚
382,Spaten::N,bêche,铁锹
383,Schaufel::N,pelle,铁锹
384,Gabel::N,fourchette,叉
385,Löffel::N,cuiller,食匙
386,Messer::N,couteau,刀
387,Nagel::N,clou,钉子
388,Netz::N,filet,网
389,Haken::N,croc,钩子
390,Haken::N,crochet,钩子
391,Griff::N,prise,把柄
392,Griff::N,manche,把柄
393,Schloss::N,serrure,锁
394,Bild::N,image,图画
395,Bild::N,tableau,图画
396,Figur::N,figure,人像
397,Puppe::N,poupée,娃娃
398,Beutel::N,sac,袋子
399,Beutel::N,petit sac,袋子
400,Bündel::N,paquet,捆
401,Bündel::N,faisceau,捆
402,Tasche::N,sac,手提包
403,Eimer::N,seau,桶
404,Deckel::N,couvercle,盖子
405,Geschirr::N,vaisselle,餐具
406,Sack::N,sac,袋子
407,Tasse::N,tasse,杯子
408,Topf::N,pot,锅
409,Topf::N,marmite,锅
410,Kessel::N,chaudron,水壶
411,Essen::N,repas,进餐
412,Essen::N,manger,进餐
413,Nahrung::N,nourriture,食物
414,Speise::N,plat,菜肴
415,Fleisch::N,viande,肉
416,Getreide::N,blé,谷物
417,Getreide::N,céréales,谷物
418,Brei::N,purée,粥
419,Brei::N,bouillie,粥
420,Brot::N,pain,面包
421,Scheibe::N,tranche,片
422,Fett::N,graisse,脂肪
423,Butter::N,beurre,黄油
424,Öl::N,huile,油
425,Salz::N,sel,盐
426,Suppe::N,soupe,汤
427,Suppe::N,potage,汤
428,Honig::N,miel,蜂蜜
429,Milch::N,lait,奶
430,Tee::N,thé,茶
431,Leder::N,cuir,皮革
432,Wolle::N,laine,毛线
433,Stoff::N,tissu,织物
434,Stoff::N,étoffe,织物
435,Nadel::N,aiguille,针
436,Faden::N,fil,线
437,Knopf::N,bouton,纽扣
438,Knoten::N,nœud,结
439,Farbe::N,peinture,颜色
440,Kleidung::N,vêtements,衣服
441,Kleidung::N,habillement,衣服
442,Hemd::N,chemise,衬衫
443,Kragen::N,col,领子
444,Ärmel::N,manche,袖子
445,Hose::N,pantalon,裤子
446,Gürtel::N,ceinture,腰带
447,Mütze::N,bonnet,帽子
448,Mütze::N,casquette,帽子
449,Schuh::N,soulier,鞋
450,Schuh::N,chaussure,鞋
451,Stiefel::N,botte,靴子
452,Ring::N,bague,戒指
453,Band::N,ruban,带子
454,Kamm::N,peigne,梳子
455,Spiegel::N,glace,镜子
456,Spiegel::N,miroir,镜子
457,Riemen::N,lanière,皮带
458,Riemen::N,courroie,皮带
459,Schnur::N,corde,绳子
460,Schnur::N,ficelle,绳子
461,Leine::N,laisse,皮带
462,Decke::N,couverture,被子
463,Kissen::N,oreiller,软垫
464,Tuch::N,drap,巾
465,Tuch::N,fichu,巾
466,Handtuch::N,serviette,手巾
467,Handtuch::N,essuie-mains,手巾
468,Kraft::N,force,力
469,Stärke::N,vigueur,力量
470,Gesundheit::N,santé,健康
471,Krankheit::N,maladie,病
472,Schmerz::N,douleur,痛
473,Wunde::N,plaie,伤口
474,Wunde::N,blessure,伤口
475,Fieber::N,fièvre,发烧
476,Arznei::N,remède,药
477,Arznei::N,médecine,药
478,Brücke::N,pont,桥
479,Brunnen::N,puits,井
480,Weide::N,pâturage,牧场
481,Pfad::N,sentier,小路
482,Weg::N,voie,路
483,Weg::N,chemin,路
484,Straße::N,route,街
485,Dorf::N,village,村庄
486,Stadt::N,cité,城市
487,Stadt::N,ville,城市
488,Brief::N,lettre,信
489,Buch::N,livre,书
490,Buchstabe::N,lettre,字母
491,Buchstabe::N,caractère,字母
492,Zeitung::N,journal,报纸
493,Leben::N,vie,生命
494,Tod::N,mort,死亡
495,Grab::N,tombe,坟墓
496,Kirche::N,église,教堂
497,Sünde::N,péché,罪
498,Gott::N,dieu,上帝
499,Arbeiter::N,ouvrier,工人
500,Arbeiter::N,travailleur,工人
501,Chef::N,chef,上司
502,Chef::N,patron,上司
503,Meister::N,maître,师傅
504,Arzt::N,médecin,医生
505,Lehrer::N,professeur,教师
506,Lehrer::N,instituteur,教师
507,Geld::N,argent,钱
508,Geschäft::N,affaire,交易
509,Geschäft::N,commerce,交易
510,Laden::N,magasin,商店
511,Laden::N,boutique,商店
512,Preis::N,prix,价格
513,Ware::N,marchandise,商品
514,Nutzen::N,profit,好处
515,Reichtum::N,richesse,财富
516,Welt::N,monde,世界
517,Land::N,pays,国家
518,Staat::N,État,国家
519,König::N,roi,国王
520,Macht::N,pouvoir,权力
521,Macht::N,puissance,权力
522,Grenze::N,frontière,边界
523,Krieg::N,guerre,战争
524,Feind::N,ennemi,敌人
525,Gewalt::N,violence,暴力
526,Kampf::N,lutte,战斗
527,Kampf::N,combat,战斗
528,Bogen[Waffe]::N,arc,弓
529,Pfeil::N,flèche,箭
530,Gewehr::N,fusil,枪
531,Fehler::N,faute,错误
532,Fehler::N,erreur,错误
533,Lüge::N,mensonge,谎话
534,Schaden::N,dégât,损失
535,Schaden::N,dommage,损失
536,Unglück::N,malheur,不幸
537,Schuld::N,faute,过错
538,Schuld::N,culpabilité,过错
539,Alter::N,âge,年龄
540,Schluss::N,fin,结束
541,Zeit::N,temps,时间
542,Tag::N,jour,天
543,Tag::N,journée,天
544,Morgen::N,matin,早晨
545,Morgen::N,matinée,早晨
546,Mittag::N,midi,中午
547,Abend::N,soir,晚上
548,Abend::N,soirée,晚上
549,Nacht::N,nuit,夜
550,Woche::N,semaine,星期
551,Monat::N,mois,月
552,Jahr::N,an,年
553,Jahr::N,année,年
554,Frühling::N,printemps,春天
555,Sommer::N,été,夏天
556,Herbst::N,automne,秋天
557,Winter::N,hiver,冬天
558,Januar::N,janvier,一月
559,Februar::N,février,二月
560,März::N,mars,三月
561,April::N,avril,四月
562,Mai::N,mai,五月
563,Juni::N,juin,六月
564,Juli::N,juillet,七月
565,August::N,août,八月
566,September::N,septembre,九月
567,Oktober::N,octobre,十月
568,November::N,novembre,十一月
569,Dezember::N,décembre,十二月
570,Montag::N,lundi,星期一
571,Dienstag::N,mardi,星期二
572,Mittwoch::N,mercredi,星期三
573,Donnerstag::N,jeudi,星期四
574,Freitag::N,vendredi,星期五
575,Samstag::N,samedi,星期六
576,Sonntag::N,dimanche,星期日
577,groß::A,grand,大
578,klein::A,petit,小
579,lang::A,long,长
580,kurz::A,court,短
581,breit::A,large,宽
582,schmal::A,étroit,细长的
583,dicht::A,dense,密
584,dick[Gegenstand]::A,épais,厚
585,dünn::A,mince,薄
586,fein::A,fin,细小
587,fein::A,menu,细小
588,fest::A,ferme,固体
589,fest::A,solide,固体
590,flach::A,plat,平坦
591,glatt::A,poli,光滑
592,glatt::A,lisse,光滑
593,hart::A,dur,硬
594,weich::A,mou,软
595,rund::A,rond,圆
596,spitz::A,aigu,尖
597,spitz::A,pointu,尖
598,scharf::A,tranchant,锋利
599,stumpf::A,mousse,钝
600,stumpf::A,émoussé,钝
601,schwer::A,lourd,重
602,schwer::A,pesant,重
603,schön::A,beau,美丽
604,heiß::A,chaud,烫
605,heiß::A,très chaud,烫
606,warm::A,chaud,暖和
607,kalt::A,froid,冷
608,kühl::A,frais,凉
609,frisch::A,frais,新鲜
610,feucht::A,humide,潮湿
611,nass::A,mouillé,湿
612,trocken::A,sec,干
613,voll::A,plein,满
614,voll::A,rempli,满
615,leer::A,vide,空
616,offen::A,ouvert,敞开
617,geschlossen::A,clos,关闭
618,geschlossen::A,fermé,关闭
619,sauber::A,net,干净
620,sauber::A,propre,干净
621,schmutzig::A,sale,肮脏
622,schmutzig::A,crasseux,肮脏
623,roh::A,cru,生
624,roh::A,brut,生
625,reif::A,mûr,成熟
626,lecker::A,délicieux,好吃
627,lecker::A,appétissant,好吃
628,süß::A,doux,甜
629,bitter::A,amer,苦
630,sauer::A,aigre,酸
631,hell::A,clair,亮
632,dunkel::A,sombre,阴暗
633,schwarz::A,noir,黑
634,weiß::A,blanc,白
635,rot::A,rouge,红
636,gelb::A,jaune,黄
637,blau::A,bleu,蓝
638,grün::A,vert,绿
639,grau::A,gris,灰色
640,bunt::A,multicolore,五彩
641,billig::A,bon marché,便宜
642,teuer::A,cher,贵
643,wertvoll::A,précieux,贵重
644,blind::A,aveugle,瞎
645,taub::A,sourd,聋
646,kräftig::A,fort,强壮
647,kräftig::A,vigoureux,强壮
648,stark::A,fort,强壮
649,stark::A,puissant,强壮
650,schwach::A,faible,弱
651,fett::A,gras,胖
652,schlank::A,svelte,苗条
653,hübsch::A,joli,漂亮
654,böse::A,mauvais,邪恶
655,dumm::A,sot,笨
656,dumm::A,bête,笨
657,faul::A,fainéant,懒惰
658,faul::A,paresseux,懒惰
659,fleißig::A,appliqué,勤奋
660,geizig::A,avare,吝啬
661,klug::A,intelligent,聪明
662,geschickt::A,habile,灵巧
663,lieb::A,cher,可爱
664,lieb::A,gentil,可爱
665,lustig::A,gai,快乐
666,lustig::A,joyeux,快乐
667,sanft::A,doux,柔和
668,hungrig::A,affamé,饥饿
669,krank::A,malade,患病
670,nackt::A,nu,裸体
671,traurig::A,triste,悲哀
672,lebendig::A,vivant,活
673,gut::A,bon,好
674,schlecht::A,mauvais,坏
675,richtig::A,juste,正确
676,richtig::A,correct,正确
677,schlimm::A,grave,糟糕
678,schlimm::A,mauvais,糟糕
679,wahr::A,vrai,真
680,wahr::A,véritable,真
681,alt::A,vieux,旧
682,neu::A,neuf,新
683,neu::A,nouveau,新
684,ehemalig::A,ancien,以前
685,alt[Lebewesen]::A,âgé,老
686,alt[Lebewesen]::A,vieux,老
687,jung::A,jeune,年轻
688,arm::A,pauvre,贫穷
689,reich::A,riche,富裕
690,bekannt::A,connu,出名
691,berühmt::A,fameux,著名
692,berühmt::A,célèbre,著名
693,fremd::A,étranger,陌生
694,verschieden::A,différent,不同
695,nah::A,lié,近
696,nah::A,proche,近
697,fern::A,éloigné,遥远
698,fern::A,lointain,遥远
699,linker::A,gauche,左
700,rechter::A,droit,右
701,anderer::A,autre,别的
702,erster::A,premier,第一
703,zweiter::A,second,第二
704,zweiter::A,deuxième,第二
705,dritter::A,troisième,第三
706,letzter::A,dernier,最后
707,allein::ADV,seul,单独
708,auf einmal::ADV,à la fois,同时
709,zusammen::ADV,ensemble,一起
710,lange::ADV,longtemps,许久
711,plötzlich::ADV,tout à coup,忽然
712,sofort::ADV,immédiatement,立刻
713,später::ADV,plus tard,以后
714,jetzt::ADV,maintenant,现在
715,heute::ADV,aujourd'hui,今天
716,morgen::ADV,demain,明天
717,bald::ADV,bientôt,即将
718,dann::ADV,puis,然后
719,dann::ADV,ensuite,然后
720,gestern::ADV,hier,昨天
721,einst::ADV,jadis,曾经
722,einst::ADV,autrefois,曾经
723,damals::ADV,alors,当时
724,damals::ADV,à l'époque,当时
725,danach::ADV,après,随后
726,danach::ADV,ensuite,随后
727,vorher::ADV,auparavant,事先
728,zuerst::ADV,d'abord,首先
729,zuerst::ADV,premièrement,首先
730,einmal::ADV,une fois,一次
731,manchmal::ADV,parfois,有时
732,manchmal::ADV,quelquefois,有时
733,oft::ADV,souvent,时常
734,immer::ADV,toujours,总是
735,niemals::ADV,ne ... jamais,从未
736,hier::ADV,ici,这里
737,hierhin::ADV,par ici,到这里
738,von hier::ADV,d'ici,由此
739,dort::ADV,là,那里
740,dort::ADV,là-bas,那里
741,dorthin::ADV,y,到那里
742,dorthin::ADV,par là,到那里
743,geradeaus::ADV,tout droit,一直往前
744,vorwärts::ADV,en avant,向前
745,rückwärts::ADV,en arrière,向后
746,zurück::ADV,de retour,退后
747,unten::ADV,en bas,下面
748,unten::ADV,au-dessous,下面
749,hinab::ADV,en bas,向下
750,hinab::ADV,vers le bas,向下
751,oben::ADV,dessus,上面
752,oben::ADV,en haut,上面
753,hinauf::ADV,en haut,向上
754,hinauf::ADV,vers le haut,向上
755,überall::ADV,partout,到处
756,nicht::ADV,ne ... pas,不
757,ein wenig::ADV,un peu,一点儿
758,kaum::ADV,à peine,几乎不
759,sehr::ADV,très,很
760,so::ADV,si,如此
761,so::ADV,ainsi,如此
762,noch::ADV,encore,还
763,nur::ADV,seulement,只
764,nur::ADV,ne ... que,只
765,schon::ADV,déjà,已经
766,wieder::ADV,de nouveau,又
767,vergebens::ADV,en vain,
768,vor::PRP,devant,在...面前
769,hinter::PRP,derrière,在...背后
770,unter::PRP,sous,在...下面
771,unter::PRP,au-dessous de,在...下面
772,durch::PRP,par,穿过
773,durch::PRP,à travers,穿过
774,neben::PRP,à côté de,在...旁
775,zwischen::PRP,entre,在...之间
776,wegen::PRP,à cause de,由于
777,dies::PRN,ceci,这
778,das::PRN,ce,那
779,das::PRN,cela,那
780,alles::PRN,tout,一切
781,ich::PRN,je,我
782,ich::PRN,moi,我
783,du::PRN,tu,你
784,du::PRN,toi,你
785,er::PRN,il,他
786,er::PRN,lui,他
787,wir::PRN,nous,我们
788,ihr::PRN,vous,你们
789,sie::PRN,ils,她
790,sie::PRN,elles,她
791,was::FPRN,que,什么
792,was::FPRN,quoi,什么
793,wer::FPRN,qui,谁
794,wo::FADV,où,哪里
795,wohin::FADV,où,去哪里
796,wie::FADV,comment,怎么
797,warum::FADV,pourquoi,为什么
798,wieviel::FNUM,combien,多少
799,eins::NUM,un,一
800,zwei::NUM,deux,二
801,drei::NUM,trois,三
802,vier::NUM,quatre,四
803,fünf::NUM,cinq,五
804,sechs::NUM,six,六
805,sieben::NUM,sept,七
806,acht::NUM,huit,八
807,neun::NUM,neuf,九
808,zehn::NUM,dix,十
809,elf::NUM,onze,十一
810,zwölf::NUM,douze,十二
811,zwanzig::NUM,vingt,二十
812,dreißig::NUM,trente,三十
813,vierzig::NUM,quarante,四十
814,fünfzig::NUM,cinquante,五十
815,sechzig::NUM,soixante,六十
816,siebzig::NUM,soixante-dix,七十
817,achtzig::NUM,quatre-vingt,八十
818,neunzig::NUM,quatre-vingt-dix,九十
819,hundert::NUM,cent,百
820,tausend::NUM,mille,千
821,und::CNJ,et,和
822,oder::CNJ,ou,或者
823,stehen::V,être debout,站
824,sitzen::V,être assis,坐
825,liegen::V,être couché,躺着
826,hängen::V,pendre,挂着
827,werden::V,devenir,成为
828,passieren::V,se passer,发生
829,beginnen::V,commencer,开始
830,enden::V,finir,终止
831,enden::V,se terminer,终止
832,wechseln::V,changer,变迁
833,wechseln::V,alterner,变迁
834,aufgehen[Sonne]::V,se lever,升起
835,untergehen[Sonne]::V,se coucher,下落
836,scheinen[Sonne]::V,briller,照射
837,donnern::V,tonner,打雷
838,wehen::V,souffler,飘扬
839,strömen::V,affluer,流
840,fließen::V,couler,流动
841,sich drehen::V,tourner,转动
842,schwanken::V,osciller,摇摆
843,schwanken::V,chanceler,摇摆
844,schwingen::V,vibrer,摇
845,schwingen::V,osciller,摇
846,fallen::V,tomber,坠落
847,brennen::V,brûler,燃烧
848,brennen::V,flamber,燃烧
849,rauchen::V,fumer,冒烟
850,regnen::V,pleuvoir,下雨
851,gefrieren::V,geler,结冰
852,tauen::V,dégeler,融化
853,schmelzen::V,fondre,溶化
854,trocknen::V,sécher,变干
855,sieden::V,bouillir,煮
856,faulen::V,pourrir,腐烂
857,faulen::V,se putréfier,腐烂
858,verfaulen::V,pourrir,腐烂
859,reißen::V,rompre,撕
860,reißen::V,se déchirer,撕
861,versinken::V,s'enfoncer,下沉
862,vergehen::V,passer,流逝
863,erscheinen::V,apparaître,出现
864,verschwinden::V,disparaître,消失
865,sinken::V,descendre,下降
866,sinken::V,s'abaisser,下降
867,abnehmen::V,diminuer,减少
868,zunehmen::V,augmenter,增加
869,steigen::V,monter,上升
870,wachsen::V,croître,生长
871,glänzen::V,briller,发光
872,funkeln::V,étinceler,闪烁
