,Concept_ID,ro,no
858,oben::ADV,sus,ovenpå
859,oben::ADV,deasupra,oppe
860,oben::ADV,deasupra,ovenpå
861,hinauf::ADV,în sus,opp
862,hinauf::ADV,în sus,oppover
863,überall::ADV,peste tot,overalt
864,überall::ADV,pretutindeni,overalt
865,nicht::ADV,nu,ikke
866,ein wenig::ADV,puțin,litt
867,kaum::ADV,cu greu,neppe
868,kaum::ADV,cu anevoie,neppe
869,sehr::ADV,mult,svært
870,sehr::ADV,foarte,svært
871,so::ADV,așa,så
872,so::ADV,atât,så
873,noch::ADV,încă,enda
874,nur::ADV,doar,bare
875,schon::ADV,și,alt
876,schon::ADV,și,allerede
877,schon::ADV,deja,alt
878,schon::ADV,deja,allerede
879,wieder::ADV,iar,igjen
880,wieder::ADV,iarăși,igjen
881,vergebens::ADV,în zadar,forgjeves
882,vor::PRP,înainte de,foran
883,vor::PRP,înainte de,utenfor
884,hinter::PRP,după,bak
885,hinter::PRP,după,bakom
886,hinter::PRP,în spatele,bak
887,hinter::PRP,în spatele,bakom
888,unter::PRP,sub,under
889,durch::PRP,prin,gjennom
890,durch::PRP,prin,igjennom
891,neben::PRP,lângă,ved siden av
892,neben::PRP,alături de,ved siden av
893,zwischen::PRP,între,mellom
894,zwischen::PRP,dintre,mellom
895,wegen::PRP,pentru,på grunn av
896,dies::PRN,acesta,dette
897,das::PRN,asta,det
898,alles::PRN,tot,alt
899,ich::PRN,eu,jeg
900,du::PRN,tu,du
901,er::PRN,el,han
902,er::PRN,dânsul,han
903,wir::PRN,noi,vi
904,ihr::PRN,voi,dere
905,sie::PRN,ei,de
906,sie::PRN,dânșii,de
907,was::FPRN,ce,hva
908,wer::FPRN,cine,hvem
909,wo::FADV,unde,hvor
910,wohin::FADV,încotro,hvor ... hen
911,wie::FADV,cum,hvordan
912,warum::FADV,de ce,hvorfor
913,warum::FADV,pentru ce,hvorfor
914,wieviel::FNUM,cât,hvor mye
915,eins::NUM,unu,en
916,eins::NUM,unu,ett
917,zwei::NUM,doi,to
918,drei::NUM,trei,tre
919,vier::NUM,patru,fire
920,fünf::NUM,cinci,fem
921,sechs::NUM,șase,seks
922,sieben::NUM,șapte,sju
923,acht::NUM,opt,åtte
924,neun::NUM,nouă,ni
925,zehn::NUM,zece,ti
926,elf::NUM,unsprezece,elleve
927,zwölf::NUM,douăsprezece,tolv
928,zwanzig::NUM,douăzeci,tjue
929,dreißig::NUM,treizeci,tretti
930,vierzig::NUM,patruzeci,førti
931,fünfzig::NUM,cincizeci,femti
932,sechzig::NUM,șaizeci,seksti
933,siebzig::NUM,șaptezeci,sytti
934,achtzig::NUM,optzeci,åtti
935,neunzig::NUM,nouăzeci,nitti
936,hundert::NUM,sută,hundre
937,tausend::NUM,mie,tusen
938,und::CNJ,și,og
939,oder::CNJ,ori,eller
940,stehen::V,sta,stå
941,sitzen::V,ședea,sitte
942,liegen::V,zăcea,ligge
943,liegen::V,fi culcat,ligge
944,hängen::V,atârna,henge
945,werden::V,deveni,bli
946,werden::V,se face,bli
947,passieren::V,se întâmpla,skje
948,passieren::V,se întâmpla,hende
949,beginnen::V,începe,begynne
950,enden::V,se sfârși,ende
951,enden::V,se sfârși,slutte
952,enden::V,se termina,ende
953,enden::V,se termina,slutte
954,wechseln::V,se schimba,veksle
955,aufgehen[Sonne]::V,răsări,stå opp
956,untergehen[Sonne]::V,apune,gå ned
957,scheinen[Sonne]::V,străluci,skinne
958,donnern::V,tuna,tordne
959,wehen::V,bate,blåse
960,strömen::V,curge în șiroaie,strømme
961,fließen::V,curge,flyte
962,sich drehen::V,se învârti,dreie seg
963,schwanken::V,se clătina,svaie
964,schwingen::V,vibra,svinge
965,schwingen::V,flutura,svinge
966,fallen::V,cădea,falle
967,brennen::V,arde,brenne
968,rauchen::V,fuma,ryke
969,regnen::V,ploua,regne
970,gefrieren::V,îngheța,fryse
971,tauen::V,se dezgheța,tine
972,schmelzen::V,se topi,smelte
973,trocknen::V,se usca,tørre
974,sieden::V,fierbe,koke
975,sieden::V,clocoti,koke
976,faulen::V,se împuți,råtne
977,verfaulen::V,putrezi,råtne
978,reißen::V,se rupe,briste
979,reißen::V,se sfâșia,briste
980,versinken::V,se scufunda,synke
981,versinken::V,se scufunda,synke ned
982,vergehen::V,trece,forløpe
983,vergehen::V,se scurge,forløpe
984,erscheinen::V,apărea,synes
985,verschwinden::V,dispărea,forsvinne
986,sinken::V,cădea,synke
987,sinken::V,coborî,synke
988,abnehmen::V,scădea,avta
989,abnehmen::V,scădea,minske
990,abnehmen::V,descrește,avta
991,abnehmen::V,descrește,minske
992,zunehmen::V,spori,tilta
993,zunehmen::V,crește,tilta
994,zunehmen::V,augmenta,tilta
995,steigen::V,urca,stige
996,wachsen::V,crește,gro
997,wachsen::V,crește,vokse
998,glänzen::V,luci,skinne
999,glänzen::V,străluci,skinne
1000,funkeln::V,scânteia,tindre
1001,lärmen::V,face larmă,bråke
1002,läuten::V,suna,ringe
1003,klingeln::V,suna,ringe
1004,klirren::V,zăngăni,klirre
1005,brausen::V,vui,bruse
1006,rauschen::V,vâjâi,suse
1007,klingen::V,suna,lyde
1008,klingen::V,suna,klinge
1009,bellen::V,lătra,gjø
1010,bellen::V,lătra,bjeffe
1011,heulen::V,urla,ule
1012,blasen::V,sufla,blåse
1013,pfeifen::V,fluiera,plystre
1014,schreien::V,țipa,skrike
1015,stöhnen::V,geme,stønne
1016,zittern::V,tremura,dirre
1017,zittern::V,tremura,skjelve
1018,leben::V,trăi,leve
1019,geboren werden::V,se naște,fødes
1020,atmen::V,respira,ånde
1021,atmen::V,respira,puste
1022,trinken::V,bea,drikke
1023,essen::V,mânca,spise
1024,schlucken::V,înghiți,svelge
1025,müde werden::V,se obosi,bli trett
1026,einschlafen::V,adormi,sovne
1027,schlafen::V,dormi,sove
1028,aufwachen::V,se deștepta,våkne
1029,aufstehen::V,fi se scula,stå opp
1030,sich erholen::V,se relaxa,bli bra
1031,sich erholen::V,se relaxa,komme seg
1032,sich erholen::V,se destinde,bli bra
1033,sich erholen::V,se destinde,komme seg
1034,krank werden::V,se îmbolnăvi,bli syk
1035,krank sein::V,zăcea,være syk
1036,krank sein::V,fi bolnav,være syk
1037,schmerzen::V,durea,gjøre vondt
1038,husten::V,tuși,hoste
1039,genesen::V,se însănătoși,komme seg
1040,sterben::V,muri,dø
1041,umkommen::V,pieri,omkomme
1042,sich bewegen::V,se mișca,bevege seg
1043,sich rühren::V,se mișca,røre på seg
1044,sich erheben::V,se ridica,reise seg
1045,sich setzen::V,lua loc,sette sig
1046,sich setzen::V,se așeza,sette sig
1047,hinfallen::V,cădea jos,falle over ende
1048,laufen::V,merge,løpe
1049,laufen::V,merge pe jos,løpe
1050,schreiten::V,păși,skride
1051,spazierengehen::V,se plimba,spasere
1052,spazierengehen::V,se plimba,gå en tur
1053,eilen::V,fi se grăbi,ile
1054,sich beeilen::V,se grăbi,skynde seg
1055,sausen::V,țâșni,suse
1056,rennen::V,fugi,løpe
1057,rennen::V,alerga,løpe
1058,springen::V,sări,hoppe
1059,springen::V,sări,springe
1060,klettern::V,urca,klatre
1061,klettern::V,se cățăra,klatre
1062,schaukeln::V,legăna,huske
1063,kriechen::V,se târî,krype
1064,schwimmen::V,înota,svømme
1065,tauchen::V,se scufunda,dykke
1066,rudern::V,vâsli,ro
1067,rudern::V,lopăta,ro
1068,fahren::V,merge,kjøre
1069,fliegen::V,zbura,fly
1070,gehen::V,merge,gå
1071,weggehen::V,se duce,gå bort
1072,abfahren::V,pleca,reise
1073,anhalten::V,se opri,stanse
1074,hineingehen::V,intra,gå inn
1075,eintreten::V,intra,tre inn
1076,kommen::V,veni,komme
1077,ankommen::V,sosi,ankomme
1078,ankommen::V,sosi,komme til
1079,ankommen::V,ajunge,ankomme
1080,ankommen::V,ajunge,komme til
1081,zurückkommen::V,se întoarce,komme tilbake
1082,bleiben::V,rămâne,bli
1083,bleiben::V,rămâne,forbli
1084,warten::V,aștepta,vente
1085,erwarten::V,aștepta,vente
1086,suchen::V,căuta,søke
1087,finden::V,găsi,finne
1088,versuchen::V,încerca,prøve
1089,versuchen::V,încerca,forsøke
1090,vorbereiten::V,pregăti,forberede
1091,lieben::V,iubi,elske
1092,mögen::V,plăcea a,like
1093,lachen::V,râde,le
1094,rühren::V,mișca,røre
1095,rühren::V,înduioșa,røre
1096,weinen::V,plânge,gråte
1097,schimpfen::V,înjura,skjelle
1098,sich ärgern::V,se supăra,ergre seg
1099,sich fürchten::V,se teme,være redd
1100,sich fürchten::V,fi teamă a,være redd
1101,fürchten::V,se teme de,være redd for
1102,fliehen::V,fugi,rømme
1103,fliehen::V,fugi,flykte
1104,flüchten::V,evada,flykte
1105,sehen::V,vedea,se
1106,anschauen::V,privi,se på
1107,anschauen::V,privi,betrakte
1108,ansehen::V,privi,anse
1109,hören::V,auzi,høre
1110,zuhören::V,asculta,tilhøre
1111,probieren::V,gusta,smake
1112,probieren::V,gusta,smake på
1113,riechen::V,mirosi,lukte
1114,fühlen::V,simți,føle
1115,fühlen::V,resimți,føle
1116,scheinen::V,părea,se ut
1117,zu sehen sein::V,se vedea,synes
1118,vernehmen::V,auzi,få vite
1119,frieren::V,fi frig,fryse
1120,tun::V,face,gjøre
1121,können::V,ști,kunne
1122,können::V,putea,kunne
1123,wollen::V,dori,ville
1124,anfangen::V,începe,begynne
1125,beenden::V,sfârși,avslutte
1126,beenden::V,termina,avslutte
1127,aufhören::V,înceta,slutte
1128,aufhören::V,înceta,holde opp
1129,gelingen::V,reuși,lykkes
1130,gelingen::V,izbuti,lykkes
1131,geraten::V,reuși,bli
1132,öffnen::V,deschide,åpne
1133,schließen::V,închide,lukke
1134,schließen::V,închide,stenge
1135,stellen::V,pune,stille
1136,stellen::V,așeza,stille
1137,setzen::V,pune,sette
1138,setzen::V,așeza,sette
1139,legen::V,pune,legge
1140,berühren::V,atinge,berøre
1141,verbinden::V,lega,forbinde
1142,bedecken::V,acoperi,dekke
1143,aufhängen::V,atârna,henge
1144,aufhängen::V,atârna,henge opp
1145,aufhängen::V,spânzura,henge
1146,aufhängen::V,spânzura,henge opp
1147,anzünden::V,aprinde,tenne
1148,anzünden::V,aprinde,antenne
1149,anzünden::V,aprinde,tenne på
1150,aufheben::V,ridica,løfte
1151,aufheben::V,ridica,ta opp
1152,aufheben::V,lua de jos,løfte
1153,aufheben::V,lua de jos,ta opp
1154,zurücklassen::V,lăsa,slippe tilbake
1155,zurücklassen::V,lăsa în urmă,slippe tilbake
1156,verlieren::V,pierde,miste
1157,fallen lassen::V,scăpa,droppe
1158,fallen lassen::V,scăpa,la falle
1159,fallen lassen::V,arunca,droppe
1160,fallen lassen::V,arunca,la falle
1161,machen::V,face,lage
1162,machen::V,face,gjøre
1163,herstellen::V,fabrica,fremstille
1164,herstellen::V,confecționa,fremstille
1165,bauen::V,clădi,bygge
1166,bauen::V,construi,bygge
1167,reparieren::V,repara,reparere
1168,verbessern::V,ameliora,rette
1169,verbessern::V,ameliora,forbedre
1170,verbessern::V,îmbunătăți,rette
1171,verbessern::V,îmbunătăți,forbedre
1172,ändern::V,schimba,forandre
1173,ändern::V,modifica,forandre
1174,graben::V,săpa,grave
1175,beugen::V,curba,bøye
1176,biegen::V,îndoi,bøye
1177,biegen::V,încovoia,bøye
1178,drehen::V,învârti,dreie
1179,wenden::V,întoarce,vende
1180,umdrehen::V,învârti,snu
1181,umdrehen::V,întoarce,snu
1182,heben::V,ridica,heve
1183,hochheben::V,ridica,løfte
1184,ergreifen::V,lua,gripe
1185,ergreifen::V,lua,få tak i
1186,ergreifen::V,apuca,gripe
1187,ergreifen::V,apuca,få tak i
1188,halten::V,ține,holde
1189,drücken::V,apăsa,trykke
1190,drücken::V,strânge,trykke
1191,schieben::V,împinge,skyve
1192,kratzen::V,zgâria,klø
1193,kratzen::V,zgâria,klore
1194,lecken::V,linge,slikke
1195,beißen::V,mușca,bite
1196,abreißen::V,rupe,rive av
1197,abreißen::V,smulge,rive av
1198,abschneiden::V,scurta,skjære av
1199,binden::V,lega,binde
1200,stecken::V,pune,stikke
1201,brechen::V,rupe,bryte
1202,brechen::V,rupe,briste
1203,brechen::V,frânge,bryte
1204,brechen::V,frânge,briste
1205,klopfen::V,ciocăni,banke
1206,hauen::V,lovi,hogge
1207,kleben::V,lipi,klistre
1208,reiben::V,freca,gni
1209,reiben::V,fricționa,gni
1210,streichen::V,unge,stryke
1211,schleifen::V,ascuți,slipe
1212,schneiden::V,tăia,klippe
1213,rütteln::V,zgâlțâi,ruske
1214,schütteln::V,scutura,riste
1215,schwenken::V,agita,svinge
1216,schütten::V,vărsa,helle
1217,füllen::V,umple,fylle
1218,einwickeln::V,înveli,vikle inn
1219,einwickeln::V,înfășura,vikle inn
1220,tragen::V,căra,bære
1221,schleppen::V,târî,slepe
1222,ziehen::V,trage,dra
1223,ziehen::V,trage,trekke
1224,aufbewahren::V,păstra,oppbevare
1225,aufbewahren::V,păstra,ta vare på
1226,aufbewahren::V,conserva,oppbevare
1227,aufbewahren::V,conserva,ta vare på
1228,werfen::V,arunca,kaste
1229,fangen::V,prinde,fange
1230,packen::V,apuca,gripe
1231,packen::V,apuca,gripe tak i
1232,verstecken::V,ascunde,gjemme
1233,teilen::V,împărți,dele
1234,schicken::V,trimite,sende
1235,bringen::V,aduce,bringe
1236,hinzufügen::V,adăuga,tilføye
1237,bekommen::V,obține,få
1238,bekommen::V,dobândi,få
1239,erhalten::V,primi,få
1240,erhalten::V,căpăta,få
1241,nehmen::V,lua,ta
1242,wählen::V,opta,velge
1243,wählen::V,alege,velge
1244,auswählen::V,selecta,velge ut
1245,bewahren::V,păstra,bevare
1246,behindern::V,stingheri,hindre
1247,behindern::V,stingheri,forhindre
1248,verderben::V,strica,ødelegge
1249,beschädigen::V,strica,skade
1250,zerbrechen::V,rupe,brekke i stykker
1251,zerbrechen::V,frânge,brekke i stykker
1252,zerreißen::V,rupe,rive i stykker
1253,zerreißen::V,sfâșia,rive i stykker
1254,zerstören::V,distruge,ødelegge
1255,verbrennen::V,arde,brenne
1256,verbrennen::V,arde,brenne opp
1257,verbrennen::V,incendia,brenne
1258,verbrennen::V,incendia,brenne opp
1259,geben::V,da,gi
1260,reichen::V,întinde,rekke
1261,schenken::V,dărui,forære
1262,schenken::V,dărui,skjenke
1263,versprechen::V,făgădui,love
1264,wünschen::V,ura,ønske
1265,loben::V,lăuda,rose
1266,küssen::V,săruta,kysse
1267,wiegen::V,legăna,vogge
1268,zudecken::V,acoperi,dekke til
1269,wecken::V,trezi,vekke
1270,wecken::V,deștepta,vekke
1271,zeigen::V,arăta,vise
1272,führen::V,călăuzi,føre
1273,lehren::V,preda,lære
1274,lehren::V,învăța,lære
1275,unterrichten::V,învăța,undervise
1276,unterrichten::V,instrui,undervise
1277,aufziehen::V,crește,oppdra
1278,leiten::V,duce,lede
1279,leiten::V,conduce,lede
1280,antreiben::V,împinge,drive på
1281,antreiben::V,încuraja,drive på
1282,lassen::V,pune pe să,få til å
1283,einladen::V,invita,be
1284,einladen::V,invita,invitere
1285,vereinigen::V,uni,forene
1286,vereinigen::V,întruni,forene
1287,besuchen::V,vizita,besøke
1288,besuchen::V,face o vizită,besøke
1289,treffen::V,întâlni,møte
1290,treffen::V,întâlni,treffe
1291,sich versammeln::V,se aduna,forsamles
1292,spielen::V,se juca,leke
1293,spielen::V,se juca,spille
1294,singen::V,cânta,synge
1295,tanzen::V,dansa,danse
1296,sich trennen::V,se separa,skilles
1297,sich trennen::V,se despărți,skilles
1298,verlassen::V,părăsi,forlate
1299,verlassen::V,abandona,forlate
1300,retten::V,salva,redde
1301,bewachen::V,păzi,bevokte
1302,schützen::V,ocroti,verne
1303,schützen::V,ocroti,beskytte
1304,schützen::V,proteja,verne
1305,schützen::V,proteja,beskytte
1306,verteidigen::V,apăra,forsvare
1307,sich schlagen::V,se bate,slåss
1308,schießen::V,trage,skyte
1309,siegen::V,birui,seire
1310,siegen::V,învinge,seire
1311,ärgern::V,supăra,ergre
1312,schlagen::V,lovi,
1313,treten::V,călca,sparke
1314,stechen::V,înțepa,stikke
1315,stechen::V,împunge,stikke
1316,stoßen::V,împinge,støte
1317,stehlen::V,fura,stjele
1318,stören::V,deranja,forstyrre
1319,belästigen::V,importuna,plage
1320,belästigen::V,importuna,sjenere
1321,verbergen::V,ascunde,gjemme
1322,täuschen::V,amăgi,villede
1323,betrügen::V,înșela,bedra
1324,töten::V,omorî,drepe
1325,wohnen::V,sta,bo
1326,wohnen::V,locui,bo
1327,arbeiten::V,lucra,arbeide
1328,sammeln::V,aduna,samle
1329,sammeln::V,colecționa,samle
1330,pflücken::V,culege,plukke
1331,jagen::V,vâna,jage
1332,fischen::V,pescui,fiske
1333,fassen::V,prinde,fange
1334,hüten::V,paște,vokte
1335,treiben::V,mână,drive
1336,anbinden::V,lega,feste
1337,füttern::V,da de mâncare,fore
1338,melken::V,mulge,melke
1339,hacken::V,toca,hakke
1340,hacken::V,sparge,hakke
1341,gießen::V,uda,helle
1342,reifen::V,pârgui,modne
1343,zubereiten::V,găti,lage
1344,zubereiten::V,găti,tilberede
1345,kochen::V,găti,koke
1346,backen::V,coace,bake
1347,braten::V,coace,steke
1348,umrühren::V,mesteca,røre om
1349,stricken::V,împleti,strikke
1350,nähen::V,coase,sy
1351,färben::V,vopsi,farge
1352,färben::V,colora,farge
1353,reinigen::V,curăți,rense
1354,reinigen::V,curăți,gjøre ren
1355,waschen::V,spăla,vaske
1356,abwischen::V,șterge,tørke av
1357,spülen::V,clăti,spyle
1358,spülen::V,clăti,skylle
1359,fegen::V,mătura,feie
1360,kehren::V,mătura,koste
1361,baden::V,se scălda,bade
1362,sich waschen::V,se spăla,vaske seg
1363,ausziehen::V,și scoate,ta av
1364,anziehen::V,îmbrăca,ta på
1365,sich anziehen::V,se îmbrăca,kle på seg
1366,kämmen::V,pieptăna,gre
1367,kämmen::V,pieptăna,kjemme
1368,schmücken::V,împodobi,pynte
1369,schmücken::V,împodobi,smykke
1370,sagen::V,zice,si
1371,sagen::V,spune,si
1372,sprechen::V,vorbi,snakke
1373,reden::V,vorbi,tale
1374,reden::V,vorbi,snakke
1375,reden::V,discuta,tale
1376,reden::V,discuta,snakke
1377,sich unterhalten::V,conversa,samtale
1378,sich unterhalten::V,sta de vorbă,samtale
1379,fragen::V,întreba,spørre
1380,bitten::V,ruga,be
1381,erzählen::V,spune,fortelle
1382,erzählen::V,povesti,fortelle
1383,mitteilen::V,comunica,meddele
1384,mitteilen::V,înștiința,meddele
1385,nennen::V,numi,kalle
1386,nennen::V,chema,kalle
1387,rufen::V,chema,rope
1388,prahlen::V,se făli,skryte
1389,übersetzen::V,traduce,oversette
1390,denken::V,gândi,tenke
1391,glauben::V,crede,tro
1392,bemerken::V,observa,bemerke
1393,bemerken::V,observa,legge merke til
1394,erkennen::V,cunoaște,gjenkjenne
1395,erkennen::V,recunoaște,gjenkjenne
1396,begreifen::V,pricepe,begripe
1397,begreifen::V,înțelege,begripe
1398,verstehen::V,înțelege,forstå
1399,verstehen::V,înțelege,skjønne
1400,lernen::V,învăța,lære
1401,wissen::V,ști,vite
1402,sich erinnern an::V,a-și aminti de,huske på
1403,vergessen::V,uita,glemme
1404,messen::V,măsura,måle
1405,zählen::V,număra,telle
1406,rechnen::V,calcula,regne
1407,lesen::V,citi,lese
1408,malen::V,picta,male
1409,zeichnen::V,desena,tegne
1410,schreiben::V,scrie,skrive
1411,besitzen::V,avea,eie
1412,besitzen::V,avea,inneha
1413,besitzen::V,poseda,eie
1414,besitzen::V,poseda,inneha
1415,kaufen::V,cumpăra,kjøpe
1416,verkaufen::V,vinde,selge
1417,bezahlen::V,plăti,betale
1418,bezahlen::V,achita,betale
1419,zahlen::V,plăti,betale
1420,beherrschen::V,stăpâni,beherske
1421,ertragen::V,răbda,orke
1422,ertragen::V,suporta,orke
