,Concept_ID,he,cy
791,wir::PRN,אנחנו,ni
792,ihr::PRN,לה,chi
793,sie::PRN,הם,hwy
794,was::FPRN,מה,pa beth
795,wer::FPRN,מי,pwy
796,wo::FADV,איפה,ble
797,wo::FADV,איפה,ym mha le
798,wohin::FADV,לאן,i ble
799,wohin::FADV,לאן,i ba le
800,wie::FADV,איך,sut
801,warum::FADV,למה,pam
802,wieviel::FNUM,כמה,faint
803,eins::NUM,אחד,un
804,zwei::NUM,שתים,dau
805,drei::NUM,שלושה,tri
806,vier::NUM,ארבעה,pedwar
807,fünf::NUM,חמשה,pump
808,sechs::NUM,ששה,chwech
809,sieben::NUM,שבעה,saith
810,acht::NUM,שמונה,wyth
811,neun::NUM,תשעה,naw
812,zehn::NUM,עשרה,deg
813,elf::NUM,אחת עשרה,un ar ddeg
814,zwölf::NUM,שתים עשרה,deuddeg
815,zwölf::NUM,שתים עשרה,un deg dau
816,zwanzig::NUM,עשרים,ugain
817,dreißig::NUM,שלושים,tri deg
818,dreißig::NUM,שלושים,deg ar hugain
819,vierzig::NUM,ארבעים,deugain
820,fünfzig::NUM,חמשים,hanner cant
821,sechzig::NUM,ששים,chwe deg
822,siebzig::NUM,שבעים,saith deg
823,siebzig::NUM,שבעים,deg a thrigain
824,achtzig::NUM,שמונים,wyth deg
825,achtzig::NUM,שמונים,pedar ugain
826,neunzig::NUM,תשעים,naw deg
827,neunzig::NUM,תשעים,deg a phedwar ugain
828,hundert::NUM,מאה,cant
829,tausend::NUM,אלף,mil
830,und::CNJ,ו,a
831,oder::CNJ,או,neu
832,stehen::V,עמד,sefyll
833,sitzen::V,ישב,eistedd
834,liegen::V,שכב,gorwedd
835,hängen::V,היה תלוי,hongian
836,werden::V,הפך ל,dod yn
837,werden::V,הפך ל,mynd yn
838,passieren::V,קרה,digwydd
839,beginnen::V,התחיל,cychwyn
840,enden::V,הסתים,gorffen
841,wechseln::V,השתנה,newid
842,aufgehen[Sonne]::V,זרח,codi
843,untergehen[Sonne]::V,שקע,machlud
844,scheinen[Sonne]::V,בהק,tywynnu
845,donnern::V,רעם,taranu
846,wehen::V,נשב,chwythu
847,strömen::V,זרם,ffrydio
848,fließen::V,זרם,llifo
849,sich drehen::V,הסתובב,troi
850,sich drehen::V,הסתובב,cylchdroi
851,schwanken::V,התנודד,siglo
852,schwingen::V,התנענע,siglo
853,fallen::V,נפל,cwympo
854,brennen::V,בער,llosgi
855,rauchen::V,עשן,mygu
856,regnen::V,ירד גשם,glawio
857,gefrieren::V,קפא,rhewi
858,tauen::V,נמס,toddi
859,tauen::V,נמס,meirioli
860,schmelzen::V,התיך,toddi
861,trocknen::V,התיבש,sychu
862,sieden::V,רתח,berwi
863,faulen::V,רקב,pydru
864,faulen::V,רקב,braenu
865,verfaulen::V,רקב,pydru
866,verfaulen::V,רקב,dadfeilio
867,reißen::V,נקרע,clecian
868,reißen::V,נקרע,torri'n glats
869,versinken::V,טבע,suddo
870,vergehen::V,עבר,myned heibio
871,vergehen::V,עבר,pasio
872,erscheinen::V,נגלה,ymddangos
873,erscheinen::V,הופיע,ymddangos
874,verschwinden::V,נעלם,diflannu
875,sinken::V,ירד,syrthio
876,abnehmen::V,הפחית,lleihau
877,zunehmen::V,רבה,cynyddu
878,steigen::V,עלה,codi
879,wachsen::V,גדל,tyfu
880,glänzen::V,נצץ,disgleirio
881,glänzen::V,בהק,disgleirio
882,funkeln::V,נצנץ,pefrio
883,lärmen::V,רעש,cadw sŵn
884,lärmen::V,רעש,gwneud twrw
885,läuten::V,צלצל,canu
886,klingeln::V,צלצל,canu
887,klingeln::V,צלצל,seinio
888,klirren::V,קרקש,tincian
889,brausen::V,געש,rhuo
890,rauschen::V,רשרש,siffrwd
891,rauschen::V,רשרש,chwithrwd
892,klingen::V,נשמע,seinio
893,bellen::V,נבח,cyfarth
894,heulen::V,ילל,udo
895,heulen::V,ילל,oernadu
896,blasen::V,נשף,chwythu
897,pfeifen::V,שרק,chwibanu
898,schreien::V,צעק,gweiddi
899,schreien::V,צעק,bloeddio
900,stöhnen::V,נאנק,griddfan
901,zittern::V,רעד,crynu
902,leben::V,חי,byw
903,geboren werden::V,נולד,cael eich geni
904,atmen::V,נשם,anadlu
905,trinken::V,שתה,yfed
906,essen::V,אכל,bwyta
907,schlucken::V,בלע,llyncu
908,müde werden::V,התעיף,blino
909,einschlafen::V,נרדם,mynd i gysgu
910,einschlafen::V,נרדם,syrthio i gysgu
911,schlafen::V,ישן,huno
912,schlafen::V,ישן,cysgu
913,aufwachen::V,התעורר,dihuno
914,aufstehen::V,קם,codi
915,sich erholen::V,נפש,ymlacio
916,sich erholen::V,נפש,dadflino
917,krank werden::V,חלה,mynd yn sâl
918,krank werden::V,חלה,mynd yn wael
919,krank sein::V,היה חולה,gwaelu
920,schmerzen::V,כאב,brifo
921,husten::V,השתעל,pesychu
922,genesen::V,הבריא,gwella
923,genesen::V,הבריא,cael yn ôl
924,sterben::V,מת,marw
925,umkommen::V,נספה,trengi
926,sich bewegen::V,נע,symud
927,sich rühren::V,זז,syflyd
928,sich erheben::V,קם,codi
929,sich setzen::V,התישב,eistedd
930,hinfallen::V,נפל,cwympo
931,laufen::V,הלך ברגל,cerdded
932,schreiten::V,פסע,camu
933,spazierengehen::V,טיל,mynd am dro
934,eilen::V,אץ,rhuthro
935,eilen::V,מהר,rhuthro
936,sich beeilen::V,מהר,brysio
937,sausen::V,אץ,rhuthro
938,rennen::V,רץ,rhedeg
939,springen::V,קפץ,llamu
940,springen::V,קפץ,neidio
941,klettern::V,טפס,dringo
942,schaukeln::V,התנדנד,siglo
943,kriechen::V,זחל,cropian
944,schwimmen::V,שחה,nofio
945,tauchen::V,צלל,plymio
946,tauchen::V,צלל,ymsuddo
947,rudern::V,חתר,rhwyfo
948,fahren::V,נסע,gyrru
949,fahren::V,נסע,dreifio
950,fliegen::V,עף,hedfan
951,gehen::V,הלך,mynd
952,weggehen::V,עזב,mynd
953,weggehen::V,עזב,ymadael
954,abfahren::V,יצא,ymadael
955,anhalten::V,עצר,stopio
956,hineingehen::V,נכנס,mynd i mewn
957,eintreten::V,נכנס,mynd i
958,kommen::V,בא,dod
959,ankommen::V,הגיע,cyrraedd
960,zurückkommen::V,שב,dychwelyd
961,zurückkommen::V,חזר,dychwelyd
962,bleiben::V,נשאר,aros
963,bleiben::V,נשאר,sefyll
964,warten::V,חכה,aros
965,warten::V,חכה,disgwyl
966,warten::V,המתין,aros
967,warten::V,המתין,disgwyl
968,erwarten::V,צפה,disgwyl
969,suchen::V,חפש,chwilio am
970,finden::V,מצא,darganfod
971,versuchen::V,נסה,profi
972,versuchen::V,נסה,ceisio
973,vorbereiten::V,הכין,paratoi
974,lieben::V,אהב,caru
975,mögen::V,אהב,hoffi
976,lachen::V,צחק,chwerthin
977,rühren::V,נגע ללב,cynhyrfu
978,weinen::V,בכה,wylo
979,weinen::V,בכה,llefain
980,schimpfen::V,גער,grwgnach
981,sich ärgern::V,זעם,gofidio
982,sich ärgern::V,כעס,gofidio
983,sich fürchten::V,פחד,ofni
984,sich fürchten::V,חשש,ofni
985,fürchten::V,פחד מ,arswydo
986,fürchten::V,חשש מ,arswydo
987,fliehen::V,ברח,ffoi
988,flüchten::V,נמלט,dianc
989,sehen::V,ראה,gweld
990,anschauen::V,הביט,syllu
991,anschauen::V,הביט,edrych
992,ansehen::V,התבונן,gwylio
993,hören::V,שמע,clywed
994,zuhören::V,הקשיב,gwrando
995,probieren::V,נסה,profi
996,riechen::V,הריח,arogli
997,fühlen::V,חש,teimlo
998,fühlen::V,חש,clywed
999,scheinen::V,נדמה,ymddangos
1000,zu sehen sein::V,נראה,dod i'r golwg
1001,vernehmen::V,נודע ל,clywed sôn am
1002,frieren::V,קר ל,bod yn oer
1003,tun::V,פעל,gwneud
1004,können::V,יכל,gallu
1005,wollen::V,רצה,bod mewn angen
1006,anfangen::V,התחיל,dechrau
1007,beenden::V,גמר,darfod
1008,beenden::V,גמר,gorffen
1009,aufhören::V,סים,peidio
1010,gelingen::V,הצליח,llwyddo
1011,geraten::V,עלה,diweddu
1012,öffnen::V,פתח,agor
1013,schließen::V,סגר,cau
1014,stellen::V,העמיד,gosod
1015,setzen::V,הושיב,gosod
1016,legen::V,שם,gosod
1017,berühren::V,נגע,cyffwrdd
1018,verbinden::V,קשר,cysylltu
1019,bedecken::V,כסה,gorchuddio
1020,aufhängen::V,תלה,crogi
1021,aufhängen::V,תלה,hongian
1022,anzünden::V,הצית,cynnau
1023,aufheben::V,אסף,codi
1024,zurücklassen::V,השאיר,gadael
1025,verlieren::V,אבד,colli
1026,fallen lassen::V,שמט,gollwng
1027,fallen lassen::V,הפיל,gollwng
1028,machen::V,עשה,gwneud
1029,herstellen::V,יצר,cynhyrchu
1030,bauen::V,בנה,adeiladu
1031,reparieren::V,תקן,trwsio
1032,reparieren::V,תקן,atgyweirio
1033,verbessern::V,שפר,diwygio
1034,ändern::V,שנה,altro
1035,graben::V,חפר,palu
1036,graben::V,חפר,cloddio
1037,beugen::V,כפף,plygu
1038,biegen::V,כופף,plygu
1039,drehen::V,סובב,troelli
1040,wenden::V,הפך,troi
1041,umdrehen::V,סובב,troi
1042,heben::V,הרים,codi
1043,hochheben::V,הרים,dyrchafu
1044,ergreifen::V,אחז,gafael
1045,halten::V,החזיק,dal
1046,drücken::V,לחץ,pwyso
1047,drücken::V,לחץ,gwasgu
1048,schieben::V,הזיז,gwthio
1049,kratzen::V,שרט,crafu
1050,kratzen::V,שפשף,crafu
1051,lecken::V,לקק,llyfu
1052,beißen::V,נשך,cnoi
1053,beißen::V,נשך,brathu
1054,abreißen::V,קרע,tynnu ymaith
1055,abschneiden::V,חתך,torri
1056,binden::V,קשר,clymu
1057,stecken::V,תקע,plannu
1058,brechen::V,שבר,torri
1059,klopfen::V,נקש,taro
1060,hauen::V,הכה,taro
1061,kleben::V,הדביק,gludio
1062,reiben::V,שפשף,rhwbio
1063,streichen::V,מרח,taenu
1064,schleifen::V,השחיז,hogi
1065,schneiden::V,גזר,torri
1066,rütteln::V,נענע,ysgytio
1067,schütteln::V,נער,siglo
1068,schütteln::V,נער,ysgwyd
1069,schwenken::V,נופף,siglo
1070,schwenken::V,טלטל,siglo
1071,schütten::V,שפך,tywallt
1072,füllen::V,מלא,llenwi
1073,einwickeln::V,עטף,lapio
1074,tragen::V,נשא,cludo
1075,schleppen::V,סחב,llusgo
1076,ziehen::V,משך,tynnu
1077,aufbewahren::V,שמר,cadw
1078,werfen::V,זרק,taflu
1079,fangen::V,תפס,dal
1080,packen::V,אחז,cipio
1081,packen::V,אחז,crafangu
1082,verstecken::V,החביא,celu
1083,verstecken::V,החביא,cuddio
1084,teilen::V,חלק,rhannu
1085,schicken::V,שלח,anfon
1086,bringen::V,הביא,dod â
1087,hinzufügen::V,הוסיף,chwanegu
1088,bekommen::V,תפס,cael
1089,erhalten::V,קבל,derbyn
1090,nehmen::V,אחז,cymryd
1091,wählen::V,בחר,dewis
1092,auswählen::V,בחר ב,dethol
1093,bewahren::V,קים,cadw
1094,behindern::V,מנע,atal
1095,behindern::V,מנע,rhwystro
1096,verderben::V,מנע,difetha
1097,beschädigen::V,הזיק,niweidio
1098,zerbrechen::V,נשבר,torri
1099,zerreißen::V,קרע,rhwygo
1100,zerstören::V,הרס,dinistrio
1101,zerstören::V,השמיד,dinistrio
1102,verbrennen::V,שרף,llosgi
1103,geben::V,נתן,rhoi
1104,reichen::V,העביר,estyn
1105,schenken::V,נתן במתנה,rhoddi
1106,versprechen::V,הבטיח,addo
1107,wünschen::V,אחל,dymuno
1108,loben::V,שבח,canmol
1109,küssen::V,נשק,cusanu
1110,wiegen::V,נדנד,siglo
1111,zudecken::V,כסה,gorchuddio
1112,wecken::V,עורר,deffro
1113,zeigen::V,הראה,dangos
1114,führen::V,הביא,arwain
1115,führen::V,הוביל,arwain
1116,lehren::V,למד,dysgu
1117,unterrichten::V,למד,hyfforddi
1118,aufziehen::V,רומם,dod i fyny
1119,leiten::V,נהל,arwain
1120,antreiben::V,המרץ,annog
1121,lassen::V,נתן,gadael
1122,einladen::V,הזמין,gwahodd
1123,vereinigen::V,אחד,uno
1124,vereinigen::V,אחד,cyfuno
1125,vereinigen::V,לכד,uno
1126,vereinigen::V,לכד,cyfuno
1127,besuchen::V,בקר,ymweld â
1128,treffen::V,פגש,cwrdd
1129,treffen::V,פגש,cyfarfod
1130,sich versammeln::V,התאסף,casglu
1131,sich versammeln::V,התאסף,cynnull
1132,spielen::V,שחק,chwarae
1133,singen::V,שר,canu
1134,tanzen::V,רקד,dawnsio
1135,sich trennen::V,נפרד,ymwahanu
1136,verlassen::V,עזב,gadael
1137,retten::V,הציל,achub
1138,bewachen::V,שמר,gwarchod
1139,schützen::V,אבטח,noddi
1140,verteidigen::V,הגן,amddiffyn
1141,sich schlagen::V,התכתש,ffraeo
1142,sich schlagen::V,התכתש,terfysgu
1143,schießen::V,ירה,saethu
1144,siegen::V,גבר,ennill
1145,siegen::V,נצח,ennill
1146,ärgern::V,עצבן,cythruddo
1147,schlagen::V,הכה,curo
1148,schlagen::V,הלקה,curo
1149,treten::V,בעט,cicio
1150,stechen::V,דקר,pigo
1151,stoßen::V,דחק,gwthio
1152,stehlen::V,גנב,dwyn
1153,stehlen::V,גנב,lladrata
1154,stören::V,קטע,aflonyddu
1155,stören::V,הפריע,aflonyddu
1156,belästigen::V,הציק,trafferthu
1157,belästigen::V,הטריד,trafferthu
1158,verbergen::V,הצניע,cuddio
1159,täuschen::V,שגע,twyllo
1160,betrügen::V,הונה,hocedu
1161,töten::V,הרג,lladd
1162,wohnen::V,גר,byw
1163,arbeiten::V,עבד,gweithio
1164,sammeln::V,אסף,casglu
1165,pflücken::V,קטף,casglu
1166,jagen::V,צד,hela
1167,fischen::V,דג,pysgota
1168,fassen::V,תפס,dal
1169,hüten::V,רעה,bugeilio
1170,treiben::V,הוציא,gyrru
1171,anbinden::V,קשר,clymu
1172,füttern::V,הלעיט,porthi
1173,melken::V,חלב,godro
1174,hacken::V,קצץ,torri
1175,gießen::V,השקה,dyfrhau
1176,reifen::V,בשל,aeddfedu
1177,zubereiten::V,הכין,coginio
1178,kochen::V,בשל,berwi
1179,backen::V,אפה,pobi
1180,backen::V,אפה,crasu
1181,braten::V,צלה,ffrio
1182,braten::V,טגן,ffrio
1183,umrühren::V,ערבב,cyffroi
1184,stricken::V,סרג,gwau
1185,nähen::V,תפר,gwnïo
1186,färben::V,צבע,lliwio
1187,reinigen::V,נקה,glanhau
1188,waschen::V,רחץ,golchi
1189,waschen::V,כבס,golchi
1190,abwischen::V,נגב,sychu
1191,spülen::V,שטף,streulio
1192,fegen::V,טאטא,ysgubo
1193,kehren::V,טאטא,ysgubo
1194,baden::V,טבל,cael bath
1195,baden::V,שחה,cael bath
1196,sich waschen::V,התרחץ,ymolchi
1197,ausziehen::V,הוריד,tynnu
1198,anziehen::V,לבש,gwisgo
1199,sich anziehen::V,התלבש,ymwisgo
1200,kämmen::V,סרק,cribo
1201,schmücken::V,קשט,harddu
1202,schmücken::V,קשט,addurno
1203,sagen::V,אמר,dweud
1204,sprechen::V,דבר,llefaru
1205,reden::V,דבר,siarad
1206,sich unterhalten::V,שוחח,sgwrsio
1207,fragen::V,שאל,gofyn
1208,bitten::V,בקש,gofyn am
1209,erzählen::V,ספר,dweud
1210,mitteilen::V,מסר,cyfleu
1211,mitteilen::V,הודיע,cyfleu
1212,nennen::V,קרא בשם,enwi
1213,rufen::V,גיס,galw
1214,rufen::V,הזמין לבוא,galw
1215,prahlen::V,התרברב,brolio
1216,prahlen::V,התרברב,ymffrostio
1217,übersetzen::V,תרגם,cyfieithu
1218,denken::V,חשב,meddwl
1219,glauben::V,האמין,credu
1220,glauben::V,האמין,coelio
1221,bemerken::V,הבחין,sylwi
1222,erkennen::V,זהה,adnabod
1223,begreifen::V,קלט,amgyffred
1224,begreifen::V,הבין,amgyffred
1225,verstehen::V,הבין,deall
1226,lernen::V,למד,dysgu
1227,wissen::V,ידע,gwybod
1228,sich erinnern an::V,זכר,cofio
1229,vergessen::V,שכח,anghofio
1230,messen::V,מדד,mesur
1231,zählen::V,ספר,cyfrif
1232,rechnen::V,חשב,cyfrifo
1233,lesen::V,קרא,darllen
1234,malen::V,ציר,peintio
1235,zeichnen::V,שרטט,tynnu
1236,schreiben::V,כתב,ysgrifennu
1237,besitzen::V,היה בעל של,meddu
1238,kaufen::V,קנה,prynu
1239,kaufen::V,רכש,prynu
1240,verkaufen::V,מכר,gwerthu
1241,bezahlen::V,שלם,talu am
1242,zahlen::V,שלם,talu
1243,beherrschen::V,שלט,rheoli
1244,beherrschen::V,שלט,llywodraethu
1245,ertragen::V,סבל,dioddef
