,Concept_ID,kk,kl
265,Kind::N,бала,meeraq
266,Kind::N,перзент,meeraq
267,Junge::N,бала,nukappiaraq
268,Junge::N,ер бала,nukappiaraq
269,Mädchen::N,қыз,arnannguaq
270,Familie::N,жанұя,ilaqutakka
271,Familie::N,жанұя,ilaqutariit
272,Großvater::N,ата,aatak
273,Großmutter::N,әже,aanaq
274,Großmutter::N,әжей,aanaq
275,Eltern::N,ата-аналар,angajoqqaat
276,Vater::N,әке,ataata
277,Vater::N,әке,ataataq
278,Mutter::N,ана,anaana
279,Sohn::N,ұл,erneq
280,Tochter::N,қызым,panik
281,Bruder::N,бауырым,ani
282,Bruder::N,бауырым,aqqaluk
283,Bruder::N,бауырым,qatanngut
284,Schwester::N,әпке,naja
285,Schwester::N,әпке,aleqa
286,Schwester::N,әпке,qatanngut
287,Onkel::N,көке,akkak
288,Tante::N,тәте,aja
289,Tante::N,тәте,ajak
290,Tante::N,тәте,atsak
291,Ehemann::N,ер,ui
292,Ehefrau::N,зайып,nuliaq
293,Freude::N,қуаныш,tipaatsussuseq
294,Freude::N,сүйініш,tipaatsussuseq
295,Freude::N,шат-думан,tipaatsussuseq
296,Freude::N,қуаныштылық,tipaatsussuseq
297,Gelächter::N,күлу,illaq
298,Glück::N,бақыт,usornaat
299,Glück::N,бақыт,usornarsuseq
300,Glück::N,бақыттылық,usornaat
301,Glück::N,бақыттылық,usornarsuseq
302,Kummer::N,аза,
303,Kummer::N,қайғы,
304,Kummer::N,қасырет,
305,Wunsch::N,мүдде,kissaat
306,Lust::N,тәбет,illigussuseq
307,Lust::N,тәбет,piummaseq
308,Lust::N,ынтызар,illigussuseq
309,Lust::N,ынтызар,piummaseq
310,Lust::N,құштарлық,illigussuseq
311,Lust::N,құштарлық,piummaseq
312,Geist::N,рух,anerneq
313,Geist::N,рух,toornaq
314,Gedanke::N,ой,isumassaq
315,Gedächtnis::N,ес,eqqaamannissuseq
316,Gedächtnis::N,жады,eqqaamannissuseq
317,Gedächtnis::N,ақыл-ес,eqqaamannissuseq
318,Verstand::N,ақыл,isuma
319,Verstand::N,ақыл,sianissut
320,Verstand::N,ақыл,misigissut
321,Verstand::N,ақыл,sianissuseq
322,Verstand::N,ақыл,silaqassuseq
323,Verstand::N,парасат,isuma
324,Verstand::N,парасат,sianissut
325,Verstand::N,парасат,misigissut
326,Verstand::N,парасат,sianissuseq
327,Verstand::N,парасат,silaqassuseq
328,Sinn::N,мән,isuma
329,Sinn::N,маныз,isuma
330,Sinn::N,мағына,isuma
331,Sinn::N,мән-мағына,isuma
332,Grund::N,себеп,patsit
333,Wahrheit::N,рас,sallusuissut
334,Gespräch::N,әңгіме,
335,Märchen::N,ертеп,oqalualaarut
336,Märchen::N,ертеп,oqaluasaaq
337,Märchen::N,ертек,oqalualaarut
338,Märchen::N,ертек,oqaluasaaq
339,Erzählung::N,әңгіме,oqaluttuaq
340,Nachricht::N,хабар,oqaassut
341,Nachricht::N,хабар,oqqersuut
342,Neuigkeit::N,жаңалық,tusarnartaq
343,Name::N,ат,ateq
344,Name::N,атау,ateq
345,Rätsel::N,жұмбақ,nalorsitsaarut
346,Rede::N,сөз,oqaluuseq
347,Sprache::N,тіл,oqaatsit
348,Stimme::N,үн,erinaq
349,Stimme::N,үн,qarluuseq
350,Stimme::N,әуен,erinaq
351,Stimme::N,әуен,qarluuseq
352,Stimme::N,дауыс,erinaq
353,Stimme::N,дауыс,qarluuseq
354,Wort::N,сөз,oqaasii
355,Zeichen::N,ишара,nalunaaqqut
356,Ruf::N,айғай,qaaqqussut
357,Lärm::N,айғай-шу,perpaluk
358,Lärm::N,айғай-ұйғай,perpaluk
359,Laut::N,дыбыс,torsukattak
360,Laut::N,дауыс,torsukattak
361,Ton::N,әуен,erinaq
362,Lied::N,ән,taalliaq
363,Lied::N,ән,erinarsuut
364,Lied::N,жыр,taalliaq
365,Lied::N,жыр,erinarsuut
366,Lied::N,ән-жыр,taalliaq
367,Lied::N,ән-жыр,erinarsuut
368,Ruhe::N,тыныштық,qatsunganeq
369,Leute::N,кісілер,inuiak
370,Leute::N,кісілер,inuiaqatigiit
371,Volk::N,халық,inuiaat
372,Arbeit::N,еңбек,suliaq
373,Gast::N,қонақ,qaaqqusaq
374,Gast::N,мейман,qaaqqusaq
375,Geschenk::N,қадия,pajugut
376,Spiel::N,ойын,
377,Gesellschaft::N,қауым,
378,Gesellschaft::N,жұртшылық,
379,Hilfe::N,жэрдем,annertoqqut
380,Freund::N,дос,tiliaq
381,Freund::N,дос,ikinngut
382,Kamerad::N,дос-жар,tiliaq
383,Kamerad::N,дос-жар,ikinngut
384,Angelegenheit::N,жұмыс,
385,Anzahl::N,сан,
386,Anzahl::N,саны,
387,Art::N,түр,ileqquuseq
388,Stück::N,тілім,nakkaalaniku
389,Teil::N,үлес,tassiaasat
390,Teil::N,бөлшек,tassiaasat
391,Hälfte::N,жарты,affaq
392,Kreis::N,шеңбер,kaajaluinneq or kaajaluitsoq
393,Kreuz::N,крест,sanningasulik
394,Linie::N,сызық,tittaq
395,Linie::N,сызық,titarneq
396,Strich::N,сызық,
397,Abstand::N,ара,aku
398,Abstand::N,ара,ikiaq
399,Abstand::N,аралық,aku
400,Abstand::N,аралық,ikiaq
401,Entfernung::N,аралық,asi
402,Gegend::N,өңір,nuna
403,Platz::N,орны,ini
404,Platz::N,орны,inissaq
405,Ort::N,орын,sumiiffik
406,Seite::N,жақ,saneraq
407,Seite::N,бүйір,saneraq
408,Mitte::N,ортасы,qiteq
409,Gegenstand::N,зат,
410,Gegenstand::N,нәрсе,
411,Sache::N,бұйым,pigisaq
412,Rand::N,шет,sini
413,Rand::N,шет,akerfineq
414,Rand::N,шеті,sini
415,Rand::N,шеті,akerfineq
416,Kante::N,қыр,akerfineq
417,Kante::N,қыры,akerfineq
418,Ecke::N,қыры,teqeqqoq
419,Ecke::N,қыры,tikeqqoq
420,Ecke::N,бұрыш,teqeqqoq
421,Ecke::N,бұрыш,tikeqqoq
422,Spitze::N,ұшы,inngik
423,Ende::N,аяқ,isu
424,Ende::N,соңы,isu
425,Loch::N,тесік,putu
426,Winkel::N,мүйіс,teqeqqorissaat
427,Muster::N,мәнер,ilisserut
428,Größe::N,ауқым,angissuseq
429,Größe::N,көлемдік,angissuseq
430,Länge::N,бой,takissuseq
431,Länge::N,ұзындық,takissuseq
432,Höhe::N,жоғарылық,
433,Höhe::N,биіктік,
434,Gewicht::N,салмақ,oqimaalutaq
435,Menge::N,мөлшер,amerlassuseq
436,Haufen::N,үйме,eqimattat
437,Haufen::N,үйінді,eqimattat
438,Reihe::N,сап,allunaasaq
439,Boot::N,қайық,qajaq
440,Boot::N,қайық,angallat
441,Boot::N,қайық,umiatsiaq
442,Ruder::N,ескек,iput
443,Schlitten::N,шана,qamutit
444,Schlitten::N,шана,qimusseq
445,Ski::N,шаңғы,ataarut
446,Lagerfeuer::N,алау,
447,Last::N,ауырлық,nammagaq
448,Last::N,ауыр зат,nammagaq
449,Gang::N,жүріс,
450,Schritt::N,адым,allorneq
451,Norden::N,солтүстік,avannaq
452,Norden::N,терістік,avannaq
453,Süden::N,оңтүстік,qava
454,Süden::N,оңтүстік,kujat
455,Süden::N,оңтүстік,kujataa
456,Westen::N,батыс,kitaa
457,Osten::N,күншығыс,kangi
458,Holz::N,ағаш,qisuk
459,Holz::N,сүрек,qisuk
460,Brett::N,тақта,salliligaq
461,Platte::N,тақта,qaateq
462,Stütze::N,тіреу,ajagutaq
463,Stütze::N,тіреу,ajaagutaq
464,Stange::N,қада,kaaviffik
465,Stock::N,сойыл,ajaappissat
466,Stab::N,сырық,ajaappissat
467,Rohr::N,құбыр,sullulik
468,Haus::N,үй,illu
469,Heim::N,үйлі,
470,Heim::N,шаңырақ,
471,Ofen::N,ошақ,kissarsuut
472,Ofen::N,пеш,kissarsuut
473,Fußboden::N,еден,nateq
474,Tisch::N,үстел,allattarfik
475,Stuhl::N,орындық,issiavik
476,Stuhl::N,орындық,issiaffik
477,Wiege::N,бесік,uaasoq
478,Bett::N,кереует,nallavik
479,Regal::N,сөре,ilisivik
480,Kiste::N,жәшік,sakissat
481,Kiste::N,жәшік,illerfiusaq
482,Fenster::N,терезе,aki
483,Fenster::N,терезе,igalaaq
484,Tür::N,есік,matu
485,Tor::N,дарбаза,isaaffik
486,Zaun::N,дуал,saputit
487,Dach::N,шатыр,qaliaq
488,Leiter::N,саты,tummeqqat
489,Leiter::N,саты,majuartarfiit
490,Leiter::N,басқыш,tummeqqat
491,Leiter::N,басқыш,majuartarfiit
492,Besen::N,сыпырғыш,saligutit
493,Spaten::N,күрек,nivaataq
494,Schaufel::N,қалақ,nivaataq
495,Gabel::N,аша,qilluaq
496,Gabel::N,аша,ajassaatit
497,Gabel::N,шанышқы,qilluaq
498,Gabel::N,шанышқы,ajassaatit
499,Löffel::N,қасық,alussaat
500,Messer::N,пышақ,savik
501,Nagel::N,мық,kukik
502,Nagel::N,шеге,kukik
503,Netz::N,керегекөз,anguffaseq
504,Haken::N,ілмек,nissik
505,Haken::N,ілмек,qarsorsaq
506,Haken::N,ілмек,qarsorsartoq
507,Griff::N,сап,ipi
508,Griff::N,тұтқа,ipi
509,Schloss::N,құлып,illussaarsuaq
510,Schloss::N,бекіткіш,illussaarsuaq
511,Bild::N,сурет,assiliaq
512,Figur::N,тұлға,kisitsit
513,Puppe::N,қуыршақ,inuusaq
514,Beutel::N,қапшық,
515,Bündel::N,байлам,qilertaq
516,Tasche::N,дорба,pooqattaq
517,Eimer::N,шелек,
518,Deckel::N,жапқыш,matu
519,Geschirr::N,ыдыс,anut
520,Sack::N,қап,
521,Tasse::N,шыныаяқ,tiitorfik
522,Tasse::N,шыныаяқ,tiitorfiup ilorlia
523,Topf::N,кәстрөл,qoqqoq
524,Kessel::N,қазан,uunnaavik
525,Essen::N,ас,igaaq
526,Nahrung::N,ас,neqissaq
527,Nahrung::N,тамақ,neqissaq
528,Speise::N,тағам,nerisassat
529,Fleisch::N,ет,neqi
530,Getreide::N,дәнді,maannineq
531,Brei::N,ботқа,
532,Brot::N,күлше,iffit
533,Brot::N,күлше,iffiaq
534,Scheibe::N,тілім,igalaassiaq
535,Fett::N,май,tarnutissaq
536,Fett::N,май,tarnutissiaq
537,Butter::N,май,punneq
538,Öl::N,май,uulia
539,Salz::N,тұз,taratsut
540,Suppe::N,көже,qajoq
541,Honig::N,бал,tungusunnitsuut
542,Milch::N,сүт,immuk
543,Tee::N,шай,tii
544,Tee::N,шай,teeq
545,Leder::N,көн,
546,Wolle::N,жүн,nuersagassiaq
547,Stoff::N,мата,milliaq
548,Stoff::N,мата,qarlissiaq
549,Stoff::N,кездеме,milliaq
550,Stoff::N,кездеме,qarlissiaq
551,Nadel::N,ине,meqqut
552,Faden::N,жіп,ujalussiaq
553,Knopf::N,түйме,attat
554,Knoten::N,түйін,akeroq
555,Knoten::N,түйін,qilerneq
556,Farbe::N,рең,qalipaat
557,Kleidung::N,киім,atisat
558,Kleidung::N,киім,annoraaq
559,Hemd::N,жейде,ilupaaq
560,Kragen::N,жаға,qungasiinnaq
561,Ärmel::N,жең,aaq
562,Hose::N,шалбар,qarliit
563,Gürtel::N,белбеу,qiterut
564,Gürtel::N,белбеу,unngersaq
565,Mütze::N,қалпақ,nasaq
566,Schuh::N,кебіс,skuu
567,Schuh::N,кебіс,ikernuk
568,Schuh::N,кебіс,ateraasaq
569,Stiefel::N,етік,kamik
570,Ring::N,жүзік,assammiu
571,Band::N,таспа,qilerutissiaq
572,Kamm::N,тарақ,illaagutit
573,Kamm::N,тарақ,illaajaatit pl.
574,Spiegel::N,айна,tarrarsuut
575,Riemen::N,қайыс,allunaaq
576,Schnur::N,жіп,kujaaq
577,Schnur::N,жіп,allunaasaq
578,Leine::N,тізгін,aleq
579,Decke::N,көрпе,qipik
580,Kissen::N,жастық,akit
581,Tuch::N,орамал,qarlissiaq
582,Handtuch::N,сүлгі,allarut
583,Handtuch::N,сүлгі,allarterut
584,Kraft::N,қуат,pissak
585,Kraft::N,қарқын,pissak
586,Kraft::N,әл-шама,pissak
587,Kraft::N,әл-дәрмен,pissak
588,Stärke::N,әл,qerattarsaat
589,Stärke::N,күш,qerattarsaat
590,Gesundheit::N,денсаулык,peqqisusseq
591,Krankheit::N,ауру,nappaat
592,Schmerz::N,ауру,anniaat
593,Wunde::N,зақым,iki
594,Wunde::N,жарақат,iki
595,Fieber::N,безгек,nappaat qanimanartoq
596,Fieber::N,қалтырау,nappaat qanimanartoq
597,Fieber::N,қызу көтерілуі,nappaat qanimanartoq
598,Arznei::N,дәрі,imigassaq
599,Arznei::N,дәрі-дәрмек,imigassaq
600,Brücke::N,көпір,ikaartarfik
601,Brunnen::N,құдық,tissaluttuliaq
602,Weide::N,өріс,masarsuk
603,Weide::N,жайылым,masarsuk
604,Pfad::N,жол,aqqut
605,Weg::N,жол,aggerfik
606,Straße::N,жол,aqqusineq
607,Dorf::N,ауыл,nunaqarfik
608,Stadt::N,қала,illorpaat
609,Stadt::N,қала,illorpalik
610,Stadt::N,шаһар,illorpaat
611,Stadt::N,шаһар,illorpalik
612,Brief::N,хат,allagarsiaq
613,Brief::N,жазу,allagarsiaq
614,Buch::N,кітап,atuakkat
615,Buch::N,кітап,mappersagaq
616,Buchstabe::N,әріп,naqinneq
617,Buchstabe::N,қаріп,naqinneq
618,Zeitung::N,газет,aviisi
619,Leben::N,өмір,inuussuseq
620,Leben::N,тіршілік,inuussuseq
621,Tod::N,опат,toqu
622,Tod::N,опат,toquneq
623,Grab::N,мола,iliveq
624,Grab::N,мола,illissat
625,Grab::N,мазар,iliveq
626,Grab::N,мазар,illissat
627,Kirche::N,шіркеу,oqaluffik
628,Sünde::N,күнә,ajorti
629,Gott::N,алла,
630,Gott::N,құдай,
631,Gott::N,тәңірі,
632,Gott::N,пәруардігер,
633,Gott::N,жаратқан тәңірі,
634,Arbeiter::N,жүмысшы,sulisoq
635,Chef::N,басшы,ittoqut
636,Chef::N,жұмыс басқарушысы,ittoqut
637,Meister::N,шебер,naalagaq
638,Meister::N,өнерпаз,naalagaq
639,Arzt::N,дәрігер,katsorsaasoq
640,Lehrer::N,мұғалім,ilinniartitsisoq
641,Geld::N,пұл,aningaasat
642,Geschäft::N,бизнес,niuertarfik
643,Laden::N,дүкен,niuertarfik
644,Preis::N,ақы,aki
645,Preis::N,құны,aki
646,Preis::N,нарық,aki
647,Ware::N,тауар,qaliata pii
648,Ware::N,тауар,nioqqutissaq
649,Nutzen::N,пайда,iluaqut
650,Reichtum::N,бақ-дәулет,
651,Welt::N,әлем,nunarsuaq
652,Welt::N,жиһан,nunarsuaq
653,Land::N,аймақ,nuna
654,Staat::N,мемлекет,
655,König::N,патша,kunngi
656,Macht::N,өкімет,pissaassuseq
657,Macht::N,қожалық,pissaassuseq
658,Grenze::N,шек,killik
659,Krieg::N,соғыс,sorsunneq
660,Feind::N,жау,akeraq
661,Feind::N,жау,akerartorti
662,Feind::N,жау,qinngarsuisoq
663,Feind::N,дұшпан,akeraq
664,Feind::N,дұшпан,akerartorti
665,Feind::N,дұшпан,qinngarsuisoq
666,Gewalt::N,зорлык,
667,Gewalt::N,зорлық-зомбылык,
668,Kampf::N,күрес,sorsunneq
669,Kampf::N,алыспақ,sorsunneq
670,Bogen[Waffe]::N,саржа,
671,Pfeil::N,жебе,qalugiusaq
672,Gewehr::N,қару,aallaat
673,Fehler::N,әбес,kukkuneq
674,Fehler::N,әбес,paarlaappaa
675,Fehler::N,қаталық,kukkuneq
676,Fehler::N,қаталық,paarlaappaa
677,Lüge::N,өтірік,
678,Schaden::N,зиян,
679,Schaden::N,зарар,
680,Unglück::N,пәле,perluut
681,Unglück::N,қасырет,perluut
682,Unglück::N,ауыртпалық,perluut
683,Schuld::N,айыптылық,akiitsugaq
684,Schuld::N,айыптылық,akiligassaq
685,Alter::N,жас,utoqqaq
686,Alter::N,жас шамасы,utoqqaq
687,Schluss::N,ада,isu
688,Schluss::N,бітуі,isu
689,Zeit::N,уақыт,ulloq
690,Zeit::N,уақыт,akuttoqatigiinneq
691,Tag::N,күн,ulloq
692,Morgen::N,таң,ullaaq
693,Morgen::N,таңертең,ullaaq
694,Mittag::N,талтүс,ulloqeqqa
695,Abend::N,кеш,unnuk
696,Nacht::N,түн,unnuaq
697,Woche::N,апта,sapaatip akunnera
698,Monat::N,ай,qaammat
699,Jahr::N,жыл,ukioq
700,Frühling::N,көктем,upernaaq
701,Sommer::N,жаз,aasaq
702,Herbst::N,күз,ukiaq
703,Winter::N,қыс,ukioq
704,Januar::N,каңтар,siulleeq
705,Januar::N,каңтар,qaammaliaq
706,Februar::N,ақпан,aarlaat
707,März::N,наурыз,marsi
708,März::N,наурыз,martsi
709,April::N,сәуір,
710,Mai::N,мамыр,maaji
711,Juni::N,маусым,juuni
712,Juli::N,шілде,juuli
713,August::N,сүмбіле,aggusti
714,August::N,тамыз,aggusti
715,September::N,қыркүйек,septembari
716,Oktober::N,ақырап,oktobari
717,November::N,қараша,novembari
718,Dezember::N,желтоқсан,detsembari
719,Montag::N,дүйсенбі,ataasinngortoq
720,Dienstag::N,сейсенбі,marlunngorneq
721,Mittwoch::N,сәрсенбі,pingasunngorneq
722,Donnerstag::N,бейсенбі,sisamanngorneq
723,Freitag::N,жұма,tallimanngorneq
724,Samstag::N,сенбі,arfininngorneq
725,Sonntag::N,жексембі,sapaat
726,Sonntag::N,жексембі,sapaati
727,groß::A,алпамсадай,angivoq
728,klein::A,кішкене,mikivoq
729,klein::A,қарғадай,mikivoq
730,lang::A,сопақ,takisooq
731,lang::A,сорайған,takisooq
732,kurz::A,кеспелтек,naatsoq
733,breit::A,айдынды,silippoq
734,schmal::A,қысық,amitsoq
735,dicht::A,жиі,torsusooq
736,dick[Gegenstand]::A,шомбал,issuvoq
737,dick[Gegenstand]::A,шомбал,issusooq
738,dünn::A,жұқа,amitsoq
739,dünn::A,жіңішке,amitsoq
