,Concept_ID,lt,cy
452,Schloss::N,užraktas,clo
453,Bild::N,paveikslas,llun
454,Bild::N,paveikslas,pictiwr
455,Figur::N,figūra,ffigur
456,Puppe::N,lėlė,dol
457,Beutel::N,krepšys,cwd
458,Beutel::N,maišelis,cwd
459,Bündel::N,ryšulys,bwndel
460,Bündel::N,ryšulys,coflaid
461,Tasche::N,krepšelis,cod
462,Eimer::N,kibiras,bwced
463,Eimer::N,kibiras,cunnog
464,Deckel::N,dangtis,caead
465,Geschirr::N,indai,llestri
466,Sack::N,maišas,sach
467,Tasse::N,puodukas,cwpan
468,Topf::N,puodas,pot
469,Topf::N,puodas,crochan
470,Kessel::N,katilas,tegell
471,Essen::N,valgis,pryd o fwyd
472,Nahrung::N,penas,bwyd
473,Nahrung::N,maistas,bwyd
474,Speise::N,patiekalas,saig
475,Fleisch::N,mėsa,cig
476,Getreide::N,javai,ŷd
477,Getreide::N,javai,llafur
478,Brei::N,košė,uwd
479,Brot::N,duona,bara
480,Scheibe::N,riekė,tafell
481,Fett::N,taukai,saim
482,Fett::N,taukai,braster
483,Fett::N,riebalai,saim
484,Fett::N,riebalai,braster
485,Butter::N,sviestas,ymenyn
486,Öl::N,aliejus,olew
487,Salz::N,druska,halen
488,Suppe::N,sriuba,cawl
489,Honig::N,medus,mêl
490,Milch::N,pienas,llaeth
491,Milch::N,pienas,llefrith
492,Tee::N,arbata,te
493,Leder::N,oda,lledr
494,Wolle::N,vilna,gwlân
495,Stoff::N,audeklas,lliain
496,Stoff::N,audeklas,brethyn
497,Nadel::N,adata,nodwydd
498,Faden::N,gija,edau
499,Faden::N,gija,edefyn
500,Faden::N,siūlas,edau
501,Faden::N,siūlas,edefyn
502,Knopf::N,saga,botwm
503,Knoten::N,mazgas,cwlwm
504,Farbe::N,dažai,paent
505,Kleidung::N,rūbai,dillad
506,Kleidung::N,rūbai,gwisgoedd
507,Kleidung::N,drabužiai,dillad
508,Kleidung::N,drabužiai,gwisgoedd
509,Hemd::N,marškiniai,crys
510,Kragen::N,apykaklė,coler
511,Ärmel::N,rankovė,llawes
512,Hose::N,kelnės,trowsus
513,Gürtel::N,juosta,gwregys
514,Gürtel::N,diržas,gwregys
515,Mütze::N,kepurė,cap
516,Schuh::N,batas,esgid
517,Stiefel::N,auliniai batai,botasen
518,Ring::N,žiedas,modrwy
519,Band::N,kaspinas,rhuban
520,Kamm::N,šukos,crib
521,Spiegel::N,veidrodis,drych
522,Riemen::N,diržas,strap
523,Schnur::N,virvė,llinyn
524,Leine::N,pavadėlis,tennyn
525,Decke::N,antklodė,blanced
526,Decke::N,antklodė,gwrthban
527,Kissen::N,pagalvė,clustog
528,Kissen::N,pagalvė,gobennydd
529,Kissen::N,priegalvis,clustog
530,Kissen::N,priegalvis,gobennydd
531,Tuch::N,skarelė,sgarff
532,Handtuch::N,rankšluostis,tywel
533,Handtuch::N,rankšluostis,lliain sychu
534,Kraft::N,jėga,grym
535,Stärke::N,stiprumas,nerth
536,Stärke::N,stiprumas,cryfder
537,Gesundheit::N,sveikata,iechyd
538,Krankheit::N,liga,afiechyd
539,Krankheit::N,liga,anhwylder
540,Schmerz::N,skausmas,poen
541,Schmerz::N,skausmas,gwayw
542,Wunde::N,žaizda,clwyf
543,Fieber::N,karštis,twymyn
544,Arznei::N,vaistas,meddyginiaeth
545,Brücke::N,tiltas,pont
546,Brunnen::N,šulinys,ffynnon
547,Weide::N,ganykla,porfa
548,Weide::N,gluosnis,porfa
549,Pfad::N,takas,llwybr
550,Weg::N,kelias,ffordd
551,Straße::N,gatvė,heol
552,Straße::N,gatvė,ffordd
553,Dorf::N,kaimas,pentref
554,Dorf::N,sodžius,pentref
555,Stadt::N,miestas,tref
556,Brief::N,laiškas,llythyr
557,Buch::N,knyga,llyfr
558,Buchstabe::N,raidė,llythyren
559,Zeitung::N,laikraštis,papur newydd
560,Leben::N,gyvybė,bywyd
561,Leben::N,gyvenimas,bywyd
562,Tod::N,mirtis,marwolaeth
563,Grab::N,kapas,bedd
564,Kirche::N,bažnyčia,eglwys
565,Sünde::N,nuodėmė,pechod
566,Sünde::N,nusidėjimas,pechod
567,Gott::N,dievas,duw
568,Arbeiter::N,darbininkas,gweithiwr
569,Chef::N,šefas,pennaeth
570,Chef::N,vadovas,pennaeth
571,Chef::N,viršininkas,pennaeth
572,Meister::N,meistras,meistr
573,Arzt::N,gydytojas,meddyg
574,Lehrer::N,mokytojas,athro
575,Geld::N,pinigai,pres
576,Geld::N,pinigai,arian
577,Geschäft::N,biznis,busnes
578,Laden::N,krautuvė,siop
579,Laden::N,parduotuvė,siop
580,Preis::N,kaina,pris
581,Ware::N,prekė,nwydd
582,Nutzen::N,nauda,elw
583,Nutzen::N,nauda,budd
584,Nutzen::N,pelnas,elw
585,Nutzen::N,pelnas,budd
586,Reichtum::N,turtas,cyfoeth
587,Welt::N,pasaulis,byd
588,Land::N,žemė,gwlad
589,Land::N,šalis,gwlad
590,Staat::N,valstija,gwladwriaeth
591,König::N,karalius,brenin
592,Macht::N,galia,grym
593,Macht::N,galia,awdurdod
594,Macht::N,valdžia,grym
595,Macht::N,valdžia,awdurdod
596,Grenze::N,riba,ffin
597,Grenze::N,riba,goror
598,Grenze::N,siena,ffin
599,Grenze::N,siena,goror
600,Krieg::N,karas,rhyfel
601,Feind::N,priešas,gelyn
602,Gewalt::N,jėga,ffyrnigrwydd
603,Gewalt::N,smurtas,ffyrnigrwydd
604,Gewalt::N,prievarta,ffyrnigrwydd
605,Kampf::N,kova,brwydr
606,Bogen[Waffe]::N,lankas,bwa
607,Pfeil::N,strėlė,saeth
608,Gewehr::N,šautuvas,dryll
609,Fehler::N,klaida,gwall
610,Fehler::N,klaida,camgymeriad
611,Lüge::N,melas,celwydd
612,Lüge::N,melas,anwiredd
613,Schaden::N,nuostolis,niwed
614,Schaden::N,nuostolis,difrod
615,Schaden::N,apgadinimas,niwed
616,Schaden::N,apgadinimas,difrod
617,Unglück::N,nelaimė,anffawd
618,Schuld::N,kaltė,bai
619,Alter::N,amžius,oed
620,Schluss::N,pabaiga,diwedd
621,Zeit::N,laikas,amser
622,Tag::N,diena,dydd
623,Tag::N,diena,diwrnod
624,Morgen::N,rytas,bore
625,Mittag::N,vidurdienis,nawn
626,Abend::N,vakaras,noswaith
627,Nacht::N,naktis,nos
628,Woche::N,savaitė,wythnos
629,Monat::N,mėnuo,mis
630,Jahr::N,metai,blwyddyn
631,Frühling::N,pavasaris,gwanwyn
632,Sommer::N,vasara,haf
633,Herbst::N,ruduo,hydref
634,Winter::N,žiema,gaeaf
635,Januar::N,sausis,Ionawr
636,Februar::N,vasaris,Chwefror
637,März::N,kovas,Mawrth
638,April::N,balandis,Ebrill
639,Mai::N,gegužė,Mai
640,Juni::N,birželis,Mehefin
641,Juli::N,liepa,Gorffennaf
642,August::N,rugpjūtis,Awst
643,September::N,rugsėjis,Medi
644,Oktober::N,spalis,Hydref
645,November::N,lapkritis,Tachwedd
646,Dezember::N,gruodis,Rhagfyr
647,Montag::N,pirmadienis,dydd Llun
648,Dienstag::N,antradienis,dydd Mawrth
649,Mittwoch::N,trečiadienis,dydd Mercher
650,Donnerstag::N,ketvirtadienis,dydd Iau
651,Freitag::N,penktadienis,dydd Gwener
652,Samstag::N,šeštadienis,dydd Sadwrn
653,Sonntag::N,sekmadienis,dydd Sul
654,groß::A,didis,mawr
655,groß::A,didelis,mawr
656,klein::A,mažas,bach
657,lang::A,ilgas,hir
658,kurz::A,trumpas,byr
659,kurz::A,trumpas,cwta
660,breit::A,platus,llydan
661,schmal::A,smulkus,cul
662,dicht::A,tankus,dwys
663,dick[Gegenstand]::A,storas,trwchus
664,dünn::A,plonas,tenau
665,fein::A,smulkus,main
666,fest::A,kietas,cadarn
667,fest::A,tvirtas,cadarn
668,flach::A,lėkštas,gwastad
669,flach::A,plokščias,gwastad
670,glatt::A,slidus,llyfn
671,hart::A,kietas,caled
672,weich::A,minkštas,meddal
673,rund::A,apvalus,crwn
674,rund::A,apskritas,crwn
675,spitz::A,aštrus,pigfain
676,spitz::A,smailus,pigfain
677,scharf::A,aštrus,miniog
678,stumpf::A,bukas,pŵl
679,stumpf::A,atšipęs,pŵl
680,schwer::A,sunkus,trwm
681,schön::A,gražus,teg
682,schön::A,gražus,hardd
683,schön::A,gražus,prydferth
684,heiß::A,karštas,poeth
685,warm::A,šiltas,twym
686,warm::A,šiltas,cynnes
687,kalt::A,šaltas,oer
688,kühl::A,vėsus,oeraidd
689,kühl::A,bejausmis,oeraidd
690,frisch::A,šviežias,iach
691,feucht::A,drėgnas,llaith
692,nass::A,šlapias,gwlyb
693,trocken::A,sausas,sych
694,voll::A,pilnas,llawn
695,leer::A,tuščias,gwag
696,offen::A,atviras,agored
697,geschlossen::A,uždaras,caead
698,geschlossen::A,uždaras,caeëdig
699,geschlossen::A,uždarytas,caead
700,geschlossen::A,uždarytas,caeëdig
701,sauber::A,švarus,glân
702,schmutzig::A,nešvarus,budr
703,schmutzig::A,nešvarus,brwnt
704,schmutzig::A,purvinas,budr
705,schmutzig::A,purvinas,brwnt
706,roh::A,žalias,amrwd
707,reif::A,prinokęs,aeddfed
708,reif::A,pribrendęs,aeddfed
709,lecker::A,gardus,blasus
710,lecker::A,gardus,danteithiol
711,süß::A,saldus,melys
712,bitter::A,kartus,chwerw
713,sauer::A,gižus,sur
714,sauer::A,rūgštus,sur
715,hell::A,šviesus,disglair
716,hell::A,skaistus,disglair
717,dunkel::A,tamsus,tywyll
718,schwarz::A,juodas,du
719,weiß::A,baltas,gwyn
720,rot::A,raudonas,coch
721,gelb::A,geltonas,melyn
722,blau::A,mėlynas,glas
723,grün::A,žalias,gwyrdd
724,grau::A,pilkas,llwyd
725,bunt::A,margas,lliwgar
726,bunt::A,spalvotas,lliwgar
727,billig::A,pigus,rhad
728,teuer::A,brangus,drud
729,wertvoll::A,vertingas,gwerthfawr
730,blind::A,aklas,dall
731,taub::A,kurčias,byddar
732,kräftig::A,stiprus,nerthol
733,kräftig::A,stiprus,grymus
734,stark::A,stiprus,cryf
735,stark::A,stiprus,cadarn
736,schwach::A,silpnas,gwan
737,fett::A,riebus,tew
738,schlank::A,laibas,main
739,schlank::A,lieknas,main
740,hübsch::A,gražus,tlws
741,böse::A,blogas,drwg
742,dumm::A,paikas,twp
743,dumm::A,kvailas,twp
744,faul::A,tingus,diog
745,fleißig::A,stropus,dyfal
746,fleißig::A,kruopštus,dyfal
747,geizig::A,šykštus,crintach
748,geizig::A,šykštus,cybyddlyd
749,klug::A,sumanus,deallus
750,klug::A,protingas,deallus
751,geschickt::A,apsukrus,medrus
752,geschickt::A,apsukrus,deheuig
753,lieb::A,mielas,hoff
754,lieb::A,mielas,annwyl
755,lustig::A,smagus,llon
756,lustig::A,linksmas,llon
757,sanft::A,švelnus,mwyn
758,sanft::A,minkštas,mwyn
759,hungrig::A,alkanas,newynog
760,krank::A,ligotas,sâl
761,krank::A,ligotas,gwael
762,krank::A,sergantis,sâl
763,krank::A,sergantis,gwael
764,nackt::A,nuogas,noeth
765,traurig::A,liūdnas,trist
766,lebendig::A,gyvas,yn fyw
767,gut::A,geras,da
768,schlecht::A,blogas,drwg
769,schlecht::A,blogas,gwael
770,schlecht::A,prastas,drwg
771,schlecht::A,prastas,gwael
772,richtig::A,tikras,cywir
773,richtig::A,teisingas,cywir
774,schlimm::A,blogas,enbyd
775,schlimm::A,prastas,enbyd
776,wahr::A,tikras,gwir
777,alt::A,senas,hen
778,neu::A,naujas,newydd
779,ehemalig::A,buvęs,blaenorol
780,alt[Lebewesen]::A,pagyvenęs,oedrannus
781,jung::A,jaunas,ifanc
782,arm::A,neturtingas,tlawd
