,Concept_ID,br,hu
822,aufgehen[Sonne]::V,dirouzañ,kel
823,scheinen[Sonne]::V,lugernañ,süt
824,donnern::V,taranal,dörög
825,wehen::V,c'hwezhañ,fúj
826,strömen::V,deredek,áramlik
827,fließen::V,redek,folyik
828,sich drehen::V,troiñ,forog
829,schwanken::V,trantellat,inog
830,schwanken::V,trantellat,ingadozik
831,schwingen::V,froumal,leng
832,fallen::V,kouezhañ,esik
833,brennen::V,deviñ,ég
834,rauchen::V,divogedañ,füstöl
835,regnen::V,glavañ,esik
836,gefrieren::V,reviñ,megfagy
837,tauen::V,diskornañ,olvad
838,schmelzen::V,teuziñ,olvad
839,schmelzen::V,teuziñ,elolvad
840,trocknen::V,sec'hañ,szárad
841,sieden::V,berviñ,forr
842,faulen::V,breinañ,rothad
843,verfaulen::V,breinañ,elrothad
844,verfaulen::V,breinañ,megrothad
845,reißen::V,darnaouiñ,szakad
846,versinken::V,sodellañ,süllyed
847,versinken::V,sodellañ,elsüllyed
848,vergehen::V,tremen,múlik
849,vergehen::V,tremen,elmúlik
850,erscheinen::V,donet war-wel,feltűnik
851,erscheinen::V,donet war-wel,megjelenik
852,verschwinden::V,monet diwar wel,letűnik
853,sinken::V,en em izelat,süllyed
854,abnehmen::V,nebeutaat,apad
855,abnehmen::V,nebeutaat,csökken
856,zunehmen::V,kreskiñ,növekszik
857,zunehmen::V,kreskiñ,gyarapszik
858,steigen::V,sevel,emelkedik
859,wachsen::V,kreskiñ,nő
860,wachsen::V,kreskiñ,terem
861,wachsen::V,kreskiñ,növekszik
862,glänzen::V,lugernañ,ragyog
863,glänzen::V,lugernañ,fénylik
864,funkeln::V,elieniñ,csillog
865,funkeln::V,elieniñ,tündöklik
866,lärmen::V,rabotat,lármázik
867,klirren::V,diridignat,csörömpöl
868,klirren::V,sterlinkañ,csörömpöl
869,brausen::V,gwegal,zúg
870,brausen::V,gwegal,morajlik
871,rauschen::V,trouzal,zúg
872,klingen::V,seniñ,hangzik
873,bellen::V,harzhal,ugat
874,heulen::V,yudal,bőg
875,heulen::V,yudal,üvölt
876,blasen::V,c'hwezhañ,fúj
877,pfeifen::V,c'hwitellat,fütyül
878,schreien::V,huchal,kiált
879,schreien::V,huchal,kiabál
880,stöhnen::V,hirvoudiñ,nyög
881,zittern::V,krenañ,remeg
882,zittern::V,krenañ,reszket
883,leben::V,bevañ,él
884,geboren werden::V,genel,születik
885,atmen::V,tennañ e anal,lélegzik
886,trinken::V,evañ,iszik
887,essen::V,debriñ,eszik
888,schlucken::V,lonkañ,nyel
889,müde werden::V,skuizhañ,elfárad
890,müde werden::V,skuizhañ,kifárad
891,einschlafen::V,menel kousket,elalszik
892,schlafen::V,kousket,alszik
893,aufwachen::V,dihuniñ,felébred
894,aufstehen::V,sevel,felkel
895,sich erholen::V,diskuizhañ,pihen
896,krank werden::V,klañviñ,megbetegedik
897,krank werden::V,klañviñ,belebetegszik
898,krank sein::V,bezañ klañv,betegeskedik
899,schmerzen::V,skourjezañ,fáj
900,husten::V,pasaat,köhög
901,husten::V,peudal,köhög
902,genesen::V,pareañ,meggyógyul
903,sterben::V,mervel,hal
904,umkommen::V,perisañ,elpusztul
905,sich bewegen::V,bouljal,mozog
906,sich rühren::V,fiñval,mozdul
907,sich erheben::V,sevel,feláll
908,sich erheben::V,sevel,felemelkedik
909,sich setzen::V,azezañ,ül
910,sich setzen::V,azezañ,leül
911,sich setzen::V,mont en e goazez,ül
912,sich setzen::V,mont en e goazez,leül
913,hinfallen::V,kouezhañ,bukik
914,hinfallen::V,kouezhañ,elesik
915,laufen::V,redek,jár
916,schreiten::V,kerzhet,lép
917,spazierengehen::V,pourmen,sétál
918,eilen::V,hastañ,siet
919,sich beeilen::V,hastañ,siet
920,sausen::V,karzhañ,robog
921,rennen::V,redek,fut
922,rennen::V,redek,szalad
923,springen::V,lammat,ugrik
924,klettern::V,krimpat,kúszik
925,schaukeln::V,brañsellat,hintázik
926,kriechen::V,skrampañ,kúszik
927,schwimmen::V,neuial,úszik
928,tauchen::V,splujañ,merül
929,rudern::V,roeñvat,evez
930,fahren::V,kas,jár
931,fahren::V,kas,megy
932,fahren::V,kas,utazik
933,fahren::V,bleniañ,jár
934,fahren::V,bleniañ,megy
935,fahren::V,bleniañ,utazik
936,fliegen::V,nijal,száll
937,gehen::V,mont,megy
938,weggehen::V,mont kuit,elmegy
939,abfahren::V,mont kuit,indul
940,anhalten::V,chom a-sav,megáll
941,hineingehen::V,monet e-barzh,bemegy
942,eintreten::V,monet e-barzh,belép
943,kommen::V,dont,jön
944,ankommen::V,erruout,érkezik
945,ankommen::V,erruout,megérkezik
946,zurückkommen::V,addonet,visszajön
947,bleiben::V,chom,marad
948,bleiben::V,chom,megmarad
949,warten::V,gortoz,vár
950,warten::V,gortoz,várakozik
951,erwarten::V,gortoz,vár
952,erwarten::V,gortoz,megvár
953,suchen::V,klask,kutat
954,finden::V,kavout,talál
955,versuchen::V,klask,megpróbál
956,versuchen::V,klask,megkísérel
957,vorbereiten::V,aozañ,előkészít
958,lieben::V,karout,szeret
959,mögen::V,karout,szeret
960,lachen::V,c'hoarzin,nevet
961,rühren::V,tenerañ,mozdít
962,weinen::V,gouelañ,sír
963,schimpfen::V,krozal,szid
964,schimpfen::V,krozal,szitkozódik
965,sich ärgern::V,fachañ,mérgelődik
966,sich ärgern::V,fachañ,bosszankodik
967,sich ärgern::V,en em fachañ,mérgelődik
968,sich ärgern::V,en em fachañ,bosszankodik
969,fliehen::V,tec'het,menekül
970,flüchten::V,tuzañ,elmenekül
971,sehen::V,gwelet,néz
972,anschauen::V,sellout ouzh,megnéz
973,ansehen::V,sellout ouzh,néz
974,ansehen::V,sellout ouzh,ránéz
975,ansehen::V,sellout ouzh,megnéz
976,hören::V,klevet,hall
977,zuhören::V,selaou,hallgat
978,zuhören::V,selaou,meghallgat
979,probieren::V,blasa,kóstol
980,probieren::V,blasa,megkóstol
981,riechen::V,klevet,szagol
982,fühlen::V,santout,érez
983,scheinen::V,diskouez bezañ,tűnik
984,scheinen::V,diskouez bezañ,látszik
985,zu sehen sein::V,bezañ gwelus,mutatkozik
986,vernehmen::V,merzhañ,hall
987,frieren::V,anoued,fázik
988,tun::V,ober,csinál
989,tun::V,ober,cselekszik
990,können::V,gouzout,tud
991,wollen::V,fellout da,akar
992,wollen::V,kaout c'hoant da,akar
993,anfangen::V,kregiñ,kezd
994,beenden::V,achuiñ,befejez
995,aufhören::V,paouez,megszűnik
996,öffnen::V,digeriñ,nyit
997,öffnen::V,digeriñ,kinyit
998,schließen::V,serriñ,csuk
999,schließen::V,serriñ,becsuk
1000,stellen::V,lakaat,állít
1001,stellen::V,lakaat,helyez
1002,setzen::V,lakaat,ültet
1003,setzen::V,lakaat,helyez
1004,legen::V,lakaat,tesz
1005,legen::V,lakaat,fektet
1006,berühren::V,touch,érint
1007,verbinden::V,eren,beköt
1008,verbinden::V,eren,összeköt
1009,bedecken::V,goloiñ,betakar
1010,bedecken::V,goloiñ,beborít
1011,aufhängen::V,istribilhañ,felakaszt
1012,anzünden::V,alumiñ,gyújt
1013,anzünden::V,alumiñ,meggyújt
1014,anzünden::V,c'hwezzañ,gyújt
1015,anzünden::V,c'hwezzañ,meggyújt
1016,aufheben::V,dastum,felemel
1017,zurücklassen::V,lezel,hátrahagy
1018,verlieren::V,koll,veszít
1019,verlieren::V,koll,elveszít
1020,fallen lassen::V,laoskel,elejt
1021,fallen lassen::V,lezel da gouezhel,elejt
1022,machen::V,ober,tesz
1023,machen::V,ober,csinál
1024,herstellen::V,fardañ,gyárt
1025,herstellen::V,fardañ,előállít
1026,bauen::V,sevel,épít
1027,reparieren::V,adaozañ,javít
1028,reparieren::V,adaozañ,kijavít
1029,reparieren::V,adaozañ,megjavít
1030,verbessern::V,gwellaat,megjavít
1031,ändern::V,cheñch,változtat
1032,ändern::V,cheñch,megváltoztat
1033,graben::V,kleuzañ,ás
1034,beugen::V,plegañ,meghajt
1035,biegen::V,krommañ,hajlít
1036,drehen::V,treiñ,forgat
1037,wenden::V,treiñ,fordít
1038,wenden::V,treiñ,megfordít
1039,umdrehen::V,treiñ,megfordít
1040,umdrehen::V,treiñ,megforgat
1041,heben::V,sevel,emel
1042,hochheben::V,sevel,felemel
1043,ergreifen::V,kemer,megfog
1044,halten::V,dalc'hen,tart
1045,drücken::V,bountañ,nyom
1046,drücken::V,bountañ,megnyom
1047,schieben::V,poulzañ,tol
1048,kratzen::V,skrabat,vakar
1049,lecken::V,lipat,nyal
1050,beißen::V,kregiñ,harap
1051,abreißen::V,diframmañ,letép
1052,abschneiden::V,troc'hañ,levág
1053,binden::V,stagañ,köt
1054,binden::V,stagañ,kötöz
1055,stecken::V,sankañ,dug
1056,brechen::V,darnaouiñ,tör
1057,brechen::V,darnaouiñ,eltör
1058,klopfen::V,skoiñ,kopogtat
1059,hauen::V,dornañ,vág
1060,hauen::V,dornañ,levág
1061,kleben::V,pegañ,tapaszt
1062,reiben::V,taravat,dörzsöl
1063,reiben::V,taravat,súrol
1064,reiben::V,trekiñ,dörzsöl
1065,reiben::V,trekiñ,súrol
1066,streichen::V,toazañ,simít
1067,schleifen::V,lemmañ,fen
1068,schleifen::V,lemmañ,csiszol
1069,schleifen::V,lemmañ,köszörül
1070,schneiden::V,troc'hañ,vág
1071,schneiden::V,troc'hañ,szel
1072,schneiden::V,troc'hañ,metsz
1073,rütteln::V,tordorosañ,ráz
1074,schütteln::V,hejañ,ráz
1075,schütteln::V,hejañ,megráz
1076,schütten::V,diskargañ,önt
1077,füllen::V,kargañ,tölt
1078,füllen::V,kargañ,megtölt
1079,einwickeln::V,gronnañ,becsavar
1080,tragen::V,dougen,hord
1081,schleppen::V,stlejal,vonszol
1082,ziehen::V,sachañ,húz
1083,aufbewahren::V,miret,megőriz
1084,werfen::V,teuler,dob
1085,werfen::V,teuler,hajít
1086,fangen::V,tapañ,fog
1087,packen::V,krapat,megragad
1088,verstecken::V,kuzhat,eldug
1089,verstecken::V,kuzhat,elrejt
1090,teilen::V,rannañ,oszt
1091,teilen::V,rannañ,megoszt
1092,schicken::V,kas,küld
1093,bringen::V,degas,hoz
1094,bringen::V,degas,visz
1095,hinzufügen::V,lakat ouzhpenn,hozzáad
1096,bekommen::V,kaout,kap
1097,bekommen::V,kaout,megkap
1098,erhalten::V,kaout,kap
1099,erhalten::V,kaout,megkap
1100,nehmen::V,kemer,vesz
1101,wählen::V,choaz,választ
1102,auswählen::V,dibab,kiválaszt
1103,bewahren::V,mirout,megtart
1104,behindern::V,diaezañ,akadályoz
1105,behindern::V,diaezañ,gátol
1106,verderben::V,lovrañ,elront
1107,beschädigen::V,gwallegañ,rongál
1108,zerbrechen::V,torriñ,eltör
1109,zerbrechen::V,torriñ,széttör
1110,zerbrechen::V,torriñ,kettétör
1111,zerreißen::V,diroegiñ,eltép
1112,zerreißen::V,diroegiñ,széttép
1113,zerstören::V,distrujañ,elpusztít
1114,verbrennen::V,deviñ,éget
1115,verbrennen::V,deviñ,eléget
1116,geben::V,reiñ,ad
1117,schenken::V,donezonañ,ajándékoz
1118,versprechen::V,prometiñ,ígér
1119,wünschen::V,hetiñ,kíván
1120,loben::V,feurmiñ,dicsér
1121,küssen::V,pokat,csókol
1122,wiegen::V,pouezañ,ringat
1123,zudecken::V,goloiñ,betakar
1124,wecken::V,dihuniñ,kelt
1125,wecken::V,dihuniñ,ébreszt
1126,zeigen::V,diskouez,mutat
1127,führen::V,kas,visz
1128,führen::V,kas,vezet
1129,lehren::V,deskiñ,tanít
1130,unterrichten::V,kelenn,tanít
1131,leiten::V,bleinañ,vezet
1132,leiten::V,bleinañ,vezérel
1133,antreiben::V,poulzañ,hajt
1134,lassen::V,leuskel,-tat
1135,lassen::V,leuskel,-at
1136,einladen::V,pediñ,meghív
1137,vereinigen::V,unisañ,egyesít
1138,besuchen::V,gweladenniñ,látogat
1139,treffen::V,kejal,talál
1140,treffen::V,ankontrañ,talál
1141,sich versammeln::V,bodennañ,gyülekezik
1142,sich versammeln::V,bodennañ,összegyűlik
1143,spielen::V,c'hoari,játszik
1144,singen::V,kanañ,énekel
1145,tanzen::V,dañsal,táncol
1146,sich trennen::V,dispartiañ,elválik
1147,verlassen::V,lezel,elhagy
1148,retten::V,saveteiñ,ment
1149,bewachen::V,mesa,őriz
1150,schützen::V,diwall,óv
1151,schützen::V,diwall,véd
1152,verteidigen::V,difenn,véd
1153,sich schlagen::V,lopañ,verekszik
1154,siegen::V,trec'hiñ,győz
1155,ärgern::V,hegasiñ,bosszant
1156,schlagen::V,skeiñ,üt
1157,schlagen::V,skeiñ,ver
1158,treten::V,botaouiñ,rúg
1159,stechen::V,pikat,döf
1160,stechen::V,pikat,szúr
1161,stoßen::V,stokañ,lök
1162,stehlen::V,laerezh,lop
1163,stören::V,direnkañ,zavar
1164,belästigen::V,dregasiñ,zaklat
1165,verbergen::V,skoachañ,rejt
1166,verbergen::V,skoachañ,elrejt
1167,täuschen::V,tromplañ,megtéveszt
1168,betrügen::V,lorbañ,csal
1169,töten::V,lazhañ,öl
1170,wohnen::V,bezañ o chom,lakik
1171,arbeiten::V,labourat,dolgozik
1172,sammeln::V,dastum,szed
1173,sammeln::V,dastum,gyűjt
1174,pflücken::V,kuntuilhañ,szed
1175,jagen::V,chaseal,vadászik
1176,fischen::V,pesketa,halászik
1177,fassen::V,pakañ,fog
1178,hüten::V,geota,őriz
1179,hüten::V,geota,legeltet
1180,anbinden::V,stagañ,köt
1181,füttern::V,boueta,etet
1182,melken::V,goro,fej
1183,hacken::V,difrakal,vág
1184,gießen::V,dourañ,öntöz
1185,reifen::V,azviñ,érik
1186,zubereiten::V,keginañ,elkészít
1187,kochen::V,poazhañ,főz
1188,backen::V,fritañ,süt
1189,braten::V,rostañ,süt
1190,stricken::V,stammañ,köt
1191,nähen::V,gwriat,varr
1192,färben::V,livañ,fest
1193,reinigen::V,naetañ,tisztít
1194,waschen::V,gwalc'hiñ,mos
1195,abwischen::V,torchañ,letöröl
1196,spülen::V,disgwalc'hiñ,mosogat
1197,fegen::V,skubañ,söpör
1198,kehren::V,skubañ,söpör
1199,baden::V,kouronkañ,fürdik
1200,sich waschen::V,en em walc'hiñ,mosdik
1201,sich waschen::V,en em walc'hiñ,mosakszik
1202,sich anziehen::V,gwiskañ,öltözik
1203,sich anziehen::V,gwiskañ,felöltözik
1204,kämmen::V,kribat,fésül
1205,schmücken::V,kinklañ,díszít
1206,sagen::V,larêt,mond
1207,sagen::V,lavaret,mond
1208,sprechen::V,komz,beszél
1209,reden::V,kaozeal,beszél
1210,sich unterhalten::V,balbotal,beszélget
1211,fragen::V,goulenn,kérdez
1212,bitten::V,goulenn,kér
1213,erzählen::V,kontañ,mesél
1214,erzählen::V,kontañ,elbeszél
1215,mitteilen::V,kemenn,közöl
1216,nennen::V,anviñ,hív
1217,nennen::V,anviñ,nevez
1218,rufen::V,gelver,hív
1219,prahlen::V,fougeal,dicsekszik
1220,übersetzen::V,treiñ,fordít
1221,denken::V,soñjal,gondol
1222,glauben::V,krediñ,hisz
1223,bemerken::V,apresevañ,észrevesz
1224,erkennen::V,anavout,ráismer
1225,erkennen::V,anavout,felismer
1226,begreifen::V,meizañ,felfog
1227,verstehen::V,kompren,ért
1228,verstehen::V,kompren,megért
1229,lernen::V,deskiñ,tanul
1230,lernen::V,deskiñ,megtanul
1231,wissen::V,gouzout,tud
1232,sich erinnern an::V,kaout soñj e,emlékszik
1233,vergessen::V,ankouaat,felejt
1234,vergessen::V,ankouaat,elfelejt
1235,messen::V,muzuliañ,mér
1236,messen::V,muzuliañ,megmér
1237,zählen::V,kontañ,számol
1238,zählen::V,kontañ,megszámol
1239,rechnen::V,jedañ,számít
1240,lesen::V,lenn,olvas
1241,malen::V,livañ,fest
1242,zeichnen::V,tresañ,rajzol
1243,schreiben::V,skrivañ,ír
1244,besitzen::V,kaout,birtokol
1245,kaufen::V,prenañ,vesz
1246,kaufen::V,prenañ,megvesz
1247,verkaufen::V,gwerzhañ,elad
1248,bezahlen::V,paeañ,fizet
1249,bezahlen::V,paeañ,kifizet
1250,zahlen::V,paeañ,fizet
1251,zahlen::V,paeañ,megfizet
1252,beherrschen::V,mestroniañ,ural
1253,ertragen::V,anduriñ,elbír
1254,ertragen::V,anduriñ,elvisel
1255,Grube::N,,verem
1256,Spur::N,,nyom
1257,Lehm::N,,agyag
1258,Lehm::N,,vályog
1259,Laut::N,,hang
1260,Winkel::N,,szög
1261,Lagerfeuer::N,,tábortűz
1262,vergebens::ADV,,hiába
1263,untergehen[Sonne]::V,,lemegy
1264,läuten::V,,cseng
1265,klingeln::V,,csenget
1266,sich fürchten::V,,fél
1267,sich fürchten::V,,retteg
1268,fürchten::V,,fél
1269,gelingen::V,,sikerül
1270,geraten::V,,kerül
1271,geraten::V,,jut
1272,schwenken::V,,lóbál
1273,schwenken::V,,lobogtat
1274,reichen::V,,nyújt
1275,aufziehen::V,,felnevel
1276,schießen::V,,lő
1277,treiben::V,,hajt
1278,umrühren::V,,megkever
1279,ausziehen::V,,levesz
1280,anziehen::V,,felölt
1281,anziehen::V,,felvesz
