,Concept_ID,hy,kv
740,überall::ADV,ամենուր,быдлан
741,nicht::ADV,չէ,ог
742,ein wenig::ADV,մի քիչ,-ышт
743,ein wenig::ADV,մի քիչ,невна
744,kaum::ADV,հազիվ,ӧдва
745,sehr::ADV,շատ,вывтi
746,so::ADV,այդպես,сiдз
747,noch::ADV,դեռ,эшӧ
748,nur::ADV,միայն,только
749,schon::ADV,արդեն,ни
750,wieder::ADV,նորից,бӧра
751,wieder::ADV,դարձյալ,бӧра
752,vergebens::ADV,իզուր,весись
753,vor::PRP,դիմացը,одзас
754,hinter::PRP,ետեւը,бӧрӧ
755,unter::PRP,տակ,увтын
756,durch::PRP,միջով,пыр
757,neben::PRP,քովը,бокам
758,neben::PRP,քովը,боксиным
759,zwischen::PRP,միջեւ,коласас
760,wegen::PRP,պատճառով,понда
761,wegen::PRP,շնորհից,понда
762,dies::PRN,սա,эта
763,dies::PRN,այս,эта
764,das::PRN,դա,сiя
765,das::PRN,այդ,сiя
766,alles::PRN,ամեն ինչ,быдӧс
767,ich::PRN,ես,ме
768,du::PRN,դու,тэ
769,er::PRN,նա,сiя
770,wir::PRN,մենք,мийӧ
771,ihr::PRN,դուք,ті
772,sie::PRN,նրանք,нія
773,was::FPRN,ինչ,мый
774,wer::FPRN,ով,кин
775,wo::FADV,ուր,кытӧн
776,wo::FADV,որտեղ,кытӧн
777,wohin::FADV,դեպի ուր,кытчӧ
778,wie::FADV,ինչպես,дзик
779,warum::FADV,ինչու,мыля
780,warum::FADV,ինչու,мыйсянь
781,wieviel::FNUM,որչափ,мымда
782,eins::NUM,մեկ,ӧт
783,zwei::NUM,երկու,кык
784,drei::NUM,երեք,куим
785,vier::NUM,չորս,нёль
786,fünf::NUM,հինգ,вит
787,sechs::NUM,վեց,квать
788,sieben::NUM,յոթ,сизим
789,acht::NUM,ութ,кыкьямыс
790,neun::NUM,ինը,ӧкмыс
791,zehn::NUM,տասը,дас
792,elf::NUM,տասնմեկ,дасотік
793,zwölf::NUM,տասներկու,даскык
794,zwanzig::NUM,քսան,кыкдас
795,dreißig::NUM,երեսուն,куимдас
796,vierzig::NUM,քառասուն,нёльдас
797,fünfzig::NUM,հիսուն,витдас
798,sechzig::NUM,վաթսուն,кватьдас
799,siebzig::NUM,յոթանասուն,сизимдас
800,achtzig::NUM,ութսուն,кыкьямысдас
801,neunzig::NUM,իննսուն,ӧкмысдас
802,hundert::NUM,հարյուր,сто
803,tausend::NUM,հազար,тысяча
804,und::CNJ,ու,и
805,und::CNJ,ու,да
806,oder::CNJ,կամ,или
807,stehen::V,կանգնել,сулавны
808,sitzen::V,նստել,пукавны
809,liegen::V,ստել,куйлыны
810,hängen::V,կախվել,ӧшавны
811,werden::V,դառնալ,лоны
812,passieren::V,պատահել,аркмыны
813,beginnen::V,սկսվել,петны
814,enden::V,վերջանալ,-сь
815,enden::V,վերջանալ,бырны
816,wechseln::V,փոխվել,вежсьыны
817,aufgehen[Sonne]::V,բարձրանալ,петавны
818,aufgehen[Sonne]::V,ելնել ,петавны
819,untergehen[Sonne]::V,մտնել,пуксьыны
820,scheinen[Sonne]::V,շողալ,югьявны
821,scheinen[Sonne]::V,փայլել,югьявны
822,donnern::V,որոտալ,гымавны
823,wehen::V,փչել,пӧлявны
824,strömen::V,հոսել,киссьыны
825,fließen::V,հոսել,визывтны
826,sich drehen::V,պտտվել,бергавны
827,schwanken::V,տատանվել,кӧвьясьны
828,schwingen::V,ճոճվել,дюттясьны
829,fallen::V,ընկնել,усьны
830,brennen::V,այրվել,сотчыны
831,rauchen::V,ծխել,тшынасьны
832,regnen::V,անձրեւ գալ,зэрны
833,gefrieren::V,սառչել,гегдыны
834,tauen::V,լկիլ,сывны
835,schmelzen::V,հալիլ,сывны
836,trocknen::V,չորանալ,косьмыны
837,sieden::V,եռալ,пизьны
838,faulen::V,փտել,нёльзьыны
839,verfaulen::V,նեխել,тӧрмыны
840,verfaulen::V,նեխել,сiсьмыны
841,reißen::V,պատռվել,косясьны
842,reißen::V,ճղվել,косясьны
843,versinken::V,սուզվել,вӧйны
844,vergehen::V,անցնել ,мунны
845,erscheinen::V,հայտնվել,мыччисьны
846,erscheinen::V,երեւալ,мыччисьны
847,verschwinden::V,անհետանալ,ӧшны
848,sinken::V,ընկնել,ямны
849,abnehmen::V,փոքրանալ,ямны
850,zunehmen::V,մեծանալ,паськавны
851,steigen::V,բարձրանալ,лэбтiсьны
852,wachsen::V,աճել,быдмыны
853,glänzen::V,նշուլել,свиттявны
854,glänzen::V,փայլիլ,свиттявны
855,funkeln::V,փայլատակել,югйовтлыны
856,funkeln::V,փայլատակել,югйӧв-керны
857,lärmen::V,աղմուկ հանել,чавзыны
858,läuten::V,զնգալ,диньгыны
859,klingeln::V,զնգալ,силькӧтны
860,klirren::V,զնգզնգալ,жольӧтны
861,brausen::V,մոլեգնել,гуасьны
862,rauschen::V,սոսափել,кышӧтны
863,klingen::V,հնչել,горавны
864,bellen::V,հաչել,увтны
865,bellen::V,հաչել,вувтны
866,heulen::V,ոռնալ ,уннявны
867,blasen::V,փչել ,пӧлявны
868,pfeifen::V,սուլել,пиксыны
869,schreien::V,գոռալ ,айзыны
870,stöhnen::V,տնքալ,ойзыны
871,stöhnen::V,տնքալ,ружтыны
872,zittern::V,դողալ,легьявны
873,leben::V,ապրել,овны
874,geboren werden::V,ծնվել,шогмыны
875,atmen::V,շնչել,лолавны
876,trinken::V,խմել,юны
877,essen::V,ուտել,сёйны
878,schlucken::V,կլանել,ньылавны
879,schlucken::V,կուլ տալ,ньылавны
880,müde werden::V,հոգնել,мыдзны
881,einschlafen::V,քուն մտնել,ланьтны
882,schlafen::V,քնել,узьны
883,aufwachen::V,արթննալ,саймыны
884,aufwachen::V,արթննալ,пальмыны
885,aufstehen::V,ելլել,сувтны
886,sich erholen::V,հանգստանալ,шоччисьлыны
887,krank werden::V,հիւանդանալ,моржитны
888,krank sein::V,հիվանդ լինել,шогавны
889,krank sein::V,հիվանդ լինել,визьӧтны
890,schmerzen::V,ցավել,висьны
891,husten::V,հազալ,кашляйтны
892,genesen::V,ապաքինվել,бурдны
893,sterben::V,մեռնել,кувны
894,sterben::V,վախճանվել,кувны
895,umkommen::V,կործանվել,вийсьыны
896,sich bewegen::V,ընթանալ,локны
897,sich bewegen::V,ընթանալ,ветлӧтны
898,sich rühren::V,շարժվել,вӧрзьӧтчыны
899,sich erheben::V,կանգնել,сувтны
900,sich erheben::V,վեր կենալ,сувтны
901,sich setzen::V,նստել,пуксьыны
902,hinfallen::V,ընկնել,пӧрласьны
903,laufen::V,քայլել,мунны
904,schreiten::V,ճեմել,тальччавны
905,spazierengehen::V,շրջագայել,котрасьны
906,eilen::V,շտապել,тэрмасьны
907,sich beeilen::V,շտապել ,тэрмасьны
908,sausen::V,սլանալ,вирдавны-котӧртны
909,rennen::V,վազել,
910,springen::V,ցատկել,чеччавны
911,klettern::V,մագլցել,кышасьны
912,schaukeln::V,ճոճվել,чурликасьны
913,schaukeln::V,օրորվել,чурликасьны
914,kriechen::V,սողալ,кыскасьны-мунны
915,schwimmen::V,լողալ,вартчыны
916,tauchen::V,սուզվել,сунгисьны ваӧ
917,rudern::V,թիավարել,сынны
918,fahren::V,ընթանալ,мунны
919,fliegen::V,թռչել,лэбавны
920,gehen::V,գնալ,мунны
921,weggehen::V,հեռանալ,мунны
922,abfahren::V,ճանապարհվել,иньдӧтчыны
923,abfahren::V,ճանապարհվել,мунны
924,anhalten::V,կանգնել,сувтны
925,hineingehen::V,մտնել,пырны
926,eintreten::V,մտնել,пырны
927,kommen::V,գալ,локны
928,ankommen::V,ժամանել,локны
929,zurückkommen::V,վերադառնալ,бертны
930,zurückkommen::V,վերադառնալ,панӧвтсьыны
931,bleiben::V,մնալ,кольччыны
932,warten::V,սպասել,видзчисьны
933,erwarten::V,սպասել,видзчисьны
934,suchen::V,որոնել,кошшыны
935,finden::V,գտնել,адззыны
936,versuchen::V,փորձել,пондыны
937,versuchen::V,փորձել,пондӧтны
938,vorbereiten::V,պատրաստել,лӧсьӧтны
939,lieben::V,սիրել,милуйтны
940,mögen::V,հավանել,радейтны
941,mögen::V,սիրել,радейтны
942,lachen::V,ծիծաղել,серавны
943,rühren::V,հուզել,сьӧлӧм вӧрзьӧтны
944,weinen::V,լալ,горзыны
945,schimpfen::V,տրտնջալ,видчыны
946,schimpfen::V,քրթմնջել,видчыны
947,sich ärgern::V,զայրանալ,лёкавны
948,sich fürchten::V,վախնալ,повны
949,fürchten::V,վախենալ,повны
950,fliehen::V,փախչել,пышшыны
951,flüchten::V,փախչել,пышшыны
952,sehen::V,տեսնել,адззыны
953,anschauen::V,դիտել,видзӧтны
954,ansehen::V,նայել,видзӧтны
955,hören::V,լսել,кывны
956,zuhören::V,ունկնդրել,кывзыны
957,probieren::V,համը տեսել,пешлыны
958,riechen::V,հոտ առնել,дукавны
959,fühlen::V,զգալ,кывны
960,scheinen::V,երեւալ,декуйтчыны
961,zu sehen sein::V,երեւալ,тыдавны
962,vernehmen::V,իմանալ ,тӧдмавны
963,frieren::V,մրսել,гегдыны
964,tun::V,անել,керны
965,können::V,կարողանալ,вермыны
966,wollen::V,ուզել,мӧдны
967,wollen::V,ցանկանալ,мӧдны
968,anfangen::V,սկսել,петны
969,beenden::V,վերջացնել,ештӧтны
970,beenden::V,վերջացնել,керыштны
971,aufhören::V,դադարել,дугдыны
972,gelingen::V,հաջողվել,шогмыны
973,gelingen::V,գլուխ գալ,шогмыны
974,geraten::V,ստացվել,мыччисьны
975,öffnen::V,բաց անել,осьтны
976,schließen::V,փակել ,пӧднавны
977,stellen::V,դնել,сувтӧтны
978,setzen::V,նստեցնել,пуксьӧтны
979,legen::V,դնել,пуктыны
980,berühren::V,դիպչել,вӧрзьӧтны
981,berühren::V,շոշափել,вӧрзьӧтны
982,verbinden::V,շաղկապել,йитны
983,bedecken::V,ծածկել,вевттьыны
984,aufhängen::V,կախել,ӧшӧтны
985,anzünden::V,վառել,ӧзтыны
986,aufheben::V,վերցնել,лэбтыны
987,zurücklassen::V,թողնել,кольны
988,verlieren::V,կորցնել,ӧштыны
989,fallen lassen::V,գցել,уськӧтны
990,machen::V,անել,керны
991,herstellen::V,արտադրել,вӧчны
992,bauen::V,կառուցել,строитны
993,reparieren::V,նորոգել,вочны
994,verbessern::V,բարելավել,бурсьӧтны
995,ändern::V,փոխել,вежны
996,graben::V,փորել,гарйыны
997,beugen::V,ծռել,кусіньтны
998,biegen::V,թեքել,чукыльтыштны
999,drehen::V,ոլորել,бергӧтны
1000,wenden::V,պտտել,бергӧтны
1001,umdrehen::V,շրջել,бергӧтны
1002,heben::V,բարձրացնել,лэбтыны
1003,hochheben::V,բարձրացնել,лэбтыны
1004,ergreifen::V,վարակվել,кватитны
1005,halten::V,բռնել,видзны
1006,drücken::V,ճնշել,личкыны
1007,schieben::V,հրել,тойлавны
1008,kratzen::V,քերել,шаркӧтны
1009,lecken::V,լիզել,нювны
1010,beißen::V,կծել,йирны
1011,abreißen::V,պոկել,орӧтны
1012,abschneiden::V,կտրել ,шӧрыштны
1013,abschneiden::V,կտրել ,вундыштны
1014,binden::V,կապել,гӧрдззыны
1015,stecken::V,խրել,мӧртны
1016,brechen::V,կոտրել ,жугдыны
1017,klopfen::V,թակել,зукӧтны
1018,hauen::V,ծեծել,желльыны
1019,kleben::V,կպցնել,лякӧтны
1020,reiben::V,շփել,зыртны
1021,streichen::V,վրան քսել,мавтны
1022,schleifen::V,սրել ,кыскыны
1023,schneiden::V,կտրել,вундавны
1024,rütteln::V,ցնցել,шатлавны
1025,schütteln::V,թափահարել,зыбӧтны
1026,schwenken::V,ճոճել,ӧвтны
1027,schwenken::V,ճոճել,макайтны
1028,schütten::V,լցնել,кисьтны
1029,füllen::V,լիքը լցնել,тыртны
1030,füllen::V,լիքը լցնել,тырсьӧтны
1031,einwickeln::V,փաթաթել,тубны
1032,tragen::V,կրել,новйӧтны
1033,tragen::V,տանել,новйӧтны
1034,schleppen::V,քաշել,кыскыны
1035,ziehen::V,ձգել,кыскыны
1036,ziehen::V,քաշել,кыскыны
1037,aufbewahren::V,պահել ,видзны
1038,werfen::V,նետել,шентывлыны
1039,packen::V,հափշտակել,кутасьны
1040,packen::V,հափշտակել,кватитны
1041,verstecken::V,ծածկել,дзебны
1042,teilen::V,բաժանել,торйӧтны
1043,schicken::V,ուղարկել,иньдыны
1044,bringen::V,բերել,вайны
1045,hinzufügen::V,ավելացնել,содтыны
1046,bekommen::V,հայթայթել,получитны
1047,erhalten::V,ստանալ,получитны
1048,nehmen::V,վերցնել,босьтны
1049,wählen::V,ընտրել,бӧрйыны
1050,auswählen::V,գերադասել,бӧрйыны
1051,bewahren::V,պահպանել,видзны
1052,behindern::V,խոչընդոտել,падтыны
1053,verderben::V,փչացնել,изводавны
1054,beschädigen::V,վնասել,паздыны
1055,zerbrechen::V,ջարդել,паздыны
1056,zerbrechen::V,կոտրել,паздыны
1057,zerreißen::V,պատռել,косявны
1058,zerstören::V,քանդել,паздыны
1059,verbrennen::V,այրել,сотны
1060,geben::V,տալ,сетны
1061,reichen::V,հանձնել,сетны
1062,schenken::V,նվիրել,козьнавны
1063,versprechen::V,խոստանալ,кӧсйыны
1064,wünschen::V,մաղթել,бурсьыны
1065,loben::V,գովել,ошкыны
1066,küssen::V,համբուրել,окавны
1067,wiegen::V,օրորել,тюттьӧтны
1068,zudecken::V,վրան գցել,вевттьыны
1069,wecken::V,զարթնեցնել,саймӧтны
1070,zeigen::V,ցույց տալ,мыччавны
1071,führen::V,ուղեկցել,нуӧтны
1072,lehren::V,սովորեցնել,велӧтны
1073,unterrichten::V,ավանդել,велӧтны
1074,aufziehen::V,դաստիարակել,быдтыны
1075,leiten::V,ղեկավարել,юравны
1076,leiten::V,ղեկավարել,веськӧтлыны
1077,leiten::V,կառավարել,юравны
1078,leiten::V,կառավարել,веськӧтлыны
1079,antreiben::V,շտապեցնել,тэрмӧтны
1080,lassen::V,ստիպել,-ӧтыны
1081,einladen::V,հրավիրել,корны
1082,vereinigen::V,միացնել,ӧтувтны
1083,vereinigen::V,միացնել,ӧтлаавны
1084,besuchen::V,այցելել,пыравлыны
1085,treffen::V,հանդիպել,пантавны
1086,sich versammeln::V,հավաքվել,ӧксьыны
1087,spielen::V,խաղալ,орсны
1088,singen::V,երգել,сьывны
1089,tanzen::V,պարել,йӧктыны
1090,sich trennen::V,ցրվել,торьясьны
1091,verlassen::V,լքել,кольны
1092,retten::V,փրկել,мынтны
1093,bewachen::V,պահել,смекайтны
1094,schützen::V,պաշտպանել,дорйыны
1095,verteidigen::V,պաշտպանել,дорйыны
1096,sich schlagen::V,կռվել,тышкасьны
1097,schießen::V,կրակել,лыйны
1098,siegen::V,հաղթել,вермыны
1099,ärgern::V,ձանձրացնել,лӧгӧтны
1100,schlagen::V,խփել,базнитны
1101,treten::V,քացի տալ,чужьявны
1102,stechen::V,խայթել,бытшкыны
1103,stoßen::V,մղել,тапкыны
1104,stoßen::V,մղել,тойыштны
1105,stehlen::V,գողանալ,гусявны
1106,stören::V,խանգարել,костіавны
1107,belästigen::V,անհանգստացնել,назыляйтны
1108,verbergen::V,թաքցնել,дзебны
1109,täuschen::V,խաբել,бӧбӧтны
1110,täuschen::V,խաբել,пӧрьявны
1111,betrügen::V,խաբել,муклачитны
1112,töten::V,սպանել ,вийны
1113,wohnen::V,բնակվել,овны
1114,arbeiten::V,աշխատել,уджавны
1115,sammeln::V,հավաքել,ӧктыны
1116,pflücken::V,քաղել,судзлавны
1117,jagen::V,որս անել,вӧравны
1118,fischen::V,ձուկ բռնել,чериавны
1119,fassen::V,բռնել,кутны
1120,hüten::V,արածեցնել,вердны
1121,hüten::V,արածեցնել,йирсьӧтны
1122,treiben::V,հովուել,вашӧтны
1123,anbinden::V,չուանել,кӧртавны
1124,füttern::V,կերակրել,вердны
1125,melken::V,կթել,высьтыны
1126,melken::V,կթել,чилькӧтны
1127,hacken::V,կոտորել,керавны
1128,gießen::V,ջրել,киськавны
1129,reifen::V,հասունանալ ,кисьмыны
1130,zubereiten::V,պատրաստել,лӧсьӧтны
1131,kochen::V,եփել,пуны
1132,backen::V,թխել,пӧжавны
1133,braten::V,տապակել,жаритны
1134,umrühren::V,խառնել,соравны
1135,stricken::V,գործել,домавны
1136,nähen::V,կարել,вурны
1137,färben::V,ներկել,краситны
1138,reinigen::V,մաքրել,весӧтны
1139,waschen::V,լվանալ,пеславны
1140,abwischen::V,սրբել,чышкыны
1141,spülen::V,ողողել,гывьявны
1142,spülen::V,պարզաջրել,гывьявны
1143,fegen::V,ավլել,чышкыны
1144,kehren::V,ավլել,чышкыны
1145,baden::V,լողանալ,купайтчыны 
1146,sich waschen::V,լվացվել,миссьыны
1147,ausziehen::V,հանել,гыжтӧтны
1148,ausziehen::V,հանել,пӧрччавны
1149,anziehen::V,հագնել,пасьтавны
1150,sich anziehen::V,հագնվել,пасьтасьны
1151,kämmen::V,սանրել,сынавны
1152,schmücken::V,զարդարել,баситны
1153,sagen::V,ասել,висьтавны
1154,sprechen::V,խոսել,шуны
1155,reden::V,զրուցել,баитны
1156,sich unterhalten::V,խոսակցել,сёрнитны
1157,fragen::V,հարցնել,юавны
1158,bitten::V,խնդրել,корны
1159,erzählen::V,պատմել,висьтавны
1160,mitteilen::V,հաղորդել,висьтавны
1161,nennen::V,անվանել,нимтны
1162,rufen::V,կանչել,китсавны
1163,rufen::V,կանչել,корны
1164,rufen::V,կանչել,чукӧстны
1165,prahlen::V,պարծենալ,ошшасьны
1166,übersetzen::V,թարգմանել,вуджӧтны
1167,denken::V,մտածել,чайтны
1168,glauben::V,հավատալ,веритны
1169,bemerken::V,նկատել,казявны
1170,erkennen::V,ճանաչել,тӧдсавны
1171,begreifen::V,հասկանալ,вежӧртны
1172,verstehen::V,ըմբռնել,кывны
1173,lernen::V,սովորել,велӧтчыны
1174,wissen::V,իմանալ,тӧдны
1175,sich erinnern an::V,հիշել,касьтывны
1176,sich erinnern an::V,մտաբերել,касьтывны
1177,vergessen::V,մոռանալ,вунӧтны
1178,messen::V,չափել,меряйтны
1179,zählen::V,թվել,лыддьыны
1180,zählen::V,հաշվել,лыддьыны
1181,rechnen::V,հաշվել,лыддьыны
1182,rechnen::V,հաշվարկել,лыддьыны
1183,lesen::V,կարդալ,лыддьӧтны
1184,malen::V,նկարել,
1185,zeichnen::V,գծել,гижмавны
1186,schreiben::V,գրել,гижны
1187,besitzen::V,ունենալ,лоны
1188,besitzen::V,տեր լինել,лоны
1189,kaufen::V,գնել,небны
1190,verkaufen::V,վաճառել,вузавны
1191,bezahlen::V,վճարել,вештыны
1192,zahlen::V,վճարել,вештыны
1193,beherrschen::V,ղեկավարել,
1194,ertragen::V,դիմանալ,терпитны
1195,Horn::N,,сюр
1196,fangen::V,,кутны
