,Concept_ID,sv,az
205,Zwiebel::N,lök,soğan
206,Saat::N,sådd,əkin
207,Korn::N,korn,taxıl
208,Heu::N,hö,quru ot
209,Schale::N,skal,qabıq
210,Grube::N,grop,çuxur
211,Falle::N,fälla,tələ
212,Falle::N,fälla,duzaq
213,Schlinge::N,snara,ilmək
214,Spur::N,spår,iz
215,Asche::N,aska,kül
216,Dreck::N,lort,kir
217,Eisen::N,järn,dəmir
218,Gold::N,guld,altun
219,Silber::N,silver,gümüş
220,Kohle::N,kol,kömür
221,Glas::N,glas,şüşə
222,Lehm::N,lera,gil
223,Lehm::N,lera,palçıq
224,Sand::N,sand,qum
225,Mensch::N,människa,adam
226,Mensch::N,människa,insan
227,Mann::N,man,kişi
228,Frau::N,kvinna,qadın
229,Kind::N,barn,uşaq
230,Junge::N,pojke,oğlan
231,Mädchen::N,flicka,qız
232,Familie::N,familj,ailə
233,Großvater::N,morfar,baba
234,Großmutter::N,farmor,nənə
235,Eltern::N,föräldrar,valideyn
236,Vater::N,far,ata
237,Mutter::N,mor,ana
238,Sohn::N,son,oğul
239,Tochter::N,dotter,qız
240,Bruder::N,bror,qardaş
241,Schwester::N,syster,bacı
242,Onkel::N,morbror,əmi
243,Onkel::N,morbror,dayı
244,Tante::N,tant,bibi
245,Ehemann::N,äkta man,ər
246,Ehefrau::N,hustru,arvad
247,Freude::N,fröjd,nəşə
248,Freude::N,fröjd,sevinc
249,Freude::N,glädje,nəşə
250,Freude::N,glädje,sevinc
251,Gelächter::N,åtlöje,gülüş
252,Gelächter::N,åtlöje,qəhqəhə
253,Glück::N,lycka,səadət
254,Glück::N,lycka,xoşbəxtlik
255,Kummer::N,sorg,qəm
256,Kummer::N,sorg,kədər
257,Wunsch::N,önskan,arzu
258,Lust::N,lust,həvəs
259,Geist::N,ande,ruh
260,Gedanke::N,tanke,fikir
261,Gedanke::N,tanke,düşüncə
262,Gedächtnis::N,minne,xatir
263,Gedächtnis::N,minne,hafizə
264,Verstand::N,förstånd,ağıl
265,Sinn::N,mening,məna
266,Sinn::N,betydelse,məna
267,Grund::N,skäl,səbəb
268,Grund::N,grund,səbəb
269,Wahrheit::N,sanning,haqq
270,Wahrheit::N,sanning,doğruluq
271,Gespräch::N,samtal,söhbət
272,Gespräch::N,samtal,qonuşma
273,Märchen::N,saga,nağıl
274,Erzählung::N,berättelse,hekayə
275,Nachricht::N,meddelande,xəbər
276,Neuigkeit::N,nyhet,xəbər
277,Neuigkeit::N,nyhet,yenilik
278,Name::N,namn,ad
279,Rätsel::N,gåta,tapmaca
280,Rede::N,tal,nitq
281,Sprache::N,språk,dil
282,Stimme::N,stämma,səs
283,Wort::N,ord,söz
284,Wort::N,ord,kəlmə
285,Zeichen::N,tecken,nişan
286,Ruf::N,rop,çığırtı
287,Lärm::N,bråk,gurultu
288,Lärm::N,oväsen,gurultu
289,Laut::N,ljud,səs
290,Ton::N,ton,ton
291,Lied::N,sång,mahnı
292,Ruhe::N,ro,sakitlik
293,Ruhe::N,lugn,sakitlik
294,Leute::N,folk,xalq
295,Volk::N,folk,millət
296,Arbeit::N,arbete,iş
297,Arbeit::N,arbete,əmək
298,Gast::N,gäst,qonaq
299,Gast::N,gäst,müsafir
300,Geschenk::N,gåva,hədiyyə
301,Geschenk::N,present,hədiyyə
302,Spiel::N,lek,oyun
303,Spiel::N,lek,tamaşa
304,Spiel::N,spel,oyun
305,Spiel::N,spel,tamaşa
306,Gesellschaft::N,sällskap,cəmiyyet
307,Hilfe::N,hjälp,kömək
308,Hilfe::N,hjälp,yardım
309,Freund::N,vän,dost
310,Kamerad::N,kamrat,yoldaş
311,Angelegenheit::N,ärende,iş
312,Angelegenheit::N,angelägenhet,iş
313,Anzahl::N,antal,say
314,Art::N,art,çeşid
315,Art::N,slag,çeşid
316,Stück::N,stycke,dənə
317,Stück::N,stycke,parça
318,Teil::N,del,qisim
319,Hälfte::N,halva,yarım
320,Kreis::N,krets,dairə
321,Kreis::N,cirkel,dairə
322,Kreuz::N,kors,xaç
323,Kreuz::N,kryss,xaç
324,Linie::N,linje,xətt
325,Strich::N,streck,cızıq
326,Abstand::N,avstånd,məsafə
327,Entfernung::N,avstånd,məsafə
328,Entfernung::N,avstånd,uzaqlıq
329,Gegend::N,trakt,bölgə
330,Platz::N,plats,yer
331,Ort::N,plats,yer
332,Ort::N,ställe,yer
333,Seite::N,sida,yan
334,Seite::N,sida,tərəf
335,Mitte::N,mitt,orta
336,Gegenstand::N,föremål,şey
337,Sache::N,sak,şey
338,Rand::N,rand,kənar
339,Kante::N,kant,tiyə
340,Kante::N,kant,kənar
341,Ecke::N,vrå,bucaq
342,Ecke::N,hörn,bucaq
343,Spitze::N,spets,uc
344,Ende::N,ända,son
345,Ende::N,ända,axır
346,Loch::N,hål,deşik
347,Winkel::N,vinkel,guşə
348,Muster::N,mönster,ülgü
349,Größe::N,storlek,böyüklük
350,Länge::N,längd,uzunluq
351,Höhe::N,höjd,yüksəklik
352,Gewicht::N,tyngd,çəki
353,Gewicht::N,tyngd,ağırlıq
354,Menge::N,mängd,miqdar
355,Haufen::N,hög,yığın
356,Reihe::N,rad,səf
357,Reihe::N,rad,sıra
358,Boot::N,båt,qayıq
359,Ruder::N,åra,kürək
360,Schlitten::N,släde,kirşə
361,Ski::N,skida,xizək
362,Lagerfeuer::N,lägereld,düşərgə tonqalı
363,Last::N,last,yük
364,Last::N,börda,yük
365,Gang::N,gång,yeriş
366,Schritt::N,steg,addım
367,Norden::N,norr,şimal
368,Süden::N,söder,cənub
369,Westen::N,väster,qərb
370,Osten::N,öster,şərq
371,Holz::N,trä,ağac
372,Holz::N,trä,taxta
373,Brett::N,bräda,taxta
374,Platte::N,platta,lövhə
375,Stütze::N,stöd,dayaq
376,Stütze::N,stöd,dəstək
377,Stütze::N,stötta,dayaq
378,Stütze::N,stötta,dəstək
379,Stange::N,stång,şüvül
380,Stock::N,käpp,dəyənək
381,Stock::N,pinne,dəyənək
382,Stab::N,stav,əsa
383,Stab::N,stav,şüvül
384,Rohr::N,rör,boru
385,Rohr::N,rör,truba
386,Haus::N,hus,ev
387,Heim::N,hem,ev
388,Ofen::N,ugn,peç
389,Ofen::N,ugn,soba
390,Fußboden::N,golv,döşəmə
391,Tisch::N,bord,masa
392,Stuhl::N,stol,stul
393,Wiege::N,vagga,beşik
394,Bett::N,säng,yataq
395,Regal::N,hylla,rəf
396,Kiste::N,låda,yeşik
397,Kiste::N,låda,sandıq
398,Fenster::N,fönster,pəncərə
399,Tür::N,dörr,qapı
400,Tor::N,port,darvaza
401,Zaun::N,staket,çəpər
402,Zaun::N,stängsel,çəpər
403,Dach::N,tak,dam
404,Leiter::N,stege,nərdivan
405,Besen::N,kvast,süpürgə
406,Spaten::N,spade,kürək
407,Schaufel::N,skovel,kürək
408,Schaufel::N,skyffel,kürək
409,Gabel::N,gaffel,çəngəl
410,Löffel::N,sked,qaşıq
411,Messer::N,kniv,bıçaq
412,Nagel::N,spik,mıx
413,Netz::N,nät,tor
414,Haken::N,krok,çəngəl
415,Griff::N,tag,qulp
416,Griff::N,tag,tutacaq
417,Griff::N,handtag,qulp
418,Griff::N,handtag,tutacaq
419,Schloss::N,las,qıfıl
420,Bild::N,bild,rəsm
421,Figur::N,figur,şəkil
422,Figur::N,figur,heykəl
423,Puppe::N,docka,kukla
424,Puppe::N,docka,gəlincik
425,Beutel::N,påse,kisə
426,Beutel::N,påse,torba
427,Bündel::N,bunt,bağlama
428,Bündel::N,knippa,bağlama
429,Tasche::N,väska,çanta
430,Eimer::N,hink,vedrə
431,Eimer::N,hink,çəllək
432,Eimer::N,ämbar,vedrə
433,Eimer::N,ämbar,çəllək
434,Deckel::N,lock,qapaq
435,Geschirr::N,servis,qab-qazan
436,Geschirr::N,porslin,qab-qazan
437,Sack::N,säck,çuval
438,Tasse::N,kopp,fincan
439,Topf::N,gryta,qazan
440,Topf::N,kastrull,qazan
441,Kessel::N,kittel,qazan
442,Essen::N,mål,yemək
443,Nahrung::N,näring,qida
444,Speise::N,maträtt,xörək
445,Fleisch::N,kött,ət
446,Getreide::N,säd,taxıl
447,Getreide::N,spannmål,taxıl
448,Brei::N,gröt,aş
449,Brei::N,gröt,sıyıq
450,Brot::N,bröd,çörək
451,Scheibe::N,skiva,dilim
452,Fett::N,fett,yağ
453,Butter::N,smör,kərə yağı
454,Öl::N,olja,yağ
455,Salz::N,salt,duz
456,Suppe::N,soppa,şorba
457,Honig::N,honung,bal
458,Milch::N,mjölk,süd
459,Tee::N,te,çay
460,Leder::N,läder,dəri
461,Wolle::N,ull,yun
462,Wolle::N,ylle,yun
463,Stoff::N,tyg,qumaş
464,Stoff::N,stoff,qumaş
465,Nadel::N,nål,iynə
466,Faden::N,tråd,sap
467,Knopf::N,knapp,düymə
468,Knoten::N,knut,düyün
469,Farbe::N,färg,boya
470,Kleidung::N,klädsel,geyim
471,Hemd::N,skjorta,köynək
472,Kragen::N,krage,yaxa
473,Ärmel::N,ärm,qol
474,Hose::N,byxor,şalvar
475,Gürtel::N,bälte,kəmər
476,Mütze::N,mössa,şapka
477,Schuh::N,sko,tufli
478,Schuh::N,sko,ayaqqabı
479,Stiefel::N,stövel,çəkmə
480,Ring::N,ring,üzük
481,Band::N,band,lent
482,Kamm::N,kam,daraq
483,Spiegel::N,spegel,güzgü
484,Riemen::N,rem,qayış
485,Schnur::N,snöre,ip
486,Leine::N,lina,kəmsik
487,Decke::N,täcke,ədyal
488,Decke::N,täcke,yorğan
489,Kissen::N,dyna,yastıq
490,Kissen::N,kudde,yastıq
491,Tuch::N,sjal,şarf
492,Tuch::N,sjal,kaşne
493,Handtuch::N,handduk,dəsmal
494,Kraft::N,kraft,güc
495,Stärke::N,styrka,qüvvət
496,Gesundheit::N,hälsa,sağlamlıq
497,Krankheit::N,sjukdom,xəstəlik
498,Schmerz::N,smärta,ağrı
499,Schmerz::N,smärta,sancı
500,Wunde::N,sår,yara
501,Fieber::N,feber,isitmə
502,Fieber::N,feber,qızdırma
503,Arznei::N,medicin,ilaç
504,Arznei::N,medicin,dərman
505,Arznei::N,läkemedel,ilaç
506,Arznei::N,läkemedel,dərman
507,Brücke::N,bro,körpü
508,Brunnen::N,brunn,quyu
509,Weide::N,bete,otlaq
510,Pfad::N,stig,cığır
511,Weg::N,väg,yol
512,Straße::N,gata,küçə
513,Dorf::N,by,kənd
514,Stadt::N,stad,şəhər
515,Brief::N,brev,məktub
516,Buch::N,bok,kitab
517,Buchstabe::N,bokstav,hərf
518,Zeitung::N,tidning,qəzet
519,Leben::N,liv,həyat
520,Tod::N,död,ölüm
521,Grab::N,grav,qəbir
522,Kirche::N,kyrka,kilsə
523,Sünde::N,synd,günah
524,Gott::N,gud,tanrı
525,Arbeiter::N,arbetare,işçi
526,Chef::N,chef,şef
527,Chef::N,chef,rəis
528,Meister::N,mästare,usta
529,Arzt::N,läkare,həkim
530,Arzt::N,läkare,doktor
531,Lehrer::N,lärare,müəllim
532,Geld::N,pengar,pul
533,Geschäft::N,rörelse,ticarət
534,Laden::N,affär,dükan
535,Preis::N,pris,qiymət
536,Ware::N,vara,mal
537,Nutzen::N,gagn,fayda
538,Nutzen::N,nytta,fayda
539,Reichtum::N,rikedom,zənginlik
540,Welt::N,värld,aləm
541,Welt::N,värld,dünya
542,Land::N,land,ölkə
543,Staat::N,stat,dövlət
544,König::N,kung,kral
545,König::N,kung,məlik
546,König::N,konung,kral
547,König::N,konung,məlik
548,Macht::N,makt,qüdrət
549,Grenze::N,gräns,hüdud
550,Grenze::N,gräns,sərhət
551,Krieg::N,krig,hərb
552,Krieg::N,krig,müharibə
553,Feind::N,fiende,düşmən
554,Gewalt::N,våld,cəbr
555,Kampf::N,kamp,savaş
556,Kampf::N,strid,savaş
557,Bogen[Waffe]::N,båge,yay
558,Pfeil::N,pil,ox
559,Gewehr::N,gevär,tüfəng
560,Fehler::N,fel,xəta
561,Lüge::N,lögn,yalan
562,Schaden::N,skada,ziyan
563,Unglück::N,otur,bəla
564,Unglück::N,olycka,bəla
565,Schuld::N,skuld,təqsir
566,Alter::N,ålder,yaş
567,Schluss::N,slut,son
568,Zeit::N,tid,vaxt
569,Zeit::N,tid,zaman
570,Tag::N,dag,gün
571,Morgen::N,morgon,sabah
572,Mittag::N,middag,günorta
573,Abend::N,kväll,axşam
574,Nacht::N,natt,gecə
575,Woche::N,vecka,həftə
576,Monat::N,månad,ay
577,Jahr::N,år,il
578,Frühling::N,vår,yaz
579,Frühling::N,vår,bahar
580,Sommer::N,sommar,yay
581,Herbst::N,höst,payız
582,Winter::N,vinter,qış
583,Januar::N,januari,Janvar
584,Februar::N,februari,Fevral
585,März::N,mars,Mart
586,April::N,april,Aprel
587,Mai::N,maj,May
588,Juni::N,juni,İyun
589,Juli::N,juli,İyul
590,August::N,augusti,Avqust
591,September::N,september,Sentyabr
592,Oktober::N,oktober,Oktyabr
593,November::N,november,Noyabr
594,Dezember::N,december,Dekabr
595,Montag::N,måndag,bazar ertəsi
596,Dienstag::N,tisdag,çərşənbə axşamı
597,Mittwoch::N,onsdag,çərşənbə
598,Donnerstag::N,torsdag,cüme axşamı
599,Freitag::N,fredag,cüme
600,Samstag::N,lördag,şənbə
601,Sonntag::N,söndag,bazar
602,groß::A,stor,böyük
603,klein::A,liten,kiçik
604,lang::A,lång,uzun
605,kurz::A,kort,qısa
606,breit::A,bred,enli
607,breit::A,bred,geniş
608,schmal::A,smal,dar
609,dicht::A,tät,sıx
610,dick[Gegenstand]::A,tjock,qalın
611,dünn::A,tunn,nazik
612,fein::A,fin,incə
613,fest::A,fast,bərk
614,fest::A,fast,möhkəm
615,flach::A,platt,düz
616,glatt::A,glatt,hamar
617,hart::A,hård,sərt
618,weich::A,mjuk,yumşaq
619,rund::A,rund,yuvarlaq
620,spitz::A,toppig,uclu
621,spitz::A,toppig,sivri
622,spitz::A,spetsig,uclu
623,spitz::A,spetsig,sivri
624,scharf::A,vass,kəskin
625,scharf::A,skarp,kəskin
626,stumpf::A,slö,küt
627,schwer::A,tung,ağır
628,schön::A,skön,gözəl
629,schön::A,skön,gəşəng
630,schön::A,vacker,gözəl
631,schön::A,vacker,gəşəng
632,heiß::A,het,isti
633,warm::A,varm,ilıq
634,kalt::A,kall,soyuq
635,kühl::A,sval,sərin
636,kühl::A,kylig,sərin
637,frisch::A,färsk,təzə
638,feucht::A,fuktig,nəm
639,nass::A,våt,yaş
640,trocken::A,torr,quru
641,voll::A,full,dolu
642,leer::A,tom,boş
643,offen::A,öppen,açıq
644,geschlossen::A,stängd,qapalı
645,sauber::A,ren,təmiz
646,schmutzig::A,snuskig,kirli
647,roh::A,rå,çiy
648,reif::A,mogen,yetişmiş
649,lecker::A,läcker,dadlı
650,lecker::A,läcker,ləzzətli
651,süß::A,söt,şirin
652,bitter::A,besk,acı
653,bitter::A,bitter,acı
654,sauer::A,sur,turş
655,hell::A,ljus,aydın
656,dunkel::A,mörk,qaranlıq
657,schwarz::A,svart,qara
658,weiß::A,vit,ağ
659,rot::A,röd,qırmızı
660,gelb::A,gul,sarı
661,blau::A,blå,göy
662,blau::A,blå,mavi
663,grün::A,grön,yaşıl
664,grau::A,grå,boz
665,bunt::A,brokig,əlvan
666,bunt::A,brokig,rəngli
667,billig::A,billig,ucuz
668,teuer::A,dyr,bahalı
669,wertvoll::A,värdefull,qiymətli
670,blind::A,blind,kor
671,taub::A,döv,kar
672,kräftig::A,kraftig,güclü
673,stark::A,stark,qüvvətli
674,schwach::A,svag,zəif
675,schwach::A,svag,gücsüz
676,fett::A,fet,şişman
677,schlank::A,slank,zərif
678,hübsch::A,snygg,göyçək
679,hübsch::A,vacker,göyçək
680,böse::A,ond,fəna
681,böse::A,elak,fəna
682,dumm::A,dum,axmaq
683,faul::A,lat,tənbəl
684,fleißig::A,flitig,çalışqan
685,geizig::A,snål,xəsis
686,geizig::A,girig,xəsis
687,klug::A,klok,ağıllı
688,geschickt::A,händig,bacarıqlı
689,geschickt::A,skicklig,bacarıqlı
690,lieb::A,kär,əziz
691,lieb::A,kär,sevimli
692,lieb::A,snäll,əziz
693,lieb::A,snäll,sevimli
694,lustig::A,rolig,məzəli
695,lustig::A,rolig,gülməli
696,lustig::A,lustig,məzəli
697,lustig::A,lustig,gülməli
698,sanft::A,mild,mülayim
699,hungrig::A,hungrig,ac
700,krank::A,sjuk,xəstə
701,nackt::A,naken,çılpaq
702,traurig::A,ledsen,qəmgin
703,traurig::A,ledsen,kədərli
704,traurig::A,sorgsen,qəmgin
705,traurig::A,sorgsen,kədərli
706,lebendig::A,levande,canlı
707,gut::A,bra,yaxşı
708,schlecht::A,dålig,pis
709,richtig::A,riktig,doğru
710,schlimm::A,illa,fəna
711,wahr::A,sann,gərçək
712,alt::A,gammal,əski
713,alt::A,gammal,köhnə
714,neu::A,ny,yeni
715,ehemalig::A,forn,əvvəlki
716,ehemalig::A,tidigare,əvvəlki
717,alt[Lebewesen]::A,gammal,qoca
718,jung::A,ung,gənc
719,arm::A,fattig,kasıb
720,arm::A,fattig,yoxsul
721,reich::A,rik,zəngin
722,bekannt::A,känd,tanış
723,berühmt::A,berömd,məşhur
724,fremd::A,främmande,yad
725,verschieden::A,åtskillig,dürlü
726,nah::A,nära,yaxın
727,fern::A,fjärran,uzaq
728,linker::A,vänster,sol
729,rechter::A,höger,sağ
730,anderer::A,annan,başqa
731,erster::A,första,birinci
732,zweiter::A,andra,ikinci
733,dritter::A,tredje,üçüncü
734,letzter::A,sist,sonuncu
735,letzter::A,sist,axırıncı
736,allein::ADV,allena,tək
737,allein::ADV,allena,yalqız
738,auf einmal::ADV,på en gång,birdən
739,zusammen::ADV,tillsammans,birlikdə
740,lange::ADV,länge,uzun
741,plötzlich::ADV,plötsligt,qəfildən
742,sofort::ADV,strax,həmən
743,sofort::ADV,strax,dərhal
744,sofort::ADV,genast,həmən
745,sofort::ADV,genast,dərhal
746,später::ADV,senare,sonra
747,jetzt::ADV,nu,indi
748,heute::ADV,i dag,bugün
749,morgen::ADV,i morgon,sabah
750,bald::ADV,snart,yaxında
751,bald::ADV,snart,tezliklə
752,dann::ADV,då,onda
753,gestern::ADV,i går,dünən
754,einst::ADV,en gång,əvvəllər
755,damals::ADV,då,o vaxt
756,damals::ADV,den gången,o vaxt
757,danach::ADV,därefter,sonra
758,vorher::ADV,före,qabaqcadan
759,vorher::ADV,förut,qabaqcadan
760,zuerst::ADV,först,əvvəl
761,einmal::ADV,en gång,bir dəfə
762,manchmal::ADV,ibland,hərdənbir
763,oft::ADV,ofta,tez-tez
764,oft::ADV,ofta,çox vaxt
765,immer::ADV,alltid,daimi
766,immer::ADV,alltid,həmişə
767,niemals::ADV,aldrig,əsla
768,niemals::ADV,aldrig,heç bir zaman
769,hier::ADV,här,bura
770,hier::ADV,här,burada
771,hierhin::ADV,hit,buraya
772,von hier::ADV,härifrån,buradan
773,dort::ADV,där,ora
774,dort::ADV,där,orada
775,dorthin::ADV,dit,oraya
776,geradeaus::ADV,rätt fram,düz
777,vorwärts::ADV,fram,irəli
778,vorwärts::ADV,framåt,irəli
779,rückwärts::ADV,baklänges,geri
780,zurück::ADV,tillbaka,geriyə
781,unten::ADV,nere,aşağıda
782,unten::ADV,nedanför,aşağıda
783,hinab::ADV,ned,aşağı
784,hinab::ADV,nedåt,aşağı
785,oben::ADV,ovan,yuxarıda
786,oben::ADV,ovanpå,yuxarıda
787,hinauf::ADV,upp,yuxarı
788,hinauf::ADV,uppåt,yuxarı
789,überall::ADV,överallt,hər yerdə
790,nicht::ADV,ej,-ma-
791,nicht::ADV,inte,-ma-
792,ein wenig::ADV,litet,bir az
793,kaum::ADV,knappt,güclə
794,kaum::ADV,knappast,güclə
795,sehr::ADV,mycket,çox
796,so::ADV,så,belə
797,noch::ADV,än,hələ
798,noch::ADV,ännu,hələ
799,nur::ADV,bara,yalnız
800,nur::ADV,endast,yalnız
801,schon::ADV,redan,artıq
802,wieder::ADV,åter,yenə
803,vergebens::ADV,förgäves,boş yerə
804,vor::PRP,utanför,önündə
805,hinter::PRP,bakom,arxasında
806,unter::PRP,under,altında
807,durch::PRP,genom,içindən
808,durch::PRP,igenom,içindən
809,neben::PRP,bredvid,yanında
810,neben::PRP,vid sidan av,yanında
811,zwischen::PRP,mellan,arasında
812,wegen::PRP,på grund av,üçün
813,wegen::PRP,på grund av,ötəri
814,dies::PRN,detta,bu
815,das::PRN,det,o
816,alles::PRN,allt,hər şey
817,ich::PRN,jag,mən
818,du::PRN,du,sən
819,er::PRN,han,o
820,wir::PRN,vi,biz
821,ihr::PRN,ni,siz
822,sie::PRN,de,onlar
823,was::FPRN,vad,nə
824,wer::FPRN,vem,kim
825,wo::FADV,var,harada
826,wohin::FADV,vart,haraya
827,wie::FADV,hur,necə
828,warum::FADV,varför,niyə
829,warum::FADV,varför,nə üçün
830,wieviel::FNUM,hur mycket,neçə
