,Concept_ID,kl,da
760,elf::NUM,aqqaneq,elleve
761,zwölf::NUM,aqqaneq-marluk,tolv
762,zwanzig::NUM,tyve,tyve
763,dreißig::NUM,tredive,tredive
764,dreißig::NUM,pingasunik qulillit,tredive
765,vierzig::NUM,fyrre,fyrre
766,vierzig::NUM,fyrre,fyrretyve
767,fünfzig::NUM,halvtreds,halvtreds
768,fünfzig::NUM,tallimanik qulillit,halvtreds
769,sechzig::NUM,tres,tres
770,siebzig::NUM,halvfjerds,halvfjerds
771,achtzig::NUM,firs,firs
772,neunzig::NUM,halvfems,halvfems
773,hundert::NUM,et hundrede,hundrede
774,tausend::NUM,et tusinde,tusind
775,und::CNJ,aamma,og
776,oder::CNJ,imalluunnit,eller
777,stehen::V,sikingavoq,stå
778,sitzen::V,ingippoq,sidde
779,liegen::V,nalavoq,ligge
780,liegen::V,aqupivoq,ligge
781,hängen::V,nivinngarpaa,hænge
782,werden::V,pinngorpoq,blive
783,passieren::V,pivoq,ske
784,passieren::V,pivoq,hænde
785,beginnen::V,aallarnerpaa,begynde
786,enden::V,naggaserpaa,ende
787,wechseln::V,immikkut ilivoq,veksle
788,untergehen[Sonne]::V,ilioqqaasoq,gå ned
789,scheinen[Sonne]::V,qinnorpoq,skinne
790,scheinen[Sonne]::V,qinngorpoq,skinne
791,donnern::V,kalleq,tordne
792,wehen::V,timmivoq,blæse
793,sich drehen::V,ipippaa,dreje sig
794,schwanken::V,aalavoq,vakle
795,schwingen::V,issakajaat or issakatsiaarut,svinge
796,fallen::V,quasivaa,falde
797,brennen::V,seerpoq,brænde
798,brennen::V,uuppaa,brænde
799,rauchen::V,pujoorpoq,ryge
800,regnen::V,siallerpoq,regne
801,gefrieren::V,qiulerpoq,fryse
802,tauen::V,aappoq,tø
803,schmelzen::V,aappoq,smelte
804,schmelzen::V,aatsippaa,smelte
805,trocknen::V,panerserpaa,tørre
806,sieden::V,qalappoq,koge
807,reißen::V,qulli,briste
808,reißen::V,alittorpaa,briste
809,reißen::V,kimillanneq,briste
810,versinken::V,kivivaa,synke
811,versinken::V,kivivaa,synke ned
812,versinken::V,apparpoq,synke
813,versinken::V,apparpoq,synke ned
814,vergehen::V,qaangerpaa,forløbe
815,vergehen::V,sarsuppoq,forløbe
816,erscheinen::V,takutippoq,vise sig
817,sinken::V,kivivaa,synke
818,sinken::V,apparpoq,synke
819,abnehmen::V,ikillipput,aftage
820,zunehmen::V,allisippaa,tiltage
821,steigen::V,allisippaa,stige
822,wachsen::V,allivoq,gro
823,wachsen::V,allivoq,vokse
824,glänzen::V,qinngorpoq,glinse
825,glänzen::V,qinnorpoq,glinse
826,funkeln::V,uisorilavoq,tindre
827,läuten::V,avilualaarpoq,ringe
828,klingeln::V,aviluarpoq,ringe
829,klingeln::V,aviluarpaluppoq,ringe
830,brausen::V,ittuk,bruse
831,brausen::V,ittuppoq,bruse
832,brausen::V,ittuppaluppoq,bruse
833,bellen::V,qiluppoq,gø
834,heulen::V,maarpoq,hyle
835,heulen::V,maalavoq,hyle
836,heulen::V,miaggoorpoq,hyle
837,blasen::V,aporneq,blæse
838,pfeifen::V,siggartartitsivoq,fløjte
839,pfeifen::V,siorsulavoq,fløjte
840,schreien::V,suaarpoq,skrige
841,stöhnen::V,nipiliorpoq,stønne
842,stöhnen::V,nipilliorpoq,stønne
843,zittern::V,qarsulivik,dirre
844,zittern::V,qarsulivik,skælve
845,leben::V,inuuvoq,leve
846,geboren werden::V,inuuvoq,fødes
847,geboren werden::V,inunngorpoq,fødes
848,atmen::V,anersaarpoq,ånde
849,trinken::V,imerpoq,drikke
850,essen::V,tamorpoq,spise
851,schlucken::V,tuluarnaq,synke
852,einschlafen::V,sinippoq,falde i søvn
853,schlafen::V,sinik,sove
854,aufwachen::V,iterpoq,vågne
855,aufwachen::V,eqqumavoq,vågne
856,aufstehen::V,makippoq,stå op
857,sich erholen::V,qasuerserpoq,komme sig
858,schmerzen::V,anneraa,smerte
859,schmerzen::V,annernarpoq,smerte
860,husten::V,quersorpoq,hoste
861,genesen::V,ajunngissivoq,komme sig
862,genesen::V,ilisimmarpoq,komme sig
863,genesen::V,ilorrippoq,komme sig
864,sterben::V,toquvoq,dø
865,sich bewegen::V,ingerlavoq,bevæge sig
866,sich setzen::V,ingippoq,sætte sig
867,laufen::V,arpappoq,løbe
868,schreiten::V,ingerlavoq,skride
869,spazierengehen::V,utertakajaarpoq,gå en tur
870,spazierengehen::V,utertakattajaarpoq,gå en tur
871,eilen::V,qaa qaa,ile
872,eilen::V,qiilasaarpoq,ile
873,eilen::V,ingerlasaarpaa,ile
874,sich beeilen::V,tuaviorpoq,skynde sig
875,sausen::V,uiguut,suse
876,rennen::V,igivoq,løbe
877,rennen::V,igivoq,rende
878,springen::V,upernassaq,hoppe
879,springen::V,upernassaq,springe
880,klettern::V,pilaakkeerpoq,klatre
881,schaukeln::V,aalavoq,gynge
882,schwimmen::V,naluppoq,svømme
883,tauchen::V,allorpoq,dykke
884,rudern::V,ipuppaa,ro
885,fahren::V,qimusserpoq,køre
886,fliegen::V,timmivoq,flyve
887,weggehen::V,piiarpoq,gå bort
888,anhalten::V,unitsippaa,standse
889,hineingehen::V,timaappaa,gå ind
890,eintreten::V,allattorpaa,træde ind
891,kommen::V,qaa-,komme
892,kommen::V,pivaa,komme
893,ankommen::V,tikippoq,ankomme
894,zurückkommen::V,angerlarpoq,komme tilbage
895,bleiben::V,uninngavoq,blive
896,bleiben::V,uninngavoq,forblive
897,warten::V,paavoq,vente
898,warten::V,utaqqivoq,vente
899,suchen::V,nivivaa,søge
900,finden::V,nanivaa,finde
901,versuchen::V,uuppaa,forsøge
902,versuchen::V,ussersarpaa,forsøge
903,vorbereiten::V,piareersarpaa,forberede
904,lieben::V,asavaa,elske
905,mögen::V,akaaraa,holde af
906,mögen::V,akaaraa,kunne lide
907,rühren::V,qeerlerpaa,røre
908,weinen::V,qiavoq,græde
909,schimpfen::V,qatimaarpoq,skænde
910,sich ärgern::V,ugguutigaa,ærgre sig
911,sich fürchten::V,eqqanaarpoq,være bange
912,fürchten::V,ersigaa,være bange for
913,fliehen::V,qimaavoq,flygte
914,flüchten::V,allikarfigaa,flygte
915,sehen::V,isigaa,se
916,ansehen::V,alaatsinaappaa,anse
917,hören::V,tusarpaa,høre
918,zuhören::V,naalappoq,høre til
919,riechen::V,tipippoq,lugte
920,fühlen::V,misigaa,føle
921,scheinen::V,takutippoq,synes
922,frieren::V,qiiavoq,fryse
923,tun::V,iliorpoq,gøre
924,wollen::V,piumavaa,ville
925,anfangen::V,pilerpoq,begynde
926,beenden::V,naggaserpaa,afslutte
927,aufhören::V,naammatsippaa,ophøre
928,aufhören::V,naammatsippaa,holde op
929,öffnen::V,ammarpaa,åbne
930,schließen::V,matuaa,lukke
931,stellen::V,ilivaa,stille
932,stellen::V,iliorarpai,stille
933,stellen::V,ilioqqarpai,stille
934,setzen::V,iliorarpai,sætte
935,setzen::V,ilioqqarpai,sætte
936,legen::V,ilivaa,lægge
937,berühren::V,attorpaa,berøre
938,verbinden::V,taperserpaa,forbinde
939,bedecken::V,iikkerpaa,dække
940,bedecken::V,iikkerpaa,bedække
941,bedecken::V,iikkersorpaa,dække
942,bedecken::V,iikkersorpaa,bedække
943,aufhängen::V,inivaa,hænge
944,aufhängen::V,inivaa,hænge op
945,aufhängen::V,iniorarpai,hænge
946,aufhängen::V,iniorarpai,hænge op
947,anzünden::V,saggaavoq,tænde
948,anzünden::V,saggaavoq,antænde
949,aufheben::V,allisippaa,løfte
950,aufheben::V,allisippaa,tage op
951,zurücklassen::V,aallarpoq,lade tilbage
952,verlieren::V,annaavaa,miste
953,fallen lassen::V,nakkaavaa,tabe
954,fallen lassen::V,nakkaavaa,droppe
955,machen::V,iliorpoq,gøre
956,herstellen::V,anillatsippaa,fremstille
957,bauen::V,marrarterpaa,bygge
958,reparieren::V,iluarsaappaa,reparere
959,verbessern::V,naqqippaa,rette
960,verbessern::V,naqqippaa,forbedre
961,graben::V,assappaa,grave
962,beugen::V,qappappoq,bøje
963,biegen::V,qappappoq,bøje
964,wenden::V,assappaa,vende
965,wenden::V,assakarpoq,vende
966,umdrehen::V,assakartippaa,dreje om
967,heben::V,kivippaa,hæve
968,hochheben::V,kissumiarpaa,løfte
969,ergreifen::V,isaappaa,gribe fat i
970,ergreifen::V,isaguppaa,gribe fat i
971,halten::V,minarpaa,holde
972,drücken::V,naqittaat,trykke
973,kratzen::V,qitsuppaa,klø
974,kratzen::V,qitsuppaa,kradse
975,lecken::V,aluppaa,slikke
976,beißen::V,kiivaa,bide
977,abreißen::V,aqqarpaa,rive af
978,abreißen::V,isaterpaa,rive af
979,abschneiden::V,kipivaa,skære af
980,binden::V,kakkersarpaa,binde
981,stecken::V,kussunneq,stikke
982,brechen::V,nallorpaa,brække
983,klopfen::V,pattappaa,banke
984,hauen::V,aqivaa,hugge
985,kleben::V,qaappoq,klistre
986,reiben::V,tagiarpaa,gnide
987,reiben::V,tangiarpaa,gnide
988,streichen::V,erlerpoq,smøre
989,schleifen::V,sequppaa,slibe
990,schneiden::V,uullivoq,skære
991,schneiden::V,uullivoq,klippe
992,schütteln::V,aalavoq,ryste
993,schwenken::V,issarpoq,svinge
994,füllen::V,immerpaa,fylde
995,einwickeln::V,immoqquserpaa,pakke ind
996,tragen::V,maqippaa,bære
997,tragen::V,assartorpoq,bære
998,schleppen::V,assartorpoq,slæbe
999,ziehen::V,kalippaa,trække
1000,ziehen::V,kalissarpoq,trække
1001,aufbewahren::V,toqqorpaa,opbevare
1002,werfen::V,kuivaa,kaste
1003,fangen::V,anguaa,fange
1004,verstecken::V,anngigaa,gemme
1005,teilen::V,agguut,dele
1006,teilen::V,agguusersorpaa,dele
1007,schicken::V,nassiuppaa,sende
1008,bringen::V,aggiuppaa,bringe
1009,bringen::V,nassataraa,bringe
1010,bekommen::V,tiguaa,få
1011,erhalten::V,tiguaa,få
1012,nehmen::V,pivoq,tage
1013,nehmen::V,tiguaa,tage
1014,bewahren::V,sukkunik simerserpaa,bevare
1015,verderben::V,asiutippaa,ødelægge
1016,verderben::V,piuneerunnerit,ødelægge
1017,zerbrechen::V,ukuvoq,brække itu
1018,zerreißen::V,tisavaa,rive itu
1019,zerreißen::V,alittorpaa,rive itu
1020,zerstören::V,aserorpaa,ødelægge
1021,verbrennen::V,seerpoq,brænde
1022,geben::V,pivoq,give
1023,versprechen::V,neriorsorpaa,love
1024,wünschen::V,kissaat,ønske
1025,loben::V,nersorpaa,rose
1026,loben::V,nersornaat,rose
1027,küssen::V,kunippaa,kysse
1028,küssen::V,kunissorpaa,kysse
1029,zudecken::V,majorpaa,dække til
1030,wecken::V,itersarpaa,vække
1031,zeigen::V,tikkuuppaa,vise
1032,führen::V,tasissiuppaa,føre
1033,führen::V,ilitsersorpaa,føre
1034,führen::V,tasissersuuppaa,føre
1035,lehren::V,ilinniartippaa,lære
1036,unterrichten::V,ajoqerpaa,undervise
1037,unterrichten::V,ajoqersorpaa,undervise
1038,unterrichten::V,ilinniartitsivoq,undervise
1039,aufziehen::V,inororsarpaa,opdrage
1040,leiten::V,iluatsippaa,lede
1041,antreiben::V,ikusimmippaa,skynde på
1042,einladen::V,qaaqquaa,indbyde
1043,einladen::V,qaaqquaa,invitere
1044,einladen::V,qaasarpaa,indbyde
1045,einladen::V,qaasarpaa,invitere
1046,vereinigen::V,taperserpaa,forene
1047,besuchen::V,tikeraarpaa,besøge
1048,treffen::V,aporappaa,møde
1049,sich versammeln::V,majorpoq,forsamles
1050,spielen::V,pinnguarpoq,lege
1051,spielen::V,pinnguarpoq,spille
1052,singen::V,erinarsorpoq,synge
1053,tanzen::V,qitippoq,danse
1054,sich trennen::V,immikkoortippaa,skilles
1055,retten::V,annaappaa,redde
1056,schützen::V,eriagaa,skærme
1057,schützen::V,eriagaa,beskytte
1058,schützen::V,pineqartaalivaa,skærme
1059,schützen::V,pineqartaalivaa,beskytte
1060,schießen::V,aallaavaa,skyde
1061,schießen::V,piseriuppaa,skyde
1062,ärgern::V,ninngassarpaa,ærgre
1063,ärgern::V,ninngassaarpaa,ærgre
1064,schlagen::V,unatarpaa,slå
1065,treten::V,tukerpoq,sparke
1066,stechen::V,iguppaa,stikke
1067,stechen::V,qasilippoq,stikke
1068,stoßen::V,ikuserpaa,støde
1069,stoßen::V,ikusimmippaa,støde
1070,stehlen::V,tillippaa,stjæle
1071,stören::V,akornuserpaa,forstyrre
1072,verbergen::V,anngigaa,skjule
1073,betrügen::V,peqquserluttuliorfigaa,bedrage
1074,töten::V,maappaa,dræbe
1075,töten::V,toquppaa,dræbe
1076,wohnen::V,najugaqarpoq,bo
1077,arbeiten::V,sulivoq,arbejde
1078,sammeln::V,katersorpai,samle
1079,jagen::V,piniarpoq,jage
1080,fischen::V,aalisarpoq,fiske
1081,anbinden::V,qilerut,binde fast
1082,anbinden::V,qilersorpaa,binde fast
1083,anbinden::V,ungerlatserpaa,binde fast
1084,füttern::V,nerlerpaa,fodre
1085,gießen::V,imerterpaa,hælde
1086,kochen::V,igavoq,koge
1087,braten::V,siappaa,stege
1088,umrühren::V,qeerlerpaa,røre om
1089,färben::V,misuppaa,farve
1090,reinigen::V,sanniarpaa,rense
1091,reinigen::V,sanniarpaa,gøre ren
1092,waschen::V,asappaa,vaske
1093,abwischen::V,saligarpaa,tørre af
1094,abwischen::V,saligartorpaa,tørre af
1095,fegen::V,sanngiarpaa,feje
1096,baden::V,uffarpoq,bade
1097,sich waschen::V,uffarpoq,vaske sig
1098,ausziehen::V,annoraajarpaa,tage af
1099,anziehen::V,ativaa,tage på
1100,anziehen::V,atitippaa,tage på
1101,sich anziehen::V,atisalersorpoq,klæde sig på
1102,sagen::V,oqarpoq,sige
1103,sprechen::V,oqaluttarpoq,snakke
1104,reden::V,oqaluppoq,tale
1105,reden::V,oqaluppoq,snakke
1106,fragen::V,aperaa,spørge
1107,bitten::V,aperaa,bede
1108,bitten::V,qinnuigaa,bede
1109,erzählen::V,oqaluttuaraa,berette
1110,erzählen::V,oqaluttuaraa,fortælle
1111,mitteilen::V,oqalualaarpoq,meddele
1112,rufen::V,qaaqquaa,råbe
1113,prahlen::V,oqqartuvoq,prale
1114,prahlen::V,oqallortuvoq,prale
1115,übersetzen::V,ikaarpoq,oversætte
1116,übersetzen::V,nutserpaa,oversætte
1117,denken::V,isumaqarpoq,tænke
1118,glauben::V,upperaa,tro
1119,glauben::V,isumaqarpoq,tro
1120,erkennen::V,ilisaraa,genkende
1121,verstehen::V,paasivaa,forstå
1122,lernen::V,ilinniarpoq,lære
1123,wissen::V,nalunngilaa,vide
1124,sich erinnern an::V,eqqaavaa,mindes
1125,sich erinnern an::V,eqqaavaa,huske på
1126,vergessen::V,puiorpaa,glemme
1127,messen::V,ussersarpaa,måle
1128,zählen::V,kisitsivoq,tælle
1129,rechnen::V,kisitsivoq,regne
1130,lesen::V,atuarpoq,læse
1131,malen::V,qalipappaa,male
1132,schreiben::V,allappoq,skrive
1133,kaufen::V,pisiaraa,købe
1134,verkaufen::V,akigaa,sælge
1135,bezahlen::V,akilerpaa,betale
1136,beherrschen::V,inappaa,beherske
1137,ertragen::V,ernertaaraa,tåle
1138,ertragen::V,ernertaaraa,udholde
1139,Nase::N,,næse
1140,Schnurrbart::N,,overskæg
1141,Fuß::N,,fod
1142,Schlaf::N,,søvn
1143,Strömung::N,,strømning
1144,Moor::N,,mose
1145,Wald::N,,skov
1146,Anhöhe::N,,høj
1147,Anhöhe::N,,bakke
1148,Gipfel::N,,top
1149,Quelle::N,,kilde
1150,Festland::N,,fastland
1151,Kiefer[Baum]::N,,fyrretræ
1152,Pferd::N,,hest
1153,Elch::N,,elg
1154,Schwarm::N,,sværm
1155,Ente::N,,and
1156,Barsch::N,,aborre
1157,Hecht::N,,gedde
1158,Wurm::N,,orm
1159,Heu::N,,hø
1160,Kummer::N,,sorg
1161,Gespräch::N,,samtale
1162,Spiel::N,,leg
1163,Gesellschaft::N,,selskab
1164,Angelegenheit::N,,sag
1165,Angelegenheit::N,,anliggende
1166,Anzahl::N,,antal
1167,Strich::N,,streg
1168,Gegenstand::N,,genstand
1169,Höhe::N,,højde
1170,Lagerfeuer::N,,lejrbål
1171,Gang::N,,gang
1172,Heim::N,,hjem
1173,Beutel::N,,pose
1174,Eimer::N,,spand
1175,Sack::N,,sæk
1176,Brei::N,,grød
1177,Leder::N,,skind
1178,Gott::N,,gud
1179,Reichtum::N,,rigdom
1180,Staat::N,,stat
1181,Gewalt::N,,vold
1182,Bogen[Waffe]::N,,bue
1183,Lüge::N,,løgn
1184,Schaden::N,,skade
1185,April::N,,april
1186,frisch::A,,frisk
1187,lecker::A,,lækker
1188,sauer::A,,sur
1189,bunt::A,,broget
1190,teuer::A,,dyr
1191,geschickt::A,,dygtig
1192,geschickt::A,,behændig
1193,nackt::A,,nøgen
1194,ehemalig::A,,forhenværende
1195,bekannt::A,,kendt
1196,anderer::A,,anden
1197,zuerst::ADV,,først
1198,niemals::ADV,,aldrig
1199,von hier::ADV,,herfra
1200,dort::ADV,,der
1201,oben::ADV,,oppe
1202,oben::ADV,,ovenpå
1203,hinauf::ADV,,op
1204,hinauf::ADV,,opad
1205,nicht::ADV,,ikke
1206,ein wenig::ADV,,lidt
1207,so::ADV,,så
1208,nur::ADV,,kun
1209,nur::ADV,,bare
1210,vor::PRP,,foran
1211,vor::PRP,,uden for
1212,hinter::PRP,,bag
1213,hinter::PRP,,bagved
1214,unter::PRP,,under
1215,durch::PRP,,gennem
1216,durch::PRP,,igennem
1217,neben::PRP,,ved siden af
1218,zwischen::PRP,,mellem
1219,wegen::PRP,,på grund af
1220,alles::PRN,,alt
1221,aufgehen[Sonne]::V,,gå op
1222,aufgehen[Sonne]::V,,stå op
1223,strömen::V,,strømme
1224,fließen::V,,flyde
1225,faulen::V,,rådne
1226,verfaulen::V,,rådne
1227,verschwinden::V,,forsvinde
1228,lärmen::V,,larme
1229,klirren::V,,klirre
1230,rauschen::V,,suse
1231,klingen::V,,lyde
1232,klingen::V,,klinge
1233,müde werden::V,,blive træt
1234,krank werden::V,,blive syg
1235,krank sein::V,,være syg
1236,umkommen::V,,omkomme
1237,sich rühren::V,,røre på sig
1238,sich erheben::V,,rejse sig
1239,kriechen::V,,krybe
1240,gehen::V,,gå
1241,abfahren::V,,køre bort
1242,erwarten::V,,vente
1243,erwarten::V,,afvente
1244,lachen::V,,le
1245,anschauen::V,,se på
1246,anschauen::V,,betragte
1247,probieren::V,,smage
1248,probieren::V,,smage på
1249,zu sehen sein::V,,synes
1250,vernehmen::V,,erfare
1251,können::V,,kunne
1252,gelingen::V,,lykkes
1253,geraten::V,,blive
1254,ändern::V,,ændre
1255,drehen::V,,dreje
1256,schieben::V,,skyde
1257,schieben::V,,skubbe
1258,rütteln::V,,ruske
1259,schütten::V,,hælde
1260,packen::V,,gribe
1261,hinzufügen::V,,tilføje
1262,wählen::V,,vælge
1263,auswählen::V,,udvælge
1264,behindern::V,,hindre
1265,behindern::V,,forhindre
1266,beschädigen::V,,beskadige
1267,reichen::V,,række
1268,schenken::V,,forære
1269,wiegen::V,,vugge
1270,lassen::V,,få til at
1271,verlassen::V,,forlade
1272,bewachen::V,,bevogte
1273,verteidigen::V,,forsvare
1274,sich schlagen::V,,slås
1275,siegen::V,,sejre
1276,belästigen::V,,genere
1277,belästigen::V,,ulejlige
1278,täuschen::V,,villede
1279,pflücken::V,,plukke
1280,fassen::V,,fange
1281,hüten::V,,vogte
1282,treiben::V,,drive
1283,melken::V,,malke
1284,hacken::V,,hakke
1285,reifen::V,,modne
1286,zubereiten::V,,tilberede
1287,backen::V,,bage
1288,stricken::V,,strikke
1289,nähen::V,,sy
1290,spülen::V,,skylle
1291,kehren::V,,feje
1292,kämmen::V,,rede
1293,kämmen::V,,frisere
1294,schmücken::V,,pynte
1295,schmücken::V,,smykke
1296,sich unterhalten::V,,snakke sammen
1297,nennen::V,,nævne
1298,bemerken::V,,bemærke
1299,bemerken::V,,lægge mærke til
1300,begreifen::V,,begribe
1301,zeichnen::V,,tegne
1302,besitzen::V,,eje
1303,besitzen::V,,besidde
1304,zahlen::V,,betale
