,Concept_ID,lez,no
810,untergehen[Sonne]::V,акӏун,gå ned
811,scheinen[Sonne]::V,ишигь гун,skinne
812,donnern::V,къукърумар авун,tordne
813,strömen::V,авахьун,strømme
814,fließen::V,авахьун,flyte
815,sich drehen::V,элкъуьн,dreie seg
816,schwanken::V,юзун,svaie
817,schwingen::V,галтад хьун,svinge
818,fallen::V,аватун,falle
819,brennen::V,кун,brenne
820,brennen::V,ккун,brenne
821,regnen::V,къун,regne
822,gefrieren::V,муркӏади кьун,fryse
823,tauen::V,цӏурун,tine
824,schmelzen::V,цӏурун,smelte
825,trocknen::V,кьурун,tørre
826,sieden::V,ругун,koke
827,faulen::V,кутӏун,råtne
828,verfaulen::V,чуьруьтмиш хьун,råtne
829,verfaulen::V,кутӏун,råtne
830,reißen::V,атӏун,briste
831,reißen::V,къазунун,briste
832,versinken::V,батмиш хьун,synke
833,versinken::V,батмиш хьун,synke ned
834,vergehen::V,алатун,forløpe
835,erscheinen::V,майдандиз акъатун,synes
836,verschwinden::V,квахьун,forsvinne
837,sinken::V,элекьун,synke
838,abnehmen::V,тӏимил хьун,avta
839,abnehmen::V,тӏимил хьун,minske
840,abnehmen::V,гъвечӏи хьун,avta
841,abnehmen::V,гъвечӏи хьун,minske
842,zunehmen::V,артух хьун,tilta
843,steigen::V,хкаж хьун,stige
844,wachsen::V,экъечӏун,gro
845,wachsen::V,экъечӏун,vokse
846,glänzen::V,цӏарцӏар гун,skinne
847,funkeln::V,нур гун,tindre
848,lärmen::V,ван авун,bråke
849,läuten::V,зенг ягъун,ringe
850,klingeln::V,зенг ягъун,ringe
851,klirren::V,зигринг авун,klirre
852,brausen::V,къати хьун,bruse
853,rauschen::V,вишриш авун,suse
854,klingen::V,ван авун,lyde
855,klingen::V,ван авун,klinge
856,bellen::V,элуькьун,gjø
857,bellen::V,элуькьун,bjeffe
858,heulen::V,къув ягъун,ule
859,blasen::V,уф гун,blåse
860,pfeifen::V,уьфт ягъун,plystre
861,schreien::V,гьараюн,skrike
862,stöhnen::V,суза авун,stønne
863,zittern::V,зурзун,dirre
864,zittern::V,зурзун,skjelve
865,leben::V,яшамиш хьун,leve
866,geboren werden::V,хьун,fødes
867,atmen::V,нефес чӏугун,ånde
868,atmen::V,нефес чӏугун,puste
869,trinken::V,хъун,drikke
870,essen::V,тӏуьн,spise
871,schlucken::V,туькьуьнун,svelge
872,müde werden::V,галатун,bli trett
873,müde werden::V,юргъун хьун,bli trett
874,einschlafen::V,ксун,sovne
875,schlafen::V,ксун,sove
876,aufwachen::V,ахварай аватун,våkne
877,aufstehen::V,къарагъун,stå opp
878,sich erholen::V,ял ягъун,bli bra
879,sich erholen::V,ял ягъун,komme seg
880,krank werden::V,кефсуз хьун,bli syk
881,krank sein::V,тӏа хьун,være syk
882,schmerzen::V,тӏа хьун,gjøre vondt
883,husten::V,уьгьуь ягъун,hoste
884,genesen::V,сагъ хъхьун,komme seg
885,sterben::V,кьин,dø
886,umkommen::V,терг хьун,omkomme
887,sich bewegen::V,юзун,bevege seg
888,sich rühren::V,юзун,røre på seg
889,sich erheben::V,къарагъун,reise seg
890,sich setzen::V,ацукьун,sette sig
891,hinfallen::V,алукьун,falle over ende
892,laufen::V,къекъуьн,løpe
893,schreiten::V,ккамар къачун,skride
894,spazierengehen::V,сейр авун,spasere
895,spazierengehen::V,сейр авун,gå en tur
896,eilen::V,тади авун,ile
897,sich beeilen::V,гьерекатун,skynde seg
898,sausen::V,чкурун,suse
899,rennen::V,катун,løpe
900,rennen::V,зверун,løpe
901,springen::V,хкадарун,hoppe
902,springen::V,хкадарун,springe
903,klettern::V,акьахун,klatre
904,kriechen::V,капаралди фин,krype
905,schwimmen::V,сирнав авун,svømme
906,tauchen::V,кьилихъди циз вегьин,dykke
907,rudern::V,кьусуйралди лодка гьалун,ro
908,rudern::V,цуьруьгъуьлдалди кӏватӏун,ro
909,fahren::V,фин,kjøre
910,fliegen::V,лув гун,fly
911,fliegen::V,цавай фин,fly
912,gehen::V,фин,gå
913,weggehen::V,хъфин,gå bort
914,abfahren::V,фин,reise
915,abfahren::V,рекье гьатун,reise
916,anhalten::V,акъвазун,stanse
917,hineingehen::V,гьахьун,gå inn
918,eintreten::V,гьахьун,tre inn
919,kommen::V,атун,komme
920,ankommen::V,атун,ankomme
921,ankommen::V,атун,komme til
922,zurückkommen::V,хтун,komme tilbake
923,bleiben::V,амукьун,bli
924,bleiben::V,амукьун,forbli
925,warten::V,гуьзлемишун,vente
926,erwarten::V,вил алаз акъвазун,vente
927,suchen::V,къекъуьн,søke
928,finden::V,жугъун,finne
929,versuchen::V,алахъун,prøve
930,versuchen::V,алахъун,forsøke
931,vorbereiten::V,гьазурун,forberede
932,lieben::V,кӏан хьун,elske
933,mögen::V,рикӏ ацукьун,like
934,lachen::V,хъуьруьн,le
935,weinen::V,шехьун,gråte
936,schimpfen::V,сеперар гун,skjelle
937,schimpfen::V,экъуьгъунар авун,skjelle
938,sich ärgern::V,хъел акатун,ergre seg
939,sich fürchten::V,кичӏе хьун,være redd
940,fürchten::V,къурхутмиш хьун,være redd for
941,fliehen::V,катун,rømme
942,fliehen::V,катун,flykte
943,flüchten::V,катун,flykte
944,sehen::V,акун,se
945,anschauen::V,вил вегьин,se på
946,anschauen::V,вил вегьин,betrakte
947,ansehen::V,килигун,anse
948,hören::V,ван хьун,høre
949,zuhören::V,яб гун,tilhøre
950,probieren::V,дад акун,smake
951,probieren::V,дад акун,smake på
952,riechen::V,ни чӏугун,lukte
953,fühlen::V,гьисс авун,føle
954,frieren::V,кьун,fryse
955,frieren::V,мекьи хьун,fryse
956,tun::V,авун,gjøre
957,können::V,хьун,kunne
958,können::V,акъакьун,kunne
959,wollen::V,кӏан хьун,ville
960,anfangen::V,башламишун,begynne
961,beenden::V,куьтягьун,avslutte
962,aufhören::V,акъвазун,slutte
963,aufhören::V,акъвазун,holde opp
964,gelingen::V,арадал атун,lykkes
965,geraten::V,акъатун,bli
966,öffnen::V,ахъаюн,åpne
967,schließen::V,акьалун,lukke
968,schließen::V,акьалун,stenge
969,stellen::V,эцигун,stille
970,setzen::V,ацукьарун,sette
971,legen::V,эцигун,legge
972,berühren::V,хкӏурун,berøre
973,verbinden::V,гилигун,forbinde
974,bedecken::V,кӏевун,dekke
975,aufhängen::V,куьрсарун,henge
976,aufhängen::V,куьрсарун,henge opp
977,anzünden::V,куькӏуьрун,tenne
978,anzünden::V,куькӏуьрун,antenne
979,anzünden::V,куькӏуьрун,tenne på
980,aufheben::V,хкажун,løfte
981,aufheben::V,хкажун,ta opp
982,zurücklassen::V,тун,slippe tilbake
983,verlieren::V,квадарун,miste
984,fallen lassen::V,авадрун,droppe
985,fallen lassen::V,авадрун,la falle
986,machen::V,авун,lage
987,machen::V,авун,gjøre
988,machen::V,кар авун,lage
989,machen::V,кар авун,gjøre
990,herstellen::V,расун,fremstille
991,bauen::V,туькӏуьрун,bygge
992,reparieren::V,расун,reparere
993,verbessern::V,хъсанрун,rette
994,verbessern::V,хъсанрун,forbedre
995,ändern::V,табдил авун,forandre
996,graben::V,эгъуьнун,grave
997,beugen::V,акӏажарун,bøye
998,beugen::V,кангур авун,bøye
999,biegen::V,патахъарун,bøye
1000,drehen::V,алчударун,dreie
1001,umdrehen::V,элкъуьрун,snu
1002,heben::V,хкажун,heve
1003,hochheben::V,хкажун,løfte
1004,ergreifen::V,агалчна кьун,gripe
1005,ergreifen::V,агалчна кьун,få tak i
1006,halten::V,кьун,holde
1007,drücken::V,чуькьуьн,trykke
1008,schieben::V,хуртӏ гун,skyve
1009,kratzen::V,къадгъунун,klø
1010,kratzen::V,къадгъунун,klore
1011,lecken::V,мез гун,slikke
1012,beißen::V,кӏасун,bite
1013,abreißen::V,галудун,rive av
1014,abschneiden::V,атӏун,skjære av
1015,stecken::V,сухун,stikke
1016,brechen::V,хун,bryte
1017,brechen::V,хун,briste
1018,brechen::V,кукӏварун,bryte
1019,brechen::V,кукӏварун,briste
1020,klopfen::V,тахъ-тахъ авун,banke
1021,hauen::V,ягъун,hogge
1022,kleben::V,алкӏурун,klistre
1023,kleben::V,кукӏурун,klistre
1024,reiben::V,тӏушунун,gni
1025,streichen::V,алтадун,stryke
1026,schleifen::V,кӏвенкӏв авун,slipe
1027,schneiden::V,атӏун,klippe
1028,rütteln::V,къарсурун,ruske
1029,schütteln::V,къарсурун,riste
1030,schwenken::V,элягъун,svinge
1031,schwenken::V,галтадун,svinge
1032,schütten::V,цун,helle
1033,füllen::V,ацӏурун,fylle
1034,einwickeln::V,кутун,vikle inn
1035,einwickeln::V,элкъуьрун,vikle inn
1036,tragen::V,тухун,bære
1037,schleppen::V,галчӏурун,slepe
1038,ziehen::V,ялун,dra
1039,ziehen::V,ялун,trekke
1040,ziehen::V,чӏугун,dra
1041,ziehen::V,чӏугун,trekke
1042,aufbewahren::V,хуьн,oppbevare
1043,aufbewahren::V,хуьн,ta vare på
1044,werfen::V,гадрун,kaste
1045,fangen::V,кьун,fange
1046,packen::V,кьун,gripe
1047,packen::V,кьун,gripe tak i
1048,verstecken::V,кӏевун,gjemme
1049,teilen::V,паюн,dele
1050,schicken::V,ракъурун,sende
1051,bringen::V,гъун,bringe
1052,hinzufügen::V,алава авун,tilføye
1053,bekommen::V,къачун,få
1054,bekommen::V,жугъурун,få
1055,erhalten::V,къачун,få
1056,nehmen::V,къачун,ta
1057,wählen::V,хкягъун,velge
1058,auswählen::V,хкягъун,velge ut
1059,bewahren::V,хуьн,bevare
1060,behindern::V,манийвал авун,hindre
1061,behindern::V,манийвал авун,forhindre
1062,verderben::V,чӏурун,ødelegge
1063,beschädigen::V,нукьсанвал гун,skade
1064,zerbrechen::V,хун,brekke i stykker
1065,zerreißen::V,къазунун,rive i stykker
1066,zerstören::V,чӏурун,ødelegge
1067,zerstören::V,барбатӏун,ødelegge
1068,verbrennen::V,ккун,brenne
1069,verbrennen::V,ккун,brenne opp
1070,geben::V,гун,gi
1071,reichen::V,вугун,rekke
1072,reichen::V,гун,rekke
1073,schenken::V,пишкеш авун,forære
1074,schenken::V,пишкеш авун,skjenke
1075,versprechen::V,гаф гун,love
1076,wünschen::V,дуьа авун,ønske
1077,loben::V,тариф авун,rose
1078,küssen::V,темен гун,kysse
1079,wiegen::V,эчӏягъун,vogge
1080,zudecken::V,гьалдун,dekke til
1081,wecken::V,ахварай авудун,vekke
1082,zeigen::V,къалурун,vise
1083,führen::V,тухун,føre
1084,lehren::V,кӏелиз тун,lære
1085,unterrichten::V,тарс гун,undervise
1086,aufziehen::V,тербия гун,oppdra
1087,aufziehen::V,тербияламишун,oppdra
1088,leiten::V,идара авун,lede
1089,antreiben::V,тади кутун,drive på
1090,einladen::V,теклиф авун,be
1091,einladen::V,теклиф авун,invitere
1092,vereinigen::V,сад авун,forene
1093,besuchen::V,кьилив атун,besøke
1094,treffen::V,гьалтун,møte
1095,treffen::V,гьалтун,treffe
1096,sich versammeln::V,алтӏушун,forsamles
1097,spielen::V,къугъун,leke
1098,spielen::V,къугъун,spille
1099,singen::V,лугьун,synge
1100,singen::V,мани лугьун,synge
1101,tanzen::V,кьуьл авун,danse
1102,sich trennen::V,къакъатун,skilles
1103,verlassen::V,гъил къачун,forlate
1104,retten::V,къутармишун,redde
1105,bewachen::V,хуьн,bevokte
1106,schützen::V,хуьн,verne
1107,schützen::V,хуьн,beskytte
1108,verteidigen::V,хуьн,forsvare
1109,sich schlagen::V,кукӏун,slåss
1110,schießen::V,акъатун,skyte
1111,siegen::V,гъалиб хьун,seire
1112,ärgern::V,хъел гъун,ergre
1113,ärgern::V,хъел кутун,ergre
1114,schlagen::V,ягъун,
1115,schlagen::V,галукьарун,
1116,treten::V,кьуьл къекъягъун,sparke
1117,treten::V,кьуьл эцягъун,sparke
1118,stechen::V,акьадарун,stikke
1119,stoßen::V,эцягъун,støte
1120,stehlen::V,чуьнуьхун,stjele
1121,stören::V,хкуьрун,forstyrre
1122,belästigen::V,хкуьрун,plage
1123,belästigen::V,хкуьрун,sjenere
1124,belästigen::V,азият гун,plage
1125,belästigen::V,азият гун,sjenere
1126,verbergen::V,далдаламишун,gjemme
1127,täuschen::V,алцурарун,villede
1128,täuschen::V,алцуррун,villede
1129,betrügen::V,алцурарун,bedra
1130,betrügen::V,гьарамзадавал авун,bedra
1131,töten::V,яна кьин,drepe
1132,wohnen::V,дуланмиш хьун,bo
1133,arbeiten::V,кӏвалахун,arbeide
1134,arbeiten::V,кӏвалах авун,arbeide
1135,sammeln::V,кӏватӏун,samle
1136,pflücken::V,атӏун,plukke
1137,jagen::V,гъуьрч авун,jage
1138,fischen::V,гъетер кьун,fiske
1139,fassen::V,кьун,fange
1140,hüten::V,чӏура хуьн,vokte
1141,treiben::V,гьалун,drive
1142,anbinden::V,акалун,feste
1143,füttern::V,ем гун,fore
1144,melken::V,ацун,melke
1145,hacken::V,куьткуьнун,hakke
1146,gießen::V,яд гун,helle
1147,reifen::V,чурун,modne
1148,reifen::V,агакьун,modne
1149,zubereiten::V,гьазурун,lage
1150,zubereiten::V,гьазурун,tilberede
1151,kochen::V,ругун,koke
1152,backen::V,чурун,bake
1153,braten::V,чурун,steke
1154,umrühren::V,какадарун,røre om
1155,stricken::V,хурун,strikke
1156,nähen::V,цун,sy
1157,färben::V,шир ягъун,farge
1158,reinigen::V,михьун,rense
1159,reinigen::V,михьун,gjøre ren
1160,waschen::V,чуьхуьн,vaske
1161,abwischen::V,гуьцӏун,tørke av
1162,spülen::V,экъуьрун,spyle
1163,spülen::V,экъуьрун,skylle
1164,fegen::V,шуткун,feie
1165,kehren::V,кул алтадун,koste
1166,baden::V,эхъуьн,bade
1167,sich waschen::V,жендек чуьхуьн,vaske seg
1168,ausziehen::V,хутӏунун,ta av
1169,ausziehen::V,галудун,ta av
1170,anziehen::V,алукӏун,ta på
1171,sich anziehen::V,алукӏун,kle på seg
1172,sich anziehen::V,парталар алукӏун,kle på seg
1173,kämmen::V,эвягъун,gre
1174,kämmen::V,эвягъун,kjemme
1175,schmücken::V,безетмишун,pynte
1176,schmücken::V,безетмишун,smykke
1177,schmücken::V,гуьрчегарун,pynte
1178,schmücken::V,гуьрчегарун,smykke
1179,sagen::V,лугьун,si
1180,sprechen::V,рахун,snakke
1181,reden::V,рахун,tale
1182,reden::V,рахун,snakke
1183,sich unterhalten::V,ихтилат авун,samtale
1184,fragen::V,жузун,spørre
1185,bitten::V,тӏалабун,be
1186,erzählen::V,ахъаюн,fortelle
1187,mitteilen::V,хабар гун,meddele
1188,nennen::V,тӏвар гун,kalle
1189,rufen::V,эверун,rope
1190,prahlen::V,яцӏу гафар авун,skryte
1191,übersetzen::V,таржума авун,oversette
1192,übersetzen::V,гафладун,oversette
1193,denken::V,фикир авун,tenke
1194,glauben::V,агъун,tro
1195,bemerken::V,фикир гун,bemerke
1196,bemerken::V,фикир гун,legge merke til
1197,begreifen::V,гъавурда акьун,begripe
1198,lernen::V,кӏелун,lære
1199,wissen::V,чир хьун,vite
1200,wissen::V,чирхьун,vite
1201,sich erinnern an::V,рикӏел хуьн,huske på
1202,vergessen::V,рикӏелай фин,glemme
1203,vergessen::V,рикӏелай алатун,glemme
1204,messen::V,алцумун,måle
1205,zählen::V,гьисабун,telle
1206,rechnen::V,гьисабун,regne
1207,lesen::V,кӏелун,lese
1208,malen::V,кхьин,male
1209,malen::V,шикилар чӏугун,male
1210,zeichnen::V,чӏугун,tegne
1211,schreiben::V,кхьин,skrive
1212,besitzen::V,иеси хьун,eie
1213,besitzen::V,иеси хьун,inneha
1214,kaufen::V,къачун,kjøpe
1215,kaufen::V,маса къачун,kjøpe
1216,verkaufen::V,гун,selge
1217,verkaufen::V,маса гун,selge
1218,bezahlen::V,къимет гун,betale
1219,bezahlen::V,эвезда авун,betale
1220,bezahlen::V,гьакъи агакьрун,betale
1221,zahlen::V,къимет гун,betale
1222,zahlen::V,эвезда авун,betale
1223,zahlen::V,гьакъи агакьрун,betale
1224,beherrschen::V,иеси хьун,beherske
1225,ertragen::V,таб гун,orke
1226,Oberschenkel::N,,lår
1227,Strömung::N,,strømning
1228,Moor::N,,myr
1229,Moor::N,,myrhei
1230,Gedächtnis::N,,minne
1231,Gedächtnis::N,,hukommelse
1232,Ski::N,,ski
1233,Platte::N,,plate
1234,Leine::N,,line
1235,Geschäft::N,,forretning
1236,dick[Gegenstand]::A,,tykk
1237,auf einmal::ADV,,med ett
1238,zurück::ADV,,tilbake
1239,wieder::ADV,,igjen
1240,wehen::V,,blåse
1241,rauchen::V,,ryke
1242,schaukeln::V,,huske
1243,rühren::V,,røre
1244,scheinen::V,,se ut
1245,zu sehen sein::V,,synes
1246,vernehmen::V,,få vite
1247,wenden::V,,vende
1248,binden::V,,binde
1249,lassen::V,,få til å
1250,erkennen::V,,gjenkjenne
1251,verstehen::V,,forstå
1252,verstehen::V,,skjønne
