,Concept_ID,ar,xal
71,Stein::N,حجر,чолун
72,Boden::N,تراب,Һазр
73,Erde::N,أرض,Һазр
74,Staub::N,غبار,тоосн
75,Rauch::N,دخان,утан
76,Funke::N,شرارة,очн
77,Feuer::N,نار,һал
78,Licht::N,نور,герл
79,Licht::N,ضوء,герл
80,Schatten::N,ظل,сүүдр
81,Schatten::N,فيء,сүүдр
82,Wetter::N,جو,теңгр
83,Wetter::N,طقس,теңгр
84,Nebel::N,ضباب,будн
85,Wolke::N,غيمة,үүлн
86,Wolke::N,سحابة,үүлн
87,Regen::N,مطر,хур
88,Schnee::N,ثلج,цасн
89,Eis::N,جليد,мөсн
90,Frost::N,صقيع,киитн
91,Kälte::N,برد,киитн
92,Hitze::N,حر,халун
93,Hitze::N,حرارة,халун
94,Raureif::N,صقيع,цаң
95,Raureif::N,صقيع,кирү
96,Regenbogen::N,قوس قزح,солңһ
97,Donner::N,رعد,оһтрһун дун
98,Strömung::N,تيار,урсхл
99,Tropfen::N,قطرة,дусал
100,Schaum::N,زبد,көөсн
101,Schaum::N,رغوة,көөсн
102,Schmutz::N,وسخ,кир
103,See::N,بحيرة,нур
104,Sumpf::N,مستنقع,унул
105,Moor::N,مستنقع,улм
106,Wiese::N,مرج,хадлһн
107,Wald::N,غابة,ө-модн
108,Hügel::N,تل,толһа
109,Anhöhe::N,تل,хамр
110,Berg::N,جبل,уул
111,Gipfel::N,قمة,ора
112,Höhle::N,كهف,хадин көндә
113,Abhang::N,منحدر,ташу
114,Quelle::N,منبع,булг
115,Bach::N,مجرى,һооҗур
116,Fluss::N,نهر,һол
117,Ufer::N,ضفة,көвә
118,Küste::N,ساحل,көвә
119,Küste::N,ساحل,теңгсин көвә
120,Festland::N,بر,хүүрә һазр
121,Meer::N,بحر,теңгс
122,Bucht::N,خليج,цекә
123,Bucht::N,خليج,теңгсин цекә
124,Insel::N,جزيرة,арл
125,Blume::N,زهرة,цецг
126,Gras::N,حشيش,ноһан
127,Wurzel::N,أصل,уңг
128,Baum::N,شجرة,модн
129,Stamm::N,جذع,шилв
130,Stamm::N,جذع,һол модн
131,Rinde::N,قشرة,көрсн
132,Ast::N,فرع,ац
133,Zweig::N,غصن,ац
134,Blatt::N,ورقة,хамтхасн
135,Birke::N,قضبان,хусм модн
136,Kiefer[Baum]::N,صنوبرة,шар харһа
137,Weide[Baum]::N,صفصاف,удн
138,Tanne::N,شوح,җөөлн цаһан модн
139,Tanne::N,تبوب,җөөлн цаһан модн
140,Horn::N,قرن,өвр
141,Feder::N,ريشة,өрвлг
142,Fell::N,فرو,арсн
143,Flügel::N,جناح,җивр
144,Klaue::N,مخلب,хумсн
145,Kralle::N,مخلب,тавг
146,Schwanz::N,ذيل,сүл
147,Ei::N,بيض,өндгн
148,Nest::N,عش,үр
149,Bau::N,جحر,нүкн
150,Tier::N,حيوان,мал
151,Herde::N,قطيع,сүрг мал
152,Kuh::N,بقرة,үкр
153,Bulle::N,ثور,бух
154,Pferd::N,خيل,мөрн
155,Schaf::N,شاة,хөн
156,Schwein::N,خنزير,һаха
157,Hund::N,كلب,ноха
158,Katze::N,قطة,мис
159,Bär::N,دب,аю
160,Eichhörnchen::N,سنجاب,кермн
161,Elch::N,موظ,хандһа
162,Fuchs::N,ثعلب,арат
163,Hase::N,أرنب,туула
164,Maus::N,فأرة,хулһн
165,Wolf::N,ذئب,чон
166,Vogel::N,طير,шовун
167,Schwarm::N,سرب,зел
168,Huhn::N,دجاجة,така
169,Hahn::N,ديك,эр така
170,Gans::N,وزة,һалун
171,Adler::N,نسر,һәрд
172,Ente::N,بطة,нуһсн
173,Eule::N,بوم,һурвлһ
174,Kranich::N,كركي,тоһрун
175,Krähe::N,غراب,шаазһа
176,Kuckuck::N,وقواق,эргин хуцдг
177,Schwan::N,إوز عراقي,хун
178,Fisch::N,سمك,заһсн
179,Barsch::N,فرخ أوربي,шүрг
180,Hecht::N,سمك الكراكي,цурх
181,Schlange[Tier]::N,حية,моһа
182,Schlange[Tier]::N,ثعبان,моһа
183,Wurm::N,دودة,өтн
184,Spinne::N,عنكبوت,аралҗн
185,Ameise::N,نملة,шорһлҗн
186,Laus::N,قملة,бөөсн
187,Mücke::N,ناموسة,бөкүн
188,Fliege::N,ذبابة,батхн
189,Schmetterling::N,فراشة,эрвәкә
190,Beere::N,حبة,бөөлҗрһн
191,Apfel::N,تفاح,альмн
192,Pilz::N,فطر,теңгрин ки
193,Zwiebel::N,بصل,мәңгрснә толһа
194,Saat::N,زرع,буудян экн
195,Korn::N,حبة,экн
196,Heu::N,دريس,өвсн
197,Schale::N,قشرة,хальсн
198,Grube::N,نقرة,нүкн
199,Falle::N,فخ,урх
200,Falle::N,فخ,хавх
201,Falle::N,مصيدة,урх
202,Falle::N,مصيدة,хавх
203,Schlinge::N,عروة,бүтү
204,Spur::N,أثر,мөр
205,Asche::N,رماد,үмсн
206,Dreck::N,قذر,бальчг
207,Eisen::N,حديد,төмр
208,Gold::N,ذهب,алтн
209,Silber::N,فضة,мөңгн
210,Silber::N,فضة,цаһан мөңгн
211,Kohle::N,فحم,нүүрсн
212,Glas::N,زجاج,шил
213,Lehm::N,طين,шавр
214,Sand::N,رمل,элсн
215,Mensch::N,إنسان,күн
216,Mensch::N,إنسان,күмн
217,Mann::N,رجل,эр
218,Frau::N,امرأة,күүкд күн
219,Kind::N,طفل,үрн
220,Junge::N,ولد,көвүн
221,Mädchen::N,بنت,бичкн күүкн
222,Familie::N,عائلة,бүл
223,Großvater::N,جد,өвк эцк
224,Großvater::N,جد,наһц эцк
225,Großmutter::N,جدة,эмг эк
226,Großmutter::N,جدة,наһц эк
227,Eltern::N,أبوان,эк эцк хойр
228,Eltern::N,والدان,эк эцк хойр
229,Vater::N,أب,эцк
230,Mutter::N,أم,эк
231,Sohn::N,إبن,көвүн
232,Tochter::N,بنت,күүкн
233,Tochter::N,إبنة,күүкн
234,Bruder::N,أخ,дү көвүн
235,Bruder::N,شقيق,дү көвүн
236,Schwester::N,أخت,эгч
237,Schwester::N,أخت,дү күүкн
238,Onkel::N,عم,авһ
239,Onkel::N,عم,наһцх
240,Tante::N,عمة,наһц эгч
241,Ehemann::N,زوج,залу
242,Ehefrau::N,زوجة,гергн
243,Freude::N,فرح,байр
244,Freude::N,سرور,байр
245,Gelächter::N,قهقهة,инәдн
246,Glück::N,سعادة,җирһл
247,Glück::N,سعادة,сәәхн җирһл
248,Kummer::N,غم,зовлң
249,Wunsch::N,منية,дурн
250,Lust::N,شهوة,җилвтлһн
251,Geist::N,روح,зөрг
252,Gedanke::N,فكرة,ухан
253,Gedächtnis::N,ذاكرة,чееҗин тодлвр
254,Verstand::N,عقل,ухан
255,Sinn::N,معنى,учр-утх
256,Grund::N,سبب,учр
257,Grund::N,سبب,шалтан
258,Wahrheit::N,حقيقة,үнн
259,Gespräch::N,محادثة,күүндвүр
260,Märchen::N,خرافة,тууль
261,Erzählung::N,قصة,келвр
262,Erzählung::N,حكاية,келвр
263,Nachricht::N,خبر,медүллһн
264,Neuigkeit::N,خبر جديد,зәңг
265,Name::N,اسم,нерн
266,Rätsel::N,لغز,тәәлвртә тууль
267,Rede::N,خطبة,келлһн
268,Sprache::N,لغة,келн
269,Stimme::N,صوت,дун
270,Wort::N,كلمة,үг
271,Zeichen::N,رمز,темдг
272,Zeichen::N,إشارة,темдг
273,Ruf::N,نداء,дуудлһн
274,Lärm::N,صخب,шууган
275,Lärm::N,ضجة,шууган
276,Laut::N,صوت,ә
277,Ton::N,نغمة,дун
278,Lied::N,أغنية,дун
279,Ruhe::N,هدوء,амулң
280,Leute::N,ناس,әмтн
281,Volk::N,شعب,улс
282,Arbeit::N,عمل,көдлмш
283,Gast::N,ضيف,гиич
284,Geschenk::N,هدية,белг
285,Spiel::N,لعب,наадн
286,Gesellschaft::N,صحبة,олн
287,Hilfe::N,عون,нөкд
288,Hilfe::N,مساعدة,нөкд
289,Freund::N,صديق,иньг
290,Kamerad::N,زميل,үр
291,Angelegenheit::N,أمر,керг
292,Angelegenheit::N,شأن,керг
293,Anzahl::N,عدد,то
294,Art::N,نوع,зүүл
295,Stück::N,قطعة,хусг
296,Teil::N,قسم,хүв
297,Hälfte::N,نصف,өрәл
298,Kreis::N,دائرة,төгрг
299,Kreuz::N,صليب,кирс
300,Linie::N,خط,зурасн
301,Strich::N,شرطة,татасн
302,Abstand::N,مسافة,зә
303,Entfernung::N,بعد,һазр
304,Gegend::N,ناحية,һазр
305,Platz::N,فراغ,зә
306,Ort::N,مكان,бәәрн
307,Seite::N,جانب,тал
308,Seite::N,جانب,хаҗу
309,Seite::N,جانب,хәврһ
310,Mitte::N,وسط,дунд
311,Gegenstand::N,موضوع,юмн
312,Sache::N,شيء,юмн
313,Rand::N,حافة,зах
314,Kante::N,حافة,ирмәг
315,Ecke::N,ركن,өнцг
316,Spitze::N,سن,үзүр
317,Ende::N,طرف,үзүр
318,Loch::N,ثقب,хаһрха
319,Winkel::N,زاوية,булң
320,Muster::N,عينة,намч
321,Größe::N,حجم,кемҗән
322,Länge::N,طول,ут
323,Höhe::N,علو,өндр
324,Höhe::N,ارتفاع,өндр
325,Gewicht::N,وزن,күнд
326,Gewicht::N,وزن,чиңнүр
327,Menge::N,كمية,ик
328,Haufen::N,كوم,ова
329,Reihe::N,صف,зерг
330,Reihe::N,صف,зерглән
331,Boot::N,قارب,оңһц
332,Boot::N,زورق,оңһц
333,Ruder::N,مجذاف,хәәв
334,Schlitten::N,مزلقة,цан
335,Ski::N,زلاجة,лыҗ
336,Lagerfeuer::N,نار المخيم,костёр
337,Last::N,حمل,күнд
338,Gang::N,مشية,йовлһн
339,Schritt::N,خطوة,ишкм
340,Norden::N,شمال,ар үзг
341,Süden::N,جنوب,өмн
342,Süden::N,جنوب,өмн үзг
343,Westen::N,غرب,барун
344,Westen::N,غرب,барун үзг
345,Osten::N,شرق,зүн
346,Osten::N,شرق,зүн үзг
347,Holz::N,خشب,модн
348,Brett::N,لوح,харһа
349,Platte::N,صفيحة,хавтха чолун
350,Stütze::N,سند,тулг
351,Stütze::N,دعامة,тулг
352,Stange::N,عود,уньн
353,Stock::N,عصا,модн
354,Stab::N,قضيب,шуург
355,Rohr::N,أنبوبة,турва
356,Haus::N,دار,гер
357,Haus::N,بيت,гер
358,Heim::N,بيت,гер-бул
359,Heim::N,مسكن,гер-бул
360,Ofen::N,مدفأة,беш
361,Fußboden::N,أرضية,девскр
362,Tisch::N,مائدة,ширә
363,Stuhl::N,كرسي,стул
364,Wiege::N,مهد,өлгә
365,Wiege::N,مهد,дүүҗң
366,Bett::N,سرير,орн
367,Bett::N,سرير,орндг
368,Regal::N,رف,таг
369,Regal::N,رف,тәвц
370,Kiste::N,صندوق,яршг
371,Fenster::N,شباك,терз
372,Fenster::N,نافذة,терз
373,Tür::N,باب,үүдн
374,Tor::N,بوابة,үүдн
375,Tor::N,بوابة,өргн үүдн
376,Tor::N,بوابة,хашан үүдн
377,Zaun::N,سياج,хаша
378,Dach::N,سطح,деевр
379,Leiter::N,سلم,шат
380,Leiter::N,سلم,давшур
381,Besen::N,مكنسة,сәвүр
382,Spaten::N,مسحاة,күрз
383,Schaufel::N,مجرفة,совг
384,Gabel::N,شوكة,серә
385,Löffel::N,ملعقة,ухр
386,Messer::N,سكين,утх
387,Nagel::N,مسمار,хадасн
388,Netz::N,شبكة,гөлм
389,Haken::N,خطاف,дегә
390,Haken::N,صنارة,дегә
391,Griff::N,قبضة,иш
392,Griff::N,قبضة,бәрүл
393,Schloss::N,قفل,оньс
394,Bild::N,صورة,зург
395,Figur::N,تمثال,фигур
396,Puppe::N,دمية,наадһа
397,Beutel::N,كيس,мишг
398,Bündel::N,ربطة,багла
399,Bündel::N,ربطة,боодһа
400,Tasche::N,شنطة,сумк
401,Tasche::N,محفظة,сумк
402,Eimer::N,سطل,суулһ
403,Eimer::N,جردل,суулһ
404,Deckel::N,سداد,бүркәсн
405,Geschirr::N,أوان,сав
406,Geschirr::N,أوان,сав-сарх
407,Sack::N,زكيبة,мишг
408,Tasse::N,فنجان,ааһ
409,Topf::N,قدر,кастрюль
410,Topf::N,طنجرة,кастрюль
411,Kessel::N,قدر,хәәсн
412,Kessel::N,غلاية,хәәсн
413,Essen::N,طعام,зоогллһн
414,Nahrung::N,غذاء,теҗәл
415,Speise::N,أكل,хот
416,Fleisch::N,لحم,махн
417,Getreide::N,حبوب,хот болҗ эдлгддг цецгүдтә урһмл
418,Brei::N,عصيدة,хаш
419,Brot::N,خبز,өдмг
420,Scheibe::N,شريحة,зүсм
421,Fett::N,سمن,өөкн
422,Butter::N,زبدة,тосн
423,Öl::N,زيت,тосн
424,Salz::N,ملح,давсн
425,Suppe::N,حساء,шөлн
426,Suppe::N,شربة,шөлн
427,Honig::N,عسل,бал
428,Milch::N,حليب,үсн
429,Tee::N,شاي,цә
430,Leder::N,جلد,арсн
431,Wolle::N,صوف,утцн
432,Wolle::N,صوف,эд
433,Stoff::N,قماش,эд
434,Nadel::N,إبرة,зүн
435,Faden::N,خيط,утцн
436,Knopf::N,زر,товч
437,Knoten::N,عقدة,зәңгдә
438,Farbe::N,صبغة,будг
439,Kleidung::N,ملابس,хувцн
440,Kleidung::N,ملابس,хувц-хунр
441,Hemd::N,قميص,киилг
442,Kragen::N,ياقة,зах
443,Ärmel::N,كم,ханцн
444,Hose::N,سروال,шалвур
445,Hose::N,بنطلون,шалвур
446,Gürtel::N,حزام,бүс
447,Mütze::N,طاقية,махла
448,Schuh::N,حذاء,башмгуд
449,Stiefel::N,جزمة,һосн
450,Stiefel::N,حذاء طويل,һосн
451,Ring::N,حلقة,билцг
452,Band::N,شريط,лент
453,Kamm::N,مشط,сам
454,Spiegel::N,مرآة,толь
455,Riemen::N,سير,бүс
456,Schnur::N,حبل,деесн
457,Schnur::N,دوبارة,деесн
458,Leine::N,قيد,бурнтг
459,Leine::N,قيد,нохан көтлвр
460,Decke::N,بطانية,көнҗл
461,Kissen::N,وسادة,дер
462,Tuch::N,منديل,альчур
463,Handtuch::N,فوطة,полотенц
464,Handtuch::N,فوطة,һар-нүүрин альчур
465,Handtuch::N,منشفة,полотенц
466,Handtuch::N,منشفة,һар-нүүрин альчур
467,Kraft::N,قدرة,күчн
468,Stärke::N,قوة,чидл
469,Gesundheit::N,صحة,эрүл-менд
470,Krankheit::N,مرض,өвчн
471,Schmerz::N,ألم,өвдлһн
472,Schmerz::N,وجع,өвдлһн
473,Wunde::N,جرح,шав
474,Fieber::N,حمى,безг
475,Arznei::N,دواء,эм
476,Brücke::N,جسر,тагт
477,Brunnen::N,بئر,худг
478,Weide::N,مرعى,малын идг
479,Pfad::N,درب,цувг
480,Weg::N,سكة,хаалһ
481,Straße::N,طريق,зам
482,Dorf::N,قرية,хотн
483,Stadt::N,مدينة,балһсн
484,Brief::N,خطاب,бичг
485,Brief::N,مكتوب,бичг
486,Buch::N,كتاب,дегтр
487,Buchstabe::N,حرف,үзг
488,Zeitung::N,جريدة,газет
489,Leben::N,عيش,җирһл
490,Leben::N,حياة,җирһл
491,Tod::N,موت,үкл
492,Tod::N,موت,өңгрлһн
493,Tod::N,وفاة,үкл
494,Tod::N,وفاة,өңгрлһн
495,Grab::N,قبر,оршалһна нүкн
496,Kirche::N,كنيسة,чонҗ
497,Sünde::N,خطيئة,нүл
498,Sünde::N,خطيئة,килнц
499,Gott::N,إله,бурхн
500,Arbeiter::N,عامل,көдлмшч
501,Chef::N,رئيس,толһач
502,Meister::N,أسطى,урн
503,Arzt::N,طبيب,эмч
504,Lehrer::N,مدرس,багш
505,Geld::N,نقود,мөңгн
506,Geschäft::N,صفقة,көдлмш
507,Laden::N,دكان,лавк
508,Preis::N,سعر,үн
509,Ware::N,بضاعة,эд-тавр
510,Nutzen::N,فائدة,олз
511,Reichtum::N,غنى,зөөр
512,Reichtum::N,ثروة,зөөр
513,Welt::N,عالم,орчлң
514,Welt::N,عالم,делкә
515,Welt::N,دنيا,орчлң
516,Welt::N,دنيا,делкә
517,Land::N,بلد,орн-нутг
518,Staat::N,دولة,государств
519,König::N,ملك,хан
520,Macht::N,سلطة,йосн
521,Grenze::N,حدود,меҗә
522,Krieg::N,حرب,дән
523,Feind::N,عدو,дәәсн
524,Gewalt::N,عنف,күч һарһлһн
525,Kampf::N,قتال,ноолдан
526,Kampf::N,قتال,бәрлдлһн
527,Bogen[Waffe]::N,قوس,саадг
528,Pfeil::N,سهم,сумн
529,Gewehr::N,بندقية,бу
530,Fehler::N,خطأ,алдг
531,Lüge::N,كذب,худл
532,Schaden::N,تلف,хорлт
533,Unglück::N,نحس,гүрм
534,Schuld::N,ذنب,гем
535,Schuld::N,ذنب,буру
536,Alter::N,سن,насн
537,Alter::N,عمر,насн
538,Schluss::N,ختام,чилгч
539,Schluss::N,نهاية,чилгч
540,Zeit::N,وقت,цаг
541,Tag::N,يوم,өдр
542,Morgen::N,صباح,өрүн
543,Mittag::N,ظهر,үд
544,Abend::N,مساء,асхн
545,Nacht::N,ليلة,сө
546,Woche::N,أسبوع,долан хонг
547,Monat::N,شهر,сар
548,Jahr::N,عام,җил
549,Jahr::N,سنة,җил
550,Frühling::N,ربيع,хавр
551,Sommer::N,صيف,зун
552,Herbst::N,خريف,намр
553,Winter::N,شتاء,үвл
554,Januar::N,يناير,январь
555,Januar::N,كانون الثاني,январь
556,Februar::N,شباط,февраль
557,Februar::N,فبراير,февраль
558,März::N,آذار,март
559,März::N,آذار,моһа сар
560,März::N,مارس,март
561,März::N,مارس,моһа сар
562,April::N,نيسان,апрель
563,Mai::N,مايو,май
564,Juni::N,يونيو,июнь
565,Juni::N,يونيو,мөчн сар
566,Juni::N,حزيران,июнь
567,Juni::N,حزيران,мөчн сар
568,Juli::N,تموز,июль
569,Juli::N,يوليو,июль
570,August::N,آب,август
571,August::N,أغسطس,август
572,September::N,أيلول,һаха сар
573,September::N,سبتمبر,һаха сар
574,Oktober::N,أكتوبر,октябрь
575,Oktober::N,تشرين الأول,октябрь
576,November::N,نوفمبر,ноябрь
577,November::N,نوفمبر,үкр сар
578,November::N,تشرين الثاني,ноябрь
579,November::N,تشرين الثاني,үкр сар
580,Dezember::N,ديسمبر,бар сар
581,Dezember::N,كانون الأول,бар сар
582,Montag::N,يوم الاثنين,понедельник
583,Dienstag::N,يوم الثلاثاء,вторник
584,Mittwoch::N,يوم الأربعاء,среда
585,Mittwoch::N,يوم الأربعاء,үлмҗ өдр
586,Donnerstag::N,يوم الخميس,четверг
587,Donnerstag::N,يوم الخميس,пүрвә өдр
588,Freitag::N,يوم الجمعة,пятниц
589,Samstag::N,يوم السبت,суббот
590,Sonntag::N,يوم الأحد,нарн өдр
591,Sonntag::N,يوم الأحد,воскресень
592,groß::A,كبير,ик
593,klein::A,صغير,бичкн
594,lang::A,طويل,ут
595,kurz::A,قصير,оһтр
596,breit::A,واسع,өргн
597,schmal::A,ضيق,уутьхн
598,dicht::A,كث,нигт
599,dicht::A,كثيف,нигт
600,dick[Gegenstand]::A,غليظ,зузан
601,dünn::A,رفيع,нимгн
602,fein::A,رقيق,нәрхн
603,fest::A,متين,бат
604,flach::A,سهل,хавтха
605,flach::A,منبسط,хавтха
606,glatt::A,ناعم,тегш
607,glatt::A,ناعم,тиньгр
608,hart::A,صلب,хату
609,hart::A,جامد,хату
610,weich::A,لين,җөөлн
611,weich::A,لين,җөөлкн
612,rund::A,مستدير,төгрг
613,spitz::A,مدبب,шовһр
614,scharf::A,حاد,хурц
615,stumpf::A,ثالم,мука
616,schwer::A,ثقيل,күнд
617,schön::A,جميل,сәәхн
618,heiß::A,حار,халун
619,heiß::A,ساخن,халун
620,warm::A,دافئ,дулан
621,kalt::A,بارد,киитн
622,kühl::A,قر,серүн
623,frisch::A,طازج,серүн
624,feucht::A,رطب,чиигтә
625,nass::A,مبلول,чиигтә
626,trocken::A,جاف,хагсу
627,voll::A,ملء,дүүрң
628,leer::A,خال,сул
629,leer::A,خال,хоосн
630,leer::A,فارغ,сул
631,leer::A,فارغ,хоосн
632,offen::A,مفتوح,секәтә
633,geschlossen::A,مغلق,хаалһата
634,sauber::A,نظيف,цевр
635,schmutzig::A,قذر,киртә
636,roh::A,نيء,түүкә
637,reif::A,ناضج,болсн
638,lecker::A,لذيذ,әмтәхн
639,süß::A,حلو,әмтәхн
640,bitter::A,مر,һашун
641,bitter::A,مر,һашута
642,sauer::A,حامض,ишклң
643,hell::A,نير,герлтә
644,dunkel::A,مظلم,харңһу
645,schwarz::A,أسود,хар
646,weiß::A,أبيض,цаһан
647,rot::A,أحمر,улан
648,gelb::A,أصفر,шар
649,blau::A,أزرق,көк
650,grün::A,أخضر,көк
651,grau::A,رمادي,бор
652,bunt::A,ملوب,алг
653,bunt::A,ملوب,эрәтә
654,billig::A,رخيص,кимд
655,teuer::A,غال,үнтә
656,wertvoll::A,ثمين,үнтә
657,wertvoll::A,ثمين,эрднь
658,blind::A,أعمى,сохр
659,taub::A,أصم,дүлә
660,taub::A,أطرش,дүлә
661,kräftig::A,قوي,күчтә
662,stark::A,قوي,чаңһ
663,schwach::A,ضعيف,күчн тату
664,fett::A,سمين,тарһн
665,schlank::A,أهيف,эццн
666,hübsch::A,جميل,көркхн
667,böse::A,رديء,уурта
668,dumm::A,أبله,тенг
669,dumm::A,أحمق,тенг
670,faul::A,كسلان,залху
671,fleißig::A,مجتهد,кинән
672,fleißig::A,مجتهد,кинмһә
673,geizig::A,بخيل,ховдг
674,klug::A,ذكي,ухата
675,klug::A,عاقل,ухата
676,geschickt::A,ماهر,чадмг
677,lieb::A,عزيز,эңкр
678,lustig::A,مرح,сергмҗтә
679,lustig::A,مرح,җирһлтә
680,sanft::A,حليم,номһн
681,hungrig::A,جائع,өлн
682,hungrig::A,جائع,харһнсн
683,krank::A,مريض,өвчтә
684,krank::A,مريض,шалтгта
685,nackt::A,عار,нүцкн
686,traurig::A,حزين,һундлта
687,lebendig::A,حي,әмд
688,gut::A,جيد,сән
689,schlecht::A,سيء,му
690,richtig::A,صحيح,зөвтә
691,schlimm::A,خبيث,җигшүртә
692,wahr::A,حق,үнн
693,wahr::A,حق,мөн
694,alt::A,قديم,хуучн
695,neu::A,جديد,шин
696,ehemalig::A,سابق,хуучн
697,alt[Lebewesen]::A,مسن,көгшн
698,jung::A,شاب,баһ
699,jung::A,صغير,баһ
700,arm::A,فقير,угатя
701,reich::A,غني,байн
702,bekannt::A,معلوم,таньл
703,bekannt::A,معلوم,таньдг
704,berühmt::A,مشهور,туурсн
705,fremd::A,أجنبي,күүнә
706,verschieden::A,مختلف,әдл биш
707,verschieden::A,مختلف,йилһәтә
708,nah::A,قريب,өөрхн
709,fern::A,بعيد,хол
710,linker::A,يسار,зүн
711,rechter::A,يمين,барун
712,anderer::A,آخر,талдан
713,erster::A,أول,негдгч
714,zweiter::A,ثان,хойрдгч
715,dritter::A,ثالث,һурвдгч
716,letzter::A,أخير,отхн
717,allein::ADV,وحده,һанцарн
718,auf einmal::ADV,بالمرة,нег дәкҗ
719,zusammen::ADV,معا,хамдан
720,lange::ADV,مدة طويلة,удан
721,plötzlich::ADV,فجأة,генткн
722,sofort::ADV,حالا,дарунь
723,sofort::ADV,فورا,дарунь
724,später::ADV,فيما بعد,сүүлд
725,jetzt::ADV,الآن,ода
726,jetzt::ADV,حاليا,ода
727,heute::ADV,اليوم,эндр
728,morgen::ADV,غدا,маңһдур
729,bald::ADV,قريبا,дарунь
730,dann::ADV,ثم,дәкәд
731,gestern::ADV,أمس,өцклдүр
732,gestern::ADV,البارحة,өцклдүр
733,einst::ADV,قديما,нег саамд
734,damals::ADV,حينئذ,тиигхд
735,danach::ADV,ثم,тегәд
736,danach::ADV,بعد ذلك,тегәд
737,vorher::ADV,من قبل,урд
738,vorher::ADV,قبل ذلك,урд
739,zuerst::ADV,أولا,түрүләд
740,einmal::ADV,مرة,нег дәкҗ
741,manchmal::ADV,أحيانا,зәрмдән
742,oft::ADV,كثيرا,хара биш
743,oft::ADV,كثيرا,хатяр биш
744,oft::ADV,كثيرا,дару-дарунь
745,immer::ADV,دائما,оньдинд
746,niemals::ADV,لا أبدا,кезә чмгн биш
747,hier::ADV,هنا,энд
748,hier::ADV,هنا,энүнд
749,hierhin::ADV,إلى هنا,нааран
750,von hier::ADV,من هنا,эндәс
751,dort::ADV,هناك,тенд
752,dorthin::ADV,إلى هناك,тиигән
753,geradeaus::ADV,إلى الأمام,шуд
754,vorwärts::ADV,إلى الأمام,уралан
755,rückwärts::ADV,إلى الوراء,гедргән
756,zurück::ADV,عودا,хәрү
757,zurück::ADV,إلى الخلف,хәрү
758,unten::ADV,تحت,дор
759,unten::ADV,في الأسفل,дор
760,hinab::ADV,إلى تحت,дор
761,hinab::ADV,إلى تحت,доракшан
762,oben::ADV,فوق,деер
763,oben::ADV,في الأعلى,деер
764,hinauf::ADV,إلى فوق,өөдән
765,hinauf::ADV,إلى فوق,деер
766,hinauf::ADV,إلى الأعلى,өөдән
767,hinauf::ADV,إلى الأعلى,деер
768,überall::ADV,في كل مكان,альд болв чигн
769,nicht::ADV,لا,эс
770,nicht::ADV,لا,биш
771,nicht::ADV,لا,бичә
772,nicht::ADV,لم,эс
773,nicht::ADV,لم,биш
774,nicht::ADV,لم,бичә
