,Concept_ID,mhr,hy
191,Barsch::N,ола́ҥге,պերկես
192,Hecht::N,нуж,գայլաձուկ
193,Hecht::N,чорта́н,գայլաձուկ
194,Schlange[Tier]::N,ки́шке,օձ
195,Wurm::N,шукш,որդ
196,Wurm::N,шукш,ճիճու
197,Spinne::N,эҥыре́мыш,սարդ
198,Ameise::N,ку́тко,միջյուն
199,Laus::N,тий,ոջիլ
200,Mücke::N,шыҥа́,մժղուկ
201,Fliege::N,ка́рме,ճանճ
202,Schmetterling::N,лы́ве,թիթեռ
203,Beere::N,мӧр,հատապտուղ
204,Apfel::N,олма́,խնձոր
205,Pilz::N,по́ҥго,սունկ
206,Zwiebel::N,шога́н,սոխ
207,Saat::N,нӧ́шмӧ,սերմ
208,Saat::N,туш,սերմ
209,Korn::N,шу́рно,հատիկ
210,Heu::N,шу́до,խոտ
211,Schale::N,шӱм,կեղեւ
212,Grube::N,выне́м,փոս
213,Falle::N,лӧ́дӧ,ծուղակ
214,Schlinge::N,о́птыш,խեղդան
215,Schlinge::N,шӧрга́лтыш,խեղդան
216,Spur::N,кыша́,հետք
217,Asche::N,ло́мыж,մոխիր
218,Dreck::N,лавыра́,աղտ
219,Eisen::N,кӱ́ртньӧ,երկաթ
220,Gold::N,шӧ́ртньӧ,ոսկի
221,Silber::N,ший,արծաթ
222,Kohle::N,мландышӱ́й,քարածուխ
223,Glas::N,янда́,ապակի
224,Lehm::N,шун,կավ
225,Sand::N,ошма́,ավազ
226,Mensch::N,еҥ,մարդ
227,Mensch::N,айде́ме,մարդ
228,Mann::N,пӧръе́ҥ,մարդ
229,Mann::N,пӧръе́ҥ,տղամարդ
230,Frau::N,ӱдырама́ш,կին
231,Kind::N,аза́,զավակ
232,Junge::N,рве́зе,տղա
233,Mädchen::N,ӱдыра́ш,աղջիկ
234,Familie::N,еш,ընտանիք
235,Großvater::N,коча́,պապ
236,Großmutter::N,кова́,տատ
237,Eltern::N,ача́-ава́,ծնողներ
238,Vater::N,ача́,հայր
239,Mutter::N,ава́,մայր
240,Sohn::N,э́рге,որդի
241,Tochter::N,ӱ́дыр,աղջիկ
242,Tochter::N,ӱ́дыр,դուստր
243,Bruder::N,иза́,եղբայր
244,Bruder::N,шо́льо,եղբայր
245,Schwester::N,ака́,քույր
246,Onkel::N,иза́,քեռի
247,Onkel::N,иза́,հորեղբայր
248,Tante::N,кока́,մորաքույր
249,Ehemann::N,мари́й,մարդ
250,Ehemann::N,мари́й,ամուսին
251,Ehefrau::N,ва́те,կին ամուսին
252,Freude::N,куа́н,ուրախություն
253,Freude::N,куаныма́ш,ուրախություն
254,Gelächter::N,во́штылтыш,ծիծաղ
255,Glück::N,пиа́л,երջանկություն
256,Kummer::N,о́йго,վիշտ
257,Wunsch::N,ку́мыл,ցանկություն
258,Lust::N,ку́мыл,փափագ
259,Lust::N,ку́мыл,իղձ
260,Geist::N,ӧрт,ոգի
261,Geist::N,чон,ոգի
262,Gedanke::N,ой,միտք
263,Gedanke::N,шоныма́ш,միտք
264,Gedächtnis::N,шарныма́ш,հիշողություն
265,Verstand::N,уш,խելք
266,Sinn::N,смысл,իմաստ
267,Grund::N,ама́л,պատճառ
268,Wahrheit::N,чын,ճշմարտություն
269,Gespräch::N,мутланыма́ш,զրույց
270,Märchen::N,йома́к,պայիկի պատմություն
271,Erzählung::N,ойлыма́ш,պատմվածք
272,Erzählung::N,ойлыма́ш,պատմություն
273,Nachricht::N,увертарыма́ш,հաղորդագրություն
274,Neuigkeit::N,уве́р,լուր
275,Neuigkeit::N,уве́р,նորություն
276,Name::N,лӱм,անուն
277,Rätsel::N,ту́што,բարդ խնդիր
278,Rede::N,ойлыма́ш,ճառ
279,Rede::N,ойлыма́ш,ելույթ
280,Sprache::N,йы́лме,լեզու
281,Stimme::N,йӱк,ձայն
282,Wort::N,ой,բառ
283,Wort::N,мут,բառ
284,Zeichen::N,ти́ште,նշան
285,Zeichen::N,знак,նշան
286,Ruf::N,ӱжма́ш,կոչ
287,Ruf::N,ӱжма́ш,կանչ
288,Lärm::N,лӱшкыма́ш,աղմուկ
289,Lärm::N,йӱк-йӱа́н,աղմուկ
290,Laut::N,йӱк,հնչյուն
291,Laut::N,йӱк,ձայն
292,Ton::N,йӱксе́м,տոն
293,Lied::N,му́ро,երգ
294,Ruhe::N,ты́мык,անդորրություն
295,Leute::N,еҥ-влак,մարդիկ
296,Volk::N,ка́лык,ազգ
297,Arbeit::N,паша́,գործ
298,Arbeit::N,паша́,աշխատանք
299,Gast::N,уна́,հյուր
300,Geschenk::N,пӧле́к,նվեր
301,Spiel::N,мо́дыш,խաղ
302,Spiel::N,модма́ш,խաղ
303,Gesellschaft::N,тӱшка́,ընկերություն
304,Hilfe::N,по́лыш,օգնությթուն
305,Freund::N,таҥ,ընկեր
306,Freund::N,таҥ,բարեկամ
307,Freund::N,йолта́ш,ընկեր
308,Freund::N,йолта́ш,բարեկամ
309,Kamerad::N,таҥ,ուղեկից
310,Angelegenheit::N,паша́,բան
311,Angelegenheit::N,паша́,գործ
312,Anzahl::N,чот,քանակ
313,Anzahl::N,чот,գումար
314,Art::N,вид,տեսակ
315,Stück::N,ка́тыш,կտոր
316,Stück::N,ла́стык,կտոր
317,Teil::N,ужа́ш,մաս
318,Hälfte::N,пел,կես
319,Hälfte::N,пе́ле,կես
320,Kreis::N,ты́ртыш,շիջանակ
321,Kreuz::N,ыре́с,խաչ
322,Linie::N,ли́ний,գիծ
323,Strich::N,коре́ш,գիծ
324,Abstand::N,кокла́,անջրպետ
325,Entfernung::N,тора́,հեռավորություն
326,Entfernung::N,ку́жыт,հեռավորություն
327,Gegend::N,кунде́м,շրջան
328,Platz::N,ку́мдык,տարածություն
329,Ort::N,вер,տեղ
330,Ort::N,вер,վայր
331,Ort::N,о́лмо,տեղ
332,Ort::N,о́лмо,վայր
333,Seite::N,ӧ́рдыж,կողմ
334,Mitte::N,покше́л,մեջտեղ
335,Gegenstand::N,наста́,առարկա
336,Sache::N,наста́,բան
337,Rand::N,тӱр,վերջք
338,Kante::N,тӱр,եզր
339,Ecke::N,лук,անկյուն
340,Spitze::N,вуй,ծայր
341,Ende::N,муча́ш,ծայր
342,Loch::N,рож,անցք
343,Winkel::N,лук,անկյուն
344,Muster::N,пеза́к,օրինակ
345,Muster::N,узо́р,օրինակ
346,Muster::N,ӱ́лгӧ,օրինակ
347,Größe::N,кӱ́кшыт,մեծություն
348,Länge::N,ку́тыш,երկարություն
349,Höhe::N,кӱ́кшыт,բարձրություն
350,Gewicht::N,не́лыт,կշիռ
351,Menge::N,чот,քանակ
352,Haufen::N,кы́шыл,դեզ
353,Haufen::N,кы́шыл,կույտ
354,Reihe::N,рада́м,շարք
355,Reihe::N,рада́м,կարգ
356,Boot::N,пуш,նավակ
357,Ruder::N,эшка́к,թի
358,Ruder::N,эшка́к,թիակ
359,Schlitten::N,тер,բալխիր
360,Schlitten::N,изде́р,բալխիր
361,Ski::N,е́че,դահուկ
362,Lagerfeuer::N,туло́то,բացօդեայ կրակ
363,Last::N,нӧ́лтыш,բեռ
364,Gang::N,ошкылма́ш,զբոսանք
365,Schritt::N,о́шкыл,քայլ
366,Norden::N,йӱдйыма́л,հյուսիս
367,Süden::N,кечывалве́л,հարավ
368,Westen::N,касве́л,արեւմուտք
369,Osten::N,эрве́л,արեւելք
370,Holz::N,пу,փայտ
371,Brett::N,оҥа́,տախտակ
372,Platte::N,аста́р,թիթեղ
373,Stütze::N,чара́к,նեցուկ
374,Stange::N,лома́ш,ձող
375,Stock::N,тоя́,փայտ
376,Stab::N,вара́,ցուպ
377,Stab::N,вара́,գավազան
378,Stab::N,кашта́,ցուպ
379,Stab::N,кашта́,գավազան
380,Rohr::N,пуч,խողովակ
381,Haus::N,пӧрт,տուն
382,Heim::N,мӧ́ҥгӧ,տուն
383,Ofen::N,комака́,վառարան
384,Fußboden::N,кӱва́р,հատակ
385,Tisch::N,ӱсте́л,սեղան
386,Stuhl::N,пӱке́н,աթոռ
387,Wiege::N,шепка́,օրորոց
388,Bett::N,ва́кшыш,անկողին
389,Regal::N,шӧ́рлык,դարակ
390,Kiste::N,шо́ндык,տուփ
391,Kiste::N,я́шлык,տուփ
392,Fenster::N,окна́,պատուհան
393,Tür::N,омса́,դուռ
394,Tor::N,капка́,դարպաս
395,Zaun::N,сава́р,ցանկապատ
396,Dach::N,леве́дыш,տանիք
397,Dach::N,леве́дыш,կտուր
398,Leiter::N,тошка́лтыш,սանդուղք
399,Besen::N,ӱштерво́штыр,ավել
400,Spaten::N,ко́льмо,բահ
401,Schaufel::N,сово́к,թի
402,Schaufel::N,су́ско,թի
403,Gabel::N,ви́лке,պատառաքաղ
404,Löffel::N,па́не,գդալ
405,Löffel::N,совла́,գդալ
406,Messer::N,кӱ́зӧ,դանակ
407,Nagel::N,пуда́,մեխ
408,Netz::N,вапш,ցանց
409,Haken::N,са́гыле,կարթ
410,Griff::N,кыл,կոթ
411,Griff::N,кыл,բռնակ
412,Schloss::N,кӧгӧ́н,կողպեք
413,Bild::N,сӱре́т,նկար
414,Bild::N,сӱре́т,պատկեր
415,Figur::N,фигу́р,քանդակ
416,Figur::N,фигу́р,պատկեր
417,Puppe::N,курча́к,տիկնիկ
418,Beutel::N,меша́к,տոպրակ
419,Bündel::N,арша́ш,կապոց
420,Tasche::N,сумка́,պայուսակ
421,Eimer::N,ведра́,դույլ
422,Deckel::N,ко́мдыш,կափարիչ
423,Geschirr::N,а́те,ամանեղեն
424,Sack::N,куль,պարկ
425,Sack::N,куль,տոպրակ
426,Sack::N,меша́к,պարկ
427,Sack::N,меша́к,տոպրակ
428,Tasse::N,чу́кыр,թաս
429,Tasse::N,чу́кыр,գավաթ
430,Tasse::N,чашка́,թաս
431,Tasse::N,чашка́,գավաթ
432,Topf::N,ми́ске,անոթ
433,Kessel::N,под,կաթսա
434,Essen::N,ко́чкыш,կերակուր
435,Nahrung::N,ку́рго,ուտելիք
436,Speise::N,ко́чкыш,խորտիկ
437,Speise::N,ко́чкыш,կերակուր
438,Fleisch::N,шыл,միս
439,Getreide::N,шу́рно,հացահատիկ
440,Brei::N,пу́чымыш,լանդակ
441,Brot::N,ки́нде,հաց
442,Scheibe::N,ка́тыш,կտոր
443,Scheibe::N,ка́тыш,պատառ
444,Fett::N,коя́,ճարպ
445,Butter::N,ӱй,կարագ
446,Öl::N,ӱй,ձեթ
447,Salz::N,шинча́л,աղ
448,Suppe::N,шӱр,սուպ
449,Suppe::N,шӱр,ապուր
450,Honig::N,мӱй,մեղր
451,Milch::N,шӧр,կաթ
452,Tee::N,чай,թեյ
453,Leder::N,сура́н,կաշի
454,Leder::N,шӱ́штӧ,կաշի
455,Wolle::N,пун,բուրդ
456,Stoff::N,куэ́м,գործվածք
457,Stoff::N,посто́,գործվածք
458,Nadel::N,и́ме,ասեղ
459,Faden::N,шӱ́ртӧ,թել
460,Knopf::N,по́лдыш,կոճակ
461,Knoten::N,пышке́м,հանգույց
462,Farbe::N,чия́,ներկ
463,Kleidung::N,чие́м,հագուստ
464,Kleidung::N,вурге́м,հագուստ
465,Hemd::N,ту́выр,վերնաշապիկ
466,Kragen::N,сога́,օձիք
467,Ärmel::N,шокш,թեւք
468,Hose::N,йола́ш,շալվար
469,Gürtel::N,ӱ́штӧ,գոտի
470,Mütze::N,упш,կեպի
471,Schuh::N,боти́нке,կոշիկ
472,Stiefel::N,кем,երկարաճիթ կոշիկ
473,Ring::N,шерга́ш,զնգալ
474,Band::N,тасма́,ժապավեն
475,Band::N,ле́нте,ժապավեն
476,Kamm::N,шерге́,սանր
477,Spiegel::N,вошто́нчыш,հայելի
478,Riemen::N,кӱзанӱ́штӧ,փոկ
479,Schnur::N,кере́м,լար
480,Schnur::N,кандыра́,լար
481,Leine::N,вӱра́ҥ,փոկ
482,Decke::N,леве́дыш,վերմակ
483,Decke::N,одея́л,վերմակ
484,Kissen::N,кӱ́пчык,բարձ
485,Tuch::N,шо́выч,թաշկինակ
486,Handtuch::N,со́лык,սրբիչ
487,Kraft::N,вий,ուժ
488,Kraft::N,куа́т,ուժ
489,Stärke::N,куа́т,պնդություն
490,Stärke::N,куа́т,ամրություն
491,Stärke::N,карма́н,պնդություն
492,Stärke::N,карма́н,ամրություն
493,Gesundheit::N,таза́лык,առողջություն
494,Krankheit::N,чер,ախտ
495,Krankheit::N,чер,հիվանդություն
496,Schmerz::N,ко́рштыш,ցավ
497,Schmerz::N,ко́рштыш,տանջանք
498,Wunde::N,су́сыр,վերք
499,Fieber::N,йӱштыму́ж,տենդ
500,Fieber::N,лихора́дке,տենդ
501,Arznei::N,эм,դեղ
502,Brücke::N,кӱва́р,կամուրջ
503,Brunnen::N,вӱдвыне́м,հոր
504,Brunnen::N,вӱдвыне́м,ջրհոր
505,Weide::N,нурше́р,արոտավայր
506,Pfad::N,йолго́рно,արահետ
507,Pfad::N,сокма́к,արահետ
508,Weg::N,ко́рно,ուղի
509,Straße::N,ко́рно,ճանապարհ
510,Dorf::N,ял,գյուղ
511,Stadt::N,ола́,քաղաք
512,Brief::N,се́рыш,նամակ
513,Buch::N,книга́,գիրք
514,Buchstabe::N,буква́,տառ
515,Buchstabe::N,буква́,գիր
516,Zeitung::N,газе́т,լրագիր
517,Leben::N,и́лыш,կյանք
518,Tod::N,колыма́ш,մահ
519,Grab::N,шӱга́р,գերեզման
520,Kirche::N,че́рке,եկեղեցի
521,Sünde::N,су́лык,մեղք
522,Gott::N,ю́мо,աստված
523,Arbeiter::N,паша́зе,բանվոր
524,Arbeiter::N,паша́зе,աշխատող
525,Chef::N,тӧра́,տեր
526,Meister::N,маста́р,վարպետ
527,Arzt::N,врач,բժիշկ
528,Lehrer::N,ту́ныктышо,ուսուցիչ
529,Geld::N,окса́,փող
530,Geschäft::N,сатулыма́ш,գործ
531,Geschäft::N,сатулыма́ш,աշխատանք
532,Laden::N,ке́выт,կրպակ
533,Laden::N,ке́выт,խանութ
534,Preis::N,ак,գին
535,Ware::N,сату́,ապրանք
536,Nutzen::N,пайда́,օգուտ
537,Reichtum::N,поя́нлык,հարստություն
538,Welt::N,тӱня́,աշխարհ
539,Land::N,эл,երկիր
540,Staat::N,кугыжа́ныш,պետություն
541,König::N,кугыжа́,արքա
542,König::N,кугыжа́,թագավոր
543,Macht::N,власть,իշխանություն
544,Grenze::N,грани́ца,սահման
545,Krieg::N,сар,պատերազմ
546,Feind::N,тушма́н,թշնամի
547,Gewalt::N,виешлыма́ш,բռնություն
548,Gewalt::N,виешлыма́ш,սաստկություն
549,Kampf::N,кредалма́ш,մարտ
550,Bogen[Waffe]::N,юҥе́ж,աղեղ
551,Pfeil::N,пикш,նետ
552,Gewehr::N,пыча́л,հրացան
553,Fehler::N,йо́ҥылыш,սխալ
554,Lüge::N,шоя́к,սուտ
555,Schaden::N,зия́н,վնաս
556,Unglück::N,эҥге́к,դժբախտություն
557,Schuld::N,тита́к,պակասություն
558,Schuld::N,йола́,պակասություն
559,Alter::N,ийго́т,հասակ
560,Schluss::N,муча́ш,վերջ
561,Schluss::N,муча́ш,վախճան
562,Zeit::N,жап,ժամանակ
563,Zeit::N,па́гыт,ժամանակ
564,Tag::N,ке́че,օր
565,Morgen::N,эр,առավոտ
566,Mittag::N,кечыва́л,կեսօր
567,Abend::N,кас,երեկո
568,Nacht::N,йӱд,գիշեր
569,Woche::N,арня́,շաբաթ
570,Monat::N,ты́лзе,ամիս
571,Jahr::N,ий,տարի
572,Frühling::N,шо́шо,գարուն
573,Sommer::N,кеҥе́ж,ամառ
574,Herbst::N,шы́же,աշուն
575,Winter::N,те́ле,ձմեռ
576,Januar::N,шоркыйол,հունվար
577,Januar::N,идалыкву́й,հունվար
578,Januar::N,янва́рь,հունվար
579,Februar::N,пургыж,փետրվար
580,Februar::N,февра́ль,փետրվար
581,März::N,ӱярня,մարտ
582,März::N,март,մարտ
583,April::N,апре́ль,ապրիլ
584,Mai::N,ага,մայիս
585,Mai::N,май,մայիս
586,Juni::N,пеледыш,հունիս
587,Juni::N,ию́нь,հունիս
588,Juli::N,сӱрем,հուլիս
589,Juli::N,ию́ль,հուլիս
590,August::N,сорла,օգոստոս
591,August::N,агарма́н,օգոստոս
592,August::N,а́вгуст,օգոստոս
593,September::N,идым,սեպտեմբեր
594,September::N,сентя́брь,սեպտեմբեր
595,Oktober::N,шыжа,հոկտեմբեր
596,Oktober::N,октя́брь,հոկտեմբեր
597,November::N,кылме тылзе,նոյեմբեր
598,November::N,ноя́брь,նոյեմբեր
599,Dezember::N,дека́брь,դեկտեմբեր
600,Montag::N,шо́чмо,երկուշաբթի
601,Dienstag::N,ку́шкыжмо,երեքշաբթի
602,Mittwoch::N,вӱрге́че,չորեքշաբթի
603,Donnerstag::N,изарня́,հինգշաբթի
604,Freitag::N,кугарня́,ուրբաթ
605,Samstag::N,шуматке́че,շաբաթ
606,Sonntag::N,рушарня́,կիրակի
607,groß::A,кугу́,մեծ
608,groß::A,кугу́,խոշոր
609,klein::A,изи́,պստիկ
610,klein::A,изи́,փոքրիկ
611,lang::A,кужу́,երկար
612,kurz::A,кӱ́чык,կարճ
613,breit::A,кумда́,լայն
614,schmal::A,а́ҥысыр,նեղ
615,dicht::A,ну́гыдо,խիտ
616,dick[Gegenstand]::A,кӱ́жгӧ,հաստ
617,dünn::A,ви́чкыж,բարակ
618,fein::A,ты́гыде,նուրբ
619,fest::A,чо́ткыдо,ամուր
620,fest::A,чо́ткыдо,պինդ
621,flach::A,лапка́,տափակ
622,glatt::A,яклака́,հարթ
623,hart::A,пе́ҥгыде,կարծր
624,weich::A,пу́шкыдо,մեղմ
625,weich::A,пу́шкыдо,փափուկ
626,rund::A,йырге́шке,կլոր
627,spitz::A,коша́р,սրածայր
628,scharf::A,пӱ́сӧ,սուր
629,stumpf::A,токма́к,գուլ
630,schwer::A,не́ле,ծանր
631,schön::A,сы́лне,սիրուն
632,schön::A,сы́лне,գեղեցիկ
633,heiß::A,шо́кшо,թեժ
634,warm::A,ле́ве,տաք
635,warm::A,ле́ве,ջերմ
636,kalt::A,йӱ́штӧ,ցուրտ
637,kühl::A,юа́лге,զով
638,kühl::A,южгата́,զով
639,frisch::A,свежа́,թարմ
640,feucht::A,вӱ́дыжгӧ,ղոնավ
641,nass::A,нӧ́рӧ,թաց
642,trocken::A,ку́кшо,ցամաք
643,voll::A,тич,լի
644,voll::A,тич,լիքը
645,leer::A,яра́,դատարկ
646,offen::A,виш,բաց
647,geschlossen::A,пе́тырыме,գոց
648,geschlossen::A,тӱ́чмӧ,գոց
649,sauber::A,ару́,մաքուր
650,sauber::A,янда́р,մաքուր
651,schmutzig::A,лавыра́н,կեղտոտ
652,schmutzig::A,ла́выргыше,կեղտոտ
653,roh::A,кӱ́чымӧ,հում
654,reif::A,лӧза́,հասած
655,reif::A,лӧза́,հասուն
656,lecker::A,ту́тло,համեղ
657,süß::A,ше́ре,անուշ
658,bitter::A,ко́чо,կծու
659,sauer::A,шо́по,թթու
660,sauer::A,шо́по,թթված
661,hell::A,во́лгыдо,պայծառ
662,hell::A,во́лгыдо,խելամիտ
663,dunkel::A,пычке́мыш,մութ
664,schwarz::A,шола́,սեւ
665,weiß::A,ош,սպիտակ
666,rot::A,йошка́р,կարմիր
667,gelb::A,сар,դեղին
668,blau::A,ка́нде,կապույտ
669,grün::A,ужа́р,կանաչ
670,grau::A,сур,գորշ
671,bunt::A,олача́,գոյնզգոյն
672,billig::A,шу́лдо,էժան
673,teuer::A,ше́рге,թանկ
674,wertvoll::A,шергака́н,թանկարժեք
675,blind::A,со́кыр,կույր
676,taub::A,соҥгыра́,խուլ
677,kräftig::A,куа́тле,հզոր
678,stark::A,вия́н,ուժեղ
679,schwach::A,а́лдыме,տկար
680,schwach::A,а́лдыме,թույլ
681,fett::A,коя́,գեր
682,schlank::A,йоштката́,նիհար
683,schlank::A,яжу́,նիհար
684,hübsch::A,чеве́р,գրավիչ
685,hübsch::A,чеве́р,սիրունիկ
686,böse::A,шы́де,չար
