,Concept_ID,xal,hi
337,Mädchen::N,бичкн күүкн,कुमारी
338,Familie::N,бүл,परिवार
339,Großvater::N,өвк эцк,दादा
340,Großvater::N,наһц эцк,दादा
341,Großmutter::N,эмг эк,नानी
342,Großmutter::N,наһц эк,नानी
343,Eltern::N,эк эцк хойр,माँ-बाप
344,Eltern::N,эк эцк хойр,माता-पिता
345,Vater::N,эцк,बाप
346,Vater::N,эцк,पिता
347,Mutter::N,эк,माँ
348,Mutter::N,эк,माता
349,Sohn::N,көвүн,बेटा
350,Sohn::N,көвүн,पुत्र
351,Tochter::N,күүкн,बेटी
352,Tochter::N,күүкн,पुत्री
353,Bruder::N,дү көвүн,भाई
354,Bruder::N,дү көвүн,भ्राता
355,Schwester::N,эгч,बहन
356,Schwester::N,эгч,भगिनी
357,Schwester::N,дү күүкн,बहन
358,Schwester::N,дү күүкн,भगिनी
359,Onkel::N,авһ,ताऊ
360,Onkel::N,авһ,काका
361,Onkel::N,наһцх,ताऊ
362,Onkel::N,наһцх,काका
363,Tante::N,наһц эгч,बूआ
364,Tante::N,наһц эгч,फूफी
365,Tante::N,наһц эгч,ख़ाला
366,Ehemann::N,залу,पति
367,Ehemann::N,залу,शौहर
368,Ehefrau::N,гергн,बीवी
369,Freude::N,байр,आनंद
370,Freude::N,байр,प्रसन्नता
371,Gelächter::N,инәдн,हँसी
372,Gelächter::N,инәдн,क़हक़हा
373,Glück::N,җирһл,आनंद
374,Glück::N,җирһл,ख़ुशी
375,Glück::N,сәәхн җирһл,आनंद
376,Glück::N,сәәхн җирһл,ख़ुशी
377,Kummer::N,зовлң,शोक
378,Kummer::N,зовлң,दुःख
379,Wunsch::N,дурн,इच्छा
380,Wunsch::N,дурн,अभिलाषा
381,Lust::N,җилвтлһн,चाह
382,Lust::N,җилвтлһн,कामना
383,Geist::N,зөрг,जान
384,Geist::N,зөрг,प्राण
385,Gedanke::N,ухан,विचार
386,Gedächtnis::N,чееҗин тодлвр,याददाश्त
387,Gedächtnis::N,чееҗин тодлвр,स्मरण-शक्ति
388,Verstand::N,ухан,समझ
389,Verstand::N,ухан,अक़्ल
390,Verstand::N,ухан,बुद्धि
391,Sinn::N,учр-утх,अर्थ
392,Grund::N,учр,वजह
393,Grund::N,учр,कारण
394,Grund::N,шалтан,वजह
395,Grund::N,шалтан,कारण
396,Wahrheit::N,үнн,सत्य
397,Wahrheit::N,үнн,सच्चाई
398,Gespräch::N,күүндвүр,चर्चा
399,Gespräch::N,күүндвүр,वार्ता
400,Gespräch::N,күүндвүр,बात-चीत
401,Märchen::N,тууль,क़िस्सा
402,Erzählung::N,келвр,कथा
403,Erzählung::N,келвр,कहानी
404,Nachricht::N,медүллһн,सूचना
405,Nachricht::N,медүллһн,समाचार
406,Neuigkeit::N,зәңг,ख़बर
407,Neuigkeit::N,зәңг,समाचार
408,Name::N,нерн,नाम
409,Rätsel::N,тәәлвртә тууль,पहेली
410,Rede::N,келлһн,वचन
411,Rede::N,келлһн,भाषण
412,Sprache::N,келн,भाषा
413,Sprache::N,келн,ज़बान
414,Stimme::N,дун,स्वर
415,Stimme::N,дун,आवाज़
416,Wort::N,үг,शब्द
417,Wort::N,үг,लफ़्ज़
418,Zeichen::N,темдг,निशान
419,Ruf::N,дуудлһн,पुकार
420,Ruf::N,дуудлһн,आह्वान
421,Lärm::N,шууган,शोर
422,Lärm::N,шууган,हुल्लड़
423,Laut::N,ә,स्वर
424,Laut::N,ә,ध्वनि
425,Ton::N,дун,सुर
426,Ton::N,дун,स्वर
427,Lied::N,дун,गीत
428,Ruhe::N,амулң,आराम
429,Ruhe::N,амулң,ख़ामोशी
430,Leute::N,әмтн,लोग
431,Volk::N,улс,क़ौम
432,Volk::N,улс,प्रजा
433,Arbeit::N,көдлмш,काम
434,Gast::N,гиич,अतिथि
435,Gast::N,гиич,मेहमान
436,Geschenk::N,белг,उपहार
437,Geschenk::N,белг,तोहफ़ा
438,Spiel::N,наадн,खेल
439,Spiel::N,наадн,क्रीड़ा
440,Gesellschaft::N,олн,साथ
441,Hilfe::N,нөкд,मदद
442,Hilfe::N,нөкд,सहायता
443,Freund::N,иньг,मित्र
444,Kamerad::N,үр,साथी
445,Kamerad::N,үр,कामरेड
446,Angelegenheit::N,керг,बात
447,Angelegenheit::N,керг,मामला
448,Anzahl::N,то,तादाद
449,Anzahl::N,то,संख्या
450,Art::N,зүүл,तरह
451,Art::N,зүүл,क़िस्म
452,Stück::N,хусг,फाँक
453,Stück::N,хусг,टुकड़ा
454,Teil::N,хүв,भाग
455,Teil::N,хүв,हिस्सा
456,Hälfte::N,өрәл,अर्धभाग
457,Kreis::N,төгрг,चक्कर
458,Kreuz::N,кирс,सलीब
459,Kreuz::N,кирс,क्रूस
460,Linie::N,зурасн,लाइन
461,Strich::N,татасн,लकीर
462,Abstand::N,зә,अंतर
463,Abstand::N,зә,फ़ासला
464,Entfernung::N,һазр,दूरी
465,Entfernung::N,һазр,फ़ासला
466,Gegend::N,һазр,इलाक़ा
467,Platz::N,зә,जगह
468,Platz::N,зә,स्थान
469,Ort::N,бәәрн,स्थल
470,Ort::N,бәәрн,स्थान
471,Seite::N,тал,ओर
472,Seite::N,тал,तरफ़
473,Seite::N,хаҗу,ओर
474,Seite::N,хаҗу,तरफ़
475,Seite::N,хәврһ,ओर
476,Seite::N,хәврһ,तरफ़
477,Mitte::N,дунд,बीच
478,Mitte::N,дунд,मध्य
479,Gegenstand::N,юмн,चीज़
480,Gegenstand::N,юмн,पदार्थ
481,Sache::N,юмн,चीज़
482,Sache::N,юмн,वस्तु
483,Rand::N,зах,छोर
484,Rand::N,зах,उपांत
485,Kante::N,ирмәг,कोर
486,Kante::N,ирмәг,किनारा
487,Ecke::N,өнцг,कोना
488,Ecke::N,өнцг,नुक्कड़
489,Spitze::N,үзүр,नोक
490,Ende::N,үзүр,छोर
491,Ende::N,үзүр,सिरा
492,Loch::N,хаһрха,छेद
493,Loch::N,хаһрха,सूराख़
494,Winkel::N,булң,कोण
495,Winkel::N,булң,कोना
496,Muster::N,намч,नमूना
497,Muster::N,намч,डिज़ाइन
498,Größe::N,кемҗән,परिमाण
499,Größe::N,кемҗән,विस्तार
500,Länge::N,ут,लंबाई
501,Höhe::N,өндр,ऊँचाई
502,Höhe::N,өндр,उच्चता
503,Gewicht::N,күнд,भार
504,Gewicht::N,күнд,वज़न
505,Gewicht::N,чиңнүр,भार
506,Gewicht::N,чиңнүр,वज़न
507,Menge::N,ик,मात्रा
508,Haufen::N,ова,ढेर
509,Haufen::N,ова,अंबार
510,Reihe::N,зерг,क़तार
511,Reihe::N,зерг,पंक्ति
512,Reihe::N,зерглән,क़तार
513,Reihe::N,зерглән,पंक्ति
514,Boot::N,оңһц,नाव
515,Boot::N,оңһц,नौका
516,Ruder::N,хәәв,चप्पू
517,Schlitten::N,цан,बर्फ़-गाड़ी
518,Ski::N,лыҗ,स्की
519,Lagerfeuer::N,костёр,अलाव
520,Lagerfeuer::N,костёр,कैंप-फ़ायर
521,Last::N,күнд,भार
522,Gang::N,йовлһн,चाल
523,Schritt::N,ишкм,डग
524,Schritt::N,ишкм,क़दम
525,Norden::N,ар үзг,उत्तर
526,Süden::N,өмн,दक्खिन
527,Süden::N,өмн үзг,दक्खिन
528,Westen::N,барун,पश्चिम
529,Westen::N,барун үзг,पश्चिम
530,Osten::N,зүн,पूरब
531,Osten::N,зүн үзг,पूरब
532,Holz::N,модн,काठ
533,Holz::N,модн,काष्ठ
534,Brett::N,харһа,पटरा
535,Brett::N,харһа,तख़्ता
536,Platte::N,хавтха чолун,फलक
537,Platte::N,хавтха чолун,तख़्ता
538,Stütze::N,тулг,टेक
539,Stütze::N,тулг,थूनी
540,Stange::N,уньн,छड़
541,Stange::N,уньн,बाँस
542,Stock::N,модн,लाठी
543,Stab::N,шуург,लग्गा
544,Rohr::N,турва,नल
545,Haus::N,гер,घर
546,Haus::N,гер,मकान
547,Heim::N,гер-бул,घर
548,Heim::N,гер-бул,गृह
549,Ofen::N,беш,चूल्हा
550,Fußboden::N,девскр,फ़र्श
551,Tisch::N,ширә,मेज़
552,Stuhl::N,стул,कुरसी
553,Wiege::N,өлгә,पालना
554,Wiege::N,өлгә,हिंडोला
555,Wiege::N,дүүҗң,पालना
556,Wiege::N,дүүҗң,हिंडोला
557,Bett::N,орн,खाट
558,Bett::N,орн,पलंग
559,Bett::N,орндг,खाट
560,Bett::N,орндг,पलंग
561,Regal::N,таг,शेल्फ़
562,Regal::N,тәвц,शेल्फ़
563,Kiste::N,яршг,पेटी
564,Kiste::N,яршг,डिब्बा
565,Fenster::N,терз,खिड़की
566,Tür::N,үүдн,द्वार
567,Tür::N,үүдн,दरवाज़ा
568,Tor::N,үүдн,फाटक
569,Tor::N,өргн үүдн,फाटक
570,Tor::N,хашан үүдн,फाटक
571,Zaun::N,хаша,बाड़ा
572,Dach::N,деевр,छत
573,Dach::N,деевр,छप्पर
574,Leiter::N,шат,सीढ़ी
575,Leiter::N,давшур,सीढ़ी
576,Besen::N,сәвүр,झाड़ू
577,Besen::N,сәвүр,बुहारी
578,Spaten::N,күрз,कुदाल
579,Schaufel::N,совг,बेलचा
580,Schaufel::N,совг,फावड़ा
581,Gabel::N,серә,काँटा
582,Löffel::N,ухр,चम्मच
583,Messer::N,утх,छुरा
584,Messer::N,утх,चाक़ू
585,Nagel::N,хадасн,कील
586,Nagel::N,хадасн,मेख़
587,Netz::N,гөлм,जाल
588,Haken::N,дегә,अंकुश
589,Griff::N,иш,मूठ
590,Griff::N,иш,हत्था
591,Griff::N,бәрүл,मूठ
592,Griff::N,бәрүл,हत्था
593,Schloss::N,оньс,ताला
594,Bild::N,зург,चित्र
595,Figur::N,фигур,मूर्ति
596,Puppe::N,наадһа,पुतली
597,Puppe::N,наадһа,गुड़िया
598,Beutel::N,мишг,झोला
599,Bündel::N,багла,पुलिंदा
600,Bündel::N,боодһа,पुलिंदा
601,Tasche::N,сумк,बेग
602,Tasche::N,сумк,बस्ता
603,Eimer::N,суулһ,बाल्टी
604,Deckel::N,бүркәсн,ढक्कन
605,Geschirr::N,сав,बरतन-भाँड़े
606,Geschirr::N,сав-сарх,बरतन-भाँड़े
607,Sack::N,мишг,बोरा
608,Tasse::N,ааһ,प्याला
609,Topf::N,кастрюль,देग़चा
610,Kessel::N,хәәсн,देग़
611,Kessel::N,хәәсн,बटलोई
612,Essen::N,зоогллһн,खाना
613,Nahrung::N,теҗәл,भोजन
614,Speise::N,хот,खाना
615,Speise::N,хот,व्यंजन
616,Fleisch::N,махн,मांस
617,Fleisch::N,махн,गोश्त
618,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,अनाज
619,Brei::N,хаш,भरता
620,Brei::N,хаш,दलिया
621,Brot::N,өдмг,रोटी
622,Scheibe::N,зүсм,कतला
623,Fett::N,өөкн,वसा
624,Fett::N,өөкн,चरबी
625,Butter::N,тосн,मक्खन
626,Öl::N,тосн,तेल
627,Salz::N,давсн,नमक
628,Suppe::N,шөлн,सूप
629,Suppe::N,шөлн,शोरबा
630,Honig::N,бал,शहद
631,Milch::N,үсн,दूध
632,Tee::N,цә,चाय
633,Leder::N,арсн,चमड़ा
634,Wolle::N,утцн,ऊन
635,Wolle::N,эд,ऊन
636,Stoff::N,эд,कपड़ा
637,Nadel::N,зүн,सूई
638,Faden::N,утцн,डोरा
639,Knopf::N,товч,बटन
640,Knopf::N,товч,घुंडी
641,Knoten::N,зәңгдә,गाँठ
642,Knoten::N,зәңгдә,गुत्थी
643,Farbe::N,будг,रंग
644,Farbe::N,будг,वर्ण
645,Kleidung::N,хувцн,पहनावा
646,Kleidung::N,хувц-хунр,पहनावा
647,Hemd::N,киилг,कुरता
648,Hemd::N,киилг,क़मीज़
649,Kragen::N,зах,गरदनी
650,Kragen::N,зах,गरेबान
651,Ärmel::N,ханцн,आस्तीन
652,Hose::N,шалвур,पैंट
653,Hose::N,шалвур,पतलून
654,Gürtel::N,бүс,पेटी
655,Gürtel::N,бүс,मेखला
656,Mütze::N,махла,टोपी
657,Schuh::N,башмгуд,जूता
658,Stiefel::N,һосн,बूट
659,Ring::N,билцг,अँगूठी
660,Band::N,лент,पट्टी
661,Kamm::N,сам,कंघी
662,Spiegel::N,толь,आईना
663,Spiegel::N,толь,दर्पण
664,Riemen::N,бүс,तसमा
665,Riemen::N,бүс,पट्टा
666,Schnur::N,деесн,डोरी
667,Schnur::N,деесн,सुतली
668,Leine::N,бурнтг,रस्सी
669,Leine::N,нохан көтлвр,रस्सी
670,Decke::N,көнҗл,रज़ाई
671,Kissen::N,дер,तकिया
672,Kissen::N,дер,गाद्दा
673,Tuch::N,альчур,रूमाल
674,Tuch::N,альчур,वस्त्र
675,Handtuch::N,полотенц,अँगोछा
676,Handtuch::N,һар-нүүрин альчур,अँगोछा
677,Kraft::N,күчн,ज़ोर
678,Kraft::N,күчн,शक्ति
679,Stärke::N,чидл,बल
680,Stärke::N,чидл,ताक़त
681,Gesundheit::N,эрүл-менд,स्वास्थ्य
682,Gesundheit::N,эрүл-менд,तंदुरुस्ती
683,Krankheit::N,өвчн,रोग
684,Krankheit::N,өвчн,बीमारी
685,Schmerz::N,өвдлһн,दर्द
686,Schmerz::N,өвдлһн,पीड़ा
687,Wunde::N,шав,घाव
688,Wunde::N,шав,ज़ख़्म
689,Fieber::N,безг,ज्वर
690,Fieber::N,безг,बुख़ार
691,Arznei::N,эм,दवा
692,Arznei::N,эм,औषाधि
693,Brücke::N,тагт,पुल
694,Brücke::N,тагт,सेतु
695,Brunnen::N,худг,कुआँ
696,Weide::N,малын идг,चरागाह
697,Pfad::N,цувг,पथ
698,Pfad::N,цувг,पगडंडी
699,Weg::N,хаалһ,मार्ग
700,Straße::N,зам,राह
701,Straße::N,зам,रास्ता
702,Dorf::N,хотн,गाँव
703,Dorf::N,хотн,ग्राम
704,Stadt::N,балһсн,शहर
705,Brief::N,бичг,ख़त
706,Brief::N,бичг,पत्र
707,Brief::N,бичг,चिट्ठी
708,Buch::N,дегтр,किताब
709,Buch::N,дегтр,पुस्तक
710,Buchstabe::N,үзг,अक्षर
711,Zeitung::N,газет,अख़बार
712,Zeitung::N,газет,समाचार-पत्र
713,Leben::N,җирһл,जीवन
714,Leben::N,җирһл,ज़िंदगी
715,Tod::N,үкл,मौत
716,Tod::N,үкл,मृत्यु
717,Tod::N,өңгрлһн,मौत
718,Tod::N,өңгрлһн,मृत्यु
719,Grab::N,оршалһна нүкн,क़ब्र
720,Kirche::N,чонҗ,चर्च
721,Kirche::N,чонҗ,गिरजा
722,Sünde::N,нүл,पाप
723,Sünde::N,нүл,गुनाह
724,Sünde::N,килнц,पाप
725,Sünde::N,килнц,गुनाह
726,Gott::N,бурхн,देव
727,Gott::N,бурхн,ईश्वर
728,Arbeiter::N,көдлмшч,मज़दूर
729,Chef::N,толһач,अध्यक्ष
730,Meister::N,урн,शिल्पज्ञ
731,Arzt::N,эмч,वैद्य
732,Arzt::N,эмч,डॉक्टर
733,Arzt::N,эмч,चिकित्सक
734,Lehrer::N,багш,शिक्षक
735,Lehrer::N,багш,अध्यापक
736,Geld::N,мөңгн,धन
737,Geld::N,мөңгн,पैसा
