,Concept_ID,is,lt
133,Küste::N,strönd,pajūris
134,Festland::N,meginland,sausuma
135,Meer::N,haf,jūra
136,Meer::N,sjór,jūra
137,Bucht::N,vík,įlanka
138,Bucht::N,vík,užutekis
139,Insel::N,eyja,sala
140,Blume::N,blóm,gėlė
141,Gras::N,gras,žolė
142,Wurzel::N,rót,šaknis
143,Baum::N,tré,medis
144,Stamm::N,stofn,kamienas
145,Rinde::N,börkur,žievė
146,Ast::N,grein,šaka
147,Zweig::N,angi,šakelė
148,Zweig::N,kvistur,šakelė
149,Blatt::N,blað,lapas
150,Birke::N,birki,beržas
151,Kiefer[Baum]::N,fura,pušis
152,Weide[Baum]::N,víðir,karklas
153,Tanne::N,greni,eglė
154,Tanne::N,greni,kėnis
155,Horn::N,horn,ragas
156,Feder::N,fjöður,plunksna
157,Fell::N,skinn,kailis
158,Flügel::N,vængur,sparnas
159,Klaue::N,kló,kanopa
160,Kralle::N,kló,nagas
161,Schwanz::N,rófa,uodega
162,Schwanz::N,skott,uodega
163,Ei::N,egg,kiaušinis
164,Nest::N,hreiður,gūžta
165,Nest::N,hreiður,lizdas
166,Bau::N,greni,ola
167,Bau::N,bæli,ola
168,Tier::N,dýr,gyvūnas
169,Herde::N,hjörð,banda
170,Herde::N,hjörð,kaimenė
171,Kuh::N,kýr,karvė
172,Bulle::N,boli,bulius
173,Pferd::N,hestur,arklys
174,Schaf::N,kind,avis
175,Schwein::N,svín,kiaulė
176,Hund::N,hundur,šuo
177,Katze::N,köttur,katė
178,Bär::N,björn,lokys
179,Eichhörnchen::N,íkorni,voveraitė
180,Elch::N,elgur,briedis
181,Fuchs::N,refur,lapė
182,Hase::N,héri,kiškas
183,Maus::N,mús,pelė
184,Wolf::N,úlfur,vilkas
185,Vogel::N,fugl,paukštis
186,Schwarm::N,sægur,spiečius
187,Huhn::N,hæna,višta
188,Hahn::N,hani,gaidys
189,Gans::N,gæs,žąsis
190,Adler::N,örn,erelis
191,Ente::N,önd,antis
192,Eule::N,uggla,pelėda
193,Kranich::N,trana,gervė
194,Krähe::N,kráka,varna
195,Kuckuck::N,gaukur,gegužė
196,Schwan::N,svanur,gulbė
197,Fisch::N,fiskur,žuvis
198,Barsch::N,aborri,ešerys
199,Hecht::N,gedda,lydeka
200,Schlange[Tier]::N,naðra,gyvatė
201,Wurm::N,ormur,kirmėlė
202,Spinne::N,kónguló,voras
203,Ameise::N,maur,skruzdė
204,Laus::N,lús,utėlė
205,Mücke::N,mý,uodas
206,Mücke::N,mýfluga,uodas
207,Fliege::N,fluga,musė
208,Schmetterling::N,fiðrildi,drugys
209,Schmetterling::N,fiðrildi,peteliškė
210,Beere::N,ber,uoga
211,Apfel::N,epli,obuolys
212,Pilz::N,sveppur,grybas
213,Zwiebel::N,laukur,svogūnas
214,Saat::N,fræ,sėkla
215,Saat::N,útsæði,sėkla
216,Korn::N,korn,grūdai
217,Heu::N,hey,šienas
218,Schale::N,hýði,žievelė
219,Grube::N,gryfja,duobė
220,Falle::N,gildra,pinklės
221,Falle::N,gildra,žabangai
222,Schlinge::N,snara,kilpa
223,Spur::N,spor,vėžė
224,Spur::N,spor,pėdos
225,Spur::N,spor,pėdsakas
226,Asche::N,aska,pelenai
227,Dreck::N,óþverri,purvas
228,Eisen::N,járn,geležis
229,Gold::N,gull,auksas
230,Silber::N,silfur,sidabras
231,Kohle::N,kol,anglis
232,Glas::N,gler,stiklas
233,Lehm::N,leir,molis
234,Sand::N,sandur,smėlis
235,Mensch::N,maður,žmogus
236,Mensch::N,manneskja,žmogus
237,Mann::N,maður,vyras
238,Mann::N,maður,vyriškis
239,Mann::N,karlmaður,vyras
240,Mann::N,karlmaður,vyriškis
241,Frau::N,kona,moteris
242,Kind::N,barn,vaikas
243,Kind::N,krakki,vaikas
244,Junge::N,drengur,vaikinas
245,Junge::N,drengur,berniukas
246,Mädchen::N,stelpa,mergytė
247,Mädchen::N,stelpa,mergaitė
248,Familie::N,fjölskylda,šeima
249,Großvater::N,afi,senelis
250,Großmutter::N,amma,senelė
251,Eltern::N,foreldrar,tėvai
252,Vater::N,faðir,tėvas
253,Mutter::N,móðir,motina
254,Sohn::N,sonur,sūnus
255,Tochter::N,dóttir,duktė
256,Bruder::N,bróðir,brolis
257,Schwester::N,systir,sesuo
258,Onkel::N,föðurbróðir,dėdė
259,Tante::N,frænka,teta
260,Tante::N,móðursystir,teta
261,Ehemann::N,eiginmaður,vyras
262,Ehefrau::N,eiginkona,žmona
263,Freude::N,gleði,džiaugsmas
264,Gelächter::N,hlátur,juokas
265,Glück::N,gæfa,laimė
266,Kummer::N,sorg,vargas
267,Kummer::N,sorg,rūpestis
268,Wunsch::N,ósk,troškimas
269,Wunsch::N,ósk,pageidavimas
270,Lust::N,fýsn,noras
271,Lust::N,fýsn,geidulys
272,Lust::N,löngun,noras
273,Lust::N,löngun,geidulys
274,Geist::N,andi,dvasia
275,Gedanke::N,hugsun,mintis
276,Gedächtnis::N,minni,atmintis
277,Verstand::N,vit,protas
278,Sinn::N,merking,prasmė
279,Grund::N,ástæða,priežastis
280,Wahrheit::N,sannleikur,tiesa
281,Wahrheit::N,sannleikur,teisybė
282,Gespräch::N,samtal,pokalbis
283,Märchen::N,ævintýri,pasaka
284,Erzählung::N,saga,apsakymas
285,Erzählung::N,saga,pasakojimas
286,Nachricht::N,frétt,žinia
287,Neuigkeit::N,frétt,naujiena
288,Name::N,nafn,vardas
289,Rätsel::N,gáta,mįslė
290,Rede::N,ræða,kalba
291,Sprache::N,mál,kalba
292,Sprache::N,tungumál,kalba
293,Stimme::N,rödd,balsas
294,Wort::N,orð,žodis
295,Zeichen::N,tákn,žymė
296,Zeichen::N,tákn,ženklas
297,Zeichen::N,merki,žymė
298,Zeichen::N,merki,ženklas
299,Ruf::N,kall,šauksmas
300,Lärm::N,hávaði,triukšmas
301,Laut::N,hljóð,garsas
302,Ton::N,tónn,tonas
303,Ton::N,tónn,garsas
304,Lied::N,ljóð,daina
305,Lied::N,ljóð,giesmė
306,Lied::N,söngur,daina
307,Lied::N,söngur,giesmė
308,Ruhe::N,ró,ramybė
309,Ruhe::N,ró,ramumas
310,Ruhe::N,kyrrð,ramybė
311,Ruhe::N,kyrrð,ramumas
312,Leute::N,fólk,žmonės
313,Volk::N,þjóð,tauta
314,Arbeit::N,vinna,darbas
315,Arbeit::N,vinna,triūsas
316,Gast::N,gestur,svečias
317,Geschenk::N,gjöf,dovana
318,Spiel::N,leikur,žaismas
319,Spiel::N,leikur,žaidimas
320,Gesellschaft::N,selskapur,draugija
321,Gesellschaft::N,selskapur,kompanija
322,Hilfe::N,hjálp,pagalba
323,Freund::N,vinur,draugas
324,Freund::N,vinur,bičiulis
325,Kamerad::N,félagi,draugas
326,Angelegenheit::N,mál,dalykas
327,Angelegenheit::N,mál,reikalas
328,Angelegenheit::N,málefni,dalykas
329,Angelegenheit::N,málefni,reikalas
330,Anzahl::N,tala,kiekis
331,Anzahl::N,tala,skaičius
332,Anzahl::N,fjöldi,kiekis
333,Anzahl::N,fjöldi,skaičius
334,Art::N,tegund,rūšis
335,Stück::N,biti,gabalas
336,Stück::N,stykki,gabalas
337,Teil::N,hluti,dalis
338,Teil::N,partur,dalis
339,Hälfte::N,helmingur,pusė
340,Kreis::N,hringur,ratas
341,Kreis::N,hringur,apskritis
342,Kreis::N,hringur,apskritimas
343,Kreuz::N,kross,kryžius
344,Kreuz::N,krossmark,kryžius
345,Linie::N,lína,linija
346,Strich::N,strik,brėžis
347,Strich::N,strik,brūkšnys
348,Abstand::N,millibil,atstumas
349,Entfernung::N,fjarlægð,atstumas
350,Gegend::N,hérað,vietovė
351,Platz::N,pláss,vieta
352,Ort::N,staður,vieta
353,Ort::N,staður,vietovė
354,Seite::N,hlið,pusė
355,Seite::N,hlið,šonas
356,Mitte::N,miðja,vidurys
357,Gegenstand::N,hlutur,dalykas
358,Sache::N,mál,daiktas
359,Rand::N,brún,kraštas
360,Rand::N,brún,pakraštys
361,Kante::N,rönd,kraštas
362,Ecke::N,horn,kertė
363,Ecke::N,horn,kampas
364,Spitze::N,oddur,priekis
365,Spitze::N,oddur,priešakys
366,Ende::N,endi,galas
367,Loch::N,gat,skylė
368,Loch::N,hola,skylė
369,Winkel::N,skot,kampas
370,Winkel::N,skot,kampelis
371,Winkel::N,krókur,kampas
372,Winkel::N,krókur,kampelis
373,Muster::N,munstur,raštas
374,Größe::N,stærð,dydis
375,Größe::N,stærð,didumas
376,Länge::N,lengd,ilgis
377,Länge::N,lengd,ilgumas
378,Höhe::N,hæð,aukštis
379,Höhe::N,hæð,aukštuma
380,Gewicht::N,vigt,svoris
381,Gewicht::N,vigt,svarstis
382,Gewicht::N,þyngd,svoris
383,Gewicht::N,þyngd,svarstis
384,Menge::N,magn,kiekis
385,Menge::N,magn,daugybė
386,Haufen::N,hrúga,krūva
387,Haufen::N,hrúga,šūsnis
388,Haufen::N,haugur,krūva
389,Haufen::N,haugur,šūsnis
390,Reihe::N,röð,greta
391,Boot::N,bátur,valtis
392,Boot::N,bátur,laivelis
393,Ruder::N,ár,irklas
394,Schlitten::N,sleði,rogės
395,Schlitten::N,sleði,rogutės
396,Ski::N,skíði,slidė
397,Lagerfeuer::N,varðeldur,laužas
398,Last::N,byrði,našta
399,Last::N,byrði,nešulys
400,Last::N,farmur,našta
401,Last::N,farmur,nešulys
402,Gang::N,ganga,eisena
403,Schritt::N,skref,žingsnis
404,Norden::N,norður,šiaurė
405,Norden::N,norður,žiemiai
406,Süden::N,suður,pietūs
407,Westen::N,vestur,vakarai
408,Osten::N,austur,rytai
409,Holz::N,viður,mediena
410,Brett::N,fjöl,lenta
411,Platte::N,flötur,plokštė
412,Stütze::N,stoð,atrama
413,Stütze::N,stoð,atspara
414,Stange::N,stöng,lazda
415,Stange::N,stöng,kartis
416,Stock::N,prik,lazda
417,Stock::N,stafur,lazda
418,Stab::N,prik,kartis
419,Stab::N,stafur,kartis
420,Rohr::N,rör,vamzdis
421,Rohr::N,pípa,vamzdis
422,Haus::N,hús,namas
423,Heim::N,heimili,namai
424,Ofen::N,ofn,krosnis
425,Fußboden::N,gólf,grindys
426,Tisch::N,borð,stalas
427,Stuhl::N,stóll,kėdė
428,Wiege::N,vagga,lopšys
429,Bett::N,rúm,lova
430,Bett::N,rúm,patalai
431,Bett::N,hvíla,lova
432,Bett::N,hvíla,patalai
433,Regal::N,hilla,lentyna
434,Kiste::N,kassi,dėžė
435,Fenster::N,gluggi,langas
436,Tür::N,dyr,durys
437,Tür::N,hurð,durys
438,Tor::N,hlið,vartai
439,Zaun::N,girðing,tvora
440,Zaun::N,limgarður,tvora
441,Dach::N,þak,stogas
442,Leiter::N,stigi,kopėčios
443,Besen::N,sópur,šluota
444,Spaten::N,spaði,lopeta
445,Spaten::N,spaði,kastuvas
446,Schaufel::N,skófla,semtuvas
447,Gabel::N,gaffall,šakutė
448,Löffel::N,skeið,šaukštas
449,Messer::N,hnífur,peilis
450,Nagel::N,nögl,vinis
451,Netz::N,net,tinklas
452,Haken::N,krókur,vagis
453,Haken::N,krókur,kablys
454,Griff::N,tak,kotas
455,Griff::N,tak,rankena
456,Schloss::N,lás,spyna
457,Schloss::N,lás,užraktas
458,Bild::N,mynd,paveikslas
459,Figur::N,stytta,figūra
460,Puppe::N,brúða,lėlė
461,Beutel::N,poki,krepšys
462,Beutel::N,poki,maišelis
463,Beutel::N,baggi,krepšys
464,Beutel::N,baggi,maišelis
465,Bündel::N,böggull,ryšulys
466,Tasche::N,veski,krepšelis
467,Eimer::N,fata,kibiras
468,Deckel::N,lok,dangtis
469,Geschirr::N,leirtau,indai
470,Sack::N,sekkur,maišas
471,Tasse::N,bolli,puodukas
472,Topf::N,pottur,puodas
473,Kessel::N,ketill,katilas
474,Essen::N,matur,valgis
475,Nahrung::N,fæða,penas
476,Nahrung::N,fæða,maistas
477,Speise::N,réttur,patiekalas
478,Speise::N,matarréttur,patiekalas
479,Fleisch::N,kjöt,mėsa
480,Getreide::N,korn,javai
481,Brei::N,grautur,košė
482,Brot::N,brauð,duona
483,Scheibe::N,sneið,riekė
484,Fett::N,fita,taukai
485,Fett::N,fita,riebalai
486,Butter::N,smjör,sviestas
487,Öl::N,olía,aliejus
488,Salz::N,salt,druska
489,Suppe::N,súpa,sriuba
490,Honig::N,hunang,medus
491,Milch::N,mjólk,pienas
492,Tee::N,te,arbata
493,Leder::N,skinn,oda
494,Wolle::N,ull,vilna
495,Stoff::N,dúkur,audeklas
496,Nadel::N,nál,adata
497,Faden::N,þráður,gija
498,Faden::N,þráður,siūlas
499,Knopf::N,tala,saga
500,Knopf::N,hnappur,saga
501,Knoten::N,hnútur,mazgas
502,Farbe::N,málning,dažai
503,Kleidung::N,búningur,rūbai
504,Kleidung::N,búningur,drabužiai
505,Kleidung::N,klæðnaður,rūbai
506,Kleidung::N,klæðnaður,drabužiai
507,Hemd::N,skyrta,marškiniai
508,Kragen::N,kragi,apykaklė
509,Kragen::N,flibbi,apykaklė
510,Ärmel::N,ermi,rankovė
511,Hose::N,buxur,kelnės
512,Gürtel::N,belti,juosta
513,Gürtel::N,belti,diržas
514,Mütze::N,húfa,kepurė
515,Schuh::N,skór,batas
516,Stiefel::N,stígvél,auliniai batai
517,Ring::N,hringur,žiedas
518,Band::N,band,kaspinas
519,Kamm::N,greiða,šukos
520,Spiegel::N,spegill,veidrodis
521,Riemen::N,ól,diržas
522,Riemen::N,reim,diržas
523,Schnur::N,snúra,virvė
524,Leine::N,band,pavadėlis
525,Decke::N,teppi,antklodė
526,Kissen::N,koddi,pagalvė
527,Kissen::N,koddi,priegalvis
528,Tuch::N,klútur,skarelė
529,Handtuch::N,þurrka,rankšluostis
530,Handtuch::N,handklæði,rankšluostis
531,Kraft::N,afl,jėga
532,Kraft::N,kraftur,jėga
533,Stärke::N,styrkur,stiprumas
534,Gesundheit::N,heilsa,sveikata
535,Gesundheit::N,heilbrigði,sveikata
536,Krankheit::N,sjúkdómur,liga
537,Schmerz::N,sársauki,skausmas
538,Wunde::N,sár,žaizda
539,Fieber::N,hitasótt,karštis
540,Arznei::N,lyf,vaistas
541,Brücke::N,brú,tiltas
542,Brunnen::N,brunnur,šulinys
543,Weide::N,hagi,ganykla
544,Weide::N,hagi,gluosnis
545,Pfad::N,stígur,takas
546,Weg::N,vegur,kelias
547,Straße::N,gata,gatvė
548,Straße::N,stræti,gatvė
549,Dorf::N,þorp,kaimas
550,Dorf::N,þorp,sodžius
551,Stadt::N,borg,miestas
552,Brief::N,bréf,laiškas
553,Buch::N,bók,knyga
554,Buchstabe::N,bókstafur,raidė
555,Zeitung::N,dagblað,laikraštis
556,Leben::N,líf,gyvybė
557,Leben::N,líf,gyvenimas
558,Tod::N,dauði,mirtis
559,Grab::N,gröf,kapas
560,Kirche::N,kirkja,bažnyčia
561,Sünde::N,synd,nuodėmė
562,Sünde::N,synd,nusidėjimas
563,Gott::N,guð,dievas
564,Arbeiter::N,verkamaður,darbininkas
565,Chef::N,yfirmaður,šefas
566,Chef::N,yfirmaður,vadovas
567,Chef::N,yfirmaður,viršininkas
568,Meister::N,meistari,meistras
569,Arzt::N,læknir,gydytojas
570,Lehrer::N,kennari,mokytojas
571,Geld::N,peningar,pinigai
572,Geschäft::N,viðskipti,biznis
573,Laden::N,búð,krautuvė
574,Laden::N,búð,parduotuvė
575,Laden::N,verslun,krautuvė
576,Laden::N,verslun,parduotuvė
577,Preis::N,verð,kaina
578,Ware::N,vara,prekė
579,Nutzen::N,gagn,nauda
580,Nutzen::N,gagn,pelnas
581,Reichtum::N,auður,turtas
582,Welt::N,veröld,pasaulis
583,Land::N,land,žemė
584,Land::N,land,šalis
585,Staat::N,ríki,valstija
586,König::N,konungur,karalius
587,Macht::N,vald,galia
588,Macht::N,vald,valdžia
589,Grenze::N,landamæri,riba
590,Grenze::N,landamæri,siena
591,Krieg::N,stríð,karas
592,Feind::N,fjandmaður,priešas
593,Gewalt::N,ofbeldi,jėga
594,Gewalt::N,ofbeldi,smurtas
595,Gewalt::N,ofbeldi,prievarta
596,Kampf::N,bardagi,kova
597,Bogen[Waffe]::N,bogi,lankas
598,Pfeil::N,ör,strėlė
599,Gewehr::N,byssa,šautuvas
600,Fehler::N,villa,klaida
601,Lüge::N,lygi,melas
602,Schaden::N,skemmd,nuostolis
603,Schaden::N,skemmd,apgadinimas
604,Unglück::N,óhamingja,nelaimė
605,Schuld::N,sök,kaltė
606,Alter::N,aldur,amžius
607,Schluss::N,lok,pabaiga
608,Schluss::N,endir,pabaiga
609,Zeit::N,tími,laikas
610,Tag::N,dagur,diena
611,Morgen::N,morgunn,rytas
612,Mittag::N,hádegi,vidurdienis
613,Abend::N,kvöld,vakaras
614,Nacht::N,nótt,naktis
615,Woche::N,vika,savaitė
616,Monat::N,mánuður,mėnuo
617,Jahr::N,ár,metai
618,Frühling::N,vor,pavasaris
619,Sommer::N,sumar,vasara
620,Herbst::N,haust,ruduo
621,Winter::N,vetur,žiema
622,Januar::N,janúar,sausis
623,Februar::N,február,vasaris
624,März::N,mars,kovas
625,April::N,apríl,balandis
626,Mai::N,maí,gegužė
627,Juni::N,júní,birželis
628,Juli::N,júlí,liepa
629,August::N,ágúst,rugpjūtis
630,September::N,september,rugsėjis
631,Oktober::N,október,spalis
632,November::N,nóvember,lapkritis
633,Dezember::N,desember,gruodis
634,Montag::N,mánudagur,pirmadienis
635,Dienstag::N,þriðjudagur,antradienis
636,Mittwoch::N,miðvikudagur,trečiadienis
637,Donnerstag::N,fimmtudagur,ketvirtadienis
638,Freitag::N,föstudagur,penktadienis
639,Samstag::N,laugardagur,šeštadienis
640,Sonntag::N,sunnudagur,sekmadienis
641,groß::A,stór,didis
642,groß::A,stór,didelis
643,klein::A,lítill,mažas
644,lang::A,langur,ilgas
645,kurz::A,stuttur,trumpas
646,breit::A,breiður,platus
647,schmal::A,mjór,smulkus
648,dicht::A,þéttur,tankus
649,dick[Gegenstand]::A,þykkur,storas
650,dünn::A,þunnur,plonas
651,fein::A,fíngerður,smulkus
652,fest::A,fastur,kietas
653,fest::A,fastur,tvirtas
654,flach::A,flatur,lėkštas
655,flach::A,flatur,plokščias
656,glatt::A,háll,slidus
657,glatt::A,sléttur,slidus
658,hart::A,harður,kietas
659,weich::A,mjúkur,minkštas
660,rund::A,kringlóttur,apvalus
661,rund::A,kringlóttur,apskritas
662,spitz::A,oddhvass,aštrus
663,spitz::A,oddhvass,smailus
664,scharf::A,beittur,aštrus
665,stumpf::A,bitlaus,bukas
666,stumpf::A,bitlaus,atšipęs
667,schwer::A,þungur,sunkus
668,schön::A,fagur,gražus
669,schön::A,fallegur,gražus
670,heiß::A,heitur,karštas
671,warm::A,hlýr,šiltas
672,warm::A,heitur,šiltas
673,kalt::A,kaldur,šaltas
674,kühl::A,svalur,vėsus
675,kühl::A,svalur,bejausmis
676,frisch::A,frískur,šviežias
677,feucht::A,rakur,drėgnas
678,feucht::A,þvalur,drėgnas
679,nass::A,votur,šlapias
680,nass::A,blautur,šlapias
681,trocken::A,þurr,sausas
682,voll::A,fullur,pilnas
683,leer::A,tómur,tuščias
684,offen::A,opinn,atviras
685,geschlossen::A,lokaður,uždaras
686,geschlossen::A,lokaður,uždarytas
687,sauber::A,þrifinn,švarus
688,schmutzig::A,óhreinn,nešvarus
689,schmutzig::A,óhreinn,purvinas
690,schmutzig::A,sóðalegur,nešvarus
691,schmutzig::A,sóðalegur,purvinas
692,roh::A,hrár,žalias
693,reif::A,þroskaður,prinokęs
694,reif::A,þroskaður,pribrendęs
695,lecker::A,ljúffengur,gardus
696,süß::A,sætur,saldus
697,bitter::A,beiskur,kartus
698,sauer::A,súr,gižus
699,sauer::A,súr,rūgštus
700,hell::A,bjartur,šviesus
701,hell::A,bjartur,skaistus
702,dunkel::A,dimmur,tamsus
703,schwarz::A,svartur,juodas
704,weiß::A,hvítur,baltas
705,rot::A,rauður,raudonas
706,gelb::A,gulur,geltonas
707,blau::A,blár,mėlynas
708,grün::A,grænn,žalias
709,grau::A,grár,pilkas
710,bunt::A,marglitur,margas
711,bunt::A,marglitur,spalvotas
712,billig::A,ódýr,pigus
713,teuer::A,dýr,brangus
714,wertvoll::A,verðmætur,vertingas
715,blind::A,blindur,aklas
716,taub::A,heyrnarlaus,kurčias
717,kräftig::A,öflugur,stiprus
718,stark::A,sterkur,stiprus
719,schwach::A,veill,silpnas
720,fett::A,feitur,riebus
721,schlank::A,grannur,laibas
722,schlank::A,grannur,lieknas
723,schlank::A,spengilegur,laibas
724,schlank::A,spengilegur,lieknas
725,hübsch::A,snotur,gražus
726,hübsch::A,laglegur,gražus
727,böse::A,illur,blogas
728,böse::A,vondur,blogas
729,dumm::A,heimskur,paikas
730,dumm::A,heimskur,kvailas
731,faul::A,latur,tingus
732,fleißig::A,iðinn,stropus
733,fleißig::A,iðinn,kruopštus
734,geizig::A,nískur,šykštus
735,klug::A,hygginn,sumanus
736,klug::A,hygginn,protingas
737,geschickt::A,fimur,apsukrus
738,geschickt::A,laginn,apsukrus
739,lieb::A,kær,mielas
740,lieb::A,ljúfur,mielas
741,lustig::A,kátur,smagus
742,lustig::A,kátur,linksmas
743,sanft::A,blíður,švelnus
744,sanft::A,blíður,minkštas
745,hungrig::A,soltinn,alkanas
746,hungrig::A,hungraður,alkanas
747,krank::A,sjúkur,ligotas
748,krank::A,sjúkur,sergantis
749,nackt::A,nakinn,nuogas
750,traurig::A,dapur,liūdnas
751,traurig::A,hryggur,liūdnas
752,lebendig::A,lifandi,gyvas
753,gut::A,góður,geras
754,schlecht::A,slæmur,blogas
755,schlecht::A,slæmur,prastas
756,schlecht::A,lélegur,blogas
757,schlecht::A,lélegur,prastas
758,richtig::A,réttur,tikras
759,richtig::A,réttur,teisingas
760,schlimm::A,slæmur,blogas
761,schlimm::A,slæmur,prastas
762,wahr::A,sannur,tikras
763,alt::A,gamall,senas
764,neu::A,nýr,naujas
765,ehemalig::A,fyrrverandi,buvęs
766,alt[Lebewesen]::A,gamall,pagyvenęs
767,jung::A,ungur,jaunas
768,arm::A,vesall,neturtingas
769,arm::A,fátækur,neturtingas
770,reich::A,ríkur,turtingas
771,reich::A,auðugur,turtingas
772,bekannt::A,kunnugur,žinomas
773,bekannt::A,kunnugur,pažįstamas
774,berühmt::A,frægur,žymus
775,berühmt::A,frægur,garsus
776,fremd::A,framandi,svetimas
777,fremd::A,ókunnugur,svetimas
778,verschieden::A,ýmis,įvairus
779,nah::A,nálægur,artimas
780,fern::A,fjarri,tolimas
781,fern::A,fjarlægur,tolimas
782,linker::A,vinstri,kairys
783,rechter::A,hægri,dešinys
784,anderer::A,annar,kitas
785,erster::A,fyrsti,pirmas
786,zweiter::A,annar,antras
787,dritter::A,þriðji,trečias
788,letzter::A,síðasti,paskutinis
789,allein::ADV,einn,vienas
790,allein::ADV,aleinn,vienas
791,auf einmal::ADV,allt í einu,iš karto
792,zusammen::ADV,saman,kartu
793,zusammen::ADV,saman,drauge
794,lange::ADV,lengi,ilgai
795,plötzlich::ADV,skyndilega,staiga
