,Concept_ID,br,myv
798,donnern::V,taranal,галдордомс
799,wehen::V,c'hwezhañ,пувамс
800,strömen::V,deredek,чудемс
801,fließen::V,redek,чудемс
802,sich drehen::V,troiñ,велямс
803,schwanken::V,trantellat,лыкамс
804,schwanken::V,trantellat,якамс
805,schwingen::V,froumal,нурсемс
806,schwingen::V,froumal,лыкамс
807,fallen::V,kouezhañ,прамс
808,fallen::V,kouezhañ,сяворемс
809,brennen::V,deviñ,паломс
810,rauchen::V,divogedañ,качадомс
811,regnen::V,glavañ,пиземс
812,gefrieren::V,reviñ,кельмемс
813,tauen::V,diskornañ,соламс
814,schmelzen::V,teuziñ,соламс
815,trocknen::V,sec'hañ,коськемс
816,sieden::V,berviñ,лакамс
817,sieden::V,berviñ,пиксемс
818,faulen::V,breinañ,наксадомс
819,verfaulen::V,breinañ,наксадомс
820,reißen::V,darnaouiñ,сезневемс
821,versinken::V,sodellañ,ваямс
822,vergehen::V,tremen,ютамс
823,erscheinen::V,donet war-wel,лисемс
824,verschwinden::V,monet diwar wel,ёмамс
825,sinken::V,en em izelat,явамс
826,abnehmen::V,nebeutaat,киремемс
827,zunehmen::V,kreskiñ,ламолгадомс
828,zunehmen::V,kreskiñ,раштамс
829,steigen::V,sevel,куземс
830,steigen::V,sevel,кепсевемс
831,wachsen::V,kreskiñ,касомс
832,glänzen::V,lugernañ,цитнемс
833,funkeln::V,elieniñ,пиндолдомс
834,funkeln::V,elieniñ,цивтёрдомс
835,lärmen::V,rabotat,шалномс
836,klirren::V,diridignat,калдордомс
837,klirren::V,diridignat,кальцяемс
838,klirren::V,sterlinkañ,калдордомс
839,klirren::V,sterlinkañ,кальцяемс
840,brausen::V,gwegal,лакамс
841,rauschen::V,trouzal,лажномс
842,klingen::V,seniñ,гайгемс
843,bellen::V,harzhal,онгомс
844,heulen::V,yudal,урномс
845,blasen::V,c'hwezhañ,пувамс
846,pfeifen::V,c'hwitellat,вешкемс
847,schreien::V,huchal,пижнемс
848,stöhnen::V,hirvoudiñ,кувсемс
849,zittern::V,krenañ,тарномс
850,leben::V,bevañ,эрямс
851,geboren werden::V,genel,чачомс
852,atmen::V,tennañ e anal,лексемс
853,trinken::V,evañ,симемс
854,essen::V,debriñ,ярсамс
855,schlucken::V,lonkañ,нилемс
856,schlucken::V,lonkañ,порнемс
857,müde werden::V,skuizhañ,сиземс
858,einschlafen::V,menel kousket,матедевемс
859,schlafen::V,kousket,удомс
860,aufwachen::V,dihuniñ,сыргоземс
861,aufstehen::V,sevel,стямс
862,sich erholen::V,diskuizhañ,оймсемс
863,krank werden::V,klañviñ,сэредезевемс
864,krank sein::V,bezañ klañv,сэредемс
865,schmerzen::V,skourjezañ,сэредемс
866,husten::V,pasaat,козомс
867,husten::V,peudal,козомс
868,genesen::V,pareañ,пичкамс
869,sterben::V,mervel,куломс
870,umkommen::V,perisañ,чавовомс
871,umkommen::V,perisañ,ёмамс
872,sich bewegen::V,bouljal,шаштомс
873,sich rühren::V,fiñval,сыргамс
874,sich erheben::V,sevel,куземс
875,sich setzen::V,azezañ,озамс
876,sich setzen::V,mont en e goazez,озамс
877,hinfallen::V,kouezhañ,прамс
878,hinfallen::V,kouezhañ,сяворемс
879,laufen::V,redek,якамс
880,schreiten::V,kerzhet,эскелямс
881,schreiten::V,kerzhet,молемс
882,spazierengehen::V,pourmen,якамс
883,eilen::V,hastañ,эрзкалемс
884,eilen::V,hastañ,капшамс
885,sich beeilen::V,hastañ,капшамс
886,sausen::V,karzhañ,ливтямс
887,rennen::V,redek,чийнемс
888,rennen::V,redek,ардтнемс
889,springen::V,lammat,кирнявтнемс
890,klettern::V,krimpat,куземс
891,schaukeln::V,brañsellat,нурямс
892,kriechen::V,skrampañ,ёзмолдомс
893,schwimmen::V,neuial,уемс
894,tauchen::V,splujañ,чопавтомс
895,tauchen::V,splujañ,чопавтнемс
896,rudern::V,roeñvat,миледемс
897,fahren::V,kas,ардомс
898,fahren::V,bleniañ,ардомс
899,fliegen::V,nijal,ливтямс
900,gehen::V,mont,туемс
901,gehen::V,mont,молемс
902,weggehen::V,mont kuit,туемс
903,abfahren::V,mont kuit,туемс
904,anhalten::V,chom a-sav,лоткамс
905,hineingehen::V,monet e-barzh,совамс
906,eintreten::V,monet e-barzh,совамс
907,eintreten::V,monet e-barzh,эскельдямс
908,kommen::V,dont,самс
909,ankommen::V,erruout,самс
910,ankommen::V,erruout,пачкодемс
911,zurückkommen::V,addonet,велявтомс
912,bleiben::V,chom,кадовомс
913,warten::V,gortoz,учомс
914,erwarten::V,gortoz,учомс
915,suchen::V,klask,вешнемс
916,finden::V,kavout,муемс
917,versuchen::V,klask,варштамс
918,vorbereiten::V,aozañ,анокстамс
919,lieben::V,karout,вечкемс
920,mögen::V,karout,вечкемс
921,lachen::V,c'hoarzin,пейдемс
922,rühren::V,tenerañ,токамс седейс
923,weinen::V,gouelañ,авардемс
924,schimpfen::V,krozal,сёвномс
925,sich ärgern::V,fachañ,кежиявтнемс
926,sich ärgern::V,en em fachañ,кежиявтнемс
927,fliehen::V,tec'het,оргодемс
928,flüchten::V,tuzañ,ворьгодемс
929,flüchten::V,tuzañ,чадомс
930,sehen::V,gwelet,неемс
931,anschauen::V,sellout ouzh,ваномс
932,ansehen::V,sellout ouzh,ваномс
933,hören::V,klevet,марямс
934,zuhören::V,selaou,кунсоломс
935,probieren::V,blasa,варшамс
936,riechen::V,klevet,никсемс
937,fühlen::V,santout,марямс
938,scheinen::V,diskouez bezañ,марявомс
939,zu sehen sein::V,bezañ gwelus,неявомс
940,vernehmen::V,merzhañ,марямс
941,frieren::V,anoued,кельмемс
942,tun::V,ober,теемс
943,können::V,gouzout,маштомс
944,wollen::V,fellout da,бажамс
945,wollen::V,kaout c'hoant da,бажамс
946,anfangen::V,kregiñ,кармамс
947,beenden::V,achuiñ,прядомс
948,aufhören::V,paouez,лоткамс
949,öffnen::V,digeriñ,панжомс
950,schließen::V,serriñ,пекстамс
951,schließen::V,serriñ,сёлгомс
952,schließen::V,serriñ,конямс
953,stellen::V,lakaat,аравтомс
954,setzen::V,lakaat,ойсевтемс
955,setzen::V,lakaat,озавтнемс
956,legen::V,lakaat,путомс
957,berühren::V,touch,токамс
958,verbinden::V,eren,содомс
959,bedecken::V,goloiñ,вельтямс
960,aufhängen::V,istribilhañ,понгавтомс
961,anzünden::V,alumiñ,кирвастемс
962,anzünden::V,c'hwezzañ,кирвастемс
963,aufheben::V,dastum,кепедемс
964,zurücklassen::V,lezel,кадомс
965,verlieren::V,koll,ёмавтомс
966,fallen lassen::V,laoskel,правтомс
967,fallen lassen::V,lezel da gouezhel,правтомс
968,machen::V,ober,теемс
969,herstellen::V,fardañ,анокстамс
970,bauen::V,sevel,путомс
971,reparieren::V,adaozañ,витемс
972,verbessern::V,gwellaat,паролгавтомс
973,verbessern::V,gwellaat,вадрялгавтомс
974,ändern::V,cheñch,полавтомс
975,graben::V,kleuzañ,чувомс
976,graben::V,kleuzañ,таргамс
977,beugen::V,plegañ,мендемс
978,biegen::V,krommañ,комавтомс
979,drehen::V,treiñ,чаравтомс
980,drehen::V,treiñ,велявтнемс
981,wenden::V,treiñ,велявтомс
982,umdrehen::V,treiñ,велявтомс
983,heben::V,sevel,кепедемс
984,hochheben::V,sevel,кепедемс
985,ergreifen::V,kemer,кундамс
986,halten::V,dalc'hen,кирдемс
987,drücken::V,bountañ,нуемс
988,schieben::V,poulzañ,шаштомс
989,kratzen::V,skrabat,ангордамс
990,lecken::V,lipat,нолсемс
991,beißen::V,kregiñ,сускомс
992,abreißen::V,diframmañ,сеземс
993,abschneiden::V,troc'hañ,печкемс
994,binden::V,stagañ,кодамс
995,binden::V,stagañ,сюлмамс
996,stecken::V,sankañ,сялгомс
997,brechen::V,darnaouiñ,синдемс
998,brechen::V,darnaouiñ,калавтомс
999,klopfen::V,skoiñ,калтаямс
1000,hauen::V,dornañ,чавомс
1001,kleben::V,pegañ,педявтнемс
1002,reiben::V,taravat,ёзамс
1003,reiben::V,trekiñ,ёзамс
1004,streichen::V,toazañ,вадемс
1005,schleifen::V,lemmañ,човамс
1006,schneiden::V,troc'hañ,керямс
1007,rütteln::V,tordorosañ,чукамс
1008,rütteln::V,tordorosañ,лыкавтомс
1009,schütteln::V,hejañ,чукамс
1010,schütten::V,diskargañ,каямс
1011,füllen::V,kargañ,пештямс
1012,einwickeln::V,gronnañ,тапарямс
1013,tragen::V,dougen,кандомс
1014,schleppen::V,stlejal,ускомс
1015,ziehen::V,sachañ,ускомс
1016,aufbewahren::V,miret,ванстомс
1017,werfen::V,teuler,ёртомс
1018,fangen::V,tapañ,кундамс
1019,packen::V,krapat,кундамс
1020,verstecken::V,kuzhat,кекшемс
1021,teilen::V,rannañ,явомс
1022,schicken::V,kas,кучомс
1023,bringen::V,degas,кандомс
1024,hinzufügen::V,lakat ouzhpenn,путомс
1025,hinzufügen::V,lakat ouzhpenn,максомс
1026,bekommen::V,kaout,саемс
1027,erhalten::V,kaout,саемс
1028,nehmen::V,kemer,саемс
1029,wählen::V,choaz,кочкамс
1030,auswählen::V,dibab,кочкамс
1031,bewahren::V,mirout,ванстомс
1032,behindern::V,diaezañ,кирдемс
1033,verderben::V,lovrañ,коламс
1034,beschädigen::V,gwallegañ,теемс зыян
1035,zerbrechen::V,torriñ,коламс
1036,zerreißen::V,diroegiñ,сеземс
1037,zerstören::V,distrujañ,калавтомс
1038,verbrennen::V,deviñ,пултамс
1039,geben::V,reiñ,максомс
1040,schenken::V,donezonañ,каземс
1041,versprechen::V,prometiñ,алтамс
1042,wünschen::V,hetiñ,арсемс
1043,loben::V,feurmiñ,шнамс
1044,küssen::V,pokat,палсемс
1045,wiegen::V,pouezañ,нурсемс
1046,zudecken::V,goloiñ,тавадомс
1047,zudecken::V,goloiñ,вельтямс
1048,wecken::V,dihuniñ,стявтомс
1049,zeigen::V,diskouez,невтемс
1050,führen::V,kas,ветямс
1051,lehren::V,deskiñ,тонавтомс
1052,unterrichten::V,kelenn,тонавтомс
1053,leiten::V,bleinañ,ветямс
1054,leiten::V,bleinañ,азоркстамс
1055,antreiben::V,poulzañ,ветямс
1056,lassen::V,leuskel,кармавтомс
1057,einladen::V,pediñ,тердемс
1058,vereinigen::V,unisañ,вейсэндямс
1059,vereinigen::V,unisañ,вейс путомс
1060,vereinigen::V,unisañ,вейс пурнамс
1061,besuchen::V,gweladenniñ,варштамс
1062,treffen::V,kejal,вастомс
1063,treffen::V,ankontrañ,вастомс
1064,sich versammeln::V,bodennañ,промокшномс
1065,spielen::V,c'hoari,налксемс
1066,singen::V,kanañ,морамс
1067,tanzen::V,dañsal,киштемс
1068,sich trennen::V,dispartiañ,явомс
1069,verlassen::V,lezel,кадомс
1070,retten::V,saveteiñ,идемс
1071,bewachen::V,mesa,ванстомс
1072,schützen::V,diwall,аштемс
1073,verteidigen::V,difenn,ваномс
1074,sich schlagen::V,lopañ,тюремс
1075,siegen::V,trec'hiñ,изнямс
1076,ärgern::V,hegasiñ,кежейгавтомс
1077,schlagen::V,skeiñ,токамс
1078,treten::V,botaouiñ,тапамс
1079,stechen::V,pikat,пупамс
1080,stoßen::V,stokañ,тулкадемс
1081,stehlen::V,laerezh,саламс
1082,stören::V,direnkañ,пирямс ки
1083,belästigen::V,dregasiñ,а максомс
1084,belästigen::V,dregasiñ,а кадомс оймамо
1085,verbergen::V,skoachañ,сёпомс
1086,verbergen::V,skoachañ,кекшемс
1087,täuschen::V,tromplañ,манямс
1088,betrügen::V,lorbañ,манчемс
1089,töten::V,lazhañ,чавномс
1090,töten::V,lazhañ,маштнемс
1091,wohnen::V,bezañ o chom,эрямс
1092,arbeiten::V,labourat,важодемс
1093,sammeln::V,dastum,пурнамс
1094,pflücken::V,kuntuilhañ,ноцковтнемс
1095,jagen::V,chaseal,кундамс
1096,fischen::V,pesketa,калонь кундамс
1097,fassen::V,pakañ,кундамс
1098,hüten::V,geota,ваномс
1099,anbinden::V,stagañ,сюлмамс
1100,füttern::V,boueta,андомс
1101,melken::V,goro,потявтомс
1102,hacken::V,difrakal,лазномс
1103,gießen::V,dourañ,валомс
1104,reifen::V,azviñ,кенеремс
1105,zubereiten::V,keginañ,анокстамс
1106,kochen::V,poazhañ,пидемс
1107,backen::V,fritañ,пидемс
1108,braten::V,rostañ,пуштамс
1109,stricken::V,stammañ,кодамс
1110,nähen::V,gwriat,стамс
1111,färben::V,livañ,артомс
1112,reinigen::V,naetañ,урядамс
1113,waschen::V,gwalc'hiñ,муськемс
1114,abwischen::V,torchañ,нардамс
1115,spülen::V,disgwalc'hiñ,ёрвалдомс
1116,fegen::V,skubañ,тенсемс
1117,kehren::V,skubañ,тенсемс
1118,baden::V,kouronkañ,экшелямс
1119,sich waschen::V,en em walc'hiñ,шлямс
1120,sich anziehen::V,gwiskañ,оршамс
1121,kämmen::V,kribat,судрямс
1122,schmücken::V,kinklañ,мазылгавтомс
1123,schmücken::V,kinklañ,наряжамс
1124,sagen::V,larêt,меремс
1125,sagen::V,lavaret,меремс
1126,sprechen::V,komz,кортамс
1127,reden::V,kaozeal,кортамс
1128,sich unterhalten::V,balbotal,кортнемс
1129,fragen::V,goulenn,кевкстемс
1130,bitten::V,goulenn,вешемс
1131,erzählen::V,kontañ,ёвтнемс
1132,mitteilen::V,kemenn,ёвтамс
1133,nennen::V,anviñ,лемдемс
1134,nennen::V,anviñ,путомс лем
1135,rufen::V,gelver,тердемс
1136,rufen::V,gelver,серьгедемс
1137,prahlen::V,fougeal,шнамс пря
1138,übersetzen::V,treiñ,ютавтомс
1139,denken::V,soñjal,арсемс
1140,glauben::V,krediñ,кемемс
1141,bemerken::V,apresevañ,неемс
1142,erkennen::V,anavout,содамс
1143,begreifen::V,meizañ,пачкодемс
1144,verstehen::V,kompren,чарькодемс
1145,lernen::V,deskiñ,тонавтнемс
1146,wissen::V,gouzout,содамс
1147,sich erinnern an::V,kaout soñj e,ледстямс
1148,vergessen::V,ankouaat,стувтомс
1149,messen::V,muzuliañ,онкстнемс
1150,zählen::V,kontañ,ловомс
1151,rechnen::V,jedañ,ловомс
1152,lesen::V,lenn,ловномс
1153,malen::V,livañ,рисовамс
1154,zeichnen::V,tresañ,рисовамс
1155,schreiben::V,skrivañ,сёрмадомс
1156,besitzen::V,kaout,улемс
1157,besitzen::V,kaout,улемс азорокс
1158,kaufen::V,prenañ,рамамс
1159,verkaufen::V,gwerzhañ,миемс
1160,bezahlen::V,paeañ,пандомс
1161,zahlen::V,paeañ,пандомс
1162,beherrschen::V,mestroniañ,азоркстамс
1163,ertragen::V,anduriñ,кирдемс
1164,Grube::N,,латко
1165,Spur::N,,челькс
1166,Spur::N,,пильгеки
1167,Lehm::N,,сёвонь
1168,Laut::N,,вайгель
1169,Winkel::N,,ужо
1170,Lagerfeuer::N,,толбандя
1171,vergebens::ADV,,стяко
1172,untergehen[Sonne]::V,,валгомс
1173,läuten::V,,гайгезевемс
1174,klingeln::V,,чавомс баягас
1175,sich fürchten::V,,пелемс
1176,fürchten::V,,пелемс
1177,gelingen::V,,удаламс
1178,geraten::V,,лисемс
1179,schwenken::V,,яхолемс
1180,reichen::V,,максомс
1181,aufziehen::V,,трямс
1182,aufziehen::V,,кастомс
1183,schießen::V,,ледемс
1184,treiben::V,,панемс
1185,umrühren::V,,човорямс
1186,ausziehen::V,,кайсевтемс
1187,anziehen::V,,оршамс
