,Concept_ID,pl,br
803,schwingen::V,wahać się,froumal
804,fallen::V,padać,kouezhañ
805,brennen::V,palić się,deviñ
806,rauchen::V,dymić,divogedañ
807,rauchen::V,dymić się,divogedañ
808,regnen::V,padać,glavañ
809,gefrieren::V,zamarznąć,reviñ
810,tauen::V,tajać,diskornañ
811,schmelzen::V,topnieć,teuziñ
812,trocknen::V,schnąć,sec'hañ
813,sieden::V,wrzeć,berviñ
814,sieden::V,kipieć,berviñ
815,faulen::V,gnić,breinañ
816,verfaulen::V,zgnić,breinañ
817,reißen::V,urywać się,darnaouiñ
818,versinken::V,tonąć,sodellañ
819,vergehen::V,przechodzić,tremen
820,erscheinen::V,zjawiać się,donet war-wel
821,verschwinden::V,zniknąć,monet diwar wel
822,sinken::V,spadać,en em izelat
823,abnehmen::V,spadać,nebeutaat
824,zunehmen::V,wzrosnąć,kreskiñ
825,steigen::V,wzrastać,sevel
826,wachsen::V,rosnąć,kreskiñ
827,glänzen::V,błyszczeć,lugernañ
828,funkeln::V,zabłyszczeć,elieniñ
829,lärmen::V,hałasować,rabotat
830,läuten::V,dzwonić,
831,klingeln::V,dzwonić,
832,klirren::V,brzęczeć,diridignat
833,klirren::V,brzęczeć,sterlinkañ
834,brausen::V,huczeć,gwegal
835,rauschen::V,szumieć,trouzal
836,rauschen::V,szeleścić,trouzal
837,klingen::V,brzmieć,seniñ
838,klingen::V,dźwięczeć,seniñ
839,bellen::V,szczekać,harzhal
840,heulen::V,wyć,yudal
841,blasen::V,dmuchnąć,c'hwezhañ
842,pfeifen::V,gwizdać,c'hwitellat
843,schreien::V,krzyczeć,huchal
844,stöhnen::V,stękać,hirvoudiñ
845,zittern::V,drżeć,krenañ
846,leben::V,żyć,bevañ
847,geboren werden::V,urodzić się,genel
848,atmen::V,oddychać,tennañ e anal
849,trinken::V,pić,evañ
850,essen::V,jeść,debriñ
851,schlucken::V,połknąć,lonkañ
852,müde werden::V,zmęczyć się,skuizhañ
853,einschlafen::V,zasnąć,menel kousket
854,schlafen::V,spać,kousket
855,aufwachen::V,obudzić się,dihuniñ
856,aufstehen::V,wstać,sevel
857,sich erholen::V,wypoczywać,diskuizhañ
858,krank werden::V,zachorować,klañviñ
859,krank sein::V,chorować,bezañ klañv
860,schmerzen::V,boleć,skourjezañ
861,husten::V,kaszlać,pasaat
862,husten::V,kaszlać,peudal
863,genesen::V,wyzdrowieć,pareañ
864,sterben::V,umrzeć,mervel
865,umkommen::V,zginąć,perisañ
866,sich bewegen::V,poruszać się,bouljal
867,sich rühren::V,ruszyć się,fiñval
868,sich erheben::V,podnieść się,sevel
869,sich setzen::V,usiąść,azezañ
870,sich setzen::V,usiąść,mont en e goazez
871,hinfallen::V,upaść,kouezhañ
872,laufen::V,chodzić,redek
873,schreiten::V,kroczyć,kerzhet
874,spazierengehen::V,iść na spacer,pourmen
875,eilen::V,pospieszać,hastañ
876,sich beeilen::V,pospieszyć się,hastañ
877,sausen::V,pędzić,karzhañ
878,rennen::V,biec,redek
879,rennen::V,biegać,redek
880,springen::V,skakać,lammat
881,klettern::V,wspinać się,krimpat
882,schaukeln::V,huśtać,brañsellat
883,schaukeln::V,kołysać,brañsellat
884,kriechen::V,pełzać,skrampañ
885,kriechen::V,czołgać się,skrampañ
886,schwimmen::V,pływać,neuial
887,tauchen::V,zanurzać się,splujañ
888,rudern::V,wiosłować,roeñvat
889,fahren::V,jechać,kas
890,fahren::V,jechać,bleniañ
891,fliegen::V,latać,nijal
892,fliegen::V,lecieć,nijal
893,gehen::V,iść,mont
894,weggehen::V,odejść,mont kuit
895,abfahren::V,odjechać,mont kuit
896,anhalten::V,zatrzymać się,chom a-sav
897,hineingehen::V,wchodzić,monet e-barzh
898,eintreten::V,wejść,monet e-barzh
899,eintreten::V,nastąpić,monet e-barzh
900,kommen::V,przyjść,dont
901,ankommen::V,przybyć,erruout
902,zurückkommen::V,wrócić,addonet
903,bleiben::V,zostać,chom
904,warten::V,czekać,gortoz
905,erwarten::V,oczekiwać,gortoz
906,suchen::V,szukać,klask
907,finden::V,znaleźć,kavout
908,versuchen::V,próbować,klask
909,vorbereiten::V,przygotować,aozañ
910,lieben::V,kochać,karout
911,mögen::V,lubić,karout
912,lachen::V,śmiać się,c'hoarzin
913,rühren::V,wzruszyć,tenerañ
914,weinen::V,płakać,gouelañ
915,schimpfen::V,kląć,krozal
916,sich ärgern::V,gniewać się,fachañ
917,sich ärgern::V,gniewać się,en em fachañ
918,sich fürchten::V,bać się,
919,fürchten::V,bać się,
920,fliehen::V,uciekać,tec'het
921,flüchten::V,uciec,tuzañ
922,sehen::V,widzieć,gwelet
923,sehen::V,zobaczyć,gwelet
924,anschauen::V,oglądać,sellout ouzh
925,ansehen::V,popatrzeć na,sellout ouzh
926,hören::V,słyszeć,klevet
927,zuhören::V,słuchać,selaou
928,probieren::V,kosztować,blasa
929,riechen::V,wąchać,klevet
930,fühlen::V,czuć,santout
931,fühlen::V,odczuwać,santout
932,scheinen::V,wydawać się,diskouez bezañ
933,zu sehen sein::V,widnieć,bezañ gwelus
934,vernehmen::V,usłyszeć,merzhañ
935,frieren::V,marznąć,anoued
936,tun::V,czynić,ober
937,können::V,móc,gouzout
938,können::V,umieć,gouzout
939,wollen::V,chcieć,fellout da
940,wollen::V,chcieć,kaout c'hoant da
941,anfangen::V,zacząć,kregiñ
942,beenden::V,zakończyć,achuiñ
943,aufhören::V,przestać,paouez
944,gelingen::V,udać się,
945,geraten::V,udać się,
946,öffnen::V,otworzyć,digeriñ
947,schließen::V,zamknąć,serriñ
948,stellen::V,postawić,lakaat
949,setzen::V,posadzić,lakaat
950,legen::V,kłaść,lakaat
951,berühren::V,dotykać,touch
952,verbinden::V,łączyć,eren
953,bedecken::V,przykryć,goloiñ
954,aufhängen::V,powiesić,istribilhañ
955,anzünden::V,zapalić,alumiñ
956,anzünden::V,zapalić,c'hwezzañ
957,aufheben::V,podnieść,dastum
958,zurücklassen::V,zostawić,lezel
959,verlieren::V,zgubić,koll
960,fallen lassen::V,upuścić,laoskel
961,fallen lassen::V,upuścić,lezel da gouezhel
962,machen::V,zrobić,ober
963,herstellen::V,wytworzyć,fardañ
964,bauen::V,budować,sevel
965,reparieren::V,naprawiać,adaozañ
966,verbessern::V,ulepszyć,gwellaat
967,ändern::V,zmienić,cheñch
968,graben::V,kopać,kleuzañ
969,beugen::V,zagiąć,plegañ
970,biegen::V,zgiąć,krommañ
971,drehen::V,obracać,treiñ
972,wenden::V,obrocić,treiñ
973,umdrehen::V,obrocić,treiñ
974,heben::V,podnosić,sevel
975,hochheben::V,podnieść,sevel
976,ergreifen::V,chwycić,kemer
977,halten::V,trzymać,dalc'hen
978,drücken::V,naciskać,bountañ
979,schieben::V,pchać,poulzañ
980,schieben::V,posuwać,poulzañ
981,kratzen::V,drapać,skrabat
982,lecken::V,lizać,lipat
983,beißen::V,kąsać,kregiñ
984,abreißen::V,oderwać,diframmañ
985,abschneiden::V,odciąć,troc'hañ
986,binden::V,wiązać,stagañ
987,stecken::V,wetknąć,sankañ
988,brechen::V,złamać,darnaouiñ
989,klopfen::V,pukać,skoiñ
990,klopfen::V,stukać,skoiñ
991,hauen::V,bić,dornañ
992,kleben::V,kleić,pegañ
993,reiben::V,trzeć,taravat
994,reiben::V,trzeć,trekiñ
995,streichen::V,smarować,toazañ
996,schleifen::V,ostrzyć,lemmañ
997,schneiden::V,ciąć,troc'hañ
998,schneiden::V,krajać,troc'hañ
999,rütteln::V,trząść,tordorosañ
1000,schütteln::V,trząść,hejañ
1001,schwenken::V,machać,
1002,schütten::V,nasypać,diskargañ
1003,füllen::V,napełnić,kargañ
1004,einwickeln::V,zawinąć,gronnañ
1005,tragen::V,nieść,dougen
1006,schleppen::V,wlec,stlejal
1007,ziehen::V,ciągnąć,sachañ
1008,aufbewahren::V,przechowywać,miret
1009,werfen::V,rzucać,teuler
1010,fangen::V,łowić,tapañ
1011,packen::V,chwycić,krapat
1012,verstecken::V,ukryć,kuzhat
1013,verstecken::V,schować,kuzhat
1014,teilen::V,podzielić,rannañ
1015,schicken::V,posyłać,kas
1016,bringen::V,przynieść,degas
1017,hinzufügen::V,dodać,lakat ouzhpenn
1018,bekommen::V,dostać,kaout
1019,erhalten::V,otrzymać,kaout
1020,nehmen::V,wziąć,kemer
1021,wählen::V,wybrać,choaz
1022,auswählen::V,wybrać,dibab
1023,bewahren::V,zachować,mirout
1024,behindern::V,utrudnić,diaezañ
1025,behindern::V,przeszkadzać,diaezañ
1026,verderben::V,zepsuć,lovrañ
1027,beschädigen::V,uszkodzić,gwallegañ
1028,zerbrechen::V,złamać,torriñ
1029,zerreißen::V,drzeć,diroegiñ
1030,zerreißen::V,rozdzierać,diroegiñ
1031,zerstören::V,zniszczyć,distrujañ
1032,verbrennen::V,spalić,deviñ
1033,geben::V,dać,reiñ
1034,reichen::V,podać,
1035,schenken::V,darować,donezonañ
1036,versprechen::V,obiecać,prometiñ
1037,wünschen::V,życzyć,hetiñ
1038,loben::V,chwalić,feurmiñ
1039,küssen::V,całować,pokat
1040,wiegen::V,kołysać,pouezañ
1041,zudecken::V,przykryć,goloiñ
1042,wecken::V,zbudzić,dihuniñ
1043,zeigen::V,pokazać,diskouez
1044,führen::V,wieść,kas
1045,führen::V,prowadzić,kas
1046,lehren::V,uczyć,deskiñ
1047,unterrichten::V,nauczać,kelenn
1048,aufziehen::V,wychować,
1049,leiten::V,kierować,bleinañ
1050,antreiben::V,popędzić,poulzañ
1051,lassen::V,zostawić,leuskel
1052,einladen::V,zaprosić,pediñ
1053,vereinigen::V,zjednoczyć,unisañ
1054,besuchen::V,odwiedzić,gweladenniñ
1055,treffen::V,trafić,kejal
1056,treffen::V,trafić,ankontrañ
1057,treffen::V,spotkać,kejal
1058,treffen::V,spotkać,ankontrañ
1059,sich versammeln::V,zebrać się,bodennañ
1060,sich versammeln::V,zgromadzić się,bodennañ
1061,spielen::V,grać,c'hoari
1062,spielen::V,bawić się,c'hoari
1063,singen::V,śpiewać,kanañ
1064,tanzen::V,pląsać,dañsal
1065,tanzen::V,tańczyć,dañsal
1066,sich trennen::V,rozstać się,dispartiañ
1067,verlassen::V,opuścić,lezel
1068,retten::V,ocalić,saveteiñ
1069,retten::V,uratować,saveteiñ
1070,bewachen::V,pilnować,mesa
1071,schützen::V,ochronić,diwall
1072,verteidigen::V,bronić,difenn
1073,sich schlagen::V,pobić się,lopañ
1074,schießen::V,strzelać,
1075,siegen::V,zwycziężyć,trec'hiñ
1076,ärgern::V,gniewać,hegasiñ
1077,schlagen::V,bić,skeiñ
1078,schlagen::V,uderzyć,skeiñ
1079,treten::V,kopnąć,botaouiñ
1080,stechen::V,ukłuć,pikat
1081,stoßen::V,popchnąć,stokañ
1082,stehlen::V,ukraść,laerezh
1083,stören::V,zakłócić,direnkañ
1084,stören::V,przeszkodzić,direnkañ
1085,belästigen::V,dokuczać,dregasiñ
1086,verbergen::V,ukryć,skoachañ
1087,täuschen::V,łudzić,tromplañ
1088,betrügen::V,oszukać,lorbañ
1089,töten::V,zabić,lazhañ
1090,wohnen::V,mieszkać,bezañ o chom
1091,arbeiten::V,pracować,labourat
1092,sammeln::V,zebrać,dastum
1093,pflücken::V,zerwać,kuntuilhañ
1094,jagen::V,polować,chaseal
1095,fischen::V,łowić ryby,pesketa
1096,fassen::V,złapać,pakañ
1097,hüten::V,paść,geota
1098,treiben::V,pędzić,
1099,anbinden::V,przywiązać,stagañ
1100,füttern::V,karmić,boueta
1101,melken::V,doić,goro
1102,hacken::V,rąbać,difrakal
1103,gießen::V,lać,dourañ
1104,gießen::V,podlać,dourañ
1105,reifen::V,dojrzeć,azviñ
1106,zubereiten::V,przyrządzić,keginañ
1107,kochen::V,gotować,poazhañ
1108,backen::V,piec,fritañ
1109,braten::V,piec,rostañ
1110,braten::V,smażyć,rostañ
1111,umrühren::V,przemieszać,
1112,stricken::V,dziać,stammañ
1113,nähen::V,szyć,gwriat
1114,färben::V,pofarbować,livañ
1115,reinigen::V,oczyścić,naetañ
1116,waschen::V,prać,gwalc'hiñ
1117,abwischen::V,obetrzeć,torchañ
1118,spülen::V,płukać,disgwalc'hiñ
1119,fegen::V,zamiatać,skubañ
1120,kehren::V,zamieść,skubañ
1121,baden::V,kąpać się,kouronkañ
1122,sich waschen::V,myć się,en em walc'hiñ
1123,ausziehen::V,zdjąć,
1124,anziehen::V,włożyć,
1125,sich anziehen::V,ubrać się,gwiskañ
1126,kämmen::V,uczesać,kribat
1127,schmücken::V,ozdabiać,kinklañ
1128,sagen::V,powiedzieć,larêt
1129,sagen::V,powiedzieć,lavaret
1130,sprechen::V,mówić,komz
1131,reden::V,mówić,kaozeal
1132,sich unterhalten::V,rozmawiać,balbotal
1133,fragen::V,zapytać,goulenn
1134,bitten::V,prosić,goulenn
1135,erzählen::V,opowiedzieć,kontañ
1136,mitteilen::V,zawiadomić o,kemenn
1137,nennen::V,nazwać,anviñ
1138,rufen::V,wołać,gelver
1139,prahlen::V,chełpić się,fougeal
1140,übersetzen::V,tłumaczyć,treiñ
1141,denken::V,myśleć,soñjal
1142,glauben::V,sądzić,krediñ
1143,glauben::V,wierzyć,krediñ
1144,bemerken::V,zauważyć,apresevañ
1145,erkennen::V,poznać,anavout
1146,begreifen::V,zrozumieć,meizañ
1147,verstehen::V,rozumieć,kompren
1148,verstehen::V,dosłyszeć,kompren
1149,lernen::V,uczyć się,deskiñ
1150,wissen::V,wiedzieć,gouzout
1151,sich erinnern an::V,przypomnieć sobie,kaout soñj e
1152,vergessen::V,zapomnieć,ankouaat
1153,messen::V,mierzyć,muzuliañ
1154,zählen::V,liczyć,kontañ
1155,rechnen::V,rachować,jedañ
1156,lesen::V,czytać,lenn
1157,malen::V,malować,livañ
1158,zeichnen::V,rysować,tresañ
1159,schreiben::V,pisać,skrivañ
1160,besitzen::V,posiadać,kaout
1161,kaufen::V,kupić,prenañ
1162,verkaufen::V,sprzedać,gwerzhañ
1163,bezahlen::V,zapłacić,paeañ
1164,zahlen::V,płacić,paeañ
1165,beherrschen::V,opanować,mestroniañ
1166,ertragen::V,znieść,anduriñ
