,Concept_ID,ady,ja
706,wieviel::FNUM,сыд фэди́з,どのくらい
707,eins::NUM,зы,一
708,zwei::NUM,тӏу,二
709,zwei::NUM,тӏу,二つ
710,drei::NUM,щы,三
711,drei::NUM,щы,三つ
712,vier::NUM,плӏы,四
713,vier::NUM,плӏы,四つ
714,fünf::NUM,тфы,五
715,fünf::NUM,тфы,五つ
716,sechs::NUM,хы,六
717,sechs::NUM,хы,六つ
718,sieben::NUM,блы,七
719,sieben::NUM,блы,七つ
720,acht::NUM,и,八
721,acht::NUM,и,八つ
722,neun::NUM,бгъу,九
723,neun::NUM,бгъу,九つ
724,zehn::NUM,пшӏы,十
725,elf::NUM,пшӏыкӏузы́,十一
726,zwölf::NUM,пшӏыкӏутӏу,十二
727,zwanzig::NUM,тӏокӏы́,二十
728,dreißig::NUM,щэкӏы,三十
729,vierzig::NUM,тӏокӏи́тӏу,四十
730,fünfzig::NUM,шъэны́ыкъу,五十
731,sechzig::NUM,тӏокӏи́щ,六十
732,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,七十
733,achtzig::NUM,тӏокӏи́пӏ,八十
734,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,九十
735,hundert::NUM,шъэ,百
736,tausend::NUM,мин,千
737,und::CNJ,ыкӏи,-と
738,und::CNJ,ыкӏи,そして
739,oder::CNJ,е,或いは
740,stehen::V,ущытын,立っている
741,stehen::V,умыхъыен,立っている
742,sitzen::V,уисын,座っている
743,sitzen::V,утесын,座っている
744,liegen::V,телъы́н,横になっている
745,hängen::V,къыщылэлын,掛かっている
746,hängen::V,къыщылэлын щыгъын быхъур,掛かっている
747,werden::V,хъун,なる
748,passieren::V,къэхъун,起こる
749,beginnen::V,къежьэн,始まる
750,beginnen::V,къыублэн,始まる
751,enden::V,ухы́н,終わる
752,wechseln::V,зэхъожьы́н,変わる
753,aufgehen[Sonne]::V,къыкъокӏы́н,出る
754,untergehen[Sonne]::V,къохьан,沈む
755,scheinen[Sonne]::V,къепсыи,輝く
756,donnern::V,гъогъон,雷が鳴る
757,wehen::V,епщэ́н,吹く
758,strömen::V,чъэн,流れる
759,fließen::V,чъэн,流れる
760,sich drehen::V,зыгъэчэрэгъу́н,回転する
761,schwanken::V,хъые́н,揺れる
762,schwingen::V,зыгъэхъые́н,振動する
763,fallen::V,къефэхы́н,落ちる
764,brennen::V,стын,燃える
765,rauchen::V,ӏугъо къикӏын,煙を出す
766,regnen::V,къещхы́н,雨が降る
767,gefrieren::V,дыкъын,凍る
768,tauen::V,жъун,溶ける
769,schmelzen::V,ткӏун,溶ける
770,trocknen::V,гъушъы́н,乾く
771,trocknen::V,чъэпхъу́н,乾く
772,sieden::V,жъон,沸く
773,faulen::V,шъун,腐る
774,verfaulen::V,шъун,朽ちる
775,reißen::V,зэӏэтхъы́н,切れる
776,versinken::V,чӏихьан,沈む
777,vergehen::V,блэкӏы́н,経つ
778,erscheinen::V,къэлъэгъон,現れる
779,verschwinden::V,кӏодыжьы́н,消える
780,abnehmen::V,къыкӏичын,減る
781,zunehmen::V,хэхъо́н,増える
782,steigen::V,къежьэн,上がる
783,wachsen::V,хэхъо́н,伸びる
784,wachsen::V,къэкӏы́н,伸びる
785,glänzen::V,цӏыу́н,輝く
786,funkeln::V,жъыу́н,ぴかぴか光る
787,lärmen::V,бырсыры́н,騒ぐ
788,läuten::V,теон,鳴る
789,klingeln::V,теон,鳴る
790,brausen::V,шъуин,逆巻く
791,rauschen::V,макъэ гъэӏун,戦ぐ
792,klingen::V,къыхэӏукӏын,鳴る
793,bellen::V,хьакъу́н,吠える
794,heulen::V,быун,きゃんきゃん鳴く
795,blasen::V,епщэ́н,吹く
796,pfeifen::V,шъуин,口笛を吹く
797,schreien::V,куо́н,叫ぶ
798,schreien::V,кӏыи́н,叫ぶ
799,stöhnen::V,щэӏун,うめく
800,zittern::V,кӏэзэзын,震える
801,leben::V,псэу́н,生きている
802,geboren werden::V,къэхъун,生まれる
803,atmen::V,жьы къэщэ́н,呼吸する
804,trinken::V,ешъо́н,飲む
805,essen::V,шхын,食べる
806,schlucken::V,бдырыин,飲み込む
807,müde werden::V,пшъын,眠くなる
808,einschlafen::V,хэчъыен,寝付く
809,schlafen::V,чъые́н,眠る
810,aufwachen::V,къэущы́н,目が覚める
811,aufstehen::V,уцу́н,起きる
812,sich erholen::V,зыгъэпсэфын,休養する
813,krank werden::V,сымаджэ́ хъун,病気になる
814,krank sein::V,сымэджэ́н,病気である
815,schmerzen::V,сымэджэ́н,痛む
816,husten::V,пскэ́н,咳をする
817,genesen::V,хъужьын,元気になる
818,sterben::V,лӏэн,死ぬ
819,sterben::V,лӏэн,亡くなる
820,umkommen::V,хэкӏодэн,死亡する
821,sich bewegen::V,хъые́н,移動する
822,sich rühren::V,хъые́н,動く
823,sich erheben::V,къэтэджын,立ち上がる
824,sich setzen::V,тӏысы́н,座る
825,hinfallen::V,ебэджы́н,転ぶ
826,laufen::V,кӏон,歩く
827,schreiten::V,кӏон,跨ぐ
828,spazierengehen::V,къэкӏухьэн,散歩する
829,eilen::V,гузэжъон,急ぐ
830,sich beeilen::V,гуӏэ́н,焦る
831,sausen::V,псынкӏэ́у чъэн,疾駆する
832,rennen::V,чъэн,走る
833,springen::V,пкӏэн,跳ぶ
834,klettern::V,дэцохъоен,よじ登る
835,schaukeln::V,уешӏэн,ぶらんこに乗る
836,kriechen::V,цохъо́н,這う
837,schwimmen::V,есы́н,泳ぐ
838,tauchen::V,зычӏэгъэо́н,潜る
839,rudern::V,къошъо бэщкӏэ фын,漕ぐ
840,fahren::V,кӏон,行く
841,fahren::V,кӏон,乗車する
842,fliegen::V,быбы́н,飛ぶ
843,gehen::V,кӏон,行く
844,weggehen::V,ӏукӏын,立ち去る
845,abfahren::V,ежьэн,出発する
846,anhalten::V,къэуцу́н,止まる
847,hineingehen::V,ихьан,入る
848,eintreten::V,чӏэхьан,中に入る
849,kommen::V,къэкӏо́н,来る
850,ankommen::V,къэсы́н,着く
851,ankommen::V,къэсы́н,到着する
852,zurückkommen::V,гъэзэжьын,帰る
853,bleiben::V,къэнэ́н,留まる
854,warten::V,пэплъэ́н,待つ
855,erwarten::V,ежэн,期待する
856,suchen::V,лъыхъу́н,探る
857,finden::V,къэгъоты́н,見つける
858,finden::V,къыхэгъэщы́н,見つける
859,versuchen::V,пылъы́н,試す
860,vorbereiten::V,гъэхьазыры́н,準備する
861,lieben::V,шӏу плъэгъу́н,愛する
862,mögen::V,шӏу плъэгъу́н,好きである
863,lachen::V,щхын,笑う
864,rühren::V,гур гъэузын,感情を動かす
865,weinen::V,гъын,泣く
866,schimpfen::V,хъонэн,叱る
867,sich ärgern::V,губжы́н,怒る
868,sich ärgern::V,губжы́н,腹を立てる
869,sich fürchten::V,щынэ́н,怖がる
870,fürchten::V,щынэ́н,恐れる
871,sehen::V,льэгъу́н,見る
872,anschauen::V,плъэн,眺める
873,anschauen::V,еплъы́н,眺める
874,ansehen::V,плъэн,見る
875,hören::V,зэхэхын,聞く
876,zuhören::V,дэӏо́н,聴く
877,probieren::V,хэӏэн,食べてみる
878,riechen::V,пэмэ́н,気取る
879,fühlen::V,зэхэпшӏэн,感じる
880,scheinen::V,уащыхъу́н,ように見える
881,scheinen::V,уашӏошӏы́н,ように見える
882,zu sehen sein::V,зэрэлъэгъу́н,見える
883,vernehmen::V,зэхэхын,承る
884,frieren::V,дыкъын,寒気がする
885,frieren::V,пӏыкӏэн,寒気がする
886,frieren::V,чъыӏэ́ лӏэн,寒気がする
887,tun::V,шӏын,する
888,können::V,лъэкӏы́н,出来る
889,wollen::V,фэе́н,-たい
890,anfangen::V,ублэн,始める
891,beenden::V,ухы́н,終える
892,aufhören::V,щыгъэтын,止める
893,gelingen::V,хъун,成功する
894,öffnen::V,ӏухы́н,開く
895,öffnen::V,ӏухы́н,開ける
896,schließen::V,игъэсэн,閉める
897,stellen::V,бгъэуцун,置く
898,stellen::V,бгъэуцун,据える
899,setzen::V,гъэтӏысы́н,座らせる
900,legen::V,хэлъхьа́н,置く
901,berühren::V,эӏэн,触る
902,berühren::V,эӏэн,触れる
903,berühren::V,нэсын,触る
904,berühren::V,нэсын,触れる
905,verbinden::V,зэхэпхэ́н,結びつける
906,verbinden::V,пхын,結びつける
907,bedecken::V,техъо́н,覆う
908,aufhängen::V,пылъэ́н,掛ける
909,anzünden::V,хэгъэнэ́н,燃やす
910,anzünden::V,хэгъэнэ́н,火をつける
911,zurücklassen::V,къэгъэнэ́н,残す
912,verlieren::V,чӏэ́нэн,無くす
913,verlieren::V,шӏокӏоды́н,無くす
914,fallen lassen::V,чӏэунэн,落とす
915,fallen lassen::V,пӏэпызын,落とす
916,machen::V,шӏын,作る
917,herstellen::V,шӏы́н,製造する
918,bauen::V,шӏы́н,建設する
919,reparieren::V,дыжьы́н,直す
920,reparieren::V,дыжьы́н,修理する
921,verbessern::V,нахьышӏу пшӏын,改良する
922,verbessern::V,нахь дэгъу пшӏын,改良する
923,ändern::V,зэблэхъу́н,変える
924,graben::V,тӏын,掘る
925,biegen::V,уфэн,曲げる
926,drehen::V,гъэчэрегъу́,回す
927,wenden::V,пӏонтӏэн,裏返す
928,wenden::V,бгъэзэн,裏返す
929,wenden::V,уӏубын,裏返す
930,heben::V,ӏэты́н,挙げる
931,hochheben::V,ӏэты́н,持ち上げる
932,ergreifen::V,къэубыты́н,取り上げる
933,halten::V,ӏыгъы́н,持つ
934,drücken::V,тэӏункӏэн,押す
935,schieben::V,уеӏункӏын,ずらす
936,schieben::V,уетӏыргун,ずらす
937,kratzen::V,цӏэнтхъун,引っ掻く
938,lecken::V,бзэи́н,なめる
939,beißen::V,ецэкъэ́н,噛む
940,abreißen::V,къичын,剝ぎ取る
941,abreißen::V,пытхъын,剝ぎ取る
942,abschneiden::V,пыупкӏын,切り取る
943,abschneiden::V,гобзыкӏын,切り取る
944,binden::V,епхын,縛る
945,stecken::V,хэсэн,差し込む
946,brechen::V,зэпыпкӏын,破る
947,klopfen::V,теон,とんとん叩く
948,hauen::V,теон,叩く
949,kleben::V,щхэн,貼る
950,kleben::V,щхэн,くっ付ける
951,reiben::V,пӏотын,擦る
952,streichen::V,щыфэн,塗る
953,schleifen::V,гъэчаны́н,研ぐ
954,schleifen::V,кӏэлыкӏы́н,研ぐ
955,schneiden::V,бзын,切る
956,rütteln::V,гъэсысын,揺さぶる
957,schütteln::V,гъэсысын,振る
958,schütteln::V,гъэсысын,揺さぶる
959,schwenken::V,ӏэ шӏын,振る
960,schütten::V,икӏэ́н,注ぐ
961,füllen::V,из шӏын,いっぱいにする
962,einwickeln::V,кӏоцӏыщыхьа́н,包む
963,tragen::V,хьын,運ぶ
964,schleppen::V,пхьын,引きずる
965,schleppen::V,плъэшъун,引きずる
966,ziehen::V,пкъудыин,引く
967,ziehen::V,пщэн,引く
968,ziehen::V,плъэшъун,引く
969,aufbewahren::V,пӏыгъын,預かる
970,aufbewahren::V,уухъумэн,預かる
971,werfen::V,дзын,投げる
972,fangen::V,къэубыты́н,受ける
973,packen::V,къэубыты́н,掴む
974,verstecken::V,бгъэбылъын,隠す
975,teilen::V,гощы́н,分ける
976,schicken::V,гъахьы́н,送る
977,bringen::V,къэхьы́н,持って行く
978,hinzufügen::V,хэгъэхъо́н,加える
979,nehmen::V,къытехы́н,取る
980,wählen::V,къыхэхы́н,選ぶ
981,auswählen::V,къыхэхы́н,選ぶ
982,bewahren::V,къэухъумэн,保存する
983,behindern::V,пэрыохъу хъун,妨害する
984,verderben::V,къутэн,台無しにする
985,beschädigen::V,къутэн,損傷する
986,zerbrechen::V,къутэн,割る
987,zerreißen::V,зэӏэтхъы́н,引き裂く
988,zerstören::V,къутэ́н,破壊する
989,verbrennen::V,гъэсты́н,焼く
990,geben::V,еты́н,上げる
991,reichen::V,еты́н,渡す
992,schenken::V,еты́н,贈る
993,versprechen::V,гъэгугъэ́н,約束する
994,wünschen::V,шӏоигъо́н,望む
995,loben::V,щытхъун,褒める
996,küssen::V,ебэу́н,キスする
997,wiegen::V,гъэхъыен,揺する
998,zudecken::V,техъо́н,覆う
999,wecken::V,къэгъэущы́н,起こす
1000,zeigen::V,гъэлъэгъо́н,見せる
1001,führen::V,щэн,案内する
1002,lehren::V,егъэджэ́н,教える
1003,lehren::V,егъэшӏэн,教える
1004,unterrichten::V,егъэджэ́н,通知する
1005,aufziehen::V,пӏун,育てる
1006,leiten::V,гъэзекӏон,導く
1007,antreiben::V,къепфылӏэн,励ます
1008,lassen::V,еты́н,～させる
1009,einladen::V,къегъэблэгъэн,誘う
1010,einladen::V,къегъэблэгъэн,招待する
1011,vereinigen::V,зэгогъэхьан,一つにする
1012,besuchen::V,щыӏэ́н,訪ねる
1013,treffen::V,ӏукӏэ́н,出会う
1014,treffen::V,пэгъокӏы́н,出会う
1015,sich versammeln::V,зэхэхьан,集まる
1016,spielen::V,джэгу́н,遊ぶ
1017,singen::V,орэ́д къэӏо́н,歌う
1018,tanzen::V,къэшъо́н,踊る
1019,sich trennen::V,зэгокӏыжьы́ных,別れる
1020,verlassen::V,бгынэн,別れる
1021,verlassen::V,хэкӏыжьын,別れる
1022,retten::V,къыхэпхыжьын,救う
1023,retten::V,къыхэпхыжьын,助ける
1024,retten::V,къэбгъэнэжьын,救う
1025,retten::V,къэбгъэнэжьын,助ける
1026,bewachen::V,къэгъэгъунэн,見張る
1027,bewachen::V,къэгъэгъунэн,軽微する
1028,schützen::V,ухъумэ́н,保護する
1029,verteidigen::V,къэухъумэн,守る
1030,sich schlagen::V,эзэон,殴る
1031,schießen::V,он,撃つ
1032,siegen::V,текӏо́н,勝つ
1033,ärgern::V,бгъэгубжын,怒らせる
1034,schlagen::V,ео́н,殴る
1035,stechen::V,хэӏун,突く
1036,stoßen::V,тӏыро́н,突く
1037,stoßen::V,уеӏункӏын,突く
1038,stehlen::V,тыгъу́н,盗る
1039,stören::V,бгъэгумэкӏын,構う
1040,belästigen::V,бгъэгумэкӏын,邪魔する
1041,verbergen::V,ушъэфын,隠す
1042,täuschen::V,гъэпцӏэ́н,だます
1043,betrügen::V,гъэпцӏэ́н,だます
1044,töten::V,уикӏын,殺す
1045,wohnen::V,дэсын,住む
1046,arbeiten::V,лэжьэ́н,働く
1047,sammeln::V,угъои́н,集める
1048,sammeln::V,угъои́н,収集する
1049,pflücken::V,къыпычы́н,摘む
1050,jagen::V,шэкӏон,狩りをする
1051,jagen::V,ешэкӏон,狩りをする
1052,fischen::V,пцэжъые уешэн,釣る
1053,fassen::V,къэубыты́н,捕る
1054,hüten::V,хэхъо́н,放牧する
1055,treiben::V,пфын,追う
1056,anbinden::V,епхын,繋ぐ
1057,füttern::V,гъэшхэ́н,餌をやる
1058,melken::V,щын,搾乳する
1059,hacken::V,упкӏэтэн,刻む
1060,gießen::V,тепкӏэн,水をやる
1061,reifen::V,игъо хъун,熟す
1062,zubereiten::V,бгъэхьазырын,調理する
1063,kochen::V,шӏы́н,煮る
1064,backen::V,гъэжъэ́н,焼く
1065,braten::V,гъэжъэ́н,焼く
1066,braten::V,гъэжъэ́н,炒める
1067,umrühren::V,зэхэгъэкӏухьан,混ぜる
1068,stricken::V,хъын,編む
1069,nähen::V,дэн,縫う
1070,färben::V,бгъэлэн,染める
1071,reinigen::V,укъэбзы́н,掃除する
1072,waschen::V,бгыкӏын,洗う
1073,waschen::V,бгыкӏын,洗濯する
1074,abwischen::V,лъэкӏы́н,拭く
1075,spülen::V,дэгъэчъыхьан,洗う
1076,spülen::V,дэгъэчъыхьан,すすぐ
1077,fegen::V,пхъэнкӏы́н,掃除する
1078,kehren::V,пхъэнкӏы́н,掃く
1079,baden::V,зыгъэпскӏын,入浴する
1080,sich waschen::V,зытхьакӏы́н,洗う
1081,ausziehen::V,къытехы́н,脱ぐ
1082,anziehen::V,щылъэ́н,着る
1083,sich anziehen::V,зыфэпэн,着る
1084,kämmen::V,жьын,梳く
1085,schmücken::V,гъэдэхэ́н,飾る
1086,sagen::V,къэӏон,言う
1087,sprechen::V,псэлъэ́н,話す
1088,reden::V,гущыӏэ́н,話す
1089,sich unterhalten::V,зэдэгущыӏэн,話をする
1090,fragen::V,упчӏэ́н,聞く
1091,bitten::V,лъэӏо́н,頼む
1092,bitten::V,лъэӏо́н,お願いする
1093,erzählen::V,къэпӏотэ́н,物語る
1094,mitteilen::V,макъэ егъэӏун,伝える
1095,nennen::V,цӏэ фэусы́н,名づける
1096,rufen::V,джэн,呼ぶ
1097,prahlen::V,узыщытхъужьы́н,自慢する
1098,übersetzen::V,бгъэкӏотэн,訳す
1099,denken::V,егупшысэ́н,考える
1100,glauben::V,уивыхъэ́ телъы́н,信じる
1101,bemerken::V,гу лъыптэ́н,気が付く
1102,erkennen::V,зэхэпхын,認識する
1103,erkennen::V,зэбгъэшӏэн,認識する
1104,begreifen::V,гурыӏо́н,分かる
1105,verstehen::V,зэхэхын,聞き取る
1106,lernen::V,еджэ́н,学ぶ
1107,lernen::V,еджэ́н,勉強する
1108,wissen::V,шӏэн,知っている
1109,sich erinnern an::V,къэшӏэжьын,思い出す
1110,vergessen::V,пщыгъупшэжьы́н,忘れる
1111,messen::V,шын,計る
1112,messen::V,шын,測定する
1113,zählen::V,плъытэ́н,数える
1114,rechnen::V,плъытэ́н,計算する
1115,rechnen::V,угугъэ́н,計算する
1116,lesen::V,еджэ́н,読む
1117,malen::V,шӏын,描く
1118,zeichnen::V,шӏын,写生する
1119,schreiben::V,тхын,書く
1120,besitzen::V,иӏэн,所持する
1121,kaufen::V,щэфы́н,買う
1122,verkaufen::V,щэн,売る
1123,bezahlen::V,птын,払う
1124,bezahlen::V,лъыптын,払う
1125,bezahlen::V,птыжьы́н,払う
1126,zahlen::V,птын,支払う
1127,zahlen::V,лъыптын,支払う
1128,beherrschen::V,иунаеу иӏэн,支配する
1129,ertragen::V,щэчы́н,耐える
1130,Schnurrbart::N,,口髭
1131,Nabel::N,,へそ
1132,Wetter::N,,天気
1133,Frost::N,,霜
1134,Raureif::N,,霧氷
1135,Adler::N,,鷲
1136,Schwan::N,,白鳥
1137,Ton::N,,音
1138,Sache::N,,物
1139,Schlitten::N,,そり
1140,Last::N,,荷物
1141,Figur::N,,像
1142,Bündel::N,,束
1143,Bündel::N,,包み
1144,Schuh::N,,靴
1145,Arzt::N,,医者
1146,lebendig::A,,生きた
1147,zuerst::ADV,,まず
1148,zuerst::ADV,,最初に
1149,manchmal::ADV,,時々
1150,niemals::ADV,,一度も...ない
1151,hier::ADV,,こちら
1152,hierhin::ADV,,ここへ
1153,hierhin::ADV,,こちらへ
1154,von hier::ADV,,ここから
1155,schon::ADV,,もう
1156,sinken::V,,下がる
1157,klirren::V,,がらんがらんと鳴る
1158,fliehen::V,,逃げる
1159,flüchten::V,,逃亡する
1160,geraten::V,,当たる
1161,aufheben::V,,拾う
1162,beugen::V,,折る
1163,umdrehen::V,,裏返す
1164,bekommen::V,,得る
1165,erhalten::V,,受ける
1166,treten::V,,蹴る
