,Concept_ID,ady,ga
683,fett::A,пщэры́,ramhar
684,schlank::A,ищыгъэ,caol
685,schlank::A,ищыгъэ,seang
686,hübsch::A,дахэ́,álainn
687,hübsch::A,дахэ́,dathúil
688,böse::A,ябгэ,olc
689,dumm::A,делэ,dúr
690,dumm::A,делэ,amaideach
691,faul::A,шъхьахы́нэ,falsa
692,faul::A,шъхьахы́нэ,leisciúil
693,fleißig::A,егугъурэ,dícheallach
694,geizig::A,тхьацэ,barainneach
695,geizig::A,тхьацэ,sprionlaithe
696,klug::A,акъылышӏу́,cliste
697,geschickt::A,ӏэпэӏэсэ́,oilte
698,geschickt::A,ӏэпэӏэсэ́,ealaíonta
699,geschickt::A,шо́у шӏыгъэ́,oilte
700,geschickt::A,шо́у шӏыгъэ́,ealaíonta
701,lieb::A,псэм фэд,dil
702,lieb::A,псэм фэд,dílis
703,lustig::A,чэф,aerach
704,lustig::A,чэф,meidhreach
705,sanft::A,ӏушъа́б,bog
706,sanft::A,ӏушъа́б,séimh
707,hungrig::A,гъаблэ́,ocrach
708,krank::A,сыма́дж,tinn
709,krank::A,сыма́дж,breoite
710,nackt::A,пцӏанэ́,nocht
711,traurig::A,нэшхъэй,brónach
712,gut::A,дэгъу́,maith
713,schlecht::A,дэи,dona
714,schlecht::A,дэи,droch-
715,richtig::A,тэрэз,ceart
716,schlimm::A,щынэгъо,gránna
717,schlimm::A,щынэгъо,tubaisteach
718,wahr::A,шъыпкъэ́,fíor
719,alt::A,жъы,sean
720,neu::A,кӏэ,úr
721,neu::A,кӏэ,nua
722,ehemalig::A,-щтыгъэ,iar-
723,ehemalig::A,-щтыгъэ,sean-
724,ehemalig::A,-гъэ,iar-
725,ehemalig::A,-гъэ,sean-
726,alt[Lebewesen]::A,жъы,sean
727,alt[Lebewesen]::A,жъы,aosta
728,jung::A,ныбжьыкӏэ́,óg
729,arm::A,тхьамы́кӏ,bocht
730,reich::A,бай,saibhir
731,reich::A,бай,rachmasach
732,bekannt::A,нэӏуа́с,atá eolas air
733,berühmt::A,цӏэры́ӏу,cailiúil
734,berühmt::A,цӏэры́ӏу,clúiteach
735,fremd::A,хымэ,coimhthíoch
736,verschieden::A,зэфэшъхьафы,éagsúil
737,verschieden::A,зэфэшъхьафы,difriúil
738,nah::A,благъэ́,gar
739,nah::A,благъэ́,deas
740,fern::A,чыжьэ,i bhfad uainn
741,fern::A,чыжьэ,i bhfad i gcéin
742,linker::A,сэмэ́гу,clé
743,rechter::A,джабгъу,deas
744,anderer::A,нэмы́кӏ,eile
745,erster::A,апэр,céad
746,zweiter::A,я́тӏонэр,dóú
747,zweiter::A,я́тӏонэр,dara
748,dritter::A,ящэнэр,tríú
749,dritter::A,ящэнэр,treas
750,letzter::A,аужыр,déanach
751,letzter::A,аужыр,deireanach
752,allein::ADV,зы,i d'aonar
753,auf einmal::ADV,ардэдэм,ag an am céanna
754,auf einmal::ADV,асыхьатым,ag an am céanna
755,zusammen::ADV,зэгъусэхэ́у,le chéile
756,zusammen::ADV,зэгъусэхэ́у,in eineacht
757,lange::ADV,бэрэ́,fada
758,plötzlich::ADV,зэкӏэм,go tobann
759,plötzlich::ADV,зэкӏэм,i dtobainne
760,sofort::ADV,ардэдэм,ar an toirt
761,sofort::ADV,ардэдэм,ar an bpointe
762,sofort::ADV,асыхьатым,ar an toirt
763,sofort::ADV,асыхьатым,ar an bpointe
764,später::ADV,нэужым,níos déanaí
765,jetzt::ADV,джы,anois
766,heute::ADV,непэ́,inniu
767,morgen::ADV,неу́щы,amárach
768,bald::ADV,псынкӏэу,go luath
769,bald::ADV,псынкӏэу,gan mhoill
770,dann::ADV,нэужым,ansin
771,gestern::ADV,тыгъуа́с,inné
772,einst::ADV,зэгорэ́м,tráth
773,einst::ADV,зэгорэ́м,uair amháin
774,damals::ADV,армэ,ag an am
775,damals::ADV,армэ,an t-am sin
776,damals::ADV,ащыгъум,ag an am
777,damals::ADV,ащыгъум,an t-am sin
778,danach::ADV,нэужым,ina dhiaidh sin
779,vorher::ADV,нахьыпэм,cheana
780,vorher::ADV,нахьыпэм,roimhe sin
781,einmal::ADV,зэ,uair amháin
782,oft::ADV,бэрэ,minic
783,immer::ADV,ренэ́у,i gcónaí
784,dort::ADV,модэ,ann
785,dort::ADV,модэ,ansin
786,dorthin::ADV,модэ́,ann
787,dorthin::ADV,модэ́,ansin
788,geradeaus::ADV,занкӏэу,ar aghaidh
789,vorwärts::ADV,ыпэкӏэ,
790,rückwärts::ADV,ыужыкӏэ́,siar
791,zurück::ADV,ыужыкӏэ́,ar ais
792,unten::ADV,ычӏэкӏэ́,thíos
793,hinab::ADV,ычӏэгъы́,síos
794,hinab::ADV,ычӏэкӏэ́,síos
795,oben::ADV,ышъхьагъы,thuas
796,hinauf::ADV,ышъхьагъыкӏэ,suas
797,überall::ADV,тыди́,i ngach áit
798,überall::ADV,тыди́,ar fud na háite
799,überall::ADV,тыдэкӏи́,i ngach áit
800,überall::ADV,тыдэкӏи́,ar fud na háite
801,nicht::ADV,-п,ní
802,nicht::ADV,-п,cha
803,nicht::ADV,мы-,ní
804,nicht::ADV,мы-,cha
805,ein wenig::ADV,тӏэкӏу,beagán
806,kaum::ADV,къоды́й,ar éigean
807,sehr::ADV,дэд,an-
808,so::ADV,ащ фэд,chomh
809,so::ADV,ащ фэд,mar sin
810,so::ADV,мыщ фэд,chomh
811,so::ADV,мыщ фэд,mar sin
812,so::ADV,джащ фэд,chomh
813,so::ADV,джащ фэд,mar sin
814,noch::ADV,джыри,fós
815,noch::ADV,джыри,go fóill
816,nur::ADV,ныӏэ́п,amháin
817,nur::ADV,ныӏэ́п,níl ach
818,wieder::ADV,джыри,arís
819,wieder::ADV,джыри,athuair
820,vergebens::ADV,пкӏэнчъэ́у,amú
821,vergebens::ADV,пкӏэнчъэ́у,in aisce
822,vor::PRP,пашъхьэ́,ar thosach
823,hinter::PRP,кӏы́б,laistiar de
824,hinter::PRP,кӏы́б,taobh thiar de
825,unter::PRP,чӏэ-,faoi
826,durch::PRP,пхыры-,trí
827,neben::PRP,дэжь,taobh le
828,neben::PRP,дэжь,in aice le
829,zwischen::PRP,азыфа́гу,idir
830,wegen::PRP,къы-,de bharr
831,wegen::PRP,къы-,mar gheall ar
832,dies::PRN,ар,seo
833,das::PRN,а,sin
834,das::PRN,мо,sin
835,alles::PRN,зэкӏэ́,gach rud
836,ich::PRN,сэ,mé
837,ich::PRN,сэ,mise
838,du::PRN,о,tú
839,du::PRN,о,tusa
840,er::PRN,ар,sé
841,er::PRN,ар,seisean
842,wir::PRN,тэ,sinn
843,ihr::PRN,шъо,sibh
844,ihr::PRN,шъо,sibhse
845,sie::PRN,ахэр,siad
846,sie::PRN,ахэр,siadsan
847,was::FPRN,сыд,cad
848,was::FPRN,сыд,céard
849,wer::FPRN,хэт,cé
850,wo::FADV,тыдэ́,cá
851,wo::FADV,тыдэ́,cén áit
852,wohin::FADV,тыдэ́,cá
853,wohin::FADV,тыдэ́,cén áit
854,wie::FADV,сыдэущтэ́у,conas
855,wie::FADV,сыдэущтэ́у,cén chaoi
856,warum::FADV,сыд пае́,cén fáth
857,warum::FADV,сыд пае́,cad chuige
858,wieviel::FNUM,тхьапш,cá mhéad
859,wieviel::FNUM,сыд фэди́з,cá mhéad
860,eins::NUM,зы,aon
861,zwei::NUM,тӏу,dhá
862,drei::NUM,щы,trí
863,vier::NUM,плӏы,ceathair
864,fünf::NUM,тфы,cúig
865,sechs::NUM,хы,sé
866,sieben::NUM,блы,seacht
867,acht::NUM,и,ocht
868,neun::NUM,бгъу,naoi
869,zehn::NUM,пшӏы,deich
870,elf::NUM,пшӏыкӏузы́,aon déag
871,zwölf::NUM,пшӏыкӏутӏу,dó dhéag
872,zwanzig::NUM,тӏокӏы́,fiche
873,dreißig::NUM,щэкӏы,tríocha
874,vierzig::NUM,тӏокӏи́тӏу,daichead
875,vierzig::NUM,тӏокӏи́тӏу,ceathracha
876,fünfzig::NUM,шъэны́ыкъу,caoga
877,sechzig::NUM,тӏокӏи́щ,seasca
878,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,seachtó
879,achtzig::NUM,тӏокӏи́пӏ,ochtó
880,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,nócha
881,hundert::NUM,шъэ,céad
882,tausend::NUM,мин,míle
883,und::CNJ,ыкӏи,agus
884,oder::CNJ,е,nó
885,stehen::V,ущытын,seas
886,stehen::V,умыхъыен,seas
887,sitzen::V,уисын,suigh
888,sitzen::V,утесын,suigh
889,liegen::V,телъы́н,luigh
890,hängen::V,къыщылэлын,tá crochta
891,hängen::V,къыщылэлын щыгъын быхъур,tá crochta
892,werden::V,хъун,éirigh
893,passieren::V,къэхъун,tarlaigh
894,beginnen::V,къежьэн,tosaigh
895,beginnen::V,къыублэн,tosaigh
896,enden::V,ухы́н,críochnaigh
897,wechseln::V,зэхъожьы́н,athraigh
898,aufgehen[Sonne]::V,къыкъокӏы́н,éirigh
899,untergehen[Sonne]::V,къохьан,fuin
900,untergehen[Sonne]::V,къохьан,téigh faoi
901,scheinen[Sonne]::V,къепсыи,taitin
902,scheinen[Sonne]::V,къепсыи,soilsigh
903,donnern::V,гъогъон,tá toirneach ann
904,wehen::V,епщэ́н,séid
905,strömen::V,чъэн,sil
906,fließen::V,чъэн,rith
907,fließen::V,чъэн,snigh
908,sich drehen::V,зыгъэчэрэгъу́н,cas
909,sich drehen::V,зыгъэчэрэгъу́н,imrothlaigh
910,schwanken::V,хъые́н,luasc
911,schwingen::V,зыгъэхъые́н,luasc
912,fallen::V,къефэхы́н,tit
913,brennen::V,стын,dóigh
914,rauchen::V,ӏугъо къикӏын,plúch toite
915,regnen::V,къещхы́н,báistigh
916,regnen::V,къещхы́н,tá ag cur báistí
917,gefrieren::V,дыкъын,sioc
918,gefrieren::V,дыкъын,reoigh
919,tauen::V,жъун,leáigh
920,tauen::V,жъун,coscair
921,schmelzen::V,ткӏун,leáigh
922,trocknen::V,гъушъы́н,triomaigh
923,trocknen::V,чъэпхъу́н,triomaigh
924,sieden::V,жъон,fiuch
925,sieden::V,жъон,beirigh
926,faulen::V,шъун,lobh
927,faulen::V,шъун,dreoigh
928,verfaulen::V,шъун,lobh
929,verfaulen::V,шъун,feoigh
930,reißen::V,зэӏэтхъы́н,bris
931,versinken::V,чӏихьан,téigh síos
932,vergehen::V,блэкӏы́н,téigh thart
933,erscheinen::V,къэлъэгъон,tar
934,verschwinden::V,кӏодыжьы́н,imigh
935,abnehmen::V,къыкӏичын,maolaigh
936,abnehmen::V,къыкӏичын,laghdaigh
937,zunehmen::V,хэхъо́н,méadaigh
938,steigen::V,къежьэн,éirigh
939,wachsen::V,хэхъо́н,fás
940,wachsen::V,къэкӏы́н,fás
941,glänzen::V,цӏыу́н,lonraigh
942,funkeln::V,жъыу́н,drithligh
943,lärmen::V,бырсыры́н,tóg callán
944,läuten::V,теон,buail
945,klingeln::V,теон,buail
946,brausen::V,шъуин,búir
947,rauschen::V,макъэ гъэӏун,tá ag siosarnach
948,klingen::V,къыхэӏукӏын,tá glór ag
949,bellen::V,хьакъу́н,amhastraigh
950,heulen::V,быун,glam
951,blasen::V,епщэ́н,séid
952,pfeifen::V,шъуин,lig fead
953,schreien::V,куо́н,béic
954,schreien::V,куо́н,glaoigh
955,schreien::V,кӏыи́н,béic
956,schreien::V,кӏыи́н,glaoigh
957,stöhnen::V,щэӏун,lig cnead
958,zittern::V,кӏэзэзын,crith
959,zittern::V,кӏэзэзын,creathnaigh
960,leben::V,псэу́н,mair
961,geboren werden::V,къэхъун,rugadh
962,atmen::V,жьы къэщэ́н,análaigh
963,trinken::V,ешъо́н,ól
964,essen::V,шхын,ith
965,schlucken::V,бдырыин,slog
966,müde werden::V,пшъын,tuirsigh
967,einschlafen::V,хэчъыен,tit ina chodladh
968,schlafen::V,чъые́н,codail
969,aufwachen::V,къэущы́н,múscail
970,aufstehen::V,уцу́н,éirigh
971,sich erholen::V,зыгъэпсэфын,lig scíth
972,krank werden::V,сымаджэ́ хъун,éirigh tinn
973,krank sein::V,сымэджэ́н,tá tinn
974,schmerzen::V,сымэджэ́н,tá pian i
975,husten::V,пскэ́н,déan casacht
976,genesen::V,хъужьын,téarnaigh
977,sterben::V,лӏэн,éag
978,sterben::V,лӏэн,faigh bás
979,umkommen::V,хэкӏодэн,caill
980,sich bewegen::V,хъые́н,bog
981,sich bewegen::V,хъые́н,gluais
982,sich rühren::V,хъые́н,corraigh
983,sich erheben::V,къэтэджын,seas suas
984,sich setzen::V,тӏысы́н,suigh
985,hinfallen::V,ебэджы́н,tit
986,laufen::V,кӏон,siúil
987,schreiten::V,кӏон,siúil
988,spazierengehen::V,къэкӏухьэн,téigh ag spaisteoireacht
989,eilen::V,гузэжъон,deifrigh
990,eilen::V,гузэжъон,brostaigh
991,sich beeilen::V,гуӏэ́н,deifrigh
992,sich beeilen::V,гуӏэ́н,déan deifir
993,sausen::V,псынкӏэ́у чъэн,luathaigh
994,rennen::V,чъэн,rith
995,springen::V,пкӏэн,léim
996,klettern::V,дэцохъоен,dreap
997,schaukeln::V,уешӏэн,téigh ar an maide corrach
998,kriechen::V,цохъо́н,snámh
999,schwimmen::V,есы́н,snámh
1000,tauchen::V,зычӏэгъэо́н,tum
1001,rudern::V,къошъо бэщкӏэ фын,iomair
1002,rudern::V,къошъо бэщкӏэ фын,rámhaigh
1003,fahren::V,кӏон,tiomáin
1004,fliegen::V,быбы́н,eitil
1005,gehen::V,кӏон,téigh
1006,weggehen::V,ӏукӏын,imigh
1007,abfahren::V,ежьэн,imigh
1008,anhalten::V,къэуцу́н,stad
1009,hineingehen::V,ихьан,téigh isteach
1010,eintreten::V,чӏэхьан,téigh isteach
1011,kommen::V,къэкӏо́н,tar
1012,ankommen::V,къэсы́н,tar
1013,zurückkommen::V,гъэзэжьын,fill
1014,bleiben::V,къэнэ́н,fan
1015,warten::V,пэплъэ́н,fan
1016,erwarten::V,ежэн,tá ag súil le
1017,erwarten::V,ежэн,tá ag dréim le
1018,suchen::V,лъыхъу́н,lorg
1019,finden::V,къэгъоты́н,faigh
1020,finden::V,къэгъоты́н,aimsigh
1021,finden::V,къыхэгъэщы́н,faigh
1022,finden::V,къыхэгъэщы́н,aimsigh
1023,versuchen::V,пылъы́н,triail
1024,vorbereiten::V,гъэхьазыры́н,réitigh
1025,lieben::V,шӏу плъэгъу́н,gráigh
1026,mögen::V,шӏу плъэгъу́н,taitin le
1027,mögen::V,шӏу плъэгъу́н,is maith le
1028,lachen::V,щхын,gáir
1029,rühren::V,гур гъэузын,téigh i bhfeidhm ar
1030,weinen::V,гъын,goil
1031,weinen::V,гъын,caoin
1032,schimpfen::V,хъонэн,tá ag clamhsán
1033,sich ärgern::V,губжы́н,tá corraithe
1034,sich fürchten::V,щынэ́н,tá eagla ar
1035,fürchten::V,щынэ́н,tá eagla ar
1036,sehen::V,льэгъу́н,feic
1037,anschauen::V,плъэн,dearc
1038,anschauen::V,плъэн,féach ar
1039,anschauen::V,еплъы́н,dearc
1040,anschauen::V,еплъы́н,féach ar
1041,ansehen::V,плъэн,breathnaigh
1042,hören::V,зэхэхын,cluin
1043,zuhören::V,дэӏо́н,éist
1044,probieren::V,хэӏэн,bliais
1045,riechen::V,пэмэ́н,bolaigh
1046,fühlen::V,зэхэпшӏэн,braith
1047,fühlen::V,зэхэпшӏэн,mothaigh
1048,scheinen::V,уащыхъу́н,tá an chuma ar
1049,scheinen::V,уашӏошӏы́н,tá an chuma ar
1050,zu sehen sein::V,зэрэлъэгъу́н,tá le feiceáil
1051,vernehmen::V,зэхэхын,clois
1052,frieren::V,дыкъын,tá fuar
1053,frieren::V,пӏыкӏэн,tá fuar
1054,frieren::V,чъыӏэ́ лӏэн,tá fuar
1055,tun::V,шӏын,déan
1056,können::V,лъэкӏы́н,féad
1057,können::V,лъэкӏы́н,is féidir le
1058,wollen::V,фэе́н,tá ag iarraidh
1059,anfangen::V,ублэн,tosaigh
1060,anfangen::V,ублэн,cuir tús le
1061,beenden::V,ухы́н,críochnaigh
1062,beenden::V,ухы́н,cuir deireadh le
1063,aufhören::V,щыгъэтын,stad
1064,gelingen::V,хъун,éirigh le
1065,öffnen::V,ӏухы́н,oscail
1066,schließen::V,игъэсэн,dún
1067,schließen::V,игъэсэн,iaigh
1068,stellen::V,бгъэуцун,cuir
1069,setzen::V,гъэтӏысы́н,cuir
1070,setzen::V,гъэтӏысы́н,socraigh
1071,legen::V,хэлъхьа́н,cuir
1072,berühren::V,эӏэн,teagmhaigh le
1073,berühren::V,нэсын,teagmhaigh le
1074,verbinden::V,зэхэпхэ́н,ceangail
1075,verbinden::V,пхын,ceangail
1076,bedecken::V,техъо́н,clúdaigh
1077,bedecken::V,техъо́н,cumhdaigh
1078,aufhängen::V,пылъэ́н,croch
1079,anzünden::V,хэгъэнэ́н,las
1080,anzünden::V,хэгъэнэ́н,adhain
1081,zurücklassen::V,къэгъэнэ́н,fág
1082,verlieren::V,чӏэ́нэн,caill
1083,verlieren::V,шӏокӏоды́н,caill
1084,fallen lassen::V,чӏэунэн,lig uait
1085,fallen lassen::V,чӏэунэн,caith uait
1086,fallen lassen::V,пӏэпызын,lig uait
1087,fallen lassen::V,пӏэпызын,caith uait
1088,machen::V,шӏын,déan
1089,machen::V,шӏын,réitigh
1090,herstellen::V,шӏы́н,táirg
1091,bauen::V,шӏы́н,tóg
1092,reparieren::V,дыжьы́н,deisigh
1093,verbessern::V,нахьышӏу пшӏын,feabhsaigh
1094,verbessern::V,нахь дэгъу пшӏын,feabhsaigh
1095,ändern::V,зэблэхъу́н,athraigh
1096,graben::V,тӏын,tochail
1097,biegen::V,уфэн,lúb
1098,drehen::V,гъэчэрегъу́,cas
1099,wenden::V,пӏонтӏэн,tiontaigh
1100,wenden::V,бгъэзэн,tiontaigh
1101,wenden::V,уӏубын,tiontaigh
1102,heben::V,ӏэты́н,ardaigh
1103,hochheben::V,ӏэты́н,tóg
1104,ergreifen::V,къэубыты́н,beir ar
1105,halten::V,ӏыгъы́н,coimeád
1106,halten::V,ӏыгъы́н,coinnigh
1107,drücken::V,тэӏункӏэн,brúigh
1108,schieben::V,уеӏункӏын,brúigh
1109,schieben::V,уетӏыргун,brúigh
1110,kratzen::V,цӏэнтхъун,scríob
1111,lecken::V,бзэи́н,ligh
1112,lecken::V,бзэи́н,leadhb
1113,beißen::V,ецэкъэ́н,bain greim as
1114,abreißen::V,къичын,stróic
1115,abreißen::V,къичын,tarraing
1116,abreißen::V,пытхъын,stróic
1117,abreißen::V,пытхъын,tarraing
1118,abschneiden::V,пыупкӏын,scoith
1119,abschneiden::V,гобзыкӏын,scoith
1120,binden::V,епхын,ceangail
1121,stecken::V,хэсэн,sáigh
1122,brechen::V,зэпыпкӏын,bris
1123,klopfen::V,теон,cnag
1124,hauen::V,теон,buail
1125,kleben::V,щхэн,gliúáil
1126,reiben::V,пӏотын,cuimil
1127,streichen::V,щыфэн,leath
1128,schleifen::V,гъэчаны́н,líomh
1129,schleifen::V,кӏэлыкӏы́н,líomh
1130,schneiden::V,бзын,gearr
1131,rütteln::V,гъэсысын,croith
1132,schütteln::V,гъэсысын,croith
1133,schwenken::V,ӏэ шӏын,luasc
1134,schütten::V,икӏэ́н,doirt
1135,füllen::V,из шӏын,líon
1136,einwickeln::V,кӏоцӏыщыхьа́н,cuach
1137,einwickeln::V,кӏоцӏыщыхьа́н,clúdaigh
1138,tragen::V,хьын,iompair
1139,schleppen::V,пхьын,tarraing
1140,schleppen::V,плъэшъун,tarraing
1141,ziehen::V,пкъудыин,tarraing
1142,ziehen::V,пщэн,tarraing
1143,ziehen::V,плъэшъун,tarraing
1144,aufbewahren::V,пӏыгъын,coinnigh
1145,aufbewahren::V,уухъумэн,coinnigh
1146,werfen::V,дзын,caith
1147,fangen::V,къэубыты́н,ceap
1148,packen::V,къэубыты́н,beir ar
1149,verstecken::V,бгъэбылъын,folaigh
1150,verstecken::V,бгъэбылъын,cuir i bhfolach
1151,teilen::V,гощы́н,roinn
1152,schicken::V,гъахьы́н,seol
1153,bringen::V,къэхьы́н,beir
1154,bringen::V,къэхьы́н,tabhair
1155,hinzufügen::V,хэгъэхъо́н,cuir le
1156,nehmen::V,къытехы́н,tóg
1157,nehmen::V,къытехы́н,glac
1158,wählen::V,къыхэхы́н,pioc
1159,wählen::V,къыхэхы́н,roghnaigh
1160,auswählen::V,къыхэхы́н,roghnaigh
1161,bewahren::V,къэухъумэн,caomhnaigh
1162,behindern::V,пэрыохъу хъун,cuir bac ar
1163,verderben::V,къутэн,mill
1164,beschädigen::V,къутэн,loit
1165,beschädigen::V,къутэн,déan damáiste do
1166,zerbrechen::V,къутэн,bris
1167,zerreißen::V,зэӏэтхъы́н,stiall
1168,zerstören::V,къутэ́н,mill
1169,zerstören::V,къутэ́н,scrios
1170,verbrennen::V,гъэсты́н,las
1171,verbrennen::V,гъэсты́н,dóigh
1172,geben::V,еты́н,tabhair
1173,reichen::V,еты́н,sín
1174,reichen::V,еты́н,cuir
1175,schenken::V,еты́н,bronn
1176,schenken::V,еты́н,tabhair
1177,versprechen::V,гъэгугъэ́н,geall
1178,wünschen::V,шӏоигъо́н,guigh
1179,loben::V,щытхъун,mol
1180,küssen::V,ебэу́н,póg
1181,wiegen::V,гъэхъыен,bog
1182,wiegen::V,гъэхъыен,luasc
1183,zudecken::V,техъо́н,clúdaigh
1184,wecken::V,къэгъэущы́н,dúisigh
1185,zeigen::V,гъэлъэгъо́н,taispeáin
1186,führen::V,щэн,treoraigh
1187,lehren::V,егъэджэ́н,múin
1188,lehren::V,егъэджэ́н,teagasc
1189,lehren::V,егъэшӏэн,múin
1190,lehren::V,егъэшӏэн,teagasc
1191,unterrichten::V,егъэджэ́н,múin
1192,unterrichten::V,егъэджэ́н,teagasc
1193,aufziehen::V,пӏун,tóg
1194,leiten::V,гъэзекӏон,tá i gceannas ar
1195,antreiben::V,къепфылӏэн,gríosaigh
1196,lassen::V,еты́н,cuir ag
1197,einladen::V,къегъэблэгъэн,cuir cuireadh ar
1198,vereinigen::V,зэгогъэхьан,aontaigh
1199,besuchen::V,щыӏэ́н,tabhair cuairt ar
1200,treffen::V,ӏукӏэ́н,cas ar
1201,treffen::V,ӏукӏэ́н,buail le
1202,treffen::V,пэгъокӏы́н,cas ar
1203,treffen::V,пэгъокӏы́н,buail le
1204,sich versammeln::V,зэхэхьан,bailigh
1205,sich versammeln::V,зэхэхьан,cruinnigh
1206,spielen::V,джэгу́н,imir
1207,spielen::V,джэгу́н,tá ag spraoi
1208,singen::V,орэ́д къэӏо́н,can
1209,tanzen::V,къэшъо́н,rinc
1210,tanzen::V,къэшъо́н,damhsaigh
1211,sich trennen::V,зэгокӏыжьы́ных,scar
1212,verlassen::V,бгынэн,fág
1213,verlassen::V,хэкӏыжьын,fág
1214,retten::V,къыхэпхыжьын,tarrtháil
1215,retten::V,къэбгъэнэжьын,tarrtháil
1216,bewachen::V,къэгъэгъунэн,cosain
1217,bewachen::V,къэгъэгъунэн,gardáil
1218,schützen::V,ухъумэ́н,cosain
1219,verteidigen::V,къэухъумэн,cosain
1220,sich schlagen::V,эзэон,tá ag bruíon
1221,schießen::V,он,caith
1222,schießen::V,он,scaoil
1223,siegen::V,текӏо́н,bain
1224,siegen::V,текӏо́н,buaigh
1225,ärgern::V,бгъэгубжын,cuir isteach ar
1226,schlagen::V,ео́н,buail
1227,stechen::V,хэӏун,sáigh
1228,stoßen::V,тӏыро́н,brúigh
1229,stoßen::V,тӏыро́н,soncáil
1230,stoßen::V,уеӏункӏын,brúigh
1231,stoßen::V,уеӏункӏын,soncáil
1232,stehlen::V,тыгъу́н,goid
1233,stören::V,бгъэгумэкӏын,cuir isteach ar
1234,belästigen::V,бгъэгумэкӏын,cuir as do
1235,verbergen::V,ушъэфын,ceil
1236,täuschen::V,гъэпцӏэ́н,cuir dallamullóg ar
1237,betrügen::V,гъэпцӏэ́н,déan calaois ar
1238,töten::V,уикӏын,maraigh
1239,wohnen::V,дэсын,cuir faoi
1240,wohnen::V,дэсын,tá ina chónaí
1241,arbeiten::V,лэжьэ́н,oibrigh
1242,sammeln::V,угъои́н,bailigh
1243,sammeln::V,угъои́н,cruinnigh
1244,pflücken::V,къыпычы́н,pioc
1245,jagen::V,шэкӏон,seilg
1246,jagen::V,ешэкӏон,seilg
1247,fischen::V,пцэжъые уешэн,iasc
1248,fassen::V,къэубыты́н,beir ar
1249,hüten::V,хэхъо́н,aoirigh
1250,treiben::V,пфын,seol
1251,treiben::V,пфын,tiomáin
1252,anbinden::V,епхын,ceangail
1253,füttern::V,гъэшхэ́н,cothaigh
1254,füttern::V,гъэшхэ́н,beathaigh
1255,melken::V,щын,bligh
1256,melken::V,щын,crúigh
1257,hacken::V,упкӏэтэн,gearr
1258,gießen::V,тепкӏэн,uiscigh
1259,reifen::V,игъо хъун,aibigh
1260,zubereiten::V,бгъэхьазырын,cócaráil
1261,kochen::V,шӏы́н,bruith
1262,kochen::V,шӏы́н,beirigh
1263,backen::V,гъэжъэ́н,bácáil
1264,braten::V,гъэжъэ́н,róst
1265,braten::V,гъэжъэ́н,frioch
1266,umrühren::V,зэхэгъэкӏухьан,measc
1267,stricken::V,хъын,cniotáil
1268,nähen::V,дэн,fuaigh
1269,färben::V,бгъэлэн,dathaigh
1270,reinigen::V,укъэбзы́н,glan
1271,waschen::V,бгыкӏын,nigh
1272,abwischen::V,лъэкӏы́н,glan
1273,spülen::V,дэгъэчъыхьан,sruthlaigh
1274,fegen::V,пхъэнкӏы́н,scuab
1275,kehren::V,пхъэнкӏы́н,scuab
1276,baden::V,зыгъэпскӏын,folc
1277,sich waschen::V,зытхьакӏы́н,nigh é féin
1278,ausziehen::V,къытехы́н,bain de
1279,anziehen::V,щылъэ́н,cuir ar
1280,sich anziehen::V,зыфэпэн,gléas é féin
1281,kämmen::V,жьын,cíor
1282,schmücken::V,гъэдэхэ́н,maisigh
1283,sagen::V,къэӏон,abair
1284,sprechen::V,псэлъэ́н,labhair
1285,reden::V,гущыӏэ́н,caintigh
1286,sich unterhalten::V,зэдэгущыӏэн,caintigh
1287,sich unterhalten::V,зэдэгущыӏэн,tá ag comhrá
1288,fragen::V,упчӏэ́н,fiafraigh
1289,fragen::V,упчӏэ́н,cuir ceist
1290,bitten::V,лъэӏо́н,iarr
1291,erzählen::V,къэпӏотэ́н,inis
1292,erzählen::V,къэпӏотэ́н,eachtraigh
1293,mitteilen::V,макъэ егъэӏун,aithris
1294,mitteilen::V,макъэ егъэӏун,cuir in iúl
1295,nennen::V,цӏэ фэусы́н,ainmnigh
1296,rufen::V,джэн,glaoigh
1297,prahlen::V,узыщытхъужьы́н,maígh
1298,übersetzen::V,бгъэкӏотэн,aistrigh
1299,denken::V,егупшысэ́н,síl
1300,denken::V,егупшысэ́н,ceap
1301,glauben::V,уивыхъэ́ телъы́н,creid
1302,bemerken::V,гу лъыптэ́н,tabhair faoi deara
1303,erkennen::V,зэхэпхын,aithin
1304,erkennen::V,зэбгъэшӏэн,aithin
1305,begreifen::V,гурыӏо́н,tuig
1306,verstehen::V,зэхэхын,tuig
1307,lernen::V,еджэ́н,foghlaim
1308,wissen::V,шӏэн,tá a fhios ag
1309,sich erinnern an::V,къэшӏэжьын,cuimhnigh ar
1310,sich erinnern an::V,къэшӏэжьын,is cuimhne ar
1311,vergessen::V,пщыгъупшэжьы́н,dearmad
1312,messen::V,шын,tomhais
1313,zählen::V,плъытэ́н,cuntais
1314,rechnen::V,плъытэ́н,ríomh
1315,rechnen::V,плъытэ́н,áirigh
1316,rechnen::V,угугъэ́н,ríomh
1317,rechnen::V,угугъэ́н,áirigh
1318,lesen::V,еджэ́н,léigh
