,Concept_ID,ca,kv
822,sich drehen::V,girar,бергавны
823,schwanken::V,vacil·lar,кӧвьясьны
824,schwingen::V,oscil·lar,дюттясьны
825,fallen::V,caure,усьны
826,fallen::V,tombar,усьны
827,brennen::V,cremar,сотчыны
828,rauchen::V,fumejar,тшынасьны
829,regnen::V,ploure,зэрны
830,gefrieren::V,gelar-se,гегдыны
831,tauen::V,fondre's,сывны
832,schmelzen::V,fondre's,сывны
833,trocknen::V,assecar-se,косьмыны
834,sieden::V,bullir,пизьны
835,faulen::V,podrir-se,нёльзьыны
836,verfaulen::V,podrir-se,тӧрмыны
837,verfaulen::V,podrir-se,сiсьмыны
838,reißen::V,trencar-se,косясьны
839,versinken::V,enfonsar-se,вӧйны
840,vergehen::V,passar,мунны
841,erscheinen::V,aparèixer,мыччисьны
842,verschwinden::V,desaparèixer,ӧшны
843,sinken::V,baixar,ямны
844,sinken::V,descendir,ямны
845,abnehmen::V,decréixer,ямны
846,zunehmen::V,augmentar,паськавны
847,steigen::V,pujar,лэбтiсьны
848,wachsen::V,créixer,быдмыны
849,glänzen::V,brillar,свиттявны
850,glänzen::V,resplendir,свиттявны
851,funkeln::V,espurnejar,югйовтлыны
852,funkeln::V,espurnejar,югйӧв-керны
853,lärmen::V,fer soroll,чавзыны
854,läuten::V,sonar,диньгыны
855,klingeln::V,trucar,силькӧтны
856,klirren::V,dringar,жольӧтны
857,brausen::V,rugir,гуасьны
858,rauschen::V,murmurar,кышӧтны
859,klingen::V,sonar,горавны
860,bellen::V,lladrar,увтны
861,bellen::V,lladrar,вувтны
862,heulen::V,udolar,уннявны
863,blasen::V,bufar,пӧлявны
864,pfeifen::V,xiular,пиксыны
865,schreien::V,cridar,айзыны
866,stöhnen::V,gemegar,ойзыны
867,stöhnen::V,gemegar,ружтыны
868,zittern::V,tremolar,легьявны
869,leben::V,vīure,овны
870,geboren werden::V,néixer,шогмыны
871,atmen::V,respirar,лолавны
872,trinken::V,beure,юны
873,essen::V,menjar,сёйны
874,schlucken::V,empassar-se,ньылавны
875,müde werden::V,cansar-se,мыдзны
876,einschlafen::V,adormir-se,ланьтны
877,schlafen::V,dormir,узьны
878,aufwachen::V,despertar-se,саймыны
879,aufwachen::V,despertar-se,пальмыны
880,aufstehen::V,llevar-se,сувтны
881,sich erholen::V,descansar,шоччисьлыны
882,krank werden::V,posar-se malalt,моржитны
883,krank sein::V,estar malalt,шогавны
884,krank sein::V,estar malalt,визьӧтны
885,schmerzen::V,doldre,висьны
886,husten::V,tossir,кашляйтны
887,genesen::V,recuperar-se,бурдны
888,sterben::V,morir,кувны
889,umkommen::V,perir,вийсьыны
890,sich bewegen::V,moure's,локны
891,sich bewegen::V,moure's,ветлӧтны
892,sich rühren::V,moure's,вӧрзьӧтчыны
893,sich erheben::V,aixecar-se,сувтны
894,sich setzen::V,asseure's,пуксьыны
895,hinfallen::V,caure's,пӧрласьны
896,laufen::V,caminar,мунны
897,schreiten::V,procedir,тальччавны
898,spazierengehen::V,passejar,котрасьны
899,eilen::V,anar corrent,тэрмасьны
900,sich beeilen::V,afanyar-se,тэрмасьны
901,sausen::V,córrer,вирдавны-котӧртны
902,rennen::V,córrer,
903,springen::V,saltar,чеччавны
904,klettern::V,escalar,кышасьны
905,schaukeln::V,gronxar-se,чурликасьны
906,schaukeln::V,balancejar-se,чурликасьны
907,kriechen::V,reptar,кыскасьны-мунны
908,kriechen::V,arrossegar-se,кыскасьны-мунны
909,schwimmen::V,nadar,вартчыны
910,tauchen::V,bussejar,сунгисьны ваӧ
911,tauchen::V,submergir-se,сунгисьны ваӧ
912,rudern::V,remar,сынны
913,fahren::V,anar,мунны
914,fliegen::V,volar,лэбавны
915,gehen::V,caminar,мунны
916,weggehen::V,anar-se'n,мунны
917,abfahren::V,partir,иньдӧтчыны
918,abfahren::V,partir,мунны
919,anhalten::V,aturar-se,сувтны
920,hineingehen::V,entrar,пырны
921,eintreten::V,entrar,пырны
922,kommen::V,venir,локны
923,ankommen::V,arribar,локны
924,zurückkommen::V,tornar,бертны
925,zurückkommen::V,tornar,панӧвтсьыны
926,bleiben::V,quedar-se,кольччыны
927,warten::V,esperar,видзчисьны
928,erwarten::V,esperar,видзчисьны
929,suchen::V,buscar,кошшыны
930,finden::V,trobar,адззыны
931,versuchen::V,intentar,пондыны
932,versuchen::V,intentar,пондӧтны
933,vorbereiten::V,preparar,лӧсьӧтны
934,lieben::V,estimar,милуйтны
935,mögen::V,agradar a,радейтны
936,lachen::V,riure,серавны
937,rühren::V,commoure,сьӧлӧм вӧрзьӧтны
938,rühren::V,emocionar,сьӧлӧм вӧрзьӧтны
939,weinen::V,plorar,горзыны
940,schimpfen::V,renyar,видчыны
941,sich ärgern::V,enfadar-se,лёкавны
942,sich fürchten::V,tenir por,повны
943,fürchten::V,témer,повны
944,fliehen::V,fugir,пышшыны
945,flüchten::V,refugiar-se,пышшыны
946,sehen::V,veure,адззыны
947,anschauen::V,mirar,видзӧтны
948,ansehen::V,mirar,видзӧтны
949,hören::V,oir,кывны
950,zuhören::V,escoltar,кывзыны
951,probieren::V,provar,пешлыны
952,riechen::V,olorar,дукавны
953,fühlen::V,sentīr,кывны
954,scheinen::V,semblar,декуйтчыны
955,zu sehen sein::V,poder-se veure,тыдавны
956,vernehmen::V,percebre,тӧдмавны
957,frieren::V,tenir fred,гегдыны
958,tun::V,fer,керны
959,können::V,poder,вермыны
960,wollen::V,voler,мӧдны
961,anfangen::V,iniciar,петны
962,beenden::V,acabar,ештӧтны
963,beenden::V,acabar,керыштны
964,aufhören::V,deixar,дугдыны
965,gelingen::V,sortir bé,шогмыны
966,geraten::V,sortir,мыччисьны
967,öffnen::V,obrir,осьтны
968,schließen::V,tancar,пӧднавны
969,stellen::V,posar,сувтӧтны
970,stellen::V,col·locar,сувтӧтны
971,setzen::V,assentar,пуксьӧтны
972,legen::V,posar,пуктыны
973,berühren::V,tocar,вӧрзьӧтны
974,verbinden::V,unir,йитны
975,verbinden::V,connectar,йитны
976,bedecken::V,tapar,вевттьыны
977,bedecken::V,cobrir,вевттьыны
978,aufhängen::V,penjar,ӧшӧтны
979,anzünden::V,encendre,ӧзтыны
980,aufheben::V,aixecar,лэбтыны
981,zurücklassen::V,deixar,кольны
982,verlieren::V,pērdre,ӧштыны
983,fallen lassen::V,deixar caure,уськӧтны
984,machen::V,fer,керны
985,herstellen::V,producir,вӧчны
986,bauen::V,construir,строитны
987,reparieren::V,reparar,вочны
988,verbessern::V,millorar,бурсьӧтны
989,ändern::V,canviar,вежны
990,graben::V,cavar,гарйыны
991,beugen::V,doblegar,кусіньтны
992,biegen::V,corbar,чукыльтыштны
993,biegen::V,arquejar,чукыльтыштны
994,drehen::V,girar,бергӧтны
995,wenden::V,girar,бергӧтны
996,umdrehen::V,voltar,бергӧтны
997,heben::V,pujar,лэбтыны
998,heben::V,aixecar,лэбтыны
999,hochheben::V,aixecar,лэбтыны
1000,ergreifen::V,agafar,кватитны
1001,halten::V,mantenir,видзны
1002,drücken::V,prémer,личкыны
1003,drücken::V,estrènyer,личкыны
1004,schieben::V,empènyer,тойлавны
1005,kratzen::V,raspar,шаркӧтны
1006,lecken::V,llepar,нювны
1007,beißen::V,mossegar,йирны
1008,abreißen::V,arrencar,орӧтны
1009,abschneiden::V,tallar,шӧрыштны
1010,abschneiden::V,tallar,вундыштны
1011,binden::V,lligar,гӧрдззыны
1012,stecken::V,ficar,мӧртны
1013,brechen::V,trencar,жугдыны
1014,klopfen::V,trucar,зукӧтны
1015,hauen::V,picar,желльыны
1016,hauen::V,colpejar,желльыны
1017,kleben::V,enganxar,лякӧтны
1018,reiben::V,fregar,зыртны
1019,streichen::V,untar,мавтны
1020,schleifen::V,afilar,кыскыны
1021,schleifen::V,esmolar,кыскыны
1022,schneiden::V,tallar,вундавны
1023,rütteln::V,sacsejar,шатлавны
1024,schütteln::V,agitar,зыбӧтны
1025,schütteln::V,sacsejar,зыбӧтны
1026,schwenken::V,agitar,ӧвтны
1027,schwenken::V,agitar,макайтны
1028,schütten::V,abocar,кисьтны
1029,füllen::V,omplir,тыртны
1030,füllen::V,omplir,тырсьӧтны
1031,einwickeln::V,embolicar,тубны
1032,tragen::V,dur,новйӧтны
1033,tragen::V,portar,новйӧтны
1034,schleppen::V,arrossegar,кыскыны
1035,ziehen::V,tirar,кыскыны
1036,ziehen::V,estirar,кыскыны
1037,aufbewahren::V,conservar,видзны
1038,werfen::V,llançar,шентывлыны
1039,fangen::V,agafar,кутны
1040,fangen::V,atrapar,кутны
1041,packen::V,engrapar,кутасьны
1042,packen::V,engrapar,кватитны
1043,verstecken::V,amagar,дзебны
1044,teilen::V,dividir,торйӧтны
1045,schicken::V,enviar,иньдыны
1046,bringen::V,portar,вайны
1047,hinzufügen::V,afegir,содтыны
1048,bekommen::V,obtenir,получитны
1049,erhalten::V,rebre,получитны
1050,nehmen::V,prendre,босьтны
1051,wählen::V,triar,бӧрйыны
1052,wählen::V,elegir,бӧрйыны
1053,auswählen::V,escollir,бӧрйыны
1054,auswählen::V,seleccionar,бӧрйыны
1055,bewahren::V,conservar,видзны
1056,behindern::V,impedir,падтыны
1057,behindern::V,obstaculitzar,падтыны
1058,verderben::V,espatllar,изводавны
1059,beschädigen::V,danyar,паздыны
1060,beschädigen::V,destrossar,паздыны
1061,zerbrechen::V,trencar,паздыны
1062,zerreißen::V,estripar,косявны
1063,zerstören::V,destruir,паздыны
1064,verbrennen::V,cremar,сотны
1065,geben::V,donar,сетны
1066,reichen::V,passar,сетны
1067,schenken::V,regalar,козьнавны
1068,versprechen::V,prometre,кӧсйыны
1069,wünschen::V,desitjar,бурсьыны
1070,loben::V,elogiar,ошкыны
1071,küssen::V,fer un petó a,окавны
1072,wiegen::V,bressolar,тюттьӧтны
1073,zudecken::V,tapar,вевттьыны
1074,zudecken::V,cobrir,вевттьыны
1075,wecken::V,despertar,саймӧтны
1076,zeigen::V,mostrar,мыччавны
1077,zeigen::V,ensenyar,мыччавны
1078,führen::V,guiar,нуӧтны
1079,führen::V,conduir,нуӧтны
1080,lehren::V,ensenyar,велӧтны
1081,unterrichten::V,ensenyar,велӧтны
1082,aufziehen::V,criar,быдтыны
1083,leiten::V,dirigir,юравны
1084,leiten::V,dirigir,веськӧтлыны
1085,antreiben::V,impel·lir,тэрмӧтны
1086,lassen::V,fer,-ӧтыны
1087,einladen::V,invitar,корны
1088,einladen::V,convidar,корны
1089,vereinigen::V,unir,ӧтувтны
1090,vereinigen::V,unir,ӧтлаавны
1091,besuchen::V,visitar,пыравлыны
1092,besuchen::V,anar a veure,пыравлыны
1093,treffen::V,trobar,пантавны
1094,sich versammeln::V,reunir-se,ӧксьыны
1095,spielen::V,jugar,орсны
1096,singen::V,cantār,сьывны
1097,tanzen::V,ballar,йӧктыны
1098,sich trennen::V,separar-se,торьясьны
1099,verlassen::V,deixar,кольны
1100,verlassen::V,abandonar,кольны
1101,retten::V,salvar,мынтны
1102,bewachen::V,vigilar,смекайтны
1103,schützen::V,protegir,дорйыны
1104,verteidigen::V,defensar,дорйыны
1105,sich schlagen::V,barallar-se,тышкасьны
1106,schießen::V,tirar,лыйны
1107,schießen::V,disparar,лыйны
1108,siegen::V,vèncer,вермыны
1109,ärgern::V,enfadar,лӧгӧтны
1110,schlagen::V,pegar,базнитны
1111,schlagen::V,colpejar,базнитны
1112,treten::V,donar un cop de peu a,чужьявны
1113,stechen::V,punxar,бытшкыны
1114,stechen::V,apunyalar,бытшкыны
1115,stoßen::V,empènyer,тапкыны
1116,stoßen::V,empènyer,тойыштны
1117,stehlen::V,robar,гусявны
1118,stören::V,molestar,костіавны
1119,belästigen::V,importunar,назыляйтны
1120,verbergen::V,amagar,дзебны
1121,verbergen::V,ocultar,дзебны
1122,täuschen::V,enganyar,бӧбӧтны
1123,täuschen::V,enganyar,пӧрьявны
1124,betrügen::V,estafar,муклачитны
1125,töten::V,matar,вийны
1126,wohnen::V,vīure,овны
1127,wohnen::V,habitar,овны
1128,arbeiten::V,treballar,уджавны
1129,sammeln::V,col·leccionar,ӧктыны
1130,pflücken::V,collir,судзлавны
1131,jagen::V,caçar,вӧравны
1132,fischen::V,pescar,чериавны
1133,fassen::V,atrapar,кутны
1134,hüten::V,pasturar,вердны
1135,hüten::V,pasturar,йирсьӧтны
1136,treiben::V,arriar,вашӧтны
1137,anbinden::V,lligar,кӧртавны
1138,füttern::V,donar menjar a,вердны
1139,melken::V,munyir,высьтыны
1140,melken::V,munyir,чилькӧтны
1141,hacken::V,picar,керавны
1142,hacken::V,tallar,керавны
1143,gießen::V,regar,киськавны
1144,reifen::V,madurar,кисьмыны
1145,zubereiten::V,preparar,лӧсьӧтны
1146,kochen::V,coure,пуны
1147,backen::V,coure al forn,пӧжавны
1148,braten::V,rostir,жаритны
1149,umrühren::V,remenar,соравны
1150,stricken::V,tricotar,домавны
1151,stricken::V,fer punt de mitja,домавны
1152,nähen::V,cosir,вурны
1153,färben::V,tenyir,краситны
1154,reinigen::V,netejar,весӧтны
1155,waschen::V,rentār,пеславны
1156,abwischen::V,eixugar,чышкыны
1157,spülen::V,esbandir,гывьявны
1158,fegen::V,escombrar,чышкыны
1159,kehren::V,escombrar,чышкыны
1160,baden::V,banyar-se,купайтчыны 
1161,sich waschen::V,rentār-se,миссьыны
1162,ausziehen::V,treure's,гыжтӧтны
1163,ausziehen::V,treure's,пӧрччавны
1164,anziehen::V,posar-se,пасьтавны
1165,sich anziehen::V,vestir-se,пасьтасьны
1166,kämmen::V,pentinar,сынавны
1167,schmücken::V,adornar,баситны
1168,sagen::V,dir,висьтавны
1169,sprechen::V,parlar,шуны
1170,reden::V,parlar,баитны
1171,sich unterhalten::V,conversar,сёрнитны
1172,fragen::V,preguntar,юавны
1173,bitten::V,demanar,корны
1174,erzählen::V,contar,висьтавны
1175,erzählen::V,explicar,висьтавны
1176,mitteilen::V,comunicar,висьтавны
1177,nennen::V,nomenar,нимтны
1178,rufen::V,cridar,китсавны
1179,rufen::V,cridar,корны
1180,rufen::V,cridar,чукӧстны
1181,prahlen::V,lloar-se,ошшасьны
1182,prahlen::V,jactar-se,ошшасьны
1183,übersetzen::V,traduir,вуджӧтны
1184,denken::V,pensar,чайтны
1185,glauben::V,creure,веритны
1186,bemerken::V,notar,казявны
1187,erkennen::V,reconèixer,тӧдсавны
1188,begreifen::V,comprendre,вежӧртны
1189,verstehen::V,entendre,кывны
1190,lernen::V,aprendre,велӧтчыны
1191,wissen::V,saber,тӧдны
1192,sich erinnern an::V,recordar,касьтывны
1193,vergessen::V,oblidar,вунӧтны
1194,messen::V,mesurar,меряйтны
1195,zählen::V,comptar,лыддьыны
1196,rechnen::V,calcular,лыддьыны
1197,lesen::V,llegir,лыддьӧтны
1198,malen::V,pintar,
1199,zeichnen::V,dibuixar,гижмавны
1200,schreiben::V,escrīure,гижны
1201,besitzen::V,posseir,лоны
1202,kaufen::V,comprar,небны
1203,verkaufen::V,vendre,вузавны
1204,bezahlen::V,pagar,вештыны
1205,zahlen::V,pagar per,вештыны
1206,beherrschen::V,dominar,
1207,ertragen::V,aguantar,терпитны
