,Concept_ID,et,ab
744,immer::ADV,ikka,енагь
745,immer::ADV,ikka,еснагь
746,immer::ADV,alati,енагь
747,immer::ADV,alati,еснагь
748,niemals::ADV,mitte kunagi,ианакəызаалак
749,hier::ADV,siin,ара
750,hier::ADV,siin,абра
751,hier::ADV,siin,араҟа
752,hierhin::ADV,siia,ара
753,hierhin::ADV,siia,араҟа
754,von hier::ADV,siit,арантә
755,dort::ADV,seal,уа
756,dorthin::ADV,sinna,уахь
757,dorthin::ADV,sinna,анахь
758,geradeaus::ADV,otse edasi,ишиашоу
759,vorwärts::ADV,edasi,ҕхьаҟа
760,rückwärts::ADV,tagurpidi,шьҭахьла
761,zurück::ADV,tagasi,шьҭахьҟа
762,unten::ADV,all,лбаа
763,unten::ADV,allpool,лбаа
764,hinab::ADV,alla,алада
765,oben::ADV,ülal,хыхь
766,hinauf::ADV,üles,аҩада
767,überall::ADV,kõikjal,зегьынцьара
768,nicht::ADV,ei,-м
769,nicht::ADV,mitte,-м
770,ein wenig::ADV,veidi,ҕыҭк
771,ein wenig::ADV,natuke,ҕыҭк
772,kaum::ADV,vaevalt,аарлаҳәа
773,kaum::ADV,vaevalt,афергьҳәа
774,sehr::ADV,väga,даара
775,so::ADV,nii,ас
776,so::ADV,nii,абас
777,noch::ADV,veel,макьана
778,nur::ADV,ainult,заҵәык
779,schon::ADV,juba,уажәшьҭа
780,schon::ADV,juba,аиҳа ипоу
781,wieder::ADV,jälle,ҿыц
782,wieder::ADV,jälle,дырҩегь
783,wieder::ADV,jälle,дырҩегьых
784,vergebens::ADV,asjata,баша
785,vor::PRP,ees,аҕхьа
786,hinter::PRP,taha,нхыҵ
787,unter::PRP,all,амҵа
788,unter::PRP,all,амҵан
789,durch::PRP,läbi,
790,durch::PRP,kaudu,
791,neben::PRP,kõrval,ааигуара
792,zwischen::PRP,vahel,абжьара
793,wegen::PRP,tõttu,-иззы
794,wegen::PRP,tõttu,-ҟнытә
795,wegen::PRP,pärast,-иззы
796,wegen::PRP,pärast,-ҟнытә
797,dies::PRN,see,ари
798,dies::PRN,see,абри
799,das::PRN,see,Абни
800,das::PRN,see,убри
801,alles::PRN,kõik,зегьы
802,ich::PRN,mina,са
803,ich::PRN,mina,сара
804,du::PRN,sina,бара
805,er::PRN,tema,иара
806,wir::PRN,me,ҳара
807,ihr::PRN,te,шәара
808,sie::PRN,nad,дара
809,was::FPRN,mis,
810,wer::FPRN,kes,дарбан
811,wo::FADV,kus,иабыкуу
812,wo::FADV,kus,аба-
813,wo::FADV,kus,ахь-
814,wohin::FADV,kuhu,иабыкуу
815,wohin::FADV,kuhu,аба-
816,wohin::FADV,kuhu,ахь-
817,wie::FADV,kuidas,-шҕа
818,warum::FADV,miks,избан
819,wieviel::FNUM,mitu,заҟа
820,wieviel::FNUM,kui palju,заҟа
821,eins::NUM,üks,акы
822,eins::NUM,üks,аӡәы
823,zwei::NUM,kaks,ҩба
824,drei::NUM,kolm,хҕа
825,vier::NUM,neli,ҕшьба
826,fünf::NUM,viis,хəба
827,sechs::NUM,kuus,фба
828,sieben::NUM,seitse,Бжьба
829,acht::NUM,kaheksa,ааба
830,neun::NUM,üheksa,жәба
831,zehn::NUM,kümme,жәаба
832,elf::NUM,üksteist,жәеизатәи
833,zwölf::NUM,kaksteist,жәаҩа
834,zwanzig::NUM,kakskümmend,ҩажәа
835,dreißig::NUM,kolmkümmend,ҩажәижәабатәи
836,vierzig::NUM,nelikümmend,ҩынҩажәа
837,fünfzig::NUM,viiskümmend,ҩынҩажәеижәаба
838,sechzig::NUM,kuuskümmend,хынҩажәа
839,siebzig::NUM,seitsekümmend,хынҩажәижәаба
840,achtzig::NUM,kaheksakümmend,ҕшьынҩажәа
841,neunzig::NUM,üheksakümmend,ҕшьынҩажәижәаба
842,hundert::NUM,sada,шәкы
843,tausend::NUM,tuhat,зқьы
844,und::CNJ,ja,-и
845,oder::CNJ,või,ма
846,stehen::V,seisma,агылазаара
847,sitzen::V,istuma,атəара
848,sitzen::V,istuma,атəа(заа)ра
849,liegen::V,lamama,аиара
850,hängen::V,rippuma,акнаҳара
851,werden::V,saama,аҟалара
852,werden::V,hakkama,аҟалара
853,passieren::V,juhtuma,аҟалара
854,beginnen::V,algama,алагара
855,beginnen::V,hakkama,алагара
856,enden::V,lõppema,алгара
857,wechseln::V,vahelduma,аҽыҧсахра
858,aufgehen[Sonne]::V,tõusma,агылара
859,aufgehen[Sonne]::V,tõusma,ахашлара
860,aufgehen[Sonne]::V,tõusma,аҩаҵхахара
861,untergehen[Sonne]::V,loojuma,аҭашəара
862,scheinen[Sonne]::V,paistma,акаҧхара
863,donnern::V,kõmisema,адыдра
864,wehen::V,puhuma,асра
865,strömen::V,voolama,акаҭəара
866,fließen::V,voolama,ацара
867,sich drehen::V,pöörduma,ахагьежьра
868,schwanken::V,kõikuma,аҵысра
869,schwingen::V,võnkuma,ахызазара
870,schwingen::V,võnkuma,акьаандара
871,fallen::V,langema,акаҳара
872,brennen::V,põlema,абылра
873,rauchen::V,suitsema,ахылҵра
874,regnen::V,sadama,аура
875,gefrieren::V,kinni külmuma,аҵаара
876,tauen::V,sulama,аӡҭра
877,schmelzen::V,sulama,ақəӡыҭра
878,schmelzen::V,sulama,аҭəара
879,trocknen::V,kuivama,абара
880,sieden::V,keema,ашра
881,faulen::V,mädanema,абаара
882,verfaulen::V,mädanema,абаара
883,verfaulen::V,mädanema,аилашра
884,reißen::V,rebenema,аҧжəара
885,versinken::V,uppuma,аӡааҟəрылара
886,vergehen::V,mööduma,ацара
887,erscheinen::V,ilmuma,ацəырҵра
888,verschwinden::V,kaduma,аҵашəкəара
889,sinken::V,vajuma,атəара
890,sinken::V,vajuma,алаҟəра
891,sinken::V,langema,атəара
892,sinken::V,langema,алаҟəра
893,abnehmen::V,vähenema,ацӡаара
894,abnehmen::V,vähenema,аиҵалара
895,abnehmen::V,kahenema,ацӡаара
896,abnehmen::V,kahenema,аиҵалара
897,zunehmen::V,kasvama,аҽырҭбаара
898,zunehmen::V,kasvama,аиҵыҵра
899,zunehmen::V,kasvama,арацəахара
900,steigen::V,tõusma,азҳара
901,steigen::V,tõusma,ашьҭыҵра
902,steigen::V,tõusma,адухара
903,steigen::V,tõusma,ацлара
904,steigen::V,üles minema,азҳара
905,steigen::V,üles minema,ашьҭыҵра
906,steigen::V,üles minema,адухара
907,steigen::V,üles minema,ацлара
908,wachsen::V,kasvama,азҳара
909,glänzen::V,läikimä,ацыр-цырра
910,glänzen::V,läikimä,ацыҩ-цыҩра
911,glänzen::V,läikimä,аказказра
912,funkeln::V,sädelema,ашап-шапра
913,funkeln::V,sädelema,ацым-цымра
914,lärmen::V,lärmama,ашьҭыбжьгара
915,lärmen::V,lärmama,аҕьҕьаҳәа аилалара
916,läuten::V,helisema,аҵəҵəасра
917,klingeln::V,helisema,аҵəҵəасра
918,klirren::V,kõlisema,ахьархьарра
919,klirren::V,kõlisema,архьархьарра
920,brausen::V,kohisema,аилаҽҽара
921,brausen::V,kohisema,еилашуера
922,rauschen::V,kohisema,
923,klingen::V,kõlama,агара
924,klingen::V,kõlama,ашьҭыбжь гара
925,bellen::V,haukuma,ашра
926,heulen::V,uluma,ауура
927,blasen::V,puhuma,аҭəҳəара
928,pfeifen::V,vilistama,ашəшəра
929,schreien::V,karjuma,аҳəҳəара
930,schreien::V,karjuma,ахəаара
931,schreien::V,karjuma,аҟаара
932,stöhnen::V,oigama,ақьра
933,zittern::V,värisema,аҵыс-ҵысра
934,leben::V,elama,аҟазаара
935,leben::V,elus olema,аҟазаара
936,geboren werden::V,sündima,Аира
937,atmen::V,hingama,аҕсыҕ лагаҩагара
938,trinken::V,jooma,ажəра
939,essen::V,sööma,акрыфара
940,schlucken::V,neelama,албаадара
941,müde werden::V,väsima,ааҕсара
942,einschlafen::V,uinuma,ацəара
943,schlafen::V,magama,ацəазаара
944,aufwachen::V,ärkama,аҿыхара
945,aufstehen::V,ärkama,Агəылҵра
946,aufstehen::V,üles tõusma,Агəылҵра
947,sich erholen::V,puhkama,аҧсшьара
948,krank werden::V,haigestuma,ачмазаҩхара
949,krank werden::V,haigeks jääma,ачмазаҩхара
950,krank sein::V,haige olema,аҳəарҧсарра
951,schmerzen::V,valutama,ахьра
952,husten::V,köhima,аимҳәара
953,genesen::V,toibuma,абзиахара
954,genesen::V,toibuma,аӷəӷəахара
955,sterben::V,surema,аҧсра
956,umkommen::V,surma saama,аҭахара
957,sich bewegen::V,liikuma,аиҭаҵра
958,sich rühren::V,liikuma,ақəацара
959,sich erheben::V,kerkima,аҩагылара
960,sich setzen::V,istet võtma,атəара
961,hinfallen::V,kukkuma,акаҳара
962,hinfallen::V,maha kukkuma,акаҳара
963,laufen::V,kõndima,аныҟəара
964,schreiten::V,astuma,ашьаҿа еихгара
965,spazierengehen::V,jalutama,анеи-ааира
966,eilen::V,ruttama,аццакра
967,eilen::V,kiirustama,аццакра
968,sich beeilen::V,ruttama,аццакра
969,sich beeilen::V,kiirustama,аццакра
970,sausen::V,kihutama,аҧырра
971,sausen::V,kihutama,иҭрысны
972,sausen::V,kihutama,ишьҭҟьаны ацара
973,sausen::V,tormama,аҧырра
974,sausen::V,tormama,иҭрысны
975,sausen::V,tormama,ишьҭҟьаны ацара
976,rennen::V,jooksma,аҩра
977,rennen::V,kihutama,аҩра
978,springen::V,hüppama,аҧара
979,klettern::V,ronima,ақəлара
980,schaukeln::V,kiikuma,аҟəараҟəанҽара
981,kriechen::V,roomama,аҳəазара
982,schwimmen::V,ujuma,аӡсара
983,tauchen::V,sukelduma,ахəӡааҵəира
984,rudern::V,sõudma,аҵшьра
985,fahren::V,sõitma,акала
986,fliegen::V,lendama,аҧырра
987,gehen::V,käima,аиҭаҵра
988,gehen::V,minema,аиҭаҵра
989,weggehen::V,ära minema,ацара
990,weggehen::V,välja minema,ацара
991,abfahren::V,väljuma,адəықəлара
992,abfahren::V,väljuma,ацара
993,abfahren::V,ära sõitma,адəықəлара
994,abfahren::V,ära sõitma,ацара
995,anhalten::V,peatuma,ааныргылара
996,hineingehen::V,sisenema,аҭалара
997,hineingehen::V,sisse minema,аҭалара
998,eintreten::V,sisenema,аҩналара
999,eintreten::V,sisse astuma,аҩналара
1000,kommen::V,tulema,аара
1001,kommen::V,tulema,ааира
1002,ankommen::V,saabuma,ааира
1003,ankommen::V,saabuma,аара
1004,ankommen::V,saabuma,анеира
1005,zurückkommen::V,tagasi tulema,азыхынҳəра
1006,bleiben::V,jääma,аанхара
1007,bleiben::V,jääma,анхара
1008,bleiben::V,jääma,аангылара
1009,warten::V,ootama,азҧшзаара
1010,erwarten::V,ootama,азҧшра
1011,erwarten::V,lootma,азҧшра
1012,suchen::V,otsima,ашьҭазаара
1013,finden::V,leidma,аҧшаара
1014,versuchen::V,püüdma,аҽазкра
1015,versuchen::V,üritama,аҽазкра
1016,versuchen::V,katsetama,аҽазкра
1017,vorbereiten::V,valmistama,армазеира
1018,lieben::V,armastama,абзиабара
1019,mögen::V,sallima,агəаҧхара
1020,mögen::V,meeldima,агəаҧхара
1021,lachen::V,naerma,аччара
1022,rühren::V,liigutama,арҵəуара
1023,rühren::V,heldima panema,арҵəуара
1024,weinen::V,nutma,аҵəуара
1025,schimpfen::V,sõimama,ацəҳара
1026,sich ärgern::V,ärrituma,агəаара
1027,sich ärgern::V,vihastuma,агəаара
1028,sich fürchten::V,kartma,аӡыӡара
1029,sich fürchten::V,hirmu tundma,аӡыӡара
1030,fürchten::V,kartma,ацəшəара
1031,fliehen::V,põgenema,абналара
1032,fliehen::V,põgenema,ацəцара
1033,flüchten::V,põgenema,абналара
1034,flüchten::V,põgenema,ацəцара
1035,sehen::V,nägema,абара
1036,anschauen::V,vaatama,ахəаҧшра
1037,ansehen::V,vaatama,ахəаҧшра
1038,hören::V,kuulma,аҳара
1039,zuhören::V,kuulama,азыӡырҩра
1040,probieren::V,proovima,аҧышəара
1041,riechen::V,nuusutama,афыҩра
1042,fühlen::V,tundma,анырра
1043,fühlen::V,tundma,ацәакырра
1044,scheinen::V,näida,шәа
1045,scheinen::V,näida,аацәырҵа
1046,scheinen::V,ilmuda,шәа
1047,scheinen::V,ilmuda,аацәырҵа
1048,zu sehen sein::V,ilmuma,
1049,vernehmen::V,üle kuulama,аҳара
1050,frieren::V,külmetada,ашəра
1051,frieren::V,külmetada,аҵаара
1052,tun::V,tegema,аҟаҵара
1053,können::V,võima,алшара
1054,können::V,oskama,алшара
1055,wollen::V,tahtma,аҭахра
1056,anfangen::V,hakkama,алагара
1057,anfangen::V,alustama,алагара
1058,beenden::V,lõpetama,алгара
1059,aufhören::V,lakkama,аҟəыҵра
1060,gelingen::V,õnnestuma,аура
1061,gelingen::V,õnnestuma,аманшəалахара
1062,gelingen::V,õnnestuma,алҵра
1063,geraten::V,jõudma,нзаарын
1064,öffnen::V,avama,аартра
1065,schließen::V,sulgema,аркра
1066,stellen::V,panema,аргылара
1067,stellen::V,asetama,аргылара
1068,setzen::V,panema,артəара
1069,legen::V,panema,ақəҵара
1070,legen::V,asetama,ақəҵара
1071,berühren::V,riivama,акьысра
1072,berühren::V,riivama,алакьысра
1073,berühren::V,puudutama,акьысра
1074,berühren::V,puudutama,алакьысра
1075,verbinden::V,ühendama,аҿаҳəара
1076,bedecken::V,katma,ақəршəра
1077,aufhängen::V,riputama,акнаҳара
1078,anzünden::V,süütama,аркра
1079,aufheben::V,üles tõstma,ашьҭыхра
1080,zurücklassen::V,jätma,аныжьра
1081,verlieren::V,kaotama,ацəыӡра
1082,fallen lassen::V,maha pillama,ацəкаҳара
1083,fallen lassen::V,kukkuda laskma,ацəкаҳара
1084,machen::V,tegema,ачаҧара
1085,herstellen::V,valmistama,аиҵдара
1086,bauen::V,ehitama,аргылара
1087,reparieren::V,parandama,арҽеира
1088,verbessern::V,parandama,аиҕьтəра
1089,ändern::V,muutma,аҧсахра
1090,ändern::V,ümber tegema,аҧсахра
1091,graben::V,kaevama,ажра
1092,beugen::V,painutama,арҟəра
1093,beugen::V,painutama,архəара
1094,biegen::V,painutama,арҟəра
1095,biegen::V,painutama,архəара
1096,drehen::V,keerama,аргьежьра
1097,wenden::V,ümber pöörama,
1098,umdrehen::V,ümber keerama,аарҳәра
1099,heben::V,tõstma,аҩахара
1100,heben::V,tõstma,араҳара
1101,hochheben::V,üles tõstma,ахагалара
1102,hochheben::V,üles tõstma,ашьҭҳəара
1103,hochheben::V,kõrgele tõstma,ахагалара
1104,hochheben::V,kõrgele tõstma,ашьҭҳəара
1105,ergreifen::V,haarama,
1106,halten::V,hoidma,акра
1107,drücken::V,pigistama,ақəрӷəӷəара
1108,schieben::V,lükkama,аҵгəара
1109,schieben::V,lükkama,агəара
1110,kratzen::V,kraapima,ацəҟьара
1111,lecken::V,lakkuma,арбзара
1112,beißen::V,purema,ацҳара
1113,beißen::V,hammustama,ацҳара
1114,abreißen::V,rebima,амжəара
1115,abreißen::V,ära rebima,амжəара
1116,abschneiden::V,ära lõikama,ахҵəара
1117,abschneiden::V,ära lõikama,аҿахҵəара
1118,binden::V,siduma,аҿаҳəара
1119,stecken::V,pistma,алаҵара
1120,brechen::V,murdma,аҧҵəара
1121,klopfen::V,koputama,асра
1122,hauen::V,lööma,ақəкшара
1123,kleben::V,kleepima,аҷабра
1124,reiben::V,hõõruma,арҟəыҷра
1125,streichen::V,silitama,ахьшьра
1126,schleifen::V,lihvima,ахра
1127,schleifen::V,teritama,ахра
1128,schneiden::V,lõikama,аҧҟара
1129,rütteln::V,raputama,арҵысра
1130,schütteln::V,raputama,аршəшəара
1131,schütteln::V,loksutama,аршəшəара
1132,schwenken::V,vehkima,аҟьара
1133,schwenken::V,lehvitama,аҟьара
1134,schütten::V,kallama,аҭаҭəара
1135,füllen::V,täitma,арҭəра
1136,einwickeln::V,sisse mähkima,алаҳəара
1137,tragen::V,kandma,аҩагара
1138,schleppen::V,tassima,арҳəазара
1139,schleppen::V,lohistama,арҳəазара
1140,ziehen::V,vedama,ахара
1141,ziehen::V,tõmbama,ахара
1142,aufbewahren::V,säilitama,аҵəахра
1143,aufbewahren::V,alal hoidma,аҵəахра
1144,werfen::V,viskama,аршəра
1145,fangen::V,püüdma,акра
1146,packen::V,kinni haarama,анкра
1147,packen::V,kinni haarama,аҵкаара
1148,packen::V,kinni võtma,анкра
1149,packen::V,kinni võtma,аҵкаара
1150,verstecken::V,peitma,аҵəахра
1151,teilen::V,jagama,ашара
1152,teilen::V,jaotama,ашара
1153,schicken::V,saatma,ашьҭра
1154,bringen::V,viima,аагара
1155,hinzufügen::V,lisama,ацҵара
1156,bekommen::V,saama,аҧшаара
1157,bekommen::V,saama,архиара
1158,bekommen::V,saama,аура
1159,erhalten::V,saama,аиура
1160,nehmen::V,võtma,агара
1161,wählen::V,valima,алҧшаара
1162,auswählen::V,valima,алхра
1163,bewahren::V,hoidma,
1164,behindern::V,takistama,аҧырхагахара
1165,verderben::V,rikkuma,алгара
1166,verderben::V,rikkuma,абжьыхра
1167,verderben::V,rikkuma,аҧхасҭатəра
1168,beschädigen::V,rikkuma,аҧхасҭатəра
1169,zerbrechen::V,katki tegema,аҧҽра
1170,zerreißen::V,katki rebima,аҧжəара
1171,zerstören::V,purustama,аилаҧыххаара
1172,verbrennen::V,põletama,абылра
1173,geben::V,andma,аҭара
1174,reichen::V,andma,аҭара
1175,reichen::V,ulatama,аҭара
1176,schenken::V,kinkima,аҩгара
1177,versprechen::V,lubama,ақəргəыӷра
1178,versprechen::V,tõotama,ақəргəыӷра
1179,wünschen::V,soovima,
1180,loben::V,kiitma,арҽхəара
1181,küssen::V,suudlema,агəӡра
1182,wiegen::V,hällitama,
1183,zudecken::V,kaanetama,аҵахҩара
1184,zudecken::V,kaanetama,ақəршəра
1185,zudecken::V,kinni katma,аҵахҩара
1186,zudecken::V,kinni katma,ақəршəра
1187,wecken::V,äratama,арҿыхара
1188,zeigen::V,näitama,арбара
1189,führen::V,juhatama,аныҟəгара
1190,lehren::V,õpetama,арҵара
1191,unterrichten::V,õpetama,арҧхьара
1192,aufziehen::V,üles kasvatama,ааӡара
1193,leiten::V,juhtima,ахагылазаара
1194,antreiben::V,ergutama,арццакра
1195,lassen::V,laskma,арҟаҵара
1196,einladen::V,kutsuma,ааҕхьара
1197,einladen::V,kutsuma,анаҧхьара
1198,vereinigen::V,ühendama,аилаҵара
1199,besuchen::V,külastama,абара
1200,treffen::V,kohtama,аҧылара
1201,sich versammeln::V,kogunema,аизара
1202,spielen::V,mängima,ахəмарра
1203,singen::V,laulma,ашəаҳəара
1204,tanzen::V,tantsima,акəашара
1205,sich trennen::V,lahku minema,аилыҵра
1206,verlassen::V,maha jätma,акажьра
1207,retten::V,päästma,Аиқəрхара
1208,bewachen::V,valvama,ахьчара
1209,schützen::V,kaitsma,ацəыхьчара
1210,verteidigen::V,kaitsma,ахьчара
1211,sich schlagen::V,kaklema,аисра
1212,schießen::V,tulistama,ахысра
1213,siegen::V,võitma,аиааира
1214,ärgern::V,ärritama,аргəаара
1215,ärgern::V,vihastama,аргəаара
1216,schlagen::V,lööma,асра
1217,schlagen::V,lööma,аҭасра
1218,treten::V,sõtkuma,
1219,stechen::V,pistma,алакшара
1220,stechen::V,torkama,алакшара
1221,stoßen::V,tõukama,агəҭасра
1222,stehlen::V,varastama,аӡара
1223,stören::V,segama,аҧырхагахара
1224,stören::V,häirima,аҧырхагахара
1225,belästigen::V,ahistama,аргəамҵра
1226,verbergen::V,peitma,аӡара
1227,verbergen::V,varjama,аӡара
1228,täuschen::V,petma,ажьара
1229,täuschen::V,tüssama,ажьара
1230,betrügen::V,petma,ажьара
1231,betrügen::V,tüssama,ажьара
1232,betrügen::V,truudust murtma,ажьара
1233,töten::V,tapma,ашьра
1234,töten::V,surmama,ашьра
1235,wohnen::V,elama,анхара
1236,arbeiten::V,töötama,аусура
1237,sammeln::V,koguma,аҟəшəара
1238,sammeln::V,korjama,аҟəшəара
1239,pflücken::V,noppima,аҿыршəара
1240,pflücken::V,noppima,аҿыхра
1241,jagen::V,jahtima,ашəарыцара
1242,fischen::V,kalastama,аҧсыӡ икуеит
1243,fischen::V,kala püüdma,аҧсыӡ икуеит
1244,fassen::V,püüdma,акра
1245,hüten::V,karjatama,арҳəра
1246,hüten::V,karjatama,ахьчара
1247,treiben::V,ajama,акацара
1248,anbinden::V,kinni siduma,адҳəалара
1249,füttern::V,söötma,акырҿаҵара
1250,melken::V,lüpsma,ахьара
1251,hacken::V,raiuma,аҟəаҟəара
1252,hacken::V,lõhkuma,аҟəаҟəара
1253,gießen::V,kastma,аҵаҭəара
1254,reifen::V,valmima,ашəра
1255,reifen::V,valmima,аҟалара
1256,zubereiten::V,valmistama,ацура
1257,kochen::V,keetma,ажəра
1258,backen::V,küpsetama,аӡра
1259,braten::V,praadima,аӡра
1260,umrühren::V,segama,аилрыхра
1261,stricken::V,kuduma,аҧара
1262,nähen::V,õmblema,аӡахра
1263,färben::V,värvima,ашəра
1264,reinigen::V,puhastama,арыцқьара
1265,waschen::V,pesema,аӡәӡәара
1266,abwischen::V,puhtaks pühkima,арбара
1267,spülen::V,uhtma,аҭыршара
1268,fegen::V,pühkima,аҧссара
1269,kehren::V,pühkima,
1270,baden::V,suplema,аҽыкəабара
1271,baden::V,kümblema,аҽыкəабара
1272,sich waschen::V,end pesema,аҽыӡəӡəара
1273,ausziehen::V,käest võtma,ашəыхра
1274,ausziehen::V,jalast võtma,ашəыхра
1275,ausziehen::V,seljast võtma,ашəыхра
1276,anziehen::V,jalga panema,ашəҵара
1277,sich anziehen::V,riietuma,аҽеилаҳəара
1278,kämmen::V,kammima,аҳəара
1279,schmücken::V,kaunistama,арҧшӡара
1280,sagen::V,ütlema,аҳəара
1281,sprechen::V,rääkima,ацəажəара
1282,sprechen::V,kõnelema,ацəажəара
1283,reden::V,kõnelema,ацəажəара
1284,reden::V,kõnelema,аицәажәара
1285,sich unterhalten::V,vestlema,аицәажәара
1286,fragen::V,küsima,азҵаара
1287,bitten::V,paluma,аҳəара
1288,erzählen::V,jutustama,аҳəара
1289,mitteilen::V,teatama,азыцҳара
1290,mitteilen::V,teada andma,азыцҳара
1291,nennen::V,nimetama,ахьӡҵара
1292,rufen::V,kutsuma,азҿыҭра
1293,prahlen::V,hooplema,аҽхəара
1294,übersetzen::V,tõlkima,аиҭагара
1295,denken::V,mõtlema,азхəыцра
1296,glauben::V,uskuma,ахаҵара
1297,bemerken::V,märkama,агəаҭара
1298,erkennen::V,ära tundma,адырра
1299,begreifen::V,aru saama,аилкаара
1300,verstehen::V,mõistma,аҳара
1301,lernen::V,õppima,аҵара
1302,wissen::V,teadma,адырра
1303,sich erinnern an::V,mäletama,агəаларшəара
1304,vergessen::V,unustama,ахашҭра
1305,messen::V,mõõtma,ашəара
1306,zählen::V,loendama,аҧхьаӡара
1307,rechnen::V,arvutama,аҳасабра
1308,lesen::V,lugema,аҧхьара
1309,malen::V,maalima,
1310,zeichnen::V,joonistama,
1311,schreiben::V,kirjutama,
1312,besitzen::V,omama,амазаара
1313,kaufen::V,ostma,Аахəара
1314,verkaufen::V,müüma,аҭира
1315,bezahlen::V,tasuma,ахҭынҵара
1316,bezahlen::V,tasuma,ашəара
1317,zahlen::V,maksma,ашəара
1318,beherrschen::V,valitsema,
1319,ertragen::V,taluma,ачҳара
