,Concept_ID,ru,bn
727,regnen::V,дождить,বর্ষণ_করা
728,gefrieren::V,замерзнуть,হিমায়িত হওয়া
729,tauen::V,таять,গলা
730,schmelzen::V,плавиться,গলা
731,trocknen::V,сохнуть,শুষ্ক করা
732,sieden::V,кипеть,ফোঁড়া
733,faulen::V,гнить,ক্ষয় হওয়া
734,verfaulen::V,сгнить,ক্ষয় হওয়া 
735,reißen::V,рваться,ছিঁড়া
736,versinken::V,тонуть,ডুবা
737,vergehen::V,проходить,যাওয়া
738,erscheinen::V,появиться,আসা
739,verschwinden::V,исчезнуть,অদৃশ্য হওয়া
740,sinken::V,спадать,হ্রাস হওয়া
741,abnehmen::V,уменьшиться,হ্রাস হওয়া
742,zunehmen::V,увеличиваться,বৃদ্ধি পাওয়া
743,steigen::V,подниматься,ওঠা
744,wachsen::V,расти,বড় হওয়া
745,glänzen::V,блестеть,জ্বলা
746,funkeln::V,сверкать,জ্বল্জ্বল করা
747,lärmen::V,шуметь,
748,läuten::V,звонить,রুসুঝুসু করা
749,klingeln::V,звонить,বাজা
750,klirren::V,звякать,টুংটাং-শব্দ করা
751,brausen::V,бушевать,গর্জন করা
752,rauschen::V,шелестеть,মর্মরধ্বনি করা
753,klingen::V,звучать,শব্দ করা
754,bellen::V,лаять,ঘেউ ঘেউ করা
755,heulen::V,выть,গর্জন করা
756,blasen::V,дунуть,ফুঁ দেওয়া
757,pfeifen::V,свистеть,শিস্ দেওয়া
758,schreien::V,кричать,চিৎকার করা
759,stöhnen::V,стонать,গোঁ-গো করা
760,zittern::V,дрожать,কাঁপা
761,leben::V,жить,বাঁচা
762,geboren werden::V,родиться,জন্মানো
763,atmen::V,дышать,শ্বাস ফেলা
764,trinken::V,пить,পান করা
765,essen::V,есть,ভক্ষণ করা
766,essen::V,кушать,ভক্ষণ করা
767,schlucken::V,глотать,গেলা
768,müde werden::V,устать,পরিশ্রান্ত হওয়া
769,einschlafen::V,заснуть,নিদ্রামগ্ন হওয়া
770,schlafen::V,спать,নিদ্রা যাওয়া
771,aufwachen::V,проснуться,জাগা
772,aufstehen::V,встать,জাগা
773,sich erholen::V,отдыхать,আরাম করা
774,krank werden::V,заболеть,অসুস্থ হত্তয়া
775,krank sein::V,болеть,রূগ্ণ হত্তয়া
776,schmerzen::V,болеть,কন্কন করা
777,husten::V,кашлять,কাশা
778,genesen::V,поправиться,আরোগ্য হওয়া
779,sterben::V,умереть,মারা যাওয়া
780,umkommen::V,погибнуть,মারা যাওয়া
781,sich bewegen::V,двигаться,চলা
782,sich rühren::V,шевельнуться,নড়া
783,sich erheben::V,встать,উদিত হওয়া
784,sich setzen::V,сесть,বসা
785,hinfallen::V,упасть,পড়া
786,laufen::V,ходить,হাঁটা
787,schreiten::V,шагать,হাঁটা
788,spazierengehen::V,гулять,পায়চারি করা
789,eilen::V,спешить,ত্বরাম্বিত করা
790,sich beeilen::V,торопиться,ত্বরাম্বিত করা
791,sausen::V,мчаться,ধেয়ে যাওয়া
792,rennen::V,бегать,চলা
793,springen::V,прыгать,লাফানো
794,klettern::V,лазать,আরোহণ করা
795,schaukeln::V,раскачиваться,দোলা
796,kriechen::V,ползать,হামাগুড়ি দেওয়া
797,schwimmen::V,плавать,সাঁতার কাটা
798,tauchen::V,нырять,ডোবা
799,rudern::V,грести,দাঁড় টানা
800,fahren::V,ехать,চালান
801,fliegen::V,летать,ওড়া
802,gehen::V,идти,যাওয়া
803,weggehen::V,уйти,প্রস্থান করা
804,abfahren::V,отправиться,প্রস্থান করা
805,anhalten::V,остановиться,থামা
806,hineingehen::V,входить,ঢোকা
807,eintreten::V,войти,ঢোকা
808,kommen::V,прийти,আসা
809,ankommen::V,прибыть,আসা
810,zurückkommen::V,возвратиться,ফিরা
811,bleiben::V,остаться,থাকা
812,warten::V,ждать,অপেক্ষা করা
813,erwarten::V,ожидать,অপেক্ষা করা
814,suchen::V,искать,খোঁজ করা
815,finden::V,найти,পাওয়া
816,versuchen::V,пытаться,পরখ করা
817,vorbereiten::V,подготовить,প্রস্তুত করা
818,lieben::V,любить,ভালবাসা
819,mögen::V,любить,পছন্দ করা
820,lachen::V,смеяться,হাসা
821,rühren::V,растрогать,হৃদয়ম্পর্শ করা
822,weinen::V,плакать,কাঁদা
823,schimpfen::V,ругаться,নালিশ করা
824,sich ärgern::V,сердиться,রাগ হত্তয়া
825,sich fürchten::V,бояться,ভয় করা
826,fürchten::V,бояться,ডরা
827,fliehen::V,убегать,পালানো
828,flüchten::V,убежать,পালানো
829,sehen::V,видеть,দেখা
830,anschauen::V,посмотреть,দেখা
831,ansehen::V,смотреть,দেখা
832,hören::V,слышать,শোনা
833,zuhören::V,слушать,শোনা
834,probieren::V,пробовать,পরখ করা
835,riechen::V,нюхать,শুঁকা
836,fühlen::V,чувствовать,অনুভব করা
837,scheinen::V,казаться,মনে হত্তয়া
838,zu sehen sein::V,виднеться,দেখা দেত্তয়া
839,vernehmen::V,услышать,শোনা
840,frieren::V,мерзнуть,শীত লাগা
841,tun::V,делать,করা
842,können::V,мочь,পারা
843,können::V,уметь,পারা
844,wollen::V,хотеть,ইচ্ছা করা
845,anfangen::V,начать,আরম্ভ করা
846,beenden::V,закончить,শেষ করা
847,aufhören::V,перестать,থামা
848,gelingen::V,удаться,সিদ্ধিলাভ করা
849,geraten::V,оказаться,পরিণত হত্তয়া
850,öffnen::V,открыть,খোলা
851,schließen::V,закрыть,বন্ধ করা
852,stellen::V,поставить,স্থাপন করা
853,setzen::V,посадить,স্থাপন করা
854,legen::V,класть,স্থাপন করা
855,berühren::V,трогать,স্পর্শ করা
856,verbinden::V,связать,সংযুক্ত করা
857,bedecken::V,покрыть,ঢাকা
858,aufhängen::V,повесить,ঝুলানো
859,anzünden::V,зажечь,জ্বালান
860,aufheben::V,поднять,কুড়াইয়া তোলা
861,zurücklassen::V,оставить,পরিত্যাগ করা
862,verlieren::V,потерять,হারান
863,fallen lassen::V,уронить,ফেলা
864,machen::V,сделать,গঠন করা
865,herstellen::V,изготовить,সৃষ্টি করা
866,bauen::V,строить,নির্মাণ করা
867,reparieren::V,чинить,মেরামত করা
868,verbessern::V,улучшить,উন্নতিলাভ করা
869,ändern::V,изменить,পরিবর্তিত করা
870,graben::V,копать,খনন করা
871,beugen::V,согнуть,নোয়া
872,biegen::V,погнуть,নোয়া
873,drehen::V,вертеть,ঘোরান
874,wenden::V,повернуть,উলটাইয়া দেত্তয়া
875,umdrehen::V,перевернуть,উলটানো
876,heben::V,поднимать,উত্তোলন করা
877,hochheben::V,поднять,উঁচু করা
878,ergreifen::V,схватить,দখল করা
879,halten::V,держать,ধরা
880,drücken::V,нажимать,টেপা
881,schieben::V,толкать,ঠেলা
882,kratzen::V,скрести,চাঁচা
883,lecken::V,лизать,চাটা
884,beißen::V,кусать,দংশন করা
885,abreißen::V,оторвать,বিচ্ছিন্ন করা
886,abschneiden::V,отрезать,বিচ্ছিন্ন করা
887,binden::V,вязать,বন্ধন করা
888,stecken::V,воткнуть,বিদ্ধ করা
889,brechen::V,сломать,ভাঙা
890,klopfen::V,стучать,আঘাত করা
891,hauen::V,бить,আঘাত করা
892,kleben::V,клеить,সাঁটা
893,reiben::V,тереть,ঘষা
894,streichen::V,намазать,ছড়াইয়া
895,schleifen::V,точить,ধার দেওয়া
896,schneiden::V,резать,কাটা
897,rütteln::V,шатать,নাড়ান
898,schütteln::V,трясти,নড়া
899,schwenken::V,махать,দোলা
900,schütten::V,налить,বর্ষণ করা
901,füllen::V,наполнить,পরিপূর্ণ করা
902,einwickeln::V,завернуть,মুড়া
903,tragen::V,нести,বহন করা
904,schleppen::V,тащить,টানা
905,ziehen::V,тянуть,টানা
906,aufbewahren::V,хранить,রাখা
907,werfen::V,бросать,ছুড়া
908,fangen::V,ловить,লোফা
909,packen::V,схватить,ধরা
910,verstecken::V,спрятать,গোপন করা
911,teilen::V,разделить,বিভক্ত করা
912,schicken::V,посылать,প্রেরণ করা
913,bringen::V,принести,আনা
914,hinzufügen::V,добавить,একত্র করা
915,bekommen::V,достать,পাওয়া
916,erhalten::V,получить,পাওয়া
917,nehmen::V,взять,নেওয়া
918,wählen::V,выбрать,বাছা
919,auswählen::V,отобрать,বাছা
920,bewahren::V,сохранить,বাঁচাইয়া রাখা
921,behindern::V,препятствовать,বাধা দেওয়া
922,verderben::V,испортить,নষ্ট করা
923,beschädigen::V,повредить,ক্ষতি করা
924,zerbrechen::V,разбить,ভাঙ্গিয়া যাওয়া
925,zerreißen::V,разорвать,ছিঁড়া
926,zerstören::V,разрушить,বিনাশ করা
927,verbrennen::V,сжечь,দহন করা
928,geben::V,дать,দেওয়া
929,reichen::V,передать,দেওয়া
930,schenken::V,дарить,উপহার দেত্তয়া
931,versprechen::V,обещать,প্রতিশ্রুতি দেওয়া
932,wünschen::V,желать,আকাঙ্ক্ষা করা
933,loben::V,хвалить,প্রশংসা করা
934,küssen::V,целовать,চুম্বন করা
935,wiegen::V,качать,দুলানো
936,zudecken::V,накрыть,ঢাকা
937,wecken::V,разбудить,জাগানো
938,zeigen::V,показать,দেখানো
939,führen::V,вести,পথ দেখানো
940,lehren::V,учить,শেখানো
941,unterrichten::V,преподавать,শিক্ষা দেওয়া
942,aufziehen::V,воспитать,পালন করা
943,leiten::V,руководить,পরিচালনা করা
944,antreiben::V,подгонять,চালনা করা
945,lassen::V,заставить,অনুমতি দেওয়া
946,einladen::V,пригласить,নিমন্ত্রণ করা
947,vereinigen::V,объединить,এক করা
948,besuchen::V,посетить,দেখিতে যাওয়া
949,treffen::V,встретить,সন্মুখীন হওয়া
950,sich versammeln::V,собраться,জড়ো হওয়া
951,spielen::V,играть,খেলা
952,singen::V,петь,গাওয়া
953,tanzen::V,плясать,নাচা
954,tanzen::V,танцевать,নাচা
955,sich trennen::V,расстаться,পৃথক করা
956,verlassen::V,покинуть,পরিত্যাগ করা
957,retten::V,спасти,উদ্ধার করা
958,bewachen::V,охранять,পাহারা দেওয়া
959,schützen::V,уберегать,রক্ষা করা
960,verteidigen::V,защитить,রক্ষা করা
961,sich schlagen::V,драться,লড়াই করা
962,schießen::V,стрелять,তীরবেগে ছোটা
963,siegen::V,победить,জেতা
964,ärgern::V,сердить,বিরক্ত করা
965,schlagen::V,ударить,আঘাত করা
966,treten::V,пинать,লাথি মারা
967,stechen::V,уколоть,দংশন করা
968,stoßen::V,толкнуть,ঠেলা
969,stehlen::V,украсть,অপহরণ করা
970,stören::V,помешать,ঘাঁটান
971,belästigen::V,надоедать,বিরক্ত করা
972,verbergen::V,скрыть,গোপন করা
973,täuschen::V,обмануть,প্রবঞ্চনা করা
974,betrügen::V,смошенничать,প্রতারণা করা
975,töten::V,убить,হত্যা করা
976,wohnen::V,проживать,বাস করা
977,arbeiten::V,работать,কাজ করা
978,sammeln::V,собрать,সংগ্রহ করা
979,pflücken::V,рвать,চয়ন করা
980,pflücken::V,срывать,চয়ন করা
981,jagen::V,охотиться,শিকার করা
982,fischen::V,рыбачить,মাছ ধরা
983,fassen::V,поймать,ধরা
984,hüten::V,пасти,যুথভুক্ত করা
985,treiben::V,гнать,চালনা করা
986,anbinden::V,привязать,বন্ধন করা
987,füttern::V,кормить,ভোজন করানো
988,melken::V,доить,দুগ্ধ দোহন করা
989,hacken::V,рубить,কাটা
990,gießen::V,полить,বর্ষণ করা
991,reifen::V,созреть,পাকা
992,zubereiten::V,приготовить,রন্ধন করা
993,kochen::V,варить,রন্ধন করা
994,backen::V,печь,সেকা
995,braten::V,жарить,ভাজা
996,umrühren::V,перемешать,নড়ানো
997,stricken::V,вязать,বোনা
998,nähen::V,шить,সেলাই করা
999,färben::V,покрасить,রঞ্জিত করা
1000,reinigen::V,очистить,পরিষ্কার করা
1001,waschen::V,стирать,পরিষ্কার করা
1002,abwischen::V,вытереть,মুছা
1003,spülen::V,полоскать,পরিষ্কার করা
1004,fegen::V,подметать,ঝাঁট দেওয়া
1005,kehren::V,мести,ঝাঁট দেওয়া
1006,baden::V,купаться,অবগাহন করা
1007,sich waschen::V,мыться,ধোয়া
1008,ausziehen::V,снять,খুলা
1009,anziehen::V,надеть,গায়ে দেত্তয়া
1010,sich anziehen::V,одеться,পোশাক পরা
1011,kämmen::V,причесать,আঁচড়ানো
1012,schmücken::V,украсить,সাজান করা
1013,sagen::V,сказать,উচ্চারণ করা
1014,sprechen::V,говорить,বলা
1015,reden::V,разговаривать,আলাপ করা
1016,sich unterhalten::V,беседовать,আড্ডা দেওয়া
1017,fragen::V,спросить,জিজ্ঞাসা করা
1018,bitten::V,просить,প্রার্থনা করা
1019,erzählen::V,рассказать,বর্ণনা করা
1020,mitteilen::V,сообщить,বলা
1021,nennen::V,назвать,নাম দেওয়া
1022,rufen::V,звать,আমন্ত্রণ করা
1023,prahlen::V,хвастаться,বড়াই করা
1024,übersetzen::V,перевести,ভাষাস্তরিত করা
1025,denken::V,думать,ভাবা
1026,glauben::V,верить,বিশ্বাস করা
1027,bemerken::V,заметить,লক্ষ্য করা
1028,erkennen::V,узнать,চিনিতে পারা
1029,begreifen::V,понять,উপলব্ধি করা
1030,begreifen::V,постичь,উপলব্ধি করা
1031,verstehen::V,услышать,উপলব্ধি করা
1032,lernen::V,учиться,শেখা
1033,wissen::V,знать,জানা
1034,sich erinnern an::V,вспомнить,মনে করা
1035,vergessen::V,забыть,বিস্মৃত হওয়া
1036,messen::V,мерить,মাপা
1037,zählen::V,считать,গণনা করা
1038,rechnen::V,считать,হিসাব করা
1039,lesen::V,читать,পাঠ করা
1040,malen::V,рисовать,আঁকা
1041,zeichnen::V,рисовать,ছকা
1042,schreiben::V,писать,লেখা
1043,besitzen::V,иметь,অধিকার করা
1044,kaufen::V,купить,ক্রয় করা
1045,verkaufen::V,продать,বেচা
1046,bezahlen::V,заплатить,প্রদান করা
1047,zahlen::V,платить,প্রদান করা
1048,beherrschen::V,владеть,শাসন করা
1049,ertragen::V,вытерпеть,বহন করা
