,Concept_ID,te,no
713,zwei::NUM,రెండు,to
714,drei::NUM,మూడు,tre
715,vier::NUM,నాలుగు,fire
716,fünf::NUM,అయిదు,fem
717,sechs::NUM,ఆఱు,seks
718,sieben::NUM,ఏరు,sju
719,acht::NUM,ఎనిమదు,åtte
720,neun::NUM,తొమ్మిది,ni
721,zehn::NUM,పది,ti
722,elf::NUM,పదునొకొండు,elleve
723,zwölf::NUM,పండ్రండు,tolv
724,zwanzig::NUM,ఇరుపది,tjue
725,dreißig::NUM,ముప్పది,tretti
726,vierzig::NUM,నలువది,førti
727,fünfzig::NUM,ఏబది,femti
728,sechzig::NUM,అరుపది,seksti
729,siebzig::NUM,డెబ్బది,sytti
730,achtzig::NUM,ఎనుబది,åtti
731,neunzig::NUM,తొంబది,nitti
732,hundert::NUM,నూఱు,hundre
733,tausend::NUM,వేయి,tusen
734,und::CNJ,మఱియు,og
735,oder::CNJ,లేక,eller
736,stehen::V,నిలుచు,stå
737,sitzen::V,కూర్చుండు,sitte
738,liegen::V,పండుకొనుట,ligge
739,hängen::V,వ్రేలాడదీయు,henge
740,werden::V,అగు,bli
741,passieren::V,సంభవించు,skje
742,passieren::V,సంభవించు,hende
743,beginnen::V,ఆరంభించు,begynne
744,enden::V,తీరుట,ende
745,enden::V,తీరుట,slutte
746,wechseln::V,మార్చు,veksle
747,aufgehen[Sonne]::V,ఉదయించు,stå opp
748,untergehen[Sonne]::V,అస్తమించు,gå ned
749,scheinen[Sonne]::V,ప్రకాశించు,skinne
750,donnern::V,ఉరుముట,tordne
751,wehen::V,దురద్పప్టము,blåse
752,strömen::V,పారుట,strømme
753,fließen::V,ప్రవహించు,flyte
754,sich drehen::V,తిరుగు,dreie seg
755,schwanken::V,ఆడించుట,svaie
756,schwingen::V,ఊగుట,svinge
757,fallen::V,పడు,falle
758,brennen::V,కాలుట,brenne
759,rauchen::V,పొగసుట,ryke
760,regnen::V,కురిపించుట,regne
761,gefrieren::V,గడ్డకట్టు,fryse
762,tauen::V,కరగు,tine
763,schmelzen::V,కరగు,smelte
764,trocknen::V,యెండుట,tørre
765,sieden::V,ఉడుకు,koke
766,faulen::V,క్రుళ్లు,råtne
767,verfaulen::V,క్షిణించు,råtne
768,reißen::V,చించు,briste
769,versinken::V,మునుగు,synke
770,versinken::V,మునుగు,synke ned
771,vergehen::V,సంభవించు,forløpe
772,erscheinen::V,కనబడు,synes
773,verschwinden::V,అదృశ్యమగు,forsvinne
774,sinken::V,ముణుగుట,synke
775,abnehmen::V,తగ్గు,avta
776,abnehmen::V,తగ్గు,minske
777,zunehmen::V,పెరుగుట,tilta
778,steigen::V,లేచు,stige
779,wachsen::V,పెరుగు,gro
780,wachsen::V,పెరుగు,vokse
781,glänzen::V,ప్రకాశించు,skinne
782,funkeln::V,ప్రకాశించు,tindre
783,lärmen::V,అరుచుట,bråke
784,läuten::V,మేళవించుట,ringe
785,klingeln::V,వాయించుట,ringe
786,klirren::V,ఘంటానాదము,klirre
787,brausen::V,గర్జించు,bruse
788,rauschen::V,చటచటమనుట,suse
789,klingen::V,ధ్వనించుట,lyde
790,klingen::V,ధ్వనించుట,klinge
791,bellen::V,అఱచు,gjø
792,bellen::V,అఱచు,bjeffe
793,heulen::V,కూయు,ule
794,blasen::V,దురద్పప్టము,blåse
795,pfeifen::V,ఈలవేయు,plystre
796,schreien::V,అఱచు,skrike
797,stöhnen::V,మూలుగు,stønne
798,zittern::V,వణకు,dirre
799,zittern::V,వణకు,skjelve
800,leben::V,జీవించుట,leve
801,geboren werden::V,పుట్టుట,fødes
802,atmen::V,ఉపిరి తీయు,ånde
803,atmen::V,ఉపిరి తీయు,puste
804,trinken::V,త్రాగు,drikke
805,essen::V,తిను,spise
806,schlucken::V,మ్రింగు,svelge
807,müde werden::V,అలయు,bli trett
808,einschlafen::V,నిద్రించు,sovne
809,schlafen::V,నిద్రురించు,sove
810,aufwachen::V,మేలుకొను,våkne
811,aufstehen::V,లేచు,stå opp
812,sich erholen::V,నడ్డి వాల్చు,bli bra
813,sich erholen::V,నడ్డి వాల్చు,komme seg
814,krank werden::V,జబ్బుపడు,bli syk
815,krank sein::V,జబ్బు చేయు,være syk
816,schmerzen::V,నొచ్చుట,gjøre vondt
817,husten::V,దగ్గుట,hoste
818,genesen::V,కుదురుట,komme seg
819,sterben::V,మరణించు,dø
820,umkommen::V,నశించు,omkomme
821,sich bewegen::V,కదలు,bevege seg
822,sich rühren::V,కదలు,røre på seg
823,sich erheben::V,లేచు,reise seg
824,sich setzen::V,కూర్చుణ్డు,sette sig
825,hinfallen::V,దొర్లు,falle over ende
826,laufen::V,నడచు,løpe
827,schreiten::V,అడుగుపెట్టుట,skride
828,spazierengehen::V,పచారు చేయు,spasere
829,spazierengehen::V,పచారు చేయు,gå en tur
830,eilen::V,తొందరపడు,ile
831,sich beeilen::V,త్వరపెట్టు,skynde seg
832,sausen::V,విసరికొట్టు,suse
833,rennen::V,పరుగెత్తు,løpe
834,springen::V,దుముకు,hoppe
835,springen::V,దుముకు,springe
836,klettern::V,ఎక్కు,klatre
837,schaukeln::V,ఉయ్యాల ఊగు ,huske
838,kriechen::V,ప్రాకు,krype
839,schwimmen::V,ఈదు,svømme
840,tauchen::V,మునుగు,dykke
841,rudern::V,తెడ్లతోఁగడపు,ro
842,fahren::V,నడపు,kjøre
843,fliegen::V,ఎగురు,fly
844,gehen::V,పోవు,gå
845,weggehen::V,బయలుదేరు,gå bort
846,abfahren::V,విడిచిపోవు,reise
847,anhalten::V,నిలుపు,stanse
848,hineingehen::V,ప్రవేశించు,gå inn
849,eintreten::V,ప్రవేశించు,tre inn
850,kommen::V,వచ్చు,komme
851,ankommen::V,వచ్చి చేరు,ankomme
852,ankommen::V,వచ్చి చేరు,komme til
853,zurückkommen::V,తిరిగీవచ్చుట,komme tilbake
854,bleiben::V,ఉండు,bli
855,bleiben::V,ఉండు,forbli
856,warten::V,కనిపెట్టు,vente
857,erwarten::V,నిరిక్షించు,vente
858,suchen::V,వెదకు,søke
859,finden::V,కనుగొను,finne
860,versuchen::V,ప్రయత్నించు,prøve
861,versuchen::V,ప్రయత్నించు,forsøke
862,vorbereiten::V,తయారుచేయు,forberede
863,lieben::V,ప్రేమించు,elske
864,mögen::V,ఇష్టపడు,like
865,lachen::V,నవ్వు,le
866,rühren::V,గుండె తాకు,røre
867,weinen::V,వీడ్చు,gråte
868,schimpfen::V,గొణుగు,skjelle
869,sich ärgern::V,అలుగు,ergre seg
870,sich fürchten::V,భయపడు,være redd
871,fürchten::V,భయపడు,være redd for
872,fliehen::V,పాఱిపోపు,rømme
873,fliehen::V,పాఱిపోపు,flykte
874,flüchten::V,తప్పించుకొను,flykte
875,sehen::V,చూచు,se
876,anschauen::V,చూచు,se på
877,anschauen::V,చూచు,betrakte
878,ansehen::V,కాచియుండు,anse
879,hören::V,విను,høre
880,zuhören::V,విను,tilhøre
881,probieren::V,చవిచూచుట,smake
882,probieren::V,చవిచూచుట,smake på
883,riechen::V,వాసనచూచు,lukte
884,fühlen::V,స్పర్శించుట,føle
885,scheinen::V,కనబడు,se ut
886,zu sehen sein::V,చూవు,synes
887,vernehmen::V,విను,få vite
888,frieren::V,చలికి వడకు,fryse
889,tun::V,చేయు,gjøre
890,können::V,గల,kunne
891,wollen::V,కోరు,ville
892,anfangen::V,ఆరంభించు,begynne
893,beenden::V,ముగించు,avslutte
894,aufhören::V,నిలుపు,slutte
895,aufhören::V,నిలుపు,holde opp
896,gelingen::V,గెలుపాందు,lykkes
897,geraten::V,వెలువడు,bli
898,öffnen::V,తెఱచు,åpne
899,schließen::V,మూయు,lukke
900,schließen::V,మూయు,stenge
901,stellen::V,ఉంచు,stille
902,setzen::V,ఉంచు,sette
903,legen::V,పెట్టు,legge
904,berühren::V,తాకు,berøre
905,verbinden::V,చేర్చుట,forbinde
906,bedecken::V,మూయు,dekke
907,aufhängen::V,వ్రేలాడదీయు,henge
908,aufhängen::V,వ్రేలాడదీయు,henge opp
909,anzünden::V,వెలిగించు,tenne
910,anzünden::V,వెలిగించు,antenne
911,anzünden::V,వెలిగించు,tenne på
912,aufheben::V,సేకరించు,løfte
913,aufheben::V,సేకరించు,ta opp
914,zurücklassen::V,విడుచు,slippe tilbake
915,verlieren::V,పోగొట్టుకొను,miste
916,fallen lassen::V,జాఱవిడుచు,droppe
917,fallen lassen::V,జాఱవిడుచు,la falle
918,machen::V,చేయు,lage
919,machen::V,చేయు,gjøre
920,herstellen::V,ఉత్పత్తిచేయు,fremstille
921,bauen::V,నిర్మించు,bygge
922,reparieren::V,సరిచేయు,reparere
923,verbessern::V,వృద్ధి చేయు,rette
924,verbessern::V,వృద్ధి చేయు,forbedre
925,ändern::V,మార్చు,forandre
926,graben::V,త్రవ్వు,grave
927,beugen::V,వంచు,bøye
928,biegen::V,వంచు,bøye
929,drehen::V,నూలువడుకు,dreie
930,wenden::V,త్రిప్పు,vende
931,umdrehen::V,త్రిప్పు,snu
932,heben::V,ఎత్తు,heve
933,hochheben::V,ఎత్తు,løfte
934,ergreifen::V,వశపఱచుకొను,gripe
935,ergreifen::V,వశపఱచుకొను,få tak i
936,halten::V,ఉంచు,holde
937,drücken::V,అణచు,trykke
938,schieben::V,నొక్కు,skyve
939,kratzen::V,గోకు,klø
940,kratzen::V,గోకు,klore
941,lecken::V,నాకు,slikke
942,beißen::V,కఱచు,bite
943,abreißen::V,తెగతెంచు,rive av
944,abschneiden::V,తెగకొట్టు,skjære av
945,binden::V,కట్టు,binde
946,stecken::V,తగులుకొనివుండుట,stikke
947,brechen::V,పగులగొట్టు,bryte
948,brechen::V,పగులగొట్టు,briste
949,klopfen::V,కొట్టు,banke
950,hauen::V,కొట్టు,hogge
951,kleben::V,అంటుకొను,klistre
952,reiben::V,రాచు,gni
953,streichen::V,వ్యాపింపజేయు,stryke
954,schleifen::V,రాచు,slipe
955,schneiden::V,కోయు,klippe
956,rütteln::V,కుదిలించుట,ruske
957,schütteln::V,కదల్చు,riste
958,schwenken::V,ఊచుట,svinge
959,schütten::V,పోయు,helle
960,füllen::V,నింపు,fylle
961,einwickeln::V,చుట్టు,vikle inn
962,tragen::V,మోయు,bære
963,schleppen::V,ఈడ్చు,slepe
964,ziehen::V,ఈడ్చు,dra
965,ziehen::V,ఈడ్చు,trekke
966,aufbewahren::V,కాపాడు,oppbevare
967,aufbewahren::V,కాపాడు,ta vare på
968,werfen::V,విసరు,kaste
969,fangen::V,పట్టుకొను,fange
970,packen::V,పట్టుకొను,gripe
971,packen::V,పట్టుకొను,gripe tak i
972,verstecken::V,దాచు,gjemme
973,teilen::V,భాగించు,dele
974,schicken::V,పంపు,sende
975,bringen::V,తెచ్చు,bringe
976,hinzufügen::V,చేర్చు,tilføye
977,bekommen::V,సంపాదించు,få
978,erhalten::V,పుచ్చుకొను,få
979,nehmen::V,తీసికొను,ta
980,wählen::V,ఇష్టపడు,velge
981,auswählen::V,ఏరుకొను,velge ut
982,bewahren::V,భద్రపఱుచు,bevare
983,behindern::V,అడ్డగించుట,hindre
984,behindern::V,అడ్డగించుట,forhindre
985,verderben::V,చెఱచు,ødelegge
986,beschädigen::V,చెరుపుట,skade
987,zerbrechen::V,పగులగొట్టు,brekke i stykker
988,zerreißen::V,చించు,rive i stykker
989,zerstören::V,వాశనము చేయు,ødelegge
990,verbrennen::V,కాల్చు,brenne
991,verbrennen::V,కాల్చు,brenne opp
992,geben::V,ఇచ్చు,gi
993,reichen::V,అందుకొనుట,rekke
994,schenken::V,అర్పించు,forære
995,schenken::V,అర్పించు,skjenke
996,versprechen::V,వాగ్దత్తము చేయు,love
997,wünschen::V,కోరు,ønske
998,loben::V,స్తుతించు,rose
999,küssen::V,ముద్దుపెట్టుకొను,kysse
1000,wiegen::V,ఊచుట,vogge
1001,zudecken::V,మూయు,dekke til
1002,wecken::V,నిద్రపలేపుట,vekke
1003,zeigen::V,చూవు,vise
1004,führen::V,దారిచూపు,føre
1005,lehren::V,బోధించు,lære
1006,unterrichten::V,నేర్పు,undervise
1007,aufziehen::V,పెంచు,oppdra
1008,leiten::V,తీసుకపోవుట,lede
1009,antreiben::V,ప్రేరేపించు,drive på
1010,lassen::V,అనుమతించు,få til å
1011,einladen::V,ఆహ్వానించు,be
1012,einladen::V,ఆహ్వానించు,invitere
1013,vereinigen::V,కూడుట,forene
1014,besuchen::V,పోయి చూచు,besøke
1015,treffen::V,కలియు,møte
1016,treffen::V,కలియు,treffe
1017,sich versammeln::V,కూర్చు,forsamles
1018,spielen::V,ఆట లాడు,leke
1019,spielen::V,ఆట లాడు,spille
1020,singen::V,పాడు,synge
1021,tanzen::V,నృత్యముచేయు,danse
1022,sich trennen::V,ఎడబాయుట,skilles
1023,verlassen::V,విడుచు,forlate
1024,retten::V,తప్పించుట,redde
1025,bewachen::V,కాపాడు,bevokte
1026,schützen::V,రక్షించు,verne
1027,schützen::V,రక్షించు,beskytte
1028,verteidigen::V,రక్షించు,forsvare
1029,sich schlagen::V,జగడమాడు,slåss
1030,schießen::V,కాల్చు,skyte
1031,siegen::V,గెలుచు,seire
1032,ärgern::V,పీడించుట,ergre
1033,schlagen::V,కొట్టు,
1034,treten::V,తన్ను,sparke
1035,stechen::V,కుట్టు,stikke
1036,stoßen::V,గెంటు,støte
1037,stehlen::V,దొంగిలించు,stjele
1038,stören::V,కలతపఱచు,forstyrre
1039,belästigen::V,పీడించు,plage
1040,belästigen::V,పీడించు,sjenere
1041,verbergen::V,దాచు,gjemme
1042,täuschen::V,మోసము చేయు,villede
1043,betrügen::V,మోసపుచ్చు,bedra
1044,töten::V,చంపు,drepe
1045,wohnen::V,నివసించు,bo
1046,arbeiten::V,పనిచేయు,arbeide
1047,sammeln::V,ప్రోగుచేయు,samle
1048,pflücken::V,యేరుట,plukke
1049,jagen::V,వేటాడు,jage
1050,fischen::V,వెదకు,fiske
1051,fassen::V,పట్టుకొమ,fange
1052,hüten::V,మందచేరుట,vokte
1053,treiben::V,నడపు,drive
1054,anbinden::V,కట్టు,feste
1055,füttern::V,భోజనము పెట్టు,fore
1056,melken::V,పాలు పితుకు,melke
1057,hacken::V,నఱకు,hakke
1058,gießen::V,నీళ్ళుకట్టుట,helle
1059,reifen::V,పండుట,modne
1060,zubereiten::V,వండు,lage
1061,zubereiten::V,వండు,tilberede
1062,kochen::V,వండు,koke
1063,backen::V,రొట్టెకాల్చు,bake
1064,braten::V,వేపు,steke
1065,umrühren::V,కదులుట,røre om
1066,stricken::V,అల్లు,strikke
1067,nähen::V,కుట్టు,sy
1068,färben::V,రంగు వేయు,farge
1069,reinigen::V,శుభ్రము చేయు,rense
1070,reinigen::V,శుభ్రము చేయు,gjøre ren
1071,waschen::V,కడుగు,vaske
1072,abwischen::V,తుడుచు,tørke av
1073,spülen::V,నీటిలో జడించు,spyle
1074,spülen::V,నీటిలో జడించు,skylle
1075,fegen::V,ఊడ్చు,feie
1076,kehren::V,ఊడ్చు,koste
1077,baden::V,స్నానము చేయు,bade
1078,sich waschen::V,కడుగు,vaske seg
1079,ausziehen::V,విప్పు,ta av
1080,anziehen::V,ధరించు,ta på
1081,sich anziehen::V,బట్టలు వేసుకొను,kle på seg
1082,sich anziehen::V,తొడుగుకొను,kle på seg
1083,kämmen::V,దువ్వుట,gre
1084,kämmen::V,దువ్వుట,kjemme
1085,schmücken::V,అలంకరించు,pynte
1086,schmücken::V,అలంకరించు,smykke
1087,sagen::V,చెప్పు,si
1088,sprechen::V,చెప్పు,snakke
1089,reden::V,మాటలాడు,tale
1090,reden::V,మాటలాడు,snakke
1091,sich unterhalten::V,ముచ్చటలాడు,samtale
1092,fragen::V,ప్రశ్నించు,spørre
1093,bitten::V,కోరు,be
1094,erzählen::V,చెప్పు,fortelle
1095,mitteilen::V,తెలియజేయు,meddele
1096,nennen::V,పేరు వెట్టు,kalle
1097,rufen::V,పిలుచు,rope
1098,prahlen::V,జల్లి,skryte
1099,übersetzen::V,తర్జుమాచేయు,oversette
1100,denken::V,ఆలోచించు,tenke
1101,glauben::V,నమ్ము,tro
1102,bemerken::V,గుర్తించు,bemerke
1103,bemerken::V,గుర్తించు,legge merke til
1104,erkennen::V,గుర్తించు,gjenkjenne
1105,begreifen::V,గ్రహించు,begripe
1106,verstehen::V,గ్రహించు,forstå
1107,verstehen::V,గ్రహించు,skjønne
1108,lernen::V,నేర్చు కొను,lære
1109,wissen::V,తెలిసికొను,vite
1110,sich erinnern an::V,జ్ఞాపకముంచుకొను,huske på
1111,vergessen::V,మఱచిపోవు,glemme
1112,messen::V,కొలుచుట,måle
1113,zählen::V,లెక్కపెట్టు,telle
1114,rechnen::V,లెక్కపెట్టు,regne
1115,lesen::V,చదువు,lese
1116,malen::V,పూనుట,male
1117,zeichnen::V,వ్రాసుట,tegne
1118,schreiben::V,వ్రాయు,skrive
1119,besitzen::V,కలిగియుండు,eie
1120,besitzen::V,కలిగియుండు,inneha
1121,kaufen::V,కొను,kjøpe
1122,verkaufen::V,అమ్ము,selge
1123,bezahlen::V,చెల్లించు,betale
1124,zahlen::V,చెల్లించు,betale
1125,beherrschen::V,ఏలు,beherske
1126,ertragen::V,భరించు,orke
