,Concept_ID,ca,kl
776,neu::A,nou,nutaavoq
777,ehemalig::A,antic,
778,alt[Lebewesen]::A,vell,utoqqaq
779,jung::A,jove,inuusuppoq
780,jung::A,jove,kingulliarsuk
781,arm::A,pobre,piillasoq
782,arm::A,pobre,piitsuuvoq
783,reich::A,ric,pisuuvoq
784,bekannt::A,conegut,
785,berühmt::A,famós,tusaamasaq
786,fremd::A,estrany,ajasoornarpoq
787,verschieden::A,diferent,allatut
788,verschieden::A,diferent,tamalaat
789,nah::A,pròxim,qanippoq
790,fern::A,llunyà,ungasippoq
791,fern::A,distant,ungasippoq
792,linker::A,esquerre,saamerleq
793,rechter::A,dret,innarluissut
794,anderer::A,altre,
795,erster::A,primer,siulleq
796,zweiter::A,segon,qataatsup tullia
797,dritter::A,tercer,pingajorarterut
798,letzter::A,últim,kingulleq
799,allein::ADV,sol,kisimiippoq
800,auf einmal::ADV,d'una vegada,tassanngaannaq
801,zusammen::ADV,junt,attaasa
802,zusammen::ADV,junt,attarmik
803,lange::ADV,molt de temps,akuni
804,plötzlich::ADV,de cop,tassanngaannaq
805,plötzlich::ADV,de sobte,tassanngaannaq
806,sofort::ADV,de seguida,erniinnaq
807,später::ADV,més tard,kingorna
808,jetzt::ADV,ara,maanna
809,jetzt::ADV,ara,massakkut
810,heute::ADV,avūi,ullumi
811,morgen::ADV,demà,aqagu
812,bald::ADV,aviāt,erniinnaq
813,dann::ADV,després,taava
814,gestern::ADV,ahir,ippassaq
815,einst::ADV,anteriorment,ataatsimik
816,einst::ADV,anteriorment,ilaanni
817,damals::ADV,llavōrs,taamani
818,damals::ADV,llavōrs,taamanikkut
819,damals::ADV,llavōrs,taassumuunakkut
820,damals::ADV,aleshores,taamani
821,damals::ADV,aleshores,taamanikkut
822,damals::ADV,aleshores,taassumuunakkut
823,danach::ADV,després,taava
824,vorher::ADV,abāns,siornagut
825,zuerst::ADV,primer,
826,einmal::ADV,una vegada,ilaanni
827,einmal::ADV,una vegada,ataatsimik
828,manchmal::ADV,de vegades,qaqutigu
829,manchmal::ADV,de vegades,qaqutigut
830,oft::ADV,sovint,akulikitsumik
831,immer::ADV,sempre,tamatigut
832,niemals::ADV,no ... mai,
833,hier::ADV,aquí,maani
834,hierhin::ADV,per aquí,maani
835,von hier::ADV,des d'aquí,
836,dort::ADV,allí,
837,dorthin::ADV,hi,ikuuna
838,geradeaus::ADV,tot dret,narlumut
839,vorwärts::ADV,endavānt,pilangavoc
840,rückwärts::ADV,endarrera,kingumut
841,rückwärts::ADV,endarrera,tunumut or tunummut
842,zurück::ADV,darrere,kingumut
843,zurück::ADV,darrere,tunumut or tunummut
844,unten::ADV,a baix,kana
845,hinab::ADV,cap avall,qiviu
846,oben::ADV,dalt,
847,hinauf::ADV,cap amunt,
848,überall::ADV,pertot,tamaginni
849,überall::ADV,pertot,tamani tamaani
850,überall::ADV,per tot arreu,tamaginni
851,überall::ADV,per tot arreu,tamani tamaani
852,nicht::ADV,no,
853,ein wenig::ADV,una mica,
854,kaum::ADV,a penes,qaqutigorsuaq
855,sehr::ADV,molt,assut
856,so::ADV,així,
857,noch::ADV,encara,qeratavoq
858,nur::ADV,només,
859,schon::ADV,ja,taava-una
860,wieder::ADV,de nou,kingumut
861,vergebens::ADV,en va,angiluk
862,vor::PRP,davānt,
863,vor::PRP,enfront de,
864,hinter::PRP,darrera,
865,unter::PRP,sota,
866,durch::PRP,per,
867,neben::PRP,al costāt de,
868,zwischen::PRP,entre,
869,wegen::PRP,a causa de,
870,dies::PRN,aquest,manna
871,dies::PRN,aquest,matuma
872,das::PRN,això,ua
873,alles::PRN,tot,
874,ich::PRN,jo,uanga
875,du::PRN,tu,illit
876,er::PRN,ell,una
877,wir::PRN,nosaltres,uagut
878,ihr::PRN,vosaltres,ilissi
879,sie::PRN,ells,uku
880,sie::PRN,elles,uku
881,was::FPRN,què,aat?
882,wer::FPRN,qui,kikkut
883,wo::FADV,on,sumi
884,wohin::FADV,cap a on,sumut
885,wie::FADV,com,qanoq
886,warum::FADV,per què,sooq
887,wieviel::FNUM,quant,qassit
888,wieviel::FNUM,quant,qanoq atsigisumik?
889,eins::NUM,u,ataaseq
890,zwei::NUM,dos,marluk
891,drei::NUM,tres,pingasut
892,vier::NUM,quatre,sisamat
893,vier::NUM,quatre,qajuusat
894,fünf::NUM,cinc,tallimat
895,sechs::NUM,sis,arfineq
896,sechs::NUM,sis,arfinillit
897,sieben::NUM,set,arfineq-marluk
898,acht::NUM,vuit,arfineq pingasut
899,neun::NUM,nou,qulingiluat
900,neun::NUM,nou,arfineq sisamat
901,zehn::NUM,deu,qulit
902,elf::NUM,onze,aqqaneq
903,zwölf::NUM,dotze,aqqaneq-marluk
904,zwanzig::NUM,vint,tyve
905,dreißig::NUM,trenta,tredive
906,dreißig::NUM,trenta,pingasunik qulillit
907,vierzig::NUM,quaranta,fyrre
908,fünfzig::NUM,cinquanta,halvtreds
909,fünfzig::NUM,cinquanta,tallimanik qulillit
910,sechzig::NUM,seixanta,tres
911,siebzig::NUM,setanta,halvfjerds
912,achtzig::NUM,vuitanta,firs
913,neunzig::NUM,noranta,halvfems
914,hundert::NUM,cent,et hundrede
915,tausend::NUM,mil,et tusinde
916,und::CNJ,i,aamma
917,oder::CNJ,o,imalluunnit
918,stehen::V,estar de peu,sikingavoq
919,sitzen::V,seure,ingippoq
920,liegen::V,jeure,nalavoq
921,liegen::V,jeure,aqupivoq
922,hängen::V,penjar,nivinngarpaa
923,werden::V,fer-se,pinngorpoq
924,werden::V,posar-se,pinngorpoq
925,passieren::V,succeir,pivoq
926,beginnen::V,iniciar-se,aallarnerpaa
927,enden::V,acabar-se,naggaserpaa
928,enden::V,terminar-se,naggaserpaa
929,wechseln::V,canviar,immikkut ilivoq
930,aufgehen[Sonne]::V,sortir,
931,untergehen[Sonne]::V,posar-se,ilioqqaasoq
932,scheinen[Sonne]::V,brillar,qinnorpoq
933,scheinen[Sonne]::V,brillar,qinngorpoq
934,donnern::V,tronar,kalleq
935,wehen::V,bufar,timmivoq
936,strömen::V,afluir,
937,fließen::V,fluir,
938,sich drehen::V,girar,ipippaa
939,schwanken::V,vacil·lar,aalavoq
940,schwingen::V,oscil·lar,issakajaat or issakatsiaarut
941,fallen::V,caure,quasivaa
942,fallen::V,tombar,quasivaa
943,brennen::V,cremar,seerpoq
944,brennen::V,cremar,uuppaa
945,rauchen::V,fumejar,pujoorpoq
946,regnen::V,ploure,siallerpoq
947,gefrieren::V,gelar-se,qiulerpoq
948,tauen::V,fondre's,aappoq
949,schmelzen::V,fondre's,aappoq
950,schmelzen::V,fondre's,aatsippaa
951,trocknen::V,assecar-se,panerserpaa
952,sieden::V,bullir,qalappoq
953,faulen::V,podrir-se,
954,verfaulen::V,podrir-se,
955,reißen::V,trencar-se,qulli
956,reißen::V,trencar-se,alittorpaa
957,reißen::V,trencar-se,kimillanneq
958,versinken::V,enfonsar-se,kivivaa
959,versinken::V,enfonsar-se,apparpoq
960,vergehen::V,passar,qaangerpaa
961,vergehen::V,passar,sarsuppoq
962,erscheinen::V,aparèixer,takutippoq
963,verschwinden::V,desaparèixer,
964,sinken::V,baixar,kivivaa
965,sinken::V,baixar,apparpoq
966,sinken::V,descendir,kivivaa
967,sinken::V,descendir,apparpoq
968,abnehmen::V,decréixer,ikillipput
969,zunehmen::V,augmentar,allisippaa
970,steigen::V,pujar,allisippaa
971,wachsen::V,créixer,allivoq
972,glänzen::V,brillar,qinngorpoq
973,glänzen::V,brillar,qinnorpoq
974,glänzen::V,resplendir,qinngorpoq
975,glänzen::V,resplendir,qinnorpoq
976,funkeln::V,espurnejar,uisorilavoq
977,lärmen::V,fer soroll,
978,läuten::V,sonar,avilualaarpoq
979,klingeln::V,trucar,aviluarpoq
980,klingeln::V,trucar,aviluarpaluppoq
981,klirren::V,dringar,
982,brausen::V,rugir,ittuk
983,brausen::V,rugir,ittuppoq
984,brausen::V,rugir,ittuppaluppoq
985,rauschen::V,murmurar,
986,klingen::V,sonar,
987,bellen::V,lladrar,qiluppoq
988,heulen::V,udolar,maarpoq
989,heulen::V,udolar,maalavoq
990,heulen::V,udolar,miaggoorpoq
991,blasen::V,bufar,aporneq
992,pfeifen::V,xiular,siggartartitsivoq
993,pfeifen::V,xiular,siorsulavoq
994,schreien::V,cridar,suaarpoq
995,stöhnen::V,gemegar,nipiliorpoq
996,stöhnen::V,gemegar,nipilliorpoq
997,zittern::V,tremolar,qarsulivik
998,leben::V,vīure,inuuvoq
999,geboren werden::V,néixer,inuuvoq
1000,geboren werden::V,néixer,inunngorpoq
1001,atmen::V,respirar,anersaarpoq
1002,trinken::V,beure,imerpoq
1003,essen::V,menjar,tamorpoq
1004,schlucken::V,empassar-se,tuluarnaq
1005,müde werden::V,cansar-se,
1006,einschlafen::V,adormir-se,sinippoq
1007,schlafen::V,dormir,sinik
1008,aufwachen::V,despertar-se,iterpoq
1009,aufwachen::V,despertar-se,eqqumavoq
1010,aufstehen::V,llevar-se,makippoq
1011,sich erholen::V,descansar,qasuerserpoq
1012,krank werden::V,posar-se malalt,
1013,krank sein::V,estar malalt,
1014,schmerzen::V,doldre,anneraa
1015,schmerzen::V,doldre,annernarpoq
1016,husten::V,tossir,quersorpoq
1017,genesen::V,recuperar-se,ajunngissivoq
1018,genesen::V,recuperar-se,ilisimmarpoq
1019,genesen::V,recuperar-se,ilorrippoq
1020,sterben::V,morir,toquvoq
1021,umkommen::V,perir,
1022,sich bewegen::V,moure's,ingerlavoq
1023,sich rühren::V,moure's,
1024,sich erheben::V,aixecar-se,
1025,sich setzen::V,asseure's,ingippoq
1026,hinfallen::V,caure's,
1027,laufen::V,caminar,arpappoq
1028,schreiten::V,procedir,ingerlavoq
1029,spazierengehen::V,passejar,utertakajaarpoq
1030,spazierengehen::V,passejar,utertakattajaarpoq
1031,eilen::V,anar corrent,qaa qaa
1032,eilen::V,anar corrent,qiilasaarpoq
1033,eilen::V,anar corrent,ingerlasaarpaa
1034,sich beeilen::V,afanyar-se,tuaviorpoq
1035,sausen::V,córrer,uiguut
1036,rennen::V,córrer,igivoq
1037,springen::V,saltar,upernassaq
1038,klettern::V,escalar,pilaakkeerpoq
1039,schaukeln::V,gronxar-se,aalavoq
1040,schaukeln::V,balancejar-se,aalavoq
1041,kriechen::V,reptar,
1042,kriechen::V,arrossegar-se,
1043,schwimmen::V,nadar,naluppoq
1044,tauchen::V,bussejar,allorpoq
1045,tauchen::V,submergir-se,allorpoq
1046,rudern::V,remar,ipuppaa
1047,fahren::V,anar,qimusserpoq
1048,fliegen::V,volar,timmivoq
1049,gehen::V,caminar,
1050,weggehen::V,anar-se'n,piiarpoq
1051,abfahren::V,partir,
1052,anhalten::V,aturar-se,unitsippaa
1053,hineingehen::V,entrar,timaappaa
1054,eintreten::V,entrar,allattorpaa
1055,kommen::V,venir,qaa-
1056,kommen::V,venir,pivaa
1057,ankommen::V,arribar,tikippoq
1058,zurückkommen::V,tornar,angerlarpoq
1059,bleiben::V,quedar-se,uninngavoq
1060,warten::V,esperar,paavoq
1061,warten::V,esperar,utaqqivoq
1062,erwarten::V,esperar,
1063,suchen::V,buscar,nivivaa
1064,finden::V,trobar,nanivaa
1065,versuchen::V,intentar,uuppaa
1066,versuchen::V,intentar,ussersarpaa
1067,vorbereiten::V,preparar,piareersarpaa
1068,lieben::V,estimar,asavaa
1069,mögen::V,agradar a,akaaraa
1070,lachen::V,riure,
1071,rühren::V,commoure,qeerlerpaa
1072,rühren::V,emocionar,qeerlerpaa
1073,weinen::V,plorar,qiavoq
1074,schimpfen::V,renyar,qatimaarpoq
1075,sich ärgern::V,enfadar-se,ugguutigaa
1076,sich fürchten::V,tenir por,eqqanaarpoq
1077,fürchten::V,témer,ersigaa
1078,fliehen::V,fugir,qimaavoq
1079,flüchten::V,refugiar-se,allikarfigaa
1080,sehen::V,veure,isigaa
1081,anschauen::V,mirar,
1082,ansehen::V,mirar,alaatsinaappaa
1083,hören::V,oir,tusarpaa
1084,zuhören::V,escoltar,naalappoq
1085,probieren::V,provar,
1086,riechen::V,olorar,tipippoq
1087,fühlen::V,sentīr,misigaa
1088,scheinen::V,semblar,takutippoq
1089,zu sehen sein::V,poder-se veure,
1090,vernehmen::V,percebre,
1091,frieren::V,tenir fred,qiiavoq
1092,tun::V,fer,iliorpoq
1093,können::V,poder,
1094,wollen::V,voler,piumavaa
1095,anfangen::V,iniciar,pilerpoq
1096,beenden::V,acabar,naggaserpaa
1097,aufhören::V,deixar,naammatsippaa
1098,gelingen::V,sortir bé,
1099,geraten::V,sortir,
1100,öffnen::V,obrir,ammarpaa
1101,schließen::V,tancar,matuaa
1102,stellen::V,posar,ilivaa
1103,stellen::V,posar,iliorarpai
1104,stellen::V,posar,ilioqqarpai
1105,stellen::V,col·locar,ilivaa
1106,stellen::V,col·locar,iliorarpai
1107,stellen::V,col·locar,ilioqqarpai
1108,setzen::V,assentar,iliorarpai
1109,setzen::V,assentar,ilioqqarpai
1110,legen::V,posar,ilivaa
1111,berühren::V,tocar,attorpaa
1112,verbinden::V,unir,taperserpaa
1113,verbinden::V,connectar,taperserpaa
1114,bedecken::V,tapar,iikkerpaa
1115,bedecken::V,tapar,iikkersorpaa
1116,bedecken::V,cobrir,iikkerpaa
1117,bedecken::V,cobrir,iikkersorpaa
1118,aufhängen::V,penjar,inivaa
1119,aufhängen::V,penjar,iniorarpai
1120,anzünden::V,encendre,saggaavoq
1121,aufheben::V,aixecar,allisippaa
1122,zurücklassen::V,deixar,aallarpoq
1123,verlieren::V,pērdre,annaavaa
1124,fallen lassen::V,deixar caure,nakkaavaa
1125,machen::V,fer,iliorpoq
1126,herstellen::V,producir,anillatsippaa
1127,bauen::V,construir,marrarterpaa
1128,reparieren::V,reparar,iluarsaappaa
1129,verbessern::V,millorar,naqqippaa
1130,ändern::V,canviar,
1131,graben::V,cavar,assappaa
1132,beugen::V,doblegar,qappappoq
1133,biegen::V,corbar,qappappoq
1134,biegen::V,arquejar,qappappoq
1135,drehen::V,girar,
1136,wenden::V,girar,assappaa
1137,wenden::V,girar,assakarpoq
1138,umdrehen::V,voltar,assakartippaa
1139,heben::V,pujar,kivippaa
1140,heben::V,aixecar,kivippaa
1141,hochheben::V,aixecar,kissumiarpaa
1142,ergreifen::V,agafar,isaappaa
1143,ergreifen::V,agafar,isaguppaa
1144,halten::V,mantenir,minarpaa
1145,drücken::V,prémer,naqittaat
1146,drücken::V,estrènyer,naqittaat
1147,schieben::V,empènyer,
1148,kratzen::V,raspar,qitsuppaa
1149,lecken::V,llepar,aluppaa
1150,beißen::V,mossegar,kiivaa
1151,abreißen::V,arrencar,aqqarpaa
1152,abreißen::V,arrencar,isaterpaa
1153,abschneiden::V,tallar,kipivaa
1154,binden::V,lligar,kakkersarpaa
1155,stecken::V,ficar,kussunneq
1156,brechen::V,trencar,nallorpaa
1157,klopfen::V,trucar,pattappaa
1158,hauen::V,picar,aqivaa
1159,hauen::V,colpejar,aqivaa
1160,kleben::V,enganxar,qaappoq
1161,reiben::V,fregar,tagiarpaa
1162,reiben::V,fregar,tangiarpaa
1163,streichen::V,untar,erlerpoq
1164,schleifen::V,afilar,sequppaa
1165,schleifen::V,esmolar,sequppaa
1166,schneiden::V,tallar,uullivoq
1167,rütteln::V,sacsejar,
1168,schütteln::V,agitar,aalavoq
1169,schütteln::V,sacsejar,aalavoq
1170,schwenken::V,agitar,issarpoq
1171,schütten::V,abocar,
1172,füllen::V,omplir,immerpaa
1173,einwickeln::V,embolicar,immoqquserpaa
1174,tragen::V,dur,maqippaa
1175,tragen::V,dur,assartorpoq
1176,tragen::V,portar,maqippaa
1177,tragen::V,portar,assartorpoq
1178,schleppen::V,arrossegar,assartorpoq
1179,ziehen::V,tirar,kalippaa
1180,ziehen::V,tirar,kalissarpoq
1181,ziehen::V,estirar,kalippaa
1182,ziehen::V,estirar,kalissarpoq
1183,aufbewahren::V,conservar,toqqorpaa
1184,werfen::V,llançar,kuivaa
1185,fangen::V,agafar,anguaa
1186,fangen::V,atrapar,anguaa
1187,packen::V,engrapar,
1188,verstecken::V,amagar,anngigaa
1189,teilen::V,dividir,agguut
1190,teilen::V,dividir,agguusersorpaa
1191,schicken::V,enviar,nassiuppaa
1192,bringen::V,portar,aggiuppaa
1193,bringen::V,portar,nassataraa
1194,hinzufügen::V,afegir,
1195,bekommen::V,obtenir,tiguaa
1196,erhalten::V,rebre,tiguaa
1197,nehmen::V,prendre,pivoq
1198,nehmen::V,prendre,tiguaa
1199,wählen::V,triar,
1200,wählen::V,elegir,
1201,auswählen::V,escollir,
1202,auswählen::V,seleccionar,
1203,bewahren::V,conservar,sukkunik simerserpaa
1204,behindern::V,impedir,
1205,behindern::V,obstaculitzar,
1206,verderben::V,espatllar,asiutippaa
1207,verderben::V,espatllar,piuneerunnerit
1208,beschädigen::V,danyar,
1209,beschädigen::V,destrossar,
1210,zerbrechen::V,trencar,ukuvoq
1211,zerreißen::V,estripar,tisavaa
1212,zerreißen::V,estripar,alittorpaa
1213,zerstören::V,destruir,aserorpaa
1214,verbrennen::V,cremar,seerpoq
1215,geben::V,donar,pivoq
1216,reichen::V,passar,
1217,schenken::V,regalar,
1218,versprechen::V,prometre,neriorsorpaa
1219,wünschen::V,desitjar,kissaat
1220,loben::V,elogiar,nersorpaa
1221,loben::V,elogiar,nersornaat
1222,küssen::V,fer un petó a,kunippaa
1223,küssen::V,fer un petó a,kunissorpaa
1224,wiegen::V,bressolar,
1225,zudecken::V,tapar,majorpaa
1226,zudecken::V,cobrir,majorpaa
1227,wecken::V,despertar,itersarpaa
1228,zeigen::V,mostrar,tikkuuppaa
1229,zeigen::V,ensenyar,tikkuuppaa
1230,führen::V,guiar,tasissiuppaa
1231,führen::V,guiar,ilitsersorpaa
1232,führen::V,guiar,tasissersuuppaa
1233,führen::V,conduir,tasissiuppaa
1234,führen::V,conduir,ilitsersorpaa
1235,führen::V,conduir,tasissersuuppaa
1236,lehren::V,ensenyar,ilinniartippaa
1237,unterrichten::V,ensenyar,ajoqerpaa
1238,unterrichten::V,ensenyar,ajoqersorpaa
1239,unterrichten::V,ensenyar,ilinniartitsivoq
1240,aufziehen::V,criar,inororsarpaa
1241,leiten::V,dirigir,iluatsippaa
1242,antreiben::V,impel·lir,ikusimmippaa
1243,lassen::V,fer,
1244,einladen::V,invitar,qaaqquaa
1245,einladen::V,invitar,qaasarpaa
1246,einladen::V,convidar,qaaqquaa
1247,einladen::V,convidar,qaasarpaa
1248,vereinigen::V,unir,taperserpaa
1249,besuchen::V,visitar,tikeraarpaa
1250,besuchen::V,anar a veure,tikeraarpaa
1251,treffen::V,trobar,aporappaa
1252,sich versammeln::V,reunir-se,majorpoq
1253,spielen::V,jugar,pinnguarpoq
1254,singen::V,cantār,erinarsorpoq
1255,tanzen::V,ballar,qitippoq
1256,sich trennen::V,separar-se,immikkoortippaa
1257,verlassen::V,deixar,
1258,verlassen::V,abandonar,
1259,retten::V,salvar,annaappaa
1260,bewachen::V,vigilar,
1261,schützen::V,protegir,eriagaa
1262,schützen::V,protegir,pineqartaalivaa
1263,verteidigen::V,defensar,
1264,sich schlagen::V,barallar-se,
1265,schießen::V,tirar,aallaavaa
1266,schießen::V,tirar,piseriuppaa
1267,schießen::V,disparar,aallaavaa
1268,schießen::V,disparar,piseriuppaa
1269,siegen::V,vèncer,
1270,ärgern::V,enfadar,ninngassarpaa
1271,ärgern::V,enfadar,ninngassaarpaa
1272,schlagen::V,pegar,unatarpaa
1273,schlagen::V,colpejar,unatarpaa
1274,treten::V,donar un cop de peu a,tukerpoq
1275,stechen::V,punxar,iguppaa
1276,stechen::V,punxar,qasilippoq
1277,stechen::V,apunyalar,iguppaa
1278,stechen::V,apunyalar,qasilippoq
1279,stoßen::V,empènyer,ikuserpaa
1280,stoßen::V,empènyer,ikusimmippaa
1281,stehlen::V,robar,tillippaa
1282,stören::V,molestar,akornuserpaa
1283,belästigen::V,importunar,
1284,verbergen::V,amagar,anngigaa
1285,verbergen::V,ocultar,anngigaa
1286,täuschen::V,enganyar,
1287,betrügen::V,estafar,peqquserluttuliorfigaa
1288,töten::V,matar,maappaa
1289,töten::V,matar,toquppaa
1290,wohnen::V,vīure,najugaqarpoq
1291,wohnen::V,habitar,najugaqarpoq
1292,arbeiten::V,treballar,sulivoq
1293,sammeln::V,col·leccionar,katersorpai
1294,pflücken::V,collir,
1295,jagen::V,caçar,piniarpoq
1296,fischen::V,pescar,aalisarpoq
1297,fassen::V,atrapar,
1298,hüten::V,pasturar,
1299,treiben::V,arriar,
1300,anbinden::V,lligar,qilerut
1301,anbinden::V,lligar,qilersorpaa
1302,anbinden::V,lligar,ungerlatserpaa
1303,füttern::V,donar menjar a,nerlerpaa
1304,melken::V,munyir,
1305,hacken::V,picar,
1306,hacken::V,tallar,
1307,gießen::V,regar,imerterpaa
1308,reifen::V,madurar,
1309,zubereiten::V,preparar,
1310,kochen::V,coure,igavoq
1311,backen::V,coure al forn,
1312,braten::V,rostir,siappaa
1313,umrühren::V,remenar,qeerlerpaa
1314,stricken::V,tricotar,
1315,stricken::V,fer punt de mitja,
1316,nähen::V,cosir,
1317,färben::V,tenyir,misuppaa
1318,reinigen::V,netejar,sanniarpaa
1319,waschen::V,rentār,asappaa
1320,abwischen::V,eixugar,saligarpaa
1321,abwischen::V,eixugar,saligartorpaa
1322,spülen::V,esbandir,
1323,fegen::V,escombrar,sanngiarpaa
1324,kehren::V,escombrar,
1325,baden::V,banyar-se,uffarpoq
1326,sich waschen::V,rentār-se,uffarpoq
1327,ausziehen::V,treure's,annoraajarpaa
1328,anziehen::V,posar-se,ativaa
1329,anziehen::V,posar-se,atitippaa
1330,sich anziehen::V,vestir-se,atisalersorpoq
1331,kämmen::V,pentinar,
1332,schmücken::V,adornar,
1333,sagen::V,dir,oqarpoq
1334,sprechen::V,parlar,oqaluttarpoq
1335,reden::V,parlar,oqaluppoq
1336,sich unterhalten::V,conversar,
1337,fragen::V,preguntar,aperaa
1338,bitten::V,demanar,aperaa
1339,bitten::V,demanar,qinnuigaa
1340,erzählen::V,contar,oqaluttuaraa
1341,erzählen::V,explicar,oqaluttuaraa
1342,mitteilen::V,comunicar,oqalualaarpoq
1343,nennen::V,nomenar,
1344,rufen::V,cridar,qaaqquaa
1345,prahlen::V,lloar-se,oqqartuvoq
1346,prahlen::V,lloar-se,oqallortuvoq
1347,prahlen::V,jactar-se,oqqartuvoq
1348,prahlen::V,jactar-se,oqallortuvoq
1349,übersetzen::V,traduir,ikaarpoq
1350,übersetzen::V,traduir,nutserpaa
1351,denken::V,pensar,isumaqarpoq
1352,glauben::V,creure,upperaa
1353,glauben::V,creure,isumaqarpoq
1354,bemerken::V,notar,
1355,erkennen::V,reconèixer,ilisaraa
1356,begreifen::V,comprendre,
1357,verstehen::V,entendre,paasivaa
1358,lernen::V,aprendre,ilinniarpoq
1359,wissen::V,saber,nalunngilaa
1360,sich erinnern an::V,recordar,eqqaavaa
1361,vergessen::V,oblidar,puiorpaa
1362,messen::V,mesurar,ussersarpaa
1363,zählen::V,comptar,kisitsivoq
1364,rechnen::V,calcular,kisitsivoq
1365,lesen::V,llegir,atuarpoq
1366,malen::V,pintar,qalipappaa
1367,zeichnen::V,dibuixar,
1368,schreiben::V,escrīure,allappoq
1369,besitzen::V,posseir,
1370,kaufen::V,comprar,pisiaraa
1371,verkaufen::V,vendre,akigaa
1372,bezahlen::V,pagar,akilerpaa
1373,zahlen::V,pagar per,
1374,beherrschen::V,dominar,inappaa
1375,ertragen::V,aguantar,ernertaaraa
