,Concept_ID,hi,no
780,Fehler::N,ग़लती,feil
781,Lüge::N,झूठ,løgn
782,Lüge::N,असत्य,løgn
783,Schaden::N,हानि,skade
784,Schaden::N,नुक़सान,skade
785,Unglück::N,मुसीबत,uhell
786,Unglück::N,विपात्ति,uhell
787,Schuld::N,दोष,skyld
788,Schuld::N,क़सूर,skyld
789,Alter::N,आयु,alder
790,Alter::N,उम्र,alder
791,Schluss::N,अंत,slutt
792,Schluss::N,समाप्ति,slutt
793,Zeit::N,काल,tid
794,Zeit::N,वक़्त,tid
795,Tag::N,दिन,dag
796,Tag::N,रोज़,dag
797,Morgen::N,सुबह,morgen
798,Mittag::N,दोपहर,middag
799,Mittag::N,मध्याह्न,middag
800,Abend::N,शाम,aften
801,Abend::N,संध्या,aften
802,Nacht::N,रात,natt
803,Nacht::N,रात्रि,natt
804,Woche::N,हफ़्ता,uke
805,Monat::N,मास,måned
806,Monat::N,महीना,måned
807,Jahr::N,बरस,år
808,Jahr::N,वर्ष,år
809,Frühling::N,वसंत,vår
810,Sommer::N,गरमी,sommer
811,Sommer::N,ग्रीष्म,sommer
812,Herbst::N,शरत्,høst
813,Herbst::N,पतझड़,høst
814,Winter::N,जाड़ा,vinter
815,Winter::N,सर्दियाँ,vinter
816,Januar::N,जनवरी,januar
817,Februar::N,फ़रवरी,februar
818,März::N,मार्च,mars
819,April::N,अप्रैल,april
820,Mai::N,मई,mai
821,Juni::N,जून,juni
822,Juli::N,जुलाई,juli
823,August::N,अगस्त,august
824,September::N,सितंबर,september
825,Oktober::N,अक्तूबर,oktober
826,November::N,नवंबर,november
827,Dezember::N,दिसंबर,desember
828,Montag::N,पीर,mandag
829,Montag::N,सोमवार,mandag
830,Dienstag::N,मंगलवार,tirsdag
831,Mittwoch::N,बुधवार,onsdag
832,Donnerstag::N,गुरुवार,torsdag
833,Donnerstag::N,बृहस्पतिवार,torsdag
834,Freitag::N,शुक्रवार,fredag
835,Samstag::N,सनीचर,lørdag
836,Samstag::N,शनिवार,lørdag
837,Sonntag::N,इतवार,søndag
838,Sonntag::N,रविवार,søndag
839,groß::A,बड़ा,stor
840,klein::A,कम,liten
841,klein::A,छोटा,liten
842,lang::A,लंबा,lang
843,lang::A,दीर्घ,lang
844,kurz::A,लधु,kort
845,kurz::A,छोटा,kort
846,breit::A,चौड़ा,bred
847,schmal::A,तंग,smal
848,schmal::A,सँकरा,smal
849,dicht::A,सघन,tett
850,dick[Gegenstand]::A,मोटा,tykk
851,dünn::A,महीन,tynn
852,dünn::A,बारीक,tynn
853,fein::A,कोमल,fin
854,fein::A,सूक्ष्म,fin
855,fest::A,दृढ़,fast
856,fest::A,मज़बूत,fast
857,flach::A,चपटा,flat
858,glatt::A,चौरस,glatt
859,glatt::A,चिकना,glatt
860,hart::A,कठोर,hard
861,hart::A,सख़्त,hard
862,weich::A,नरम,myk
863,weich::A,नरम,bløt
864,weich::A,मुलायम,myk
865,weich::A,मुलायम,bløt
866,rund::A,गोल,rund
867,rund::A,वर्तुल,rund
868,spitz::A,नुकीला,spiss
869,scharf::A,पैना,kvass
870,stumpf::A,भोथरा,stubb
871,schwer::A,भारी,tung
872,schwer::A,वज़नी,tung
873,schön::A,सुंदर,pen
874,schön::A,सुंदर,vakker
875,heiß::A,उष्ण,het
876,warm::A,गरम,varm
877,kalt::A,सर्द,kald
878,kühl::A,ठंडा,kjølig
879,frisch::A,तर,fersk
880,frisch::A,ताज़ा,fersk
881,feucht::A,नम,fuktig
882,feucht::A,भीगा,fuktig
883,nass::A,गीला,våt
884,trocken::A,सूखा,tørr
885,trocken::A,ख़ुश्क,tørr
886,voll::A,भरा,full
887,voll::A,पूरा,full
888,leer::A,ख़ाली,tom
889,offen::A,खुला,åpen
890,geschlossen::A,बंद,lukket
891,sauber::A,साफ़,ren
892,sauber::A,सुथरा,ren
893,schmutzig::A,गंदा,skitten
894,roh::A,कच्चा,rå
895,reif::A,पक्व,moden
896,reif::A,पक्का,moden
897,lecker::A,मज़ेदार,lekker
898,lecker::A,स्वादिष्ट,lekker
899,süß::A,मीठा,søt
900,bitter::A,कटु,besk
901,bitter::A,कटु,bitter
902,bitter::A,कड़वा,besk
903,bitter::A,कड़वा,bitter
904,sauer::A,खट्टा,sur
905,hell::A,रोशन,lys
906,dunkel::A,अँधेरा,mørk
907,schwarz::A,काला,svart
908,schwarz::A,स्याह,svart
909,weiß::A,सफ़ेद,hvit
910,rot::A,लाल,rød
911,rot::A,सुर्ख़,rød
912,gelb::A,पीला,gul
913,gelb::A,ज़र्द,gul
914,blau::A,नीला,blå
915,blau::A,आसमानी,blå
916,grün::A,हरा,grønn
917,grau::A,धूसर,grå
918,bunt::A,रंगीन,broket
919,bunt::A,बहुरंगा,broket
920,billig::A,सस्ता,billig
921,teuer::A,महँगा,dyr
922,wertvoll::A,क़ीमती,verdifull
923,wertvoll::A,मूल्यवान्,verdifull
924,blind::A,अंधा,blind
925,taub::A,बहरा,døv
926,kräftig::A,ताक़तवर,kraftig
927,kräftig::A,शक्तिशाली,kraftig
928,stark::A,प्रबल,sterk
929,stark::A,बलवान्,sterk
930,schwach::A,कमज़ोर,svak
931,fett::A,मोटा,fet
932,fett::A,मांसल,fet
933,schlank::A,पतला,slank
934,schlank::A,छरहरा,slank
935,hübsch::A,सुंदर,pen
936,hübsch::A,ख़ूबसूरत,pen
937,böse::A,पापी,slem
938,böse::A,दुष्ट,slem
939,dumm::A,मूर्ख,dum
940,dumm::A,बुद्धू,dum
941,faul::A,आलसी,lat
942,faul::A,आलसी,doven
943,faul::A,सुस्त,lat
944,faul::A,सुस्त,doven
945,fleißig::A,मेहनती,flittig
946,fleißig::A,परिश्रमी,flittig
947,geizig::A,कृपण,gjerrig
948,geizig::A,कंजूस,gjerrig
949,klug::A,समझदार,klok
950,klug::A,होशियार,klok
951,klug::A,अक़्लमंद,klok
952,geschickt::A,किशल,hendig
953,geschickt::A,किशल,skikket
954,lieb::A,प्रिय,kjær
955,lieb::A,प्रिय,snill
956,lieb::A,प्यारा,kjær
957,lieb::A,प्यारा,snill
958,lustig::A,हँसमुख,morsom
959,lustig::A,ख़ुशदिल,morsom
960,sanft::A,नम्र,blid
961,hungrig::A,भूखा,sulten
962,krank::A,बीमार,syk
963,krank::A,अस्वस्थ,syk
964,nackt::A,नग्न,naken
965,traurig::A,उदास,sørgmodig
966,traurig::A,रंजीदा,sørgmodig
967,lebendig::A,जीता,levende
968,lebendig::A,ज़िंदा,levende
969,gut::A,अच्छा,god
970,schlecht::A,बुरा,dårlig
971,schlecht::A,ख़राब,dårlig
972,richtig::A,ठीक,riktig
973,schlimm::A,बुरा,slem
974,schlimm::A,अप्रिय,slem
975,wahr::A,सच,sann
976,alt::A,पुराना,gammel
977,neu::A,नया,ny
978,ehemalig::A,भूतपूर्व,forhenværende
979,alt[Lebewesen]::A,बूढ़ा,gammel
980,alt[Lebewesen]::A,वृद्ध,gammel
981,jung::A,जवान,ung
982,arm::A,ग़रीब,fattig
983,reich::A,धनी,rik
984,reich::A,अमीर,rik
985,bekannt::A,मालूम,kjent
986,berühmt::A,मशहूर,berømt
987,berühmt::A,प्रसिद्ध,berømt
988,fremd::A,विदेशी,fremmed
989,fremd::A,अपरिचित,fremmed
990,verschieden::A,अलग,forskjellig
991,verschieden::A,भिन्न,forskjellig
992,nah::A,नज़दीकी,nær
993,fern::A,दूर,fjern
994,fern::A,दूरस्थ,fjern
995,linker::A,बायाँ,venstre
996,rechter::A,दायाँ,høyre
997,rechter::A,दाहिना,høyre
998,anderer::A,अन्य,annen
999,anderer::A,दूसरा,annen
1000,erster::A,पहला,første
1001,erster::A,प्रथम,første
1002,zweiter::A,दूसरा,annen
1003,zweiter::A,द्वितीय,annen
1004,dritter::A,तीसरा,tredje
1005,letzter::A,अंतिम,sist
1006,letzter::A,आख़िरी,sist
1007,allein::ADV,तनहा,alene
1008,allein::ADV,अकेले,alene
1009,auf einmal::ADV,वक़्त में,med ett
1010,zusammen::ADV,एक साथ,sammen
1011,zusammen::ADV,साथ साथ,sammen
1012,lange::ADV,देर तक,lenge
1013,plötzlich::ADV,सहसा,plutselig
1014,plötzlich::ADV,अचानक,plutselig
1015,sofort::ADV,तुरंत,straks
1016,später::ADV,बाद को,senere
1017,später::ADV,बाद में,senere
1018,jetzt::ADV,अब,nå
1019,jetzt::ADV,अभी,nå
1020,heute::ADV,आज,i dag
1021,morgen::ADV,कल,i morgen
1022,bald::ADV,जल्दी,snart
1023,dann::ADV,तब,så
1024,gestern::ADV,कल,i går
1025,einst::ADV,एक दिन,engang
1026,einst::ADV,पहले कभी,engang
1027,damals::ADV,उस समय,den gang
1028,damals::ADV,उन दिनों,den gang
1029,danach::ADV,इसके बाद,deretter
1030,danach::ADV,इसके पश्चात्,deretter
1031,vorher::ADV,पहले,før
1032,vorher::ADV,पहले,i forveien
1033,vorher::ADV,पेशतर,før
1034,vorher::ADV,पेशतर,i forveien
1035,zuerst::ADV,पहले,først
1036,einmal::ADV,एक बार,en gang
1037,einmal::ADV,एक दफ़ा,en gang
1038,manchmal::ADV,कभी कभी,somme tider
1039,oft::ADV,अक्सर,ofte
1040,immer::ADV,सदा,alltid
1041,immer::ADV,हमेशा,alltid
1042,niemals::ADV,कभी नहीं,aldri
1043,niemals::ADV,कदापि नहीं,aldri
1044,hier::ADV,इधर,her
1045,hier::ADV,यहाँ,her
1046,hierhin::ADV,इधर को,hit
1047,hierhin::ADV,यहाँ को,hit
1048,von hier::ADV,यहाँ से,herfra
1049,dort::ADV,उधर,der
1050,dort::ADV,वहाँ,der
1051,dorthin::ADV,उधर को,dit
1052,dorthin::ADV,वहाँ को,dit
1053,geradeaus::ADV,सीधे,rett fram
1054,vorwärts::ADV,आगे,fram
1055,vorwärts::ADV,आगे,framover
1056,vorwärts::ADV,आगे को,fram
1057,vorwärts::ADV,आगे को,framover
1058,rückwärts::ADV,पीछे को,baklengs
1059,zurück::ADV,वापस,tilbake
1060,unten::ADV,नीचे,nede
1061,hinab::ADV,नीचे को,ned
1062,hinab::ADV,नीचे को,nedover
1063,oben::ADV,ऊपर,oppe
1064,oben::ADV,ऊपर,ovenpå
1065,hinauf::ADV,ऊपर को,opp
1066,hinauf::ADV,ऊपर को,oppover
1067,überall::ADV,हर जगह,overalt
1068,überall::ADV,हर स्थान,overalt
1069,nicht::ADV,न,ikke
1070,nicht::ADV,नहीं,ikke
1071,ein wenig::ADV,कुछ,litt
1072,ein wenig::ADV,ज़रा,litt
1073,ein wenig::ADV,थोड़ा,litt
1074,kaum::ADV,लगभग नहीं,neppe
1075,kaum::ADV,बराबर नहीं,neppe
1076,sehr::ADV,बहुत,svært
1077,so::ADV,ऐसा,så
1078,noch::ADV,अभी तक,enda
1079,nur::ADV,केवल,bare
1080,nur::ADV,सिर्फ़,bare
1081,schon::ADV,चुकना,alt
1082,schon::ADV,चुकना,allerede
1083,wieder::ADV,फिर,igjen
1084,wieder::ADV,दुबारा,igjen
1085,vergebens::ADV,व्यर्थ,forgjeves
1086,vor::PRP,के आगे,foran
1087,vor::PRP,के आगे,utenfor
1088,vor::PRP,के सामने,foran
1089,vor::PRP,के सामने,utenfor
1090,hinter::PRP,के पीछे,bak
1091,hinter::PRP,के पीछे,bakom
1092,unter::PRP,के तले,under
1093,unter::PRP,के नीचे,under
1094,durch::PRP,के पार,gjennom
1095,durch::PRP,के पार,igjennom
1096,neben::PRP,के पास,ved siden av
1097,neben::PRP,की बग़ल में,ved siden av
1098,zwischen::PRP,के बीच,mellom
1099,wegen::PRP,के कारण,på grunn av
1100,wegen::PRP,की वजह से,på grunn av
1101,dies::PRN,यह,dette
1102,das::PRN,वह,det
1103,alles::PRN,सब,alt
1104,alles::PRN,सब कुछ,alt
1105,ich::PRN,मैं,jeg
1106,du::PRN,तू,du
1107,er::PRN,यह,han
1108,wir::PRN,हम,vi
1109,ihr::PRN,तुम,dere
1110,sie::PRN,ये,de
1111,was::FPRN,क्या,hva
1112,wer::FPRN,कौन,hvem
1113,wo::FADV,किधर,hvor
1114,wohin::FADV,किधर,hvor ... hen
1115,wie::FADV,कैसे,hvordan
1116,warum::FADV,क्यों,hvorfor
1117,wieviel::FNUM,कितना,hvor mye
1118,eins::NUM,एक,en
1119,eins::NUM,एक,ett
1120,zwei::NUM,दो,to
1121,drei::NUM,तीन,tre
1122,vier::NUM,चार,fire
1123,fünf::NUM,पाँच,fem
1124,sechs::NUM,छह,seks
1125,sieben::NUM,सात,sju
1126,acht::NUM,आठ,åtte
1127,neun::NUM,नौ,ni
1128,zehn::NUM,दस,ti
1129,elf::NUM,ग्यारह,elleve
1130,zwölf::NUM,बारह,tolv
1131,zwanzig::NUM,बीस,tjue
1132,dreißig::NUM,तीस,tretti
1133,vierzig::NUM,चालीस,førti
1134,fünfzig::NUM,पचास,femti
1135,sechzig::NUM,साठ,seksti
1136,siebzig::NUM,सत्तर,sytti
1137,achtzig::NUM,अस्सी,åtti
1138,neunzig::NUM,नव्वे,nitti
1139,hundert::NUM,सौ,hundre
1140,tausend::NUM,हज़ार,tusen
1141,und::CNJ,और,og
1142,oder::CNJ,या,eller
1143,stehen::V,खड़ा होना,stå
1144,sitzen::V,बैठना,sitte
1145,liegen::V,लेटना,ligge
1146,hängen::V,लटकना,henge
1147,werden::V,बनना,bli
1148,passieren::V,होना,skje
1149,passieren::V,होना,hende
1150,beginnen::V,आरंभ होना,begynne
1151,beginnen::V,प्रारंभ होना,begynne
1152,enden::V,अंत होना,ende
1153,enden::V,अंत होना,slutte
1154,enden::V,ख़तम होना,ende
1155,enden::V,ख़तम होना,slutte
1156,wechseln::V,बदलना,veksle
1157,aufgehen[Sonne]::V,चढ़ना,stå opp
1158,aufgehen[Sonne]::V,उदित होना,stå opp
1159,untergehen[Sonne]::V,अस्त हो जाना,gå ned
1160,scheinen[Sonne]::V,रोशनी देना,skinne
1161,donnern::V,गरजना,tordne
1162,wehen::V,चलना,blåse
1163,strömen::V,बहना,strømme
1164,strömen::V,प्रवाहित होना,strømme
1165,fließen::V,बहना,flyte
1166,fließen::V,प्रवाहित होना,flyte
1167,sich drehen::V,घूमना,dreie seg
1168,schwanken::V,हिलना,svaie
1169,schwingen::V,हिलना,svinge
1170,fallen::V,गिरना,falle
1171,brennen::V,जलना,brenne
1172,rauchen::V,धुआँ उड़ाना,ryke
1173,regnen::V,बरसना,regne
1174,gefrieren::V,जमना,fryse
1175,tauen::V,गलना,tine
1176,tauen::V,पिघलना,tine
1177,schmelzen::V,गलना,smelte
1178,schmelzen::V,पिघलना,smelte
1179,trocknen::V,सूखना,tørre
1180,sieden::V,उबलना,koke
1181,faulen::V,गलना,råtne
1182,faulen::V,सड़ना,råtne
1183,verfaulen::V,गलना,råtne
1184,verfaulen::V,सड़ना,råtne
1185,reißen::V,फटना,briste
1186,versinken::V,डूबना,synke
1187,versinken::V,डूबना,synke ned
1188,vergehen::V,बीतना,forløpe
1189,vergehen::V,गुज़रना,forløpe
1190,erscheinen::V,दिखाई देना,synes
1191,verschwinden::V,ग़ायब होना,forsvinne
1192,sinken::V,घटना,synke
1193,sinken::V,उतरना,synke
1194,abnehmen::V,घटना,avta
1195,abnehmen::V,घटना,minske
1196,zunehmen::V,बढ़ना,tilta
1197,steigen::V,बढ़ना,stige
1198,wachsen::V,उगना,gro
1199,wachsen::V,उगना,vokse
1200,glänzen::V,चमकना,skinne
1201,funkeln::V,जगमगाना,tindre
1202,funkeln::V,टिमटिमाना,tindre
1203,lärmen::V,शोर मचाना,bråke
1204,läuten::V,बजना,ringe
1205,klingeln::V,बजना,ringe
1206,klirren::V,झनझनाना,klirre
1207,brausen::V,साँय-साँय करना,bruse
1208,rauschen::V,सरसराना,suse
1209,klingen::V,बजना,lyde
1210,klingen::V,बजना,klinge
1211,bellen::V,भौंकना,gjø
1212,bellen::V,भौंकना,bjeffe
1213,heulen::V,गुर्राना,ule
1214,blasen::V,फूँकना,blåse
1215,pfeifen::V,सीटी देना,plystre
1216,schreien::V,चिल्लाना,skrike
1217,stöhnen::V,कराहना,stønne
1218,stöhnen::V,आहें भरना,stønne
1219,zittern::V,काँपना,dirre
1220,zittern::V,काँपना,skjelve
1221,leben::V,जीना,leve
1222,geboren werden::V,पैदा होना,fødes
1223,atmen::V,साँस लेना,ånde
1224,atmen::V,साँस लेना,puste
1225,trinken::V,पीना,drikke
1226,essen::V,खाना,spise
1227,schlucken::V,निगलना,svelge
1228,müde werden::V,थकना,bli trett
1229,müde werden::V,उकताना,bli trett
1230,einschlafen::V,सो जाना,sovne
1231,schlafen::V,सोना,sove
1232,aufwachen::V,जागना,våkne
1233,aufstehen::V,उठना,stå opp
1234,sich erholen::V,सुस्ताना,bli bra
1235,sich erholen::V,सुस्ताना,komme seg
1236,sich erholen::V,आराम करना,bli bra
1237,sich erholen::V,आराम करना,komme seg
1238,krank werden::V,बीमार पड़ना,bli syk
1239,krank sein::V,बीमार होना,være syk
1240,schmerzen::V,दुखना,gjøre vondt
1241,schmerzen::V,दर्द करना,gjøre vondt
1242,husten::V,खाँसना,hoste
1243,genesen::V,ठीक हो जाना,komme seg
1244,genesen::V,स्वस्थ हो जाना,komme seg
1245,sterben::V,मरना,dø
1246,umkommen::V,मरना,omkomme
1247,sich bewegen::V,चलना,bevege seg
1248,sich bewegen::V,हिलना,bevege seg
1249,sich rühren::V,हिलना,røre på seg
1250,sich erheben::V,उठना,reise seg
1251,sich setzen::V,बैठना,sette sig
1252,hinfallen::V,गिरना,falle over ende
1253,laufen::V,चलना,løpe
1254,schreiten::V,क़दम जाना,skride
1255,spazierengehen::V,सैर करना,spasere
1256,spazierengehen::V,सैर करना,gå en tur
1257,eilen::V,तेज़ी से जाना,ile
1258,eilen::V,शीघ्रता से चलना,ile
1259,sich beeilen::V,जल्दी करना,skynde seg
1260,sich beeilen::V,शीघ्रता करना,skynde seg
1261,sausen::V,बड़ी तेज़ी से चलना,suse
1262,rennen::V,भागना,løpe
1263,rennen::V,दौड़ना,løpe
1264,springen::V,उछलना,hoppe
1265,springen::V,उछलना,springe
1266,klettern::V,चढ़ना,klatre
1267,schaukeln::V,झूलना,huske
1268,kriechen::V,रेंगना,krype
1269,schwimmen::V,तैरना,svømme
1270,tauchen::V,डूबना,dykke
1271,rudern::V,खेना,ro
1272,rudern::V,चप्पू चलाना,ro
1273,fahren::V,चलना,kjøre
1274,fahren::V,यात्रा करना,kjøre
1275,fliegen::V,उड़ना,fly
1276,gehen::V,जाना,gå
1277,weggehen::V,चला जाना,gå bort
1278,weggehen::V,बाहर जाना,gå bort
1279,abfahren::V,छूटना,reise
1280,abfahren::V,रवाना होना,reise
1281,anhalten::V,रुकना,stanse
1282,anhalten::V,खड़ा होना,stanse
1283,hineingehen::V,घुसना,gå inn
1284,hineingehen::V,अंदर जाना,gå inn
1285,eintreten::V,प्रवेश करना,tre inn
1286,kommen::V,आना,komme
1287,ankommen::V,पहुँचना,ankomme
1288,ankommen::V,पहुँचना,komme til
1289,zurückkommen::V,लौटना,komme tilbake
1290,zurückkommen::V,वापस आना,komme tilbake
1291,bleiben::V,रहना,bli
1292,bleiben::V,रहना,forbli
1293,bleiben::V,रुकना,bli
1294,bleiben::V,रुकना,forbli
1295,warten::V,इंतज़ार करना,vente
1296,erwarten::V,प्रतीक्षा करना,vente
1297,suchen::V,ढूँढ़ना,søke
1298,finden::V,पाना,finne
1299,finden::V,ढूँढ़ निकालना,finne
1300,versuchen::V,कोशिश करना,prøve
1301,versuchen::V,कोशिश करना,forsøke
1302,vorbereiten::V,तैयार करना,forberede
1303,lieben::V,प्यार करना,elske
1304,mögen::V,पसंद होना,like
1305,lachen::V,हँसना,le
1306,rühren::V,छूना,røre
1307,weinen::V,रोना,gråte
1308,schimpfen::V,गाली देना,skjelle
1309,sich ärgern::V,चिढ़ना,ergre seg
1310,sich ärgern::V,नाराज़ होना,ergre seg
1311,sich fürchten::V,डरना,være redd
1312,sich fürchten::V,भय खाना,være redd
1313,fürchten::V,डरना से,være redd for
1314,fürchten::V,भय खाना से,være redd for
1315,fliehen::V,भागना,rømme
1316,fliehen::V,भागना,flykte
1317,flüchten::V,निकल भागना,flykte
1318,sehen::V,देखना,se
1319,anschauen::V,देखना,se på
1320,anschauen::V,देखना,betrakte
1321,ansehen::V,दृष्टि डालना पर,anse
1322,hören::V,सुनना,høre
1323,zuhören::V,सुनना,tilhøre
1324,probieren::V,चखना,smake
1325,probieren::V,चखना,smake på
1326,riechen::V,सूँघना,lukte
1327,fühlen::V,महसूस करना,føle
1328,scheinen::V,लगना,se ut
1329,zu sehen sein::V,दिखाई देना,synes
1330,vernehmen::V,सुनना,få vite
1331,frieren::V,ठंड लगना,fryse
1332,frieren::V,सर्दी लगना,fryse
1333,tun::V,करना,gjøre
1334,können::V,सकना,kunne
1335,können::V,जानना,kunne
1336,wollen::V,चाहना,ville
1337,anfangen::V,शुरू करना,begynne
1338,beenden::V,ख़त्म करना,avslutte
1339,beenden::V,समाप्त करना,avslutte
1340,aufhören::V,बंद जाना,slutte
1341,aufhören::V,बंद जाना,holde opp
1342,aufhören::V,समाप्त जाना,slutte
1343,aufhören::V,समाप्त जाना,holde opp
1344,gelingen::V,बनना,lykkes
1345,gelingen::V,अच्छा होना,lykkes
1346,geraten::V,बन पड़ना,bli
1347,öffnen::V,खोलना,åpne
1348,schließen::V,बंद करना,lukke
1349,schließen::V,बंद करना,stenge
1350,stellen::V,रखना,stille
1351,setzen::V,रखना,sette
1352,setzen::V,बिठाना,sette
1353,legen::V,रखना,legge
1354,legen::V,लिटाना,legge
1355,berühren::V,छूना,berøre
1356,berühren::V,स्पर्श करना,berøre
1357,verbinden::V,बाँधना,forbinde
1358,bedecken::V,ढकना,dekke
1359,aufhängen::V,लटकाना,henge
1360,aufhängen::V,लटकाना,henge opp
1361,anzünden::V,जलाना,tenne
1362,anzünden::V,जलाना,antenne
1363,anzünden::V,जलाना,tenne på
1364,aufheben::V,उठाना,løfte
1365,aufheben::V,उठाना,ta opp
1366,zurücklassen::V,पीछे छोड़ना,slippe tilbake
1367,verlieren::V,खोना,miste
1368,verlieren::V,गँवाना,miste
1369,fallen lassen::V,गिराना,droppe
1370,fallen lassen::V,गिराना,la falle
1371,machen::V,करना,lage
1372,machen::V,करना,gjøre
1373,machen::V,बनाना,lage
1374,machen::V,बनाना,gjøre
1375,herstellen::V,बनाना,fremstille
1376,herstellen::V,तैयार करना,fremstille
1377,bauen::V,बनाना,bygge
1378,bauen::V,निर्माण करना,bygge
1379,reparieren::V,मरम्मत करना,reparere
1380,verbessern::V,सुधारना,rette
1381,verbessern::V,सुधारना,forbedre
1382,ändern::V,बदलना,forandre
1383,ändern::V,परीवर्तन करना,forandre
1384,graben::V,खोदना,grave
1385,beugen::V,झुकाना,bøye
1386,biegen::V,झुकाना,bøye
1387,drehen::V,फेरना,dreie
1388,drehen::V,घुमाना,dreie
1389,wenden::V,पलटना,vende
1390,wenden::V,मोड़ना,vende
1391,umdrehen::V,घुमाना,snu
1392,heben::V,उठाना,heve
1393,heben::V,ऊँचा करना,heve
1394,hochheben::V,उठाना,løfte
1395,hochheben::V,ऊपर को उठाना,løfte
1396,ergreifen::V,पकड़ना,gripe
1397,ergreifen::V,पकड़ना,få tak i
1398,ergreifen::V,हाथ में लेना,gripe
1399,ergreifen::V,हाथ में लेना,få tak i
1400,halten::V,धरना,holde
1401,halten::V,पकड़ना,holde
1402,drücken::V,दबाना,trykke
1403,schieben::V,सरकाना,skyve
1404,schieben::V,खिसकाना,skyve
1405,kratzen::V,खुरचना,klø
1406,kratzen::V,खुरचना,klore
1407,kratzen::V,खुजलाना,klø
1408,kratzen::V,खुजलाना,klore
1409,lecken::V,चाटना,slikke
1410,beißen::V,काटना,bite
1411,abreißen::V,तोड़ना,rive av
1412,abschneiden::V,काट करना,skjære av
1413,binden::V,बाँधना,binde
1414,stecken::V,खोंसना,stikke
1415,brechen::V,तोड़ना,bryte
1416,brechen::V,तोड़ना,briste
1417,klopfen::V,खटखटाना,banke
1418,hauen::V,ठोकना,hogge
1419,kleben::V,चिपकाना,klistre
1420,reiben::V,घिसना,gni
1421,reiben::V,रगड़ना,gni
1422,streichen::V,लगाना,stryke
1423,schleifen::V,तेज़ करना,slipe
1424,schneiden::V,कतरना,klippe
1425,rütteln::V,झकझोरना,ruske
1426,schütteln::V,हिलाना,riste
1427,schwenken::V,घुमाना,svinge
1428,schütten::V,उँडेलना,helle
1429,füllen::V,भरना,fylle
1430,füllen::V,ठूसना,fylle
1431,einwickeln::V,लपेटना,vikle inn
1432,tragen::V,ढोना,bære
1433,schleppen::V,घसीटना,slepe
1434,ziehen::V,खींचना,dra
1435,ziehen::V,खींचना,trekke
1436,aufbewahren::V,रखना,oppbevare
1437,aufbewahren::V,रखना,ta vare på
1438,werfen::V,फेंकना,kaste
1439,fangen::V,पकड़ना,fange
1440,packen::V,पकड़ना,gripe
1441,packen::V,पकड़ना,gripe tak i
1442,verstecken::V,छिपाना,gjemme
1443,teilen::V,बाँटना,dele
1444,schicken::V,भेजना,sende
1445,bringen::V,लाना,bringe
1446,hinzufügen::V,जोड़ना,tilføye
1447,bekommen::V,पाना,få
1448,erhalten::V,पाना,få
1449,erhalten::V,मिलना,få
1450,nehmen::V,लेना,ta
1451,wählen::V,चुनना,velge
1452,auswählen::V,चुनना,velge ut
1453,bewahren::V,बनाए रखना,bevare
1454,behindern::V,रोकना,hindre
1455,behindern::V,रोकना,forhindre
1456,verderben::V,ख़राब करना,ødelegge
1457,beschädigen::V,नुक़सान पहुँचाना,skade
1458,zerbrechen::V,तोड़ना,brekke i stykker
1459,zerreißen::V,तोड़ना,rive i stykker
1460,zerstören::V,नष्ट करना,ødelegge
1461,zerstören::V,बरबाद करना,ødelegge
1462,verbrennen::V,जलाना,brenne
1463,verbrennen::V,जलाना,brenne opp
1464,geben::V,देना,gi
1465,reichen::V,थमाना,rekke
1466,schenken::V,भेंट देना,forære
1467,schenken::V,भेंट देना,skjenke
1468,versprechen::V,वादा करना,love
1469,wünschen::V,कामना करना,ønske
1470,loben::V,तारीफ़ करना,rose
1471,küssen::V,चूमना,kysse
1472,wiegen::V,झुलाना,vogge
1473,zudecken::V,ढकना,dekke til
1474,wecken::V,जगाना,vekke
1475,zeigen::V,दिखाना,vise
1476,führen::V,रास्ता दिखाना,føre
1477,lehren::V,पढ़ाना,lære
1478,unterrichten::V,सिखाना,undervise
1479,aufziehen::V,पालना,oppdra
1480,leiten::V,संचालन करना,lede
1481,antreiben::V,हड़बड़ाना,drive på
1482,lassen::V,-आना,få til å
1483,lassen::V,कराना,få til å
1484,einladen::V,बुलाना,be
1485,einladen::V,बुलाना,invitere
1486,vereinigen::V,मिलाना,forene
1487,vereinigen::V,संयुक्त करना,forene
1488,besuchen::V,मिलना से,besøke
1489,besuchen::V,मिलने जाना से,besøke
1490,treffen::V,मिलना,møte
1491,treffen::V,मिलना,treffe
1492,sich versammeln::V,इकट्ठा होना,forsamles
1493,spielen::V,खेलना,leke
1494,spielen::V,खेलना,spille
1495,singen::V,गाना,synge
1496,tanzen::V,नाचना,danse
1497,sich trennen::V,अलग होना,skilles
1498,verlassen::V,छोड़ना,forlate
1499,retten::V,बचाना,redde
1500,bewachen::V,आँख रखना पर,bevokte
1501,schützen::V,रक्षा करना,verne
1502,schützen::V,रक्षा करना,beskytte
1503,verteidigen::V,रक्षा करना,forsvare
1504,sich schlagen::V,हाथापाई करना,slåss
1505,schießen::V,गोली मारना,skyte
1506,siegen::V,जीतना,seire
1507,siegen::V,विजय पाना,seire
1508,ärgern::V,चिढ़ाना,ergre
1509,schlagen::V,मारना,
1510,treten::V,ठोकर मारना,sparke
1511,stechen::V,भेदना,stikke
1512,stechen::V,भोंकना,stikke
