,Concept_ID,ba,ab
693,allein::ADV,бер үҙе,мацара
694,allein::ADV,яңғыҙ,мацара
695,auf einmal::ADV,бер юлы,зныкала
696,auf einmal::ADV,бер юлы,зныкҟьара
697,zusammen::ADV,бергә,аиц...
698,lange::ADV,оҙаҡ,акыраамҭа
699,plötzlich::ADV,ҡапыл,иаалырҟьаны
700,sofort::ADV,шунда уҡ,иаразнакҵәҟьа
701,später::ADV,һуңыраҡ,уажəшьҭаншəа
702,jetzt::ADV,хәҙер,уажәы
703,heute::ADV,бөгөн,иахьа
704,morgen::ADV,иртәгә,уаҵәы
705,bald::ADV,тиҙҙән,иласны
706,dann::ADV,һуңынан,нас
707,gestern::ADV,кисә,иацы
708,einst::ADV,ҡасандыр,зны
709,einst::ADV,бер баҡыт,зны
710,damals::ADV,ул саҡта,усҟан
711,danach::ADV,һуңынан,нас
712,vorher::ADV,элек,уаанӡа
713,zuerst::ADV,башта,азнаказы
714,zuerst::ADV,башта,аҧхьа
715,einmal::ADV,бер,зны
716,manchmal::ADV,ҡайһы берҙә,зны-зынла
717,oft::ADV,йыш,лассы-лассы
718,immer::ADV,һәр ҡасан,енагь
719,immer::ADV,һәр ҡасан,еснагь
720,niemals::ADV,бер ҡасан да,ианакəызаалак
721,niemals::ADV,бер ваҡытта ла,ианакəызаалак
722,hier::ADV,бында,ара
723,hier::ADV,бында,абра
724,hier::ADV,бында,араҟа
725,hierhin::ADV,бында,ара
726,hierhin::ADV,бында,араҟа
727,von hier::ADV,бынан,арантә
728,von hier::ADV,ошонан,арантә
729,dort::ADV,шунда,уа
730,dort::ADV,тегендә,уа
731,dorthin::ADV,шунда,уахь
732,dorthin::ADV,шунда,анахь
733,dorthin::ADV,тегеләй,уахь
734,dorthin::ADV,тегеләй,анахь
735,geradeaus::ADV,тура,ишиашоу
736,vorwärts::ADV,алға,ҕхьаҟа
737,rückwärts::ADV,кирегә,шьҭахьла
738,zurück::ADV,кирегә,шьҭахьҟа
739,unten::ADV,түбәндә,лбаа
740,hinab::ADV,түбәнгә,алада
741,oben::ADV,юғарыла,хыхь
742,hinauf::ADV,юғарыға,аҩада
743,überall::ADV,бөтә урында,зегьынцьара
744,nicht::ADV,тугел,-м
745,ein wenig::ADV,аҙ,ҕыҭк
746,kaum::ADV,көскә,аарлаҳәа
747,kaum::ADV,көскә,афергьҳәа
748,kaum::ADV,саҡ-саҡ,аарлаҳәа
749,kaum::ADV,саҡ-саҡ,афергьҳәа
750,sehr::ADV,ифат,даара
751,so::ADV,шулай,ас
752,so::ADV,шулай,абас
753,noch::ADV,йәнә,макьана
754,nur::ADV,бары,заҵәык
755,schon::ADV,инде,уажәшьҭа
756,schon::ADV,инде,аиҳа ипоу
757,wieder::ADV,тағы,ҿыц
758,wieder::ADV,тағы,дырҩегь
759,wieder::ADV,тағы,дырҩегьых
760,vergebens::ADV,бушҡа,баша
761,vor::PRP,алдында,аҕхьа
762,hinter::PRP,артында,нхыҵ
763,unter::PRP,аҫтында,амҵа
764,unter::PRP,аҫтында,амҵан
765,durch::PRP,үтә,
766,neben::PRP,эргәһендә,ааигуара
767,zwischen::PRP,араһында,абжьара
768,wegen::PRP,өсөн,-иззы
769,wegen::PRP,өсөн,-ҟнытә
770,wegen::PRP,сәбәпле,-иззы
771,wegen::PRP,сәбәпле,-ҟнытә
772,dies::PRN,был,ари
773,dies::PRN,был,абри
774,dies::PRN,ошо,ари
775,dies::PRN,ошо,абри
776,das::PRN,ул,Абни
777,das::PRN,ул,убри
778,alles::PRN,бөтә,зегьы
779,ich::PRN,мин,са
780,ich::PRN,мин,сара
781,du::PRN,һин,бара
782,er::PRN,ул,иара
783,wir::PRN,беҙ,ҳара
784,ihr::PRN,һеҙ,шәара
785,sie::PRN,улар,дара
786,was::FPRN,ә,
787,was::FPRN,ни,
788,was::FPRN,нәмә,
789,wer::FPRN,ҡем,дарбан
790,wo::FADV,ҡайҙа,иабыкуу
791,wo::FADV,ҡайҙа,аба-
792,wo::FADV,ҡайҙа,ахь-
793,wohin::FADV,ҡайҙа,иабыкуу
794,wohin::FADV,ҡайҙа,аба-
795,wohin::FADV,ҡайҙа,ахь-
796,wie::FADV,инидәй,-шҕа
797,warum::FADV,ин өсөн,избан
798,wieviel::FNUM,күпме,заҟа
799,eins::NUM,бер,акы
800,eins::NUM,бер,аӡәы
801,zwei::NUM,ике,ҩба
802,zwei::NUM,икәү,ҩба
803,drei::NUM,өс,хҕа
804,vier::NUM,дүрт,ҕшьба
805,fünf::NUM,биш,хəба
806,sechs::NUM,алты,фба
807,sieben::NUM,ете,Бжьба
808,acht::NUM,һигеҙ,ааба
809,neun::NUM,туғыҙ,жәба
810,zehn::NUM,ун,жәаба
811,elf::NUM,ун бер,жәеизатәи
812,zwölf::NUM,ун ике,жәаҩа
813,zwanzig::NUM,егерме,ҩажәа
814,dreißig::NUM,утыҙ,ҩажәижәабатәи
815,vierzig::NUM,ҡырҡ,ҩынҩажәа
816,fünfzig::NUM,илле,ҩынҩажәеижәаба
817,sechzig::NUM,алтмыш,хынҩажәа
818,siebzig::NUM,етмеш,хынҩажәижәаба
819,achtzig::NUM,һикһән,ҕшьынҩажәа
820,neunzig::NUM,туҡһан,ҕшьынҩажәижәаба
821,hundert::NUM,йөҙ,шәкы
822,tausend::NUM,мең,зқьы
823,und::CNJ,да,-и
824,oder::CNJ,йәки,ма
825,stehen::V,тороу,агылазаара
826,sitzen::V,ултырыу,атəара
827,sitzen::V,ултырыу,атəа(заа)ра
828,liegen::V,ятыу,аиара
829,hängen::V,аҫылынып тороу,акнаҳара
830,werden::V,булыу,аҟалара
831,passieren::V,булыу,аҟалара
832,beginnen::V,башлау,алагара
833,enden::V,бөтөү,алгара
834,enden::V,тамамланыү,алгара
835,wechseln::V,үҙгәреү,аҽыҧсахра
836,aufgehen[Sonne]::V,ҡалҡыу,агылара
837,aufgehen[Sonne]::V,ҡалҡыу,ахашлара
838,aufgehen[Sonne]::V,ҡалҡыу,аҩаҵхахара
839,untergehen[Sonne]::V,байыу,аҭашəара
840,scheinen[Sonne]::V,яҡтыртып тороу,акаҧхара
841,donnern::V,күкрәү,адыдра
842,wehen::V,иҫеү,асра
843,strömen::V,ташыу,акаҭəара
844,fließen::V,ағыу,ацара
845,sich drehen::V,әйләнеү,ахагьежьра
846,schwanken::V,тирбәлеү,аҵысра
847,schwingen::V,бәүетеү,ахызазара
848,schwingen::V,бәүетеү,акьаандара
849,fallen::V,йығылыу,акаҳара
850,brennen::V,яныу,абылра
851,rauchen::V,төтәү,ахылҵра
852,regnen::V,ямғыр яуа,аура
853,gefrieren::V,туңыү,аҵаара
854,tauen::V,иреү,аӡҭра
855,schmelzen::V,иреү,ақəӡыҭра
856,schmelzen::V,иреү,аҭəара
857,trocknen::V,кибеү,абара
858,sieden::V,ҡайнау,ашра
859,faulen::V,сереу,абаара
860,verfaulen::V,сереу,абаара
861,verfaulen::V,сереу,аилашра
862,reißen::V,өҙөү,аҧжəара
863,reißen::V,йыртылыу,аҧжəара
864,versinken::V,батыу,аӡааҟəрылара
865,vergehen::V,үтеү,ацара
866,erscheinen::V,килеп сығыу,ацəырҵра
867,verschwinden::V,юғалыу,аҵашəкəара
868,sinken::V,түбәнәйеү,атəара
869,sinken::V,түбәнәйеү,алаҟəра
870,abnehmen::V,кәметеү,ацӡаара
871,abnehmen::V,кәметеү,аиҵалара
872,zunehmen::V,артыу,аҽырҭбаара
873,zunehmen::V,артыу,аиҵыҵра
874,zunehmen::V,артыу,арацəахара
875,steigen::V,күтәрелеү,азҳара
876,steigen::V,күтәрелеү,ашьҭыҵра
877,steigen::V,күтәрелеү,адухара
878,steigen::V,күтәрелеү,ацлара
879,wachsen::V,үҫеү,азҳара
880,glänzen::V,ялтырау,ацыр-цырра
881,glänzen::V,ялтырау,ацыҩ-цыҩра
882,glänzen::V,ялтырау,аказказра
883,funkeln::V,баҙлау,ашап-шапра
884,funkeln::V,баҙлау,ацым-цымра
885,lärmen::V,шаулау,ашьҭыбжьгара
886,lärmen::V,шаулау,аҕьҕьаҳәа аилалара
887,läuten::V,ҡағыу,аҵəҵəасра
888,klingeln::V,ҡағыу,аҵəҵəасра
889,klingeln::V,шылтыратыу,аҵəҵəасра
890,klirren::V,шылтыратыу,ахьархьарра
891,klirren::V,шылтыратыу,архьархьарра
892,brausen::V,ҡотороноу,аилаҽҽара
893,brausen::V,ҡотороноу,еилашуера
894,rauschen::V,шыптырлау,
895,klingen::V,яңғырау,агара
896,klingen::V,яңғырау,ашьҭыбжь гара
897,bellen::V,өрөү,ашра
898,heulen::V,олоу,ауура
899,blasen::V,өрөү,аҭəҳəара
900,pfeifen::V,һызғырып ебәреү,ашəшəра
901,schreien::V,ҡысҡырыу,аҳəҳəара
902,schreien::V,ҡысҡырыу,ахəаара
903,schreien::V,ҡысҡырыу,аҟаара
904,stöhnen::V,уңғырашыу,ақьра
905,zittern::V,ҡалтырау,аҵыс-ҵысра
906,leben::V,йәшәү,аҟазаара
907,geboren werden::V,тыуыу,Аира
908,atmen::V,тын алыү,аҕсыҕ лагаҩагара
909,trinken::V,эсеү,ажəра
910,essen::V,ашау,акрыфара
911,schlucken::V,йотоу,албаадара
912,müde werden::V,арыу,ааҕсара
913,einschlafen::V,йоҡлап китеү,ацəара
914,schlafen::V,йоҡлау,ацəазаара
915,aufwachen::V,уяныу,аҿыхара
916,aufstehen::V,тороу,Агəылҵра
917,sich erholen::V,ял итеү,аҧсшьара
918,krank werden::V,сирләү,ачмазаҩхара
919,krank sein::V,сирләү,аҳəарҧсарра
920,schmerzen::V,ауыртыу,ахьра
921,husten::V,йүтәлләү,аимҳәара
922,genesen::V,һауығыу,абзиахара
923,genesen::V,һауығыу,аӷəӷəахара
924,sterben::V,үлеү,аҧсра
925,umkommen::V,һәләк булыу,аҭахара
926,sich bewegen::V,хәрәкәт итеү,аиҭаҵра
927,sich rühren::V,ҡуҙғалыу,ақəацара
928,sich erheben::V,тороу,аҩагылара
929,sich setzen::V,ултырыу,атəара
930,hinfallen::V,ҡолау,акаҳара
931,laufen::V,йөрөү,аныҟəара
932,schreiten::V,атлау,ашьаҿа еихгара
933,spazierengehen::V,ял итеп йороү,анеи-ааира
934,eilen::V,ашығыу,аццакра
935,eilen::V,ҡабаланыу,аццакра
936,sich beeilen::V,ашығыу,аццакра
937,sich beeilen::V,ҡабаланыу,аццакра
938,sausen::V,елеү,аҧырра
939,sausen::V,елеү,иҭрысны
940,sausen::V,елеү,ишьҭҟьаны ацара
941,rennen::V,йүгеп йөрөү,аҩра
942,springen::V,һикереү,аҧара
943,klettern::V,үрмәләү,ақəлара
944,klettern::V,үрмәләп менеү,ақəлара
945,schaukeln::V,сайҡалыу,аҟəараҟəанҽара
946,kriechen::V,шыуышыу,аҳəазара
947,schwimmen::V,йоҙөү,аӡсара
948,tauchen::V,сумыу,ахəӡааҵəира
949,rudern::V,ишеү,аҵшьра
950,fahren::V,йөрөү,акала
951,fliegen::V,осоу,аҧырра
952,gehen::V,барыу,аиҭаҵра
953,weggehen::V,китеү,ацара
954,abfahren::V,сығыу,адəықəлара
955,abfahren::V,сығыу,ацара
956,anhalten::V,тукталыу,ааныргылара
957,hineingehen::V,инеү,аҭалара
958,eintreten::V,инеү,аҩналара
959,kommen::V,килеү,аара
960,kommen::V,килеү,ааира
961,ankommen::V,килеү,ааира
962,ankommen::V,килеү,аара
963,ankommen::V,килеү,анеира
964,zurückkommen::V,ҡайтыу,азыхынҳəра
965,bleiben::V,ҡалыу,аанхара
966,bleiben::V,ҡалыу,анхара
967,bleiben::V,ҡалыу,аангылара
968,warten::V,көтөп тороу,азҧшзаара
969,erwarten::V,көтөү,азҧшра
970,suchen::V,эҙләү,ашьҭазаара
971,finden::V,табыу,аҧшаара
972,versuchen::V,тырышып ҡарау,аҽазкра
973,vorbereiten::V,әҙерләү,армазеира
974,lieben::V,яратыу,абзиабара
975,mögen::V,һөйөү,агəаҧхара
976,mögen::V,яратыу,агəаҧхара
977,lachen::V,көлөү,аччара
978,rühren::V,ҡағылыу,арҵəуара
979,weinen::V,илау,аҵəуара
980,schimpfen::V,һүгенеү,ацəҳара
981,schimpfen::V,тиргәнеү,ацəҳара
982,schimpfen::V,һуҡраныу,ацəҳара
983,sich ärgern::V,асыуланыу,агəаара
984,sich fürchten::V,ҡурҡыу,аӡыӡара
985,fürchten::V,ҡурҡыу,ацəшəара
986,fliehen::V,ҡасыу,абналара
987,fliehen::V,ҡасыу,ацəцара
988,flüchten::V,ҡасыу,абналара
989,flüchten::V,ҡасыу,ацəцара
990,sehen::V,күреү,абара
991,anschauen::V,ҡарау,ахəаҧшра
992,ansehen::V,ҡарау,ахəаҧшра
993,ansehen::V,тикшереү,ахəаҧшра
994,hören::V,ишетеү,аҳара
995,zuhören::V,тыңлау,азыӡырҩра
996,probieren::V,татыу,аҧышəара
997,riechen::V,еҫкәү,афыҩра
998,fühlen::V,тойоу,анырра
999,fühlen::V,тойоу,ацәакырра
1000,scheinen::V,кеүек күренеү,шәа
1001,scheinen::V,кеүек күренеү,аацәырҵа
1002,scheinen::V,тойолоу,шәа
1003,scheinen::V,тойолоу,аацәырҵа
1004,zu sehen sein::V,күренеү,
1005,vernehmen::V,ишетеү,аҳара
1006,frieren::V,туңыү,ашəра
1007,frieren::V,туңыү,аҵаара
1008,tun::V,яһау,аҟаҵара
1009,tun::V,әшләү,аҟаҵара
1010,können::V,алыу,алшара
1011,können::V,мөмкин булыу,алшара
1012,wollen::V,теләү,аҭахра
1013,anfangen::V,башлау,алагара
1014,beenden::V,бөтөрөү,алгара
1015,beenden::V,тамамлау,алгара
1016,aufhören::V,туктау,аҟəыҵра
1017,gelingen::V,уңышлы булыу,аура
1018,gelingen::V,уңышлы булыу,аманшəалахара
1019,gelingen::V,уңышлы булыу,алҵра
1020,geraten::V,булып сығыу,нзаарын
1021,öffnen::V,асыу,аартра
1022,schließen::V,йомоу,аркра
1023,stellen::V,ҡуйыу,аргылара
1024,setzen::V,урынлаштырыу,артəара
1025,legen::V,һалыу,ақəҵара
1026,berühren::V,тейеү,акьысра
1027,berühren::V,тейеү,алакьысра
1028,berühren::V,ҡағылыу,акьысра
1029,berühren::V,ҡағылыу,алакьысра
1030,verbinden::V,ҡушыу,аҿаҳəара
1031,verbinden::V,бәйләү,аҿаҳəара
1032,bedecken::V,ҡаплау,ақəршəра
1033,aufhängen::V,элеү,акнаҳара
1034,anzünden::V,тоҡандырыу,аркра
1035,aufheben::V,мендереү,ашьҭыхра
1036,zurücklassen::V,ҡалдырыу,аныжьра
1037,verlieren::V,юғалтыу,ацəыӡра
1038,fallen lassen::V,төшөрөп ебәреү,ацəкаҳара
1039,machen::V,яһау,ачаҧара
1040,machen::V,эшләү,ачаҧара
1041,herstellen::V,эшләп сығарыу,аиҵдара
1042,bauen::V,төҙөү,аргылара
1043,reparieren::V,төҙәтеү,арҽеира
1044,verbessern::V,яҡшыртыу,аиҕьтəра
1045,ändern::V,үҙгәртеү,аҧсахра
1046,graben::V,ҡаҙыу,ажра
1047,beugen::V,бөгөү,арҟəра
1048,beugen::V,бөгөү,архəара
1049,biegen::V,бөгөү,арҟəра
1050,biegen::V,бөгөү,архəара
1051,drehen::V,өйрөлтөү,аргьежьра
1052,drehen::V,әйләндереү,аргьежьра
1053,wenden::V,әйләндереү,
1054,umdrehen::V,түңкәреү,аарҳәра
1055,heben::V,күтәреү,аҩахара
1056,heben::V,күтәреү,араҳара
1057,heben::V,мендереү,аҩахара
1058,heben::V,мендереү,араҳара
1059,hochheben::V,күтәреү,ахагалара
1060,hochheben::V,күтәреү,ашьҭҳəара
1061,ergreifen::V,тотоп алыу,
1062,halten::V,тотоу,акра
1063,drücken::V,ҡыҫыу,ақəрӷəӷəара
1064,schieben::V,этеү,аҵгəара
1065,schieben::V,этеү,агəара
1066,schieben::V,төртөү,аҵгəара
1067,schieben::V,төртөү,агəара
1068,kratzen::V,ҡырыу,ацəҟьара
1069,lecken::V,ялау,арбзара
1070,beißen::V,тешләү,ацҳара
1071,abreißen::V,өҙөү,амжəара
1072,abschneiden::V,ҡырҡыу,ахҵəара
1073,abschneiden::V,ҡырҡыу,аҿахҵəара
1074,binden::V,бәйләү,аҿаҳəара
1075,stecken::V,ҡаҙау,алаҵара
1076,brechen::V,боҙоу,аҧҵəара
1077,klopfen::V,шаҡылдау,асра
1078,hauen::V,туҡмау,ақəкшара
1079,kleben::V,йәбештереү,аҷабра
1080,reiben::V,ыуыу,арҟəыҷра
1081,reiben::V,ышҡыу,арҟəыҷра
1082,streichen::V,яғыу,ахьшьра
1083,schleifen::V,үткерләү,ахра
1084,schneiden::V,ҡырҡыу,аҧҟара
1085,rütteln::V,һелкетеү,арҵысра
1086,schütteln::V,һелкетеү,аршəшəара
1087,schwenken::V,болғау,аҟьара
1088,schütten::V,ҡойоу,аҭаҭəара
1089,füllen::V,тултырыу,арҭəра
1090,einwickeln::V,төрөү,алаҳəара
1091,tragen::V,алып барыу,аҩагара
1092,schleppen::V,һөйрәү,арҳəазара
1093,ziehen::V,тартыу,ахара
1094,aufbewahren::V,һаҡлау,аҵəахра
1095,werfen::V,ырғытыу,аршəра
1096,fangen::V,тотоу,акра
1097,packen::V,етеү,анкра
1098,packen::V,етеү,аҵкаара
1099,packen::V,тотоп алыу,анкра
1100,packen::V,тотоп алыу,аҵкаара
1101,verstecken::V,йәшереү,аҵəахра
1102,teilen::V,бүлеү,ашара
1103,schicken::V,ебәреү,ашьҭра
1104,bringen::V,килтереү,аагара
1105,hinzufügen::V,өтәү,ацҵара
1106,bekommen::V,алыу,аҧшаара
1107,bekommen::V,алыу,архиара
1108,bekommen::V,алыу,аура
1109,erhalten::V,алыу,аиура
1110,nehmen::V,алыу,агара
1111,wählen::V,һайлаү,алҧшаара
1112,auswählen::V,һайлап алыу,алхра
1113,bewahren::V,һаҡлау,
1114,behindern::V,тотҡарлыҡ яһау,аҧырхагахара
1115,verderben::V,боҙоу,алгара
1116,verderben::V,боҙоу,абжьыхра
1117,verderben::V,боҙоу,аҧхасҭатəра
1118,beschädigen::V,боҙоу,аҧхасҭатəра
1119,zerbrechen::V,ҡыйратыу,аҧҽра
1120,zerreißen::V,йыртыу,аҧжəара
1121,zerstören::V,емереү,аилаҧыххаара
1122,verbrennen::V,үртәү,абылра
1123,geben::V,биреү,аҭара
1124,reichen::V,биреү,аҭара
1125,schenken::V,бүләк итеү,аҩгара
1126,versprechen::V,вәғәҙә биреү,ақəргəыӷра
1127,wünschen::V,теләу,
1128,loben::V,маҡтау,арҽхəара
1129,küssen::V,үбеү,агəӡра
1130,wiegen::V,бәүетеү,
1131,wiegen::V,тирбәтеү,
1132,zudecken::V,ҡаплау,аҵахҩара
1133,zudecken::V,ҡаплау,ақəршəра
1134,wecken::V,уятыу,арҿыхара
1135,zeigen::V,күрһәтеү,арбара
1136,führen::V,етәкләү,аныҟəгара
1137,lehren::V,уҡытыу,арҵара
1138,lehren::V,өйрәтеү,арҵара
1139,unterrichten::V,уҡытыу,арҧхьара
1140,aufziehen::V,тәрбиәле,ааӡара
1141,leiten::V,етәкләү,ахагылазаара
1142,leiten::V,етәкселек итеү,ахагылазаара
1143,antreiben::V,ашыҡтырыу,арццакра
1144,lassen::V,мәжбүр итеү,арҟаҵара
1145,einladen::V,саҡырыу,ааҕхьара
1146,einladen::V,саҡырыу,анаҧхьара
1147,vereinigen::V,берләштереү,аилаҵара
1148,besuchen::V,килеп сығыу,абара
1149,treffen::V,тойоү,аҧылара
1150,treffen::V,осратыу,аҧылара
1151,treffen::V,ҡаршылау,аҧылара
1152,sich versammeln::V,йыйылыу,аизара
1153,spielen::V,тартыу,ахəмарра
1154,singen::V,йырлау,ашəаҳəара
1155,tanzen::V,бейеү,акəашара
1156,sich trennen::V,айырылышыу,аилыҵра
1157,verlassen::V,ташлау,акажьра
1158,verlassen::V,ташлап китеү,акажьра
1159,retten::V,ҡотҡарыу,Аиқəрхара
1160,bewachen::V,һаҡлау,ахьчара
1161,schützen::V,һаҡлау,ацəыхьчара
1162,verteidigen::V,яҡлау,ахьчара
1163,sich schlagen::V,һуғышыу,аисра
1164,schießen::V,атыу,ахысра
1165,siegen::V,еңеү,аиааира
1166,ärgern::V,асыуландырыу,аргəаара
1167,schlagen::V,бәреү,асра
1168,schlagen::V,бәреү,аҭасра
1169,schlagen::V,туҡмау,асра
1170,schlagen::V,туҡмау,аҭасра
1171,treten::V,тибеү,
1172,treten::V,типкеләү,
1173,stechen::V,сәнсеү,алакшара
1174,stoßen::V,этеү,агəҭасра
1175,stoßen::V,төртөү,агəҭасра
1176,stehlen::V,урлау,аӡара
1177,stören::V,ҡамасаулау,аҧырхагахара
1178,belästigen::V,бимазалау,аргəамҵра
1179,belästigen::V,ҡамасаулау,аргəамҵра
1180,verbergen::V,йәшереү,аӡара
1181,täuschen::V,ултыртыу,ажьара
1182,betrügen::V,алдау,ажьара
1183,töten::V,үлтереү,ашьра
1184,wohnen::V,йәшәү,анхара
1185,arbeiten::V,эшләү,аусура
1186,sammeln::V,йыйыу,аҟəшəара
1187,pflücken::V,өҙөү,аҿыршəара
1188,pflücken::V,өҙөү,аҿыхра
1189,jagen::V,аулау,ашəарыцара
1190,fischen::V,аулау,аҧсыӡ икуеит
1191,fassen::V,тотоу,акра
1192,hüten::V,көтөү,арҳəра
1193,hüten::V,көтөү,ахьчара
1194,treiben::V,ҡыуыу,акацара
1195,anbinden::V,бәйләү,адҳəалара
1196,füttern::V,ашатыу,акырҿаҵара
1197,melken::V,һауыү,ахьара
1198,hacken::V,турау,аҟəаҟəара
1199,hacken::V,тапау,аҟəаҟəара
1200,gießen::V,ҡойоу,аҵаҭəара
1201,reifen::V,өлғөрөү,ашəра
1202,reifen::V,өлғөрөү,аҟалара
1203,zubereiten::V,бешереү,ацура
1204,kochen::V,бешереү,ажəра
1205,backen::V,бешереү,аӡра
1206,braten::V,ҡурыу,аӡра
1207,umrühren::V,ҡатнаштырыу,аилрыхра
1208,stricken::V,бәйләү,аҧара
1209,nähen::V,тегеү,аӡахра
1210,färben::V,буяу,ашəра
1211,reinigen::V,таҙартыу,арыцқьара
1212,waschen::V,йыуыу,аӡәӡәара
1213,abwischen::V,һөртөү,арбара
1214,spülen::V,сайҡау,аҭыршара
1215,fegen::V,һепереү,аҧссара
1216,kehren::V,һепереү,
1217,baden::V,һыу инеү,аҽыкəабара
1218,sich waschen::V,йыуыныу,аҽыӡəӡəара
1219,ausziehen::V,сисеү,ашəыхра
1220,anziehen::V,кейеү,ашəҵара
1221,sich anziehen::V,кейенеү,аҽеилаҳəара
1222,kämmen::V,тарау,аҳəара
1223,schmücken::V,биҙәү,арҧшӡара
1224,sagen::V,әйтеү,аҳəара
1225,sprechen::V,әйтеү,ацəажəара
1226,sprechen::V,һөйләшеү,ацəажəара
1227,reden::V,һөйләшеү,ацəажəара
1228,reden::V,һөйләшеү,аицәажәара
1229,sich unterhalten::V,әңгәмәләшеү,аицәажәара
1230,fragen::V,һорау,азҵаара
1231,bitten::V,үтенеү,аҳəара
1232,erzählen::V,һөйләү,аҳəара
1233,mitteilen::V,әйтеү,азыцҳара
1234,nennen::V,атау,ахьӡҵара
1235,nennen::V,исемләү,ахьӡҵара
1236,rufen::V,саҡырыу,азҿыҭра
1237,prahlen::V,маҡтаныу,аҽхəара
1238,prahlen::V,шапырыныу,аҽхəара
1239,übersetzen::V,тәржемә итеү,аиҭагара
1240,denken::V,уйлау,азхəыцра
1241,glauben::V,ышаныу,ахаҵара
1242,bemerken::V,күреү,агəаҭара
1243,erkennen::V,таныу,адырра
1244,begreifen::V,аңлау,аилкаара
1245,verstehen::V,аңлау,аҳара
1246,lernen::V,өйрәнеү,аҵара
1247,wissen::V,белеү,адырра
1248,sich erinnern an::V,хәтергә алыу,агəаларшəара
1249,vergessen::V,онотоу,ахашҭра
1250,messen::V,үлсәү,ашəара
1251,zählen::V,һанау,аҧхьаӡара
1252,rechnen::V,һанау,аҳасабра
1253,lesen::V,уҡыу,аҧхьара
1254,malen::V,һүрәт яһау,
1255,malen::V,рәсем төшөрөү,
1256,zeichnen::V,һүрәт яһау,
1257,zeichnen::V,рәсем төшөрөү,
1258,schreiben::V,яҙыу,
1259,besitzen::V,биләү,амазаара
1260,kaufen::V,һатып алыу,Аахəара
1261,verkaufen::V,һатыу,аҭира
1262,bezahlen::V,түләү,ахҭынҵара
1263,bezahlen::V,түләү,ашəара
1264,zahlen::V,түләү,ашəара
1265,beherrschen::V,биләү,
1266,ertragen::V,түҙеү,ачҳара
