,Concept_ID,os,bg
168,Kuh::N,хъуг,крава
169,Bulle::N,гал,бик
170,Pferd::N,бӕх,кон
171,Schaf::N,фыс,овца
172,Schwein::N,хуы,свиня
173,Hund::N,куыдз,куче
174,Katze::N,гӕды,котка
175,Bär::N,арс,мечка
176,Eichhörnchen::N,æхсæрæг,катерица
177,Elch::N,цæгатаг саг,лос
178,Fuchs::N,рувас,лисица
179,Hase::N,тæрхъус,заек
180,Maus::N,мыст,мишка
181,Wolf::N,бирӕгъ,вълк
182,Vogel::N,цъиу,птица
183,Vogel::N,маргъ,птица
184,Schwarm::N,бал,рой
185,Schwarm::N,бал,рояк
186,Huhn::N,карк,кокошка
187,Hahn::N,уасӕг,петел
188,Gans::N,хъаз,гъска
189,Adler::N,цӕргӕс,орел
190,Ente::N,ацц,патица
191,Eule::N, уыг,сова
192,Eule::N,сидахъ,сова
193,Kranich::N,зырнæг,жерав
194,Kranich::N,хърихъупп,жерав
195,Krähe::N,халон,врана
196,Kuckuck::N,гаккук,кукувица
197,Schwan::N,доныхъаз,лебед
198,Fisch::N,кӕсаг,риба
199,Barsch::N,окунь,костур
200,Hecht::N,хихор кӕсаг,щука
201,Schlange[Tier]::N,калм,змия
202,Wurm::N,зулкъ,червей
203,Wurm::N,къуыдыргалм,червей
204,Spinne::N,хӕлуарӕг,паяк
205,Ameise::N,мæлдзыг,мравка
206,Laus::N,сыст,въшка
207,Mücke::N,къогъо,комар
208,Fliege::N,бындз,муха
209,Schmetterling::N,гæлæбу,пеперуда
210,Beere::N,гагадыргъ,плод
211,Apfel::N,фӕткъуы,ябълка
212,Pilz::N,зокъо,гъба
213,Pilz::N,къозо,гъба
214,Zwiebel::N,хъӕдындз,лук
215,Zwiebel::N,хъӕдындз,кромид
216,Saat::N,тауинаг,семе
217,Saat::N,мыггаг,семе
218,Korn::N,мыггаг,зърно
219,Korn::N,тауинаг,зърно
220,Heu::N,хос,сено
221,Schale::N,цъар,кора
222,Grube::N,урм,яма
223,Grube::N,урм,дупка
224,Grube::N,къахт,яма
225,Grube::N,къахт,дупка
226,Grube::N,дзыхъхъ,яма
227,Grube::N,дзыхъхъ,дупка
228,Falle::N,цъысым,примка
229,Falle::N,къӕппӕг,примка
230,Schlinge::N,цасм,клуп
231,Spur::N,фæд,диря
232,Spur::N,фæд,следа
233,Asche::N,фӕнык,пепел
234,Asche::N,ӕртхутӕг,пепел
235,Dreck::N,цъыф,кал
236,Eisen::N,ӕфсӕйнаг,желязо
237,Gold::N,сыгъзӕрин,злато
238,Silber::N,ӕвзист,сребро
239,Kohle::N,ӕвзалы,въглища
240,Glas::N,авг,стъкло
241,Lehm::N,ӕлыг,глина
242,Sand::N,змис,пясък
243,Mensch::N,лӕг,човек
244,Mensch::N,адӕймаг,човек
245,Mensch::N,удгоймаг,човек
246,Mann::N,лӕг,мъж
247,Mann::N,нӕлгоймаг,мъж
248,Frau::N,сылгоймаг,жена
249,Kind::N,сывӕллон,дете
250,Junge::N,лӕппу,момче
251,Mädchen::N,чызг,момиче
252,Familie::N,бинонтæ,фамилия
253,Familie::N,бинонтæ,семейство
254,Großvater::N,фыдыфыд,дядо
255,Großvater::N,мадыфыд,дядо
256,Großmutter::N,фыды мад,баба
257,Großmutter::N,мады мад,баба
258,Eltern::N,ныййарджытæ,родители
259,Vater::N,фыд,баща
260,Mutter::N,мад,майка
261,Sohn::N,фырт,син
262,Tochter::N,чызг,дъщеря
263,Bruder::N,ӕфсымӕр,брат
264,Schwester::N,хо,сестра
265,Onkel::N,фыдыфсымӕр,чичо
266,Onkel::N,фыдыфсымӕр,вуйчо
267,Tante::N,мадыхо,леля
268,Ehemann::N,мой,съпруг
269,Ehefrau::N,ус,съпруга
270,Freude::N,цин,радост
271,Freude::N,циндзинад,радост
272,Gelächter::N,худын,смях
273,Gelächter::N,худт,смях
274,Gelächter::N,худæг,смях
275,Glück::N,амонд,щастие
276,Kummer::N,хъыг,тъга
277,Wunsch::N,бӕллиц,желание
278,Lust::N,монц,желание
279,Geist::N,уд,дух
280,Gedanke::N,хъуыды,мисъл
281,Gedächtnis::N,мысæн,памет
282,Gedächtnis::N,мысын,памет
283,Gedächtnis::N,зæрдылдарын,памет
284,Verstand::N,зонд,ум
285,Verstand::N,зонд,разум
286,Sinn::N,нысаниуæг,смисъл
287,Grund::N,ӕфсон,причина
288,Wahrheit::N,æцæг,правда
289,Gespräch::N,ныхас,разговор
290,Märchen::N,аргъау,приказка
291,Erzählung::N,радзырд,разказ
292,Nachricht::N,уац,вест
293,Nachricht::N,уац,известие
294,Neuigkeit::N,хабар,новина
295,Name::N,ном,име
296,Rätsel::N,уыци-уыци,гатанка
297,Rätsel::N,базон-базон,гатанка
298,Rede::N,раныхас,реч
299,Rede::N,раныхас,слово
300,Sprache::N,ӕвзаг,език
301,Stimme::N,хъӕлӕс,глас
302,Wort::N,дзырд,дума
303,Zeichen::N,нысан,знак
304,Ruf::N,сидт,зов
305,Lärm::N,уынæр,шум
306,Lärm::N,уынæр,глъчка
307,Laut::N,зӕл,звук
308,Laut::N,мыр,звук
309,Ton::N,мыр,тон
310,Lied::N,зарӕг,песен
311,Ruhe::N,æнцой,тишина
312,Ruhe::N,æнцой,спокойствие
313,Leute::N,адӕм,хора
314,Volk::N,адӕм,народ
315,Arbeit::N,фӕллой,труд
316,Arbeit::N,фӕллой,работа
317,Gast::N,уазӕг,гост
318,Geschenk::N,хуын,дар
319,Geschenk::N,хуын,подарък
320,Spiel::N,хъазт,игра
321,Gesellschaft::N,дзыллæ,общество
322,Gesellschaft::N,æхсæнад,общество
323,Hilfe::N,æххуыс,помощ
324,Hilfe::N,ахъаз,помощ
325,Freund::N,лымӕн,приятел
326,Kamerad::N,ӕмбал,другар
327,Angelegenheit::N,хъуыддаг,работа
328,Anzahl::N,бӕрц,брой
329,Anzahl::N,бӕрц,количество
330,Art::N,хуыз,вид
331,Art::N,хуызад,вид
332,Stück::N,кæрдих,къс
333,Stück::N,кæрдих,парче
334,Stück::N,комдзаг,къс
335,Stück::N,комдзаг,парче
336,Teil::N,хай,дял
337,Teil::N,хай,част
338,Hälfte::N,æрдæг,половина
339,Hälfte::N,æмбис,половина
340,Kreis::N,зиллакк,кръг
341,Kreuz::N,дзуар,кръст
342,Linie::N,хахх,черта
343,Strich::N,хахх,щрих
344,Strich::N,хахх,черта
345,Abstand::N,æхсæнуат,дистанция
346,Abstand::N,æхсæнуат,разстояние
347,Entfernung::N,дæрддзæг,разстояние
348,Entfernung::N,дардцæг,разстояние
349,Gegend::N,ран,местност
350,Platz::N,бууат,място
351,Ort::N,ран,място
352,Ort::N,бынат,място
353,Seite::N,фахс,страна
354,Mitte::N,астӕу,среда
355,Gegenstand::N,дзаума,предмет
356,Sache::N,дзаума,вещ
357,Rand::N,кӕрон,ръб
358,Kante::N,фӕрск,ръб
359,Kante::N,фӕрск,кант
360,Ecke::N,тигъ,ъгъл
361,Ecke::N,фисын,ъгъл
362,Spitze::N,бырынкъ,връх
363,Spitze::N,бырынкъ,острие
364,Ende::N,кӕрон,край
365,Loch::N,хуынкъ,дупка
366,Winkel::N,къуым,кът
367,Winkel::N,къуым,ъгъл
368,Muster::N,нывæфтыд,десен
369,Muster::N,нывæфтыд,образец
370,Muster::N,кæдзист,десен
371,Muster::N,кæдзист,образец
372,Größe::N,ас,големина
373,Länge::N,дӕргъ,дължина
374,Höhe::N,бæрзонд,висота
375,Höhe::N,бæрзонд,височина
376,Höhe::N,бæрзæнд,висота
377,Höhe::N,бæрзæнд,височина
378,Höhe::N,бæрзонддзинад,висота
379,Höhe::N,бæрзонддзинад,височина
380,Gewicht::N,уӕз,тегло
381,Gewicht::N,уӕз,тежест
382,Menge::N,бӕрц,количество
383,Haufen::N,кӕри,куп
384,Haufen::N,кӕри,грамада
385,Reihe::N,рӕнхъ,ред
386,Reihe::N,рӕнхъ,редица
387,Boot::N,чема,лодка
388,Ruder::N,къохар,весло
389,Ruder::N,къохар,гребло
390,Schlitten::N,дзоныгъ,шейна
391,Ski::N,къахдзоныгътæ,ски
392,Ski::N,лыжæтæ,ски
393,Lagerfeuer::N,арт,огнище
394,Last::N,уаргъ,товар
395,Gang::N,цыд,ход
396,Gang::N,цыд,вървеж
397,Schritt::N,санчъех,стъпка
398,Schritt::N,къахдзӕф,стъпка
399,Norden::N,цæгат,север
400,Süden::N,хуссар,юг
401,Westen::N,ныгуылæн,запад
402,Osten::N,скæсæн,изток
403,Holz::N,хъӕдӕрмӕг,дърво
404,Brett::N,фæйнæг,дъска
405,Platte::N,къӕй,
406,Stütze::N,быцæу,
407,Stange::N,хъил,прът
408,Stange::N,хъил,върлина
409,Stock::N,лӕдзӕг,прът
410,Stock::N,лӕдзӕг,тояга
411,Stab::N,хъил,прът
412,Rohr::N,хӕтӕл,цев
413,Rohr::N,хӕтӕл,тръба
414,Haus::N,хӕдзар,къща
415,Heim::N,къона,дом
416,Ofen::N,пец,печка
417,Fußboden::N,астӕрд,под
418,Tisch::N,стъол,маса
419,Stuhl::N,бандон,стол
420,Wiege::N,авдæн,люлка
421,Bett::N,сынтӕг,легло
422,Bett::N,сынтӕг,креват
423,Regal::N,тӕрхӕг,рафт
424,Regal::N,тӕрхӕг,етажерка
425,Regal::N,уӕлвӕйнӕг,рафт
426,Regal::N,уӕлвӕйнӕг,етажерка
427,Kiste::N,асыкк,кутия
428,Kiste::N,асыкк,сандък
429,Fenster::N,рудзынг,прозорец
430,Fenster::N,фæрссаг,прозорец
431,Tür::N,дуар,врата
432,Tor::N,кулдуар,врата
433,Zaun::N,æмбонд,ограда
434,Zaun::N,быру,ограда
435,Zaun::N,гæрæн,ограда
436,Dach::N,уӕлхӕдзар,покрив
437,Leiter::N,асин,стълба
438,Besen::N,уисой,метла
439,Spaten::N,бел,лопата
440,Schaufel::N,æвгæнæн,лопата
441,Schaufel::N,кæфой,лопата
442,Gabel::N,вилкæ,вилица
443,Löffel::N,уидыг,лъжица
444,Messer::N,кард,нож
445,Nagel::N,зӕгӕл,гвоздей
446,Netz::N,хыз,мрежа
447,Haken::N,хæдз,кука
448,Haken::N,хæдз,закачалка
449,Haken::N,хæбырæгъ,кука
450,Haken::N,хæбырæгъ,закачалка
451,Griff::N,фистон,ръчка
452,Griff::N,фистон,дръжка
453,Schloss::N,гуыдыр,брава
454,Schloss::N,гуыдыр,ключалка
455,Bild::N,ныв,картина
456,Figur::N,кæрдгæныв,фигура
457,Puppe::N,чындз,кукла
458,Beutel::N,дзӕкъул,кесия
459,Bündel::N,баст,връзка
460,Tasche::N,хызын,чанта
461,Tasche::N,дзæкъул,чанта
462,Eimer::N,къæрта,кофа
463,Eimer::N,чъыбыла,кофа
464,Eimer::N,ведра,кофа
465,Deckel::N,сæр,капак
466,Deckel::N,сæр,похлупак
467,Deckel::N,æмбæрзæн,капак
468,Deckel::N,æмбæрзæн,похлупак
469,Geschirr::N,мигæнæн,съдове
470,Geschirr::N,мигæнæнтæ,съдове
471,Sack::N,голлаг,чувал
472,Tasse::N,пиала,чаша
473,Tasse::N,къус,чаша
474,Topf::N,аг,гърне
475,Topf::N,аг,тенджера
476,Topf::N,чысыл аг,гърне
477,Topf::N,чысыл аг,тенджера
478,Kessel::N,аг,котел
479,Essen::N,хӕрд,ядене
480,Nahrung::N,хойраг,храна
481,Speise::N,хӕринаг,ястие
482,Fleisch::N,дзидза,месо
483,Fleisch::N,фыдызгъӕл,месо
484,Getreide::N,халсар,зърнено храни
485,Brei::N,кас,каша
486,Brot::N,дзул,хляб
487,Scheibe::N,къӕбӕр,резен
488,Fett::N,сой,мазнина
489,Butter::N,нӕлхӕ,масло
490,Öl::N,зети,олио
491,Öl::N,зети,оливия
492,Salz::N,цӕхх,сол
493,Suppe::N,бас,супа
494,Honig::N,мыд,мед
495,Milch::N,ӕхсыр,мляко
496,Tee::N,цай,чай
497,Leder::N,мæскуы,кожа
498,Wolle::N,фӕсмын,вълна
499,Stoff::N,хъуымац,плат
500,Stoff::N,хъуымац,материал
501,Nadel::N,судзин,игла
502,Faden::N,ӕндах,конец
503,Knopf::N,цӕппӕр,копче
504,Knoten::N,ӕлхынцъ,възел
505,Farbe::N,ахорæн,боя
506,Kleidung::N,дарӕс,дрехи
507,Kleidung::N,дарӕс,облекло
508,Hemd::N,хӕдон,риза
509,Kragen::N,æфцæггот,яка
510,Ärmel::N,дыс,ръкав
511,Hose::N,хæлаф,панталони
512,Hose::N,æддаг хæлаф,панталони
513,Hose::N,салбар,панталони
514,Gürtel::N,рон,пояс
515,Gürtel::N,рон,колан
516,Mütze::N,худ,каскет
517,Mütze::N,худ,фуражка
518,Schuh::N,басмахъ,обувка
519,Stiefel::N,цырыхъхъ,ботуш
520,Ring::N,къухдарӕн,пръстен
521,Band::N,лент,лента
522,Band::N,лент,връзка
523,Kamm::N,сӕрвасӕн,гребен
524,Spiegel::N,айдæн,огледало
525,Spiegel::N,кæсæн,огледало
526,Riemen::N,гӕрз,каиш
527,Riemen::N,гӕрз,ремък
528,Schnur::N,бӕндӕн,връв
529,Decke::N,хъӕццул,покривка
530,Kissen::N,баз,възглавница
531,Tuch::N,кæлмæрзæн,сукно
532,Tuch::N,кæрдæн,сукно
533,Handtuch::N,хисæрфæн,пешкир
534,Handtuch::N,хисæрфæн,кърпа за лице
535,Kraft::N,тых,мощ
536,Kraft::N,тых,сила
537,Kraft::N,хъомыс,мощ
538,Kraft::N,хъомыс,сила
539,Stärke::N,тых,сила
540,Stärke::N,æхсар,сила
541,Gesundheit::N,æнæниздзинад,здраве
542,Krankheit::N,низ,болест
543,Krankheit::N,рын,болест
544,Schmerz::N,рис,болка
545,Wunde::N,цӕф,рана
546,Fieber::N,ризӕг,треска
547,Fieber::N,ризӕг,температура
548,Fieber::N,тӕфсӕг,треска
549,Fieber::N,тӕфсӕг,температура
550,Arznei::N,хос,лек
551,Arznei::N,хос,лекарство
552,Brücke::N,хид,мост
553,Brunnen::N,цъай,чешма
554,Brunnen::N,цъай,кладенец
555,Weide::N,хизæн,паша
556,Weide::N,хизæн,пасище
557,Weide::N,хизæнуат,паша
558,Weide::N,хизæнуат,пасище
559,Weide::N,сæрвæт,паша
560,Weide::N,сæрвæт,пасище
561,Pfad::N,къахвæндаг,пътека
562,Pfad::N,къахвæд,пътека
563,Weg::N,фӕндаг,път
564,Straße::N,фӕндаг,шосе
565,Dorf::N,хъӕу,село
566,Stadt::N,сахар,град
567,Brief::N,фыстӕг,писмо
568,Buch::N,чиныг,книга
569,Buchstabe::N,дамгъӕ,буква
570,Zeitung::N,газет,вестник
571,Leben::N,цард,живот
572,Leben::N,цӕрӕнбон,живот
573,Tod::N,мæлæт,смърт
574,Tod::N,адзал,смърт
575,Grab::N,ингӕн,гроб
576,Kirche::N,аргъуан,църква
577,Sünde::N,тæригъæд,грях
578,Gott::N,хуыцау,бог
579,Arbeiter::N,кусæг,работник
580,Chef::N,ӕмцег,шеф
581,Chef::N,ӕмцег,началник
582,Meister::N,мастер,майстор
583,Meister::N,дæсны,майстор
584,Arzt::N,хосгæнæг,лекар
585,Arzt::N,дохтыр,лекар
586,Lehrer::N,ахуыргæнæг,учител
587,Geld::N,ӕхца,пари
588,Geschäft::N,бизнес,сделка
589,Geschäft::N,хъуыддаг,сделка
590,Laden::N,дукани,дюкян
591,Laden::N,дукани,магазин
592,Preis::N,аргъ,цена
593,Ware::N,базайраг,стока
594,Nutzen::N,пайда,полза
595,Nutzen::N,пайда,облага
596,Reichtum::N,хъæздыгдзинад,богатство
597,Reichtum::N,исбон,богатство
598,Reichtum::N,мулк,богатство
599,Welt::N,дуне,свят
600,Land::N,бӕстӕ,страна
601,Staat::N,паддзахад,щат
602,Staat::N,паддзахад,държава
603,König::N,къарол,крал
604,Macht::N,хицаудзинад,мощ
605,Macht::N,хицаудзинад,власт
606,Grenze::N,арӕн,граница
607,Krieg::N,хӕст,война
608,Feind::N,знаг,враг
609,Feind::N,знаг,неприятел
610,Feind::N,фыдгул,враг
611,Feind::N,фыдгул,неприятел
612,Feind::N,фыдзæрдæ,враг
613,Feind::N,фыдзæрдæ,неприятел
614,Feind::N,сон,враг
615,Feind::N,сон,неприятел
616,Gewalt::N,тыхми,сила
617,Gewalt::N,тыхми,насилие
618,Gewalt::N,тыхдзинад,сила
619,Gewalt::N,тыхдзинад,насилие
620,Kampf::N,хæст,борба
621,Kampf::N,хæст,сражение
622,Kampf::N,хъæбысæйхæст,борба
623,Kampf::N,хъæбысæйхæст,сражение
624,Kampf::N,тох,борба
625,Kampf::N,тох,сражение
626,Bogen[Waffe]::N,ӕрдын,лък
627,Pfeil::N,фат,стрела
628,Gewehr::N,топп,пушка
629,Fehler::N,рӕдыд,грешка
630,Lüge::N,мӕнг,лъжа
631,Lüge::N,гӕдыдзинад,лъжа
632,Schaden::N,зиан,повреда
633,Unglück::N,бæллæх,нещастие
634,Schuld::N,азым,вина
635,Alter::N,кар,възраст
636,Schluss::N,кæрон,край
637,Zeit::N,рӕстӕг,време
638,Tag::N,бон,ден
639,Morgen::N,райсом,утро
640,Morgen::N,райсом,сутрин
641,Mittag::N,æмбисбон,обед
642,Mittag::N,æмбисбон,пладне
643,Abend::N,изӕр,вечер
644,Nacht::N,ӕхсӕв,нощ
645,Woche::N,къуыри,седмица
646,Monat::N,мӕй,месец
647,Jahr::N,аз,година
648,Jahr::N,афӕдз,година
649,Frühling::N,уалдзæг,пролет
650,Sommer::N,сӕрд,лято
651,Herbst::N,фæззæг,есен
652,Winter::N,зымӕг,зима
653,Januar::N,январь,януари
654,Februar::N,февраль,февруари
655,März::N,мартъи,март
656,April::N,апрель,април
657,Mai::N,май,май
658,Juni::N,июнь,юни
659,Juli::N,июль,юли
660,August::N,август,август
661,September::N,сентябрь,септември
662,Oktober::N,октябрь,октомври
663,November::N,ноябрь,ноември
664,Dezember::N,декабрь,декември
665,Montag::N,къуырисæр,понеделник
666,Dienstag::N,дыццæг,вторник
667,Mittwoch::N,æртыццæг,сряда
668,Donnerstag::N,цыппæрæм,четвъртък
669,Freitag::N,майрæмбон,петък
670,Samstag::N,сабат,събота
671,Sonntag::N,хуыцаубон,неделя
672,groß::A,дынджыр,едър
673,groß::A,дынджыр,голям
674,klein::A,гыццыл,малък
675,klein::A,гыццыл,дребен
676,lang::A,даргъ,дълъг
677,kurz::A,цыбыр,къс
678,breit::A,фӕтӕн,широк
679,schmal::A,нарӕг,тесен
680,schmal::A,уынгӕг,тесен
681,dicht::A,бæзджын,гъст
682,dicht::A,тар,гъст
683,dick[Gegenstand]::A,сӕвджын,дебел
684,dünn::A,тæнæг,тънък
685,fein::A,лыстӕг,фин
686,fein::A,лыстӕг,тънък
687,fest::A,фидар,твърд
688,fest::A,фидар,плътен
689,fest::A,хъӕддых,твърд
690,fest::A,хъӕддых,плътен
691,flach::A,тъӕпӕн,равен
692,flach::A,тъӕпӕн,плосък
693,glatt::A,лӕгъз,гладък
694,hart::A,хъӕбӕр,твърд
695,hart::A,хъӕбӕр,корав
696,weich::A,фӕлмӕн,мек
697,rund::A,тымбыл,кръгъл
698,spitz::A,цыргъбырынкъ,островръх
699,spitz::A,цыргъфындз,островръх
700,scharf::A,цыргъ,остър
701,stumpf::A,къуымых,тъп
702,schwer::A,уӕззау,тежък
703,schön::A,аив,хубав
704,schön::A,аив,красив
705,schön::A,рӕсугъд,хубав
706,schön::A,рӕсугъд,красив
707,heiß::A,тӕвд,жарък
708,warm::A,хъарм,топъл
709,kalt::A,уазал,студен
710,kühl::A,сатæг,хладен
711,kühl::A,уазалгомау,хладен
712,frisch::A,сатæг,свеж
713,feucht::A,уымӕл,влажен
714,nass::A,хуылыдз,мокър
715,trocken::A,хус,сух
716,voll::A,дзаг,пълен
717,voll::A,йедзаг ,пълен
718,leer::A,афтид,празен
719,offen::A,гом,откровен
720,geschlossen::A,æхгæд,закрит
721,geschlossen::A,æхгæд,затворен
722,sauber::A,сыгъдæг,чист
723,schmutzig::A,чъиллон,мръсен
724,roh::A,хом,суров
725,reif::A,рӕгъӕд,зрял
726,lecker::A,хӕрзад,вкусен
727,süß::A,адджын,сладък
728,bitter::A,судзаг,горчив
729,sauer::A,туаг,кисел
730,hell::A,рухс,ясен
731,hell::A,рухс,светъл
732,dunkel::A,талынг,тъмен
733,schwarz::A,сау,черен
734,weiß::A,урс,бял
735,rot::A,сырх,червен
736,gelb::A,бур,жълт
737,blau::A,цъӕх,син
738,grün::A,цъӕх,зелен
739,grün::A,кӕрдӕгхуыз,зелен
740,grau::A,цъӕх,сив
741,grau::A,фӕныкхуыз,сив
742,bunt::A,хъулон,шарен
743,bunt::A,хъулон,пъстър
744,bunt::A,гæрæм,шарен
745,bunt::A,гæрæм,пъстър
746,billig::A,аслам,евтин
747,teuer::A,зынаргъ,скъп
748,wertvoll::A,зынаргъ,ценен
749,blind::A,куырм,сляп
750,taub::A,къуырма,глух
751,kräftig::A,домбай,силен
752,kräftig::A,тыхджын,силен
753,stark::A,тыхджын,здрав
754,stark::A,тыхджын,силен
755,schwach::A,ӕнӕбон,слаб
756,fett::A,нард,тлъст
757,schlank::A,гуырвидыц,тънък
758,schlank::A,гуырвидыц,строен
759,schlank::A,хæрзконд,тънък
760,schlank::A,хæрзконд,строен
761,schlank::A,рæхснæг,тънък
762,schlank::A,рæхснæг,строен
763,schlank::A,сагамад,тънък
764,schlank::A,сагамад,строен
765,hübsch::A,аив,хубав
766,hübsch::A,рӕсугъд,хубав
767,böse::A,фыдзӕрдӕ,зъл
768,dumm::A,ӕдылы,глупав
769,faul::A,зивӕг,ленив
770,faul::A,зивӕг,мързелив
771,faul::A,зивӕггӕнаг,ленив
772,faul::A,зивӕггӕнаг,мързелив
773,fleißig::A,æнæзивæг,прилежен
774,fleißig::A,æнувыд,прилежен
