,Concept_ID,pt,ru
859,schwanken::V,oscilar,колебаться
860,schwingen::V,vibrar,качаться
861,fallen::V,cair,падать
862,brennen::V,arder,гореть
863,rauchen::V,fumegar,дымить
864,regnen::V,chover,дождить
865,gefrieren::V,gelar,замерзнуть
866,gefrieren::V,congelar,замерзнуть
867,tauen::V,derreter,таять
868,tauen::V,descongelar,таять
869,schmelzen::V,fundir-se,плавиться
870,trocknen::V,secar,сохнуть
871,sieden::V,ferver,кипеть
872,faulen::V,estragar-se,гнить
873,verfaulen::V,apodrecer,сгнить
874,reißen::V,romper-se,рваться
875,versinken::V,afundar-se,тонуть
876,vergehen::V,passar,проходить
877,erscheinen::V,aparecer,появиться
878,verschwinden::V,desaparecer,исчезнуть
879,sinken::V,descer,спадать
880,abnehmen::V,diminuir,уменьшиться
881,abnehmen::V,decrescer,уменьшиться
882,zunehmen::V,crescer,увеличиваться
883,zunehmen::V,aumentar,увеличиваться
884,steigen::V,subir,подниматься
885,wachsen::V,crescer,расти
886,glänzen::V,brilhar,блестеть
887,funkeln::V,cintilar,сверкать
888,lärmen::V,fazer barulho,шуметь
889,läuten::V,chocalhar,звонить
890,klingeln::V,tocar,звонить
891,klirren::V,tinir,звякать
892,brausen::V,bramar,бушевать
893,rauschen::V,murmurar,шелестеть
894,rauschen::V,rumorejar,шелестеть
895,klingen::V,soar,звучать
896,bellen::V,ladrar,лаять
897,heulen::V,uivar,выть
898,blasen::V,soprar,дунуть
899,pfeifen::V,assobiar,свистеть
900,schreien::V,gritar,кричать
901,stöhnen::V,gemer,стонать
902,zittern::V,tremer,дрожать
903,leben::V,viver,жить
904,geboren werden::V,nascer,родиться
905,atmen::V,respirar,дышать
906,trinken::V,beber,пить
907,essen::V,comer,есть
908,essen::V,comer,кушать
909,schlucken::V,engolir,глотать
910,müde werden::V,cansar-se,устать
911,einschlafen::V,adormecer,заснуть
912,schlafen::V,dormir,спать
913,aufwachen::V,acordar,проснуться
914,aufstehen::V,levantar-se,встать
915,sich erholen::V,descansar,отдыхать
916,krank werden::V,adoecer,заболеть
917,krank werden::V,ficar doente,заболеть
918,krank sein::V,estar doente,болеть
919,schmerzen::V,doer,болеть
920,husten::V,tossir,кашлять
921,genesen::V,convalescer,поправиться
922,sterben::V,morrer,умереть
923,umkommen::V,perecer,погибнуть
924,sich bewegen::V,mover-se,двигаться
925,sich rühren::V,mexer-se,шевельнуться
926,sich erheben::V,levantar-se,встать
927,sich setzen::V,sentar-se,сесть
928,hinfallen::V,cair,упасть
929,laufen::V,andar,ходить
930,laufen::V,caminhar,ходить
931,schreiten::V,andar,шагать
932,schreiten::V,caminhar,шагать
933,spazierengehen::V,passear,гулять
934,eilen::V,apressar-se,спешить
935,sich beeilen::V,apressar-se,торопиться
936,sich beeilen::V,despachar-se,торопиться
937,sausen::V,correr,мчаться
938,rennen::V,correr,бегать
939,springen::V,saltar,прыгать
940,klettern::V,trepar,лазать
941,schaukeln::V,baloiçar,раскачиваться
942,kriechen::V,rastejar,ползать
943,kriechen::V,arrastar-se,ползать
944,schwimmen::V,nadar,плавать
945,tauchen::V,mergulhar,нырять
946,rudern::V,remar,грести
947,fahren::V,ir,ехать
948,fliegen::V,voar,летать
949,gehen::V,ir,идти
950,gehen::V,andar,идти
951,weggehen::V,partir,уйти
952,weggehen::V,ir-se embora,уйти
953,abfahren::V,sair,отправиться
954,abfahren::V,partir,отправиться
955,anhalten::V,parar,остановиться
956,hineingehen::V,entrar,входить
957,eintreten::V,entrar,войти
958,kommen::V,vir,прийти
959,ankommen::V,chegar,прибыть
960,zurückkommen::V,voltar,возвратиться
961,zurückkommen::V,regressar,возвратиться
962,bleiben::V,ficar,остаться
963,bleiben::V,permanecer,остаться
964,warten::V,esperar,ждать
965,erwarten::V,esperar,ожидать
966,erwarten::V,aguardar,ожидать
967,suchen::V,buscar,искать
968,suchen::V,procurar,искать
969,finden::V,achar,найти
970,finden::V,encontrar,найти
971,versuchen::V,tentar,пытаться
972,vorbereiten::V,preparar,подготовить
973,lieben::V,amar,любить
974,lieben::V,querer,любить
975,mögen::V,gostar de,любить
976,lachen::V,rir,смеяться
977,lachen::V,rir-se,смеяться
978,rühren::V,comover,растрогать
979,weinen::V,chorar,плакать
980,schimpfen::V,ralhar,ругаться
981,sich ärgern::V,zangar-se,сердиться
982,sich fürchten::V,ter medo de,бояться
983,sich fürchten::V,ter receio de,бояться
984,fürchten::V,temer,бояться
985,fürchten::V,recear,бояться
986,fliehen::V,fugir,убегать
987,flüchten::V,refugiar-se,убежать
988,sehen::V,ver,видеть
989,anschauen::V,olhar,посмотреть
990,ansehen::V,mirar,смотреть
991,hören::V,ouvir,слышать
992,zuhören::V,escutar,слушать
993,probieren::V,provar,пробовать
994,probieren::V,saborear,пробовать
995,riechen::V,cheirar,нюхать
996,fühlen::V,sentir,чувствовать
997,scheinen::V,parecer,казаться
998,zu sehen sein::V,estar à vista,виднеться
999,vernehmen::V,ouvir,услышать
1000,frieren::V,ter frio,мерзнуть
1001,tun::V,fazer,делать
1002,können::V,saber,мочь
1003,können::V,saber,уметь
1004,wollen::V,querer,хотеть
1005,anfangen::V,iniciar,начать
1006,beenden::V,acabar,закончить
1007,beenden::V,terminar,закончить
1008,aufhören::V,cessar,перестать
1009,aufhören::V,desistir,перестать
1010,gelingen::V,sair bem,удаться
1011,gelingen::V,dar bom resultado,удаться
1012,geraten::V,sair,оказаться
1013,geraten::V,dar resultado,оказаться
1014,öffnen::V,abrir,открыть
1015,schließen::V,fechar,закрыть
1016,stellen::V,pôr,поставить
1017,stellen::V,colocar,поставить
1018,setzen::V,pôr,посадить
1019,setzen::V,meter,посадить
1020,legen::V,pôr,класть
1021,legen::V,meter,класть
1022,berühren::V,tocar,трогать
1023,verbinden::V,unir,связать
1024,verbinden::V,ligar,связать
1025,bedecken::V,cobrir,покрыть
1026,aufhängen::V,pendurar,повесить
1027,anzünden::V,acender,зажечь
1028,aufheben::V,apanhar,поднять
1029,aufheben::V,levantar,поднять
1030,zurücklassen::V,deixar,оставить
1031,verlieren::V,perder,потерять
1032,fallen lassen::V,deixar cair,уронить
1033,machen::V,fazer,сделать
1034,herstellen::V,produzir,изготовить
1035,bauen::V,edificar,строить
1036,bauen::V,construir,строить
1037,reparieren::V,reparar,чинить
1038,reparieren::V,consertar,чинить
1039,verbessern::V,melhorar,улучшить
1040,ändern::V,mudar,изменить
1041,ändern::V,alterar,изменить
1042,graben::V,cavar,копать
1043,beugen::V,curvar,согнуть
1044,biegen::V,vergar,погнуть
1045,drehen::V,girar,вертеть
1046,wenden::V,virar,повернуть
1047,wenden::V,voltar,повернуть
1048,umdrehen::V,virar,перевернуть
1049,umdrehen::V,revolver,перевернуть
1050,heben::V,levantar,поднимать
1051,hochheben::V,erguer,поднять
1052,hochheben::V,levantar,поднять
1053,ergreifen::V,apanhar,схватить
1054,halten::V,segurar,держать
1055,drücken::V,apertar,нажимать
1056,schieben::V,empurrar,толкать
1057,kratzen::V,raspar,скрести
1058,lecken::V,lamber,лизать
1059,beißen::V,morder,кусать
1060,abreißen::V,arrancar,оторвать
1061,abschneiden::V,talhar,отрезать
1062,binden::V,ligar,вязать
1063,stecken::V,meter,воткнуть
1064,stecken::V,enfiar,воткнуть
1065,brechen::V,romper,сломать
1066,brechen::V,quebrar,сломать
1067,klopfen::V,bater,стучать
1068,hauen::V,bater,бить
1069,kleben::V,colar,клеить
1070,reiben::V,esfregar,тереть
1071,streichen::V,barrar,намазать
1072,schleifen::V,afiar,точить
1073,schneiden::V,cortar,резать
1074,rütteln::V,sacudir,шатать
1075,schütteln::V,abanar,трясти
1076,schütteln::V,sacudir,трясти
1077,schwenken::V,agitar,махать
1078,schütten::V,deitar,налить
1079,füllen::V,encher,наполнить
1080,einwickeln::V,envolver,завернуть
1081,einwickeln::V,embrulhar,завернуть
1082,tragen::V,levar,нести
1083,tragen::V,trazer,нести
1084,schleppen::V,arrastar,тащить
1085,ziehen::V,puxar,тянуть
1086,aufbewahren::V,guardar,хранить
1087,aufbewahren::V,conservar,хранить
1088,werfen::V,lançar,бросать
1089,fangen::V,apanhar,ловить
1090,packen::V,agarrar,схватить
1091,verstecken::V,esconder,спрятать
1092,teilen::V,partir,разделить
1093,teilen::V,dividir,разделить
1094,schicken::V,enviar,посылать
1095,bringen::V,trazer,принести
1096,hinzufügen::V,acrescentar,добавить
1097,bekommen::V,obter,достать
1098,erhalten::V,receber,получить
1099,nehmen::V,tomar,взять
1100,wählen::V,eleger,выбрать
1101,wählen::V,escolher,выбрать
1102,auswählen::V,escolher,отобрать
1103,auswählen::V,seleccionar,отобрать
1104,bewahren::V,guardar,сохранить
1105,bewahren::V,conservar,сохранить
1106,behindern::V,impedir,препятствовать
1107,verderben::V,estragar,испортить
1108,verderben::V,corromper,испортить
1109,beschädigen::V,danificar,повредить
1110,zerbrechen::V,romper,разбить
1111,zerbrechen::V,quebrar,разбить
1112,zerreißen::V,rasgar,разорвать
1113,zerstören::V,destruir,разрушить
1114,verbrennen::V,queimar,сжечь
1115,geben::V,dar,дать
1116,reichen::V,passar,передать
1117,schenken::V,oferecer,дарить
1118,versprechen::V,prometer,обещать
1119,wünschen::V,desejar,желать
1120,loben::V,louvar,хвалить
1121,küssen::V,beijar,целовать
1122,wiegen::V,embalar,качать
1123,zudecken::V,tapar,накрыть
1124,zudecken::V,cobrir,накрыть
1125,wecken::V,acordar,разбудить
1126,wecken::V,despertar,разбудить
1127,zeigen::V,mostrar,показать
1128,führen::V,guiar,вести
1129,führen::V,conduzir,вести
1130,lehren::V,ensinar,учить
1131,unterrichten::V,instruir,преподавать
1132,aufziehen::V,criar,воспитать
1133,leiten::V,dirigir,руководить
1134,leiten::V,conduzir,руководить
1135,antreiben::V,impelir,подгонять
1136,lassen::V,fazer,заставить
1137,einladen::V,convidar,пригласить
1138,vereinigen::V,unir,объединить
1139,vereinigen::V,reunir,объединить
1140,besuchen::V,ir ver,посетить
1141,besuchen::V,visitar,посетить
1142,treffen::V,encontrar,встретить
1143,sich versammeln::V,reunir-se,собраться
1144,spielen::V,jogar,играть
1145,spielen::V,brincar,играть
1146,singen::V,cantar,петь
1147,tanzen::V,bailar,плясать
1148,tanzen::V,bailar,танцевать
1149,sich trennen::V,apartar-se,расстаться
1150,verlassen::V,deixar,покинуть
1151,verlassen::V,abandonar,покинуть
1152,retten::V,salvar,спасти
1153,bewachen::V,vigiar,охранять
1154,bewachen::V,guardar,охранять
1155,schützen::V,proteger,уберегать
1156,verteidigen::V,defender,защитить
1157,sich schlagen::V,brigar,драться
1158,sich schlagen::V,bater-se,драться
1159,schießen::V,disparar,стрелять
1160,siegen::V,vencer,победить
1161,ärgern::V,irritar,сердить
1162,ärgern::V,aborrecer,сердить
1163,schlagen::V,bater,ударить
1164,treten::V,pisar,пинать
1165,stechen::V,picar,уколоть
1166,stoßen::V,empurrar,толкнуть
1167,stehlen::V,furtar,украсть
1168,stören::V,perturbar,помешать
1169,belästigen::V,incomodar,надоедать
1170,belästigen::V,importunar,надоедать
1171,verbergen::V,ocultar,скрыть
1172,verbergen::V,esconder,скрыть
1173,täuschen::V,iludir,обмануть
1174,täuschen::V,enganar,обмануть
1175,betrügen::V,burlar,смошенничать
1176,betrügen::V,enganar,смошенничать
1177,töten::V,matar,убить
1178,wohnen::V,morar,проживать
1179,arbeiten::V,trabalhar,работать
1180,sammeln::V,recolher,собрать
1181,sammeln::V,coleccionar,собрать
1182,pflücken::V,colher,рвать
1183,pflücken::V,colher,срывать
1184,jagen::V,caçar,охотиться
1185,fischen::V,pescar,рыбачить
1186,fassen::V,apanhar,поймать
1187,hüten::V,guardar,пасти
1188,treiben::V,conduzir,гнать
1189,anbinden::V,atar,привязать
1190,füttern::V,dar de comer a,кормить
1191,melken::V,ordenhar,доить
1192,hacken::V,rachar,рубить
1193,gießen::V,regar,полить
1194,reifen::V,amadurecer,созреть
1195,zubereiten::V,preparar,приготовить
1196,kochen::V,cozer,варить
1197,backen::V,cozer,печь
1198,braten::V,assar,жарить
1199,braten::V,fritar,жарить
1200,umrühren::V,remexer,перемешать
1201,stricken::V,tricotar,вязать
1202,stricken::V,fazer malha,вязать
1203,nähen::V,coser,шить
1204,nähen::V,costurar,шить
1205,färben::V,tingir,покрасить
1206,färben::V,colorir,покрасить
1207,reinigen::V,limpar,очистить
1208,reinigen::V,purificar,очистить
1209,waschen::V,lavar,стирать
1210,abwischen::V,limpar,вытереть
1211,abwischen::V,esfregar,вытереть
1212,spülen::V,lavar,полоскать
1213,spülen::V,enxaguar,полоскать
1214,fegen::V,varrer,подметать
1215,kehren::V,varrer,мести
1216,baden::V,banhar,купаться
1217,baden::V,tomar banho,купаться
1218,sich waschen::V,lavar-se,мыться
1219,ausziehen::V,despir,снять
1220,anziehen::V,vestir,надеть
1221,sich anziehen::V,vestir-se,одеться
1222,kämmen::V,pentear,причесать
1223,schmücken::V,adornar,украсить
1224,sagen::V,dizer,сказать
1225,sprechen::V,falar,говорить
1226,reden::V,falar,разговаривать
1227,sich unterhalten::V,conversar,беседовать
1228,fragen::V,perguntar,спросить
1229,bitten::V,pedir,просить
1230,erzählen::V,contar,рассказать
1231,mitteilen::V,comunicar,сообщить
1232,mitteilen::V,participar,сообщить
1233,nennen::V,nomear,назвать
1234,nennen::V,apelidar,назвать
1235,rufen::V,chamar,звать
1236,prahlen::V,gabar-se,хвастаться
1237,prahlen::V,vangloriar-se,хвастаться
1238,übersetzen::V,traduzir,перевести
1239,denken::V,pensar,думать
1240,glauben::V,crer,верить
1241,bemerken::V,notar,заметить
1242,bemerken::V,observar,заметить
1243,erkennen::V,reconhecer,узнать
1244,begreifen::V,apreender,понять
1245,begreifen::V,apreender,постичь
1246,begreifen::V,compreender,понять
1247,begreifen::V,compreender,постичь
1248,verstehen::V,entender,услышать
1249,verstehen::V,compreender,услышать
1250,lernen::V,aprender,учиться
1251,wissen::V,saber,знать
1252,sich erinnern an::V,lembrar-se de,вспомнить
1253,sich erinnern an::V,recordar-se de,вспомнить
1254,vergessen::V,esquecer,забыть
1255,messen::V,medir,мерить
1256,zählen::V,contar,считать
1257,rechnen::V,calcular,считать
1258,lesen::V,ler,читать
1259,malen::V,pintar,рисовать
1260,zeichnen::V,desenhar,рисовать
1261,schreiben::V,escrever,писать
1262,besitzen::V,possuir,иметь
1263,kaufen::V,comprar,купить
1264,verkaufen::V,vender,продать
1265,bezahlen::V,pagar,заплатить
1266,zahlen::V,pagar,платить
1267,beherrschen::V,imperar,владеть
1268,ertragen::V,suportar,вытерпеть
