,Concept_ID,hr,cs
236,Grube::N,jama,jáma
237,Falle::N,zamka,past
238,Falle::N,zamka,léčka
239,Falle::N,klopka,past
240,Falle::N,klopka,léčka
241,Schlinge::N,uzao,smyčka
242,Schlinge::N,petlja,smyčka
243,Spur::N,trag,stopa
244,Spur::N,slijed,stopa
245,Asche::N,pepeo,popel
246,Dreck::N,blato,špína
247,Eisen::N,željezo,železo
248,Gold::N,zlato,zlato
249,Silber::N,srebro,stříbro
250,Kohle::N,ugalj,uhlí
251,Kohle::N,ugljen,uhlí
252,Glas::N,staklo,sklo
253,Lehm::N,glina,jíl
254,Lehm::N,glina,hlína
255,Lehm::N,ilovača,jíl
256,Lehm::N,ilovača,hlína
257,Sand::N,pijesak,písek
258,Mensch::N,čovjek,člověk
259,Mann::N,muškarac,muž
260,Frau::N,žena,žena
261,Kind::N,čedo,dítě
262,Kind::N,dijete,dítě
263,Junge::N,momče,hoch
264,Junge::N,momče,chlapec
265,Junge::N,dječak,hoch
266,Junge::N,dječak,chlapec
267,Mädchen::N,djevojka,děvče
268,Mädchen::N,djevojčica,děvče
269,Familie::N,obitelj,rodina
270,Familie::N,porodica,rodina
271,Großvater::N,djed,děd
272,Großvater::N,djed,dědeček
273,Großmutter::N,baka,babička
274,Eltern::N,roditelji,rodiče
275,Vater::N,otac,otec
276,Mutter::N,majka,matka
277,Sohn::N,sin,syn
278,Tochter::N,kći,dcera
279,Tochter::N,kćerka,dcera
280,Bruder::N,brat,bratr
281,Schwester::N,sestra,sestra
282,Onkel::N,čika,strýc
283,Onkel::N,ujak,strýc
284,Tante::N,ujna,teta
285,Tante::N,tetka,teta
286,Ehemann::N,muž,choť
287,Ehemann::N,muž,manžel
288,Ehemann::N,suprug,choť
289,Ehemann::N,suprug,manžel
290,Ehefrau::N,žena,choť
291,Ehefrau::N,žena,manželka
292,Ehefrau::N,supruga,choť
293,Ehefrau::N,supruga,manželka
294,Freude::N,radost,radost
295,Gelächter::N,grohot,smích
296,Glück::N,sreća,štěstí
297,Kummer::N,jad,žal
298,Kummer::N,jad,trápení
299,Kummer::N,briga,žal
300,Kummer::N,briga,trápení
301,Wunsch::N,želja,přání
302,Lust::N,volja,chuť
303,Geist::N,duh,duch
304,Gedanke::N,misao,myšlenka
305,Gedächtnis::N,pamćenje,paměť
306,Verstand::N,um,rozum
307,Verstand::N,razum,rozum
308,Sinn::N,smisao,smysl
309,Sinn::N,značenje,smysl
310,Grund::N,razlog,důvod
311,Wahrheit::N,istina,pravda
312,Gespräch::N,razgovor,rozhovor
313,Märchen::N,bajka,pohádka
314,Erzählung::N,priča,povídka
315,Erzählung::N,pripovijest,povídka
316,Nachricht::N,vijest,zpráva
317,Neuigkeit::N,novost,novina
318,Neuigkeit::N,novost,novinka
319,Name::N,ime,jméno
320,Rätsel::N,zagonetka,hádanka
321,Rede::N,govor,řeč
322,Rede::N,govor,proslov
323,Rede::N,besjeda,řeč
324,Rede::N,besjeda,proslov
325,Sprache::N,jezik,řeč
326,Sprache::N,jezik,jazyk
327,Stimme::N,glas,hlas
328,Wort::N,riječ,slovo
329,Zeichen::N,znak,znamení
330,Ruf::N,povik,zavolání
331,Ruf::N,poklik,zavolání
332,Lärm::N,buka,hluk
333,Lärm::N,galama,hluk
334,Laut::N,zvuk,zvuk
335,Ton::N,ton,tón
336,Lied::N,pjesma,píseň
337,Ruhe::N,tišina,klid
338,Ruhe::N,tišina,pokoj
339,Ruhe::N,počinak,klid
340,Ruhe::N,počinak,pokoj
341,Leute::N,ljudi,lidé
342,Volk::N,puk,národ
343,Volk::N,narod,národ
344,Arbeit::N,rad,práce
345,Arbeit::N,posao,práce
346,Gast::N,gost,host
347,Geschenk::N,dar,dar
348,Geschenk::N,poklon,dar
349,Spiel::N,igra,hra
350,Gesellschaft::N,društvo,společnost
351,Gesellschaft::N,kompanija,společnost
352,Hilfe::N,pomoć,pomoc
353,Freund::N,prijatelj,přítel
354,Kamerad::N,drug,kamarád
355,Kamerad::N,drugar,kamarád
356,Angelegenheit::N,posao,záležitost
357,Anzahl::N,broj,počet
358,Anzahl::N,brojnost,počet
359,Art::N,vid,druh
360,Art::N,vrst,druh
361,Stück::N,komad,kus
362,Stück::N,komad,kousek
363,Teil::N,dio,díl
364,Teil::N,dio,část
365,Hälfte::N,polovina,půl
366,Kreis::N,krug,kruh
367,Kreuz::N,križ,kříž
368,Linie::N,crta,linka
369,Strich::N,crta,čára
370,Strich::N,crta,čárka
371,Abstand::N,razmak,vzdálenost
372,Abstand::N,odstojanje,vzdálenost
373,Entfernung::N,udaljenost,vzdálenost
374,Gegend::N,kraj,krajina
375,Gegend::N,predeo,krajina
376,Platz::N,mjesto,prostor
377,Ort::N,mjesto,místo
378,Seite::N,bok,strana
379,Seite::N,strana,strana
380,Mitte::N,sredina,střed
381,Mitte::N,sredina,prostředek
382,Gegenstand::N,predmet,předmět
383,Sache::N,posao,věc
384,Rand::N,rub,kraj
385,Rand::N,rub,okraj
386,Rand::N,kraj,kraj
387,Rand::N,kraj,okraj
388,Kante::N,brid,hrana
389,Kante::N,ivica,hrana
390,Ecke::N,ugao,roh
391,Spitze::N,vrh,hrot
392,Spitze::N,vrh,špička
393,Spitze::N,šiljak,hrot
394,Spitze::N,šiljak,špička
395,Ende::N,konac,konec
396,Loch::N,rupa,díra
397,Winkel::N,kut,kout
398,Winkel::N,ugao,kout
399,Muster::N,uzor,vzor
400,Größe::N,veličina,velikost
401,Länge::N,duljina,délka
402,Höhe::N,visina,výška
403,Gewicht::N,težina,váha
404,Menge::N,mnoštvo,množství
405,Menge::N,količina,množství
406,Haufen::N,hrpa,kupa
407,Haufen::N,hrpa,hromada
408,Haufen::N,gomila,kupa
409,Haufen::N,gomila,hromada
410,Reihe::N,red,řada
411,Reihe::N,red,řádek
412,Boot::N,čun,člun
413,Boot::N,čamac,člun
414,Ruder::N,veslo,veslo
415,Schlitten::N,saone,sáně
416,Ski::N,ski,lyže
417,Ski::N,smučka,lyže
418,Lagerfeuer::N,logorska vatra,táborák
419,Last::N,tovar,náklad
420,Last::N,tovar,břemeno
421,Gang::N,hod,chůze
422,Gang::N,hod,chodba
423,Schritt::N,korak,krok
424,Norden::N,sjever,sever
425,Süden::N,jug,jih
426,Westen::N,zapad,západ
427,Osten::N,istok,východ
428,Holz::N,drvo,dřevo
429,Brett::N,daska,prkno
430,Platte::N,ploča,deska
431,Stütze::N,potpora,opěra
432,Stange::N,motka,tyč
433,Stange::N,motka,tyčka
434,Stock::N,štap,hůlka
435,Stock::N,palica,hůlka
436,Stab::N,štap,hůl
437,Stab::N,šipka,hůl
438,Rohr::N,cijev,trubka
439,Haus::N,kuća,dům
440,Heim::N,dom,domov
441,Ofen::N,peć,kamna
442,Fußboden::N,pod,podlaha
443,Tisch::N,stol,stůl
444,Tisch::N,trpeza,stůl
445,Stuhl::N,stolac,židle
446,Stuhl::N,stolica,židle
447,Wiege::N,kolijevka,kolébka
448,Bett::N,krevet,postel
449,Bett::N,postelja,postel
450,Regal::N,polica,regál
451,Regal::N,polica,police
452,Kiste::N,sanduk,bedna
453,Fenster::N,prozor,okno
454,Tür::N,vrata,dveře
455,Tor::N,vrata,vrata
456,Tor::N,kapija,vrata
457,Zaun::N,plot,plot
458,Zaun::N,ograda,plot
459,Dach::N,krov,střecha
460,Leiter::N,ljestve,žebřík
461,Leiter::N,ljestvice,žebřík
462,Besen::N,metla,koště
463,Besen::N,metla,smeták
464,Spaten::N,ašov,rýč
465,Schaufel::N,lopata,lopata
466,Gabel::N,viljuška,vidlička
467,Löffel::N,žlica,lžíce
468,Messer::N,nož,nůž
469,Nagel::N,čavao,hřebík
470,Netz::N,mreža,síť
471,Haken::N,kuka,hák
472,Griff::N,držak,držadlo
473,Griff::N,ručica,držadlo
474,Schloss::N,brava,zámek
475,Bild::N,slika,obraz
476,Figur::N,figura,figura
477,Puppe::N,lutka,panenka
478,Beutel::N,kesa,pytlík
479,Bündel::N,snop,svazek
480,Bündel::N,svežanj,svazek
481,Tasche::N,torba,taška
482,Tasche::N,torba,brašna
483,Tasche::N,taška,taška
484,Tasche::N,taška,brašna
485,Eimer::N,kabao,kýbl
486,Eimer::N,kabao,vědro
487,Deckel::N,poklopac,víko
488,Deckel::N,poklopac,příklop
489,Geschirr::N,suđe,nádobí
490,Geschirr::N,posuđe,nádobí
491,Sack::N,džak,pytel
492,Sack::N,vreća,pytel
493,Tasse::N,šalica,šálek
494,Topf::N,lonac,hrnec
495,Kessel::N,kazan,kotel
496,Essen::N,obrok,jídlo
497,Nahrung::N,hrana,strava
498,Nahrung::N,hrana,potrava
499,Speise::N,jelo,jídlo
500,Fleisch::N,meso,maso
501,Getreide::N,žito,obilí
502,Getreide::N,žitarice,obilí
503,Brei::N,kaša,kaše
504,Brot::N,kruh,chléb
505,Scheibe::N,kriška,krajíc
506,Fett::N,mast,tuk
507,Fett::N,mast,omastek
508,Fett::N,salo,tuk
509,Fett::N,salo,omastek
510,Butter::N,buter,máslo
511,Butter::N,maslac,máslo
512,Öl::N,ulje,olej
513,Salz::N,sol,sůl
514,Suppe::N,supa,polévka
515,Honig::N,med,med
516,Milch::N,mlijeko,mléko
517,Tee::N,čaj,čaj
518,Leder::N,koža,kůže
519,Wolle::N,vuna,vlna
520,Stoff::N,štof,látka
521,Stoff::N,tkanina,látka
522,Nadel::N,igla,jehla
523,Faden::N,nit,nit
524,Faden::N,konac,nit
525,Knopf::N,dugme,knoflík
526,Knoten::N,čvor,uzel
527,Knoten::N,uzao,uzel
528,Farbe::N,farba,barva
529,Kleidung::N,odjeća,šaty
530,Kleidung::N,odjeća,šatstvo
531,Hemd::N,košulja,košile
532,Kragen::N,ovratnik,límec
533,Ärmel::N,rukav,rukáv
534,Hose::N,hlače,kalhoty
535,Gürtel::N,pas,pás
536,Gürtel::N,pas,opasek
537,Gürtel::N,pojas,pás
538,Gürtel::N,pojas,opasek
539,Mütze::N,kapa,čepice
540,Schuh::N,cipela,bota
541,Stiefel::N,čizma,holínka
542,Ring::N,prsten,prsten
543,Band::N,vrpca,pásek
544,Kamm::N,češalj,hřeben
545,Spiegel::N,zrcalo,zrcadlo
546,Spiegel::N,ogledalo,zrcadlo
547,Riemen::N,kaiš,řemen
548,Riemen::N,remen,řemen
549,Schnur::N,vrpca,šňůra
550,Leine::N,uzica,vodítko
551,Decke::N,ćebe,pokrývka
552,Decke::N,ćebe,přikrývka
553,Decke::N,pokrivač,pokrývka
554,Decke::N,pokrivač,přikrývka
555,Kissen::N,jastuk,polštář
556,Tuch::N,rubac,šátek
557,Tuch::N,marama,šátek
558,Handtuch::N,ručnik,ručník
559,Kraft::N,snaga,síla
560,Stärke::N,jakost,síla
561,Gesundheit::N,zdravlje,zdraví
562,Krankheit::N,bolest,nemoc
563,Krankheit::N,bolest,choroba
564,Schmerz::N,bol,bolest
565,Wunde::N,rana,rána
566,Fieber::N,groznica,horečka
567,Arznei::N,lijek,lék
568,Brücke::N,most,most
569,Brücke::N,ćuprija,most
570,Brunnen::N,bunar,studna
571,Brunnen::N,zdenac,studna
572,Weide::N,paša,pastva
573,Weide::N,paša,pastvina
574,Weide::N,pašnjak,pastva
575,Weide::N,pašnjak,pastvina
576,Pfad::N,staza,pěšina
577,Weg::N,put,cesta
578,Straße::N,drum,silnice
579,Straße::N,cesta,silnice
580,Dorf::N,selo,vesnice
581,Stadt::N,grad,město
582,Stadt::N,varoš,město
583,Brief::N,list,dopis
584,Brief::N,pismo,dopis
585,Buch::N,knjiga,kniha
586,Buchstabe::N,slovo,písmeno
587,Zeitung::N,novine,noviny
588,Leben::N,život,život
589,Tod::N,smrt,smrt
590,Grab::N,raka,hrob
591,Kirche::N,crkva,kostel
592,Sünde::N,grijeh,hřích
593,Gott::N,bog,bůh
594,Arbeiter::N,radnik,dělník
595,Arbeiter::N,radnik,pracovník
596,Chef::N,šef,šéf
597,Chef::N,šef,vedoucí
598,Meister::N,majstor,mistr
599,Arzt::N,liječnik,lékař
600,Lehrer::N,učitelj,učitel
601,Geld::N,novac,peníze
602,Geschäft::N,posao,obchod
603,Geschäft::N,trgovina,obchod
604,Laden::N,dućan,krám
605,Preis::N,cijena,cena
606,Ware::N,roba,zboží
607,Nutzen::N,korist,užitek
608,Reichtum::N,bogatstvo,bohatství
609,Welt::N,svijet,svět
610,Land::N,zemlja,země
611,Staat::N,država,stát
612,König::N,kralj,král
613,Macht::N,moć,moc
614,Macht::N,moć,mocnost
615,Macht::N,vlast,moc
616,Macht::N,vlast,mocnost
617,Grenze::N,granica,hranice
618,Krieg::N,rat,válka
619,Feind::N,neprijatelj,nepřítel
620,Gewalt::N,sila,násilí
621,Gewalt::N,nasilje,násilí
622,Kampf::N,boj,boj
623,Kampf::N,borba,boj
624,Bogen[Waffe]::N,luk,luk
625,Pfeil::N,strijela,šíp
626,Gewehr::N,puška,puška
627,Gewehr::N,puška,ručnice
628,Fehler::N,pogreška,chyba
629,Fehler::N,griješka,chyba
630,Lüge::N,laž,lež
631,Schaden::N,šteta,škoda
632,Unglück::N,nesreća,neštěstí
633,Schuld::N,krivnja,vina
634,Alter::N,dob,věk
635,Schluss::N,kraj,konec
636,Schluss::N,konac,konec
637,Zeit::N,doba,čas
638,Zeit::N,vrijeme,čas
639,Tag::N,dan,den
640,Morgen::N,jutro,ráno
641,Morgen::N,jutro,jitro
642,Mittag::N,podne,poledne
643,Abend::N,veče,večer
644,Abend::N,večer,večer
645,Nacht::N,noć,noc
646,Woche::N,sedmica,týden
647,Monat::N,mjesec,měsíc
648,Jahr::N,godina,rok
649,Frühling::N,proljeće,jaro
650,Sommer::N,ljeto,léto
651,Herbst::N,jesen,podzim
652,Winter::N,zima,zima
653,Januar::N,januar,leden
654,Januar::N,siječanj,leden
655,Februar::N,veljača,únor
656,Februar::N,februar,únor
657,März::N,mart,březen
658,März::N,ožujak,březen
659,April::N,april,duben
660,April::N,travanj,duben
661,Mai::N,maj,květen
662,Mai::N,svibanj,květen
663,Juni::N,juni,červen
664,Juni::N,lipanj,červen
665,Juli::N,juli,červenec
666,Juli::N,srpanj,červenec
667,August::N,august,srpen
668,August::N,kolovoz,srpen
669,September::N,rujan,září
670,September::N,septembar,září
671,Oktober::N,oktobar,říjen
672,Oktober::N,listopad,říjen
673,November::N,studeni,listopad
674,November::N,novembar,listopad
675,Dezember::N,prosinac,prosinec
676,Montag::N,ponedjeljak,pondělí
677,Montag::N,ponedjeljak,pondělek
678,Montag::N,ponedjeljnik,pondělí
679,Montag::N,ponedjeljnik,pondělek
680,Dienstag::N,utorak,úterý
681,Dienstag::N,utornik,úterý
682,Mittwoch::N,srijeda,středa
683,Donnerstag::N,četvrtak,čtvrtek
684,Freitag::N,petak,pátek
685,Samstag::N,subota,sobota
686,Sonntag::N,nedjelja,neděle
687,groß::A,velik,velký
688,klein::A,mali,malý
689,klein::A,malen,malý
690,lang::A,dug,dlouhý
691,lang::A,dugačak,dlouhý
692,kurz::A,kratak,krátký
693,breit::A,širok,široký
694,schmal::A,uski,úzký
695,schmal::A,uzak,úzký
696,dicht::A,gust,hustý
697,dick[Gegenstand]::A,debeo,tlustý
698,dünn::A,tanak,tenký
699,fein::A,fin,jemný
700,fein::A,tanak,jemný
701,fest::A,čvrst,pevný
702,flach::A,ravan,plochý
703,flach::A,ravan,placatý
704,flach::A,plosnat,plochý
705,flach::A,plosnat,placatý
706,glatt::A,gladak,hladký
707,hart::A,tvrd,tvrdý
708,weich::A,mek,měkký
709,weich::A,mekan,měkký
710,rund::A,okrugao,kulatý
711,rund::A,okrugao,okrouhlý
712,spitz::A,oštar,špičatý
713,spitz::A,šiljast,špičatý
714,scharf::A,oštar,ostrý
715,scharf::A,bridak,ostrý
716,stumpf::A,tup,tupý
717,schwer::A,težak,těžký
718,schön::A,krasan,pěkný
719,schön::A,krasan,krásný
720,heiß::A,vruć,horký
721,warm::A,topao,teplý
722,kalt::A,hladan,studený
723,kühl::A,hladan,chladný
724,frisch::A,svjež,svěží
725,feucht::A,vlažan,vlhký
726,nass::A,mokar,mokrý
727,trocken::A,suh,suchý
728,voll::A,pun,plný
729,leer::A,prazan,prázdný
730,offen::A,otvoren,otevřený
731,geschlossen::A,zatvoren,zavřený
732,sauber::A,čist,čistý
733,schmutzig::A,nečist,špinavý
734,schmutzig::A,blatan,špinavý
735,roh::A,sirov,syrový
736,reif::A,zreo,zralý
737,lecker::A,tečan,chutný
738,lecker::A,ukusan,chutný
739,süß::A,sladak,sladký
740,bitter::A,gorak,hořký
741,sauer::A,kiseo,kyselý
742,hell::A,vedar,světlý
743,hell::A,svijetao,světlý
744,dunkel::A,taman,temný
745,schwarz::A,crn,černý
746,weiß::A,bio,bílý
747,weiß::A,bijel,bílý
748,rot::A,crven,rudý
749,rot::A,crven,červený
750,gelb::A,žut,žlutý
751,blau::A,plav,modrý
752,blau::A,modar,modrý
753,grün::A,zelen,zelený
754,grau::A,siv,šedý
755,grau::A,siv,šedivý
756,bunt::A,šaren,pestrý
757,billig::A,jeftin,levný
758,billig::A,jeftin,laciný
759,teuer::A,skup,drahý
760,wertvoll::A,vrijedan,cenný
761,wertvoll::A,dragocjen,cenný
762,blind::A,slijep,slepý
763,taub::A,gluh,hluchý
764,kräftig::A,snažan,silný
765,stark::A,jak,silný
766,stark::A,snažan,silný
767,schwach::A,slab,slabý
768,fett::A,pretio,tučný
769,fett::A,pretio,tlustý
770,schlank::A,vitak,štíhlý
771,hübsch::A,zgodan,hezký
772,böse::A,zao,zlý
773,böse::A,opak,zlý
774,dumm::A,glup,hloupý
775,faul::A,lijen,líný
776,fleißig::A,radin,pilný
777,fleißig::A,marljiv,pilný
778,geizig::A,škrt,lakomý
779,klug::A,razborit,chytrý
780,geschickt::A,vješt,šikovný
781,lieb::A,drag,milý
782,lustig::A,veseo,veselý
783,sanft::A,blag,mírný
784,hungrig::A,gladan,hladový
785,krank::A,bolestan,nemocný
786,nackt::A,nag,nahý
787,traurig::A,tužan,smutný
788,traurig::A,tužan,truchlivý
789,traurig::A,žalostan,smutný
790,traurig::A,žalostan,truchlivý
791,lebendig::A,živ,živý
792,gut::A,dobar,dobrý
793,schlecht::A,loš,špatný
794,schlecht::A,rđav,špatný
795,richtig::A,tačan,pravý
796,richtig::A,tačan,správný
797,richtig::A,ispravan,pravý
798,richtig::A,ispravan,správný
799,schlimm::A,zao,zlý
800,schlimm::A,zločest,zlý
801,wahr::A,istinit,pravdivý
802,alt::A,star,starý
803,neu::A,nov,nový
804,ehemalig::A,bivši,bývalý
805,alt[Lebewesen]::A,star,starý
806,jung::A,mlad,mladý
807,arm::A,ubog,chudý
808,arm::A,siromašan,chudý
809,reich::A,bogat,bohatý
810,bekannt::A,poznat,známý
811,berühmt::A,čuven,slavný
812,berühmt::A,slavan,slavný
813,fremd::A,tuđ,cizí
814,fremd::A,stran,cizí
815,verschieden::A,razan,různý
816,verschieden::A,razan,rozličný
817,verschieden::A,različan,různý
818,verschieden::A,različan,rozličný
819,nah::A,blizak,blízký
820,fern::A,dalek,daleký
821,fern::A,daljnji,daleký
822,linker::A,lijevi,levý
823,rechter::A,desni,pravý
824,anderer::A,drugi,jiný
825,anderer::A,drugačiji,jiný
826,erster::A,prvi,první
827,zweiter::A,drugi,druhý
828,dritter::A,treći,třetí
829,letzter::A,zadnji,poslední
830,allein::ADV,sam,sám
831,auf einmal::ADV,istodobno,najednou
832,zusammen::ADV,skupa,spolu
833,zusammen::ADV,skupa,dohromady
834,zusammen::ADV,zajedno,spolu
835,zusammen::ADV,zajedno,dohromady
836,lange::ADV,dugo,dlouho
837,plötzlich::ADV,naglo,vtom
838,plötzlich::ADV,naglo,náhle
839,plötzlich::ADV,iznenada,vtom
840,plötzlich::ADV,iznenada,náhle
841,sofort::ADV,odmah,hned
842,sofort::ADV,odmah,ihned
843,später::ADV,kasnije,později
844,jetzt::ADV,sad,teď
845,jetzt::ADV,sad,nyní
