,Concept_ID,hy,pl
363,Last::N,բեռ,ciężar
364,Last::N,բեռ,brzemię
365,Gang::N,զբոսանք,chód
366,Schritt::N,քայլ,krok
367,Norden::N,հյուսիս,północ
368,Süden::N,հարավ,południe
369,Westen::N,արեւմուտք,zachód
370,Osten::N,արեւելք,wschód
371,Holz::N,փայտ,drzewo
372,Brett::N,տախտակ,deska
373,Platte::N,թիթեղ,płyta
374,Stütze::N,նեցուկ,podpora
375,Stange::N,ձող,drąg
376,Stange::N,ձող,żerdź
377,Stock::N,փայտ,kij
378,Stock::N,փայտ,laska
379,Stab::N,ցուպ,pręt
380,Stab::N,գավազան,pręt
381,Rohr::N,խողովակ,rura
382,Haus::N,տուն,dom
383,Heim::N,տուն,dom
384,Ofen::N,վառարան,piec
385,Fußboden::N,հատակ,podłoga
386,Tisch::N,սեղան,stół
387,Stuhl::N,աթոռ,krzesło
388,Wiege::N,օրորոց,kołyska
389,Bett::N,անկողին,łóżko
390,Bett::N,անկողին,pościel
391,Regal::N,դարակ,regał
392,Kiste::N,տուփ,skrzynia
393,Fenster::N,պատուհան,okno
394,Tür::N,դուռ,drzwi
395,Tor::N,դարպաս,brama
396,Zaun::N,ցանկապատ,płot
397,Zaun::N,ցանկապատ,parkan
398,Dach::N,տանիք,dach
399,Dach::N,կտուր,dach
400,Leiter::N,սանդուղք,drabina
401,Besen::N,ավել,miotła
402,Spaten::N,բահ,rydel
403,Schaufel::N,թի,łopata
404,Gabel::N,պատառաքաղ,widelec
405,Löffel::N,գդալ,łyżka
406,Messer::N,դանակ,nóż
407,Nagel::N,մեխ,gwóźdź
408,Netz::N,ցանց,sieć
409,Haken::N,կարթ,hak
410,Griff::N,կոթ,chwyt
411,Griff::N,բռնակ,chwyt
412,Schloss::N,կողպեք,zamek
413,Bild::N,նկար,obraz
414,Bild::N,պատկեր,obraz
415,Figur::N,քանդակ,figura
416,Figur::N,պատկեր,figura
417,Puppe::N,տիկնիկ,lalka
418,Beutel::N,տոպրակ,torba
419,Bündel::N,կապոց,wiązka
420,Tasche::N,պայուսակ,torba
421,Eimer::N,դույլ,kubeł
422,Eimer::N,դույլ,wiadro
423,Deckel::N,կափարիչ,przykrywka
424,Geschirr::N,ամանեղեն,statki
425,Geschirr::N,ամանեղեն,naczynia
426,Sack::N,պարկ,worek
427,Sack::N,տոպրակ,worek
428,Tasse::N,թաս,filiżanka
429,Tasse::N,գավաթ,filiżanka
430,Topf::N,անոթ,garnek
431,Kessel::N,կաթսա,kocioł
432,Essen::N,կերակուր,jedzenie
433,Nahrung::N,ուտելիք,pokarm
434,Nahrung::N,ուտելիք,pożywienie
435,Speise::N,խորտիկ,potrawa
436,Speise::N,խորտիկ,jedzenie
437,Speise::N,կերակուր,potrawa
438,Speise::N,կերակուր,jedzenie
439,Fleisch::N,միս,mięso
440,Getreide::N,հացահատիկ,zboże
441,Brei::N,լանդակ,kasza
442,Brot::N,հաց,chleb
443,Scheibe::N,կտոր,kromka
444,Scheibe::N,պատառ,kromka
445,Fett::N,ճարպ,tłuszcz
446,Butter::N,կարագ,masło
447,Öl::N,ձեթ,olej
448,Salz::N,աղ,sól
449,Suppe::N,սուպ,zupa
450,Suppe::N,ապուր,zupa
451,Honig::N,մեղր,miód
452,Milch::N,կաթ,mleko
453,Tee::N,թեյ,herbata
454,Leder::N,կաշի,skóra
455,Wolle::N,բուրդ,wełna
456,Stoff::N,գործվածք,tkanina
457,Stoff::N,գործվածք,materiał
458,Nadel::N,ասեղ,igła
459,Faden::N,թել,nić
460,Faden::N,թել,nitka
461,Knopf::N,կոճակ,guzik
462,Knoten::N,հանգույց,węzeł
463,Farbe::N,ներկ,farba
464,Kleidung::N,հագուստ,odzież
465,Hemd::N,վերնաշապիկ,koszula
466,Kragen::N,օձիք,kołnierz
467,Ärmel::N,թեւք,rękaw
468,Hose::N,շալվար,spodnie
469,Gürtel::N,գոտի,pasek
470,Mütze::N,կեպի,czapka
471,Schuh::N,կոշիկ,but
472,Schuh::N,կոշիկ,bucik
473,Stiefel::N,երկարաճիթ կոշիկ,but
474,Stiefel::N,երկարաճիթ կոշիկ,kozak
475,Ring::N,զնգալ,pierścień
476,Band::N,ժապավեն,wstęga
477,Kamm::N,սանր,grzebień
478,Spiegel::N,հայելի,lustro
479,Riemen::N,փոկ,rzemień
480,Schnur::N,լար,sznur
481,Leine::N,փոկ,smycz
482,Decke::N,վերմակ,kołdra
483,Kissen::N,բարձ,poduszka
484,Tuch::N,թաշկինակ,chustka
485,Handtuch::N,սրբիչ,ręcznik
486,Kraft::N,ուժ,moc
487,Kraft::N,ուժ,siła
488,Stärke::N,պնդություն,moc
489,Stärke::N,պնդություն,siła
490,Stärke::N,ամրություն,moc
491,Stärke::N,ամրություն,siła
492,Gesundheit::N,առողջություն,zdrowie
493,Krankheit::N,ախտ,choroba
494,Krankheit::N,հիվանդություն,choroba
495,Schmerz::N,ցավ,ból
496,Schmerz::N,տանջանք,ból
497,Wunde::N,վերք,rana
498,Fieber::N,տենդ,gorączka
499,Arznei::N,դեղ,lekarstwo
500,Brücke::N,կամուրջ,most
501,Brunnen::N,հոր,studnia
502,Brunnen::N,ջրհոր,studnia
503,Weide::N,արոտավայր,pastwisko
504,Pfad::N,արահետ,ścieżka
505,Weg::N,ուղի,droga
506,Straße::N,ճանապարհ,ulica
507,Dorf::N,գյուղ,wieś
508,Stadt::N,քաղաք,miasto
509,Brief::N,նամակ,list
510,Buch::N,գիրք,książka
511,Buchstabe::N,տառ,litera
512,Buchstabe::N,գիր,litera
513,Zeitung::N,լրագիր,gazeta
514,Zeitung::N,լրագիր,dziennik
515,Leben::N,կյանք,życie
516,Tod::N,մահ,śmierć
517,Grab::N,գերեզման,grób
518,Kirche::N,եկեղեցի,kościół
519,Sünde::N,մեղք,grzech
520,Gott::N,աստված,bóg
521,Arbeiter::N,բանվոր,robotnik
522,Arbeiter::N,աշխատող,robotnik
523,Chef::N,տեր,szef
524,Meister::N,վարպետ,mistrz
525,Meister::N,վարպետ,majster
526,Arzt::N,բժիշկ,lekarz
527,Lehrer::N,ուսուցիչ,nauczyciel
528,Geld::N,փող,pieniądze
529,Geschäft::N,գործ,sprawa
530,Geschäft::N,գործ,interes
531,Geschäft::N,աշխատանք,sprawa
532,Geschäft::N,աշխատանք,interes
533,Laden::N,կրպակ,sklep
534,Laden::N,խանութ,sklep
535,Preis::N,գին,cena
536,Ware::N,ապրանք,towar
537,Nutzen::N,օգուտ,pożytek
538,Reichtum::N,հարստություն,bogactwo
539,Welt::N,աշխարհ,świat
540,Land::N,երկիր,kraj
541,Staat::N,պետություն,państwo
542,König::N,արքա,król
543,König::N,թագավոր,król
544,Macht::N,իշխանություն,władza
545,Grenze::N,սահման,granica
546,Krieg::N,պատերազմ,wojna
547,Feind::N,թշնամի,wróg
548,Gewalt::N,բռնություն,władza
549,Gewalt::N,սաստկություն,władza
550,Kampf::N,մարտ,bój
551,Kampf::N,մարտ,walka
552,Bogen[Waffe]::N,աղեղ,łuk
553,Pfeil::N,նետ,strzała
554,Gewehr::N,հրացան,karabin
555,Fehler::N,սխալ,błąd
556,Lüge::N,սուտ,kłamstwo
557,Schaden::N,վնաս,szkoda
558,Unglück::N,դժբախտություն,nieszczęście
559,Schuld::N,պակասություն,wina
560,Alter::N,հասակ,wiek
561,Schluss::N,վերջ,koniec
562,Schluss::N,վերջ,zakończenie
563,Schluss::N,վախճան,koniec
564,Schluss::N,վախճան,zakończenie
565,Zeit::N,ժամանակ,czas
566,Tag::N,օր,dzień
567,Morgen::N,առավոտ,ranek
568,Morgen::N,առավոտ,poranek
569,Mittag::N,կեսօր,południe
570,Abend::N,երեկո,wieczór
571,Nacht::N,գիշեր,noc
572,Woche::N,շաբաթ,tydzień
573,Monat::N,ամիս,miesiąc
574,Jahr::N,տարի,rok
575,Frühling::N,գարուն,wiosna
576,Sommer::N,ամառ,lato
577,Herbst::N,աշուն,jesień
578,Winter::N,ձմեռ,zima
579,Januar::N,հունվար,styczeń
580,Februar::N,փետրվար,luty
581,März::N,մարտ,marzec
582,April::N,ապրիլ,kwiecień
583,Mai::N,մայիս,maj
584,Juni::N,հունիս,czerwiec
585,Juli::N,հուլիս,lipiec
586,August::N,օգոստոս,sierpień
587,September::N,սեպտեմբեր,wrzesień
588,Oktober::N,հոկտեմբեր,październik
589,November::N,նոյեմբեր,listopad
590,Dezember::N,դեկտեմբեր,grudzień
591,Montag::N,երկուշաբթի,poniedziałek
592,Dienstag::N,երեքշաբթի,wtorek
593,Mittwoch::N,չորեքշաբթի,środa
594,Donnerstag::N,հինգշաբթի,czwartek
595,Freitag::N,ուրբաթ,piątek
596,Samstag::N,շաբաթ,sobota
597,Sonntag::N,կիրակի,niedziela
598,groß::A,մեծ,duży
599,groß::A,մեծ,wielki
600,groß::A,խոշոր,duży
601,groß::A,խոշոր,wielki
602,klein::A,պստիկ,mały
603,klein::A,փոքրիկ,mały
604,lang::A,երկար,długi
605,kurz::A,կարճ,krótki
606,breit::A,լայն,szeroki
607,schmal::A,նեղ,wąski
608,dicht::A,խիտ,gęsty
609,dick[Gegenstand]::A,հաստ,gruby
610,dünn::A,բարակ,cienki
611,fein::A,նուրբ,drobny
612,fest::A,ամուր,mocny
613,fest::A,ամուր,twardy
614,fest::A,պինդ,mocny
615,fest::A,պինդ,twardy
616,flach::A,տափակ,płaski
617,glatt::A,հարթ,gładki
618,hart::A,կարծր,twardy
619,weich::A,մեղմ,miękki
620,weich::A,փափուկ,miękki
621,rund::A,կլոր,okrągły
622,spitz::A,սրածայր,spiczasty
623,scharf::A,սուր,ostry
624,stumpf::A,գուլ,tępy
625,schwer::A,ծանր,ciężki
626,schön::A,սիրուն,ładny
627,schön::A,սիրուն,piękny
628,schön::A,գեղեցիկ,ładny
629,schön::A,գեղեցիկ,piękny
630,heiß::A,թեժ,gorący
631,warm::A,տաք,ciepły
632,warm::A,ջերմ,ciepły
633,kalt::A,ցուրտ,zimny
634,kühl::A,զով,chłodny
635,frisch::A,թարմ,świeży
636,feucht::A,ղոնավ,wilgotny
637,nass::A,թաց,mokry
638,trocken::A,ցամաք,suchy
639,voll::A,լի,pełny
640,voll::A,լիքը,pełny
641,leer::A,դատարկ,pusty
642,leer::A,դատարկ,próżny
643,offen::A,բաց,otwarty
644,geschlossen::A,գոց,zamknięty
645,sauber::A,մաքուր,czysty
646,schmutzig::A,կեղտոտ,brudny
647,roh::A,հում,surowy
648,reif::A,հասած,dojrzały
649,reif::A,հասուն,dojrzały
650,lecker::A,համեղ,smaczny
651,süß::A,անուշ,słodki
652,bitter::A,կծու,gorzki
653,sauer::A,թթու,kwaśny
654,sauer::A,թթված,kwaśny
655,hell::A,պայծառ,jasny
656,hell::A,խելամիտ,jasny
657,dunkel::A,մութ,ciemny
658,schwarz::A,սեւ,czarny
659,weiß::A,սպիտակ,biały
660,rot::A,կարմիր,czerwony
661,gelb::A,դեղին,żółty
662,blau::A,կապույտ,błękitny
663,blau::A,կապույտ,niebieski
664,grün::A,կանաչ,zielony
665,grau::A,գորշ,szary
666,bunt::A,գոյնզգոյն,barwny
667,billig::A,էժան,tani
668,teuer::A,թանկ,drogi
669,wertvoll::A,թանկարժեք,cenny
670,blind::A,կույր,ślepy
671,taub::A,խուլ,głuchy
672,kräftig::A,հզոր,mocny
673,stark::A,ուժեղ,silny
674,schwach::A,տկար,słaby
675,schwach::A,թույլ,słaby
676,fett::A,գեր,tłusty
677,schlank::A,նիհար,smukły
678,hübsch::A,գրավիչ,ładny
679,hübsch::A,սիրունիկ,ładny
680,böse::A,չար,zły
681,dumm::A,հիմար,głupi
682,faul::A,ծույլ,leniwy
683,fleißig::A,ջանասեր,pilny
684,fleißig::A,փութաջան,pilny
685,geizig::A,ագահ,skąpy
686,geizig::A,կծծի,skąpy
687,klug::A,խելոք,mądry
688,klug::A,ընդունակ,mądry
689,geschickt::A,ճարտար,zręczny
690,lieb::A,սիրելի,miły
691,lustig::A,զվարթ,wesoły
692,sanft::A,հեզ,łagodny
693,hungrig::A,քաղցած,głodny
694,krank::A,հիվանդ,chory
695,nackt::A,մերկ,nagi
696,traurig::A,տխուր,smutny
697,lebendig::A,կենդանի,żywy
698,gut::A,լավ,dobry
699,schlecht::A,վատ,zły
700,richtig::A,ձիշտ,słuszny
701,richtig::A,ձիշտ,właściwy
702,schlimm::A,լղրճուկ,zły
703,wahr::A,ճիշտ,prawdziwy
704,wahr::A,իրական,prawdziwy
705,alt::A,հին,stary
706,neu::A,նոր,nowy
707,ehemalig::A,նախկին,były
708,alt[Lebewesen]::A,ծեր,stary
709,alt[Lebewesen]::A,պառավ,stary
710,jung::A,մատաղ,młody
711,arm::A,աղքատ,ubogi
712,arm::A,աղքատ,biedny
713,reich::A,հարուստ,bogaty
714,bekannt::A,ծանոթ,znany
715,berühmt::A,հայտնի,słynny
716,berühmt::A,հռչակավոր,słynny
717,fremd::A,օտար,obcy
718,fremd::A,օտար,cudzy
719,verschieden::A,տարբեր,różny
720,nah::A,մոտ,bliski
721,nah::A,մերձ,bliski
722,fern::A,հեռավոր,daleki
723,linker::A,ձախ,lewy
724,rechter::A,աջ,prawy
725,anderer::A,այլ,inny
726,anderer::A,ուրիշ,inny
727,erster::A,առաջին,pierwszy
728,zweiter::A,երկրորդ,drugi
729,dritter::A,երրորդ,trzeci
730,letzter::A,վերջին,ostatni
731,allein::ADV,միայնակ,sam
732,auf einmal::ADV,միասնաբար,naraz
733,zusammen::ADV,միասին,razem
734,zusammen::ADV,իրար հետ,razem
735,lange::ADV,երկար ժամանակ,długo
736,plötzlich::ADV,հանկարծ,nagle
737,sofort::ADV,իսկույն,natychmiast
738,später::ADV,ավելի ուշ,później
739,später::ADV,հետո,później
740,jetzt::ADV,այժմ,teraz
741,jetzt::ADV,այժմ,obecnie
742,heute::ADV,այսօր,dziś
743,heute::ADV,այսօր,dzisiaj
744,morgen::ADV,վաղը,jutro
745,bald::ADV,շուտով,wkrótce
746,dann::ADV,ապա,potem
747,dann::ADV,հետո,potem
748,gestern::ADV,երեկ,wczoraj
749,einst::ADV,հին ատեն,kiedyś
750,einst::ADV,հին ատեն,niegdyś
751,damals::ADV,ատէնին,wtedy
752,damals::ADV,ատէնին,wówczas
753,danach::ADV,ապա,następnie
754,danach::ADV,այն ժամանակ,następnie
