,Concept_ID,cy,ml
634,klug::A,deallus,ബുദ്ധിസാമർഥ്യമുള്ള
635,geschickt::A,medrus,പ്രതിഭാശാലി
636,geschickt::A,deheuig,പ്രതിഭാശാലി
637,lieb::A,hoff,പ്രിയപ്പെട്ട
638,lieb::A,annwyl,പ്രിയപ്പെട്ട
639,lustig::A,llon,ആനന്ദകരമായ
640,sanft::A,mwyn,സൌമ്യമായ
641,hungrig::A,newynog,വിശപ്പുള്ള
642,krank::A,sâl,അസുഖമുള്ള
643,krank::A,gwael,അസുഖമുള്ള
644,nackt::A,noeth,നഡമായ
645,traurig::A,trist,വിഷമമുള്ള
646,lebendig::A,yn fyw,ഉപജീവനം
647,gut::A,da,നല്ല
648,schlecht::A,drwg,മോശമായ
649,schlecht::A,gwael,മോശമായ
650,richtig::A,cywir,ശരിയായ
651,schlimm::A,enbyd,വൃത്തികെട്ട
652,wahr::A,gwir,ശരിയായ
653,alt::A,hen,പഴയ
654,neu::A,newydd,പുതിയ
655,ehemalig::A,blaenorol,മുൻ
656,alt[Lebewesen]::A,oedrannus,വയസ്സുള്ള
657,jung::A,ifanc,കൌമാരമായ
658,arm::A,tlawd,പാവപ്പെട്ട
659,reich::A,cyfoethog,സമ്പന്നമായ
660,bekannt::A,cynefin,പരിചിതമായ
661,bekannt::A,cyfarwydd,പരിചിതമായ
662,berühmt::A,enwog,പ്രശസ്തനായ
663,fremd::A,estron,വൈദേശികമായ
664,verschieden::A,gwahanol,വ്യത്യസ്തമായ
665,nah::A,agos,അരികത്തുള്ള
666,fern::A,pell,അകലെയുള്ള
667,linker::A,aswy,അവശേഷിച്ച
668,linker::A,chwith,അവശേഷിച്ച
669,rechter::A,de,വലത്തേ
670,rechter::A,deau,വലത്തേ
671,anderer::A,arall,മറ്റുള്ള
672,erster::A,cyntaf,ആദ്യത്തെ
673,zweiter::A,ail,രണ്ടാം
674,dritter::A,trydydd,മൂന്നാമത്
675,letzter::A,olaf,അവസാനത്തെ
676,allein::ADV,unig,തനിച്ചുള്ള
677,allein::ADV,ar ei ben ei hun,തനിച്ചുള്ള
678,auf einmal::ADV,ar yr un pryd,ഉടന്
679,zusammen::ADV,ynghyd,ഒരുമിച്ച
680,zusammen::ADV,gyda'i gilydd,ഒരുമിച്ച
681,lange::ADV,amser hir,നീണ്ട_കാലത്തേയ്ക്ക്
682,plötzlich::ADV,yn sydyn,പെട്ടെന്ന്
683,sofort::ADV,ar unwaith,തത്ക്ഷണം
684,später::ADV,yn ddiweddarach,പിന്നീട്
685,jetzt::ADV,yn awr,ഇപ്പോൾ
686,heute::ADV,heddiw,ഇന്ന്
687,morgen::ADV,yfory,നാളെ
688,bald::ADV,yn fuan,ഉടനെ
689,bald::ADV,gyda hyn,ഉടനെ
690,dann::ADV,yna,അപ്പോൾ
691,dann::ADV,y pryd hwnnw,അപ്പോൾ
692,gestern::ADV,ddoe,ഇന്നലെ
693,einst::ADV,gynt,പണ്ടൊരിക്കല്
694,damals::ADV,ar y pryd,അപ്പോൾ
695,damals::ADV,bryd hynny,അപ്പോൾ
696,danach::ADV,wedyn,പിന്നീട്
697,vorher::ADV,o'r blaen,മുൻപ്
698,zuerst::ADV,yn gyntaf,ആദ്യം
699,einmal::ADV,unwaith,ഒരിക്കൽ
700,manchmal::ADV,weithiau,ചിലപ്പോൾ
701,manchmal::ADV,ar brydiau,ചിലപ്പോൾ
702,oft::ADV,yn aml,പലപ്പോഴും
703,oft::ADV,yn fynych,പലപ്പോഴും
704,immer::ADV,bob amser,എപ്പോഴും
705,niemals::ADV,ni ... byth,ഒരിക്കലും
706,niemals::ADV,ni ... erioed,ഒരിക്കലും
707,hier::ADV,yma,ഇവിടെ
708,hierhin::ADV,hyd yma,ഇവിടേക്ക്
709,von hier::ADV,oddi yma,ഇവിടെനിന്ന്
710,dort::ADV,acw,അവിടെ
711,dorthin::ADV,tuag yno,അവിടേക്ക്
712,geradeaus::ADV,syth ymlaen,മുമ്പിൽ
713,geradeaus::ADV,syth ymlaen,മുമന്നോട്ട്
714,vorwärts::ADV,ymlaen,മുന്നോട്ട്
715,rückwärts::ADV,yn ôl,തലതിരിച്ച്
716,zurück::ADV,yn ôl,പുറകിലേക്ക്
717,unten::ADV,isod,താഴെ
718,unten::ADV,oddi tanodd,താഴെ
719,hinab::ADV,i lawr,താഴേക്ക്
720,hinab::ADV,i waered,താഴേക്ക്
721,oben::ADV,fry,മുകളിൽ
722,hinauf::ADV,i fyny,മുകളിൽ
723,hinauf::ADV,i'r lan,മുകളിൽ
724,überall::ADV,ym mhobman,എല്ലായിടത്തും
725,nicht::ADV,ni,ഇല്ല
726,nicht::ADV,nid,ഇല്ല
727,ein wenig::ADV,tipyn,കുറച്ച്
728,ein wenig::ADV,ychydig,കുറച്ച്
729,kaum::ADV,prin,കഷ്ടിച്ച്
730,sehr::ADV,iawn,വളരെ
731,so::ADV,fel,അങ്ങനെ
732,so::ADV,felly,അങ്ങനെ
733,noch::ADV,eto,ഇപ്പോഴും
734,nur::ADV,yn unig,മാത്രം
735,schon::ADV,eisoes,നേരത്തേ തന്നെ
736,schon::ADV,yn barod,നേരത്തേ തന്നെ
737,wieder::ADV,drachefn,വീണ്ടും
738,vergebens::ADV,yn ofer,വിഫല
739,vor::PRP,o flaen,മുമ്പിൽ
740,hinter::PRP,ar ôl,പുറകിൽ
741,unter::PRP,islaw,കീഴിൽ
742,durch::PRP,trwy,ഉള്ളിലൂടെ
743,neben::PRP,ar bwys,അടുത്ത്
744,zwischen::PRP,rhwng,ഇടയ്ക്ക്
745,zwischen::PRP,cydrhwng,ഇടയ്ക്ക്
746,wegen::PRP,o achos,നിമിത്തം
747,wegen::PRP,oherwydd,നിമിത്തം
748,dies::PRN,hyn,ഇത്
749,das::PRN,hynny,അത്
750,alles::PRN,popeth,എല്ലാം
751,ich::PRN,fi,ഞാൻ
752,du::PRN,ti,നിങ്ങൾ
753,er::PRN,fe,അദ്ദേഹം
754,er::PRN,fe,അയാൾ
755,er::PRN,fe,അവൻ
756,er::PRN,fe,അവർ
757,er::PRN,fe,അവൾ
758,wir::PRN,ni,നമ്മൾ
759,ihr::PRN,chi,നിങ്ങൾ
760,sie::PRN,hwy,അവർ
761,was::FPRN,pa beth,എന്ത്
762,wer::FPRN,pwy,ആര്
763,wo::FADV,ble,എവിടെ
764,wo::FADV,ym mha le,എവിടെ
765,wohin::FADV,i ble,എവിടേക്ക്
766,wohin::FADV,i ba le,എവിടേക്ക്
767,wie::FADV,sut,എങ്ങനെ
768,warum::FADV,pam,എന്തുകൊണ്ട്
769,wieviel::FNUM,faint,എത്ര
770,eins::NUM,un,ഒന്ന്
771,zwei::NUM,dau,രണ്ട്
772,drei::NUM,tri,മൂന്ന്
773,vier::NUM,pedwar,നാല്
774,fünf::NUM,pump,അഞ്ച്
775,sechs::NUM,chwech,ആറ്
776,sieben::NUM,saith,ഏഴ്
777,acht::NUM,wyth,എട്ട്
778,neun::NUM,naw,ഒമ്പത്
779,zehn::NUM,deg,പത്ത്
780,elf::NUM,un ar ddeg,പതിനൊന്ന്
781,zwölf::NUM,deuddeg,പന്ത്രണ്ട്
782,zwölf::NUM,un deg dau,പന്ത്രണ്ട്
783,zwanzig::NUM,ugain,ഇരുപത്
784,dreißig::NUM,tri deg,മുപ്പത്
785,dreißig::NUM,deg ar hugain,മുപ്പത്
786,vierzig::NUM,deugain,നാൽപ്പത്
787,fünfzig::NUM,hanner cant,അൻപത്
788,sechzig::NUM,chwe deg,അറുപത്
789,siebzig::NUM,saith deg,എഴുപത്
790,siebzig::NUM,deg a thrigain,എഴുപത്
791,achtzig::NUM,wyth deg,എൺപത്
792,achtzig::NUM,pedar ugain,എൺപത്
793,neunzig::NUM,naw deg,തൊണ്ണൂറ്
794,neunzig::NUM,deg a phedwar ugain,തൊണ്ണൂറ്
795,hundert::NUM,cant,നൂറ്
796,tausend::NUM,mil,ആയിരം
797,und::CNJ,a,ഉം
798,oder::CNJ,neu,അഥവാ
799,stehen::V,sefyll,നിൽക്കുക
800,sitzen::V,eistedd,ഇരിക്കുക
801,liegen::V,gorwedd,കിടക്കുക
802,hängen::V,hongian,തൂങ്ങുക
803,werden::V,dod yn,ആയിത്തീരുക
804,werden::V,mynd yn,ആയിത്തീരുക
805,passieren::V,digwydd,സംഭവിക്കുക
806,beginnen::V,cychwyn,ആരംഭിക്കുക
807,enden::V,gorffen,അവസാനിപ്പിക്കുക
808,wechseln::V,newid,മാറ്റുക
809,aufgehen[Sonne]::V,codi,ഉയരുക
810,untergehen[Sonne]::V,machlud,അടുക്കി_വയ്ക്കുക
811,scheinen[Sonne]::V,tywynnu,പ്രകാശിക്കുക
812,donnern::V,taranu,ഇടിവെട്ടുക
813,wehen::V,chwythu,വീശുക
814,strömen::V,ffrydio,ഒഴുകുക
815,fließen::V,llifo,ഒഴുകുക
816,sich drehen::V,troi,ചുറ്റുക
817,sich drehen::V,troi,കറക്കുക
818,sich drehen::V,cylchdroi,ചുറ്റുക
819,sich drehen::V,cylchdroi,കറക്കുക
820,schwanken::V,siglo,ഇരുവശത്തേയ്ക്കും_ആടുക
821,schwingen::V,siglo,ആടുക
822,fallen::V,cwympo,വീഴുക
823,brennen::V,llosgi,കത്തുക
824,rauchen::V,mygu,പുകയുക
825,regnen::V,glawio,മഴ_പെയ്യുക
826,gefrieren::V,rhewi,തണത്ത്_മരവിക്കുക
827,tauen::V,toddi,അലിയുക
828,tauen::V,meirioli,അലിയുക
829,schmelzen::V,toddi,ഉരുകുക
830,trocknen::V,sychu,വരളുക
831,sieden::V,berwi,തിളപ്പിക്കുക
832,faulen::V,pydru,ചീയുക
833,faulen::V,braenu,ചീയുക
834,verfaulen::V,pydru,അഴുകുക
835,verfaulen::V,dadfeilio,അഴുകുക
836,reißen::V,clecian,ശബ്ദത്തോടെ_മുറിയുക
837,reißen::V,torri'n glats,ശബ്ദത്തോടെ_മുറിയുക
838,versinken::V,suddo,മുക്കുക
839,vergehen::V,myned heibio,കടന്നുപോകുക
840,vergehen::V,pasio,കടന്നുപോകുക
841,erscheinen::V,ymddangos,പ്രത്യക്ഷപ്പെടുക
842,verschwinden::V,diflannu,അദൃശ്യമാകുക
843,sinken::V,syrthio,താഴുക
844,abnehmen::V,lleihau,കുറിയുക
845,zunehmen::V,cynyddu,വർദ്ധിക്കുക
846,steigen::V,codi,ഉയരുക
847,wachsen::V,tyfu,വളരുക
848,glänzen::V,disgleirio,മിന്നുക
849,funkeln::V,pefrio,തിളങ്ങുക
850,lärmen::V,cadw sŵn,ശബ്ദമുണ്ടാക്കുക
851,lärmen::V,gwneud twrw,ശബ്ദമുണ്ടാക്കുക
852,läuten::V,canu,മണിമുഴങ്ങുക
853,klingeln::V,canu,ചിലമ്പുക
854,klingeln::V,seinio,ചിലമ്പുക
855,klirren::V,tincian,കിലുക്കുക
856,brausen::V,rhuo,മുഴങ്ങുക
857,rauschen::V,siffrwd,അനങ്ങുക
858,rauschen::V,chwithrwd,അനങ്ങുക
859,klingen::V,seinio,മുഴക്കുക
860,bellen::V,cyfarth,കുരയ്ക്കുക
861,heulen::V,udo,ഓരിയിടുക
862,heulen::V,oernadu,ഓരിയിടുക
863,blasen::V,chwythu,ഊതുക
864,pfeifen::V,chwibanu,വിസിലടിക്കുക
865,schreien::V,gweiddi,ആക്രോശിക്കുക
866,schreien::V,bloeddio,ആക്രോശിക്കുക
867,stöhnen::V,griddfan,അരക്കം
868,stöhnen::V,griddfan,ആർത്തനാദം
869,zittern::V,crynu,വിറയ്ക്കുക
870,leben::V,byw,താമസിക്കുക
871,geboren werden::V,cael eich geni,ജനിക്കുക
872,atmen::V,anadlu,ശ്വസിക്കുക
873,trinken::V,yfed,കുടിക്കുക
874,essen::V,bwyta,കഴിക്കുക
875,schlucken::V,llyncu,വിഴുങ്ങുക
876,müde werden::V,blino,ക്ഷീണിക്കുക
877,einschlafen::V,mynd i gysgu,നിദ്രിക്കുക
878,einschlafen::V,syrthio i gysgu,നിദ്രിക്കുക
879,schlafen::V,huno,ഉറങ്ങുക
880,schlafen::V,cysgu,ഉറങ്ങുക
881,aufwachen::V,dihuno,ഉണരുക
882,aufstehen::V,codi,എഴുന്നേൽക്കുക
883,sich erholen::V,ymlacio,വിശ്രമിക്കുക
884,sich erholen::V,dadflino,വിശ്രമിക്കുക
885,krank werden::V,mynd yn sâl,ദീനംപിടിക്കുക
886,krank werden::V,mynd yn wael,ദീനംപിടിക്കുക
887,krank sein::V,gwaelu,രോഗികളാകുക
888,schmerzen::V,brifo,വേദനിക്കുക
889,husten::V,pesychu,ചുമയ്ക്കുക
890,genesen::V,gwella,സുഖപ്പെടുക
891,genesen::V,cael yn ôl,സുഖപ്പെടുക
892,sterben::V,marw,മരിക്കുക
893,umkommen::V,trengi,മരിക്കുക
894,sich bewegen::V,symud,സ്ഥലം_മാറുക
895,sich rühren::V,syflyd,ചലിക്കുക
896,sich erheben::V,codi,നിൽക്കുക
897,sich setzen::V,eistedd,ഇരിക്കുക
898,hinfallen::V,cwympo,വീഴുക
899,laufen::V,cerdded,നടക്കുക
900,schreiten::V,camu,നടക്കുക
901,spazierengehen::V,mynd am dro,ഉലാത്തുക
902,eilen::V,rhuthro,പാഞ്ഞെത്തുക
903,sich beeilen::V,brysio,തിരിക്കുകൂട്ടുക
904,sich beeilen::V,brysio,തിടുക്കം_കാട്ടുക
905,sausen::V,rhuthro,കുതിക്കുക
906,rennen::V,rhedeg,ഓടുക
907,springen::V,llamu,ചാടുക
908,springen::V,neidio,ചാടുക
909,klettern::V,dringo,കയറുക
910,schaukeln::V,siglo,ഇളകുക
911,kriechen::V,cropian,പതുങ്ങികയറുക
912,schwimmen::V,nofio,നീന്തുക
913,tauchen::V,plymio,വെള്ളത്തിലേക്ക് ചാടുക
914,tauchen::V,ymsuddo,വെള്ളത്തിലേക്ക് ചാടുക
915,rudern::V,rhwyfo,തുഴയുക
916,fahren::V,gyrru,വാഹനം ഓടിക്കുക
917,fahren::V,dreifio,വാഹനം ഓടിക്കുക
918,fliegen::V,hedfan,പറക്കുക
919,gehen::V,mynd,പോകുക
920,weggehen::V,mynd,വിടുക
921,weggehen::V,ymadael,വിടുക
922,abfahren::V,ymadael,പുറപ്പെടുക
923,anhalten::V,stopio,നിർത്തുക
924,hineingehen::V,mynd i mewn,പ്രവേശിക്കുക
925,eintreten::V,mynd i,പ്രവേശിക്കുക
926,kommen::V,dod,വരുക
927,ankommen::V,cyrraedd,എത്തിച്ചേരുക
928,zurückkommen::V,dychwelyd,തിരിച്ചു വരുക
929,bleiben::V,aros,തുടരുക
930,bleiben::V,sefyll,തുടരുക
931,warten::V,aros,കാത്തിരിക്കുക
932,warten::V,disgwyl,കാത്തിരിക്കുക
933,erwarten::V,disgwyl,പ്രതീക്ഷിക്കുക
934,suchen::V,chwilio am,തിരയുക
935,finden::V,darganfod,കണ്ടെത്തുക
936,versuchen::V,profi,ശ്രമിക്കുക
937,versuchen::V,ceisio,ശ്രമിക്കുക
938,vorbereiten::V,paratoi,തയ്യാറെടുക്കുക
939,lieben::V,caru,സ്നേഹിക്കുക
940,mögen::V,hoffi,ഇഷ്ടപ്പെടുക
941,lachen::V,chwerthin,ചിരിക്കുക
942,rühren::V,cynhyrfu,ഹൃദയം സ്പർശിക്കുക
943,weinen::V,wylo,തേങ്ങുക
944,weinen::V,llefain,തേങ്ങുക
945,schimpfen::V,grwgnach,പിറുപിറുക്കുക
946,sich ärgern::V,gofidio,കോപിക്കുക
947,sich fürchten::V,ofni,പേടിക്കുക
948,fürchten::V,arswydo,പേടിക്കുക
949,fliehen::V,ffoi,രക്ഷപ്പെടുക
950,flüchten::V,dianc,രക്ഷപ്പെടുക
951,sehen::V,gweld,കാണുക
952,anschauen::V,syllu,നോക്കുക
953,anschauen::V,edrych,നോക്കുക
954,ansehen::V,gwylio,നോക്കുക
955,hören::V,clywed,കേൾക്കുക
956,zuhören::V,gwrando,ശ്രദ്ധിക്കുക
957,probieren::V,profi,രുചിയുള്ളതായി_തോന്നുക
958,riechen::V,arogli,മണത്തു_നോക്കുക
959,fühlen::V,teimlo,സ്പർശിച്ചറിയുക
960,fühlen::V,clywed,സ്പർശിച്ചറിയുക
961,scheinen::V,ymddangos,കാണപ്പെടുക
962,zu sehen sein::V,dod i'r golwg,വെളിച്ചപ്പെടുക
963,vernehmen::V,clywed sôn am,കേൾക്കുക
964,frieren::V,bod yn oer,വിറയ്ക്കുക
965,tun::V,gwneud,ചെയ്യുക
966,können::V,gallu,കഴിയുക
967,wollen::V,bod mewn angen,വേണുക
968,anfangen::V,dechrau,തുടങ്ങുക
969,beenden::V,darfod,പൂർത്തിയാക്കുക
970,beenden::V,gorffen,പൂർത്തിയാക്കുക
971,aufhören::V,peidio,നിർത്തുക
972,gelingen::V,llwyddo,വിജയിക്കുക
973,geraten::V,diweddu,പരിണമിക്കുക
974,öffnen::V,agor,തുറക്കുക
975,schließen::V,cau,അടയ്ക്കുക
976,stellen::V,gosod,വയ്ക്കുക
977,setzen::V,gosod,വയ്ക്കുക
978,legen::V,gosod,ഇടുക
979,berühren::V,cyffwrdd,തൊടുക
980,verbinden::V,cysylltu,ഘടിപ്പിക്കുക
981,bedecken::V,gorchuddio,മുടുക
982,aufhängen::V,crogi,കെട്ടിതൂക്കുക
983,aufhängen::V,hongian,കെട്ടിതൂക്കുക
984,anzünden::V,cynnau,കത്തിക്കുക
985,aufheben::V,codi,പെറുക്കിയെടുക്കുക
986,zurücklassen::V,gadael,വച്ചുപോരുക
987,verlieren::V,colli,നഷ്ടപ്പെടുക
988,fallen lassen::V,gollwng,വീഴ്ത്തുക
989,machen::V,gwneud,ഉണ്ടാക്കുക
990,herstellen::V,cynhyrchu,ഉൽപാദിപ്പിക്കുക
991,bauen::V,adeiladu,നിർമ്മിക്കുക
992,reparieren::V,trwsio,നന്നാക്കുക
993,reparieren::V,atgyweirio,നന്നാക്കുക
994,verbessern::V,diwygio,മെച്ചപ്പെടുക
995,ändern::V,altro,മാറ്റംവരുത്തുക
996,graben::V,palu,കുഴിക്കുക
997,graben::V,cloddio,കുഴിക്കുക
998,beugen::V,plygu,വണങ്ങുക
999,biegen::V,plygu,കുനിയുക
1000,drehen::V,troelli,തിരിക്കുക
1001,wenden::V,troi,തിരിയുക
1002,umdrehen::V,troi,തിരിയുക
1003,heben::V,codi,ഉയർത്തുക
1004,hochheben::V,dyrchafu,ഉയർത്തുക
1005,ergreifen::V,gafael,ബലമായി_പിടിക്കുക
1006,halten::V,dal,പിടിക്കുക
1007,drücken::V,pwyso,അമർത്തുക
1008,drücken::V,gwasgu,അമർത്തുക
1009,schieben::V,gwthio,തള്ളുക
1010,kratzen::V,crafu,ചുരണ്ടുക
1011,lecken::V,llyfu,നക്കുക
1012,beißen::V,cnoi,കടിക്കുക
1013,beißen::V,brathu,കടിക്കുക
1014,abreißen::V,tynnu ymaith,കീറിക്കളയുക
1015,abschneiden::V,torri,മുറിച്ചുമാറ്റുക
1016,binden::V,clymu,കെട്ടുക
1017,stecken::V,plannu,തുളയ്ക്കുക
1018,brechen::V,torri,ഉടയുക
1019,klopfen::V,taro,തട്ടുക
1020,hauen::V,taro,അടിക്കുക
1021,kleben::V,gludio,ഒട്ടിക്കുക
1022,reiben::V,rhwbio,തിരുമ്മിത്തുടയ്ക്കുക
1023,streichen::V,taenu,പടർത്തുക
1024,schleifen::V,hogi,പൊടിക്കുക
1025,schneiden::V,torri,മുറിക്കുക
1026,rütteln::V,ysgytio,മുട്ടുക
1027,schütteln::V,siglo,കുലുക്കുക
1028,schütteln::V,ysgwyd,കുലുക്കുക
1029,schwenken::V,siglo,ആടുക
1030,schütten::V,tywallt,ഒഴിക്കുക
1031,füllen::V,llenwi,നിറയ്ക്കുക
1032,einwickeln::V,lapio,പൊതിയുക
1033,tragen::V,cludo,വഹിക്കുക
1034,schleppen::V,llusgo,വലിച്ചിഴയ്ക്കുക
1035,ziehen::V,tynnu,വലിക്കുക
1036,aufbewahren::V,cadw,വയ്ക്കുക
1037,werfen::V,taflu,എറിയുക
1038,fangen::V,dal,പിടിക്കുക
1039,packen::V,cipio,തട്ടിപ്പറിക്കുക
1040,packen::V,crafangu,തട്ടിപ്പറിക്കുക
1041,verstecken::V,celu,മറയ്ക്കുക
1042,verstecken::V,cuddio,മറയ്ക്കുക
1043,teilen::V,rhannu,വിഭജിക്കുക
1044,schicken::V,anfon,അയയ്ക്കുക
1045,bringen::V,dod â,കൊണ്ടുവരുക
1046,hinzufügen::V,chwanegu,കൂട്ടുക
1047,bekommen::V,cael,കിട്ടുക
1048,erhalten::V,derbyn,സ്വീകരിക്കുക
1049,nehmen::V,cymryd,എടുക്കുക
1050,wählen::V,dewis,തിരഞ്ഞെടുക്കുക
1051,auswählen::V,dethol,തിരഞ്ഞെടുക്കുക
1052,bewahren::V,cadw,പുലർത്തുക
1053,behindern::V,atal,തടയിടുക
1054,behindern::V,rhwystro,തടയിടുക
1055,verderben::V,difetha,നശിപ്പിക്കുക
1056,beschädigen::V,niweidio,ക്ഷതമേൽപ്പിക്കുക
1057,zerbrechen::V,torri,ഉടയുക
1058,zerreißen::V,rhwygo,കീറുക
1059,zerstören::V,dinistrio,നശിപ്പിക്കുക
1060,verbrennen::V,llosgi,കത്തിനശിക്കുക
1061,verbrennen::V,llosgi,കത്തിച്ചുകളയുക
1062,geben::V,rhoi,കൊടുക്കുക
1063,geben::V,rhoi,തരുക
1064,reichen::V,estyn,കൈമാറുക
1065,schenken::V,rhoddi,സമ്മാനം കൊടുക്കുക
1066,versprechen::V,addo,വാഗ്ദാനം_നൽകുക
1067,wünschen::V,dymuno,ആഗ്രഹിക്കുക
1068,loben::V,canmol,പുകഴ്ത്തുക
1069,küssen::V,cusanu,ഉമ്മവയ്ക്കുക
1070,wiegen::V,siglo,ഇളകുക
1071,zudecken::V,gorchuddio,മുടുക
1072,wecken::V,deffro,ഉണർത്തുക
1073,zeigen::V,dangos,കാണിക്കുക
1074,führen::V,arwain,നടത്തുക
1075,lehren::V,dysgu,പഠിപ്പിക്കുക
1076,unterrichten::V,hyfforddi,പരിശീലിപ്പിക്കുക
1077,aufziehen::V,dod i fyny,വളർത്തിക്കൊണ്ടുവരുക
1078,leiten::V,arwain,നയിക്കുക
1079,antreiben::V,annog,പ്രേരിപ്പിക്കുക
1080,lassen::V,gadael,അനുവദിക്കുക
1081,einladen::V,gwahodd,ക്ഷണിക്കുക
1082,vereinigen::V,uno,കൂടിച്ചേരുക
1083,vereinigen::V,cyfuno,കൂടിച്ചേരുക
1084,besuchen::V,ymweld â,സന്ദർശിക്കുക
1085,treffen::V,cwrdd,തമ്മിൽ കാണുക
1086,treffen::V,cyfarfod,തമ്മിൽ കാണുക
1087,sich versammeln::V,casglu,സംയോജിപ്പിക്കുക
1088,sich versammeln::V,cynnull,സംയോജിപ്പിക്കുക
1089,spielen::V,chwarae,കളിക്കുക
1090,singen::V,canu,പാടുക
1091,tanzen::V,dawnsio,നൃത്തം ചെയ്യുക
1092,sich trennen::V,ymwahanu,നേർപെടുത്തുക
1093,verlassen::V,gadael,പിൻവാങ്ങുക
1094,retten::V,achub,രക്ഷിക്കുക
1095,bewachen::V,gwarchod,കാവൽനിൽക്കുക
1096,schützen::V,noddi,പരിരക്ഷിക്കുക
1097,verteidigen::V,amddiffyn,പ്രതിരോധിക്കുക
1098,sich schlagen::V,ffraeo,കലഹിക്കുക
1099,sich schlagen::V,terfysgu,കലഹിക്കുക
1100,schießen::V,saethu,വെടിവെക്കുക
1101,siegen::V,ennill,വിജയിക്കുക
1102,ärgern::V,cythruddo,വിഷമിപ്പിക്കുക
1103,schlagen::V,curo,അടിക്കുക
1104,treten::V,cicio,തൊഴിക്കുക
1105,stechen::V,pigo,കുത്തുക
1106,stoßen::V,gwthio,തള്ളുക
1107,stehlen::V,dwyn,മോഷ്ടിക്കുക
1108,stehlen::V,lladrata,മോഷ്ടിക്കുക
1109,stören::V,aflonyddu,ശല്യപ്പെടുത്തുക
1110,belästigen::V,trafferthu,മെനക്കെടുക
1111,verbergen::V,cuddio,മറയ്ക്കുക
1112,verbergen::V,cuddio,ഒളിക്കുക
1113,täuschen::V,twyllo,കബളിപ്പിക്കുക
1114,betrügen::V,hocedu,ചതിക്കുക
1115,töten::V,lladd,കൊല്ലുക
1116,wohnen::V,byw,താമസിക്കുക
1117,arbeiten::V,gweithio,ജോലിചെയ്യുക
1118,sammeln::V,casglu,സഞ്ചയിക്കുക
1119,pflücken::V,casglu,പറിച്ചെടുക്കുക
1120,jagen::V,hela,വേട്ടയാടുക
1121,fischen::V,pysgota,മീൻ പിടിക്കുക
1122,fassen::V,dal,പിടിക്കുക
1123,hüten::V,bugeilio,ചേർക്കുക
1124,treiben::V,gyrru,വാഹനം_ഓടിക്കുക
1125,anbinden::V,clymu,കെട്ടിയിടുക
1126,füttern::V,porthi,തീറ്റുക
1127,melken::V,godro,പാലുകറക്കുക
1128,hacken::V,torri,വെട്ടിമുറിക്കുക
1129,gießen::V,dyfrhau,നനയ്ക്കുക
1130,reifen::V,aeddfedu,പാകമാകുക
1131,zubereiten::V,coginio,പാചകം_ചെയ്യുക
1132,kochen::V,berwi,വേവിക്കുക
1133,backen::V,pobi,ബേക്ക് ചെയ്യുക
1134,backen::V,crasu,ബേക്ക് ചെയ്യുക
1135,braten::V,ffrio,പോരിക്കുക
1136,umrühren::V,cyffroi,ഇളക്കുക
1137,stricken::V,gwau,മെടയുക
1138,nähen::V,gwnïo,തുന്നുക
1139,färben::V,lliwio,ചായം പൂശുക
1140,reinigen::V,glanhau,വൃത്തിയാക്കുക
1141,waschen::V,golchi,കഴുകുക
1142,abwischen::V,sychu,തുടയ്ക്കുക
1143,spülen::V,streulio,കഴുകുക
1144,fegen::V,ysgubo,അടിച്ചുവാരുക
1145,kehren::V,ysgubo,അടിച്ചുവാരുക
1146,baden::V,cael bath,നീന്തിത്തുടിക്കുക
1147,sich waschen::V,ymolchi,കഴുകുക
1148,ausziehen::V,tynnu,ഇഴുക്കുക
1149,anziehen::V,gwisgo,ഉടുക്കുക
1150,sich anziehen::V,ymwisgo,ധരിച്ച നേടുകയുക
1151,kämmen::V,cribo,മുടിചീകുക
1152,schmücken::V,harddu,അലങ്കരിക്കുക
1153,schmücken::V,addurno,അലങ്കരിക്കുക
1154,sagen::V,dweud,പറയുക
1155,sprechen::V,llefaru,സംസാരിക്കുക
1156,reden::V,siarad,സംസാരിക്കുക
1157,sich unterhalten::V,sgwrsio,നർമ്മസല്ലാപം നടത്തുക
1158,fragen::V,gofyn,ചോദിക്കുക
1159,bitten::V,gofyn am,അപേക്ഷിക്കുക
1160,erzählen::V,dweud,പറയുക
1161,mitteilen::V,cyfleu,അറിയിക്കുക
1162,nennen::V,enwi,പേരിടുക
1163,rufen::V,galw,വിളിക്കുക
1164,prahlen::V,brolio,പൊങ്ങച്ചം പറയുക
1165,prahlen::V,ymffrostio,പൊങ്ങച്ചം പറയുക
1166,übersetzen::V,cyfieithu,പരിഭാഷപ്പെടുത്തുക
1167,denken::V,meddwl,ചിന്തിക്കുക
1168,glauben::V,credu,വിശ്വസിക്കുക
1169,glauben::V,coelio,വിശ്വസിക്കുക
1170,bemerken::V,sylwi,ശ്രദ്ധിക്കുക
1171,erkennen::V,adnabod,തിരിചറിയുക
1172,begreifen::V,amgyffred,കൈപ്പിടിയിലാക്കുക
1173,verstehen::V,deall,മനസ്സിലാക്കുക
1174,lernen::V,dysgu,പഠിക്കുക
1175,wissen::V,gwybod,അറിയുക
1176,sich erinnern an::V,cofio,ഓർമിക്കുക
1177,vergessen::V,anghofio,മറക്കുക
1178,messen::V,mesur,അളക്കുക
