,Concept_ID,hu,be
835,vierzig::NUM,negyven,сорак
836,fünfzig::NUM,ötven,пядзесят
837,sechzig::NUM,hatvan,шесдзесят
838,siebzig::NUM,hetven,семдзесят
839,achtzig::NUM,nyolcvan,восемдзесят
840,neunzig::NUM,kilencven,дзевяноста
841,hundert::NUM,száz,сто
842,tausend::NUM,ezer,тысяча
843,und::CNJ,és,і
844,und::CNJ,és,ды
845,und::CNJ,meg,і
846,und::CNJ,meg,ды
847,oder::CNJ,vagy,або
848,stehen::V,áll,стаяць
849,sitzen::V,ül,сядзець
850,liegen::V,fekszik,ляжаць
851,hängen::V,függ,вісець
852,werden::V,lesz,стаць
853,werden::V,lesz,зрабіцца
854,passieren::V,történik,трапіцца
855,beginnen::V,kezdődik,пачацца
856,enden::V,végződik,кончыцца
857,enden::V,befejeződik,кончыцца
858,wechseln::V,változik,мяняцца
859,aufgehen[Sonne]::V,kel,узысці
860,untergehen[Sonne]::V,lemegy,зайсці
861,scheinen[Sonne]::V,süt,свяціць
862,donnern::V,dörög,грымець
863,wehen::V,fúj,дзьмуць
864,strömen::V,áramlik,ліцца
865,fließen::V,folyik,цячы
866,sich drehen::V,forog,круціцца
867,sich drehen::V,forog,варочацца
868,schwanken::V,inog,хістацца
869,schwanken::V,ingadozik,хістацца
870,schwingen::V,leng,гайдацца
871,schwingen::V,leng,калыхацца
872,fallen::V,esik,падаць
873,brennen::V,ég,гарэць
874,rauchen::V,füstöl,дымець
875,regnen::V,esik,дажджыць
876,gefrieren::V,megfagy,замерзнуць
877,tauen::V,olvad,раставаць
878,schmelzen::V,olvad,плавіцца
879,schmelzen::V,elolvad,плавіцца
880,trocknen::V,szárad,сохнуць
881,sieden::V,forr,кіпець
882,faulen::V,rothad,гнісці
883,verfaulen::V,elrothad,згнісці
884,verfaulen::V,megrothad,згнісці
885,reißen::V,szakad,ірвацца
886,versinken::V,süllyed,тануць
887,versinken::V,elsüllyed,тануць
888,vergehen::V,múlik,праходзіць
889,vergehen::V,elmúlik,праходзіць
890,erscheinen::V,feltűnik,зʼявіцца
891,erscheinen::V,megjelenik,зʼявіцца
892,verschwinden::V,letűnik,знікнуць
893,sinken::V,süllyed,спадаць
894,abnehmen::V,apad,паменшыцца
895,abnehmen::V,csökken,паменшыцца
896,zunehmen::V,növekszik,павялічвацца
897,zunehmen::V,gyarapszik,павялічвацца
898,steigen::V,emelkedik,паднімацца
899,wachsen::V,nő,расці
900,wachsen::V,terem,расці
901,wachsen::V,növekszik,расці
902,glänzen::V,ragyog,блішчаць
903,glänzen::V,fénylik,блішчаць
904,funkeln::V,csillog,бліскаць
905,funkeln::V,tündöklik,бліскаць
906,lärmen::V,lármázik,шумець
907,läuten::V,cseng,званіць
908,klingeln::V,csenget,званіць
909,klirren::V,csörömpöl,бразгаць
910,brausen::V,zúg,бушаваць
911,brausen::V,morajlik,бушаваць
912,rauschen::V,zúg,шастаць
913,klingen::V,hangzik,гучаць
914,bellen::V,ugat,брахаць
915,heulen::V,bőg,выць
916,heulen::V,üvölt,выць
917,blasen::V,fúj,дзьмухнуць
918,pfeifen::V,fütyül,свістаць
919,schreien::V,kiált,крычаць
920,schreien::V,kiabál,крычаць
921,stöhnen::V,nyög,стагнаць
922,zittern::V,remeg,дрыжаць
923,zittern::V,reszket,дрыжаць
924,leben::V,él,жыць
925,geboren werden::V,születik,нарадзіцца
926,atmen::V,lélegzik,дыхаць
927,trinken::V,iszik,піць
928,essen::V,eszik,есці
929,schlucken::V,nyel,глытаць
930,müde werden::V,elfárad,стаміцца
931,müde werden::V,kifárad,стаміцца
932,einschlafen::V,elalszik,заснуць
933,schlafen::V,alszik,спаць
934,aufwachen::V,felébred,рассыпацца
935,aufstehen::V,felkel,устаць
936,sich erholen::V,pihen,адпачываць
937,krank werden::V,megbetegedik,захварэць
938,krank werden::V,belebetegszik,захварэць
939,krank sein::V,betegeskedik,хварэць
940,schmerzen::V,fáj,балець
941,husten::V,köhög,кашляць
942,genesen::V,meggyógyul,паправіцца
943,genesen::V,meggyógyul,паздаравець
944,sterben::V,hal,памерці
945,umkommen::V,elpusztul,загінуць
946,sich bewegen::V,mozog,рухацца
947,sich rühren::V,mozdul,варушыцца
948,sich erheben::V,feláll,устаць
949,sich erheben::V,felemelkedik,устаць
950,sich setzen::V,ül,сесці
951,sich setzen::V,leül,сесці
952,hinfallen::V,bukik,упасці
953,hinfallen::V,elesik,упасці
954,laufen::V,jár,хадзіць
955,schreiten::V,lép,шагаць
956,schreiten::V,lép,крочыць
957,spazierengehen::V,sétál,гуляць
958,eilen::V,siet,спяшацца
959,sich beeilen::V,siet,спяшацца
960,sausen::V,robog,імчацца
961,rennen::V,fut,бегаць
962,rennen::V,szalad,бегаць
963,springen::V,ugrik,скакаць
964,klettern::V,kúszik,лазіць
965,schaukeln::V,hintázik,гайдацца
966,kriechen::V,kúszik,поўзаць
967,schwimmen::V,úszik,плаваць
968,tauchen::V,merül,ныраць
969,rudern::V,evez,веславаць
970,fahren::V,jár,ехаць
971,fahren::V,megy,ехаць
972,fahren::V,utazik,ехаць
973,fliegen::V,száll,лятаць
974,gehen::V,megy,ісці
975,weggehen::V,elmegy,пайсці
976,abfahren::V,indul,адʼяжджаць
977,anhalten::V,megáll,спыніцца
978,anhalten::V,megáll,затрымацца
979,hineingehen::V,bemegy,уваходзіць
980,eintreten::V,belép,увайсці
981,kommen::V,jön,прыйсці
982,ankommen::V,érkezik,прыбыць
983,ankommen::V,megérkezik,прыбыць
984,zurückkommen::V,visszajön,вярнуцца
985,bleiben::V,marad,застацца
986,bleiben::V,megmarad,застацца
987,warten::V,vár,чакаць
988,warten::V,várakozik,чакаць
989,erwarten::V,vár,чакаць
990,erwarten::V,megvár,чакаць
991,suchen::V,kutat,шукаць
992,finden::V,talál,знайсці
993,versuchen::V,megpróbál,прабаваць
994,versuchen::V,megkísérel,прабаваць
995,vorbereiten::V,előkészít,падрыхтаваць
996,lieben::V,szeret,кахаць
997,mögen::V,szeret,любіць
998,lachen::V,nevet,смяяцца
999,rühren::V,mozdít,расчуліць
1000,weinen::V,sír,плакаць
1001,schimpfen::V,szid,лаяцца
1002,schimpfen::V,szitkozódik,лаяцца
1003,sich ärgern::V,mérgelődik,сердаваць
1004,sich ärgern::V,bosszankodik,сердаваць
1005,sich fürchten::V,fél,баяцца
1006,sich fürchten::V,retteg,баяцца
1007,fürchten::V,fél,баяцца
1008,fliehen::V,menekül,уцякаць
1009,flüchten::V,elmenekül,уцячы
1010,sehen::V,néz,бачыць
1011,anschauen::V,megnéz,паглядзець
1012,ansehen::V,néz,глядзець
1013,ansehen::V,ránéz,глядзець
1014,ansehen::V,megnéz,глядзець
1015,hören::V,hall,чуць
1016,zuhören::V,hallgat,слухаць
1017,zuhören::V,meghallgat,слухаць
1018,probieren::V,kóstol,каштаваць
1019,probieren::V,megkóstol,каштаваць
1020,riechen::V,szagol,нюхаць
1021,fühlen::V,érez,адчуваць
1022,scheinen::V,tűnik,здавацца
1023,scheinen::V,látszik,здавацца
1024,zu sehen sein::V,mutatkozik,віднецца
1025,vernehmen::V,hall,пачуць
1026,frieren::V,fázik,мёрзнуць
1027,tun::V,csinál,рабіць
1028,tun::V,cselekszik,рабіць
1029,können::V,tud,умець
1030,wollen::V,akar,хацець
1031,anfangen::V,kezd,пачаць
1032,beenden::V,befejez,закончыць
1033,aufhören::V,megszűnik,перастаць
1034,gelingen::V,sikerül,удацца
1035,geraten::V,kerül,аказацца
1036,geraten::V,jut,аказацца
1037,öffnen::V,nyit,адчыніць
1038,öffnen::V,kinyit,адчыніць
1039,schließen::V,csuk,зачыніць
1040,schließen::V,becsuk,зачыніць
1041,stellen::V,állít,паставіць
1042,stellen::V,helyez,паставіць
1043,setzen::V,ültet,пасадзіць
1044,setzen::V,helyez,пасадзіць
1045,legen::V,tesz,класці
1046,legen::V,fektet,класці
1047,berühren::V,érint,чапаць
1048,verbinden::V,beköt,звязаць
1049,verbinden::V,összeköt,звязаць
1050,bedecken::V,betakar,накрыць
1051,bedecken::V,beborít,накрыць
1052,aufhängen::V,felakaszt,павесіць
1053,anzünden::V,gyújt,запаліць
1054,anzünden::V,meggyújt,запаліць
1055,aufheben::V,felemel,падняць
1056,zurücklassen::V,hátrahagy,пакінуць
1057,verlieren::V,veszít,згубіць
1058,verlieren::V,elveszít,згубіць
1059,fallen lassen::V,elejt,упусціць
1060,machen::V,tesz,зрабіць
1061,machen::V,csinál,зрабіць
1062,herstellen::V,gyárt,вырабіць
1063,herstellen::V,előállít,вырабіць
1064,bauen::V,épít,будаваць
1065,reparieren::V,javít,правіць
1066,reparieren::V,kijavít,правіць
1067,reparieren::V,megjavít,правіць
1068,verbessern::V,megjavít,палепшыць
1069,ändern::V,változtat,змяніць
1070,ändern::V,megváltoztat,змяніць
1071,graben::V,ás,капаць
1072,beugen::V,meghajt,сагнуць
1073,biegen::V,hajlít,пагнуць
1074,drehen::V,forgat,вярцець
1075,wenden::V,fordít,павярнуць
1076,wenden::V,megfordít,павярнуць
1077,umdrehen::V,megfordít,перавярнуць
1078,umdrehen::V,megforgat,перавярнуць
1079,heben::V,emel,падымаць
1080,hochheben::V,felemel,падняць
1081,ergreifen::V,megfog,схапіць
1082,ergreifen::V,megfog,схваціць
1083,halten::V,tart,трымаць
1084,drücken::V,nyom,націскаць
1085,drücken::V,megnyom,націскаць
1086,schieben::V,tol,пхаць
1087,schieben::V,tol,штурхаць
1088,kratzen::V,vakar,скрэбці
1089,lecken::V,nyal,лізаць
1090,beißen::V,harap,кусаць
1091,abreißen::V,letép,адарваць
1092,abschneiden::V,levág,адрэзаць
1093,binden::V,köt,вязаць
1094,binden::V,kötöz,вязаць
1095,stecken::V,dug,уваткнуць
1096,brechen::V,tör,зламаць
1097,brechen::V,eltör,зламаць
1098,klopfen::V,kopogtat,стукаць
1099,hauen::V,vág,біць
1100,hauen::V,levág,біць
1101,kleben::V,tapaszt,клеіць
1102,reiben::V,dörzsöl,церці
1103,reiben::V,súrol,церці
1104,streichen::V,simít,намазаць
1105,schleifen::V,fen,тачыць
1106,schleifen::V,csiszol,тачыць
1107,schleifen::V,köszörül,тачыць
1108,schneiden::V,vág,рэзаць
1109,schneiden::V,szel,рэзаць
1110,schneiden::V,metsz,рэзаць
1111,rütteln::V,ráz,хістаць
1112,schütteln::V,ráz,трэсці
1113,schütteln::V,megráz,трэсці
1114,schwenken::V,lóbál,махаць
1115,schwenken::V,lobogtat,махаць
1116,schütten::V,önt,наліць
1117,füllen::V,tölt,напоўніць
1118,füllen::V,megtölt,напоўніць
1119,einwickeln::V,becsavar,загарнуць
1120,tragen::V,hord,несці
1121,schleppen::V,vonszol,цягнуць
1122,ziehen::V,húz,цягнуць
1123,aufbewahren::V,megőriz,захоўваць
1124,werfen::V,dob,кідаць
1125,werfen::V,hajít,кідаць
1126,fangen::V,fog,лавіць
1127,packen::V,megragad,схапіць
1128,packen::V,megragad,схваціць
1129,verstecken::V,eldug,схаваць
1130,verstecken::V,elrejt,схаваць
1131,teilen::V,oszt,раздзяліць
1132,teilen::V,megoszt,раздзяліць
1133,schicken::V,küld,пасылаць
1134,bringen::V,hoz,прынесці
1135,bringen::V,visz,прынесці
1136,hinzufügen::V,hozzáad,дабавіць
1137,bekommen::V,kap,дастаць
1138,bekommen::V,megkap,дастаць
1139,erhalten::V,kap,атрымаць
1140,erhalten::V,megkap,атрымаць
1141,nehmen::V,vesz,ўзяць
1142,wählen::V,választ,выбраць
1143,auswählen::V,kiválaszt,адабраць
1144,bewahren::V,megtart,захаваць
1145,behindern::V,akadályoz,перашкаджаць
1146,behindern::V,gátol,перашкаджаць
1147,verderben::V,elront,сапсаваць
1148,beschädigen::V,rongál,пашкодзіць
1149,zerbrechen::V,eltör,разбіць
1150,zerbrechen::V,széttör,разбіць
1151,zerbrechen::V,kettétör,разбіць
1152,zerreißen::V,eltép,разадраць
1153,zerreißen::V,széttép,разадраць
1154,zerstören::V,elpusztít,разбурыць
1155,verbrennen::V,éget,спаліць
1156,verbrennen::V,eléget,спаліць
1157,geben::V,ad,даць
1158,reichen::V,nyújt,перадаць
1159,schenken::V,ajándékoz,дарыць
1160,versprechen::V,ígér,абяцаць
1161,wünschen::V,kíván,жадаць
1162,loben::V,dicsér,хваліць
1163,küssen::V,csókol,цалаваць
1164,wiegen::V,ringat,гушкаць
1165,wiegen::V,ringat,калыхаць
1166,zudecken::V,betakar,накрыць
1167,wecken::V,kelt,пабудзіць
1168,wecken::V,ébreszt,пабудзіць
1169,zeigen::V,mutat,паказаць
1170,führen::V,visz,весці
1171,führen::V,vezet,весці
1172,lehren::V,tanít,вучыць
1173,unterrichten::V,tanít,выкладаць
1174,aufziehen::V,felnevel,выхаваць
1175,leiten::V,vezet,кіраваць
1176,leiten::V,vezérel,кіраваць
1177,antreiben::V,hajt,падганяць
1178,lassen::V,-tat,прымусіць
1179,lassen::V,-at,прымусіць
1180,einladen::V,meghív,запрасіць
1181,vereinigen::V,egyesít,абʼяднаць
1182,besuchen::V,látogat,наведаць
1183,treffen::V,talál,сустрэць
1184,sich versammeln::V,gyülekezik,сабрацца
1185,sich versammeln::V,összegyűlik,сабрацца
1186,spielen::V,játszik,гуляць
1187,singen::V,énekel,пець
1188,singen::V,énekel,спяваць
1189,tanzen::V,táncol,танцаваць
1190,sich trennen::V,elválik,расстацца
1191,verlassen::V,elhagy,пакінуць
1192,retten::V,ment,выратаваць
1193,bewachen::V,őriz,ахоўваць
1194,schützen::V,óv,уберагаць
1195,schützen::V,véd,уберагаць
1196,verteidigen::V,véd,абараніць
1197,sich schlagen::V,verekszik,біцца
1198,sich schlagen::V,verekszik,драцца
1199,schießen::V,lő,страляць
1200,siegen::V,győz,перамагчы
1201,ärgern::V,bosszant,злаваць
1202,schlagen::V,üt,ударыць
1203,schlagen::V,ver,ударыць
1204,treten::V,rúg,штурхаць
1205,stechen::V,döf,укалоць
1206,stechen::V,szúr,укалоць
1207,stoßen::V,lök,папхнуць
1208,stehlen::V,lop,украсці
1209,stören::V,zavar,перашкодзіць
1210,belästigen::V,zaklat,дакучаць
1211,verbergen::V,rejt,скрыць
1212,verbergen::V,rejt,схаваць
1213,verbergen::V,elrejt,скрыць
1214,verbergen::V,elrejt,схаваць
1215,täuschen::V,megtéveszt,падмануць
1216,betrügen::V,csal,змахляваць
1217,töten::V,öl,забіць
1218,wohnen::V,lakik,жыць
1219,arbeiten::V,dolgozik,працаваць
1220,sammeln::V,szed,сабраць
1221,sammeln::V,gyűjt,сабраць
1222,pflücken::V,szed,зрываць
1223,jagen::V,vadászik,паляваць
1224,fischen::V,halászik,рыбачыць
1225,fassen::V,fog,злавіць
1226,hüten::V,őriz,пасвіць
1227,hüten::V,legeltet,пасвіць
1228,treiben::V,hajt,гнаць
1229,anbinden::V,köt,прывязаць
1230,füttern::V,etet,карміць
1231,melken::V,fej,даіць
1232,hacken::V,vág,сячы
1233,gießen::V,öntöz,паліць
1234,reifen::V,érik,паспець
1235,zubereiten::V,elkészít,зварыць
1236,zubereiten::V,elkészít,згатаваць
1237,kochen::V,főz,варыць
1238,backen::V,süt,пячы
1239,braten::V,süt,смажыць
1240,umrühren::V,megkever,перамяшаць
1241,stricken::V,köt,вязаць
1242,nähen::V,varr,шыць
1243,färben::V,fest,пафарбаваць
1244,reinigen::V,tisztít,ачысціць
1245,waschen::V,mos,мыць
1246,abwischen::V,letöröl,выцерці
1247,spülen::V,mosogat,паласкаць
1248,fegen::V,söpör,падмятаць
1249,kehren::V,söpör,месці
1250,baden::V,fürdik,купацца
1251,sich waschen::V,mosdik,мыцца
1252,sich waschen::V,mosakszik,мыцца
1253,ausziehen::V,levesz,зняць
1254,anziehen::V,felölt,надзець
1255,anziehen::V,felvesz,надзець
1256,sich anziehen::V,öltözik,адзецца
1257,sich anziehen::V,felöltözik,адзецца
1258,kämmen::V,fésül,прычасаць
1259,schmücken::V,díszít,аздобіць
1260,sagen::V,mond,сказаць
1261,sprechen::V,beszél,гаварыць
1262,reden::V,beszél,размаўляць
1263,sich unterhalten::V,beszélget,гутарыць
1264,fragen::V,kérdez,спытаць
1265,bitten::V,kér,прасіць
1266,erzählen::V,mesél,расказаць
1267,erzählen::V,elbeszél,расказаць
1268,mitteilen::V,közöl,паведаміць
1269,nennen::V,hív,назваць
1270,nennen::V,nevez,назваць
1271,rufen::V,hív,зваць
1272,prahlen::V,dicsekszik,хваліцца
1273,übersetzen::V,fordít,перакласці
1274,denken::V,gondol,думаць
1275,glauben::V,hisz,верыць
1276,bemerken::V,észrevesz,заўважыць
1277,erkennen::V,ráismer,пазнаць
1278,erkennen::V,felismer,пазнаць
1279,begreifen::V,felfog,спасцігнуць
1280,verstehen::V,ért,пачуць
1281,verstehen::V,megért,пачуць
1282,lernen::V,tanul,вучыцца
1283,lernen::V,megtanul,вучыцца
1284,wissen::V,tud,знаць
1285,sich erinnern an::V,emlékszik,памятаць
1286,vergessen::V,felejt,забыць
1287,vergessen::V,elfelejt,забыць
1288,messen::V,mér,мераць
1289,messen::V,megmér,мераць
1290,zählen::V,számol,лічыць
1291,zählen::V,megszámol,лічыць
1292,rechnen::V,számít,лічыць
1293,lesen::V,olvas,чытаць
1294,malen::V,fest,маляваць
1295,zeichnen::V,rajzol,рысаваць
1296,schreiben::V,ír,пісаць
1297,besitzen::V,birtokol,мець
1298,kaufen::V,vesz,купіць
1299,kaufen::V,megvesz,купіць
1300,verkaufen::V,elad,прадаць
1301,bezahlen::V,fizet,заплаціць
1302,bezahlen::V,kifizet,заплаціць
1303,zahlen::V,fizet,плаціць
1304,zahlen::V,megfizet,плаціць
1305,beherrschen::V,ural,уладаць
1306,beherrschen::V,ural,валодаць
1307,ertragen::V,elbír,выцерпець
1308,ertragen::V,elvisel,выцерпець
