,Concept_ID,fi,tt
146,Rinde::N,kuori,кабык
147,Rinde::N,parkki,кабык
148,Ast::N,oksa,ботак
149,Zweig::N,haara,ботак
150,Zweig::N,haara,тармак
151,Blatt::N,lehti,яфрак
152,Birke::N,koivu,каен
153,Kiefer[Baum]::N,mänty,нарат
154,Kiefer[Baum]::N,petäjä,нарат
155,Weide[Baum]::N,paju,тал
156,Tanne::N,kuusi,чыршы
157,Horn::N,sarvi,мөгез
158,Feder::N,sulka,йон
159,Feder::N,höyhen,йон
160,Fell::N,talja,тире
161,Flügel::N,siipi,канат
162,Klaue::N,kynsi,тырнак
163,Kralle::N,kynsi,тырнак
164,Schwanz::N,häntä,койрык
165,Schwanz::N,pyrstö,койрык
166,Ei::N,muna,күкәй
167,Ei::N,muna,йомырка
168,Nest::N,pesä,оя
169,Bau::N,pesä,өн
170,Tier::N,eläin,хайван
171,Herde::N,lauma,көтү
172,Kuh::N,lehmä,сыер
173,Bulle::N,sonni,үгез
174,Pferd::N,hevonen,ат
175,Schaf::N,lammas,сарык
176,Schwein::N,sika,дуңгыз
177,Hund::N,koira,эт
178,Katze::N,kissa,песи
179,Bär::N,karhu,аю
180,Eichhörnchen::N,orava,тиен
181,Elch::N,hirvi,поши
182,Fuchs::N,kettu,төлке
183,Hase::N,jänis,куян
184,Maus::N,hiiri,тычкан
185,Wolf::N,susi,бүре
186,Vogel::N,lintu,кош
187,Schwarm::N,parvi,көтү
188,Huhn::N,kana,тавык
189,Hahn::N,kukko,әтәч
190,Gans::N,hanhi,каз
191,Adler::N,kotka,каракош
192,Ente::N,ankka,үрдәк
193,Eule::N,pöllö,ябалак
194,Kranich::N,kurki,торна
195,Krähe::N,varis,карга
196,Kuckuck::N,käki,күке
197,Kuckuck::N,käki,кәккүк
198,Schwan::N,joutsen,аккош
199,Fisch::N,kala,балык
200,Barsch::N,ahven,алабуга
201,Hecht::N,hauki,чуртан
202,Schlange[Tier]::N,käärme,елан
203,Wurm::N,mato,корт
204,Spinne::N,hämähäkki,үрмәкүч
205,Ameise::N,muurahainen,кырмыска
206,Laus::N,täi,бет
207,Mücke::N,sääski,черки
208,Mücke::N,sääski,озынборын
209,Mücke::N,hyttynen,черки
210,Mücke::N,hyttynen,озынборын
211,Fliege::N,kärpänen,чебен
212,Schmetterling::N,perhonen,күбәләк
213,Beere::N,marja,җиләк
214,Apfel::N,omena,алма
215,Pilz::N,sieni,гөмбә
216,Zwiebel::N,sipuli,суган
217,Zwiebel::N,sipuli,суганбаш
218,Saat::N,siemenet,орлык
219,Korn::N,jyvä,иген
220,Korn::N,jyvä,орлык
221,Korn::N,vilja,иген
222,Korn::N,vilja,орлык
223,Heu::N,heinä,печән
224,Schale::N,kuori,кабык
225,Grube::N,kuoppa,баз
226,Grube::N,kuoppa,чокыр
227,Falle::N,loukku,тозак
228,Falle::N,loukku,капкын
229,Schlinge::N,ansa,элмәк
230,Spur::N,jälki,эз
231,Asche::N,tuhka,көл
232,Dreck::N,lika,пычрак
233,Eisen::N,rauta,тимер
234,Gold::N,kulta,алтын
235,Silber::N,hopea,көмеш
236,Kohle::N,hiili,күмер
237,Glas::N,lasi,пыяла
238,Lehm::N,savi,балчык
239,Sand::N,hiekka,ком
240,Mensch::N,ihminen,адәм
241,Mensch::N,ihminen,инсан
242,Mann::N,mies,ир
243,Frau::N,nainen,хатын
244,Kind::N,lapsi,бала
245,Junge::N,poika,малай
246,Mädchen::N,tyttö,кыз
247,Familie::N,perhe,гаилә
248,Großvater::N,isoisä,бабай
249,Großmutter::N,isoäiti,әби
250,Eltern::N,vanhemmat,ата-ана
251,Vater::N,isä,ата
252,Mutter::N,äiti,ана
253,Sohn::N,poika,ул
254,Tochter::N,tytär,кыз
255,Bruder::N,veli,кардәш
256,Schwester::N,sisko,апа
257,Schwester::N,sisko,сеңел
258,Onkel::N,eno,дәдә
259,Onkel::N,eno,дәдәй
260,Onkel::N,setä,дәдә
261,Onkel::N,setä,дәдәй
262,Tante::N,täti,түти
263,Tante::N,täti,тәтәй
264,Ehemann::N,mies,ир
265,Ehemann::N,aviomies,ир
266,Ehefrau::N,vaimo,хатын
267,Ehefrau::N,aviovaimo,хатын
268,Freude::N,ilo,сөенеч
269,Freude::N,riemu,сөенеч
270,Gelächter::N,nauru,көлү
271,Gelächter::N,nauru,көлеш
272,Glück::N,onni,бәхет
273,Kummer::N,suru,хәсрәт
274,Kummer::N,murhe,хәсрәт
275,Wunsch::N,toive,теләк
276,Wunsch::N,toivomus,теләк
277,Lust::N,himo,теләк
278,Lust::N,himo,теләү
279,Geist::N,henki,рух
280,Gedanke::N,aate,уй
281,Gedanke::N,aate,фикер
282,Gedanke::N,ajatus,уй
283,Gedanke::N,ajatus,фикер
284,Gedächtnis::N,muisti,хәтер
285,Verstand::N,äly,акыл
286,Verstand::N,järki,акыл
287,Verstand::N,ymmärrys,акыл
288,Sinn::N,merkitys,мәгънә
289,Grund::N,syy,сәбәп
290,Grund::N,peruste,сәбәп
291,Wahrheit::N,tosi,хак
292,Wahrheit::N,totuus,хак
293,Gespräch::N,puhelu,әңгәмә
294,Gespräch::N,keskustelu,әңгәмә
295,Märchen::N,satu,әкият
296,Erzählung::N,tarina,хикәя
297,Erzählung::N,kertomus,хикәя
298,Nachricht::N,tieto,хәбәр
299,Nachricht::N,ilmoitus,хәбәр
300,Neuigkeit::N,uutinen,яңалык
301,Name::N,nimi,исем
302,Rätsel::N,arvoitus,табышмак
303,Rede::N,puhe,нотык
304,Sprache::N,kieli,тел
305,Stimme::N,ääni,тавыш
306,Wort::N,sana,сүз
307,Zeichen::N,merkki,ишарә
308,Ruf::N,kutsu,дәшү
309,Lärm::N,melu,шау
310,Lärm::N,hälinä,шау
311,Laut::N,ääni,аваз
312,Ton::N,sävel,шалтырату
313,Lied::N,laulu,җыр
314,Ruhe::N,lepo,тынлык
315,Ruhe::N,rauha,тынлык
316,Leute::N,väki,халык
317,Leute::N,ihmiset,халык
318,Volk::N,kansa,халык
319,Arbeit::N,työ,эш
320,Arbeit::N,työ,хезмәт
321,Gast::N,vieras,кунак
322,Geschenk::N,lahja,бүләк
323,Spiel::N,peli,уен
324,Spiel::N,leikki,уен
325,Gesellschaft::N,seura,җәмгыять
326,Hilfe::N,apu,ярдәм
327,Hilfe::N,apu,булышлык
328,Freund::N,ystävä,дус
329,Kamerad::N,toveri,иптәш
330,Angelegenheit::N,asia,эш
331,Anzahl::N,lukumäärä,микъдар
332,Art::N,laji,төр
333,Stück::N,pala,кисәк
334,Stück::N,kappale,кисәк
335,Teil::N,osa,өлеш
336,Hälfte::N,puoli,ярым
337,Kreis::N,ympyrä,түгәрәк
338,Kreuz::N,risti,хач
339,Kreuz::N,risti,тәре
340,Linie::N,viiva,сызык
341,Strich::N,piirto,сызык
342,Abstand::N,väli,ара
343,Abstand::N,väljyys,ара
344,Entfernung::N,etäisyys,ераклык
345,Gegend::N,seutu,урын
346,Platz::N,tila,бушлык
347,Ort::N,kohta,урын
348,Ort::N,paikka,урын
349,Seite::N,sivu,як
350,Seite::N,kylki,як
351,Mitte::N,keskus,урта
352,Mitte::N,puoliväli,урта
353,Gegenstand::N,kalu,нәрсә
354,Gegenstand::N,esine,нәрсә
355,Sache::N,asia,нәрсә
356,Rand::N,ääri,чит
357,Rand::N,syrjä,чит
358,Kante::N,särmä,кырый
359,Ecke::N,nurkka,почмак
360,Spitze::N,terä,оч
361,Spitze::N,kärki,оч
362,Ende::N,pää,азак
363,Ende::N,perä,азак
364,Loch::N,kolo,тишек
365,Loch::N,reikä,тишек
366,Winkel::N,kulma,почмак
367,Muster::N,kuvio,парча
368,Größe::N,koko,зурлык
369,Größe::N,suuruus,зурлык
370,Länge::N,pituus,озынлык
371,Höhe::N,korkeus,биеклек
372,Gewicht::N,paino,авырлык
373,Menge::N,määrä,микъдар
374,Haufen::N,kasa,өем
375,Reihe::N,rivi,рәт
376,Boot::N,vene,каек
377,Boot::N,vene,көймә
378,Ruder::N,airo,ишкәк
379,Schlitten::N,reki,чана
380,Schlitten::N,kelkka,чана
381,Ski::N,suksi,чаңгы
382,Lagerfeuer::N,nuotio,костёр
383,Last::N,kuorma,йөк
384,Gang::N,kulku,йөреш
385,Gang::N,käynti,йөреш
386,Schritt::N,askel,адым
387,Norden::N,pohjoinen,төньяк
388,Süden::N,etelä,көньяк
389,Westen::N,länsi,көнбатыш
390,Osten::N,itä,шәрык
391,Osten::N,itä,көнчыгыш
392,Holz::N,puu,агач
393,Brett::N,lauta,такта
394,Platte::N,levy,плитә
395,Stütze::N,noja,таяу
396,Stange::N,tanko,колга
397,Stock::N,keppi,таяк
398,Stab::N,sauva,таяк
399,Stab::N,seiväs,таяк
400,Rohr::N,putki,торба
401,Haus::N,talo,өй
402,Haus::N,talo,йорт
403,Heim::N,koti,гаилә
404,Heim::N,koti,нәсел
405,Ofen::N,uuni,мич
406,Fußboden::N,lattia,идән
407,Tisch::N,pöytä,өстәл
408,Stuhl::N,tuoli,утыргыч
409,Wiege::N,kehto,бишек
410,Bett::N,sänky,ятак
411,Bett::N,sänky,урын-җир
412,Regal::N,hylly,киштә
413,Regal::N,hylly,шүрлек
414,Kiste::N,arkku,әрҗә
415,Kiste::N,kirstu,әрҗә
416,Kiste::N,laatikko,әрҗә
417,Fenster::N,ikkuna,тәрәзә
418,Tür::N,ovi,ишек
419,Tor::N,portti,капка
420,Zaun::N,aita,койма
421,Dach::N,katto,түбә
422,Leiter::N,tikkaat,баскыч
423,Leiter::N,tikapuut,баскыч
424,Besen::N,luuta,себерке
425,Spaten::N,lapio,көрәк
426,Schaufel::N,lapio,көрәк
427,Gabel::N,haarukka,чәннечке
428,Löffel::N,lusikka,кашык
429,Messer::N,veitsi,пычак
430,Nagel::N,naula,кадак
431,Netz::N,verkko,челтәр
432,Haken::N,haka,ыргак
433,Haken::N,koukku,ыргак
434,Griff::N,ripa,тотка
435,Griff::N,kahva,тотка
436,Schloss::N,lukko,йозак
437,Bild::N,kuva,рәсем
438,Bild::N,kuva,картина
439,Figur::N,kuvio,сын
440,Figur::N,kuvio,фигура
441,Puppe::N,nukke,курчак
442,Beutel::N,pussi,луза
443,Bündel::N,nippu,бәйләм
444,Bündel::N,kimppu,бәйләм
445,Tasche::N,laukku,букча
446,Eimer::N,sanko,чиләк
447,Eimer::N,ämpäri,чиләк
448,Deckel::N,kansi,капкач
449,Geschirr::N,astia,савыт-саба
450,Geschirr::N,astia,кашык-аяк
451,Sack::N,säkki,капчык
452,Tasse::N,kuppi,чынаяк
453,Topf::N,pata,чүлмәк
454,Kessel::N,kattila,казан
455,Essen::N,syönti,ашау
456,Nahrung::N,ruoka,азык
457,Nahrung::N,ruoka,тәгам
458,Nahrung::N,ruoka,ашамлык
459,Nahrung::N,ravinto,азык
460,Nahrung::N,ravinto,тәгам
461,Nahrung::N,ravinto,ашамлык
462,Speise::N,ruoka,ризык
463,Fleisch::N,liha,ит
464,Getreide::N,vilja,ашлык
465,Brei::N,puuro,ботка
466,Brot::N,leipä,ипи
467,Brot::N,leipä,икмәк
468,Scheibe::N,viipale,телем
469,Fett::N,rasva,май
470,Butter::N,voi,май
471,Öl::N,öljy,май
472,Salz::N,suola,тоз
473,Suppe::N,keitto,шулпа
474,Honig::N,hunaja,бал
475,Milch::N,maito,сөт
476,Tee::N,tee,чәй
477,Leder::N,nahka,күн
478,Wolle::N,villa,йон
479,Stoff::N,kangas,тукыма
480,Nadel::N,neula,энә
481,Faden::N,lanka,җеп
482,Knopf::N,nappi,төймә
483,Knoten::N,solmu,төен
484,Farbe::N,maali,буяу
485,Kleidung::N,vaatteet,кием
486,Hemd::N,paita,күлмәк
487,Kragen::N,kaulus,яка
488,Ärmel::N,hiha,җиң
489,Hose::N,housut,чалбар
490,Gürtel::N,vyö,билбау
491,Mütze::N,lakki,бүрек
492,Schuh::N,kenkä,башмак
493,Stiefel::N,saapas,итек
494,Ring::N,sormus,балдак
495,Band::N,nauha,тасма
496,Kamm::N,kampa,тарак
497,Spiegel::N,peili,көзге
498,Riemen::N,hihna,каеш
499,Schnur::N,naru,бау
500,Schnur::N,nuora,бау
501,Leine::N,talutushihna,тезген
502,Decke::N,peite,юрган
503,Kissen::N,tyyny,мендәр
504,Kissen::N,pielus,мендәр
505,Tuch::N,huivi,яулык
506,Handtuch::N,pyyheliina,сөлгә
507,Kraft::N,väki,егәр
508,Kraft::N,väki,дәрман
509,Kraft::N,voima,егәр
510,Kraft::N,voima,дәрман
511,Stärke::N,vahvuus,көч
512,Stärke::N,vahvuus,дәрман
513,Gesundheit::N,terveys,саулык
514,Krankheit::N,tauti,чир
515,Krankheit::N,tauti,хаста
516,Krankheit::N,tauti,сырхау
517,Krankheit::N,sairaus,чир
518,Krankheit::N,sairaus,хаста
519,Krankheit::N,sairaus,сырхау
520,Schmerz::N,kipu,авырту
521,Schmerz::N,särky,авырту
522,Wunde::N,haava,яра
523,Wunde::N,haava,җәрәхәт
524,Fieber::N,kuume,бизгәк
525,Arznei::N,lääke,дару
526,Brücke::N,silta,күпер
527,Brunnen::N,kaivo,кое
528,Weide::N,laidun,утлавык
529,Pfad::N,polku,сукмак
530,Weg::N,tie,юл
531,Straße::N,katu,урам
532,Dorf::N,kylä,авыл
533,Stadt::N,kaupunki,шәһәр
534,Brief::N,kirje,хат
535,Buch::N,kirja,китап
536,Buchstabe::N,kirjain,хәреф
537,Zeitung::N,lehti,газет
538,Zeitung::N,lehti,газета
539,Zeitung::N,sanomalehti,газет
540,Zeitung::N,sanomalehti,газета
541,Leben::N,elo,гомер
542,Leben::N,elo,тормыш
543,Leben::N,elo,тереклек
544,Leben::N,elämä,гомер
545,Leben::N,elämä,тормыш
546,Leben::N,elämä,тереклек
547,Tod::N,kuolema,үлем
548,Grab::N,hauta,гүр
549,Grab::N,hauta,кабер
550,Kirche::N,kirkko,чиркәү
551,Sünde::N,synti,язык
552,Sünde::N,synti,гөнаһ
553,Gott::N,jumala,алла
554,Gott::N,jumala,ходай
555,Arbeiter::N,työläinen,эшче
556,Chef::N,päällikkö,башлык
557,Meister::N,mestari,оста
558,Arzt::N,lääkäri,врач
559,Arzt::N,lääkäri,табиб
560,Lehrer::N,opettaja,укытучы
561,Lehrer::N,opettaja,мөгаллим
562,Geld::N,raha,акча
563,Geschäft::N,liike,эш
564,Laden::N,puoti,кибет
565,Laden::N,puoti,магазин
566,Laden::N,kauppa,кибет
567,Laden::N,kauppa,магазин
568,Preis::N,hinta,бәя
569,Preis::N,hinta,бәһа
570,Ware::N,tavara,товар
571,Nutzen::N,hyöty,файда
572,Reichtum::N,rikkaus,байлык
573,Welt::N,maailma,дөнья
574,Land::N,maa,ил
575,Staat::N,valtio,дәүләт
576,König::N,kuningas,патша
577,Macht::N,mahti,хакимият
578,Grenze::N,raja,чик
579,Krieg::N,sota,сугыш
580,Feind::N,vihollinen,дошман
581,Gewalt::N,väkivalta,көчләү
582,Kampf::N,taistelu,көрәш
583,Bogen[Waffe]::N,jousi,җәя
584,Pfeil::N,nuoli,ук
585,Gewehr::N,kivääri,мылтык
586,Fehler::N,vika,хата
587,Fehler::N,virhe,хата
588,Lüge::N,valhe,ялган
589,Schaden::N,vaurio,зыян
590,Schaden::N,vaurio,зарар
591,Schaden::N,vahinko,зыян
592,Schaden::N,vahinko,зарар
593,Unglück::N,vahinko,бәла
594,Unglück::N,onnettomuus,бәла
595,Schuld::N,syy,гаеп
596,Alter::N,ikä,яшь
597,Schluss::N,loppu,ахыр
598,Zeit::N,aika,заман
599,Tag::N,päivä,көн
600,Morgen::N,aamu,иртә
601,Morgen::N,huomen,иртә
602,Mittag::N,keskipäivä,өйлә
603,Abend::N,ilta,кич
604,Nacht::N,yö,төн
605,Woche::N,viikko,атна
606,Monat::N,kuukausi,ай
607,Jahr::N,vuosi,ел
608,Frühling::N,kevät,яз
609,Sommer::N,kesä,җәй
610,Herbst::N,syksy,көз
611,Winter::N,talvi,кыш
612,Januar::N,tammikuu,гыйнвар
613,Februar::N,helmikuu,февраль
614,März::N,maaliskuu,март
615,April::N,huhtikuu,апрель
616,Mai::N,toukokuu,май
617,Juni::N,kesäkuu,июнь
618,Juli::N,heinäkuu,июль
619,August::N,elokuu,август
620,September::N,syyskuu,сентябрь
621,Oktober::N,lokakuu,октябрь
622,November::N,marraskuu,ноябрь
623,Dezember::N,joulukuu,декабрь
624,Montag::N,maanantai,дүшәмбе
625,Dienstag::N,tiistai,сишәмбе
626,Mittwoch::N,keskiviikko,чәршәмбе
627,Donnerstag::N,torstai,атнакич
628,Donnerstag::N,torstai,пәнҗешәмбе
629,Freitag::N,perjantai,җомга
630,Samstag::N,lauantai,шимбә
631,Sonntag::N,sunnuntai,якшәмбе
632,groß::A,iso,зур
633,groß::A,suuri,зур
634,klein::A,pieni,кечкенә
635,lang::A,pitkä,озын
636,kurz::A,lyhyt,кыска
637,breit::A,leveä,киң
638,schmal::A,kapea,кысык
639,dicht::A,taaja,куе
640,dick[Gegenstand]::A,paksu,калын
641,dünn::A,ohut,нечкә
642,fein::A,hieno,нәзакәтле
643,fest::A,luja,нык
644,flach::A,litteä,яссы
645,flach::A,litteä,ялпак
646,flach::A,tasainen,яссы
647,flach::A,tasainen,ялпак
648,glatt::A,sileä,шома
649,glatt::A,siloinen,шома
650,hart::A,kova,каты
651,weich::A,pehmeä,йомшак
652,rund::A,pyöreä,түгәрәк
653,spitz::A,terävä,очлы
654,scharf::A,terävä,үткен
655,stumpf::A,tylsä,үтмәс
656,schwer::A,raskas,салмак
657,schwer::A,painava,салмак
658,schön::A,kaunis,гүзәл
659,heiß::A,kuuma,эссе
660,warm::A,lämmin,җылы
661,kalt::A,kylmä,суык
662,kalt::A,kylmä,салкын
663,kalt::A,viluinen,суык
664,kalt::A,viluinen,салкын
665,kühl::A,viileä,салкынча
666,frisch::A,tuore,салкынча
667,feucht::A,kostea,юеш
668,nass::A,märkä,дымлы
669,trocken::A,kuiva,коры
670,voll::A,täysi,тулы
671,leer::A,tyhjä,буш
672,offen::A,avonainen,ачык
673,geschlossen::A,suljettu,йомык
674,sauber::A,puhdas,пакь
675,sauber::A,puhdas,чиста
676,schmutzig::A,likainen,керле
677,schmutzig::A,likainen,пычрак
678,roh::A,raaka,чи
679,reif::A,kypsä,өлгергән
680,lecker::A,herkullinen,тәмле
681,süß::A,makea,татлы
682,bitter::A,karvas,ачы
683,bitter::A,kitkerä,ачы
684,sauer::A,hapan,әче
685,hell::A,kirkas,якты
686,hell::A,valoisa,якты
687,dunkel::A,pimeä,кара
688,schwarz::A,musta,кара
689,weiß::A,valkea,ак
690,rot::A,punainen,кызыл
691,gelb::A,keltainen,сары
692,blau::A,sininen,күк
693,grün::A,vihreä,яшел
694,grau::A,harmaa,соры
695,bunt::A,kirjava,чуар
696,billig::A,halpa,арзан
697,billig::A,huokea,арзан
698,teuer::A,kallis,хаклы
699,wertvoll::A,arvokas,кыйммәтле
700,blind::A,sokea,сукыр
701,blind::A,sokea,күзсез
702,taub::A,kuuro,чукрак
703,taub::A,kuuro,саңгырау
704,kräftig::A,väkevä,егәрле
705,kräftig::A,voimakas,егәрле
706,stark::A,vahva,нык
707,stark::A,vahva,базык
708,schwach::A,heikko,зәгыйфь
709,fett::A,lihava,симез
710,schlank::A,hoikka,нәзек
711,schlank::A,solakka,нәзек
712,hübsch::A,soma,чибәр
713,hübsch::A,sievä,чибәр
714,böse::A,paha,усал
715,böse::A,häijy,усал
716,dumm::A,tyhmä,акылсыз
717,dumm::A,typerä,акылсыз
718,faul::A,laiska,ялкау
719,faul::A,laiska,иренчәк
720,fleißig::A,ahkera,тырыш
721,fleißig::A,ahkera,тырышучан
722,geizig::A,saita,саран
723,klug::A,älykäs,акыллы
724,geschickt::A,taitava,маһир
725,lieb::A,rakas,сөекле
726,lustig::A,hauska,күңелле
727,lustig::A,iloinen,күңелле
728,sanft::A,lauha,басынкы
729,sanft::A,lempeä,басынкы
730,hungrig::A,nälkäinen,ач
731,krank::A,sairas,чирле
732,krank::A,sairas,сырхау
733,nackt::A,alaston,шәрә
734,traurig::A,surullinen,ямансу
735,traurig::A,murheellinen,ямансу
736,lebendig::A,elävä,тере
737,gut::A,hyvä,яхшы
738,schlecht::A,paha,начар
739,schlecht::A,huono,начар
740,richtig::A,oikea,дөрес
741,schlimm::A,paha,әшәкә
742,wahr::A,tosi,чып-чын
743,alt::A,vanha,иске
744,neu::A,uusi,яңа
745,ehemalig::A,entinen,элекке
746,ehemalig::A,muinainen,элекке
747,alt[Lebewesen]::A,vanha,карт
748,jung::A,nuori,яшь
749,arm::A,köyhä,фәкыйрь
750,reich::A,rikas,бай
751,bekannt::A,tuttu,таныш
752,bekannt::A,tunnettu,таныш
753,berühmt::A,kuuluisa,атаклы
754,fremd::A,vieras,ят
755,verschieden::A,eri,төрле
756,verschieden::A,erilainen,төрле
757,nah::A,läheinen,якын
758,fern::A,etäinen,ерак
759,linker::A,vasen,сул
760,rechter::A,oikea,уң
761,anderer::A,muu,бүтән
762,anderer::A,toinen,бүтән
763,erster::A,ensimmäinen,беренче
764,zweiter::A,toinen,икенче
765,dritter::A,kolmas,өченче
766,letzter::A,viimeinen,ахыргы
767,allein::ADV,yksin,ялгыз
768,auf einmal::ADV,yhdellä kertaa,бердән
769,zusammen::ADV,yhdessä,бергә
770,lange::ADV,kauan,озак
771,lange::ADV,pitkään,озак
772,plötzlich::ADV,äkkiä,искәрмәстән
773,sofort::ADV,heti,хәзер
774,später::ADV,myöhemmin,соңрак
775,jetzt::ADV,nyt,хәзер
776,heute::ADV,tänään,бүген
777,morgen::ADV,huomenna,иртәгә
778,bald::ADV,pian,тиздән
779,dann::ADV,sitten,аннары
780,gestern::ADV,eilen,кичә
781,einst::ADV,aikanaan,берчак
782,damals::ADV,silloin,ул вакытта
783,damals::ADV,silloin,ул чакта
784,damals::ADV,siihen aikaan,ул вакытта
785,damals::ADV,siihen aikaan,ул чакта
786,danach::ADV,sen jälkeen,да
787,vorher::ADV,ennen,элек
788,zuerst::ADV,ensin,башта
789,zuerst::ADV,ensiksi,башта
790,einmal::ADV,kerran,бер
791,einmal::ADV,kerran,бер мәртәбә
792,manchmal::ADV,joskus,кайчакта
793,oft::ADV,usein,еш
794,immer::ADV,aina,һәркайчан
795,niemals::ADV,ei koskaan,hичбер вакыт
796,hier::ADV,tässä,монда
797,hier::ADV,tässä,биредә
798,hier::ADV,täällä,монда
799,hier::ADV,täällä,биредә
800,hierhin::ADV,tähän,монда
801,von hier::ADV,tästä,моннан
802,von hier::ADV,täältä,моннан
803,dort::ADV,siinä,анда
804,dort::ADV,siellä,анда
805,dorthin::ADV,sinne,тегеләй
806,dorthin::ADV,tuonne,тегеләй
807,geradeaus::ADV,suoraan,турыдан-туры
808,vorwärts::ADV,eteenpäin,алга
