,Concept_ID,cy,myv
323,Hälfte::N,hanner,пель
324,Hälfte::N,hanner,пелькс
325,Kreis::N,cylch,кирькс
326,Kreuz::N,croes,крёст
327,Linie::N,llinell,кикс
328,Strich::N,strôc,межа
329,Strich::N,trawiad,межа
330,Abstand::N,bwlch,ютко
331,Abstand::N,pellter,ютко
332,Entfernung::N,pellter,ютко
333,Gegend::N,cylch,тарка
334,Gegend::N,cylch,пертьпелькс
335,Platz::N,lle,васолкс
336,Ort::N,lle,тарка
337,Seite::N,ochr,ён
338,Seite::N,ochr,чире
339,Mitte::N,canol,куншка
340,Gegenstand::N,eitem,предмет
341,Sache::N,peth,тев
342,Sache::N,peth,веща
343,Rand::N,cwr,пе
344,Rand::N,cwr,чире
345,Rand::N,ymyl,пе
346,Rand::N,ymyl,чире
347,Kante::N,min,ирдез
348,Kante::N,ymyl,ирдез
349,Ecke::N,cornel,ужо
350,Spitze::N,blaen,пряне
351,Spitze::N,blaen,пе
352,Ende::N,pen,пе
353,Loch::N,twll,варя
354,Winkel::N,congl,ужо
355,Muster::N,patrwm,сёрма
356,Größe::N,maint,сэрь
357,Größe::N,maint,покшолма
358,Größe::N,maintioli,сэрь
359,Größe::N,maintioli,покшолма
360,Länge::N,hyd,кувалмо
361,Höhe::N,uchder,сэрь
362,Höhe::N,uchder,пандо
363,Gewicht::N,pwysau,сталмо
364,Menge::N,swm,лововкс
365,Menge::N,maint,лововкс
366,Haufen::N,pentwr,мар
367,Haufen::N,pentwr,валявкс
368,Reihe::N,rhes,ряд
369,Boot::N,cwch,венч
370,Ruder::N,rhwyf,милё
371,Schlitten::N,sled,нурдт
372,Schlitten::N,car llusg,нурдт
373,Ski::N,sgi,сокс
374,Lagerfeuer::N,coelcerth,толбандя
375,Last::N,llwyth,сталмо
376,Last::N,llwyth,кандома
377,Gang::N,tro,молема
378,Gang::N,tro,якамо
379,Schritt::N,cam,эскелькс
380,Norden::N,gogledd,якшамо ёнкс
381,Süden::N,de,лембе ёнкс
382,Westen::N,gorllewin,чивалгома
383,Osten::N,dwyrain,чилисема
384,Holz::N,pren,чувто
385,Brett::N,bwrdd,лаз
386,Brett::N,astell,лаз
387,Platte::N,llech,плита
388,Stütze::N,ateg,неже
389,Stütze::N,cynhalydd,неже
390,Stange::N,polyn,олга
391,Stock::N,ffon,мандо
392,Stock::N,brigyn,мандо
393,Stab::N,ffon,олога
394,Rohr::N,pibell,турба
395,Haus::N,tŷ,кудо
396,Heim::N,cartref,кудо
397,Ofen::N,stof,каштомо
398,Fußboden::N,llawr,киякс
399,Tisch::N,bwrdd,столь
400,Stuhl::N,cadair,стул
401,Wiege::N,crud,лавсь
402,Wiege::N,crud,нурямот
403,Bett::N,gwely,ацамо
404,Regal::N,silff,лався
405,Regal::N,silff,лавсяланго
406,Kiste::N,bocs,горобия
407,Kiste::N,bocs,сундук
408,Kiste::N,blwch,горобия
409,Kiste::N,blwch,сундук
410,Fenster::N,ffenestr,вальма
411,Tür::N,drws,кенкш
412,Tor::N,porth,ортат
413,Zaun::N,ffens,пирявт
414,Zaun::N,ffens,пирвякс
415,Dach::N,to,кудопря
416,Leiter::N,ysgol,кузтема
417,Besen::N,ysgub,тенсть
418,Spaten::N,rhaw,койме
419,Schaufel::N,rhaw,кече
420,Schaufel::N,rhaw,келей койме
421,Gabel::N,fforc,сянгине
422,Löffel::N,llwy,пенч
423,Messer::N,cyllell,пеель
424,Nagel::N,hoel,эске
425,Netz::N,gwe,алтыма
426,Netz::N,rhwyd,алтыма
427,Haken::N,bach,кечказ
428,Griff::N,carn,кедне
429,Schloss::N,clo,замок
430,Schloss::N,clo,панжома
431,Bild::N,llun,картина
432,Bild::N,pictiwr,картина
433,Figur::N,ffigur,рунго
434,Puppe::N,dol,няка
435,Beutel::N,cwd,кескав
436,Bündel::N,bwndel,керькс
437,Bündel::N,coflaid,керькс
438,Tasche::N,cod,юдма
439,Eimer::N,bwced,ведра
440,Eimer::N,cunnog,ведра
441,Deckel::N,caead,велькс
442,Geschirr::N,llestri,кедьге
443,Sack::N,sach,кескав
444,Tasse::N,cwpan,чакш
445,Topf::N,pot,кастрюля
446,Topf::N,crochan,кастрюля
447,Kessel::N,tegell,котёл
448,Essen::N,pryd o fwyd,ярсамо
449,Nahrung::N,bwyd,ярсамопель
450,Speise::N,saig,ярсамопель
451,Fleisch::N,cig,сывель
452,Getreide::N,ŷd,сюро
453,Getreide::N,llafur,сюро
454,Brei::N,uwd,каша
455,Brot::N,bara,кши
456,Scheibe::N,tafell,кочом
457,Scheibe::N,tafell,сускомо
458,Fett::N,saim,куя
459,Fett::N,braster,куя
460,Butter::N,ymenyn,ой
461,Öl::N,olew,ой
462,Salz::N,halen,сал
463,Suppe::N,cawl,ям
464,Honig::N,mêl,медь
465,Milch::N,llaeth,ловсо
466,Milch::N,llefrith,ловсо
467,Tee::N,te,чай
468,Leder::N,lledr,киське
469,Wolle::N,gwlân,пона
470,Stoff::N,lliain,коцт
471,Stoff::N,brethyn,коцт
472,Nadel::N,nodwydd,салмукс
473,Faden::N,edau,суре
474,Faden::N,edefyn,суре
475,Knopf::N,botwm,пов
476,Knoten::N,cwlwm,сюлмо
477,Farbe::N,paent,артомапель
478,Kleidung::N,dillad,оршамот
479,Kleidung::N,gwisgoedd,оршамот
480,Hemd::N,crys,панар
481,Kragen::N,coler,сиве
482,Ärmel::N,llawes,ожа
483,Hose::N,trowsus,понкст
484,Gürtel::N,gwregys,каркс
485,Mütze::N,cap,чапка
486,Schuh::N,esgid,туфля
487,Stiefel::N,botasen,кем
488,Ring::N,modrwy,суркс
489,Band::N,rhuban,лента
490,Kamm::N,crib,сурсеме
491,Spiegel::N,drych,чавачамо
492,Riemen::N,strap,кшнань каркс
493,Schnur::N,llinyn,пикс
494,Leine::N,tennyn,ведьме
495,Decke::N,blanced,вельтямо
496,Decke::N,gwrthban,вельтямо
497,Kissen::N,clustog,тодов
498,Kissen::N,gobennydd,тодов
499,Tuch::N,sgarff,паця
500,Handtuch::N,tywel,нардамо
501,Handtuch::N,lliain sychu,нардамо
502,Kraft::N,grym,вий
503,Stärke::N,nerth,виевчи
504,Stärke::N,cryfder,виевчи
505,Gesundheit::N,iechyd,шумбрачи
506,Krankheit::N,afiechyd,орма
507,Krankheit::N,afiechyd,сэредема
508,Krankheit::N,anhwylder,орма
509,Krankheit::N,anhwylder,сэредема
510,Schmerz::N,poen,сэредькс
511,Schmerz::N,gwayw,сэредькс
512,Wunde::N,clwyf,керявкс
513,Fieber::N,twymyn,маштыкс
514,Arznei::N,meddyginiaeth,ормаменькс
515,Brücke::N,pont,сэдь
516,Brücke::N,pont,мадамо
517,Brunnen::N,ffynnon,лисьма
518,Weide::N,porfa,ракшань ванома тарка
519,Pfad::N,llwybr,ян
520,Weg::N,ffordd,ки
521,Straße::N,heol,ки
522,Straße::N,ffordd,ки
523,Dorf::N,pentref,веле
524,Stadt::N,tref,ош
525,Brief::N,llythyr,сёрма
526,Buch::N,llyfr,книга
527,Buchstabe::N,llythyren,буква
528,Zeitung::N,papur newydd,газета
529,Leben::N,bywyd,эрямо
530,Tod::N,marwolaeth,кулома
531,Grab::N,bedd,калмо
532,Kirche::N,eglwys,церькова
533,Sünde::N,pechod,чумочи
534,Gott::N,duw,паз
535,Arbeiter::N,gweithiwr,робочей
536,Chef::N,pennaeth,прявт
537,Meister::N,meistr,кол тевень тенця
538,Arzt::N,meddyg,врач
539,Lehrer::N,athro,учитель
540,Lehrer::N,athro,тонавтыця
541,Geld::N,pres,ярмак
542,Geld::N,arian,ярмак
543,Geschäft::N,busnes,ладязь тев
544,Laden::N,siop,лавка
545,Preis::N,pris,питне
546,Ware::N,nwydd,миевкс
547,Ware::N,nwydd,рамавкс
548,Nutzen::N,elw,паро
549,Nutzen::N,elw,лезэ
550,Nutzen::N,budd,паро
551,Nutzen::N,budd,лезэ
552,Reichtum::N,cyfoeth,сюпавчи
553,Welt::N,byd,мир
554,Welt::N,byd,мастор ланго
555,Land::N,gwlad,мастор
556,Staat::N,gwladwriaeth,государства
557,König::N,brenin,король
558,Macht::N,grym,азорксчи
559,Macht::N,awdurdod,азорксчи
560,Grenze::N,ffin,буен тешкс
561,Grenze::N,goror,буен тешкс
562,Krieg::N,rhyfel,война
563,Feind::N,gelyn,душман
564,Gewalt::N,ffyrnigrwydd,нарьгамо
565,Kampf::N,brwydr,тюрема
566,Bogen[Waffe]::N,bwa,нал
567,Pfeil::N,saeth,нал
568,Gewehr::N,dryll,ружия
569,Gewehr::N,dryll,винтовка
570,Fehler::N,gwall,ильведькс
571,Fehler::N,gwall,ильведевкс
572,Fehler::N,camgymeriad,ильведькс
573,Fehler::N,camgymeriad,ильведевкс
574,Lüge::N,celwydd,манчема
575,Lüge::N,celwydd,кенгелема
576,Lüge::N,anwiredd,манчема
577,Lüge::N,anwiredd,кенгелема
578,Schaden::N,niwed,зыян
579,Schaden::N,difrod,зыян
580,Unglück::N,anffawd,зыян
581,Schuld::N,bai,чумочи
582,Alter::N,oed,шка
583,Schluss::N,diwedd,пе
584,Zeit::N,amser,шка
585,Zeit::N,amser,пинге
586,Tag::N,dydd,чи
587,Tag::N,diwrnod,чи
588,Morgen::N,bore,валске
589,Mittag::N,nawn,чикуншка
590,Abend::N,noswaith,чокшнэ
591,Nacht::N,nos,ве
592,Woche::N,wythnos,недля
593,Monat::N,mis,ков
594,Jahr::N,blwyddyn,ие
595,Frühling::N,gwanwyn,тундо
596,Sommer::N,haf,кизэ
597,Herbst::N,hydref,сёксь
598,Winter::N,gaeaf,теле
599,Januar::N,Ionawr,якшамков
600,Februar::N,Chwefror,февраль
601,März::N,Mawrth,март
602,April::N,Ebrill,апрель
603,Mai::N,Mai,май
604,Juni::N,Mehefin,июнь
605,Juli::N,Gorffennaf,июль
606,August::N,Awst,август
607,September::N,Medi,сентября
608,Oktober::N,Hydref,октября
609,November::N,Tachwedd,ноября
610,Dezember::N,Rhagfyr,декабря
611,Montag::N,dydd Llun,пондельник
612,Dienstag::N,dydd Mawrth,овторник
613,Mittwoch::N,dydd Mercher,серёда
614,Donnerstag::N,dydd Iau,цетьверьг
615,Freitag::N,dydd Gwener,пеця
616,Samstag::N,dydd Sadwrn,субута
617,Samstag::N,dydd Sadwrn,шлямочи
618,Sonntag::N,dydd Sul,недлячи
619,groß::A,mawr,ине
620,groß::A,mawr,покш
621,klein::A,bach,вишка
622,lang::A,hir,кувака
623,kurz::A,byr,нурькине
624,kurz::A,cwta,нурькине
625,breit::A,llydan,келей
626,schmal::A,cul,теине
627,dicht::A,dwys,тусто
628,dick[Gegenstand]::A,trwchus,эчке
629,dünn::A,tenau,човине
630,fein::A,main,човине
631,fest::A,cadarn,кеме
632,flach::A,gwastad,лапужа
633,glatt::A,llyfn,валаня
634,hart::A,caled,калгодо
635,weich::A,meddal,чевте
636,rund::A,crwn,кеверь
637,spitz::A,pigfain,пшти
638,scharf::A,miniog,пшти
639,stumpf::A,pŵl,ношка
640,schwer::A,trwm,стака
641,schön::A,teg,мазый
642,schön::A,hardd,мазый
643,schön::A,prydferth,мазый
644,heiß::A,poeth,пси
645,warm::A,twym,лембе
646,warm::A,cynnes,лембе
647,kalt::A,oer,якшамо
648,kühl::A,oeraidd,экше
649,frisch::A,iach,свежа
650,feucht::A,llaith,летьке
651,nass::A,gwlyb,начко
652,trocken::A,sych,коське
653,voll::A,llawn,пешксе
654,leer::A,gwag,чаво
655,offen::A,agored,панжадо
656,offen::A,agored,виде
657,geschlossen::A,caead,пекстазь
658,geschlossen::A,caead,сёлгозь
659,geschlossen::A,caeëdig,пекстазь
660,geschlossen::A,caeëdig,сёлгозь
661,sauber::A,glân,ванькс
662,schmutzig::A,budr,ливезев
663,schmutzig::A,brwnt,ливезев
664,roh::A,amrwd,верек
665,reif::A,aeddfed,кенерезь
666,lecker::A,blasus,тантей
667,lecker::A,danteithiol,тантей
668,süß::A,melys,ламбамо
669,bitter::A,chwerw,сэпей
670,sauer::A,sur,чапамо
671,hell::A,disglair,валдо
672,dunkel::A,tywyll,чопода
673,schwarz::A,du,раужо
674,weiß::A,gwyn,ашо
675,rot::A,coch,якстере
676,gelb::A,melyn,ожо
677,blau::A,glas,сэнь
678,grün::A,gwyrdd,пиже
679,grau::A,llwyd,шержев
680,bunt::A,lliwgar,сёрмав
681,billig::A,rhad,аволь питней
682,teuer::A,drud,питней
683,wertvoll::A,gwerthfawr,питней
684,blind::A,dall,сокор
685,taub::A,byddar,амариця
686,kräftig::A,nerthol,пек виев
687,kräftig::A,grymus,пек виев
688,stark::A,cryf,виев
689,stark::A,cadarn,виев
690,schwach::A,gwan,лавшо
691,fett::A,tew,куя
692,schlank::A,main,виде ронга
693,hübsch::A,tlws,мазый
694,böse::A,drwg,кежей
695,dumm::A,twp,чавола
696,dumm::A,twp,превтеме
697,faul::A,diog,нузякс
698,fleißig::A,dyfal,мелень путыця
699,geizig::A,crintach,скупой
700,geizig::A,cybyddlyd,скупой
701,klug::A,deallus,превей
702,geschickt::A,medrus,маштозь теезь
703,geschickt::A,deheuig,маштозь теезь
704,lieb::A,hoff,вадря
705,lieb::A,annwyl,вадря
706,lustig::A,llon,весёла
707,sanft::A,mwyn,сэтьме
708,hungrig::A,newynog,вачо
709,krank::A,sâl,сэредиця
710,krank::A,gwael,сэредиця
711,nackt::A,noeth,штапо
712,traurig::A,trist,нусманя
713,lebendig::A,yn fyw,эриця
714,gut::A,da,паро
715,schlecht::A,drwg,берянь
716,schlecht::A,gwael,берянь
717,richtig::A,cywir,виде
718,schlimm::A,enbyd,берянь
719,wahr::A,gwir,алкуксонь
720,alt::A,hen,ташто
721,neu::A,newydd,од
722,ehemalig::A,blaenorol,икелень
723,alt[Lebewesen]::A,oedrannus,сыре
724,jung::A,ifanc,од
725,arm::A,tlawd,кажов
726,reich::A,cyfoethog,сюпав
727,bekannt::A,cynefin,содавикс
728,bekannt::A,cyfarwydd,содавикс
729,berühmt::A,enwog,содавикс
730,fremd::A,estron,лия
731,fremd::A,estron,асодавикс
732,verschieden::A,gwahanol,эрьва
733,nah::A,agos,а васолонь
734,fern::A,pell,умонь
735,fern::A,pell,кезэрень
736,linker::A,aswy,керш
737,linker::A,chwith,керш
738,rechter::A,de,вить
739,rechter::A,deau,вить
740,anderer::A,arall,лия
741,erster::A,cyntaf,васень
742,erster::A,cyntaf,васенце
743,zweiter::A,ail,омбоце
744,dritter::A,trydydd,колмоце
745,letzter::A,olaf,меельце
746,allein::ADV,unig,башка
747,allein::ADV,unig,ськамонзо
748,allein::ADV,ar ei ben ei hun,башка
749,allein::ADV,ar ei ben ei hun,ськамонзо
750,auf einmal::ADV,ar yr un pryd,вейсэ
751,zusammen::ADV,ynghyd,вейс
752,zusammen::ADV,ynghyd,вейсэ
753,zusammen::ADV,gyda'i gilydd,вейс
754,zusammen::ADV,gyda'i gilydd,вейсэ
755,lange::ADV,amser hir,кувать
756,plötzlich::ADV,yn sydyn,апак учо
757,sofort::ADV,ar unwaith,курок
758,sofort::ADV,ar unwaith,нейке
759,später::ADV,yn ddiweddarach,мейле
760,jetzt::ADV,yn awr,ней
761,heute::ADV,heddiw,течи
762,morgen::ADV,yfory,ванды
763,bald::ADV,yn fuan,курок
764,bald::ADV,gyda hyn,курок
765,dann::ADV,yna,мейле
766,dann::ADV,yna,седе мейле
767,dann::ADV,y pryd hwnnw,мейле
768,dann::ADV,y pryd hwnnw,седе мейле
769,gestern::ADV,ddoe,исяк
770,einst::ADV,gynt,весть
771,einst::ADV,gynt,зярдо-бути
772,damals::ADV,ar y pryd,сестэ
773,damals::ADV,bryd hynny,сестэ
774,danach::ADV,wedyn,мейле
775,danach::ADV,wedyn,седе мейле
776,vorher::ADV,o'r blaen,васняяк
777,zuerst::ADV,yn gyntaf,васня
778,einmal::ADV,unwaith,весть
779,manchmal::ADV,weithiau,лиясто
780,manchmal::ADV,ar brydiau,лиясто
781,oft::ADV,yn aml,сеетьстэ
782,oft::ADV,yn fynych,сеетьстэ
783,immer::ADV,bob amser,свал
784,niemals::ADV,ni ... byth,а зярдояк
785,niemals::ADV,ni ... erioed,а зярдояк
786,hier::ADV,yma,тесэ
787,hierhin::ADV,hyd yma,тей
788,von hier::ADV,oddi yma,тестэ
789,dort::ADV,acw,тосо
790,dorthin::ADV,tuag yno,тов
791,geradeaus::ADV,syth ymlaen,витьстэ
792,vorwärts::ADV,ymlaen,икелев
793,rückwärts::ADV,yn ôl,мекев
794,zurück::ADV,yn ôl,мекев
