,Concept_ID,sv,sl
91,Kälte::N,köld,mràz
92,Hitze::N,hetta,pripéka
93,Raureif::N,rimfrost,ívje
94,Raureif::N,rimfrost,slána
95,Regenbogen::N,regnbåge,mávrica
96,Donner::N,åska,gròm
97,Donner::N,dunder,gròm
98,Strömung::N,strömning,strúja
99,Tropfen::N,dropper,káplja
100,Schaum::N,skum,péna
101,Schmutz::N,lort,nesnága
102,Schmutz::N,smuts,nesnága
103,See::N,sjö,jézero
104,Sumpf::N,träsk,močvírje
105,Moor::N,myr,bárje
106,Moor::N,mosse,bárje
107,Wiese::N,äng,trávnik
108,Wald::N,skog,lés
109,Wald::N,skog,gòzd
110,Hügel::N,höjd,brég
111,Hügel::N,höjd,goríca
112,Hügel::N,kulle,brég
113,Hügel::N,kulle,goríca
114,Anhöhe::N,höjd,gríč
115,Anhöhe::N,höjd,višína
116,Anhöhe::N,backe,gríč
117,Anhöhe::N,backe,višína
118,Berg::N,berg,gôra
119,Berg::N,berg,planína
120,Berg::N,fjäll,gôra
121,Berg::N,fjäll,planína
122,Gipfel::N,topp,vŕh
123,Höhle::N,håla,jáma
124,Höhle::N,håla,votlína
125,Höhle::N,grotta,jáma
126,Höhle::N,grotta,votlína
127,Abhang::N,slänt,pobóčje
128,Abhang::N,sluttning,pobóčje
129,Quelle::N,källa,izvír
130,Bach::N,bäck,pôtok
131,Fluss::N,älv,réka
132,Fluss::N,flod,réka
133,Ufer::N,strand,brég
134,Küste::N,kust,obála
135,Küste::N,kust,obréžje
136,Festland::N,fastland,celína
137,Festland::N,fastland,kopnína
138,Meer::N,hav,mórje
139,Bucht::N,vik,zalív
140,Bucht::N,bukt,zalív
141,Insel::N,ö,ôtok
142,Blume::N,blomma,cvetlíca
143,Blume::N,blomster,cvetlíca
144,Gras::N,gräs,tráva
145,Wurzel::N,rot,korenína
146,Baum::N,träd,drevó
147,Stamm::N,stam,dêblo
148,Rinde::N,bark,lúbje
149,Rinde::N,bark,skórja
150,Ast::N,gren,véja
151,Zweig::N,kvist,véja
152,Blatt::N,löv,líst
153,Blatt::N,blad,líst
154,Birke::N,björk,bréza
155,Kiefer[Baum]::N,tall,bòr
156,Weide[Baum]::N,pil,vŕba
157,Weide[Baum]::N,vide,vŕba
158,Tanne::N,gran,hója
159,Horn::N,horn,róg
160,Feder::N,fjäder,peró
161,Fell::N,fäll,kŕzno
162,Fell::N,skinn,kŕzno
163,Flügel::N,vinge,krílo
164,Klaue::N,klöv,párkelj
165,Kralle::N,klo,krémpelj
166,Schwanz::N,svans,rèp
167,Schwanz::N,stjärt,rèp
168,Ei::N,ägg,jájce
169,Nest::N,rede,gnézdo
170,Nest::N,näste,gnézdo
171,Bau::N,bo,brlòg
172,Tier::N,djur,živál
173,Herde::N,flock,čréda
174,Kuh::N,ko,kráva
175,Bulle::N,tjur,bìk
176,Pferd::N,häst,kònj
177,Schaf::N,får,ôvca
178,Schwein::N,svin,svínja
179,Hund::N,hund,pès
180,Katze::N,katt,máčka
181,Bär::N,björn,mêdved
182,Eichhörnchen::N,ekorre,véverica
183,Elch::N,älg,lós
184,Fuchs::N,räv,lisíca
185,Hase::N,hare,zájec
186,Maus::N,mus,mìš
187,Wolf::N,varg,vólk
188,Vogel::N,fågel,ptìč
189,Vogel::N,fågel,ptíca
190,Schwarm::N,svärm,játa
191,Huhn::N,höns,kokóš
192,Hahn::N,tupp,petêlin
193,Gans::N,gås,gós
194,Adler::N,örn,ôrel
195,Ente::N,anka,ráca
196,Eule::N,uggla,sôva
197,Kranich::N,trana,žerjàv
198,Krähe::N,kråka,vrána
199,Kuckuck::N,gök,kúkavica
200,Schwan::N,svan,labód
201,Fisch::N,fisk,ríba
202,Barsch::N,abborre,ostríž
203,Hecht::N,gädda,ščúka
204,Schlange[Tier]::N,orm,káča
205,Wurm::N,mask,čr̀v
206,Wurm::N,mask,glísta
207,Spinne::N,spindel,pájek
208,Ameise::N,myra,mrávlja
209,Laus::N,lus,úš
210,Mücke::N,mygga,komár
211,Fliege::N,fluga,múha
212,Schmetterling::N,fjäril,metúlj
213,Beere::N,bär,jágoda
214,Apfel::N,äpple,jábolko
215,Pilz::N,svamp,góba
216,Zwiebel::N,lök,čebúla
217,Saat::N,sådd,séme
218,Korn::N,korn,zŕno
219,Heu::N,hö,senó
220,Schale::N,skal,lupína
221,Grube::N,grop,jáma
222,Falle::N,fälla,pást
223,Schlinge::N,snara,zánka
224,Schlinge::N,snara,pêtlja
225,Spur::N,spår,sléd
226,Asche::N,aska,pepél
227,Dreck::N,lort,bláto
228,Eisen::N,järn,želézo
229,Gold::N,guld,zlató
230,Silber::N,silver,srebró
231,Kohle::N,kol,ógel
232,Glas::N,glas,stêklo
233,Lehm::N,lera,ílo
234,Sand::N,sand,pések
235,Mensch::N,människa,člôvek
236,Mann::N,man,móž
237,Mann::N,man,môški
238,Frau::N,kvinna,gospá
239,Frau::N,kvinna,žénska
240,Kind::N,barn,déte
241,Kind::N,barn,otròk
242,Junge::N,pojke,fànt
243,Junge::N,pojke,déček
244,Mädchen::N,flicka,deklè
245,Mädchen::N,flicka,déklica
246,Familie::N,familj,družína
247,Großvater::N,morfar,dèd
248,Großvater::N,morfar,dédek
249,Großmutter::N,farmor,bábica
250,Eltern::N,föräldrar,stárši
251,Vater::N,far,ôče
252,Mutter::N,mor,máma
253,Sohn::N,son,sín
254,Tochter::N,dotter,hčí
255,Tochter::N,dotter,hčérka
256,Bruder::N,bror,bràt
257,Schwester::N,syster,sêstra
258,Onkel::N,morbror,újec
259,Onkel::N,morbror,stríc
260,Tante::N,tant,têta
261,Tante::N,tant,strína
262,Ehemann::N,äkta man,móž
263,Ehemann::N,äkta man,sopróg
264,Ehefrau::N,hustru,žêna
265,Ehefrau::N,hustru,sopróga
266,Freude::N,fröjd,rádost
267,Freude::N,fröjd,vesêlje
268,Freude::N,glädje,rádost
269,Freude::N,glädje,vesêlje
270,Gelächter::N,åtlöje,sméh
271,Gelächter::N,åtlöje,grohòt
272,Glück::N,lycka,sréča
273,Kummer::N,sorg,gorjé
274,Wunsch::N,önskan,žêlja
275,Lust::N,lust,poželênje
276,Geist::N,ande,dúša
277,Gedanke::N,tanke,mísel
278,Gedächtnis::N,minne,pámet
279,Verstand::N,förstånd,
280,Sinn::N,mening,pomèn
281,Sinn::N,mening,smísel
282,Sinn::N,betydelse,pomèn
283,Sinn::N,betydelse,smísel
284,Grund::N,skäl,vzròk
285,Grund::N,grund,vzròk
286,Wahrheit::N,sanning,resníca
287,Gespräch::N,samtal,pogóvor
288,Märchen::N,saga,právljica
289,Erzählung::N,berättelse,povést
290,Nachricht::N,meddelande,sporočílo
291,Neuigkeit::N,nyhet,novóst
292,Name::N,namn,imé
293,Rätsel::N,gåta,ugánka
294,Rede::N,tal,góvor
295,Sprache::N,språk,jêzik
296,Stimme::N,stämma,glás
297,Wort::N,ord,beséda
298,Zeichen::N,tecken,znák
299,Ruf::N,rop,klíc
300,Lärm::N,bråk,hrúp
301,Lärm::N,bråk,trúšč
302,Lärm::N,oväsen,hrúp
303,Lärm::N,oväsen,trúšč
304,Laut::N,ljud,glás
305,Ton::N,ton,tón
306,Lied::N,sång,pésem
307,Ruhe::N,ro,pokòj
308,Ruhe::N,lugn,pokòj
309,Leute::N,folk,ljudjé
310,Volk::N,folk,národ
311,Arbeit::N,arbete,délo
312,Gast::N,gäst,gòst
313,Geschenk::N,gåva,darílo
314,Geschenk::N,present,darílo
315,Spiel::N,lek,ígra
316,Spiel::N,spel,ígra
317,Gesellschaft::N,sällskap,drúžba
318,Hilfe::N,hjälp,pomóč
319,Freund::N,vän,prijátelj
320,Kamerad::N,kamrat,továriš
321,Angelegenheit::N,ärende,zadéva
322,Angelegenheit::N,angelägenhet,zadéva
323,Anzahl::N,antal,števílo
324,Art::N,art,vŕsta
325,Art::N,slag,vŕsta
326,Stück::N,stycke,kós
327,Teil::N,del,dél
328,Hälfte::N,halva,polovíca
329,Kreis::N,krets,króg
330,Kreis::N,krets,kolobár
331,Kreis::N,cirkel,króg
332,Kreis::N,cirkel,kolobár
333,Kreuz::N,kors,kríž
334,Kreuz::N,kryss,kríž
335,Linie::N,linje,próga
336,Strich::N,streck,čŕta
337,Abstand::N,avstånd,preslédek
338,Entfernung::N,avstånd,oddáljenost
339,Gegend::N,trakt,kràj
340,Gegend::N,trakt,dežêla
341,Platz::N,plats,prôstor
342,Ort::N,plats,mésto
343,Ort::N,ställe,mésto
344,Seite::N,sida,bòk
345,Seite::N,sida,strán
346,Mitte::N,mitt,sredína
347,Gegenstand::N,föremål,prédmet
348,Sache::N,sak,réč
349,Sache::N,sak,stvár
350,Rand::N,rand,kràj
351,Kante::N,kant,rób
352,Ecke::N,vrå,vogál
353,Ecke::N,hörn,vogál
354,Spitze::N,spets,óst
355,Ende::N,ända,kônec
356,Loch::N,hål,lúknja
357,Winkel::N,vinkel,kót
358,Muster::N,mönster,vzórec
359,Größe::N,storlek,veličína
360,Länge::N,längd,dolžína
361,Höhe::N,höjd,vršína
362,Gewicht::N,tyngd,téža
363,Menge::N,mängd,količína
364,Haufen::N,hög,kùp
365,Haufen::N,hög,kopíca
366,Reihe::N,rad,níz
367,Reihe::N,rad,vŕsta
368,Boot::N,båt,čóln
369,Ruder::N,åra,vêslo
370,Schlitten::N,släde,saní
371,Ski::N,skida,smučí
372,Lagerfeuer::N,lägereld,táborni ôgenj
373,Last::N,last,tôvor
374,Last::N,börda,tôvor
375,Gang::N,gång,hòd
376,Schritt::N,steg,korák
377,Norden::N,norr,séver
378,Süden::N,söder,júg
379,Westen::N,väster,zapàd
380,Osten::N,öster,vzhòd
381,Holz::N,trä,lés
382,Brett::N,bräda,deskà
383,Platte::N,platta,plôča
384,Stütze::N,stöd,opóra
385,Stütze::N,stöd,zaslómba
386,Stütze::N,stötta,opóra
387,Stütze::N,stötta,zaslómba
388,Stange::N,stång,gréd
389,Stock::N,käpp,pálica
390,Stock::N,pinne,pálica
391,Stab::N,stav,pálica
392,Rohr::N,rör,cév
393,Haus::N,hus,híša
394,Heim::N,hem,dóm
395,Ofen::N,ugn,péč
396,Fußboden::N,golv,pòd
397,Tisch::N,bord,míza
398,Stuhl::N,stol,stòl
399,Wiege::N,vagga,zíbel
400,Bett::N,säng,póstelja
401,Regal::N,hylla,políca
402,Kiste::N,låda,zabòj
403,Fenster::N,fönster,ôkno
404,Tür::N,dörr,vráta
405,Tor::N,port,velíka vráta
406,Zaun::N,staket,ográja
407,Zaun::N,stängsel,ográja
408,Dach::N,tak,stréha
409,Leiter::N,stege,léstev
410,Besen::N,kvast,mêtla
411,Spaten::N,spade,lopáta
412,Schaufel::N,skovel,lopáta
413,Schaufel::N,skyffel,lopáta
414,Gabel::N,gaffel,vílice
415,Löffel::N,sked,žlíca
416,Messer::N,kniv,nòž
417,Nagel::N,spik,žebèlj
418,Netz::N,nät,mréža
419,Haken::N,krok,kljúka
420,Griff::N,tag,ročáj
421,Griff::N,tag,oprijèm
422,Griff::N,handtag,ročáj
423,Griff::N,handtag,oprijèm
424,Schloss::N,las,ključávnica
425,Bild::N,bild,slíka
426,Figur::N,figur,figúra
427,Figur::N,figur,postáva
428,Puppe::N,docka,lútka
429,Beutel::N,påse,môšnja
430,Bündel::N,bunt,cúla
431,Bündel::N,bunt,svéženj
432,Bündel::N,knippa,cúla
433,Bündel::N,knippa,svéženj
434,Tasche::N,väska,tórba
435,Tasche::N,väska,tobôlec
436,Eimer::N,hink,vêdro
437,Eimer::N,ämbar,vêdro
438,Deckel::N,lock,pokròv
439,Deckel::N,lock,poklópec
440,Geschirr::N,servis,posóda
441,Geschirr::N,porslin,posóda
442,Sack::N,säck,vréča
443,Tasse::N,kopp,skodélica
444,Topf::N,gryta,lônec
445,Topf::N,kastrull,lônec
446,Kessel::N,kittel,kôtel
447,Essen::N,mål,hrána
448,Nahrung::N,näring,živílo
449,Speise::N,maträtt,jéd
450,Fleisch::N,kött,mesó
451,Getreide::N,säd,žíto
452,Getreide::N,spannmål,žíto
453,Brei::N,gröt,káša
454,Brot::N,bröd,krùh
455,Scheibe::N,skiva,réženj
456,Fett::N,fett,mást
457,Fett::N,fett,maščôba
458,Butter::N,smör,máslo
459,Öl::N,olja,ólje
460,Salz::N,salt,sól
461,Suppe::N,soppa,júha
462,Honig::N,honung,méd
463,Milch::N,mjölk,mléko
464,Tee::N,te,čáj
465,Leder::N,läder,úsnje
466,Wolle::N,ull,vólna
467,Wolle::N,ylle,vólna
468,Stoff::N,tyg,blagó
469,Stoff::N,stoff,blagó
470,Nadel::N,nål,ígla
471,Faden::N,tråd,nít
472,Knopf::N,knapp,gúmb
473,Knoten::N,knut,vôzel
474,Farbe::N,färg,bárva
475,Kleidung::N,klädsel,obléka
476,Hemd::N,skjorta,srájca
477,Kragen::N,krage,ovrátnik
478,Ärmel::N,ärm,rokáv
479,Hose::N,byxor,hláče
480,Gürtel::N,bälte,pás
481,Mütze::N,mössa,kápa
482,Mütze::N,mössa,čépica
483,Schuh::N,sko,čévelj
484,Stiefel::N,stövel,škórenj
485,Ring::N,ring,pŕstan
486,Band::N,band,trák
487,Kamm::N,kam,glavník
488,Spiegel::N,spegel,zrcálo
489,Spiegel::N,spegel,ogledálo
490,Riemen::N,rem,jêrmen
491,Schnur::N,snöre,vŕvca
492,Leine::N,lina,konôpec
493,Decke::N,täcke,odéja
494,Kissen::N,dyna,blazína
495,Kissen::N,kudde,blazína
496,Tuch::N,sjal,pŕt
497,Tuch::N,sjal,rúta
498,Handtuch::N,handduk,brisáča
499,Kraft::N,kraft,síla
500,Stärke::N,styrka,jákost
501,Gesundheit::N,hälsa,zdrávje
502,Krankheit::N,sjukdom,bolézen
503,Schmerz::N,smärta,ból
504,Schmerz::N,smärta,bolečína
505,Wunde::N,sår,rána
506,Fieber::N,feber,vročína
507,Arznei::N,medicin,lék
508,Arznei::N,medicin,zdravílo
509,Arznei::N,läkemedel,lék
510,Arznei::N,läkemedel,zdravílo
511,Brücke::N,bro,móst
512,Brunnen::N,brunn,vodnják
513,Weide::N,bete,páša
514,Pfad::N,stig,stezà
515,Weg::N,väg,pót
516,Straße::N,gata,césta
517,Dorf::N,by,vás
518,Stadt::N,stad,mésto
519,Brief::N,brev,písmo
520,Buch::N,bok,knjíga
521,Buchstabe::N,bokstav,čŕka
522,Zeitung::N,tidning,čásnik
523,Leben::N,liv,življênje
524,Tod::N,död,smŕt
525,Grab::N,grav,gròb
526,Kirche::N,kyrka,cérkev
527,Sünde::N,synd,gréh
528,Gott::N,gud,bóg
529,Arbeiter::N,arbetare,délavec
530,Chef::N,chef,šéf
531,Meister::N,mästare,mójster
532,Arzt::N,läkare,zdravník
533,Lehrer::N,lärare,učítelj
534,Geld::N,pengar,denár
535,Geschäft::N,rörelse,kupčíja
536,Laden::N,affär,trgovína
537,Preis::N,pris,céna
538,Ware::N,vara,róba
539,Nutzen::N,gagn,príd
540,Nutzen::N,nytta,príd
541,Reichtum::N,rikedom,bogástvo
542,Welt::N,värld,svét
543,Land::N,land,dežêla
544,Staat::N,stat,držáva
545,König::N,kung,králj
546,König::N,konung,králj
547,Macht::N,makt,oblást
548,Grenze::N,gräns,mêja
549,Krieg::N,krig,vôjna
550,Feind::N,fiende,sovrážnik
551,Gewalt::N,våld,nasílje
552,Kampf::N,kamp,bòj
553,Kampf::N,kamp,bórba
554,Kampf::N,strid,bòj
555,Kampf::N,strid,bórba
556,Bogen[Waffe]::N,båge,lók
557,Pfeil::N,pil,puščíca
558,Gewehr::N,gevär,púška
559,Fehler::N,fel,zmóta
560,Lüge::N,lögn,láž
561,Schaden::N,skada,okvára
562,Unglück::N,otur,nesréča
563,Unglück::N,olycka,nesréča
564,Schuld::N,skuld,krívda
565,Alter::N,ålder,dôba
566,Schluss::N,slut,kônec
567,Zeit::N,tid,čàs
568,Tag::N,dag,dán
569,Morgen::N,morgon,jútro
570,Mittag::N,middag,póldan
571,Abend::N,kväll,večér
572,Nacht::N,natt,nóč
573,Woche::N,vecka,téden
574,Monat::N,månad,mésec
575,Jahr::N,år,léto
576,Frühling::N,vår,pomlád
577,Sommer::N,sommar,polétje
578,Herbst::N,höst,jesén
579,Winter::N,vinter,zíma
580,Januar::N,januari,jánuar
581,Februar::N,februari,fébruar
582,März::N,mars,márec
583,April::N,april,apríl
584,Mai::N,maj,máj
585,Juni::N,juni,júnij
586,Juli::N,juli,júlij
587,August::N,augusti,avgúst
588,September::N,september,septêmber
589,Oktober::N,oktober,október
590,November::N,november,novêmber
591,Dezember::N,december,decémber
592,Montag::N,måndag,ponedéljek
593,Dienstag::N,tisdag,tôrek
594,Mittwoch::N,onsdag,sréda
595,Donnerstag::N,torsdag,četŕtek
596,Freitag::N,fredag,pétek
597,Samstag::N,lördag,sobóta
598,Sonntag::N,söndag,nedélja
599,groß::A,stor,vêlik
600,klein::A,liten,májhen
601,lang::A,lång,dólg
602,kurz::A,kort,krátek
603,breit::A,bred,širòk
604,schmal::A,smal,ózek
605,dicht::A,tät,góst
606,dick[Gegenstand]::A,tjock,dêbel
607,dünn::A,tunn,tánek
608,fein::A,fin,drôben
609,fest::A,fast,tŕden
610,flach::A,platt,plán
611,flach::A,platt,plòsk
612,glatt::A,glatt,gládek
613,hart::A,hård,tŕd
614,weich::A,mjuk,mehák
615,rund::A,rund,okrógel
616,spitz::A,toppig,šílast
617,spitz::A,spetsig,šílast
618,scharf::A,vass,óster
619,scharf::A,skarp,óster
620,stumpf::A,slö,tóp
621,stumpf::A,slö,skŕhan
622,schwer::A,tung,têžek
623,schön::A,skön,lép
624,schön::A,skön,krásen
625,schön::A,vacker,lép
626,schön::A,vacker,krásen
627,heiß::A,het,vròč
628,warm::A,varm,tôpel
629,kalt::A,kall,mŕzel
630,kalt::A,kall,hláden
631,kühl::A,sval,hláden
632,kühl::A,kylig,hláden
633,frisch::A,färsk,svéž
634,feucht::A,fuktig,vlážen
635,nass::A,våt,móker
636,trocken::A,torr,súh
637,voll::A,full,póln
638,leer::A,tom,prázen
639,offen::A,öppen,odpŕt
640,geschlossen::A,stängd,zapŕt
641,sauber::A,ren,číst
642,sauber::A,ren,líčen
643,schmutzig::A,snuskig,umázan
644,roh::A,rå,suròv
645,reif::A,mogen,zrèl
646,lecker::A,läcker,okúsen
647,süß::A,söt,sládek
648,bitter::A,besk,grenák
649,bitter::A,bitter,grenák
650,sauer::A,sur,kísel
651,hell::A,ljus,svetèl
652,dunkel::A,mörk,temèn
653,schwarz::A,svart,čŕn
654,weiß::A,vit,bél
655,rot::A,röd,rdèč
656,gelb::A,gul,žólt
657,gelb::A,gul,rumèn
658,blau::A,blå,móder
659,grün::A,grön,zelèn
660,grau::A,grå,sív
661,bunt::A,brokig,písan
662,billig::A,billig,pocéni
663,teuer::A,dyr,drág
664,wertvoll::A,värdefull,dragocén
665,blind::A,blind,slép
666,taub::A,döv,glúh
667,kräftig::A,kraftig,močán
668,stark::A,stark,ják
669,schwach::A,svag,šíbek
670,fett::A,fet,dêbel
671,schlank::A,slank,vítek
672,hübsch::A,snygg,lép
673,hübsch::A,vacker,lép
674,böse::A,ond,zèl
675,böse::A,ond,hudôben
676,böse::A,elak,zèl
677,böse::A,elak,hudôben
678,dumm::A,dum,glúp
679,dumm::A,dum,bédast
680,faul::A,lat,lén
681,fleißig::A,flitig,marljív
682,geizig::A,snål,škŕt
683,geizig::A,girig,škŕt
684,klug::A,klok,pámeten
685,geschickt::A,händig,spréten
686,geschickt::A,skicklig,spréten
687,lieb::A,kär,míl
688,lieb::A,kär,ljúb
689,lieb::A,snäll,míl
690,lieb::A,snäll,ljúb
691,lustig::A,rolig,vesél
692,lustig::A,lustig,vesél
693,sanft::A,mild,láhek
694,hungrig::A,hungrig,láčen
695,krank::A,sjuk,bolán
696,nackt::A,naken,nág
697,traurig::A,ledsen,túžen
698,traurig::A,sorgsen,túžen
699,lebendig::A,levande,žív
700,gut::A,bra,dóber
701,schlecht::A,dålig,malopríden
702,richtig::A,riktig,pravílen
703,schlimm::A,illa,húd
704,wahr::A,sann,resníčen
705,alt::A,gammal,stàr
706,neu::A,ny,nòv
707,ehemalig::A,forn,nekdánji
708,ehemalig::A,tidigare,nekdánji
709,alt[Lebewesen]::A,gammal,stàr
710,jung::A,ung,mlád
711,arm::A,fattig,ubóg
712,arm::A,fattig,réven
713,reich::A,rik,bogàt
714,bekannt::A,känd,znán
715,berühmt::A,berömd,sláven
716,berühmt::A,berömd,znamenít
717,fremd::A,främmande,túj
718,verschieden::A,åtskillig,razlíčen
719,nah::A,nära,blížnji
720,fern::A,fjärran,dáleč
721,linker::A,vänster,lévi
722,rechter::A,höger,désni
723,anderer::A,annan,drúgi
724,erster::A,första,pŕvi
725,zweiter::A,andra,drúgi
726,dritter::A,tredje,trétji
727,letzter::A,sist,poslédnji
728,allein::ADV,allena,sám
729,auf einmal::ADV,på en gång,obênem
730,zusammen::ADV,tillsammans,skúpaj
731,lange::ADV,länge,dólgo
732,plötzlich::ADV,plötsligt,náglo
733,plötzlich::ADV,plötsligt,nenádoma
734,sofort::ADV,strax,prècej
735,sofort::ADV,genast,prècej
736,später::ADV,senare,poznêje
737,jetzt::ADV,nu,zdàj
738,heute::ADV,i dag,dánes
739,morgen::ADV,i morgon,jútri
740,bald::ADV,snart,kmálu
741,dann::ADV,då,nató
742,gestern::ADV,i går,včéraj
743,einst::ADV,en gång,nékdaj
744,damals::ADV,då,tedàj
745,damals::ADV,då,takràt
746,damals::ADV,den gången,tedàj
747,damals::ADV,den gången,takràt
748,danach::ADV,därefter,potèm
749,vorher::ADV,före,poprèj
750,vorher::ADV,förut,poprèj
751,zuerst::ADV,först,spŕva
752,einmal::ADV,en gång,ênkrat
753,manchmal::ADV,ibland,včásih
754,oft::ADV,ofta,pogósto
755,immer::ADV,alltid,védno
756,immer::ADV,alltid,zméraj
757,niemals::ADV,aldrig,nikdàr
758,hier::ADV,här,tù
759,hier::ADV,här,túkaj
760,hierhin::ADV,hit,sèmkaj
761,von hier::ADV,härifrån,od tú
762,dort::ADV,där,tàm
763,dorthin::ADV,dit,tjà
764,geradeaus::ADV,rätt fram,rávno napréj
765,vorwärts::ADV,fram,napréj
766,vorwärts::ADV,framåt,napréj
767,rückwärts::ADV,baklänges,zádaj
768,zurück::ADV,tillbaka,nazáj
769,unten::ADV,nere,dôli
770,unten::ADV,nere,spôdaj
771,unten::ADV,nedanför,dôli
772,unten::ADV,nedanför,spôdaj
773,hinab::ADV,ned,dôl
774,hinab::ADV,nedåt,dôl
775,oben::ADV,ovan,gôri
776,oben::ADV,ovan,zgôraj
777,oben::ADV,ovanpå,gôri
778,oben::ADV,ovanpå,zgôraj
779,hinauf::ADV,upp,gôr
780,hinauf::ADV,uppåt,gôr
781,überall::ADV,överallt,povsód
782,nicht::ADV,ej,ne
783,nicht::ADV,inte,ne
784,ein wenig::ADV,litet,málo
785,kaum::ADV,knappt,kómaj
786,kaum::ADV,knappast,kómaj
787,sehr::ADV,mycket,zeló
788,so::ADV,så,takó
789,noch::ADV,än,še
790,noch::ADV,ännu,še
791,nur::ADV,bara,samó
792,nur::ADV,endast,samó
793,schon::ADV,redan,žè
794,wieder::ADV,åter,spét
795,vergebens::ADV,förgäves,zamàn
796,vergebens::ADV,förgäves,zastónj
797,vor::PRP,utanför,pred
798,hinter::PRP,bakom,za
799,unter::PRP,under,pod
800,durch::PRP,genom,skózi
801,durch::PRP,igenom,skózi
802,neben::PRP,bredvid,kràj
803,neben::PRP,bredvid,póleg
804,neben::PRP,vid sidan av,kràj
805,neben::PRP,vid sidan av,póleg
806,zwischen::PRP,mellan,med
807,zwischen::PRP,mellan,izmed
808,wegen::PRP,på grund av,zarádi
809,dies::PRN,detta,tó
810,das::PRN,det,tó
811,alles::PRN,allt,vsè
812,ich::PRN,jag,jàz
813,du::PRN,du,tí
814,er::PRN,han,òn
815,wir::PRN,vi,mí
816,ihr::PRN,ni,ví
817,sie::PRN,de,ôni
818,was::FPRN,vad,káj
819,wer::FPRN,vem,kdó
820,wo::FADV,var,kjé
821,wohin::FADV,vart,kám
822,wie::FADV,hur,kakó
823,warum::FADV,varför,zakáj
824,wieviel::FNUM,hur mycket,kóliko
825,eins::NUM,en,êden
826,eins::NUM,ett,êden
827,zwei::NUM,två,dvá
828,drei::NUM,tre,trí
829,vier::NUM,fyra,štíri
830,fünf::NUM,fem,pét
831,sechs::NUM,sex,šést
832,sieben::NUM,sju,sédem
833,acht::NUM,åtta,ósem
834,neun::NUM,nio,devét
835,zehn::NUM,tio,desét
836,elf::NUM,elva,enájst
837,zwölf::NUM,tolv,dvánajst
838,zwanzig::NUM,tjugo,dvájset
839,dreißig::NUM,trettio,trídeset
840,vierzig::NUM,fyrtio,štírideset
