,Concept_ID,se,ca
140,Kopf::N,вуэййв,cap
141,Rücken::N,rudtje,esquena
142,Rücken::N,hárddo,esquena
143,Rücken::N,tjavelk,esquena
144,Rücken::N,sealgi,esquena
145,Rücken::N,selgi,esquena
146,Rücken::N,čielgi,esquena
147,Rücken::N,seä´lǧǧ,esquena
148,Rücken::N,се̄лльк,esquena
149,Bauch::N,tjåejjie,panxa
150,Bauch::N,tjoajvve,panxa
151,Bauch::N,čoavji,panxa
152,Bauch::N,čuáv'ji,panxa
153,Bauch::N,čåu´jj,panxa
154,Bauch::N,чо̄ввьй,panxa
155,Nabel::N,naepie,llombrígol
156,Nabel::N,náhpe,llombrígol
157,Nabel::N,náhpi,llombrígol
158,Nabel::N,nääpi,llombrígol
159,Nabel::N,nää´pp,llombrígol
160,Nabel::N,на̄бпь,llombrígol
161,Busen::N,boenge,pit
162,Busen::N,boenge,mama
163,Busen::N,bållå,pit
164,Busen::N,bållå,mama
165,Busen::N,čižži,pit
166,Busen::N,čižži,mama
167,Busen::N,njamma,pit
168,Busen::N,njamma,mama
169,Busen::N,njižže,pit
170,Busen::N,njižže,mama
171,Busen::N,nje´ǯǯ,pit
172,Busen::N,nje´ǯǯ,mama
173,Busen::N,раннҍт,pit
174,Busen::N,раннҍт,mama
175,Brust::N,mïelke,pit
176,Brust::N,radde,pit
177,Brust::N,mielgga,pit
178,Brust::N,raddi,pit
179,Brust::N,radde,pit
180,Brust::N,râ´dd,pit
181,Brust::N,раннҍт,pit
182,Schulter::N,åelkie,espatlla
183,Schulter::N,oalgge,espatlla
184,Schulter::N,hárdu,espatlla
185,Schulter::N,ärdee,espatlla
186,Schulter::N,uál'gi,espatlla
187,Schulter::N,a´rddi,espatlla
188,Schulter::N,vuä´lǧǧ,espatlla
189,Schulter::N,вуэллык,espatlla
190,Arm::N,gïete,braç
191,Arm::N,giehta,braç
192,Arm::N,giehta,braç
193,Arm::N,kietâ,braç
194,Arm::N,kie'tâkaaṿâ,braç
195,Arm::N,ǩiõtt,braç
196,Arm::N,кӣдт,braç
197,Ellenbogen::N,gernjere,colze
198,Ellenbogen::N,garŋŋel,colze
199,Ellenbogen::N,gargŋil,colze
200,Ellenbogen::N,käŋŋir,colze
201,Ellenbogen::N,kõõnjâr,colze
202,Ellenbogen::N,карьнэль,colze
203,Hand::N,gïete,mà
204,Hand::N,giehta,mà
205,Hand::N,giehta,mà
206,Hand::N,kietâ,mà
207,Hand::N,ǩiõtt,mà
208,Hand::N,кӣдт,mà
209,Handfläche::N,gïeten-låapoe,palma
210,Handfläche::N,giehtavuodo,palma
211,Handfläche::N,tjårmmåvuodo,palma
212,Handfläche::N,giehtaloahpu,palma
213,Handfläche::N,kiämád,palma
214,Handfläche::N,kuámmir,palma
215,Handfläche::N,kuä´m'mer,palma
216,Handfläche::N,ǩiõttǩeä´m'men,palma
217,Handfläche::N,ко̄а̄ллдэгк,palma
218,Handfläche::N,кӣдткоалдэгк,palma
219,Finger::N,soerme,dit
220,Finger::N,tjuvdde,dit
221,Finger::N,suorbma,dit
222,Finger::N,čuvde,dit
223,Finger::N,suor'mâ,dit
224,Finger::N,suõrmm,dit
225,Finger::N,це̄ххп,dit
226,Fingernagel::N,gadtse,ungla
227,Fingernagel::N,guehpere,ungla
228,Fingernagel::N,gadtsa,ungla
229,Fingernagel::N,gazza,ungla
230,Fingernagel::N,kozzâ,ungla
231,Fingernagel::N,kõʒʒ,ungla
232,Fingernagel::N,кэ̄ннц,ungla
233,Nagel[Anatomie]::N,gadtse,ungla
234,Nagel[Anatomie]::N,guehpere,ungla
235,Nagel[Anatomie]::N,gadtsa,ungla
236,Nagel[Anatomie]::N,gazza,ungla
237,Nagel[Anatomie]::N,kozzâ,ungla
238,Nagel[Anatomie]::N,kõʒʒ,ungla
239,Nagel[Anatomie]::N,кэ̄ннц,ungla
240,Zeh::N,tjiehtjere,dit del peu
241,Zeh::N,juolggetjuvdde,dit del peu
242,Zeh::N,juolgesuorbma,dit del peu
243,Zeh::N,jyel'gisuor'mâ,dit del peu
244,Zeh::N,jue´lǧǧsuõrmm,dit del peu
245,Zeh::N,ю̄лльк-це̄һп,dit del peu
246,Fuß::N,juelkie,peu
247,Fuß::N,juolgge,peu
248,Fuß::N,juolgi,peu
249,Fuß::N,jyel'gi,peu
250,Fuß::N,jue´lǧǧ,peu
251,Fuß::N,ла̄бпь,peu
252,Ferse::N,båetskie,taló
253,Ferse::N,boasske,taló
254,Ferse::N,šušmi,taló
255,Ferse::N,šušme,taló
256,Ferse::N,jue´lǧǧkädd,taló
257,Ferse::N,ка̄ннт,taló
258,Knie::N,boelve,genoll
259,Knie::N,buolvva,genoll
260,Knie::N,čibbi,genoll
261,Knie::N,veaŋki,genoll
262,Knie::N,iidâ,genoll
263,Knie::N,puõlvv,genoll
264,Knie::N,пуллв,genoll
265,Oberschenkel::N,ruaksja,cuixa
266,Oberschenkel::N,tjibbe,cuixa
267,Oberschenkel::N,gassaváhkká,cuixa
268,Oberschenkel::N,badjeváhkáa,cuixa
269,Oberschenkel::N,čuár'bpeeḷi,cuixa
270,Oberschenkel::N,če´bb,cuixa
271,Oberschenkel::N,чуаррбе̄лль,cuixa
272,Bein::N,juelkie,cama
273,Bein::N,juolgge,cama
274,Bein::N,juolgi,cama
275,Bein::N,jyel'gi,cama
276,Bein::N,jue´lǧǧ,cama
277,Bein::N,ю̄лльк,cama
278,Körper::N,kråahpe,cos
279,Körper::N,rumáj,cos
280,Körper::N,rumaš,cos
281,Körper::N,ruumâš,cos
282,Körper::N,rå´pp,cos
283,Körper::N,лышшьк,cos
284,Körper::N,роаӈӈьк,cos
285,Haut::N,njaltja,pell
286,Haut::N,lijkke,pell
287,Haut::N,tjuobma,pell
288,Haut::N,liiki,pell
289,Haut::N,liške,pell
290,Haut::N,le´šǩǩ,pell
291,Haut::N,лышшьк,pell
292,Blut::N,vïrre,sang
293,Blut::N,maelie,sang
294,Blut::N,varra,sang
295,Blut::N,varra,sang
296,Blut::N,vorrâ,sang
297,Blut::N,võrr,sang
298,Blut::N,вэ̄рр,sang
299,Ader::N,åerie,vena
300,Ader::N,aajroe,vena
301,Ader::N,suodna,vena
302,Ader::N,varrasuotna,vena
303,Ader::N,suoṇâ,vena
304,Ader::N,suõnn,vena
305,Ader::N,сӯнн,vena
306,Sehne::N,soene,tendó
307,Sehne::N,gåårtenje,tendó
308,Sehne::N,suodna,tendó
309,Sehne::N,suotna,tendó
310,Sehne::N,suoṇâ,tendó
311,Sehne::N,suõnn,tendó
312,Sehne::N,сӯнн,tendó
313,Knochen::N,måara,os
314,Knochen::N,måaroe,os
315,Knochen::N,dákte,os
316,Knochen::N,dákti,os
317,Knochen::N,tähti,os
318,Knochen::N,tä´htt,os
319,Knochen::N,та̄ххт,os
320,Knochen::N,та̄ффьт,os
321,Gehirn::N,aajla,cervell
322,Gehirn::N,vuojŋam,cervell
323,Gehirn::N,vuoigŋašat,cervell
324,Gehirn::N,vuoi'ŋâšeh,cervell
325,Gehirn::N,vuo'ivâšneh,cervell
326,Gehirn::N,vuõivâšn,cervell
327,Gehirn::N,вуэййвэшна,cervell
328,Herz::N,vaajmoe,cor
329,Herz::N,tsåhke,cor
330,Herz::N,váibmu,cor
331,Herz::N,váimu,cor
332,Herz::N,čââ´đ,cor
333,Herz::N,кӯттҌк,cor
334,Magen::N,tjåejjie,estómac
335,Magen::N,tjoajvve,estómac
336,Magen::N,čoavji,estómac
337,Magen::N,čuáv'ji,estómac
338,Magen::N,čåu´jj,estómac
339,Magen::N,чо̄ввьй,estómac
340,Leber::N,mueksie,fetge
341,Leber::N,librre,fetge
342,Leber::N,vuoivvas,fetge
343,Leber::N,vuoivâs,fetge
344,Leber::N,vuõivâs,fetge
345,Leber::N,вуйвас,fetge
346,Atem::N,voejngehtasse,alè
347,Atem::N,voejngehtasse,hàlit
348,Atem::N,båssånis,alè
349,Atem::N,båssånis,hàlit
350,Atem::N,vuojŋadahka,alè
351,Atem::N,vuojŋadahka,hàlit
352,Atem::N,vuoiŋŋahat,alè
353,Atem::N,vuoiŋŋahat,hàlit
354,Atem::N,vuo'iŋâstim,alè
355,Atem::N,vuo'iŋâstim,hàlit
356,Atem::N,jiõg'g,alè
357,Atem::N,jiõg'g,hàlit
358,Atem::N,вӯйнас,alè
359,Atem::N,вӯйнас,hàlit
360,Atem::N,вӯййнмушш,alè
361,Atem::N,вӯййнмушш,hàlit
362,Hunger::N,nielkie,fam
363,Hunger::N,nielkie,gana
364,Hunger::N,nielgge,fam
365,Hunger::N,nielgge,gana
366,Hunger::N,nealgi,fam
367,Hunger::N,nealgi,gana
368,Hunger::N,nelgi,fam
369,Hunger::N,nelgi,gana
370,Hunger::N,neä´lǧǧ,fam
371,Hunger::N,neä´lǧǧ,gana
372,Hunger::N,не̄лльк,fam
373,Hunger::N,не̄лльк,gana
374,Träne::N,gïknjele,llàgrima
375,Träne::N,ganjál,llàgrima
376,Träne::N,ganjal,llàgrima
377,Träne::N,koonjâl,llàgrima
378,Träne::N,kõõnjâl,llàgrima
379,Träne::N,кэ̄нял,llàgrima
380,Geschmack::N,aelmie,gust
381,Geschmack::N,aelmie,sabor
382,Geschmack::N,muosse,gust
383,Geschmack::N,muosse,sabor
384,Geschmack::N,smáhkka,gust
385,Geschmack::N,smáhkka,sabor
386,Geschmack::N,máhku,gust
387,Geschmack::N,máhku,sabor
388,Geschmack::N,smáhkka,gust
389,Geschmack::N,smáhkka,sabor
390,Geschmack::N,mááhu,gust
391,Geschmack::N,mááhu,sabor
392,Geschmack::N,smakkâ,gust
393,Geschmack::N,smakkâ,sabor
394,Geschmack::N,njõõd,gust
395,Geschmack::N,njõõd,sabor
396,Geschmack::N,smääkk,gust
397,Geschmack::N,smääkk,sabor
398,Geschmack::N,ня̄лльк,gust
399,Geschmack::N,ня̄лльк,sabor
400,Geruch::N,haaje,olor
401,Geruch::N,habjja,olor
402,Geruch::N,hádja,olor
403,Geruch::N,opsâ,olor
404,Geruch::N,haajâ,olor
405,Geruch::N,õpss,olor
406,Geruch::N,haajj,olor
407,Geruch::N,апс,olor
408,Geruch::N,лэ̄гк,olor
409,Schlaf::N,nahkerh,son
410,Schlaf::N,nager,son
411,Schlaf::N,oados,son
412,Schlaf::N,nagir,son
413,Schlaf::N,naṿer,son
414,Schlaf::N,nââ´er,son
415,Schlaf::N,нагерь,son
416,Traum::N,nahkere,somni
417,Traum::N,niehko,somni
418,Traum::N,niehku,somni
419,Traum::N,naṿer,somni
420,Traum::N,nââ´er,somni
421,Traum::N,нагерь,somni
422,Himmel::N,elmie,celm
423,Himmel::N,almme,celm
424,Himmel::N,albmi,celm
425,Himmel::N,alme,celm
426,Himmel::N,â´lmm,celm
427,Himmel::N,алльм,celm
428,Sonne::N,biejjie,sol
429,Sonne::N,bæjvásj,sol
430,Sonne::N,beaivváš,sol
431,Sonne::N,peivi,sol
432,Sonne::N,piäiváš,sol
433,Sonne::N,pei´vv,sol
434,Sonne::N,пе̄ййв,sol
435,Mond::N,aske,lluna
436,Mond::N,mánno,lluna
437,Mond::N,mánnu,lluna
438,Mond::N,máánu,lluna
439,Mond::N,mään,lluna
440,Mond::N,ма̄нн,lluna
441,Stern::N,daasta,estel
442,Stern::N,daasta,estrella
443,Stern::N,naestie,estel
444,Stern::N,naestie,estrella
445,Stern::N,násste,estel
446,Stern::N,násste,estrella
447,Stern::N,násti,estel
448,Stern::N,násti,estrella
449,Stern::N,täsni,estel
450,Stern::N,täsni,estrella
451,Stern::N,tä´snn,estel
452,Stern::N,tä´snn,estrella
453,Stern::N,та̄ссьт,estel
454,Stern::N,та̄ссьт,estrella
455,Luft::N,elmie,aire
456,Luft::N,ájmmo,aire
457,Luft::N,áibmu,aire
458,Luft::N,áimu,aire
459,Luft::N,šõŋŋ,aire
460,Luft::N,вӯйнас,aire
461,Wind::N,bïegke,vent
462,Wind::N,biegga,vent
463,Wind::N,biegga,vent
464,Wind::N,pieg'gâ,vent
465,Wind::N,piõg'g,vent
466,Wind::N,пӣӈӈк,vent
467,Welle::N,baaroe,ona
468,Welle::N,bárro,ona
469,Welle::N,bárru,ona
470,Welle::N,pááṛu,ona
471,Welle::N,päärr,ona
472,Welle::N,нэ̄ммп,ona
473,Wasser::N,tjaetsie,āigua
474,Wasser::N,tjáhtje,āigua
475,Wasser::N,čáhci,āigua
476,Wasser::N,čääci,āigua
477,Wasser::N,čää´cc,āigua
478,Wasser::N,ча̄дзь,āigua
479,Stein::N,gierkie,pedra
480,Stein::N,giergge,pedra
481,Stein::N,geađgi,pedra
482,Stein::N,keđgi,pedra
483,Stein::N,ǩeä´dǧǧ,pedra
484,Stein::N,ке̄ддҌк,pedra
485,Boden::N,betnie,sòl
486,Boden::N,ednam,sòl
487,Boden::N,bodni,sòl
488,Boden::N,vuođđu,sòl
489,Boden::N,ponne,sòl
490,Boden::N,vuáđ̣u,sòl
491,Boden::N,vuâđđ,sòl
492,Boden::N,лаввьн,sòl
493,Boden::N,е̄ммьне,sòl
494,Erde::N,jåarta,terra
495,Erde::N,mueltie,terra
496,Erde::N,ednam,terra
497,Erde::N,mållde,terra
498,Erde::N,eana,terra
499,Erde::N,eennâm,terra
500,Erde::N,mädd,terra
501,Erde::N,jânnam,terra
502,Erde::N,е̄ммьне,terra
503,Staub::N,heblie,pols
504,Staub::N,tsumhtsie,pols
505,Staub::N,dubme,pols
506,Staub::N,dopmu,pols
507,Staub::N,kovjâ,pols
508,Staub::N,põõ´l,pols
509,Staub::N,кэ̄ббьй,pols
510,Rauch::N,soeve,fum
511,Rauch::N,suovva,fum
512,Rauch::N,suovva,fum
513,Rauch::N,suoṿâ,fum
514,Rauch::N,suõvv,fum
515,Rauch::N,сӯвв,fum
516,Funke::N,naestie,guspira
517,Funke::N,naestie,centella
518,Funke::N,tjuonam,guspira
519,Funke::N,tjuonam,centella
520,Funke::N,čuotnan,guspira
521,Funke::N,čuotnan,centella
522,Funke::N,čuođâlm,guspira
523,Funke::N,čuođâlm,centella
524,Funke::N,iiskâr,guspira
525,Funke::N,iiskâr,centella
526,Funke::N,čuõzzâm,guspira
527,Funke::N,čuõzzâm,centella
528,Funke::N,чӯссэм,guspira
529,Funke::N,чӯссэм,centella
530,Feuer::N,dålle,foc
531,Feuer::N,dållå,foc
532,Feuer::N,dolla,foc
533,Feuer::N,tullâ,foc
534,Feuer::N,toll,foc
535,Feuer::N,то̄лл,foc
536,Licht::N,tjoevke,llum
537,Licht::N,tjuovgga,llum
538,Licht::N,čuovga,llum
539,Licht::N,čuovggas,llum
540,Licht::N,čuoṿâ,llum
541,Licht::N,toll,llum
542,Licht::N,čuõvv,llum
543,Licht::N,то̄лл,llum
544,Schatten::N,skugkie,ombra
545,Schatten::N,soejvene,ombra
546,Schatten::N,irkes,ombra
547,Schatten::N,sieges,ombra
548,Schatten::N,itku,ombra
549,Schatten::N,suoivâ,ombra
550,Schatten::N,õõtt,ombra
551,Schatten::N,ǩeeu´niǩ,ombra
552,Schatten::N,кывьнэхь,ombra
553,Wetter::N,vïerhtse,temps
554,Wetter::N,dálkke,temps
555,Wetter::N,dálki,temps
556,Wetter::N,šoŋŋâ,temps
557,Wetter::N,šõŋŋ,temps
558,Wetter::N,шэ̄ӈӈ,temps
559,Nebel::N,såavla,boira
560,Nebel::N,mearhka,boira
561,Nebel::N,murkko,boira
562,Nebel::N,mierkká,boira
563,Nebel::N,mierká,boira
564,Nebel::N,miär'kká,boira
565,Nebel::N,oṃo,boira
566,Nebel::N,sue´lnn,boira
567,Nebel::N,цӣгк,boira
568,Nebel::N,сулльн,boira
569,Wolke::N,balve,núvol
570,Wolke::N,balvva,núvol
571,Wolke::N,balva,núvol
572,Wolke::N,polvâ,núvol
573,Wolke::N,põlvv,núvol
574,Wolke::N,пэллв,núvol
575,Regen::N,ebrie,pluja
576,Regen::N,harvve,pluja
577,Regen::N,arvi,pluja
578,Regen::N,arve,pluja
579,Regen::N,â´brr,pluja
580,Regen::N,аббьр,pluja
581,Schnee::N,lopme,neu
582,Schnee::N,moehtege,neu
583,Schnee::N,muohta,neu
584,Schnee::N,muohta,neu
585,Schnee::N,muotâ,neu
586,Schnee::N,muõtt,neu
587,Schnee::N,вэ̄дз,neu
588,Schnee::N,куэллт,neu
589,Eis::N,jïenge,gel
590,Eis::N,jïenge,glaç
591,Eis::N,jiegŋa,gel
592,Eis::N,jiegŋa,glaç
593,Eis::N,jiekŋa,gel
594,Eis::N,jiekŋa,glaç
595,Eis::N,jieŋ̣â,gel
596,Eis::N,jieŋ̣â,glaç
597,Eis::N,jiõŋŋ,gel
598,Eis::N,jiõŋŋ,glaç
599,Eis::N,ӣӈӈ,gel
600,Eis::N,ӣӈӈ,glaç
601,Frost::N,baajkoe,glaçada
602,Frost::N,tjoasskem,glaçada
603,Frost::N,buolaš,glaçada
604,Frost::N,puolâš,glaçada
605,Frost::N,puõlâš,glaçada
606,Frost::N,мӯнь,glaçada
607,Kälte::N,jueskie,fred
608,Kälte::N,tjåetskeme,fred
609,Kälte::N,tjoasskem,fred
610,Kälte::N,čoaskin,fred
611,Kälte::N,ko'lmâsvuotâ,fred
612,Kälte::N,ijss,fred
613,Kälte::N,čuä´cǩǩem,fred
614,Kälte::N,tuârggnjõs,fred
615,Kälte::N,кэ̄лмас,fred
616,Hitze::N,baahke,calor
617,Hitze::N,báhkka,calor
618,Hitze::N,báhkka,calor
619,Hitze::N,pakkâ,calor
620,Hitze::N,kuṃe,calor
621,Hitze::N,paašt,calor
622,Hitze::N,жоарр,calor
623,Raureif::N,jyjse,gebre
624,Raureif::N,ridne,gebre
625,Raureif::N,goarre,gebre
626,Raureif::N,ritni,gebre
627,Raureif::N,suhči,gebre
628,Raureif::N,riṇe,gebre
629,Raureif::N,ай,gebre
630,Regenbogen::N,aatjan goengere,arc iris
631,Regenbogen::N,aatjan joekse,arc iris
632,Regenbogen::N,ádjájuoksa,arc iris
633,Regenbogen::N,arvedávgi,arc iris
634,Regenbogen::N,bajándávgi,arc iris
635,Regenbogen::N,äijihtävgi,arc iris
636,Regenbogen::N,teârmmazjohss,arc iris
637,Regenbogen::N,тӣрмесью̄ккс,arc iris
638,Donner::N,raejrie,tro
639,Donner::N,átjek,tro
640,Donner::N,átjárájdde,tro
641,Donner::N,áddjá,tro
642,Donner::N,baján,tro
643,Donner::N,juuṛâ,tro
644,Donner::N,tie´rmes,tro
645,Donner::N,тӣрмесь,tro
646,Donner::N,ча̄ркнэгк,tro
647,Strömung::N,njuvvie,corrent
648,Strömung::N,ájggedáhpe,corrent
649,Strömung::N,rávdnji,corrent
650,Strömung::N,virde,corrent
651,Strömung::N,ve´rdd,corrent
652,Strömung::N,выррьт,corrent
653,Tropfen::N,gåajhkohts,gota
654,Tropfen::N,gåjkudis,gota
655,Tropfen::N,goaikkanas,gota
656,Tropfen::N,čalme,gota
657,Tropfen::N,čâ´lmm,gota
658,Tropfen::N,ча̄лльм,gota
659,Schaum::N,sapte,escuma
660,Schaum::N,såpptå,escuma
661,Schaum::N,sokta,escuma
662,Schaum::N,suptâ,escuma
663,Schaum::N,soptt,escuma
664,Schaum::N,со̄ппт,escuma
665,Schmutz::N,haaskoe,brutícia
666,Schmutz::N,duolvva,brutícia
667,Schmutz::N,duolva,brutícia
668,Schmutz::N,durdi,brutícia
669,Schmutz::N,stänži,brutícia
670,Schmutz::N,sähss,brutícia
671,Schmutz::N,са̄ккьс,brutícia
672,Schmutz::N,не̄шшь,brutícia
673,See::N,jaevrie,llac
674,See::N,jávrre,llac
675,See::N,jávri,llac
676,See::N,jävri,llac
677,See::N,jâu´rr,llac
678,See::N,я̄ввьр,llac
679,Sumpf::N,pluevie,pantà
680,Sumpf::N,áhpe,pantà
681,Sumpf::N,sæmssa,pantà
682,Sumpf::N,jeaggi,pantà
683,Sumpf::N,jeggi,pantà
684,Sumpf::N,jeä´ǧ'ǧ,pantà
685,Sumpf::N,ла̄ммьп,pantà
686,Moor::N,pluevie,pantà
687,Moor::N,jiegge,pantà
688,Moor::N,suotnju,pantà
689,Moor::N,karrii,pantà
690,Moor::N,kä´rev,pantà
691,Moor::N,veättaǩ,pantà
692,Moor::N,ла̄ммьп,pantà
693,Wiese::N,ïentje,prat
694,Wiese::N,ïentje,prada
695,Wiese::N,giedde,prat
696,Wiese::N,giedde,prada
697,Wiese::N,gieddi,prat
698,Wiese::N,gieddi,prada
699,Wiese::N,nijtto,prat
700,Wiese::N,nijtto,prada
701,Wiese::N,пуэшенҍ,prat
702,Wiese::N,пуэшенҍ,prada
703,Wald::N,skåake,bosc
704,Wald::N,skåajje,bosc
705,Wald::N,miehtsie,bosc
706,Wald::N,vuovdde,bosc
707,Wald::N,miehttse,bosc
708,Wald::N,vuovdi,bosc
709,Wald::N,meahcci,bosc
710,Wald::N,mecci,bosc
711,Wald::N,vyemi,bosc
712,Wald::N,vue´mm,bosc
713,Wald::N,meä´c'c,bosc
714,Wald::N,ля̄ммт,bosc
715,Hügel::N,deava,puig
716,Hügel::N,deava,pujol
717,Hügel::N,dievvá,puig
718,Hügel::N,dievvá,pujol
719,Hügel::N,dievvá,puig
720,Hügel::N,dievvá,pujol
721,Hügel::N,čummâ,puig
722,Hügel::N,čummâ,pujol
723,Hügel::N,pä´rcc,puig
724,Hügel::N,pä´rcc,pujol
725,Hügel::N,teä´rmm,puig
726,Hügel::N,teä´rmm,pujol
727,Hügel::N,ка̄ннҌт,puig
728,Hügel::N,ка̄ннҌт,pujol
729,Anhöhe::N,deava,turó
730,Anhöhe::N,jalladahke,turó
731,Anhöhe::N,dievásj,turó
732,Anhöhe::N,aláš,turó
733,Anhöhe::N,luohkká,turó
734,Anhöhe::N,tiävá,turó
735,Anhöhe::N,poorááš,turó
736,Anhöhe::N,ču´lpp,turó
737,Anhöhe::N,škâu´ŋŋ,turó
738,Anhöhe::N,ка̄ннҌт,turó
739,Berg::N,bïerje,muntanya
740,Berg::N,várre,muntanya
741,Berg::N,várri,muntanya
742,Berg::N,vääṛi,muntanya
743,Berg::N,vää´rr,muntanya
744,Berg::N,те̄ррьм,muntanya
745,Gipfel::N,dalvese,cim
746,Gipfel::N,tjåhkkå,cim
747,Gipfel::N,čohkka,cim
748,Gipfel::N,čokke,cim
749,Gipfel::N,čå´ǩǩ,cim
750,Gipfel::N,ла̄ддҍв,cim
751,Höhle::N,beajoe,cova
