,Concept_ID,bg,av
342,Kante::N,кант,рагӏал
343,Kante::N,кант,рагӏа-ракьан
344,Ecke::N,ъгъл,цили
345,Spitze::N,връх,тӏогь
346,Spitze::N,острие,тӏогь
347,Ende::N,край,кӏал
348,Loch::N,дупка,каратӏ
349,Winkel::N,кът,
350,Winkel::N,ъгъл,
351,Muster::N,десен,накъиш
352,Muster::N,образец,накъиш
353,Größe::N,големина,кӏодо́лъи
354,Länge::N,дължина,халалъи
355,Höhe::N,висота,борхалъи
356,Höhe::N,височина,борхалъи
357,Gewicht::N,тегло,бакӏлъи
358,Gewicht::N,тежест,бакӏлъи
359,Menge::N,количество,
360,Haufen::N,куп,гъуни
361,Haufen::N,грамада,гъуни
362,Reihe::N,ред,ирга́
363,Reihe::N,редица,ирга́
364,Boot::N,лодка,раса
365,Ruder::N,весло,раххан
366,Ruder::N,гребло,раххан
367,Schlitten::N,шейна,чанагъ
368,Ski::N,ски,лыжаби
369,Lagerfeuer::N,огнище,цӏа
370,Last::N,товар,бакӏлъи
371,Gang::N,ход,хьвади
372,Gang::N,ход,хьвада-чӏвади
373,Gang::N,вървеж,хьвади
374,Gang::N,вървеж,хьвада-чӏвади
375,Schritt::N,стъпка,гали
376,Norden::N,север,шимал
377,Süden::N,юг,юг
378,Süden::N,юг,къибла
379,Westen::N,запад,гъарб
380,Westen::N,запад,магъриб
381,Osten::N,изток,шаркъ
382,Osten::N,изток,машрикъ
383,Holz::N,дърво,цӏул
384,Brett::N,дъска,хъарщи
385,Stange::N,прът,гӏер
386,Stange::N,върлина,гӏер
387,Stock::N,прът,тӏил
388,Stock::N,тояга,тӏил
389,Stab::N,прът,гӏер
390,Rohr::N,цев,турба
391,Rohr::N,тръба,турба
392,Haus::N,къща,ригь
393,Haus::N,къща,рукъзал
394,Heim::N,дом,рукъ
395,Ofen::N,печка,печь
396,Fußboden::N,под,чӏабар
397,Tisch::N,маса,стол
398,Stuhl::N,стол,бакӏу
399,Wiege::N,люлка,кини
400,Bett::N,легло,кровать
401,Bett::N,креват,кровать
402,Regal::N,рафт,хъарщи
403,Regal::N,етажерка,хъарщи
404,Kiste::N,кутия,ящик
405,Kiste::N,кутия,тӏалагъуд
406,Kiste::N,сандък,ящик
407,Kiste::N,сандък,тӏалагъуд
408,Fenster::N,прозорец,гордо
409,Tür::N,врата,нуцӏа
410,Tor::N,врата,каву
411,Zaun::N,ограда,раци
412,Dach::N,покрив,тӏох
413,Leiter::N,стълба,мали
414,Besen::N,метла,жул
415,Spaten::N,лопата,бел
416,Schaufel::N,лопата,раххан
417,Gabel::N,вилица,гӏучӏ
418,Löffel::N,лъжица,гъуд
419,Messer::N,нож,нус
420,Nagel::N,гвоздей,магӏ
421,Netz::N,мрежа,гьин
422,Haken::N,кука,гъанцӏа
423,Haken::N,закачалка,гъанцӏа
424,Griff::N,ръчка,гӏоркь
425,Griff::N,дръжка,гӏоркь
426,Schloss::N,брава,кӏулал
427,Schloss::N,ключалка,кӏулал
428,Bild::N,картина,сурат
429,Figur::N,фигура,
430,Puppe::N,кукла,нани
431,Beutel::N,кесия,таргьа
432,Bündel::N,връзка,къай
433,Tasche::N,чанта,сумка
434,Tasche::N,чанта,къвачӏа
435,Eimer::N,кофа,ведро
436,Deckel::N,капак,тӏалъел
437,Deckel::N,капак,дадитӏалъел
438,Deckel::N,похлупак,тӏалъел
439,Deckel::N,похлупак,дадитӏалъел
440,Geschirr::N,съдове,цӏарагӏ
441,Sack::N,чувал,хъап
442,Sack::N,чувал,къандалъо
443,Tasse::N,чаша,чашка
444,Topf::N,гърне,хьаг
445,Topf::N,тенджера,хьаг
446,Kessel::N,котел,хьаг
447,Kessel::N,котел,гереги
448,Essen::N,ядене,тӏагӏам
449,Nahrung::N,храна,квен
450,Speise::N,ястие,квен
451,Fleisch::N,месо,гьан
452,Getreide::N,зърнено храни,бугӏа-ролъ
453,Getreide::N,зърнено храни,могьолабл_культураби
454,Brei::N,каша,карщ
455,Brot::N,хляб,чед
456,Scheibe::N,резен,мочӏу
457,Fett::N,мазнина,беэнлъи
458,Butter::N,масло,нах
459,Öl::N,олио,нах
460,Öl::N,оливия,нах
461,Salz::N,сол,цӏам
462,Suppe::N,супа,чурпа
463,Honig::N,мед,гьоцӏо
464,Milch::N,мляко,рахь
465,Tee::N,чай,чай
466,Leder::N,кожа,тӏом
467,Wolle::N,вълна,квас
468,Stoff::N,плат,ххам
469,Stoff::N,материал,ххам
470,Nadel::N,игла,рокӏкӏен
471,Faden::N,конец,кун
472,Knopf::N,копче,маргъал
473,Knoten::N,възел,гарацӏ
474,Farbe::N,боя,релъен
475,Kleidung::N,дрехи,ретӏел
476,Kleidung::N,облекло,ретӏел
477,Hemd::N,риза,гурде
478,Kragen::N,яка,габур
479,Ärmel::N,ръкав,къвал
480,Hose::N,панталони,тӏажу
481,Gürtel::N,пояс,рачел
482,Gürtel::N,колан,рачел
483,Mütze::N,каскет,тӏагъур
484,Mütze::N,фуражка,тӏагъур
485,Schuh::N,обувка,
486,Stiefel::N,ботуш,этек
487,Stiefel::N,ботуш,чакма
488,Ring::N,пръстен,баргъич
489,Band::N,лента,лента
490,Band::N,връзка,лента
491,Kamm::N,гребен,гьоркьо
492,Spiegel::N,огледало,матӏу
493,Riemen::N,каиш,рижу
494,Riemen::N,ремък,рижу
495,Schnur::N,връв,
496,Leine::N,връв,
497,Leine::N,въже,
498,Decke::N,покривка,одея́ло
499,Kissen::N,възглавница,къандалъо
500,Tuch::N,сукно,квархьи
501,Handtuch::N,пешкир,беркӏалрацӏцӏ
502,Handtuch::N,кърпа за лице,беркӏалрацӏцӏ
503,Kraft::N,мощ,гуч
504,Kraft::N,мощ,къуват
505,Kraft::N,сила,гуч
506,Kraft::N,сила,къуват
507,Stärke::N,сила,хӏалкӏвей
508,Gesundheit::N,здраве,сахлъи́
509,Krankheit::N,болест,унти
510,Krankheit::N,болест,щокълъи
511,Schmerz::N,болка,унти
512,Wunde::N,рана,ругъун
513,Fieber::N,треска,цӏа-кан
514,Fieber::N,температура,цӏа-кан
515,Arznei::N,лек,дару
516,Arznei::N,лекарство,дару
517,Brücke::N,мост,кьо
518,Brunnen::N,чешма,гъуй
519,Brunnen::N,кладенец,гъуй
520,Weide::N,паша,рицӏцӏ
521,Weide::N,паша,лъичӏирма
522,Weide::N,паша,гӏурдаллъи
523,Weide::N,паша,ри́цӏигъветӏ
524,Weide::N,паша,рицӏцӏигъветӏ
525,Weide::N,пасище,рицӏцӏ
526,Weide::N,пасище,лъичӏирма
527,Weide::N,пасище,гӏурдаллъи
528,Weide::N,пасище,ри́цӏигъветӏ
529,Weide::N,пасище,рицӏцӏигъветӏ
530,Pfad::N,пътека,сухъмахъ
531,Weg::N,път,нух
532,Straße::N,шосе,нух
533,Dorf::N,село,росу
534,Stadt::N,град,шагьар
535,Brief::N,писмо,кагъат
536,Brief::N,писмо,рисалат
537,Buch::N,книга,тӏехь
538,Buchstabe::N,буква,хӏарп
539,Zeitung::N,вестник,газет
540,Leben::N,живот,яшав
541,Tod::N,смърт,хвел
542,Grab::N,гроб,хоб
543,Kirche::N,църква,килиса
544,Sünde::N,грях,хӏакъ
545,Sünde::N,грях,мунагь
546,Gott::N,бог,бичас
547,Gott::N,бог,аллагь
548,Arbeiter::N,работник,хӏалтӏухъан
549,Chef::N,шеф,хӏаким
550,Chef::N,шеф,начальник
551,Chef::N,началник,хӏаким
552,Chef::N,началник,начальник
553,Meister::N,майстор,устар
554,Meister::N,майстор,мастер
555,Meister::N,майстор,махщалилав
556,Arzt::N,лекар,жайрахӏ
557,Lehrer::N,учител,мугӏалим
558,Geld::N,пари,гӏарац
559,Geschäft::N,сделка,
560,Laden::N,дюкян,тукен
561,Laden::N,магазин,тукен
562,Preis::N,цена,багьа
563,Ware::N,стока,къайи
564,Nutzen::N,полза,мунпагӏат
565,Nutzen::N,облага,мунпагӏат
566,Reichtum::N,богатство,бечелъи
567,Welt::N,свят,дуниял
568,Land::N,страна,улка
569,Land::N,страна,икълим
570,Staat::N,щат,пачалихъ
571,Staat::N,държава,пачалихъ
572,König::N,крал,пача
573,König::N,крал,малик
574,König::N,крал,къирал
575,König::N,крал,падишагь
576,Macht::N,мощ,кверщел
577,Macht::N,власт,кверщел
578,Grenze::N,граница,гӏорхъи
579,Krieg::N,война,рагъ
580,Feind::N,враг,тушман
581,Feind::N,неприятел,тушман
582,Gewalt::N,сила,зулму
583,Gewalt::N,насилие,зулму
584,Kampf::N,борба,къеркьей
585,Kampf::N,сражение,къеркьей
586,Bogen[Waffe]::N,лък,газаргъо
587,Pfeil::N,стрела,чӏор
588,Gewehr::N,пушка,туманкӏ
589,Fehler::N,грешка,гъалатӏ
590,Lüge::N,лъжа,гьереси
591,Schaden::N,повреда,зиян
592,Schaden::N,повреда,зарал
593,Unglück::N,нещастие,балагь
594,Schuld::N,вина,гӏайиб
595,Alter::N,възраст,гӏумру
596,Schluss::N,край,ахир
597,Zeit::N,време,заман
598,Tag::N,ден,къо
599,Morgen::N,утро,радалмех
600,Morgen::N,сутрин,радалмех
601,Mittag::N,обед,къадемех
602,Mittag::N,пладне,къадемех
603,Abend::N,вечер,релъедамех
604,Nacht::N,нощ,сордо
605,Woche::N,седмица,анкь
606,Monat::N,месец,моцӏ
607,Jahr::N,година,сон
608,Jahr::N,година,лъагӏел
609,Frühling::N,пролет,их
610,Sommer::N,лято,рии
611,Herbst::N,есен,хасалихълъи
612,Winter::N,зима,кьин
613,Januar::N,януари,январь
614,Februar::N,февруари,февра́ль
615,März::N,март,март
616,April::N,април,апрель
617,Mai::N,май,май
618,Juni::N,юни,июнь
619,Juli::N,юли,июль
620,August::N,август,август
621,September::N,септември,сентябрь
622,Oktober::N,октомври,октябрь
623,November::N,ноември,ноябрь
624,Dezember::N,декември,декабрь
625,Montag::N,понеделник,итни
626,Dienstag::N,вторник,талат
627,Mittwoch::N,сряда,арбагӏ
628,Donnerstag::N,четвъртък,хамиз
629,Freitag::N,петък,рузман
630,Samstag::N,събота,щамат
631,Sonntag::N,неделя,гьатӏан
632,groß::A,едър,кӏудияб
633,groß::A,голям,кӏудияб
634,klein::A,малък,гьитӏинаб
635,klein::A,дребен,гьитӏинаб
636,lang::A,дълъг,халатаб
637,kurz::A,къс,къокъаб
638,breit::A,широк,гӏебаб
639,schmal::A,тесен,къваридаб
640,dicht::A,гъст,ризаб
641,dick[Gegenstand]::A,дебел,бицатаб
642,dünn::A,тънък,тӏеренаб
643,fein::A,фин,тӏеренаб
644,fein::A,тънък,тӏеренаб
645,fest::A,твърд,къвакӏараб
646,fest::A,плътен,къвакӏараб
647,flach::A,равен,чӏепараб
648,flach::A,плосък,чӏепараб
649,glatt::A,гладък,цӏвакараб
650,hart::A,твърд,кьварараб
651,hart::A,корав,кьварараб
652,weich::A,мек,тамахаб
653,rund::A,кръгъл,гургинаб
654,spitz::A,островръх,бегӏераб
655,scharf::A,остър,рекӏараб
656,stumpf::A,тъп,тӏехӏараб
657,stumpf::A,тъп,рекӏинчӏеб
658,schwer::A,тежък,бакӏаб
659,schön::A,хубав,берцинаб
660,schön::A,красив,берцинаб
661,heiß::A,жарък,лагьараб
662,warm::A,топъл,хинаб
663,kalt::A,студен,квачараб
664,kühl::A,хладен,квачараб
665,frisch::A,свеж,цӏияб
666,feucht::A,влажен,рагьараб
667,nass::A,мокър,би́ччараб
668,trocken::A,сух,бакъвараб
669,voll::A,пълен,
670,leer::A,празен,чӏобогояб
671,offen::A,откровен,рагьараб
672,geschlossen::A,закрит,рахараб-къараб
673,geschlossen::A,затворен,рахараб-къараб
674,sauber::A,чист,бацӏцӏадаб
675,schmutzig::A,мръсен,гъизараб
676,roh::A,суров,хамаб
677,roh::A,суров,гӏатӏгояб
678,reif::A,зрял,барщараб
679,lecker::A,вкусен,тӏагӏамаб
680,süß::A,сладък,гьуинаб
681,bitter::A,горчив,кьогӏаб
682,sauer::A,кисел,цӏекӏаб
683,hell::A,ясен,канаб
684,hell::A,светъл,канаб
685,dunkel::A,тъмен,бецӏаб
686,schwarz::A,черен,чӏегӏераб
687,weiß::A,бял,хъахӏаб
688,rot::A,червен,багӏараб
689,gelb::A,жълт,гӏобилаб
690,gelb::A,жълт,тӏогьилаб
691,blau::A,син,хъахӏилаб
692,grün::A,зелен,гӏурччинаб
693,grau::A,сив,накӏкӏуяб
694,bunt::A,шарен,къвекӏаб
695,bunt::A,шарен,чара-гъараб
696,bunt::A,пъстър,къвекӏаб
697,bunt::A,пъстър,чара-гъараб
698,billig::A,евтин,учузаб
699,teuer::A,скъп,хири́яб
700,wertvoll::A,ценен,къиматаб
701,blind::A,сляп,беццаб
702,taub::A,глух,гъугъаб
703,kräftig::A,силен,гучаб
704,stark::A,здрав,къуватаб
705,stark::A,силен,къуватаб
706,schwach::A,слаб,гӏажизаб
707,fett::A,тлъст,кьарияб
708,schlank::A,тънък,чергесаб
709,schlank::A,строен,чергесаб
710,hübsch::A,хубав,гьайбатаб
711,böse::A,зъл,ракӏквешаб
712,dumm::A,глупав,гьагаб
713,dumm::A,глупав,гӏантаб
714,faul::A,ленив,кӏохӏалаб
715,faul::A,ленив,кӏухӏа́лаб
716,faul::A,мързелив,кӏохӏалаб
717,faul::A,мързелив,кӏухӏа́лаб
718,fleißig::A,прилежен,хӏаракатаб
719,geizig::A,скъпернически,къарумаб
720,klug::A,умен,лумияб
721,klug::A,разумен,лумияб
722,geschickt::A,умел,махщел бугев
723,geschickt::A,сръчен,махщел бугев
724,lieb::A,мил,гӏазизаб
725,lieb::A,драг,гӏазизаб
726,lustig::A,весел,кепаб
727,sanft::A,нежен,хӏалимаб
728,sanft::A,нежен,хӏере́наб
729,sanft::A,кротък,хӏалимаб
730,sanft::A,кротък,хӏере́наб
731,hungrig::A,гладен,бакъараб
732,krank::A,болен,щокъаб
733,krank::A,болен,унтараб
734,nackt::A,гол,гӏицӏаб
735,nackt::A,гол,чӏанкӏараб
736,traurig::A,тъжен,пашманаб
737,traurig::A,печален,пашманаб
738,lebendig::A,жив,чӏагояб
739,gut::A,добър,лъикӏаб
740,schlecht::A,лош,къадараб
741,richtig::A,правилен,битӏараб
742,schlimm::A,лош,нажасаб
743,schlimm::A,лош,къабихӏаб
744,wahr::A,верен,хӏакъаб
745,wahr::A,верен,битӏараб
746,wahr::A,истински,хӏакъаб
747,wahr::A,истински,битӏараб
748,alt::A,стар,басрияб
749,alt::A,древен,басрияб
750,neu::A,нов,цӏияб
751,ehemalig::A,бивш,цебе́госеб
752,alt[Lebewesen]::A,стар,хераб
753,jung::A,млад,тӏинчӏаб
754,jung::A,млад,гӏолохъанаб
755,arm::A,беден,пакъираб
756,reich::A,богат,бечедаб
757,bekannt::A,познат,лъалеб
758,bekannt::A,известен,лъалеб
759,berühmt::A,почут,машгьураб
760,berühmt::A,известен,машгьураб
761,fremd::A,чужд,чияр
762,verschieden::A,разен,батӏи-батӏияб
763,verschieden::A,различен,батӏи-батӏияб
764,nah::A,близък,гӏагарда бугеб
765,fern::A,далечен,рикӏкӏадаб
766,linker::A,ляв,квегӏаб
767,rechter::A,прав,кваранаб
768,anderer::A,друг,батӏияб
769,erster::A,пръв,тӏоцебесеб
770,erster::A,първи,тӏоцебесеб
771,zweiter::A,втори,кӏиабилеб
772,dritter::A,трети,лъабабилеб
773,letzter::A,последен,ахирисеб
774,allein::ADV,само,ялгъузго
775,auf einmal::ADV,същевременно,цихӏинтӏаго
776,zusammen::ADV,заедно,цойида
777,lange::ADV,дълго,
778,plötzlich::ADV,изведнъж,цойидасанго
