,Concept_ID,ml,la
643,später::ADV,പിന്നീട്,postea
644,jetzt::ADV,ഇപ്പോൾ,nunc
645,heute::ADV,ഇന്ന്,hodie
646,morgen::ADV,നാളെ,cras
647,bald::ADV,ഉടനെ,mox
648,dann::ADV,അപ്പോൾ,deinde
649,gestern::ADV,ഇന്നലെ,heri
650,einst::ADV,പണ്ടൊരിക്കല്,olim
651,damals::ADV,അപ്പോൾ,tum
652,danach::ADV,പിന്നീട്,postea
653,vorher::ADV,മുൻപ്,antea
654,zuerst::ADV,ആദ്യം,primo
655,einmal::ADV,ഒരിക്കൽ,semel
656,manchmal::ADV,ചിലപ്പോൾ,interdum
657,oft::ADV,പലപ്പോഴും,saepe
658,immer::ADV,എപ്പോഴും,semper
659,niemals::ADV,ഒരിക്കലും,numquam
660,hier::ADV,ഇവിടെ,hic
661,hierhin::ADV,ഇവിടേക്ക്,huc
662,von hier::ADV,ഇവിടെനിന്ന്,hinc
663,dort::ADV,അവിടെ,ibi
664,dorthin::ADV,അവിടേക്ക്,eo
665,geradeaus::ADV,മുമ്പിൽ,recte
666,geradeaus::ADV,മുമന്നോട്ട്,recte
667,vorwärts::ADV,മുന്നോട്ട്,porro
668,rückwärts::ADV,തലതിരിച്ച്,retro
669,zurück::ADV,പുറകിലേക്ക്,retro
670,unten::ADV,താഴെ,infra
671,hinab::ADV,താഴേക്ക്,pessum
672,oben::ADV,മുകളിൽ,supra
673,hinauf::ADV,മുകളിൽ,sursum
674,überall::ADV,എല്ലായിടത്തും,ubique
675,nicht::ADV,ഇല്ല,non
676,ein wenig::ADV,കുറച്ച്,paulum
677,kaum::ADV,കഷ്ടിച്ച്,vix
678,kaum::ADV,കഷ്ടിച്ച്,aegre
679,sehr::ADV,വളരെ,valde
680,sehr::ADV,വളരെ,magnopere
681,so::ADV,അങ്ങനെ,ita
682,noch::ADV,ഇപ്പോഴും,etiam
683,nur::ADV,മാത്രം,solum
684,nur::ADV,മാത്രം,tantum
685,schon::ADV,നേരത്തേ തന്നെ,iam
686,wieder::ADV,വീണ്ടും,rursus
687,vergebens::ADV,വിഫല,frustra
688,vor::PRP,മുമ്പിൽ,ante
689,hinter::PRP,പുറകിൽ,post
690,unter::PRP,കീഴിൽ,sub
691,durch::PRP,ഉള്ളിലൂടെ,per
692,neben::PRP,അടുത്ത്,iuxta
693,zwischen::PRP,ഇടയ്ക്ക്,inter
694,wegen::PRP,നിമിത്തം,propter
695,dies::PRN,ഇത്,hoc
696,das::PRN,അത്,id
697,alles::PRN,എല്ലാം,omnia
698,ich::PRN,ഞാൻ,ego
699,du::PRN,നിങ്ങൾ,tu
700,er::PRN,അദ്ദേഹം,is
701,er::PRN,അദ്ദേഹം,ille
702,er::PRN,അയാൾ,is
703,er::PRN,അയാൾ,ille
704,er::PRN,അവൻ,is
705,er::PRN,അവൻ,ille
706,er::PRN,അവർ,is
707,er::PRN,അവർ,ille
708,er::PRN,അവൾ,is
709,er::PRN,അവൾ,ille
710,wir::PRN,നമ്മൾ,nos
711,ihr::PRN,നിങ്ങൾ,vos
712,sie::PRN,അവർ,ii
713,sie::PRN,അവർ,illi
714,was::FPRN,എന്ത്,quid
715,wer::FPRN,ആര്,quis
716,wo::FADV,എവിടെ,ubi
717,wohin::FADV,എവിടേക്ക്,quo
718,wie::FADV,എങ്ങനെ,quomodo
719,warum::FADV,എന്തുകൊണ്ട്,cur
720,wieviel::FNUM,എത്ര,quantum
721,eins::NUM,ഒന്ന്,unus
722,zwei::NUM,രണ്ട്,duo
723,drei::NUM,മൂന്ന്,tres
724,vier::NUM,നാല്,quattuor
725,fünf::NUM,അഞ്ച്,quinque
726,sechs::NUM,ആറ്,sex
727,sieben::NUM,ഏഴ്,septem
728,acht::NUM,എട്ട്,octo
729,neun::NUM,ഒമ്പത്,novem
730,zehn::NUM,പത്ത്,decem
731,elf::NUM,പതിനൊന്ന്,undecim
732,zwölf::NUM,പന്ത്രണ്ട്,duodecim
733,zwanzig::NUM,ഇരുപത്,viginti
734,dreißig::NUM,മുപ്പത്,triginta
735,vierzig::NUM,നാൽപ്പത്,quadraginta
736,fünfzig::NUM,അൻപത്,quinquaginta
737,sechzig::NUM,അറുപത്,sexaginta
738,siebzig::NUM,എഴുപത്,septuaginta
739,achtzig::NUM,എൺപത്,octoginta
740,neunzig::NUM,തൊണ്ണൂറ്,nonaginta
741,hundert::NUM,നൂറ്,centum
742,tausend::NUM,ആയിരം,mille
743,und::CNJ,ഉം,et
744,und::CNJ,ഉം,-que
745,oder::CNJ,അഥവാ,vel
746,stehen::V,നിൽക്കുക,stare
747,sitzen::V,ഇരിക്കുക,sedere
748,liegen::V,കിടക്കുക,iacere
749,hängen::V,തൂങ്ങുക,pendere
750,werden::V,ആയിത്തീരുക,fieri
751,passieren::V,സംഭവിക്കുക,accidere
752,beginnen::V,ആരംഭിക്കുക,incipere
753,enden::V,അവസാനിപ്പിക്കുക,finem habere
754,wechseln::V,മാറ്റുക,mutari
755,aufgehen[Sonne]::V,ഉയരുക,oriri
756,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,occidere
757,scheinen[Sonne]::V,പ്രകാശിക്കുക,lucere
758,donnern::V,ഇടിവെട്ടുക,tonare
759,wehen::V,വീശുക,flare
760,strömen::V,ഒഴുകുക,fluere
761,fließen::V,ഒഴുകുക,manare
762,sich drehen::V,ചുറ്റുക,torqueri
763,sich drehen::V,കറക്കുക,torqueri
764,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,vacillare
765,schwingen::V,ആടുക,vibrare
766,fallen::V,വീഴുക,cadere
767,brennen::V,കത്തുക,ardere
768,rauchen::V,പുകയുക,fumare
769,regnen::V,മഴ_പെയ്യുക,pluere
770,gefrieren::V,തണത്ത്_മരവിക്കുക,congelari
771,tauen::V,അലിയുക,rorare
772,schmelzen::V,ഉരുകുക,liquescere
773,trocknen::V,വരളുക,arescere
774,sieden::V,തിളപ്പിക്കുക,fervere
775,faulen::V,ചീയുക,putescere
776,verfaulen::V,അഴുകുക,putescere
777,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,scindi
778,versinken::V,മുക്കുക,mergi
779,vergehen::V,കടന്നുപോകുക,praeterire
780,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,apparere
781,verschwinden::V,അദൃശ്യമാകുക,discedere
782,sinken::V,താഴുക,labi
783,abnehmen::V,കുറിയുക,deminui
784,zunehmen::V,വർദ്ധിക്കുക,augeri
785,steigen::V,ഉയരുക,augescere
786,wachsen::V,വളരുക,crescere
787,glänzen::V,മിന്നുക,splendere
788,funkeln::V,തിളങ്ങുക,micare
789,lärmen::V,ശബ്ദമുണ്ടാക്കുക,strepere
790,läuten::V,മണിമുഴങ്ങുക,sonare
791,klingeln::V,ചിലമ്പുക,tinnire
792,klirren::V,കിലുക്കുക,crepare
793,brausen::V,മുഴങ്ങുക,saevire
794,rauschen::V,അനങ്ങുക,crepare
795,klingen::V,മുഴക്കുക,sonare
796,bellen::V,കുരയ്ക്കുക,latrare
797,heulen::V,ഓരിയിടുക,ululare
798,blasen::V,ഊതുക,flare
799,pfeifen::V,വിസിലടിക്കുക,sibilare
800,schreien::V,ആക്രോശിക്കുക,clamare
801,stöhnen::V,അരക്കം,gemere
802,stöhnen::V,ആർത്തനാദം,gemere
803,zittern::V,വിറയ്ക്കുക,tremere
804,zittern::V,വിറയ്ക്കുക,trepidare
805,leben::V,താമസിക്കുക,vivere
806,geboren werden::V,ജനിക്കുക,nasci
807,atmen::V,ശ്വസിക്കുക,spirare
808,trinken::V,കുടിക്കുക,bibere
809,essen::V,കഴിക്കുക,edere
810,schlucken::V,വിഴുങ്ങുക,devorare
811,müde werden::V,ക്ഷീണിക്കുക,fatigari
812,einschlafen::V,നിദ്രിക്കുക,obdormiscere
813,schlafen::V,ഉറങ്ങുക,dormire
814,aufwachen::V,ഉണരുക,expergisci
815,aufstehen::V,എഴുന്നേൽക്കുക,exsurgere
816,sich erholen::V,വിശ്രമിക്കുക,se reficere
817,krank werden::V,ദീനംപിടിക്കുക,aegrescere
818,krank sein::V,രോഗികളാകുക,aegrotare
819,schmerzen::V,വേദനിക്കുക,dolere
820,husten::V,ചുമയ്ക്കുക,tussire
821,genesen::V,സുഖപ്പെടുക,convalescere
822,sterben::V,മരിക്കുക,mori
823,umkommen::V,മരിക്കുക,perire
824,sich bewegen::V,സ്ഥലം_മാറുക,se movere
825,sich rühren::V,ചലിക്കുക,micare
826,sich erheben::V,നിൽക്കുക,surgere
827,sich setzen::V,ഇരിക്കുക,considere
828,hinfallen::V,വീഴുക,cadere
829,laufen::V,നടക്കുക,vadere
830,schreiten::V,നടക്കുക,gradi
831,spazierengehen::V,ഉലാത്തുക,ambulare
832,eilen::V,പാഞ്ഞെത്തുക,properare
833,sich beeilen::V,തിരിക്കുകൂട്ടുക,festinare
834,sich beeilen::V,തിടുക്കം_കാട്ടുക,festinare
835,sausen::V,കുതിക്കുക,currere
836,rennen::V,ഓടുക,currere
837,springen::V,ചാടുക,salire
838,klettern::V,കയറുക,niti
839,schaukeln::V,ഇളകുക,oscillare
840,kriechen::V,പതുങ്ങികയറുക,repere
841,kriechen::V,പതുങ്ങികയറുക,serpere
842,schwimmen::V,നീന്തുക,nare
843,schwimmen::V,നീന്തുക,natare
844,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,mergere
845,rudern::V,തുഴയുക,remigare
846,fahren::V,വാഹനം ഓടിക്കുക,vehi
847,fliegen::V,പറക്കുക,volare
848,gehen::V,പോകുക,ire
849,gehen::V,പോകുക,vadere
850,weggehen::V,വിടുക,abire
851,weggehen::V,വിടുക,discedere
852,abfahren::V,പുറപ്പെടുക,proficisci
853,anhalten::V,നിർത്തുക,consistere
854,hineingehen::V,പ്രവേശിക്കുക,inire
855,hineingehen::V,പ്രവേശിക്കുക,ingredi
856,eintreten::V,പ്രവേശിക്കുക,intrare
857,kommen::V,വരുക,venire
858,ankommen::V,എത്തിച്ചേരുക,advenire
859,zurückkommen::V,തിരിച്ചു വരുക,revenire
860,bleiben::V,തുടരുക,manere
861,warten::V,കാത്തിരിക്കുക,opperiri
862,erwarten::V,പ്രതീക്ഷിക്കുക,opperiri
863,erwarten::V,പ്രതീക്ഷിക്കുക,expectare
864,suchen::V,തിരയുക,quaerere
865,finden::V,കണ്ടെത്തുക,reperire
866,versuchen::V,ശ്രമിക്കുക,conari
867,versuchen::V,ശ്രമിക്കുക,temptare
868,vorbereiten::V,തയ്യാറെടുക്കുക,parare
869,lieben::V,സ്നേഹിക്കുക,amare
870,mögen::V,ഇഷ്ടപ്പെടുക,amare
871,lachen::V,ചിരിക്കുക,ridere
872,rühren::V,ഹൃദയം സ്പർശിക്കുക,commovere
873,weinen::V,തേങ്ങുക,flere
874,schimpfen::V,പിറുപിറുക്കുക,increpare
875,sich ärgern::V,കോപിക്കുക,indignari
876,sich fürchten::V,പേടിക്കുക,vereri
877,fürchten::V,പേടിക്കുക,timere
878,fliehen::V,രക്ഷപ്പെടുക,fugere
879,flüchten::V,രക്ഷപ്പെടുക,effugere
880,sehen::V,കാണുക,videre
881,anschauen::V,നോക്കുക,aspectare
882,ansehen::V,നോക്കുക,spectare
883,hören::V,കേൾക്കുക,audire
884,zuhören::V,ശ്രദ്ധിക്കുക,auscultare
885,probieren::V,രുചിയുള്ളതായി_തോന്നുക,gustare
886,riechen::V,മണത്തു_നോക്കുക,olfacere
887,fühlen::V,സ്പർശിച്ചറിയുക,sentire
888,scheinen::V,കാണപ്പെടുക,videri
889,zu sehen sein::V,വെളിച്ചപ്പെടുക,conspici
890,vernehmen::V,കേൾക്കുക,comperire
891,frieren::V,വിറയ്ക്കുക,algere
892,tun::V,ചെയ്യുക,facere
893,können::V,കഴിയുക,posse
894,wollen::V,വേണുക,velle
895,anfangen::V,തുടങ്ങുക,incipere
896,beenden::V,പൂർത്തിയാക്കുക,finire
897,aufhören::V,നിർത്തുക,desistere
898,gelingen::V,വിജയിക്കുക,contingere
899,geraten::V,പരിണമിക്കുക,evenire
900,öffnen::V,തുറക്കുക,aperire
901,schließen::V,അടയ്ക്കുക,claudere
902,stellen::V,വയ്ക്കുക,sistere
903,setzen::V,വയ്ക്കുക,ponere
904,legen::V,ഇടുക,ponere
905,berühren::V,തൊടുക,tangere
906,verbinden::V,ഘടിപ്പിക്കുക,iungere
907,bedecken::V,മുടുക,tegere
908,bedecken::V,മുടുക,operire
909,aufhängen::V,കെട്ടിതൂക്കുക,suspendere
910,anzünden::V,കത്തിക്കുക,accendere
911,anzünden::V,കത്തിക്കുക,inflammare
912,aufheben::V,പെറുക്കിയെടുക്കുക,tollere
913,zurücklassen::V,വച്ചുപോരുക,relinquere
914,verlieren::V,നഷ്ടപ്പെടുക,perdere
915,verlieren::V,നഷ്ടപ്പെടുക,amittere
916,fallen lassen::V,വീഴ്ത്തുക,dimittere
917,machen::V,ഉണ്ടാക്കുക,facere
918,herstellen::V,ഉൽപാദിപ്പിക്കുക,fabricare
919,bauen::V,നിർമ്മിക്കുക,construere
920,reparieren::V,നന്നാക്കുക,reparare
921,verbessern::V,മെച്ചപ്പെടുക,emendare
922,ändern::V,മാറ്റംവരുത്തുക,mutare
923,graben::V,കുഴിക്കുക,fodere
924,beugen::V,വണങ്ങുക,flectere
925,biegen::V,കുനിയുക,curvare
926,drehen::V,തിരിക്കുക,torquere
927,wenden::V,തിരിയുക,vertere
928,umdrehen::V,തിരിയുക,convertere
929,heben::V,ഉയർത്തുക,tollere
930,hochheben::V,ഉയർത്തുക,levare
931,ergreifen::V,ബലമായി_പിടിക്കുക,capessere
932,halten::V,പിടിക്കുക,tenere
933,drücken::V,അമർത്തുക,premere
934,schieben::V,തള്ളുക,promovere
935,kratzen::V,ചുരണ്ടുക,radere
936,lecken::V,നക്കുക,lambere
937,beißen::V,കടിക്കുക,mordere
938,abreißen::V,കീറിക്കളയുക,avellere
939,abschneiden::V,മുറിച്ചുമാറ്റുക,desecare
940,binden::V,കെട്ടുക,ligare
941,stecken::V,തുളയ്ക്കുക,inserere
942,brechen::V,ഉടയുക,rumpere
943,klopfen::V,തട്ടുക,pultare
944,hauen::V,അടിക്കുക,ferire
945,kleben::V,ഒട്ടിക്കുക,agglutinare
946,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,terere
947,streichen::V,പടർത്തുക,oblinere
948,schleifen::V,പൊടിക്കുക,acuere
949,schneiden::V,മുറിക്കുക,secare
950,rütteln::V,മുട്ടുക,quassare
951,schütteln::V,കുലുക്കുക,quatere
952,schwenken::V,ആടുക,ventilare
953,schütten::V,ഒഴിക്കുക,fundere
954,füllen::V,നിറയ്ക്കുക,complere
955,einwickeln::V,പൊതിയുക,involvere
956,tragen::V,വഹിക്കുക,ferre
957,tragen::V,വഹിക്കുക,portare
958,schleppen::V,വലിച്ചിഴയ്ക്കുക,pertrahere
959,ziehen::V,വലിക്കുക,trahere
960,aufbewahren::V,വയ്ക്കുക,asservare
961,werfen::V,എറിയുക,iacere
962,fangen::V,പിടിക്കുക,capere
963,packen::V,തട്ടിപ്പറിക്കുക,capessere
964,verstecken::V,മറയ്ക്കുക,abdere
965,teilen::V,വിഭജിക്കുക,partiri
966,teilen::V,വിഭജിക്കുക,dividere
967,schicken::V,അയയ്ക്കുക,mittere
968,bringen::V,കൊണ്ടുവരുക,apportare
969,hinzufügen::V,കൂട്ടുക,addere
970,bekommen::V,കിട്ടുക,adipisci
971,erhalten::V,സ്വീകരിക്കുക,accipere
972,nehmen::V,എടുക്കുക,sumere
973,wählen::V,തിരഞ്ഞെടുക്കുക,eligere
974,auswählen::V,തിരഞ്ഞെടുക്കുക,deligere
975,bewahren::V,പുലർത്തുക,conservare
976,behindern::V,തടയിടുക,impedire
977,verderben::V,നശിപ്പിക്കുക,corrumpere
978,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,laedere
979,zerbrechen::V,ഉടയുക,rumpere
980,zerbrechen::V,ഉടയുക,frangere
981,zerreißen::V,കീറുക,discindere
982,zerstören::V,നശിപ്പിക്കുക,delere
983,verbrennen::V,കത്തിനശിക്കുക,urere
984,verbrennen::V,കത്തിനശിക്കുക,cremare
985,verbrennen::V,കത്തിച്ചുകളയുക,urere
986,verbrennen::V,കത്തിച്ചുകളയുക,cremare
987,geben::V,കൊടുക്കുക,dare
988,geben::V,തരുക,dare
989,reichen::V,കൈമാറുക,praebere
990,schenken::V,സമ്മാനം കൊടുക്കുക,donare
991,schenken::V,സമ്മാനം കൊടുക്കുക,largiri
992,versprechen::V,വാഗ്ദാനം_നൽകുക,polliceri
993,versprechen::V,വാഗ്ദാനം_നൽകുക,promittere
994,wünschen::V,ആഗ്രഹിക്കുക,
995,loben::V,പുകഴ്ത്തുക,laudare
996,küssen::V,ഉമ്മവയ്ക്കുക,osculari
997,wiegen::V,ഇളകുക,
998,zudecken::V,മുടുക,tegere
999,wecken::V,ഉണർത്തുക,excitare
1000,zeigen::V,കാണിക്കുക,monstrare
1001,führen::V,നടത്തുക,ducere
1002,lehren::V,പഠിപ്പിക്കുക,docere
1003,unterrichten::V,പരിശീലിപ്പിക്കുക,instituere
1004,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,nutrire
1005,leiten::V,നയിക്കുക,ducere
1006,antreiben::V,പ്രേരിപ്പിക്കുക,incitare
1007,lassen::V,അനുവദിക്കുക,iubere
1008,einladen::V,ക്ഷണിക്കുക,invitare
1009,vereinigen::V,കൂടിച്ചേരുക,coniungere
1010,besuchen::V,സന്ദർശിക്കുക,visere
1011,treffen::V,തമ്മിൽ കാണുക,convenire
1012,sich versammeln::V,സംയോജിപ്പിക്കുക,convenire
1013,spielen::V,കളിക്കുക,ludere
1014,singen::V,പാടുക,cantare
1015,tanzen::V,നൃത്തം ചെയ്യുക,saltare
1016,sich trennen::V,നേർപെടുത്തുക,digredi
1017,sich trennen::V,നേർപെടുത്തുക,discedere
1018,verlassen::V,പിൻവാങ്ങുക,deserere
1019,verlassen::V,പിൻവാങ്ങുക,relinquere
1020,retten::V,രക്ഷിക്കുക,servare
1021,bewachen::V,കാവൽനിൽക്കുക,custodire
1022,schützen::V,പരിരക്ഷിക്കുക,tueri
1023,schützen::V,പരിരക്ഷിക്കുക,tutari
1024,verteidigen::V,പ്രതിരോധിക്കുക,defendere
1025,sich schlagen::V,കലഹിക്കുക,luctari
1026,schießen::V,വെടിവെക്കുക,iaculari
1027,siegen::V,വിജയിക്കുക,vincere
1028,ärgern::V,വിഷമിപ്പിക്കുക,irritare
1029,schlagen::V,അടിക്കുക,ferire
1030,treten::V,തൊഴിക്കുക,calcare
1031,stechen::V,കുത്തുക,pungere
1032,stoßen::V,തള്ളുക,tundere
1033,stehlen::V,മോഷ്ടിക്കുക,furari
1034,stören::V,ശല്യപ്പെടുത്തുക,turbare
1035,belästigen::V,മെനക്കെടുക,obtundere
1036,verbergen::V,മറയ്ക്കുക,celare
1037,verbergen::V,മറയ്ക്കുക,occultare
1038,verbergen::V,ഒളിക്കുക,celare
1039,verbergen::V,ഒളിക്കുക,occultare
1040,täuschen::V,കബളിപ്പിക്കുക,fallere
1041,betrügen::V,ചതിക്കുക,fraudare
1042,töten::V,കൊല്ലുക,necare
1043,töten::V,കൊല്ലുക,caedere
1044,wohnen::V,താമസിക്കുക,habitare
1045,arbeiten::V,ജോലിചെയ്യുക,laborare
1046,sammeln::V,സഞ്ചയിക്കുക,colligere
1047,pflücken::V,പറിച്ചെടുക്കുക,carpere
1048,jagen::V,വേട്ടയാടുക,venari
1049,fischen::V,മീൻ പിടിക്കുക,piscari
1050,fassen::V,പിടിക്കുക,capere
1051,hüten::V,ചേർക്കുക,custodire
1052,treiben::V,വാഹനം_ഓടിക്കുക,agere
1053,anbinden::V,കെട്ടിയിടുക,alligare
1054,füttern::V,തീറ്റുക,nutrire
1055,melken::V,പാലുകറക്കുക,mulgere
1056,hacken::V,വെട്ടിമുറിക്കുക,findere
1057,gießen::V,നനയ്ക്കുക,rigare
1058,reifen::V,പാകമാകുക,maturescere
1059,zubereiten::V,പാചകം_ചെയ്യുക,apparare
1060,kochen::V,വേവിക്കുക,coquere
1061,backen::V,ബേക്ക് ചെയ്യുക,coquere
1062,braten::V,പോരിക്കുക,torrere
1063,umrühren::V,ഇളക്കുക,commovere
1064,stricken::V,മെടയുക,texere
1065,nähen::V,തുന്നുക,suere
1066,färben::V,ചായം പൂശുക,tingere
1067,reinigen::V,വൃത്തിയാക്കുക,purgare
1068,waschen::V,കഴുകുക,lavare
1069,abwischen::V,തുടയ്ക്കുക,abstergere
1070,spülen::V,കഴുകുക,perluere
1071,fegen::V,അടിച്ചുവാരുക,verrere
1072,kehren::V,അടിച്ചുവാരുക,purgare
1073,baden::V,നീന്തിത്തുടിക്കുക,lavari
1074,sich waschen::V,കഴുകുക,lavari
1075,ausziehen::V,ഇഴുക്കുക,exuere
1076,anziehen::V,ഉടുക്കുക,induere
1077,sich anziehen::V,ധരിച്ച നേടുകയുക,vestiri
1078,kämmen::V,മുടിചീകുക,pectere
1079,schmücken::V,അലങ്കരിക്കുക,ornare
1080,schmücken::V,അലങ്കരിക്കുക,decorare
1081,sagen::V,പറയുക,dicere
1082,sprechen::V,സംസാരിക്കുക,fari
1083,reden::V,സംസാരിക്കുക,loqui
1084,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,colloqui
1085,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,disputare
1086,fragen::V,ചോദിക്കുക,rogare
1087,fragen::V,ചോദിക്കുക,quaerere
1088,bitten::V,അപേക്ഷിക്കുക,orare
1089,bitten::V,അപേക്ഷിക്കുക,rogare
1090,erzählen::V,പറയുക,narrare
1091,mitteilen::V,അറിയിക്കുക,communicare
1092,nennen::V,പേരിടുക,appellare
1093,rufen::V,വിളിക്കുക,vocare
1094,prahlen::V,പൊങ്ങച്ചം പറയുക,gloriari
1095,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,vertere
1096,denken::V,ചിന്തിക്കുക,cogitare
1097,glauben::V,വിശ്വസിക്കുക,credere
1098,bemerken::V,ശ്രദ്ധിക്കുക,animadvertere
1099,erkennen::V,തിരിചറിയുക,cognoscere
1100,begreifen::V,കൈപ്പിടിയിലാക്കുക,comprehendere
1101,verstehen::V,മനസ്സിലാക്കുക,intellegere
1102,lernen::V,പഠിക്കുക,discere
1103,wissen::V,അറിയുക,scire
1104,sich erinnern an::V,ഓർമിക്കുക,meminisse
1105,vergessen::V,മറക്കുക,oblivisci
1106,messen::V,അളക്കുക,metiri
1107,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,numerare
1108,rechnen::V,ഗണിക്കുക,reri
1109,rechnen::V,ഗണിക്കുക,calculare
1110,lesen::V,വായിക്കുക,legere
1111,malen::V,ചിത്രം വരയ്ക്കുക,pingere
1112,zeichnen::V,വരയ്ക്കുക,scribere
1113,schreiben::V,എഴുതുക,scribere
1114,besitzen::V,സ്വന്തമാക്കുക,possidere
1115,kaufen::V,വാങ്ങുക,emere
1116,verkaufen::V,വിൽക്കുക,vendere
1117,bezahlen::V,പരിഹാരം ചെയ്യുക,pendere
1118,zahlen::V,പണം അടയ്ക്കുക,solvere
1119,beherrschen::V,ഭരിക്കുക,regere
1120,beherrschen::V,ഭരിക്കുക,imperare
1121,ertragen::V,താങ്ങുക,tolerare
1122,ertragen::V,താങ്ങുക,sustinere
