,Concept_ID,mn,kv
783,dritter::A,гуравдугаар,куимӧдз
784,letzter::A,сүүлийн,бӧрья
785,letzter::A,сүүлийн,мёдбӧрья
786,allein::ADV,ганцаараа,
787,auf einmal::ADV,нэгмөсөн,тшӧтш
788,zusammen::ADV,цуг,ӧтлаын
789,zusammen::ADV,хамт,ӧтлаын
790,lange::ADV,удаан,дыр
791,plötzlich::ADV,гэнэт,друг
792,sofort::ADV,дороо,тшӧтш
793,später::ADV,дараа,медбӧрын
794,jetzt::ADV,өнөө,ӧні
795,heute::ADV,өнөө,талун
796,heute::ADV,өнөөдөр,талун
797,morgen::ADV,маргааш,ашын
798,morgen::ADV,маргаадар,ашын
799,bald::ADV,түргэн,чожа
800,bald::ADV,удахгүй,чожа
801,dann::ADV,хожим,сыбӧрын
802,dann::ADV,тэгээд,сыбӧрын
803,gestern::ADV,өчигдөр,тӧн
804,einst::ADV,нэг,ӧтпыр
805,damals::ADV,тэгэхэд,сэк
806,damals::ADV,тэгэхэд,сэки
807,danach::ADV,тэгээд,сэсся
808,danach::ADV,дараа нь,сэсся
809,vorher::ADV,урьд,одзжык
810,zuerst::ADV,анх,наперво
811,zuerst::ADV,эхлээд,наперво
812,einmal::ADV,нэг удаа,ӧтпыр
813,manchmal::ADV,хааяа,мукӧдпыр
814,manchmal::ADV,заримдаа,мукӧдпыр
815,oft::ADV,олонтоо,-лы-
816,immer::ADV,байнга,быдпыр
817,immer::ADV,байнга,быдпырся
818,niemals::ADV,хэзээ ч,некӧр
819,niemals::ADV,хэдийд ч,некӧр
820,hier::ADV,энд,татӧн
821,hierhin::ADV,нааш,татчӧ
822,von hier::ADV,эндээс,тасянь
823,dort::ADV,тэнд,сэтӧн
824,dorthin::ADV,тийш,сэтчин
825,geradeaus::ADV,шулуун,веськыта
826,vorwärts::ADV,урагшаа,одзӧ
827,rückwärts::ADV,буцаан,бӧр
828,rückwärts::ADV,сөөргөө,бӧр
829,zurück::ADV,буцаж,бӧр
830,zurück::ADV,гэдрэг,бӧр
831,unten::ADV,дор,увтын
832,hinab::ADV,уруу,увтас
833,oben::ADV,дээр,вевдӧрас
834,hinauf::ADV,өөд,вывлань
835,hinauf::ADV,өөд,вывланьӧ
836,hinauf::ADV,дээш,вывлань
837,hinauf::ADV,дээш,вывланьӧ
838,überall::ADV,хааяагүй,быдлан
839,überall::ADV,энд тэндгүй,быдлан
840,nicht::ADV,эс,ог
841,nicht::ADV,-гүй,ог
842,ein wenig::ADV,жаахан,-ышт
843,ein wenig::ADV,жаахан,невна
844,kaum::ADV,арай,ӧдва
845,kaum::ADV,арай гэж,ӧдва
846,sehr::ADV,тун,вывтi
847,so::ADV,тэгж,сiдз
848,so::ADV,ингээд,сiдз
849,noch::ADV,дахин,эшӧ
850,noch::ADV,дахиад,эшӧ
851,nur::ADV,зөвхөн,только
852,nur::ADV,гагцхүү,только
853,schon::ADV,нэгэнт,ни
854,wieder::ADV,дахин,бӧра
855,wieder::ADV,дахиад,бӧра
856,vergebens::ADV,хий,весись
857,vor::PRP,өмнө,одзас
858,hinter::PRP,ард,бӧрӧ
859,unter::PRP,доор,увтын
860,durch::PRP,дундуур,пыр
861,neben::PRP,хажууд,бокам
862,neben::PRP,хажууд,боксиным
863,zwischen::PRP,завсар,коласас
864,zwischen::PRP,хооронд,коласас
865,wegen::PRP,төлөө,понда
866,wegen::PRP,дээрээс,понда
867,dies::PRN,энэ,эта
868,das::PRN,тэр,сiя
869,alles::PRN,цөм,быдӧс
870,alles::PRN,бүгд,быдӧс
871,ich::PRN,би,ме
872,du::PRN,чи,тэ
873,er::PRN,тэр,сiя
874,er::PRN,тэр хүн,сiя
875,wir::PRN,бид,мийӧ
876,ihr::PRN,та нар,ті
877,sie::PRN,тэд,нія
878,was::FPRN,юу,мый
879,wer::FPRN,хэн,кин
880,wo::FADV,хаа,кытӧн
881,wo::FADV,хаана,кытӧн
882,wohin::FADV,хааш,кытчӧ
883,wohin::FADV,хаана,кытчӧ
884,wie::FADV,яаж,дзик
885,wie::FADV,хэрхэн,дзик
886,warum::FADV,юунд,мыля
887,warum::FADV,юунд,мыйсянь
888,warum::FADV,яагаад,мыля
889,warum::FADV,яагаад,мыйсянь
890,wieviel::FNUM,хэдий,мымда
891,wieviel::FNUM,хэд,мымда
892,eins::NUM,нэг,ӧт
893,zwei::NUM,хоёр,кык
894,drei::NUM,гурав,куим
895,vier::NUM,дөрөв,нёль
896,fünf::NUM,тав,вит
897,sechs::NUM,зургаа,квать
898,sieben::NUM,долоо,сизим
899,acht::NUM,найм,кыкьямыс
900,neun::NUM,ес,ӧкмыс
901,zehn::NUM,арав,дас
902,elf::NUM,арван нэг,дасотік
903,zwölf::NUM,арван хоёр,даскык
904,zwanzig::NUM,хорь,кыкдас
905,dreißig::NUM,гуч,куимдас
906,vierzig::NUM,дөч,нёльдас
907,fünfzig::NUM,тавь,витдас
908,sechzig::NUM,жар,кватьдас
909,siebzig::NUM,дал,сизимдас
910,achtzig::NUM,ная,кыкьямысдас
911,neunzig::NUM,ер,ӧкмысдас
912,hundert::NUM,зуу,сто
913,tausend::NUM,мянга,тысяча
914,und::CNJ,ч,и
915,und::CNJ,ч,да
916,und::CNJ,болон,и
917,und::CNJ,болон,да
918,oder::CNJ,буюу,или
919,stehen::V,зогсох,сулавны
920,sitzen::V,суух,пукавны
921,liegen::V,хэвтэх,куйлыны
922,hängen::V,өлгөөтэй байх,ӧшавны
923,hängen::V,дүүжлээтэй байх,ӧшавны
924,werden::V,болох,лоны
925,passieren::V,тохиох,аркмыны
926,beginnen::V,эхлэх,петны
927,enden::V,дүүрэх,-сь
928,enden::V,дүүрэх,бырны
929,wechseln::V,хувирах,вежсьыны
930,aufgehen[Sonne]::V,мандах,петавны
931,untergehen[Sonne]::V,жаргах,пуксьыны
932,scheinen[Sonne]::V,гэрэлтэх,югьявны
933,donnern::V,дуугарах,гымавны
934,wehen::V,салхилах,пӧлявны
935,wehen::V,хөөрөгдөх,пӧлявны
936,strömen::V,гүйх,киссьыны
937,strömen::V,урсах,киссьыны
938,fließen::V,урсах,визывтны
939,sich drehen::V,эргэлдэх,бергавны
940,schwanken::V,хэлбэлзэх,кӧвьясьны
941,schwingen::V,ганхах,дюттясьны
942,schwingen::V,хэлбэлзэх,дюттясьны
943,fallen::V,унах,усьны
944,brennen::V,шатах,сотчыны
945,rauchen::V,баагих,тшынасьны
946,regnen::V,бороо орно,зэрны
947,gefrieren::V,хөлдөх,гегдыны
948,tauen::V,хайлах,сывны
949,schmelzen::V,уярах,сывны
950,trocknen::V,хатах,косьмыны
951,sieden::V,буцлах,пизьны
952,sieden::V,даргилах,пизьны
953,faulen::V,үжрэх,нёльзьыны
954,faulen::V,өмхийрөх,нёльзьыны
955,verfaulen::V,бээх,тӧрмыны
956,verfaulen::V,бээх,сiсьмыны
957,verfaulen::V,өгрөх,тӧрмыны
958,verfaulen::V,өгрөх,сiсьмыны
959,reißen::V,цуурах,косясьны
960,versinken::V,живэх,вӧйны
961,vergehen::V,нөгчих,мунны
962,vergehen::V,өнгөрөх,мунны
963,erscheinen::V,гарах,мыччисьны
964,erscheinen::V,бултайх,мыччисьны
965,verschwinden::V,далд орох,ӧшны
966,verschwinden::V,алга болох,ӧшны
967,sinken::V,татрах,ямны
968,sinken::V,доошлох,ямны
969,abnehmen::V,багасах,ямны
970,abnehmen::V,хорогдох,ямны
971,zunehmen::V,ихсэх,паськавны
972,steigen::V,нэмэгдэх,лэбтiсьны
973,wachsen::V,өсөх,быдмыны
974,wachsen::V,ургах,быдмыны
975,glänzen::V,гилгэнэх,свиттявны
976,glänzen::V,гилбэгнэх,свиттявны
977,funkeln::V,гялжах,югйовтлыны
978,funkeln::V,гялжах,югйӧв-керны
979,funkeln::V,гялалзах,югйовтлыны
980,funkeln::V,гялалзах,югйӧв-керны
981,lärmen::V,шуугих,чавзыны
982,läuten::V,цохих,диньгыны
983,klingeln::V,хонхдох,силькӧтны
984,klingeln::V,дуугарах,силькӧтны
985,klirren::V,хангир жингэр хийх,жольӧтны
986,brausen::V,бургилах,гуасьны
987,rauschen::V,сэржигнэх,кышӧтны
988,klingen::V,хангинах,горавны
989,bellen::V,хуцах,увтны
990,bellen::V,хуцах,вувтны
991,heulen::V,улих,уннявны
992,blasen::V,үлзэх,пӧлявны
993,pfeifen::V,исгэрэх,пиксыны
994,schreien::V,хашгирах,айзыны
995,stöhnen::V,ёолох,ойзыны
996,stöhnen::V,ёолох,ружтыны
997,stöhnen::V,гэнгэнэх,ойзыны
998,stöhnen::V,гэнгэнэх,ружтыны
999,zittern::V,дагжих,легьявны
1000,leben::V,амьдрах,овны
1001,geboren werden::V,төрөх,шогмыны
1002,atmen::V,амьсгалах,лолавны
1003,trinken::V,уух,юны
1004,essen::V,идэх,сёйны
1005,schlucken::V,залгих,ньылавны
1006,müde werden::V,ядрах,мыдзны
1007,einschlafen::V,унтчих,ланьтны
1008,schlafen::V,унтах,узьны
1009,aufwachen::V,сэрэх,саймыны
1010,aufwachen::V,сэрэх,пальмыны
1011,aufstehen::V,босох,сувтны
1012,sich erholen::V,амрах,шоччисьлыны
1013,krank werden::V,өвдөж эхлэх,моржитны
1014,krank sein::V,өвдөх,шогавны
1015,krank sein::V,өвдөх,визьӧтны
1016,schmerzen::V,өвдөх,висьны
1017,schmerzen::V,шархирах,висьны
1018,husten::V,ханиах,кашляйтны
1019,genesen::V,засрах,бурдны
1020,sterben::V,үхэх,кувны
1021,sterben::V,нас барах,кувны
1022,umkommen::V,үхэх,вийсьыны
1023,sich bewegen::V,хөдлөх,локны
1024,sich bewegen::V,хөдлөх,ветлӧтны
1025,sich rühren::V,хөдлөх,вӧрзьӧтчыны
1026,sich erheben::V,босох,сувтны
1027,sich setzen::V,суух,пуксьыны
1028,hinfallen::V,ойчих,пӧрласьны
1029,laufen::V,явган явах,мунны
1030,schreiten::V,алхах,тальччавны
1031,spazierengehen::V,зугаалах,котрасьны
1032,eilen::V,хурдлах,тэрмасьны
1033,sich beeilen::V,яарах,тэрмасьны
1034,sich beeilen::V,шамдах,тэрмасьны
1035,sausen::V,давхих,вирдавны-котӧртны
1036,rennen::V,гүйх,
1037,springen::V,харайх,чеччавны
1038,springen::V,дэвхрэх,чеччавны
1039,klettern::V,авирах,кышасьны
1040,schaukeln::V,ганхалзах,чурликасьны
1041,kriechen::V,мөлхөх,кыскасьны-мунны
1042,schwimmen::V,сэлэх,вартчыны
1043,tauchen::V,шунгах,сунгисьны ваӧ
1044,rudern::V,сэлүүрдэх,сынны
1045,fahren::V,явах,мунны
1046,fliegen::V,нисэх,лэбавны
1047,gehen::V,явах,мунны
1048,weggehen::V,явах,мунны
1049,abfahren::V,одох,иньдӧтчыны
1050,abfahren::V,одох,мунны
1051,abfahren::V,хөдлөх,иньдӧтчыны
1052,abfahren::V,хөдлөх,мунны
1053,anhalten::V,зогсох,сувтны
1054,hineingehen::V,орох,пырны
1055,eintreten::V,орох,пырны
1056,kommen::V,ирэх,локны
1057,ankommen::V,хүрэх,локны
1058,zurückkommen::V,харих,бертны
1059,zurückkommen::V,харих,панӧвтсьыны
1060,zurückkommen::V,буцаж ирэх,бертны
1061,zurückkommen::V,буцаж ирэх,панӧвтсьыны
1062,bleiben::V,үлдэх,кольччыны
1063,warten::V,хүлээх,видзчисьны
1064,erwarten::V,хүлээх,видзчисьны
1065,suchen::V,эрэх,кошшыны
1066,suchen::V,бэдрэх,кошшыны
1067,finden::V,олох,адззыны
1068,versuchen::V,оролдох,пондыны
1069,versuchen::V,оролдох,пондӧтны
1070,vorbereiten::V,бэлтгэх,лӧсьӧтны
1071,lieben::V,янаглах,милуйтны
1072,mögen::V,таалах,радейтны
1073,lachen::V,инээх,серавны
1074,rühren::V,сэтгэл уяруулах,сьӧлӧм вӧрзьӧтны
1075,weinen::V,уйлах,горзыны
1076,schimpfen::V,хараах,видчыны
1077,sich ärgern::V,уурлах,лёкавны
1078,sich fürchten::V,айх,повны
1079,fürchten::V,айх,повны
1080,fliehen::V,зугтах,пышшыны
1081,fliehen::V,гүйж очих,пышшыны
1082,flüchten::V,оргох,пышшыны
1083,sehen::V,үзэх,адззыны
1084,anschauen::V,харах,видзӧтны
1085,ansehen::V,харах,видзӧтны
1086,hören::V,дуулах,кывны
1087,zuhören::V,чагнах,кывзыны
1088,probieren::V,амсаж үзэх,пешлыны
1089,riechen::V,үнэрлэх,дукавны
1090,fühlen::V,мэдрэх,кывны
1091,scheinen::V,шиг үзэгдэх,декуйтчыны
1092,zu sehen sein::V,үзэгдэх,тыдавны
1093,zu sehen sein::V,харагдах,тыдавны
1094,vernehmen::V,дуулах,тӧдмавны
1095,frieren::V,даарах,гегдыны
1096,tun::V,хийх,керны
1097,tun::V,үйлдэх,керны
1098,können::V,болох,вермыны
1099,wollen::V,хүсэх,мӧдны
1100,anfangen::V,эхлэх,петны
1101,beenden::V,дуусгах,ештӧтны
1102,beenden::V,дуусгах,керыштны
1103,aufhören::V,болих,дугдыны
1104,aufhören::V,зогсох,дугдыны
1105,gelingen::V,бүтэх,шогмыны
1106,geraten::V,илрэх,мыччисьны
1107,öffnen::V,нээх,осьтны
1108,öffnen::V,тайлах,осьтны
1109,schließen::V,хаах,пӧднавны
1110,stellen::V,тавих,сувтӧтны
1111,stellen::V,босгох,сувтӧтны
1112,setzen::V,суулгах,пуксьӧтны
1113,legen::V,хийх,пуктыны
1114,legen::V,тавих,пуктыны
1115,berühren::V,шүргэх,вӧрзьӧтны
1116,verbinden::V,залгах,йитны
1117,bedecken::V,бүрэх,вевттьыны
1118,aufhängen::V,өлгөх,ӧшӧтны
1119,aufhängen::V,дүүжлэх,ӧшӧтны
1120,anzünden::V,асаах,ӧзтыны
1121,anzünden::V,ноцоох,ӧзтыны
1122,aufheben::V,өргөх,лэбтыны
1123,zurücklassen::V,орхих,кольны
1124,zurücklassen::V,үлдээх,кольны
1125,verlieren::V,гээх,ӧштыны
1126,fallen lassen::V,унагах,уськӧтны
1127,machen::V,хийх,керны
1128,machen::V,гаргах,керны
1129,herstellen::V,бүтээх,вӧчны
1130,bauen::V,барих,строитны
1131,reparieren::V,засах,вочны
1132,reparieren::V,сэлбэх,вочны
1133,verbessern::V,засах,бурсьӧтны
1134,verbessern::V,сайжруулах,бурсьӧтны
1135,ändern::V,өөрчлөх,вежны
1136,graben::V,малтах,гарйыны
1137,beugen::V,бөгтийлгөх,кусіньтны
1138,biegen::V,матах,чукыльтыштны
1139,biegen::V,муруйлгах,чукыльтыштны
1140,drehen::V,эргүүлэх,бергӧтны
1141,wenden::V,эргүүлэх,бергӧтны
1142,umdrehen::V,хөрвүүлэх,бергӧтны
1143,heben::V,өргөх,лэбтыны
1144,hochheben::V,өргөх,лэбтыны
1145,ergreifen::V,атгах,кватитны
1146,halten::V,барих,видзны
1147,drücken::V,дарах,личкыны
1148,schieben::V,түлхэх,тойлавны
1149,kratzen::V,хусах,шаркӧтны
1150,kratzen::V,маажих,шаркӧтны
1151,lecken::V,долоох,нювны
1152,beißen::V,зуух,йирны
1153,beißen::V,хазах,йирны
1154,abreißen::V,таслах,орӧтны
1155,abschneiden::V,тайрах,шӧрыштны
1156,abschneiden::V,тайрах,вундыштны
1157,binden::V,боох,гӧрдззыны
1158,binden::V,хүлэх,гӧрдззыны
1159,stecken::V,шаах,мӧртны
1160,stecken::V,шигтгэх,мӧртны
1161,brechen::V,хугалах,жугдыны
1162,klopfen::V,цохих,зукӧтны
1163,klopfen::V,тогших,зукӧтны
1164,hauen::V,дэлдэх,желльыны
1165,kleben::V,наах,лякӧтны
1166,reiben::V,нухах,зыртны
1167,reiben::V,нидчих,зыртны
1168,streichen::V,нялах,мавтны
1169,streichen::V,түрхэх,мавтны
1170,schleifen::V,билүүдэх,кыскыны
1171,schleifen::V,гуранздах,кыскыны
1172,schneiden::V,огтлох,вундавны
1173,rütteln::V,холхнулах,шатлавны
1174,schütteln::V,сэгсрэх,зыбӧтны
1175,schwenken::V,дэвэх,ӧвтны
1176,schwenken::V,дэвэх,макайтны
1177,schwenken::V,даллах,ӧвтны
1178,schwenken::V,даллах,макайтны
1179,schütten::V,цутгах,кисьтны
1180,schütten::V,аягалах,кисьтны
1181,füllen::V,дүүргэх,тыртны
1182,füllen::V,дүүргэх,тырсьӧтны
1183,einwickeln::V,боох,тубны
1184,einwickeln::V,ороох,тубны
1185,tragen::V,авчрах,новйӧтны
1186,schleppen::V,чирэх,кыскыны
1187,ziehen::V,татах,кыскыны
1188,aufbewahren::V,хадгалах,видзны
1189,werfen::V,хаях,шентывлыны
1190,werfen::V,шидэх,шентывлыны
1191,fangen::V,барих,кутны
1192,packen::V,шүүрэх,кутасьны
1193,packen::V,шүүрэх,кватитны
1194,verstecken::V,нуух,дзебны
1195,teilen::V,хуваах,торйӧтны
1196,schicken::V,илгээх,иньдыны
1197,schicken::V,явуулах,иньдыны
1198,bringen::V,авчрах,вайны
1199,bringen::V,аваачих,вайны
1200,hinzufügen::V,нэмэх,содтыны
1201,bekommen::V,хүлээн авах,получитны
1202,erhalten::V,хүлээн авах,получитны
1203,nehmen::V,авах,босьтны
1204,wählen::V,сонгох,бӧрйыны
1205,auswählen::V,шилэх,бӧрйыны
1206,bewahren::V,гамнах,видзны
1207,behindern::V,саад хийх,падтыны
1208,behindern::V,тотгор болох,падтыны
1209,verderben::V,эвдэх,изводавны
1210,beschädigen::V,гэмтээх,паздыны
1211,zerbrechen::V,хагалах,паздыны
1212,zerbrechen::V,хага цохих,паздыны
1213,zerreißen::V,урах,косявны
1214,zerstören::V,эвдэх,паздыны
1215,zerstören::V,сүйтгэх,паздыны
1216,verbrennen::V,шатаах,сотны
1217,geben::V,өгөх,сетны
1218,reichen::V,өгөх,сетны
1219,reichen::V,дамжуулах,сетны
1220,schenken::V,бэлэглэх,козьнавны
1221,versprechen::V,амлах,кӧсйыны
1222,wünschen::V,ерөөх,бурсьыны
1223,loben::V,магтах,ошкыны
1224,loben::V,сайшаах,ошкыны
1225,küssen::V,озох,окавны
1226,küssen::V,үнсэх,окавны
1227,wiegen::V,бүүвэйлэх,тюттьӧтны
1228,zudecken::V,хучих,вевттьыны
1229,zudecken::V,бүтээх,вевттьыны
1230,wecken::V,сэрээх,саймӧтны
1231,zeigen::V,үзүүлэх,мыччавны
1232,führen::V,хөтлөх,нуӧтны
1233,lehren::V,заах,велӧтны
1234,unterrichten::V,сургах,велӧтны
1235,aufziehen::V,өсгөх,быдтыны
1236,aufziehen::V,хүмүүжүүлэх,быдтыны
1237,leiten::V,удирдах,юравны
1238,leiten::V,удирдах,веськӧтлыны
1239,antreiben::V,шамдуулах,тэрмӧтны
1240,lassen::V,-уулах,-ӧтыны
1241,einladen::V,залах,корны
1242,vereinigen::V,нэгтгэх,ӧтувтны
1243,vereinigen::V,нэгтгэх,ӧтлаавны
1244,vereinigen::V,хамтруулах,ӧтувтны
1245,vereinigen::V,хамтруулах,ӧтлаавны
1246,besuchen::V,зочлох,пыравлыны
1247,treffen::V,учрах,пантавны
1248,treffen::V,дайралдах,пантавны
1249,sich versammeln::V,хуралдах,ӧксьыны
1250,spielen::V,наадах,орсны
1251,singen::V,дуулах,сьывны
1252,tanzen::V,бүжиглэх,йӧктыны
1253,sich trennen::V,салах,торьясьны
1254,verlassen::V,хаях,кольны
1255,retten::V,гэтэлгэх,мынтны
1256,bewachen::V,сахих,смекайтны
1257,schützen::V,хамгаалах,дорйыны
1258,verteidigen::V,хамгаалах,дорйыны
1259,sich schlagen::V,зодолдох,тышкасьны
1260,schießen::V,харвах,лыйны
1261,schießen::V,буу буудах,лыйны
1262,siegen::V,ялах,вермыны
1263,ärgern::V,уурлуулах,лӧгӧтны
1264,ärgern::V,уур хүргэх,лӧгӧтны
1265,schlagen::V,цохих,базнитны
1266,treten::V,өшиглөх,чужьявны
1267,stechen::V,хатгах,бытшкыны
1268,stoßen::V,ёврох,тапкыны
1269,stoßen::V,ёврох,тойыштны
1270,stoßen::V,нудрах,тапкыны
1271,stoßen::V,нудрах,тойыштны
1272,stehlen::V,хулгайлах,гусявны
1273,stören::V,саад болох,костіавны
1274,belästigen::V,зовоох,назыляйтны
1275,belästigen::V,амраахгүй байх,назыляйтны
1276,verbergen::V,нуух,дзебны
1277,verbergen::V,далдлах,дзебны
1278,täuschen::V,мэхлэх,бӧбӧтны
1279,täuschen::V,мэхлэх,пӧрьявны
1280,betrügen::V,хуурах,муклачитны
1281,töten::V,алах,вийны
1282,wohnen::V,суух,овны
1283,wohnen::V,амьдрах,овны
1284,arbeiten::V,ажиллах,уджавны
1285,arbeiten::V,хөдөлмөрлөх,уджавны
1286,sammeln::V,түүх,ӧктыны
1287,sammeln::V,хураах,ӧктыны
1288,pflücken::V,түүх,судзлавны
1289,jagen::V,агнах,вӧравны
1290,jagen::V,гөрөөлөх,вӧравны
1291,fischen::V,загасчлах,чериавны
1292,fischen::V,загас барих,чериавны
1293,fassen::V,барих,кутны
1294,hüten::V,маллах,вердны
1295,hüten::V,маллах,йирсьӧтны
1296,hüten::V,хариулах,вердны
1297,hüten::V,хариулах,йирсьӧтны
1298,treiben::V,туух,вашӧтны
1299,anbinden::V,уях,кӧртавны
1300,füttern::V,тэжээх,вердны
1301,melken::V,саах,высьтыны
1302,melken::V,саах,чилькӧтны
1303,hacken::V,цавчих,керавны
1304,gießen::V,услах,киськавны
1305,reifen::V,боловсрох,кисьмыны
1306,zubereiten::V,бэлдэх,лӧсьӧтны
1307,kochen::V,чанах,пуны
1308,backen::V,жигнэх,пӧжавны
1309,braten::V,шарах,жаритны
1310,braten::V,хайрах,жаритны
1311,umrühren::V,хутгах,соравны
1312,stricken::V,нэхэх,домавны
1313,stricken::V,сүлжих,домавны
1314,nähen::V,оёх,вурны
1315,färben::V,будах,краситны
1316,reinigen::V,арилгах,весӧтны
1317,reinigen::V,цэвэрлэх,весӧтны
1318,waschen::V,угаах,пеславны
1319,abwischen::V,арчих,чышкыны
1320,spülen::V,зайлах,гывьявны
1321,fegen::V,хамах,чышкыны
1322,fegen::V,шүүрдэх,чышкыны
1323,kehren::V,шүүрдэх,чышкыны
1324,kehren::V,туужуудах,чышкыны
1325,baden::V,усанд орох,купайтчыны 
1326,sich waschen::V,биеэ угаах,миссьыны
1327,ausziehen::V,тайлах,гыжтӧтны
1328,ausziehen::V,тайлах,пӧрччавны
1329,anziehen::V,өмсөх,пасьтавны
1330,sich anziehen::V,хувцаслах,пасьтасьны
1331,kämmen::V,самнах,сынавны
1332,schmücken::V,гоёх,баситны
1333,schmücken::V,чимэх,баситны
1334,sagen::V,гэх,висьтавны
1335,sagen::V,хэлэх,висьтавны
1336,sprechen::V,ярих,шуны
1337,sprechen::V,өгүүлэх,шуны
1338,reden::V,хэлэх,баитны
1339,reden::V,хөөрөлдөх,баитны
1340,sich unterhalten::V,ярилцах,сёрнитны
1341,fragen::V,асуух,юавны
1342,bitten::V,гуйх,корны
1343,erzählen::V,өгүүлэх,висьтавны
1344,mitteilen::V,дуулгах,висьтавны
1345,mitteilen::V,мэдээлэх,висьтавны
1346,nennen::V,нэрлэх,нимтны
1347,rufen::V,дуудах,китсавны
1348,rufen::V,дуудах,корны
1349,rufen::V,дуудах,чукӧстны
1350,prahlen::V,бардах,ошшасьны
1351,prahlen::V,сайрхах,ошшасьны
1352,übersetzen::V,орчуулах,вуджӧтны
1353,denken::V,санах,чайтны
1354,glauben::V,итгэх,веритны
1355,bemerken::V,ажих,казявны
1356,bemerken::V,ажиглах,казявны
1357,erkennen::V,таних,тӧдсавны
1358,begreifen::V,ойлгох,вежӧртны
1359,verstehen::V,мэдэж авах,кывны
1360,lernen::V,сурах,велӧтчыны
1361,wissen::V,мэдэх,тӧдны
1362,sich erinnern an::V,дурсах,касьтывны
1363,vergessen::V,мартах,вунӧтны
1364,messen::V,хэмжих,меряйтны
1365,zählen::V,тоолох,лыддьыны
1366,rechnen::V,тооцоох,лыддьыны
1367,lesen::V,унших,лыддьӧтны
1368,malen::V,зурах,
1369,zeichnen::V,дүрслэн бичих,гижмавны
1370,schreiben::V,бичих,гижны
1371,besitzen::V,эзэмших,лоны
1372,kaufen::V,худалдан авах,небны
1373,verkaufen::V,худалдах,вузавны
1374,bezahlen::V,төлөх,вештыны
1375,zahlen::V,төлөх,вештыны
1376,beherrschen::V,эзэмших,
1377,ertragen::V,тэсэх,терпитны
