,Concept_ID,br,ady
689,hinter::PRP,a-drek,кӏы́б
690,hinter::PRP,a-dreñv,кӏы́б
691,unter::PRP,dindan,чӏэ-
692,durch::PRP,dre,пхыры-
693,neben::PRP,e-kichen,дэжь
694,zwischen::PRP,etre,азыфа́гу
695,wegen::PRP,abalamour da,къы-
696,dies::PRN,hemañ,ар
697,das::PRN,se,а
698,das::PRN,se,мо
699,das::PRN,hennezh,а
700,das::PRN,hennezh,мо
701,alles::PRN,pep tra,зэкӏэ́
702,ich::PRN,me,сэ
703,du::PRN,te,о
704,er::PRN,eñ,ар
705,wir::PRN,ni,тэ
706,ihr::PRN,c'hwi,шъо
707,sie::PRN,int,ахэр
708,was::FPRN,petra,сыд
709,wer::FPRN,piv,хэт
710,wo::FADV,pelec'h,тыдэ́
711,wohin::FADV,da belec'h,тыдэ́
712,wie::FADV,penaos,сыдэущтэ́у
713,warum::FADV,perak,сыд пае́
714,wieviel::FNUM,pet,тхьапш
715,wieviel::FNUM,pet,сыд фэди́з
716,eins::NUM,unan,зы
717,zwei::NUM,daou,тӏу
718,drei::NUM,tri,щы
719,vier::NUM,pevar,плӏы
720,fünf::NUM,pemp,тфы
721,sechs::NUM,c'hwec'h,хы
722,sieben::NUM,seizh,блы
723,acht::NUM,eizh,и
724,neun::NUM,nav,бгъу
725,zehn::NUM,dek,пшӏы
726,elf::NUM,unnek,пшӏыкӏузы́
727,zwölf::NUM,daouzek,пшӏыкӏутӏу
728,zwanzig::NUM,ugent,тӏокӏы́
729,dreißig::NUM,tregont,щэкӏы
730,vierzig::NUM,daou-ugent,тӏокӏи́тӏу
731,fünfzig::NUM,hanter-kant,шъэны́ыкъу
732,sechzig::NUM,tri-ugent,тӏокӏи́щ
733,siebzig::NUM,dek ha tri-ugent,тӏокӏищырэ́ пшӏырэ́
734,achtzig::NUM,pevar-ugent,тӏокӏи́пӏ
735,neunzig::NUM,dek ha pevar-ugent,тӏокӏиилӏырэ́ пшӏырэ́
736,hundert::NUM,kant,шъэ
737,tausend::NUM,mil,мин
738,und::CNJ,ha,ыкӏи
739,oder::CNJ,pe,е
740,stehen::V,bezañ a-sav,ущытын
741,stehen::V,bezañ a-sav,умыхъыен
742,sitzen::V,azezañ,уисын
743,sitzen::V,azezañ,утесын
744,sitzen::V,bezañ en e goazez,уисын
745,sitzen::V,bezañ en e goazez,утесын
746,liegen::V,bezañ en e c'hourvez,телъы́н
747,hängen::V,krougañ,къыщылэлын
748,hängen::V,krougañ,къыщылэлын щыгъын быхъур
749,werden::V,dazonet,хъун
750,passieren::V,c'hoarvezout,къэхъун
751,beginnen::V,stagañ,къежьэн
752,beginnen::V,stagañ,къыублэн
753,enden::V,achuiñ,ухы́н
754,wechseln::V,cheñch,зэхъожьы́н
755,aufgehen[Sonne]::V,dirouzañ,къыкъокӏы́н
756,scheinen[Sonne]::V,lugernañ,къепсыи
757,donnern::V,taranal,гъогъон
758,wehen::V,c'hwezhañ,епщэ́н
759,strömen::V,deredek,чъэн
760,fließen::V,redek,чъэн
761,sich drehen::V,troiñ,зыгъэчэрэгъу́н
762,schwanken::V,trantellat,хъые́н
763,schwingen::V,froumal,зыгъэхъые́н
764,fallen::V,kouezhañ,къефэхы́н
765,brennen::V,deviñ,стын
766,rauchen::V,divogedañ,ӏугъо къикӏын
767,regnen::V,glavañ,къещхы́н
768,gefrieren::V,reviñ,дыкъын
769,tauen::V,diskornañ,жъун
770,schmelzen::V,teuziñ,ткӏун
771,trocknen::V,sec'hañ,гъушъы́н
772,trocknen::V,sec'hañ,чъэпхъу́н
773,sieden::V,berviñ,жъон
774,faulen::V,breinañ,шъун
775,verfaulen::V,breinañ,шъун
776,reißen::V,darnaouiñ,зэӏэтхъы́н
777,versinken::V,sodellañ,чӏихьан
778,vergehen::V,tremen,блэкӏы́н
779,erscheinen::V,donet war-wel,къэлъэгъон
780,verschwinden::V,monet diwar wel,кӏодыжьы́н
781,sinken::V,en em izelat,
782,abnehmen::V,nebeutaat,къыкӏичын
783,zunehmen::V,kreskiñ,хэхъо́н
784,steigen::V,sevel,къежьэн
785,wachsen::V,kreskiñ,хэхъо́н
786,wachsen::V,kreskiñ,къэкӏы́н
787,glänzen::V,lugernañ,цӏыу́н
788,funkeln::V,elieniñ,жъыу́н
789,lärmen::V,rabotat,бырсыры́н
790,klirren::V,diridignat,
791,klirren::V,sterlinkañ,
792,brausen::V,gwegal,шъуин
793,rauschen::V,trouzal,макъэ гъэӏун
794,klingen::V,seniñ,къыхэӏукӏын
795,bellen::V,harzhal,хьакъу́н
796,heulen::V,yudal,быун
797,blasen::V,c'hwezhañ,епщэ́н
798,pfeifen::V,c'hwitellat,шъуин
799,schreien::V,huchal,куо́н
800,schreien::V,huchal,кӏыи́н
801,stöhnen::V,hirvoudiñ,щэӏун
802,zittern::V,krenañ,кӏэзэзын
803,leben::V,bevañ,псэу́н
804,geboren werden::V,genel,къэхъун
805,atmen::V,tennañ e anal,жьы къэщэ́н
806,trinken::V,evañ,ешъо́н
807,essen::V,debriñ,шхын
808,schlucken::V,lonkañ,бдырыин
809,müde werden::V,skuizhañ,пшъын
810,einschlafen::V,menel kousket,хэчъыен
811,schlafen::V,kousket,чъые́н
812,aufwachen::V,dihuniñ,къэущы́н
813,aufstehen::V,sevel,уцу́н
814,sich erholen::V,diskuizhañ,зыгъэпсэфын
815,krank werden::V,klañviñ,сымаджэ́ хъун
816,krank sein::V,bezañ klañv,сымэджэ́н
817,schmerzen::V,skourjezañ,сымэджэ́н
818,husten::V,pasaat,пскэ́н
819,husten::V,peudal,пскэ́н
820,genesen::V,pareañ,хъужьын
821,sterben::V,mervel,лӏэн
822,umkommen::V,perisañ,хэкӏодэн
823,sich bewegen::V,bouljal,хъые́н
824,sich rühren::V,fiñval,хъые́н
825,sich erheben::V,sevel,къэтэджын
826,sich setzen::V,azezañ,тӏысы́н
827,sich setzen::V,mont en e goazez,тӏысы́н
828,hinfallen::V,kouezhañ,ебэджы́н
829,laufen::V,redek,кӏон
830,schreiten::V,kerzhet,кӏон
831,spazierengehen::V,pourmen,къэкӏухьэн
832,eilen::V,hastañ,гузэжъон
833,sich beeilen::V,hastañ,гуӏэ́н
834,sausen::V,karzhañ,псынкӏэ́у чъэн
835,rennen::V,redek,чъэн
836,springen::V,lammat,пкӏэн
837,klettern::V,krimpat,дэцохъоен
838,schaukeln::V,brañsellat,уешӏэн
839,kriechen::V,skrampañ,цохъо́н
840,schwimmen::V,neuial,есы́н
841,tauchen::V,splujañ,зычӏэгъэо́н
842,rudern::V,roeñvat,къошъо бэщкӏэ фын
843,fahren::V,kas,кӏон
844,fahren::V,bleniañ,кӏон
845,fliegen::V,nijal,быбы́н
846,gehen::V,mont,кӏон
847,weggehen::V,mont kuit,ӏукӏын
848,abfahren::V,mont kuit,ежьэн
849,anhalten::V,chom a-sav,къэуцу́н
850,hineingehen::V,monet e-barzh,ихьан
851,eintreten::V,monet e-barzh,чӏэхьан
852,kommen::V,dont,къэкӏо́н
853,ankommen::V,erruout,къэсы́н
854,zurückkommen::V,addonet,гъэзэжьын
855,bleiben::V,chom,къэнэ́н
856,warten::V,gortoz,пэплъэ́н
857,erwarten::V,gortoz,ежэн
858,suchen::V,klask,лъыхъу́н
859,finden::V,kavout,къэгъоты́н
860,finden::V,kavout,къыхэгъэщы́н
861,versuchen::V,klask,пылъы́н
862,vorbereiten::V,aozañ,гъэхьазыры́н
863,lieben::V,karout,шӏу плъэгъу́н
864,mögen::V,karout,шӏу плъэгъу́н
865,lachen::V,c'hoarzin,щхын
866,rühren::V,tenerañ,гур гъэузын
867,weinen::V,gouelañ,гъын
868,schimpfen::V,krozal,хъонэн
869,sich ärgern::V,fachañ,губжы́н
870,sich ärgern::V,en em fachañ,губжы́н
871,fliehen::V,tec'het,
872,flüchten::V,tuzañ,
873,sehen::V,gwelet,льэгъу́н
874,anschauen::V,sellout ouzh,плъэн
875,anschauen::V,sellout ouzh,еплъы́н
876,ansehen::V,sellout ouzh,плъэн
877,hören::V,klevet,зэхэхын
878,zuhören::V,selaou,дэӏо́н
879,probieren::V,blasa,хэӏэн
880,riechen::V,klevet,пэмэ́н
881,fühlen::V,santout,зэхэпшӏэн
882,scheinen::V,diskouez bezañ,уащыхъу́н
883,scheinen::V,diskouez bezañ,уашӏошӏы́н
884,zu sehen sein::V,bezañ gwelus,зэрэлъэгъу́н
885,vernehmen::V,merzhañ,зэхэхын
886,frieren::V,anoued,дыкъын
887,frieren::V,anoued,пӏыкӏэн
888,frieren::V,anoued,чъыӏэ́ лӏэн
889,tun::V,ober,шӏын
890,können::V,gouzout,лъэкӏы́н
891,wollen::V,fellout da,фэе́н
892,wollen::V,kaout c'hoant da,фэе́н
893,anfangen::V,kregiñ,ублэн
894,beenden::V,achuiñ,ухы́н
895,aufhören::V,paouez,щыгъэтын
896,öffnen::V,digeriñ,ӏухы́н
897,schließen::V,serriñ,игъэсэн
898,stellen::V,lakaat,бгъэуцун
899,setzen::V,lakaat,гъэтӏысы́н
900,legen::V,lakaat,хэлъхьа́н
901,berühren::V,touch,эӏэн
902,berühren::V,touch,нэсын
903,verbinden::V,eren,зэхэпхэ́н
904,verbinden::V,eren,пхын
905,bedecken::V,goloiñ,техъо́н
906,aufhängen::V,istribilhañ,пылъэ́н
907,anzünden::V,alumiñ,хэгъэнэ́н
908,anzünden::V,c'hwezzañ,хэгъэнэ́н
909,aufheben::V,dastum,
910,zurücklassen::V,lezel,къэгъэнэ́н
911,verlieren::V,koll,чӏэ́нэн
912,verlieren::V,koll,шӏокӏоды́н
913,fallen lassen::V,laoskel,чӏэунэн
914,fallen lassen::V,laoskel,пӏэпызын
915,fallen lassen::V,lezel da gouezhel,чӏэунэн
916,fallen lassen::V,lezel da gouezhel,пӏэпызын
917,machen::V,ober,шӏын
918,herstellen::V,fardañ,шӏы́н
919,bauen::V,sevel,шӏы́н
920,reparieren::V,adaozañ,дыжьы́н
921,verbessern::V,gwellaat,нахьышӏу пшӏын
922,verbessern::V,gwellaat,нахь дэгъу пшӏын
923,ändern::V,cheñch,зэблэхъу́н
924,graben::V,kleuzañ,тӏын
925,beugen::V,plegañ,
926,biegen::V,krommañ,уфэн
927,drehen::V,treiñ,гъэчэрегъу́
928,wenden::V,treiñ,пӏонтӏэн
929,wenden::V,treiñ,бгъэзэн
930,wenden::V,treiñ,уӏубын
931,umdrehen::V,treiñ,
932,heben::V,sevel,ӏэты́н
933,hochheben::V,sevel,ӏэты́н
934,ergreifen::V,kemer,къэубыты́н
935,halten::V,dalc'hen,ӏыгъы́н
936,drücken::V,bountañ,тэӏункӏэн
937,schieben::V,poulzañ,уеӏункӏын
938,schieben::V,poulzañ,уетӏыргун
939,kratzen::V,skrabat,цӏэнтхъун
940,lecken::V,lipat,бзэи́н
941,beißen::V,kregiñ,ецэкъэ́н
942,abreißen::V,diframmañ,къичын
943,abreißen::V,diframmañ,пытхъын
944,abschneiden::V,troc'hañ,пыупкӏын
945,abschneiden::V,troc'hañ,гобзыкӏын
946,binden::V,stagañ,епхын
947,stecken::V,sankañ,хэсэн
948,brechen::V,darnaouiñ,зэпыпкӏын
949,klopfen::V,skoiñ,теон
950,hauen::V,dornañ,теон
951,kleben::V,pegañ,щхэн
952,reiben::V,taravat,пӏотын
953,reiben::V,trekiñ,пӏотын
954,streichen::V,toazañ,щыфэн
955,schleifen::V,lemmañ,гъэчаны́н
956,schleifen::V,lemmañ,кӏэлыкӏы́н
957,schneiden::V,troc'hañ,бзын
958,rütteln::V,tordorosañ,гъэсысын
959,schütteln::V,hejañ,гъэсысын
960,schütten::V,diskargañ,икӏэ́н
961,füllen::V,kargañ,из шӏын
962,einwickeln::V,gronnañ,кӏоцӏыщыхьа́н
963,tragen::V,dougen,хьын
964,schleppen::V,stlejal,пхьын
965,schleppen::V,stlejal,плъэшъун
966,ziehen::V,sachañ,пкъудыин
967,ziehen::V,sachañ,пщэн
968,ziehen::V,sachañ,плъэшъун
969,aufbewahren::V,miret,пӏыгъын
970,aufbewahren::V,miret,уухъумэн
971,werfen::V,teuler,дзын
972,fangen::V,tapañ,къэубыты́н
973,packen::V,krapat,къэубыты́н
974,verstecken::V,kuzhat,бгъэбылъын
975,teilen::V,rannañ,гощы́н
976,schicken::V,kas,гъахьы́н
977,bringen::V,degas,къэхьы́н
978,hinzufügen::V,lakat ouzhpenn,хэгъэхъо́н
979,bekommen::V,kaout,
980,erhalten::V,kaout,
981,nehmen::V,kemer,къытехы́н
982,wählen::V,choaz,къыхэхы́н
983,auswählen::V,dibab,къыхэхы́н
984,bewahren::V,mirout,къэухъумэн
985,behindern::V,diaezañ,пэрыохъу хъун
986,verderben::V,lovrañ,къутэн
987,beschädigen::V,gwallegañ,къутэн
988,zerbrechen::V,torriñ,къутэн
989,zerreißen::V,diroegiñ,зэӏэтхъы́н
990,zerstören::V,distrujañ,къутэ́н
991,verbrennen::V,deviñ,гъэсты́н
992,geben::V,reiñ,еты́н
993,schenken::V,donezonañ,еты́н
994,versprechen::V,prometiñ,гъэгугъэ́н
995,wünschen::V,hetiñ,шӏоигъо́н
996,loben::V,feurmiñ,щытхъун
997,küssen::V,pokat,ебэу́н
998,wiegen::V,pouezañ,гъэхъыен
999,zudecken::V,goloiñ,техъо́н
1000,wecken::V,dihuniñ,къэгъэущы́н
1001,zeigen::V,diskouez,гъэлъэгъо́н
1002,führen::V,kas,щэн
1003,lehren::V,deskiñ,егъэджэ́н
1004,lehren::V,deskiñ,егъэшӏэн
1005,unterrichten::V,kelenn,егъэджэ́н
1006,leiten::V,bleinañ,гъэзекӏон
1007,antreiben::V,poulzañ,къепфылӏэн
1008,lassen::V,leuskel,еты́н
1009,einladen::V,pediñ,къегъэблэгъэн
1010,vereinigen::V,unisañ,зэгогъэхьан
1011,besuchen::V,gweladenniñ,щыӏэ́н
1012,treffen::V,kejal,ӏукӏэ́н
1013,treffen::V,kejal,пэгъокӏы́н
1014,treffen::V,ankontrañ,ӏукӏэ́н
1015,treffen::V,ankontrañ,пэгъокӏы́н
1016,sich versammeln::V,bodennañ,зэхэхьан
1017,spielen::V,c'hoari,джэгу́н
1018,singen::V,kanañ,орэ́д къэӏо́н
1019,tanzen::V,dañsal,къэшъо́н
1020,sich trennen::V,dispartiañ,зэгокӏыжьы́ных
1021,verlassen::V,lezel,бгынэн
1022,verlassen::V,lezel,хэкӏыжьын
1023,retten::V,saveteiñ,къыхэпхыжьын
1024,retten::V,saveteiñ,къэбгъэнэжьын
1025,bewachen::V,mesa,къэгъэгъунэн
1026,schützen::V,diwall,ухъумэ́н
1027,verteidigen::V,difenn,къэухъумэн
1028,sich schlagen::V,lopañ,эзэон
1029,siegen::V,trec'hiñ,текӏо́н
1030,ärgern::V,hegasiñ,бгъэгубжын
1031,schlagen::V,skeiñ,ео́н
1032,treten::V,botaouiñ,
1033,stechen::V,pikat,хэӏун
1034,stoßen::V,stokañ,тӏыро́н
1035,stoßen::V,stokañ,уеӏункӏын
1036,stehlen::V,laerezh,тыгъу́н
1037,stören::V,direnkañ,бгъэгумэкӏын
1038,belästigen::V,dregasiñ,бгъэгумэкӏын
1039,verbergen::V,skoachañ,ушъэфын
1040,täuschen::V,tromplañ,гъэпцӏэ́н
1041,betrügen::V,lorbañ,гъэпцӏэ́н
1042,töten::V,lazhañ,уикӏын
1043,wohnen::V,bezañ o chom,дэсын
1044,arbeiten::V,labourat,лэжьэ́н
1045,sammeln::V,dastum,угъои́н
1046,pflücken::V,kuntuilhañ,къыпычы́н
1047,jagen::V,chaseal,шэкӏон
1048,jagen::V,chaseal,ешэкӏон
1049,fischen::V,pesketa,пцэжъые уешэн
1050,fassen::V,pakañ,къэубыты́н
1051,hüten::V,geota,хэхъо́н
1052,anbinden::V,stagañ,епхын
1053,füttern::V,boueta,гъэшхэ́н
1054,melken::V,goro,щын
1055,hacken::V,difrakal,упкӏэтэн
1056,gießen::V,dourañ,тепкӏэн
1057,reifen::V,azviñ,игъо хъун
1058,zubereiten::V,keginañ,бгъэхьазырын
1059,kochen::V,poazhañ,шӏы́н
1060,backen::V,fritañ,гъэжъэ́н
1061,braten::V,rostañ,гъэжъэ́н
1062,stricken::V,stammañ,хъын
1063,nähen::V,gwriat,дэн
1064,färben::V,livañ,бгъэлэн
1065,reinigen::V,naetañ,укъэбзы́н
1066,waschen::V,gwalc'hiñ,бгыкӏын
1067,abwischen::V,torchañ,лъэкӏы́н
1068,spülen::V,disgwalc'hiñ,дэгъэчъыхьан
1069,fegen::V,skubañ,пхъэнкӏы́н
1070,kehren::V,skubañ,пхъэнкӏы́н
1071,baden::V,kouronkañ,зыгъэпскӏын
1072,sich waschen::V,en em walc'hiñ,зытхьакӏы́н
1073,sich anziehen::V,gwiskañ,зыфэпэн
1074,kämmen::V,kribat,жьын
1075,schmücken::V,kinklañ,гъэдэхэ́н
1076,sagen::V,larêt,къэӏон
1077,sagen::V,lavaret,къэӏон
1078,sprechen::V,komz,псэлъэ́н
1079,reden::V,kaozeal,гущыӏэ́н
1080,sich unterhalten::V,balbotal,зэдэгущыӏэн
1081,fragen::V,goulenn,упчӏэ́н
1082,bitten::V,goulenn,лъэӏо́н
1083,erzählen::V,kontañ,къэпӏотэ́н
1084,mitteilen::V,kemenn,макъэ егъэӏун
1085,nennen::V,anviñ,цӏэ фэусы́н
1086,rufen::V,gelver,джэн
1087,prahlen::V,fougeal,узыщытхъужьы́н
1088,übersetzen::V,treiñ,бгъэкӏотэн
1089,denken::V,soñjal,егупшысэ́н
1090,glauben::V,krediñ,уивыхъэ́ телъы́н
1091,bemerken::V,apresevañ,гу лъыптэ́н
1092,erkennen::V,anavout,зэхэпхын
1093,erkennen::V,anavout,зэбгъэшӏэн
1094,begreifen::V,meizañ,гурыӏо́н
1095,verstehen::V,kompren,зэхэхын
1096,lernen::V,deskiñ,еджэ́н
1097,wissen::V,gouzout,шӏэн
1098,sich erinnern an::V,kaout soñj e,къэшӏэжьын
1099,vergessen::V,ankouaat,пщыгъупшэжьы́н
1100,messen::V,muzuliañ,шын
1101,zählen::V,kontañ,плъытэ́н
1102,rechnen::V,jedañ,плъытэ́н
1103,rechnen::V,jedañ,угугъэ́н
1104,lesen::V,lenn,еджэ́н
1105,malen::V,livañ,шӏын
1106,zeichnen::V,tresañ,шӏын
1107,schreiben::V,skrivañ,тхын
1108,besitzen::V,kaout,иӏэн
1109,kaufen::V,prenañ,щэфы́н
1110,verkaufen::V,gwerzhañ,щэн
1111,bezahlen::V,paeañ,птын
1112,bezahlen::V,paeañ,лъыптын
1113,bezahlen::V,paeañ,птыжьы́н
1114,zahlen::V,paeañ,птын
1115,zahlen::V,paeañ,лъыптын
1116,beherrschen::V,mestroniañ,иунаеу иӏэн
1117,ertragen::V,anduriñ,щэчы́н
1118,Grube::N,,машэ́
1119,Spur::N,,ужы
1120,Spur::N,,лъэуж
1121,Lehm::N,,етӏагъо́
1122,Laut::N,,макъэ
1123,Winkel::N,,къогъу
1124,Lagerfeuer::N,,пхъэмашӏу
1125,vergebens::ADV,,пкӏэнчъэ́у
1126,untergehen[Sonne]::V,,къохьан
1127,läuten::V,,теон
1128,klingeln::V,,теон
1129,sich fürchten::V,,щынэ́н
1130,fürchten::V,,щынэ́н
1131,gelingen::V,,хъун
1132,schwenken::V,,ӏэ шӏын
1133,reichen::V,,еты́н
1134,aufziehen::V,,пӏун
1135,schießen::V,,он
1136,treiben::V,,пфын
1137,umrühren::V,,зэхэгъэкӏухьан
1138,ausziehen::V,,къытехы́н
1139,anziehen::V,,щылъэ́н
