,Concept_ID,kl,mhr
677,blind::A,isigisaqanngilaq,со́кыр
678,taub::A,tusilarpoq,соҥгыра́
679,kräftig::A,pissaq,куа́тле
680,kräftig::A,pissarsuaq,куа́тле
681,stark::A,sanngivoq,вия́н
682,schwach::A,nakuippoq,а́лдыме
683,fett::A,pualavoq,коя́
684,schlank::A,tuappoq,йоштката́
685,schlank::A,tuappoq,яжу́
686,hübsch::A,aatsialaq,чеве́р
687,böse::A,ajorpoq,шы́де
688,dumm::A,taqajak,аҥыра́
689,dumm::A,sikkilluppoq,аҥыра́
690,dumm::A,qaatusimasaqanngilaq,аҥыра́
691,faul::A,eqiasuppoq,його
692,faul::A,eqiattortuvoq,його
693,fleißig::A,eqiasuippoq,ты́ршыше
694,geizig::A,iasilaarpoq,чаҥга́
695,geizig::A,tukkuippoq,чаҥга́
696,klug::A,mallak,уша́н
697,klug::A,ittanneq,уша́н
698,klug::A,kutaappoq,уша́н
699,klug::A,kuttaappoq,уша́н
700,klug::A,qarasagippoq,уша́н
701,lieb::A,akisooq,ала́л
702,lustig::A,piikulavoq,весела́
703,sanft::A,isumagippoq,ны́жылге
704,hungrig::A,kaappoq,шу́жышо
705,hungrig::A,perlilerpoq,шу́жышо
706,krank::A,napparsimavoq,че́рле
707,traurig::A,aliasuppoq,ойга́н
708,lebendig::A,uumavoq,и́лыше
709,gut::A,ajunngilaq,сай
710,schlecht::A,sualuppoq,уда́
711,schlecht::A,sualuppoq,шӱ́кшӧ
712,richtig::A,iluarpoq,чы́нле
713,schlimm::A,amiilaarnarpoq,аля́к
714,schlimm::A,amiilaarnarpoq,тыра́н
715,wahr::A,ilumoorpoq,чы́нле
716,wahr::A,ilumoorpoq,настоя́щий
717,alt::A,pisoqaq,то́што
718,neu::A,nutaavoq,у
719,alt[Lebewesen]::A,utoqqaq,шо́нто
720,jung::A,inuusuppoq,са́мырык
721,jung::A,kingulliarsuk,са́мырык
722,arm::A,piillasoq,нужна́
723,arm::A,piitsuuvoq,нужна́
724,reich::A,pisuuvoq,поя́н
725,berühmt::A,tusaamasaq,лӱ́млӧ
726,fremd::A,ajasoornarpoq,йот
727,verschieden::A,allatut,тӱ́рлӧ
728,verschieden::A,tamalaat,тӱ́рлӧ
729,nah::A,qanippoq,ли́шыл
730,fern::A,ungasippoq,тора́
731,fern::A,ungasippoq,мӱ́ндыр
732,linker::A,saamerleq,шола́
733,rechter::A,innarluissut,пурла́
734,erster::A,siulleq,и́кымше
735,zweiter::A,qataatsup tullia,ко́кымшо
736,dritter::A,pingajorarterut,ку́мшо
737,letzter::A,kingulleq,пыта́ртыш
738,allein::ADV,kisimiippoq,шкет
739,auf einmal::ADV,tassanngaannaq,икана́ште
740,zusammen::ADV,attaasa,пырля́
741,zusammen::ADV,attarmik,пырля́
742,lange::ADV,akuni,кужу́н
743,plötzlich::ADV,tassanngaannaq,кенета́
744,sofort::ADV,erniinnaq,кызыта́к
745,später::ADV,kingorna,варара́к
746,jetzt::ADV,maanna,ы́нде
747,jetzt::ADV,maanna,кы́зыт
748,jetzt::ADV,massakkut,ы́нде
749,jetzt::ADV,massakkut,кы́зыт
750,heute::ADV,ullumi,та́че
751,morgen::ADV,aqagu,эрла́
752,bald::ADV,erniinnaq,вашке́
753,dann::ADV,taava,вара́
754,gestern::ADV,ippassaq,теҥге́че
755,einst::ADV,ataatsimik,икана́
756,einst::ADV,ilaanni,икана́
757,damals::ADV,taamani,туна́м
758,damals::ADV,taamanikkut,туна́м
759,damals::ADV,taassumuunakkut,туна́м
760,danach::ADV,taava,вара́
761,vorher::ADV,siornagut,о́нчыч
762,einmal::ADV,ilaanni,икана́
763,einmal::ADV,ataatsimik,икана́
764,manchmal::ADV,qaqutigu,ка́шын
765,manchmal::ADV,qaqutigu,кокла́н
766,manchmal::ADV,qaqutigut,ка́шын
767,manchmal::ADV,qaqutigut,кокла́н
768,oft::ADV,akulikitsumik,чӱ́чкыдын
769,immer::ADV,tamatigut,эре́
770,immer::ADV,tamatigut,ту́тыш
771,hier::ADV,maani,ты́ште
772,hierhin::ADV,maani,ты́шке
773,hierhin::ADV,maani,тыш
774,dorthin::ADV,ikuuna,туш
775,dorthin::ADV,ikuuna,ту́шко
776,geradeaus::ADV,narlumut,вик
777,vorwärts::ADV,pilangavoc,о́нчыко
778,rückwärts::ADV,kingumut,шеҥге́к
779,rückwärts::ADV,tunumut or tunummut,шеҥге́к
780,zurück::ADV,kingumut,мӧҥге́ш
781,zurück::ADV,tunumut or tunummut,мӧҥге́ш
782,unten::ADV,kana,ӱ́лнӧ
783,unten::ADV,kana,йыма́лне
784,hinab::ADV,qiviu,йыма́к
785,überall::ADV,tamaginni,чыла́ вере́
786,überall::ADV,tamani tamaani,чыла́ вере́
787,kaum::ADV,qaqutigorsuaq,пыкше́
788,sehr::ADV,assut,чот
789,noch::ADV,qeratavoq,а́ле
790,schon::ADV,taava-una,ы́нде
791,wieder::ADV,kingumut,ада́к
792,vergebens::ADV,angiluk,ара́м
793,dies::PRN,manna,ти́де
794,dies::PRN,matuma,ти́де
795,das::PRN,ua,са́де
796,ich::PRN,uanga,мый
797,du::PRN,illit,тый
798,er::PRN,una,ту́до
799,wir::PRN,uagut,ме
800,ihr::PRN,ilissi,те
801,sie::PRN,uku,ну́но
802,was::FPRN,aat?,мо
803,wer::FPRN,kikkut,кӧ
804,wo::FADV,sumi,куша́н
805,wohin::FADV,sumut,куш
806,wohin::FADV,sumut,ку́шко
807,wie::FADV,qanoq,кузе́
808,warum::FADV,sooq,мо
809,warum::FADV,sooq,мола́н
810,wieviel::FNUM,qassit,куна́р
811,wieviel::FNUM,qanoq atsigisumik?,куна́р
812,eins::NUM,ataaseq,ик
813,zwei::NUM,marluk,ко́кыт
814,drei::NUM,pingasut,кум
815,vier::NUM,sisamat,ныл
816,vier::NUM,qajuusat,ныл
817,fünf::NUM,tallimat,вич
818,sechs::NUM,arfineq,куд
819,sechs::NUM,arfinillit,куд
820,sieben::NUM,arfineq-marluk,шым
821,acht::NUM,arfineq pingasut,канда́ш
822,neun::NUM,qulingiluat,инде́ш
823,neun::NUM,arfineq sisamat,инде́ш
824,zehn::NUM,qulit,лу
825,elf::NUM,aqqaneq,лати́к
826,zwölf::NUM,aqqaneq-marluk,латко́к
827,zwanzig::NUM,tyve,ко́ло
828,dreißig::NUM,tredive,ку́мло
829,dreißig::NUM,pingasunik qulillit,ку́мло
830,vierzig::NUM,fyrre,ны́лле
831,fünfzig::NUM,halvtreds,ви́тле
832,fünfzig::NUM,tallimanik qulillit,ви́тле
833,sechzig::NUM,tres,ку́дло
834,siebzig::NUM,halvfjerds,шы́мле
835,achtzig::NUM,firs,канда́шле
836,neunzig::NUM,halvfems,инде́шле
837,hundert::NUM,et hundrede,шӱ́дӧ
838,tausend::NUM,et tusinde,тӱже́м
839,und::CNJ,aamma,да
840,und::CNJ,aamma,ден
841,oder::CNJ,imalluunnit,я
842,oder::CNJ,imalluunnit,а́ле
843,stehen::V,sikingavoq,шога́ш
844,sitzen::V,ingippoq,шинча́ш
845,liegen::V,nalavoq,кия́ш
846,liegen::V,aqupivoq,кия́ш
847,hängen::V,nivinngarpaa,кеча́ш
848,werden::V,pinngorpoq,лия́ш
849,passieren::V,pivoq,лия́ш
850,beginnen::V,aallarnerpaa,тӱҥгала́ш
851,enden::V,naggaserpaa,пыта́ш
852,wechseln::V,immikkut ilivoq,вашталта́ш
853,untergehen[Sonne]::V,ilioqqaasoq,шинча́ш
854,scheinen[Sonne]::V,qinnorpoq,волгалта́ш
855,scheinen[Sonne]::V,qinngorpoq,волгалта́ш
856,donnern::V,kalleq,кӱдырта́ш
857,donnern::V,kalleq,сургалта́ш
858,wehen::V,timmivoq,пуа́ш
859,sich drehen::V,ipippaa,пӧрда́ш
860,schwanken::V,aalavoq,лӱҥга́ш
861,schwanken::V,aalavoq,тайныла́ш
862,schwingen::V,issakajaat or issakatsiaarut,рӱпшалта́ш
863,fallen::V,quasivaa,воза́ш
864,fallen::V,quasivaa,йӧрла́ш
865,brennen::V,seerpoq,йӱла́ш
866,brennen::V,uuppaa,йӱла́ш
867,rauchen::V,pujoorpoq,шикша́ш
868,regnen::V,siallerpoq,йӱра́ш
869,gefrieren::V,qiulerpoq,кылма́ш
870,gefrieren::V,qiulerpoq,ияҥа́ш
871,tauen::V,aappoq,шула́ш
872,schmelzen::V,aappoq,лева́ш
873,schmelzen::V,aatsippaa,лева́ш
874,trocknen::V,panerserpaa,кошка́ш
875,sieden::V,qalappoq,шола́ш
876,reißen::V,qulli,кӱрла́ш
877,reißen::V,alittorpaa,кӱрла́ш
878,reißen::V,kimillanneq,кӱрла́ш
879,versinken::V,kivivaa,пуре́н кая́ш
880,versinken::V,apparpoq,пуре́н кая́ш
881,vergehen::V,qaangerpaa,эрте́н кая́ш
882,vergehen::V,sarsuppoq,эрте́н кая́ш
883,erscheinen::V,takutippoq,толы́н лекта́ш
884,sinken::V,kivivaa,пуча́ш
885,sinken::V,apparpoq,пуча́ш
886,abnehmen::V,ikillipput,пуча́ш
887,zunehmen::V,allisippaa,шукема́ш
888,steigen::V,allisippaa,нӧлталта́ш
889,wachsen::V,allivoq,кушка́ш
890,glänzen::V,qinngorpoq,йылгыжа́ш
891,glänzen::V,qinnorpoq,йылгыжа́ш
892,funkeln::V,uisorilavoq,чолга́ш
893,läuten::V,avilualaarpoq,мура́ш
894,klingeln::V,aviluarpoq,йыҥгырта́ш
895,klingeln::V,aviluarpaluppoq,йыҥгырта́ш
896,brausen::V,ittuk,лӱшка́ш
897,brausen::V,ittuppoq,лӱшка́ш
898,brausen::V,ittuppaluppoq,лӱшка́ш
899,bellen::V,qiluppoq,опта́ш
900,heulen::V,maarpoq,урмыжа́ш
901,heulen::V,maalavoq,урмыжа́ш
902,heulen::V,miaggoorpoq,урмыжа́ш
903,blasen::V,aporneq,пуала́ш
904,pfeifen::V,siggartartitsivoq,шӱ́шкаш
905,pfeifen::V,siorsulavoq,шӱ́шкаш
906,schreien::V,suaarpoq,кычкыра́ш
907,stöhnen::V,nipiliorpoq,йыҥыса́ш
908,stöhnen::V,nipilliorpoq,йыҥыса́ш
909,zittern::V,qarsulivik,чытыра́ш
910,leben::V,inuuvoq,ила́ш
911,geboren werden::V,inuuvoq,шоча́ш
912,geboren werden::V,inunngorpoq,шоча́ш
913,atmen::V,anersaarpoq,шӱла́ш
914,trinken::V,imerpoq,йӱа́ш
915,essen::V,tamorpoq,кочка́ш
916,schlucken::V,tuluarnaq,нела́ш
917,einschlafen::V,sinippoq,мале́н колта́ш
918,schlafen::V,sinik,мала́ш
919,aufwachen::V,iterpoq,помыжалта́ш
920,aufwachen::V,eqqumavoq,помыжалта́ш
921,aufstehen::V,makippoq,кынела́ш
922,sich erholen::V,qasuerserpoq,кана́ш
923,schmerzen::V,anneraa,коршта́ш
924,schmerzen::V,annernarpoq,коршта́ш
925,husten::V,quersorpoq,кокыра́ш
926,genesen::V,ajunngissivoq,тӱрла́ш
927,genesen::V,ajunngissivoq,тазаҥа́ш
928,genesen::V,ilisimmarpoq,тӱрла́ш
929,genesen::V,ilisimmarpoq,тазаҥа́ш
930,genesen::V,ilorrippoq,тӱрла́ш
931,genesen::V,ilorrippoq,тазаҥа́ш
932,sterben::V,toquvoq,кола́ш
933,sich bewegen::V,ingerlavoq,кошта́ш
934,sich setzen::V,ingippoq,шинча́ш
935,laufen::V,arpappoq,кошта́ш
936,schreiten::V,ingerlavoq,ошкыла́ш
937,spazierengehen::V,utertakajaarpoq,гуля́яш
938,spazierengehen::V,utertakattajaarpoq,гуля́яш
939,eilen::V,qaa qaa,вашка́ш
940,eilen::V,qiilasaarpoq,вашка́ш
941,eilen::V,ingerlasaarpaa,вашка́ш
942,sich beeilen::V,tuaviorpoq,вашкешта́ш
943,sausen::V,uiguut,юлтка́ш
944,rennen::V,igivoq,куржтала́ш
945,springen::V,upernassaq,тӧршта́ш
946,klettern::V,pilaakkeerpoq,кӱза́ш
947,schaukeln::V,aalavoq,лӱҥгалта́ш
948,schwimmen::V,naluppoq,ия́ш
949,tauchen::V,allorpoq,шуҥгалта́ш
950,rudern::V,ipuppaa,удыра́ш
951,fahren::V,qimusserpoq,кудала́ш
952,fliegen::V,timmivoq,чоҥешта́ш
953,weggehen::V,piiarpoq,кораҥа́ш
954,anhalten::V,unitsippaa,чарна́ш
955,hineingehen::V,timaappaa,пура́ш
956,eintreten::V,allattorpaa,пура́ш
957,kommen::V,qaa-,тола́ш
958,kommen::V,pivaa,тола́ш
959,ankommen::V,tikippoq,шуа́ш
960,zurückkommen::V,angerlarpoq,пӧртыла́ш
961,bleiben::V,uninngavoq,кода́ш
962,warten::V,paavoq,вуча́ш
963,warten::V,utaqqivoq,вуча́ш
964,suchen::V,nivivaa,кычала́ш
965,finden::V,nanivaa,муа́ш
966,versuchen::V,uuppaa,толаша́ш
967,versuchen::V,ussersarpaa,толаша́ш
968,vorbereiten::V,piareersarpaa,ямдыла́ш
969,lieben::V,asavaa,йӧрата́ш
970,mögen::V,akaaraa,йӧрата́ш
971,rühren::V,qeerlerpaa,ку́мыл тарвата́ш
972,weinen::V,qiavoq,шорта́ш
973,schimpfen::V,qatimaarpoq,каргаша́ш
974,sich ärgern::V,ugguutigaa,сыра́ш
975,sich fürchten::V,eqqanaarpoq,лӱда́ш
976,fürchten::V,ersigaa,лӱда́ш
977,fliehen::V,qimaavoq,куржа́ш
978,flüchten::V,allikarfigaa,куржа́ш
979,sehen::V,isigaa,ужа́ш
980,ansehen::V,alaatsinaappaa,эскера́ш
981,hören::V,tusarpaa,кола́ш
982,zuhören::V,naalappoq,колышта́ш
983,riechen::V,tipippoq,ӱпшынча́ш
984,fühlen::V,misigaa,шижа́ш
985,scheinen::V,takutippoq,чуча́ш
986,frieren::V,qiiavoq,кылма́ш
987,tun::V,iliorpoq,ышта́ш
988,wollen::V,piumavaa,тӱна́ш
989,anfangen::V,pilerpoq,тӱҥала́ш
990,beenden::V,naggaserpaa,пытара́ш
991,aufhören::V,naammatsippaa,чарна́ш
992,öffnen::V,ammarpaa,поча́ш
993,schließen::V,matuaa,петыра́ш
994,stellen::V,ilivaa,шында́ш
995,stellen::V,iliorarpai,шында́ш
996,stellen::V,ilioqqarpai,шында́ш
997,setzen::V,iliorarpai,шында́ш
998,setzen::V,ilioqqarpai,шында́ш
999,legen::V,ilivaa,опта́ш
1000,legen::V,ilivaa,пышта́ш
1001,berühren::V,attorpaa,тӱка́ш
1002,verbinden::V,taperserpaa,пида́ш
1003,bedecken::V,iikkerpaa,леведа́ш
1004,bedecken::V,iikkersorpaa,леведа́ш
1005,aufhängen::V,inivaa,сака́ш
1006,aufhängen::V,iniorarpai,сака́ш
1007,anzünden::V,saggaavoq,чӱкта́ш
1008,aufheben::V,allisippaa,нӧлтала́ш
1009,zurücklassen::V,aallarpoq,кода́ш
1010,verlieren::V,annaavaa,йомдара́ш
1011,fallen lassen::V,nakkaavaa,воза́ш
1012,machen::V,iliorpoq,ышта́ш
1013,herstellen::V,anillatsippaa,ямдыла́ш
1014,bauen::V,marrarterpaa,чоҥа́ш
1015,reparieren::V,iluarsaappaa,ачала́ш
1016,verbessern::V,naqqippaa,саемда́ш
1017,graben::V,assappaa,кӱнча́ш
1018,beugen::V,qappappoq,пӱгырта́ш
1019,biegen::V,qappappoq,лывырта́ш
1020,wenden::V,assappaa,ирала́ш
1021,wenden::V,assakarpoq,ирала́ш
1022,umdrehen::V,assakartippaa,савырала́ш
1023,heben::V,kivippaa,нӧлта́ш
1024,hochheben::V,kissumiarpaa,нӧлта́ш
1025,ergreifen::V,isaappaa,руалта́ш
1026,ergreifen::V,isaguppaa,руалта́ш
1027,halten::V,minarpaa,куча́ш
1028,drücken::V,naqittaat,иша́ш
1029,drücken::V,naqittaat,темда́ш
1030,kratzen::V,qitsuppaa,удыра́ш
1031,lecken::V,aluppaa,нула́ш
1032,beißen::V,kiivaa,пура́ш
1033,abreißen::V,aqqarpaa,кӱрла́ш
1034,abreißen::V,isaterpaa,кӱрла́ш
1035,abschneiden::V,kipivaa,пӱчка́ш
1036,binden::V,kakkersarpaa,кылда́ш
1037,stecken::V,kussunneq,шуралта́ш
1038,brechen::V,nallorpaa,тодышта́ш
1039,klopfen::V,pattappaa,кыра́ш
1040,hauen::V,aqivaa,тӱя́ш
1041,kleben::V,qaappoq,клеитла́ш
1042,reiben::V,tagiarpaa,йыга́ш
1043,reiben::V,tagiarpaa,туржала́ш
1044,reiben::V,tangiarpaa,йыга́ш
1045,reiben::V,tangiarpaa,туржала́ш
1046,streichen::V,erlerpoq,шӱра́ш
1047,schleifen::V,sequppaa,шума́ш
1048,schleifen::V,sequppaa,яна́ш
1049,schneiden::V,uullivoq,пӱчка́ш
1050,schütteln::V,aalavoq,почка́ш
1051,schwenken::V,issarpoq,рӱза́ш
1052,füllen::V,immerpaa,тема́ш
1053,einwickeln::V,immoqquserpaa,вӱдыла́ш
1054,tragen::V,maqippaa,нумала́ш
1055,tragen::V,assartorpoq,нумала́ш
1056,schleppen::V,assartorpoq,шӱдыра́ш
1057,ziehen::V,kalippaa,шупша́ш
1058,ziehen::V,kalissarpoq,шупша́ш
1059,aufbewahren::V,toqqorpaa,арала́ш
1060,werfen::V,kuivaa,шуа́ш
1061,werfen::V,kuivaa,кышка́ш
1062,fangen::V,anguaa,куча́ш
1063,verstecken::V,anngigaa,тоя́ш
1064,teilen::V,agguut,пӧла́ш
1065,teilen::V,agguusersorpaa,пӧла́ш
1066,schicken::V,nassiuppaa,колта́ш
1067,bringen::V,aggiuppaa,конда́ш
1068,bringen::V,nassataraa,конда́ш
1069,bekommen::V,tiguaa,нала́ш
1070,erhalten::V,tiguaa,нала́ш
1071,nehmen::V,pivoq,нала́ш
1072,nehmen::V,tiguaa,нала́ш
1073,bewahren::V,sukkunik simerserpaa,сакла́ш
1074,verderben::V,asiutippaa,пужа́ш
1075,verderben::V,piuneerunnerit,пужа́ш
1076,zerbrechen::V,ukuvoq,пудырта́ш
1077,zerreißen::V,tisavaa,кӱрла́ш
1078,zerreißen::V,alittorpaa,кӱрла́ш
1079,zerstören::V,aserorpaa,шалата́ш
1080,verbrennen::V,seerpoq,йӱлата́ш
1081,geben::V,pivoq,пуа́ш
1082,versprechen::V,neriorsorpaa,сӧра́ш
1083,wünschen::V,kissaat,тылана́ш
1084,loben::V,nersorpaa,мокта́ш
1085,loben::V,nersornaat,мокта́ш
1086,küssen::V,kunippaa,шупшала́ш
1087,küssen::V,kunissorpaa,шупшала́ш
1088,zudecken::V,majorpaa,леведа́ш
1089,wecken::V,itersarpaa,помыжалтара́ш
1090,zeigen::V,tikkuuppaa,ончыкта́ш
1091,führen::V,tasissiuppaa,вӱда́ш
1092,führen::V,ilitsersorpaa,вӱда́ш
1093,führen::V,tasissersuuppaa,вӱда́ш
1094,lehren::V,ilinniartippaa,туныкта́ш
1095,unterrichten::V,ajoqerpaa,туныкта́ш
1096,unterrichten::V,ajoqersorpaa,туныкта́ш
1097,unterrichten::V,ilinniartitsivoq,туныкта́ш
1098,aufziehen::V,inororsarpaa,орышта́ш
1099,leiten::V,iluatsippaa,вӱда́ш
1100,leiten::V,iluatsippaa,вуйлата́ш
1101,antreiben::V,ikusimmippaa,поктыла́ш
1102,einladen::V,qaaqquaa,ӱжа́ш
1103,einladen::V,qaasarpaa,ӱжа́ш
1104,vereinigen::V,taperserpaa,иктешла́ш
1105,besuchen::V,tikeraarpaa,то́лын кая́ш
1106,treffen::V,aporappaa,вашлия́ш
1107,sich versammeln::V,majorpoq,погына́ш
1108,sich versammeln::V,majorpoq,чумырга́ш
1109,spielen::V,pinnguarpoq,мода́ш
1110,singen::V,erinarsorpoq,мура́ш
1111,tanzen::V,qitippoq,кушта́ш
1112,sich trennen::V,immikkoortippaa,ойырла́ш
1113,retten::V,annaappaa,утара́ш
1114,schützen::V,eriagaa,арала́ш
1115,schützen::V,pineqartaalivaa,арала́ш
1116,schießen::V,aallaavaa,лӱя́ш
1117,schießen::V,piseriuppaa,лӱя́ш
1118,ärgern::V,ninngassarpaa,сырыкта́ш
1119,ärgern::V,ninngassaarpaa,сырыкта́ш
1120,schlagen::V,unatarpaa,пера́ш
1121,treten::V,tukerpoq,тошка́ш
1122,stechen::V,iguppaa,кера́ш
1123,stechen::V,qasilippoq,кера́ш
1124,stoßen::V,ikuserpaa,шӱкала́ш
1125,stoßen::V,ikusimmippaa,шӱкала́ш
1126,stehlen::V,tillippaa,шолышта́ш
1127,stören::V,akornuserpaa,мешая́ш
1128,verbergen::V,anngigaa,шылта́ш
1129,betrügen::V,peqquserluttuliorfigaa,ондала́ш
1130,töten::V,maappaa,пушта́ш
1131,töten::V,toquppaa,пушта́ш
1132,wohnen::V,najugaqarpoq,ила́ш
1133,arbeiten::V,sulivoq,пашалана́ш
1134,arbeiten::V,sulivoq,паша́м ышта́ш
1135,sammeln::V,katersorpai,пога́ш
1136,jagen::V,piniarpoq,сонарла́ш
1137,fischen::V,aalisarpoq,кол куча́ш
1138,anbinden::V,qilerut,йолышта́ш
1139,anbinden::V,qilersorpaa,йолышта́ш
1140,anbinden::V,ungerlatserpaa,йолышта́ш
1141,füttern::V,nerlerpaa,пукша́ш
1142,gießen::V,imerterpaa,шава́ш
1143,kochen::V,igavoq,шолта́ш
1144,braten::V,siappaa,пуштыла́ш
1145,braten::V,siappaa,жаритла́ш
1146,umrühren::V,qeerlerpaa,луга́ш
1147,färben::V,misuppaa,чиялта́ш
1148,reinigen::V,sanniarpaa,эрыкта́ш
1149,waschen::V,asappaa,мушка́ш
1150,abwischen::V,saligarpaa,ӱшта́ш
1151,abwischen::V,saligartorpaa,ӱшта́ш
1152,fegen::V,sanngiarpaa,ӱшта́ш
1153,baden::V,uffarpoq,йӱштыла́ш
1154,sich waschen::V,uffarpoq,мушкылта́ш
1155,ausziehen::V,annoraajarpaa,кудаша́ш
1156,anziehen::V,ativaa,чия́ш
1157,anziehen::V,atitippaa,чия́ш
1158,sich anziehen::V,atisalersorpoq,чия́ш
1159,sagen::V,oqarpoq,ойла́ш
1160,sagen::V,oqarpoq,каласа́ш
1161,sprechen::V,oqaluttarpoq,кутыра́ш
1162,reden::V,oqaluppoq,мутлана́ш
1163,fragen::V,aperaa,йода́ш
1164,bitten::V,aperaa,йода́ш
1165,bitten::V,qinnuigaa,йода́ш
1166,erzählen::V,oqaluttuaraa,ойла́ш
1167,mitteilen::V,oqalualaarpoq,увертара́ш
1168,rufen::V,qaaqquaa,ӱжа́ш
1169,prahlen::V,oqqartuvoq,моктана́ш
1170,prahlen::V,oqallortuvoq,моктана́ш
1171,übersetzen::V,ikaarpoq,кусара́ш
1172,übersetzen::V,nutserpaa,кусара́ш
1173,denken::V,isumaqarpoq,шона́ш
1174,glauben::V,upperaa,ӱшана́ш
1175,glauben::V,isumaqarpoq,ӱшана́ш
1176,erkennen::V,ilisaraa,пала́ш
1177,verstehen::V,paasivaa,умыла́ш
1178,lernen::V,ilinniarpoq,тунема́ш
1179,wissen::V,nalunngilaa,шинча́ш
1180,sich erinnern an::V,eqqaavaa,шарна́ш
1181,vergessen::V,puiorpaa,монда́ш
1182,messen::V,ussersarpaa,виса́ш
1183,zählen::V,kisitsivoq,шотла́ш
1184,rechnen::V,kisitsivoq,шотла́ш
1185,lesen::V,atuarpoq,луда́ш
1186,malen::V,qalipappaa,сӱретла́ш
1187,schreiben::V,allappoq,воза́ш
1188,kaufen::V,pisiaraa,нала́ш
1189,verkaufen::V,akigaa,ужала́ш
1190,bezahlen::V,akilerpaa,тӱла́ш
1191,beherrschen::V,inappaa,куча́ш
1192,ertragen::V,ernertaaraa,турка́ш
1193,Nase::N,,нер
1194,Schnurrbart::N,,ӧ́рыш
1195,Fuß::N,,йол
1196,Fuß::N,,йолкопа́
1197,Schlaf::N,,о́мо
1198,Strömung::N,,йо́гын
1199,Moor::N,,куп
1200,Wald::N,,чодыра́
1201,Anhöhe::N,,тӧва́
1202,Anhöhe::N,,кӱкшака́
1203,Gipfel::N,,чаҥга́
1204,Gipfel::N,,курыкву́й
1205,Quelle::N,,важ
1206,Quelle::N,,вӱдшинча́
1207,Festland::N,,мла́нде
1208,Kiefer[Baum]::N,,пӱ́нчӧ
1209,Pferd::N,,и́мне
1210,Elch::N,,шо́рдо
1211,Schwarm::N,,каша́к
1212,Ente::N,,лу́до
1213,Barsch::N,,ола́ҥге
1214,Hecht::N,,нуж
1215,Hecht::N,,чорта́н
1216,Wurm::N,,шукш
1217,Heu::N,,шу́до
1218,Kummer::N,,о́йго
1219,Gespräch::N,,мутланыма́ш
1220,Spiel::N,,мо́дыш
1221,Spiel::N,,модма́ш
1222,Gesellschaft::N,,тӱшка́
1223,Angelegenheit::N,,паша́
1224,Anzahl::N,,чот
1225,Strich::N,,коре́ш
1226,Gegenstand::N,,наста́
1227,Höhe::N,,кӱ́кшыт
1228,Lagerfeuer::N,,туло́то
1229,Gang::N,,ошкылма́ш
1230,Heim::N,,мӧ́ҥгӧ
1231,Beutel::N,,меша́к
1232,Eimer::N,,ведра́
1233,Sack::N,,куль
1234,Sack::N,,меша́к
1235,Brei::N,,пу́чымыш
1236,Leder::N,,сура́н
1237,Leder::N,,шӱ́штӧ
1238,Gott::N,,ю́мо
1239,Reichtum::N,,поя́нлык
1240,Staat::N,,кугыжа́ныш
1241,Gewalt::N,,виешлыма́ш
1242,Bogen[Waffe]::N,,юҥе́ж
1243,Lüge::N,,шоя́к
1244,Schaden::N,,зия́н
1245,April::N,,апре́ль
1246,frisch::A,,свежа́
1247,lecker::A,,ту́тло
1248,sauer::A,,шо́по
1249,bunt::A,,олача́
1250,teuer::A,,ше́рге
1251,geschickt::A,,уста́
1252,nackt::A,,чарама́т
1253,ehemalig::A,,о́нчычсо
1254,ehemalig::A,,онда́кысе
1255,bekannt::A,,па́лыме
1256,anderer::A,,вес
1257,anderer::A,,мо́ло
1258,zuerst::ADV,,онда́к
1259,niemals::ADV,,ок нигуна́м
1260,von hier::ADV,,тыше́ч
1261,von hier::ADV,,тыве́ч
1262,dort::ADV,,ту́што
1263,oben::ADV,,кӱ́шнӧ
1264,oben::ADV,,ӱмба́лне
1265,hinauf::ADV,,кӱ́ш
1266,hinauf::ADV,,кӱ́шкӧ
1267,nicht::ADV,,ок
1268,nicht::ADV,,о́геш
1269,ein wenig::ADV,,изи́ш
1270,so::ADV,,тыге́
1271,nur::ADV,,гына́
1272,vor::PRP,,о́нчыч
1273,hinter::PRP,,шеҥге́лне
1274,unter::PRP,,йыма́лне
1275,durch::PRP,,вошт
1276,neben::PRP,,вокте́н
1277,zwischen::PRP,,кокла́ште
1278,wegen::PRP,,верч
1279,alles::PRN,,чыла́
1280,aufgehen[Sonne]::V,,лекта́ш
1281,strömen::V,,шийалтара́ш
1282,fließen::V,,йога́ш
1283,faulen::V,,шӱя́ш
1284,verfaulen::V,,шӱйы́н шуа́ш
1285,verschwinden::V,,йома́ш
1286,lärmen::V,,рӱшка́ш
1287,klirren::V,,чылдыртата́ш
1288,rauschen::V,,лыжга́ш
1289,klingen::V,,йоҥга́ш
1290,müde werden::V,,ноя́ш
1291,krank werden::V,,черлане́н воза́ш
1292,krank sein::V,,черлане́н кия́ш
1293,umkommen::V,,вуй йома́ш
1294,sich rühren::V,,тарвана́ш
1295,sich erheben::V,,кынела́ш
1296,hinfallen::V,,йӧрла́ш
1297,kriechen::V,,нушка́ш
1298,gehen::V,,кая́ш
1299,abfahren::V,,лекта́ш
1300,erwarten::V,,вуча́ш
1301,lachen::V,,воштыла́ш
1302,anschauen::V,,онча́ш
1303,probieren::V,,тамла́ш
1304,zu sehen sein::V,,коя́ш
1305,vernehmen::V,,кола́ш
1306,können::V,,мошта́ш
