,Concept_ID,uk,xal
269,Volk::N,народ,улс
270,Arbeit::N,робота,көдлмш
271,Gast::N,гість,гиич
272,Geschenk::N,подарунок,белг
273,Spiel::N,гра,наадн
274,Gesellschaft::N,товариство,олн
275,Hilfe::N,допомога,нөкд
276,Freund::N,друг,иньг
277,Freund::N,приятель,иньг
278,Kamerad::N,товариш,үр
279,Angelegenheit::N,справа,керг
280,Anzahl::N,число,то
281,Art::N,рід,зүүл
282,Stück::N,кусок,хусг
283,Teil::N,частина,хүв
284,Hälfte::N,половина,өрәл
285,Kreis::N,круг,төгрг
286,Kreis::N,коло,төгрг
287,Kreuz::N,хрест,кирс
288,Linie::N,лінія,зурасн
289,Strich::N,штрих,татасн
290,Abstand::N,проміжок,зә
291,Entfernung::N,відстань,һазр
292,Gegend::N,місцевість,һазр
293,Platz::N,площа,зә
294,Ort::N,місце,бәәрн
295,Seite::N,сторона,тал
296,Seite::N,сторона,хаҗу
297,Seite::N,сторона,хәврһ
298,Mitte::N,середина,дунд
299,Gegenstand::N,предмет,юмн
300,Sache::N,річ,юмн
301,Rand::N,край,зах
302,Kante::N,ребро,ирмәг
303,Ecke::N,ріг,өнцг
304,Spitze::N,кінчик,үзүр
305,Ende::N,кінець,үзүр
306,Loch::N,діра,хаһрха
307,Winkel::N,куток,булң
308,Muster::N,узор,намч
309,Größe::N,розмір,кемҗән
310,Länge::N,довжина,ут
311,Höhe::N,висота,өндр
312,Gewicht::N,вага,күнд
313,Gewicht::N,вага,чиңнүр
314,Menge::N,кількість,ик
315,Haufen::N,купа,ова
316,Reihe::N,ряд,зерг
317,Reihe::N,ряд,зерглән
318,Boot::N,човен,оңһц
319,Ruder::N,весло,хәәв
320,Schlitten::N,сани,цан
321,Ski::N,лижа,лыҗ
322,Lagerfeuer::N,вогнище,костёр
323,Last::N,тягар,күнд
324,Last::N,вантаж,күнд
325,Gang::N,хід,йовлһн
326,Schritt::N,крок,ишкм
327,Norden::N,північ,ар үзг
328,Süden::N,південь,өмн
329,Süden::N,південь,өмн үзг
330,Westen::N,захід,барун
331,Westen::N,захід,барун үзг
332,Osten::N,схід,зүн
333,Osten::N,схід,зүн үзг
334,Holz::N,дрова,модн
335,Brett::N,дошка,харһа
336,Platte::N,плита,хавтха чолун
337,Stütze::N,підпірка,тулг
338,Stange::N,жердина,уньн
339,Stock::N,палиця,модн
340,Stab::N,палиця,шуург
341,Rohr::N,труба,турва
342,Haus::N,дім,гер
343,Haus::N,хата,гер
344,Heim::N,житло,гер-бул
345,Ofen::N,піч,беш
346,Fußboden::N,підлога,девскр
347,Tisch::N,стіл,ширә
348,Stuhl::N,стілець,стул
349,Wiege::N,колиска,өлгә
350,Wiege::N,колиска,дүүҗң
351,Bett::N,ліжко,орн
352,Bett::N,ліжко,орндг
353,Bett::N,постіль,орн
354,Bett::N,постіль,орндг
355,Regal::N,полиця,таг
356,Regal::N,полиця,тәвц
357,Kiste::N,ящик,яршг
358,Fenster::N,вікно,терз
359,Tür::N,двері,үүдн
360,Tor::N,ворота,үүдн
361,Tor::N,ворота,өргн үүдн
362,Tor::N,ворота,хашан үүдн
363,Zaun::N,паркан,хаша
364,Zaun::N,огорожа,хаша
365,Dach::N,дах,деевр
366,Leiter::N,драбина,шат
367,Leiter::N,драбина,давшур
368,Besen::N,мітла,сәвүр
369,Spaten::N,заступ,күрз
370,Schaufel::N,совок,совг
371,Schaufel::N,лопата,совг
372,Gabel::N,виделка,серә
373,Löffel::N,ложка,ухр
374,Messer::N,ніж,утх
375,Nagel::N,цвях,хадасн
376,Netz::N,сіть,гөлм
377,Haken::N,крюк,дегә
378,Griff::N,ручка,иш
379,Griff::N,ручка,бәрүл
380,Griff::N,держак,иш
381,Griff::N,держак,бәрүл
382,Schloss::N,замок,оньс
383,Bild::N,картина,зург
384,Figur::N,фігура,фигур
385,Puppe::N,лялька,наадһа
386,Beutel::N,мішечок,мишг
387,Beutel::N,торбинка,мишг
388,Bündel::N,в’язка,багла
389,Bündel::N,в’язка,боодһа
390,Tasche::N,сумка,сумк
391,Eimer::N,відро,суулһ
392,Deckel::N,кришка,бүркәсн
393,Geschirr::N,посуд,сав
394,Geschirr::N,посуд,сав-сарх
395,Sack::N,мішок,мишг
396,Tasse::N,чашка,ааһ
397,Topf::N,горщик,кастрюль
398,Kessel::N,котел,хәәсн
399,Essen::N,їжа,зоогллһн
400,Nahrung::N,харч,теҗәл
401,Speise::N,страва,хот
402,Fleisch::N,м’ясо,махн
403,Getreide::N,хліб,хот болҗ эдлгддг цецгүдтә урһмл
404,Getreide::N,збіжжя,хот болҗ эдлгддг цецгүдтә урһмл
405,Brei::N,каша,хаш
406,Brot::N,хліб,өдмг
407,Scheibe::N,скибочка,зүсм
408,Fett::N,жир,өөкн
409,Butter::N,масло,тосн
410,Öl::N,олія,тосн
411,Salz::N,сіль,давсн
412,Suppe::N,суп,шөлн
413,Honig::N,мед,бал
414,Milch::N,молоко,үсн
415,Tee::N,чай,цә
416,Leder::N,шкіра,арсн
417,Wolle::N,шерсть,утцн
418,Wolle::N,шерсть,эд
419,Stoff::N,тканина,эд
420,Nadel::N,голка,зүн
421,Faden::N,нитка,утцн
422,Knopf::N,ґудзик,товч
423,Knoten::N,вузол,зәңгдә
424,Farbe::N,фарба,будг
425,Kleidung::N,одяг,хувцн
426,Kleidung::N,одяг,хувц-хунр
427,Kleidung::N,убрання,хувцн
428,Kleidung::N,убрання,хувц-хунр
429,Hemd::N,сорочка,киилг
430,Kragen::N,комір,зах
431,Ärmel::N,рукав,ханцн
432,Hose::N,брюки,шалвур
433,Gürtel::N,пояс,бүс
434,Mütze::N,шапка,махла
435,Schuh::N,ботинок,башмгуд
436,Stiefel::N,чобіт,һосн
437,Ring::N,кільце,билцг
438,Band::N,стрічка,лент
439,Kamm::N,гребінець,сам
440,Spiegel::N,дзеркало,толь
441,Riemen::N,ремінь,бүс
442,Schnur::N,вірьовка,деесн
443,Leine::N,шворка,бурнтг
444,Leine::N,шворка,нохан көтлвр
445,Decke::N,ковдра,көнҗл
446,Kissen::N,подушка,дер
447,Tuch::N,хустка,альчур
448,Handtuch::N,рушник,полотенц
449,Handtuch::N,рушник,һар-нүүрин альчур
450,Kraft::N,сила,күчн
451,Stärke::N,сила,чидл
452,Gesundheit::N,здоров’я,эрүл-менд
453,Krankheit::N,хвороба,өвчн
454,Schmerz::N,біль,өвдлһн
455,Wunde::N,рана,шав
456,Fieber::N,гарячка,безг
457,Arznei::N,ліки,эм
458,Brücke::N,міст,тагт
459,Brunnen::N,колодязь,худг
460,Weide::N,пасовище,малын идг
461,Pfad::N,стежка,цувг
462,Weg::N,шлях,хаалһ
463,Weg::N,дорога,хаалһ
464,Straße::N,вулиця,зам
465,Dorf::N,село,хотн
466,Stadt::N,місто,балһсн
467,Brief::N,лист,бичг
468,Buch::N,книга,дегтр
469,Buch::N,книжка,дегтр
470,Buchstabe::N,буква,үзг
471,Buchstabe::N,літера,үзг
472,Zeitung::N,газета,газет
473,Leben::N,життя,җирһл
474,Tod::N,смерть,үкл
475,Tod::N,смерть,өңгрлһн
476,Grab::N,могила,оршалһна нүкн
477,Kirche::N,церква,чонҗ
478,Sünde::N,гріх,нүл
479,Sünde::N,гріх,килнц
480,Gott::N,бог,бурхн
481,Arbeiter::N,робітник,көдлмшч
482,Chef::N,хазяїн,толһач
483,Meister::N,умілець,урн
484,Arzt::N,лікар,эмч
485,Lehrer::N,вчитель,багш
486,Geld::N,гроші,мөңгн
487,Geschäft::N,заняття,көдлмш
488,Laden::N,магазин,лавк
489,Laden::N,крамниця,лавк
490,Preis::N,ціна,үн
491,Ware::N,товар,эд-тавр
492,Nutzen::N,вигода,олз
493,Nutzen::N,користь,олз
494,Reichtum::N,багатство,зөөр
495,Welt::N,світ,орчлң
496,Welt::N,світ,делкә
497,Land::N,країна,орн-нутг
498,Staat::N,держава,государств
499,König::N,король,хан
500,Macht::N,влада,йосн
501,Grenze::N,кордон,меҗә
502,Krieg::N,війна,дән
503,Feind::N,ворог,дәәсн
504,Gewalt::N,насильство,күч һарһлһн
505,Kampf::N,бій,ноолдан
506,Kampf::N,бій,бәрлдлһн
507,Kampf::N,боротьба,ноолдан
508,Kampf::N,боротьба,бәрлдлһн
509,Bogen[Waffe]::N,лук,саадг
510,Pfeil::N,стріла,сумн
511,Gewehr::N,рушниця,бу
512,Gewehr::N,гвинтівка,бу
513,Fehler::N,помилка,алдг
514,Lüge::N,брехня,худл
515,Schaden::N,шкода,хорлт
516,Schaden::N,збиток,хорлт
517,Unglück::N,нещастя,гүрм
518,Schuld::N,провина,гем
519,Schuld::N,провина,буру
520,Alter::N,вік,насн
521,Alter::N,літа,насн
522,Schluss::N,кінець,чилгч
523,Zeit::N,час,цаг
524,Tag::N,день,өдр
525,Morgen::N,ранок,өрүн
526,Mittag::N,південь,үд
527,Abend::N,вечір,асхн
528,Nacht::N,ніч,сө
529,Woche::N,тиждень,долан хонг
530,Monat::N,місяць,сар
531,Jahr::N,рік,җил
532,Frühling::N,весна,хавр
533,Sommer::N,літо,зун
534,Herbst::N,осінь,намр
535,Winter::N,зима,үвл
536,Januar::N,січень,январь
537,Februar::N,лютий,февраль
538,März::N,березень,март
539,März::N,березень,моһа сар
540,April::N,квітень,апрель
541,Mai::N,травень,май
542,Juni::N,червень,июнь
543,Juni::N,червень,мөчн сар
544,Juli::N,липень,июль
545,August::N,серпень,август
546,September::N,вересень,һаха сар
547,Oktober::N,жовтень,октябрь
548,November::N,листопад,ноябрь
549,November::N,листопад,үкр сар
550,Dezember::N,грудень,бар сар
551,Montag::N,понеділок,понедельник
552,Dienstag::N,вівторок,вторник
553,Mittwoch::N,середа,среда
554,Mittwoch::N,середа,үлмҗ өдр
555,Donnerstag::N,четвер,четверг
556,Donnerstag::N,четвер,пүрвә өдр
557,Freitag::N,п’ятниця,пятниц
558,Samstag::N,субота,суббот
559,Sonntag::N,неділя,нарн өдр
560,Sonntag::N,неділя,воскресень
561,groß::A,великий,ик
562,klein::A,малий,бичкн
563,klein::A,маленький,бичкн
564,lang::A,довгий,ут
565,kurz::A,короткий,оһтр
566,breit::A,широкий,өргн
567,schmal::A,вузький,уутьхн
568,dicht::A,густий,нигт
569,dick[Gegenstand]::A,товстий,зузан
570,dünn::A,тонкий,нимгн
571,fein::A,дрібний,нәрхн
572,fest::A,міцний,бат
573,flach::A,плоский,хавтха
574,glatt::A,рівний,тегш
575,glatt::A,рівний,тиньгр
576,glatt::A,гладенький,тегш
577,glatt::A,гладенький,тиньгр
578,hart::A,твердий,хату
579,weich::A,м’який,җөөлн
580,weich::A,м’який,җөөлкн
581,rund::A,круглий,төгрг
582,spitz::A,гострокінцевий,шовһр
583,scharf::A,гострий,хурц
584,stumpf::A,тупий,мука
585,schwer::A,важкий,күнд
586,schön::A,вродливий,сәәхн
587,heiß::A,жаркий,халун
588,heiß::A,гарячий,халун
589,warm::A,теплий,дулан
590,kalt::A,холодний,киитн
591,kühl::A,прохолодний,серүн
592,frisch::A,свіжий,серүн
593,feucht::A,вогкий,чиигтә
594,nass::A,мокрий,чиигтә
595,trocken::A,сухий,хагсу
596,voll::A,повний,дүүрң
597,leer::A,пустий,сул
598,leer::A,пустий,хоосн
599,offen::A,відкритий,секәтә
600,geschlossen::A,закритий,хаалһата
601,geschlossen::A,зачинений,хаалһата
602,sauber::A,чистий,цевр
603,sauber::A,охайний,цевр
604,schmutzig::A,брудний,киртә
605,roh::A,сирий,түүкә
606,reif::A,зрілий,болсн
607,lecker::A,смачний,әмтәхн
608,süß::A,солодкий,әмтәхн
609,bitter::A,гіркий,һашун
610,bitter::A,гіркий,һашута
611,sauer::A,кислий,ишклң
612,hell::A,світлий,герлтә
613,dunkel::A,темний,харңһу
614,schwarz::A,чорний,хар
615,weiß::A,сивий,цаһан
616,rot::A,червоний,улан
617,gelb::A,жовтий,шар
618,blau::A,синій,көк
619,grün::A,зелений,көк
620,grau::A,сірий,бор
621,bunt::A,барвистий,алг
622,bunt::A,барвистий,эрәтә
623,billig::A,дешевий,кимд
624,teuer::A,дорогий,үнтә
625,wertvoll::A,цінний,үнтә
626,wertvoll::A,цінний,эрднь
627,blind::A,сліпий,сохр
628,taub::A,глухий,дүлә
629,kräftig::A,могутній,күчтә
630,stark::A,сильний,чаңһ
631,schwach::A,слабкий,күчн тату
632,fett::A,жирний,тарһн
633,fett::A,товстий,тарһн
634,schlank::A,тонкий,эццн
635,schlank::A,стрункий,эццн
636,hübsch::A,чарівний,көркхн
637,böse::A,злий,уурта
638,böse::A,лихий,уурта
639,dumm::A,дурний,тенг
640,faul::A,ледачий,залху
641,fleißig::A,старанний,кинән
642,fleißig::A,старанний,кинмһә
643,geizig::A,скупий,ховдг
644,klug::A,мудрий,ухата
645,klug::A,розумний,ухата
646,geschickt::A,умілий,чадмг
647,lieb::A,милий,эңкр
648,lustig::A,веселий,сергмҗтә
649,lustig::A,веселий,җирһлтә
650,sanft::A,лагідний,номһн
651,hungrig::A,голодний,өлн
652,hungrig::A,голодний,харһнсн
653,krank::A,слабий,өвчтә
654,krank::A,слабий,шалтгта
655,nackt::A,голий,нүцкн
656,traurig::A,сумний,һундлта
657,lebendig::A,живий,әмд
658,gut::A,добрий,сән
659,schlecht::A,поганий,му
660,schlecht::A,кепський,му
661,richtig::A,правильний,зөвтә
662,schlimm::A,бридкий,җигшүртә
663,wahr::A,справжній,үнн
664,wahr::A,справжній,мөн
665,alt::A,старий,хуучн
666,neu::A,новий,шин
667,ehemalig::A,колишній,хуучн
668,alt[Lebewesen]::A,старий,көгшн
669,jung::A,молодий,баһ
670,arm::A,бідний,угатя
671,reich::A,багатий,байн
672,bekannt::A,знайомий,таньл
673,bekannt::A,знайомий,таньдг
674,berühmt::A,славетний,туурсн
675,fremd::A,чужий,күүнә
676,verschieden::A,різний,әдл биш
677,verschieden::A,різний,йилһәтә
678,nah::A,близький,өөрхн
679,fern::A,далекий,хол
680,linker::A,лівий,зүн
681,rechter::A,правий,барун
682,anderer::A,інакший,талдан
683,erster::A,перший,негдгч
684,zweiter::A,другий,хойрдгч
685,dritter::A,третій,һурвдгч
686,letzter::A,останній,отхн
687,allein::ADV,сам,һанцарн
688,allein::ADV,один,һанцарн
689,auf einmal::ADV,відразу,нег дәкҗ
690,zusammen::ADV,разом,хамдан
691,zusammen::ADV,спільно,хамдан
692,lange::ADV,довго,удан
693,plötzlich::ADV,раптом,генткн
694,sofort::ADV,зараз,дарунь
695,später::ADV,пізніше,сүүлд
696,jetzt::ADV,тепер,ода
697,heute::ADV,сьогодні,эндр
698,morgen::ADV,завтра,маңһдур
699,bald::ADV,незабаром,дарунь
700,dann::ADV,потім,дәкәд
701,gestern::ADV,вчора,өцклдүр
702,einst::ADV,колись,нег саамд
703,damals::ADV,тоді,тиигхд
704,danach::ADV,згодом,тегәд
705,vorher::ADV,раніше,урд
706,zuerst::ADV,спершу,түрүләд
707,zuerst::ADV,спочатку,түрүләд
708,einmal::ADV,один раз,нег дәкҗ
709,manchmal::ADV,іноді,зәрмдән
710,manchmal::ADV,інколи,зәрмдән
711,oft::ADV,часто,хара биш
712,oft::ADV,часто,хатяр биш
713,oft::ADV,часто,дару-дарунь
714,immer::ADV,завжди,оньдинд
715,niemals::ADV,ніколи,кезә чмгн биш
716,hier::ADV,тут,энд
717,hier::ADV,тут,энүнд
718,hierhin::ADV,сюди,нааран
719,von hier::ADV,звідси,эндәс
720,dort::ADV,там,тенд
721,dorthin::ADV,туди,тиигән
722,geradeaus::ADV,прямо,шуд
723,vorwärts::ADV,вперед,уралан
724,rückwärts::ADV,назад,гедргән
725,zurück::ADV,назад,хәрү
726,unten::ADV,внизу,дор
727,hinab::ADV,вниз,дор
728,hinab::ADV,вниз,доракшан
729,oben::ADV,вгорі,деер
730,hinauf::ADV,вгору,өөдән
731,hinauf::ADV,вгору,деер
732,überall::ADV,скрізь,альд болв чигн
733,nicht::ADV,не,эс
734,nicht::ADV,не,биш
735,nicht::ADV,не,бичә
736,ein wenig::ADV,трохи,баахн
737,ein wenig::ADV,трохи,баахнар
738,ein wenig::ADV,небагато,баахн
739,ein wenig::ADV,небагато,баахнар
740,kaum::ADV,ледве,әрә
741,sehr::ADV,дуже,йир
742,so::ADV,так,иигҗ
743,noch::ADV,ще,ода чигн
744,nur::ADV,лише,һанцхн
745,nur::ADV,тільки,һанцхн
746,schon::ADV,вже,одх
747,wieder::ADV,знову,бас
748,vergebens::ADV,дарма,киидән
749,vor::PRP,перед,урд
750,hinter::PRP,ззаду,ца
751,hinter::PRP,позаду,ца
752,unter::PRP,під,дор
753,durch::PRP,крізь,ивт
754,durch::PRP,крізь,дундаһур
755,neben::PRP,біля,хаҗуд
756,zwischen::PRP,між,хоорнд
757,wegen::PRP,з-за,көлтә
758,wegen::PRP,з-за,деерәс
759,wegen::PRP,через,көлтә
760,wegen::PRP,через,деерәс
761,dies::PRN,це,эн
762,das::PRN,то,тер
763,alles::PRN,все,цуһар
764,ich::PRN,я,би
765,du::PRN,ти,чи
766,er::PRN,він,тер
767,wir::PRN,ми,мадн
768,ihr::PRN,ви,та
769,sie::PRN,вони,тедн
770,was::FPRN,що,юн
771,wer::FPRN,хто,кен
772,wo::FADV,де,хама
773,wohin::FADV,куди,хамаран
774,wie::FADV,як,яһҗ
775,wie::FADV,як,яһад
776,warum::FADV,чому,юңгад
777,wieviel::FNUM,скільки,кедү
778,eins::NUM,один,негн
779,zwei::NUM,два,хойр
780,drei::NUM,три,һурвн
781,vier::NUM,чотири,дөрвн
782,fünf::NUM,п’ять,тавн
783,sechs::NUM,шість,зурһан
784,sieben::NUM,сім,долан
785,acht::NUM,вісім,нәәмн
786,neun::NUM,дев’ять,йисн
787,zehn::NUM,десять,арвн
788,elf::NUM,одинадцять,арвн негн
789,zwölf::NUM,дванадцять,арвн хойр
790,zwanzig::NUM,двадцять,хөрн
791,dreißig::NUM,тридцять,һучн
792,vierzig::NUM,сорок,дөчн
793,fünfzig::NUM,п’ятдесят,тәвн
794,sechzig::NUM,шістдесят,җирн
795,siebzig::NUM,сімдесят,далн
796,achtzig::NUM,вісімдесят,найн
797,neunzig::NUM,дев’яносто,йирн
798,hundert::NUM,сто,зун
799,tausend::NUM,тисяча,миңһн
800,und::CNJ,і,болн
801,oder::CNJ,або,эс гиҗ
802,oder::CNJ,або,эс гихлә
803,stehen::V,стояти,зогсх
