,Concept_ID,ja,ko
207,Frau::N,女,여자
208,Frau::N,女性,여자
209,Kind::N,子,아이
210,Kind::N,子供,아이
211,Junge::N,男の子,소녁
212,Mädchen::N,女の子,소녀
213,Familie::N,家族,가족
214,Großvater::N,祖父,할아버지
215,Großvater::N,おじいさん,할아버지
216,Großmutter::N,祖母,할머니
217,Großmutter::N,おばあさん,할머니
218,Eltern::N,親,어버오
219,Eltern::N,両親,어버오
220,Vater::N,父,아버지
221,Vater::N,お父さん,아버지
222,Mutter::N,母,어머니
223,Mutter::N,お母さん,어머니
224,Sohn::N,息子,아들
225,Sohn::N,息子さん,아들
226,Tochter::N,娘,딸기
227,Tochter::N,お嬢さん,딸기
228,Bruder::N,弟,형제
229,Schwester::N,妹,누이
230,Onkel::N,伯父,백부
231,Onkel::N,伯父さん,백부
232,Tante::N,叔母,아주머니
233,Tante::N,叔母さん,아주머니
234,Ehemann::N,夫,남편
235,Ehemann::N,主人,남편
236,Ehefrau::N,妻,아내
237,Ehefrau::N,奥さん,아내
238,Freude::N,喜び,기쁨
239,Gelächter::N,笑い,웃음
240,Glück::N,幸せ,즐거움
241,Kummer::N,悩み,슬픔
242,Wunsch::N,希望,소망
243,Lust::N,気,
244,Geist::N,精神,할기
245,Gedanke::N,考え,상념
246,Gedächtnis::N,記憶,기억
247,Verstand::N,理解力,분별
248,Verstand::N,理解力,지능
249,Sinn::N,意味,센스
250,Grund::N,理由,까닭
251,Wahrheit::N,真実,참
252,Wahrheit::N,真実,진실
253,Gespräch::N,会話,대화
254,Märchen::N,童話,동화
255,Erzählung::N,物語,이야기
256,Nachricht::N,報告,
257,Neuigkeit::N,ニュース,뉴스
258,Name::N,名前,이름
259,Rätsel::N,謎,수수께끼
260,Rede::N,演説,연설
261,Sprache::N,言語,말
262,Stimme::N,声,목소리
263,Wort::N,言葉,낱말
264,Zeichen::N,記号,신호
265,Ruf::N,呼び声,부름
266,Lärm::N,騒音,소동
267,Laut::N,音,음성
268,Ton::N,音,목소리
269,Lied::N,歌,노래
270,Ruhe::N,静けさ,쉼
271,Leute::N,人々,사람들
272,Volk::N,民族,국중
273,Arbeit::N,仕事,근로
274,Arbeit::N,仕事,너무
275,Gast::N,客,손님
276,Geschenk::N,贈り物,행하
277,Spiel::N,遊び,무리
278,Gesellschaft::N,社会,교제
279,Hilfe::N,援助,거들음
280,Hilfe::N,援助,보좌
281,Freund::N,友達,친구
282,Kamerad::N,同志,동실자
283,Angelegenheit::N,件,용무
284,Anzahl::N,数,어떤
285,Anzahl::N,数,수
286,Art::N,種類,정류
287,Stück::N,部分,일부분
288,Teil::N,部分,몱
289,Teil::N,部分,구훠
290,Hälfte::N,半分,2분의
291,Kreis::N,円,고리
292,Kreuz::N,十字,열십자
293,Linie::N,線,선
294,Strich::N,線,스침
295,Abstand::N,距離,거리
296,Entfernung::N,距離,거리
297,Gegend::N,辺,곳
298,Gegend::N,辺,부금
299,Gegend::N,地域,곳
300,Gegend::N,地域,부금
301,Platz::N,ゆとり,장소
302,Ort::N,所,장소
303,Ort::N,場所,장소
304,Seite::N,横,옆면
305,Mitte::N,真ん中,궁간
306,Gegenstand::N,物件,항목
307,Sache::N,物,뭉에
308,Rand::N,端,가
309,Kante::N,縁,귀퉁
310,Ecke::N,角,구석
311,Spitze::N,先頭,끝
312,Spitze::N,先頭,참단
313,Ende::N,端,말당
314,Loch::N,穴,빙옷
315,Winkel::N,片隅,각도
316,Muster::N,模様,본
317,Muster::N,模様,견복
318,Größe::N,大きさ,신장
319,Länge::N,長さ,길이긺
320,Höhe::N,高さ,높이
321,Gewicht::N,重さ,추
322,Menge::N,量,수양
323,Haufen::N,堆積,퇴적
324,Reihe::N,並び,열
325,Boot::N,ボート,보트
326,Ruder::N,オール,노
327,Schlitten::N,そり,썰매
328,Ski::N,スキー,스키
329,Lagerfeuer::N,篝火,캠프의 모닥불
330,Last::N,荷物,무거운짐
331,Gang::N,歩み,걸음
332,Schritt::N,歩,보조
333,Norden::N,北,북쪽 
334,Süden::N,南,남쪽
335,Westen::N,西,서쪽
336,Osten::N,東,동쪽
337,Holz::N,木,목재
338,Holz::N,木材,목재
339,Brett::N,板,마루널
340,Platte::N,盤,탤
341,Platte::N,盤,금속판
342,Stütze::N,支柱,버팀목
343,Stange::N,棒,장대
344,Stock::N,杖,막대기
345,Stab::N,棒,작대기
346,Rohr::N,管,갈대
347,Haus::N,家,집
348,Heim::N,家,집
349,Ofen::N,ストーブ,아궁이
350,Fußboden::N,床,마루
351,Tisch::N,机,탁자
352,Stuhl::N,椅子,의자
353,Wiege::N,揺籃,발상지
354,Bett::N,ベッド,침대
355,Regal::N,棚,서가
356,Kiste::N,箱,짐궤
357,Fenster::N,窓,눔
358,Tür::N,戸,문
359,Tür::N,ドア,문
360,Tor::N,門,대문
361,Zaun::N,垣根,담장
362,Dach::N,屋根,지붕
363,Leiter::N,梯子,사닥다리
364,Besen::N,ほうき,비
365,Spaten::N,スコップ,가래
366,Schaufel::N,シャベル,삽
367,Gabel::N,フォーク,갈래
368,Löffel::N,スプーン,숟가락
369,Messer::N,ナイフ,나이프
370,Nagel::N,釘,발툽
371,Netz::N,網,그물
372,Haken::N,鉤,갈고리
373,Haken::N,フック,갈고리
374,Griff::N,取っ手,움켜쥠
375,Schloss::N,錠,자물쇠
376,Bild::N,絵,그림
377,Figur::N,像,몸메
378,Puppe::N,人形,인형
379,Beutel::N,袋,클
380,Bündel::N,束,자근다발
381,Bündel::N,包み,자근다발
382,Tasche::N,かばん,가방
383,Eimer::N,バケツ,동이
384,Deckel::N,蓋,뚜껑
385,Geschirr::N,食器,식시
386,Sack::N,袋,조갑
387,Tasse::N,カップ,차잔
388,Topf::N,鍋,단지
389,Kessel::N,釜,주전자
390,Essen::N,食事,먹기
391,Nahrung::N,食物,식료
392,Speise::N,料理,음식물
393,Fleisch::N,肉,고기
394,Getreide::N,麦,곡물
395,Getreide::N,穀物,곡물
396,Brei::N,粥,젤리
397,Brot::N,パン,빵
398,Scheibe::N,枚,원반
399,Scheibe::N,切れ,원반
400,Fett::N,脂肪,기름
401,Butter::N,バター,버터
402,Öl::N,油,올리브유
403,Salz::N,塩,소금
404,Suppe::N,スープ,국
405,Suppe::N,スープ,수프
406,Honig::N,蜂蜜,감미
407,Milch::N,牛乳,유즙
408,Tee::N,茶,차
409,Tee::N,お茶,차
410,Leder::N,革,가죽
411,Wolle::N,毛糸,양털
412,Stoff::N,布,패료
413,Nadel::N,針,바늘
414,Faden::N,糸,콘실
415,Knopf::N,ボタン,단추
416,Knoten::N,結び目,곁절
417,Farbe::N,ペンキ,색
418,Kleidung::N,衣服,옷입기
419,Hemd::N,シャツ,속옷
420,Kragen::N,襟,깃
421,Ärmel::N,袖,소매
422,Hose::N,ズボン,바지
423,Gürtel::N,帯,밴드
424,Gürtel::N,ベルト,밴드
425,Mütze::N,帽子,모자
426,Schuh::N,靴,구두
427,Stiefel::N,ブーツ,장화
428,Ring::N,輪,고리
429,Band::N,リボン,리본
430,Kamm::N,櫛,빗
431,Spiegel::N,鏡,거울
432,Riemen::N,緒,가죽끈
433,Schnur::N,紐,밧줄
434,Leine::N,綱,고삐줄
435,Decke::N,掛け布団,이부자리
436,Kissen::N,枕,깔개
437,Tuch::N,スカーフ,천
438,Handtuch::N,タオル,수건
439,Kraft::N,力,세력
440,Stärke::N,強さ,힘
441,Gesundheit::N,健康,위생
442,Krankheit::N,病気,병
443,Schmerz::N,痛み,아픔고통
444,Wunde::N,傷,상처
445,Fieber::N,熱,열별
446,Arznei::N,薬,약
447,Brücke::N,橋,교량
448,Brunnen::N,井戸,원천
449,Weide::N,牧場,목장
450,Pfad::N,小路,좁은길
451,Weg::N,道,길
452,Straße::N,街道,길
453,Dorf::N,村,촌
454,Dorf::N,村,촌락
455,Stadt::N,町,도시
456,Stadt::N,都市,도시
457,Brief::N,手紙,서한
458,Buch::N,本,책
459,Buchstabe::N,文字,문자
460,Zeitung::N,新聞,신문
461,Leben::N,生活,삶
462,Tod::N,死,죽음
463,Grab::N,墓,무덤
464,Kirche::N,教会,교회
465,Sünde::N,罪,부정
466,Gott::N,神,하느님
467,Arbeiter::N,労働者,일하는사람
468,Chef::N,上司,사장
469,Meister::N,達人,명인
470,Meister::N,達人,대가
471,Meister::N,マイスター,명인
472,Meister::N,マイスター,대가
473,Arzt::N,医者,의사
474,Lehrer::N,先生,교사
475,Geld::N,金,돈
476,Geschäft::N,取り引き,일
477,Laden::N,店,가게
478,Preis::N,値段,가격
479,Ware::N,商品,상품
480,Nutzen::N,利益,이익
481,Reichtum::N,豊かさ,많음
482,Welt::N,世界,세상
483,Land::N,国,지방
484,Staat::N,国家,국가
485,König::N,国王,국왕
486,Macht::N,権力,힘
487,Grenze::N,国境,국경
488,Krieg::N,戦争,전쟁
489,Feind::N,敵,적
490,Gewalt::N,暴力,권력
491,Kampf::N,戦い,전투
492,Bogen[Waffe]::N,弓,활
493,Pfeil::N,矢,화살
494,Gewehr::N,銃,무기
495,Fehler::N,間違い,오류
496,Lüge::N,嘘,거짓말
497,Schaden::N,損害,손상
498,Unglück::N,不幸,불행
499,Schuld::N,罪,부채
500,Alter::N,年,연령
501,Alter::N,年齢,연령
502,Schluss::N,終わり,마감
503,Zeit::N,時,때
504,Zeit::N,時,시간
505,Zeit::N,時間,때
506,Zeit::N,時間,시간
507,Tag::N,日,하루
508,Morgen::N,朝,이침
509,Mittag::N,昼,대낮
510,Abend::N,晩,저녁
511,Abend::N,夕方,저녁
512,Nacht::N,夜,밤
513,Woche::N,週,근무일
514,Monat::N,月,달
515,Jahr::N,年,해
516,Frühling::N,春,봄
517,Sommer::N,夏,여름
518,Herbst::N,秋,가을
519,Winter::N,冬,겨울
520,Januar::N,一月,일월
521,Februar::N,二月,이월
522,März::N,三月,삼월
523,April::N,四月,사월
524,Mai::N,五月,오월
525,Juni::N,六月,유월
526,Juli::N,七月,칠월
527,August::N,八月,팔월
528,September::N,九月,구월
529,Oktober::N,十月,시월
530,November::N,十一月,십일월
531,Dezember::N,十二月,십이월
532,Montag::N,月曜日,월요일
533,Dienstag::N,火曜日,화요일
534,Mittwoch::N,水曜日,수요일
535,Donnerstag::N,木曜日,모교일
536,Freitag::N,金曜日,그묘일
537,Samstag::N,土曜日,토요일
538,Sonntag::N,日曜日,일요일
539,groß::A,大きい,큰
540,klein::A,小さい,자근
541,lang::A,長い,긴
542,kurz::A,短い,짧은
543,breit::A,広い,넓은
544,schmal::A,狭い,좁은
545,dicht::A,密な,농밀한
546,dick[Gegenstand]::A,厚い,두꺼운
547,dünn::A,薄い,얇은
548,fein::A,細い,미세한
549,fest::A,硬い,굳은
550,flach::A,平らな,얕은
551,glatt::A,滑らかな,반들반들한
552,hart::A,堅い,굳은
553,weich::A,柔らかい,연한
554,rund::A,丸い,둥근
555,spitz::A,尖った,뾰족한
556,scharf::A,鋭い,날카로운
557,stumpf::A,鈍い,무딘
558,schwer::A,重い,무거운
559,schön::A,綺麗な,멋진
560,heiß::A,熱い,뜨거운
561,warm::A,温かい,따뜻한
562,kalt::A,寒い,찬
563,kalt::A,冷たい,찬
564,kühl::A,涼しい,서늘한
565,frisch::A,ひんやりした,신선한
566,feucht::A,湿った,축축한
567,nass::A,濡れた,젖은
568,trocken::A,乾いた,마른
569,voll::A,いっぱいの,완전한
570,leer::A,空の,빈
571,offen::A,開いた,열린
572,geschlossen::A,閉まった,닫힌
573,sauber::A,清潔な,깨끗한
574,schmutzig::A,汚い,더러운
575,roh::A,生の,날게잇의
576,reif::A,熟した,이근
577,lecker::A,美味しい,맛있는
578,süß::A,甘い,단
579,bitter::A,苦い,찌르는듯한
580,sauer::A,酸っぱい,산성의
581,hell::A,明るい,밝은
582,dunkel::A,暗い,어두운
583,schwarz::A,黒い,검은
584,weiß::A,白い,하얀
585,rot::A,赤い,붉은
586,gelb::A,黄色い,황색
587,blau::A,青い,푸른
588,grün::A,緑の,녹색의
589,grau::A,灰色の,회색의
590,bunt::A,色取り取りの,알록달록한
591,billig::A,安い,싼
592,teuer::A,高い,값비산
593,wertvoll::A,貴重な,가치가많은
594,blind::A,盲目の,눈먼
595,taub::A,耳が聞こえない,무감간한
596,kräftig::A,強力な,강장한
597,stark::A,強い,강한
598,schwach::A,弱い,약한
599,fett::A,太った,실찐
600,schlank::A,ほっそりした,호리호리한
601,hübsch::A,素敵な,예쁜
602,böse::A,悪い,나쁜
603,dumm::A,馬鹿な,어리석은
604,faul::A,怠惰な,너덜너덜한
605,fleißig::A,勤勉な,근면한
606,geizig::A,けちな,인색한
607,klug::A,賢い,
608,klug::A,頭のいい,
609,geschickt::A,器用な,교묘한
610,lieb::A,愛らしい,친애하는
611,lustig::A,楽しい,유쾌한
612,sanft::A,温和な,온화한
613,hungrig::A,空腹の,배고픈
614,krank::A,病気の,병든
615,nackt::A,裸の,벌거벗은
616,traurig::A,悲しい,슬픈
617,lebendig::A,生きた,살아있는
618,gut::A,良い,좋은
619,schlecht::A,悪い,나쁜
620,schlecht::A,駄目な,나쁜
621,richtig::A,正しい,바른
622,schlimm::A,ひどい,못된
623,wahr::A,本当の,참된
624,alt::A,古い,늙은
625,neu::A,新しい,새
626,ehemalig::A,以前の,전의
627,alt[Lebewesen]::A,年を取った,낡은
628,jung::A,若い,젊은
629,arm::A,貧乏な,가난한
630,reich::A,裕福な,풍부한
631,bekannt::A,有名な,저명한
632,berühmt::A,有名な,유명한
633,fremd::A,見知らぬ,타처이
634,verschieden::A,色々な,따른
635,nah::A,近い,가까운
636,fern::A,遠い,먼
637,linker::A,左の,왼쭉의
638,rechter::A,右の,오른쪽의
639,anderer::A,別の,다른
640,erster::A,一番目,첫째
641,zweiter::A,二番目,둘째
642,dritter::A,三番目,셋째
643,letzter::A,最後の,의후자의
644,allein::ADV,一人で,훌로
645,auf einmal::ADV,同時に,갑자기
646,zusammen::ADV,一緒に,모아서
647,lange::ADV,長い間,오래
648,plötzlich::ADV,急に,둘연한
649,sofort::ADV,すぐに,즉시
650,später::ADV,後で,보다늦은
651,jetzt::ADV,今,목하
652,heute::ADV,今日,오늘
653,morgen::ADV,明日,내일
654,bald::ADV,間もなく,곱
655,dann::ADV,それから,그경우에
656,gestern::ADV,昨日,어제
657,einst::ADV,過去に,옛날에
658,damals::ADV,あの時,그때에
659,danach::ADV,その後で,그 뒤에
660,vorher::ADV,以前に,미리
661,zuerst::ADV,まず,최초로
662,zuerst::ADV,最初に,최초로
663,einmal::ADV,一回,한번
664,manchmal::ADV,時々,땓대로
665,oft::ADV,よく,땓대로
666,immer::ADV,いつも,늘
667,niemals::ADV,一度も...ない,결코...(하지)않다
668,hier::ADV,こちら,여기
669,hierhin::ADV,ここへ,여기로
670,hierhin::ADV,こちらへ,여기로
671,von hier::ADV,ここから,
672,dort::ADV,そちら,거기
673,dorthin::ADV,そこへ,저기예
674,dorthin::ADV,そちらへ,저기예
675,geradeaus::ADV,真っ直ぐに,곧장
676,vorwärts::ADV,前へ,앞으로
677,rückwärts::ADV,後ろへ,뒤로
678,zurück::ADV,後ろへ,제자리로
679,unten::ADV,下に,아래에
680,hinab::ADV,下へ,아래쪽으로
681,oben::ADV,上に,위에
682,hinauf::ADV,上へ,위쪽으로
683,überall::ADV,どこでも,도처에
684,nicht::ADV,ない,안
685,ein wenig::ADV,少し,적음
686,ein wenig::ADV,ちょっと,적음
687,kaum::ADV,ほとんど～ない,가의
688,sehr::ADV,とても,자주
689,so::ADV,こう,그와같이
690,noch::ADV,まだ,아직
691,nur::ADV,～だけ,다만
692,schon::ADV,もう,이미
693,wieder::ADV,再び,다시
694,vergebens::ADV,無駄に,헛되이
695,vor::PRP,前に,앞에
696,hinter::PRP,後ろに,뒤에
697,unter::PRP,下に,잍에
698,durch::PRP,通して,통고하여
699,neben::PRP,横に,와나란히
700,zwischen::PRP,間に,의사이로
701,wegen::PRP,為に,때문에
702,wegen::PRP,せいで,때문에
703,dies::PRN,これ,이
704,das::PRN,それ,저
705,alles::PRN,全部,모든것
706,ich::PRN,私,나
707,du::PRN,あなた,너
708,er::PRN,彼,그
709,wir::PRN,私達,우리
710,ihr::PRN,あなた達,너희들
711,sie::PRN,彼ら,그들
712,was::FPRN,何,뭣
713,wer::FPRN,誰,누구
714,wer::FPRN,どなた,누구
715,wo::FADV,どこ,어디
716,wo::FADV,どこに,어디
717,wohin::FADV,どこへ,어디로
718,wie::FADV,どう,어떻게
719,warum::FADV,何故,왜
720,warum::FADV,どうして,왜
721,wieviel::FNUM,どのくらい,얼마만큰
722,eins::NUM,一,하나
723,zwei::NUM,二,둘
724,zwei::NUM,二つ,둘
725,drei::NUM,三,셋
726,drei::NUM,三つ,셋
727,vier::NUM,四,넷
728,vier::NUM,四つ,넷
729,fünf::NUM,五,다섯
730,fünf::NUM,五つ,다섯
731,sechs::NUM,六,여섯
732,sechs::NUM,六つ,여섯
733,sieben::NUM,七,일곱
734,sieben::NUM,七つ,일곱
735,acht::NUM,八,여덟
736,acht::NUM,八つ,여덟
737,neun::NUM,九,아홉
738,neun::NUM,九つ,아홉
739,zehn::NUM,十,열
740,elf::NUM,十一,열하나
741,zwölf::NUM,十二,열둘
742,zwanzig::NUM,二十,스물
743,dreißig::NUM,三十,서름
744,vierzig::NUM,四十,마흔
745,fünfzig::NUM,五十,숸
746,sechzig::NUM,六十,에순
747,siebzig::NUM,七十,일흔
748,achtzig::NUM,八十,여든
749,neunzig::NUM,九十,아흔
750,hundert::NUM,百,백
751,tausend::NUM,千,천
752,und::CNJ,-と,와
753,und::CNJ,そして,와
754,oder::CNJ,或いは,아니면
755,stehen::V,立っている,서다
756,sitzen::V,座っている,앉다
757,liegen::V,横になっている,눕다
758,hängen::V,掛かっている,달다
759,werden::V,なる,되다
760,passieren::V,起こる,지장옶다
761,beginnen::V,始まる,시작되다
762,enden::V,終わる,큳내다
763,wechseln::V,変わる,병경하다
764,aufgehen[Sonne]::V,出る,뜨다
765,untergehen[Sonne]::V,沈む,지다
766,scheinen[Sonne]::V,輝く,빛나다
767,donnern::V,雷が鳴る,천둥치다
768,wehen::V,吹く,풀다
769,strömen::V,流れる,흐르다
770,fließen::V,流れる,흐르다
771,sich drehen::V,回転する,돌다
772,schwanken::V,揺れる,동요하다
773,schwingen::V,振動する,흔들다
774,fallen::V,落ちる,떨어지다
775,brennen::V,燃える,타다
776,rauchen::V,煙を出す,김이나다
777,regnen::V,雨が降る,비가오다
778,gefrieren::V,凍る,얼다
779,tauen::V,溶ける,녹다
780,schmelzen::V,溶ける,녹다
781,trocknen::V,乾く,홈치다
782,sieden::V,沸く,끓다
783,faulen::V,腐る,부패하다
784,verfaulen::V,朽ちる,썩다
785,reißen::V,切れる,지바찢다
786,versinken::V,沈む,가라앉다
787,vergehen::V,経つ,지나가다
788,erscheinen::V,現れる,나타나다
789,verschwinden::V,消える,사라지다
790,sinken::V,下がる,가라앉다
791,abnehmen::V,減る,떼어내다
792,zunehmen::V,増える,증가하다
793,steigen::V,上がる,상승하다
794,wachsen::V,伸びる,생기하다
795,glänzen::V,輝く,뛰오나다
796,funkeln::V,ぴかぴか光る,불티가잍어나다
797,lärmen::V,騒ぐ,떠들다
798,läuten::V,鳴る,울시다
799,klingeln::V,鳴る,초닌총을울리다
800,klirren::V,がらんがらんと鳴る,탁탁울리다
801,brausen::V,逆巻く,쏴쏴소리내다
802,rauschen::V,戦ぐ,솨솨
803,klingen::V,鳴る,반향하다
804,bellen::V,吠える,짖다
805,heulen::V,きゃんきゃん鳴く,포효하다
806,blasen::V,吹く,불다
807,pfeifen::V,口笛を吹く,피리를불다
808,schreien::V,叫ぶ,절규하다
809,stöhnen::V,うめく,신음하다
810,zittern::V,震える,저뉼하다
811,leben::V,生きている,살다
812,geboren werden::V,生まれる,태어난
813,atmen::V,呼吸する,숨쉬다
814,trinken::V,飲む,마시다
815,essen::V,食べる,먹다
816,schlucken::V,飲み込む,들이켜다
817,müde werden::V,眠くなる,
818,einschlafen::V,寝付く,잠들다
819,schlafen::V,眠る,자다
820,aufwachen::V,目が覚める,눈트다
821,aufstehen::V,起きる,서다
822,sich erholen::V,休養する,회복하다
823,krank werden::V,病気になる,
824,krank sein::V,病気である,
825,schmerzen::V,痛む,아프다
826,husten::V,咳をする,잔기침하다
827,genesen::V,元気になる,낫다
828,sterben::V,死ぬ,죽다
829,sterben::V,亡くなる,죽다
830,umkommen::V,死亡する,못쓰게되다
831,sich bewegen::V,移動する,움직이다
832,sich rühren::V,動く,움직이다
833,sich erheben::V,立ち上がる,이러서다
834,sich setzen::V,座る,앉히다
835,hinfallen::V,転ぶ,넘어지다
836,laufen::V,歩く,걷다
837,schreiten::V,跨ぐ,보행하다
838,spazierengehen::V,散歩する,산보하다
839,eilen::V,急ぐ,서둘다
840,sich beeilen::V,焦る,서둘게하다
841,sausen::V,疾駆する,서들러 떠나다
842,rennen::V,走る,달리다
843,springen::V,跳ぶ,도약하다
844,klettern::V,よじ登る,갑겨오르다
845,schaukeln::V,ぶらんこに乗る,흔들리게하다
846,kriechen::V,這う,기다
847,schwimmen::V,泳ぐ,헤엄치다
848,tauchen::V,潜る,잠기다
849,rudern::V,漕ぐ,물을헤치다
850,fahren::V,行く,가다
851,fahren::V,行く,나르다
852,fahren::V,乗車する,가다
