,Concept_ID,nl,no
861,sitzen::V,zitten,sitte
862,liegen::V,liggen,ligge
863,hängen::V,hangen,henge
864,werden::V,worden,bli
865,passieren::V,gebeuren,skje
866,passieren::V,gebeuren,hende
867,beginnen::V,beginnen,begynne
868,enden::V,eindigen,ende
869,enden::V,eindigen,slutte
870,wechseln::V,wijzigen,veksle
871,wechseln::V,veranderen,veksle
872,aufgehen[Sonne]::V,opgaan,stå opp
873,untergehen[Sonne]::V,ondergaan,gå ned
874,scheinen[Sonne]::V,schijnen,skinne
875,donnern::V,donderen,tordne
876,wehen::V,waaien,blåse
877,strömen::V,stromen,strømme
878,fließen::V,vloeien,flyte
879,sich drehen::V,draaien,dreie seg
880,sich drehen::V,zich draaien,dreie seg
881,schwanken::V,wankelen,svaie
882,schwingen::V,zwieren,svinge
883,fallen::V,vallen,falle
884,brennen::V,branden,brenne
885,rauchen::V,roken,ryke
886,regnen::V,regenen,regne
887,gefrieren::V,bevriezen,fryse
888,tauen::V,dooien,tine
889,schmelzen::V,smelten,smelte
890,trocknen::V,drogen,tørre
891,sieden::V,koken,koke
892,sieden::V,zieden,koke
893,faulen::V,rotten,råtne
894,verfaulen::V,verrotten,råtne
895,reißen::V,scheuren,briste
896,versinken::V,verzinken,synke
897,versinken::V,verzinken,synke ned
898,vergehen::V,vergaan,forløpe
899,erscheinen::V,opdagen,synes
900,erscheinen::V,verschijnen,synes
901,verschwinden::V,verdwijnen,forsvinne
902,sinken::V,zinken,synke
903,abnehmen::V,afnemen,avta
904,abnehmen::V,afnemen,minske
905,abnehmen::V,verminderen,avta
906,abnehmen::V,verminderen,minske
907,zunehmen::V,toenemen,tilta
908,steigen::V,stijgen,stige
909,steigen::V,omhooggaan,stige
910,wachsen::V,groeien,gro
911,wachsen::V,groeien,vokse
912,glänzen::V,glanzen,skinne
913,glänzen::V,schitteren,skinne
914,funkeln::V,fonkelen,tindre
915,lärmen::V,lawaai maken,bråke
916,läuten::V,luiden,ringe
917,klingeln::V,bellen,ringe
918,klirren::V,rinkelen,klirre
919,brausen::V,bruisen,bruse
920,rauschen::V,ruisen,suse
921,klingen::V,klinken,lyde
922,klingen::V,klinken,klinge
923,bellen::V,blaffen,gjø
924,bellen::V,blaffen,bjeffe
925,heulen::V,huilen,ule
926,blasen::V,blazen,blåse
927,pfeifen::V,fluiten,plystre
928,schreien::V,gillen,skrike
929,schreien::V,schreeuwen,skrike
930,stöhnen::V,steunen,stønne
931,zittern::V,beven,dirre
932,zittern::V,beven,skjelve
933,zittern::V,sidderen,dirre
934,zittern::V,sidderen,skjelve
935,leben::V,leven,leve
936,geboren werden::V,geboren worden,fødes
937,atmen::V,ademen,ånde
938,atmen::V,ademen,puste
939,trinken::V,drinken,drikke
940,essen::V,eten,spise
941,schlucken::V,slikken,svelge
942,müde werden::V,moe worden,bli trett
943,einschlafen::V,inslapen,sovne
944,schlafen::V,slapen,sove
945,aufwachen::V,ontwaken,våkne
946,aufwachen::V,wakker worden,våkne
947,aufstehen::V,opstaan,stå opp
948,sich erholen::V,zich ontspannen,bli bra
949,sich erholen::V,zich ontspannen,komme seg
950,krank werden::V,ziek worden,bli syk
951,krank sein::V,ziek zijn,være syk
952,schmerzen::V,pijn doen,gjøre vondt
953,husten::V,hoesten,hoste
954,genesen::V,genezen,komme seg
955,sterben::V,sterven,dø
956,sterben::V,overlijden,dø
957,umkommen::V,omkomen,omkomme
958,sich bewegen::V,zich bewegen,bevege seg
959,sich rühren::V,zich verroeren,røre på seg
960,sich erheben::V,oprijzen,reise seg
961,sich erheben::V,verrijzen,reise seg
962,sich setzen::V,gaan zitten,sette sig
963,hinfallen::V,vallen,falle over ende
964,hinfallen::V,neervallen,falle over ende
965,laufen::V,lopen,løpe
966,schreiten::V,stappen,skride
967,schreiten::V,schrijden,skride
968,spazierengehen::V,gaan wandelen,spasere
969,spazierengehen::V,gaan wandelen,gå en tur
970,eilen::V,ijlen,ile
971,eilen::V,haasten,ile
972,sich beeilen::V,zich haasten,skynde seg
973,sausen::V,stuiven,suse
974,rennen::V,rennen,løpe
975,springen::V,springen,hoppe
976,springen::V,springen,springe
977,klettern::V,klimmen,klatre
978,klettern::V,klauteren,klatre
979,schaukeln::V,schommelen,huske
980,kriechen::V,kruipen,krype
981,schwimmen::V,zwemmen,svømme
982,tauchen::V,duiken,dykke
983,rudern::V,roeien,ro
984,fahren::V,rijden,kjøre
985,fliegen::V,vliegen,fly
986,gehen::V,gaan,gå
987,weggehen::V,weggaan,gå bort
988,abfahren::V,vertrekken,reise
989,anhalten::V,stoppen,stanse
990,anhalten::V,stilhouden,stanse
991,hineingehen::V,ingaan,gå inn
992,hineingehen::V,binnengaan,gå inn
993,eintreten::V,binnenkomen,tre inn
994,kommen::V,komen,komme
995,ankommen::V,aankomen,ankomme
996,ankommen::V,aankomen,komme til
997,zurückkommen::V,terugkomen,komme tilbake
998,bleiben::V,blijven,bli
999,bleiben::V,blijven,forbli
1000,warten::V,wachten,vente
1001,erwarten::V,verwachten,vente
1002,suchen::V,zoeken,søke
1003,finden::V,vinden,finne
1004,versuchen::V,proberen,prøve
1005,versuchen::V,proberen,forsøke
1006,versuchen::V,beproeven,prøve
1007,versuchen::V,beproeven,forsøke
1008,vorbereiten::V,voorbereiden,forberede
1009,lieben::V,houden van,elske
1010,mögen::V,lusten,like
1011,mögen::V,houden van,like
1012,lachen::V,lachen,le
1013,rühren::V,roeren,røre
1014,weinen::V,huilen,gråte
1015,weinen::V,schreien,gråte
1016,schimpfen::V,kijven,skjelle
1017,schimpfen::V,schelden,skjelle
1018,sich ärgern::V,zich ergeren,ergre seg
1019,sich fürchten::V,bang zijn,være redd
1020,fürchten::V,vrezen,være redd for
1021,fliehen::V,vluchten,rømme
1022,fliehen::V,vluchten,flykte
1023,flüchten::V,ontsnappen,flykte
1024,flüchten::V,ontkomen,flykte
1025,sehen::V,zien,se
1026,anschauen::V,aankijken,se på
1027,anschauen::V,aankijken,betrakte
1028,ansehen::V,aanzien,anse
1029,ansehen::V,bekijken,anse
1030,hören::V,horen,høre
1031,zuhören::V,luisteren,tilhøre
1032,probieren::V,proeven,smake
1033,probieren::V,proeven,smake på
1034,riechen::V,ruiken,lukte
1035,fühlen::V,voelen,føle
1036,scheinen::V,lijken,se ut
1037,zu sehen sein::V,te zien zijn,synes
1038,vernehmen::V,vernemen,få vite
1039,frieren::V,het koud hebben,fryse
1040,tun::V,doen,gjøre
1041,können::V,kunnen,kunne
1042,wollen::V,willen,ville
1043,anfangen::V,beginnen,begynne
1044,anfangen::V,aanvangen,begynne
1045,beenden::V,beëindigen,avslutte
1046,aufhören::V,ophouden,slutte
1047,aufhören::V,ophouden,holde opp
1048,gelingen::V,lukken,lykkes
1049,gelingen::V,gelukken,lykkes
1050,geraten::V,uitvallen,bli
1051,öffnen::V,openen,åpne
1052,öffnen::V,opendoen,åpne
1053,schließen::V,sluiten,lukke
1054,schließen::V,sluiten,stenge
1055,schließen::V,dichtdoen,lukke
1056,schließen::V,dichtdoen,stenge
1057,stellen::V,stellen,stille
1058,stellen::V,plaatsen,stille
1059,setzen::V,zetten,sette
1060,setzen::V,plaatsen,sette
1061,legen::V,leggen,legge
1062,berühren::V,aanraken,berøre
1063,verbinden::V,verbinden,forbinde
1064,bedecken::V,bedekken,dekke
1065,aufhängen::V,ophangen,henge
1066,aufhängen::V,ophangen,henge opp
1067,anzünden::V,aansteken,tenne
1068,anzünden::V,aansteken,antenne
1069,anzünden::V,aansteken,tenne på
1070,aufheben::V,oprapen,løfte
1071,aufheben::V,oprapen,ta opp
1072,zurücklassen::V,achterlaten,slippe tilbake
1073,verlieren::V,verliezen,miste
1074,fallen lassen::V,laten vallen,droppe
1075,fallen lassen::V,laten vallen,la falle
1076,machen::V,maken,lage
1077,machen::V,maken,gjøre
1078,herstellen::V,produceren,fremstille
1079,herstellen::V,voortbrengen,fremstille
1080,bauen::V,bouwen,bygge
1081,reparieren::V,repareren,reparere
1082,reparieren::V,herstellen,reparere
1083,verbessern::V,verbeteren,rette
1084,verbessern::V,verbeteren,forbedre
1085,ändern::V,wijzigen,forandre
1086,ändern::V,veranderen,forandre
1087,graben::V,graven,grave
1088,beugen::V,buigen,bøye
1089,biegen::V,buigen,bøye
1090,drehen::V,draaien,dreie
1091,wenden::V,keren,vende
1092,wenden::V,wenden,vende
1093,umdrehen::V,omdraaien,snu
1094,heben::V,heffen,heve
1095,heben::V,optillen,heve
1096,hochheben::V,tillen,løfte
1097,ergreifen::V,pakken,gripe
1098,ergreifen::V,pakken,få tak i
1099,ergreifen::V,grijpen,gripe
1100,ergreifen::V,grijpen,få tak i
1101,halten::V,houden,holde
1102,drücken::V,drukken,trykke
1103,schieben::V,duwen,skyve
1104,schieben::V,schuiven,skyve
1105,kratzen::V,krassen,klø
1106,kratzen::V,krassen,klore
1107,lecken::V,likken,slikke
1108,beißen::V,bijten,bite
1109,abreißen::V,afrukken,rive av
1110,abreißen::V,afscheuren,rive av
1111,abschneiden::V,afsnijden,skjære av
1112,binden::V,binden,binde
1113,stecken::V,steken,stikke
1114,brechen::V,breken,bryte
1115,brechen::V,breken,briste
1116,klopfen::V,kloppen,banke
1117,hauen::V,houwen,hogge
1118,kleben::V,plakken,klistre
1119,reiben::V,wrijven,gni
1120,streichen::V,smeren,stryke
1121,schleifen::V,slijpen,slipe
1122,schneiden::V,snijden,klippe
1123,rütteln::V,schudden,ruske
1124,schütteln::V,schudden,riste
1125,schwenken::V,wuiven,svinge
1126,schwenken::V,zwaaien,svinge
1127,schütten::V,gieten,helle
1128,schütten::V,storten,helle
1129,füllen::V,vullen,fylle
1130,einwickeln::V,inwikkelen,vikle inn
1131,tragen::V,dragen,bære
1132,schleppen::V,slepen,slepe
1133,ziehen::V,trekken,dra
1134,ziehen::V,trekken,trekke
1135,aufbewahren::V,bewaren,oppbevare
1136,aufbewahren::V,bewaren,ta vare på
1137,werfen::V,gooien,kaste
1138,fangen::V,vangen,fange
1139,packen::V,pakken,gripe
1140,packen::V,pakken,gripe tak i
1141,packen::V,vastpakken,gripe
1142,packen::V,vastpakken,gripe tak i
1143,verstecken::V,verstoppen,gjemme
1144,teilen::V,delen,dele
1145,schicken::V,sturen,sende
1146,bringen::V,brengen,bringe
1147,hinzufügen::V,toevoegen,tilføye
1148,bekommen::V,verkrijgen,få
1149,erhalten::V,krijgen,få
1150,nehmen::V,nemen,ta
1151,wählen::V,kiezen,velge
1152,wählen::V,verkiezen,velge
1153,auswählen::V,uitkiezen,velge ut
1154,bewahren::V,bewaren,bevare
1155,behindern::V,hinderen,hindre
1156,behindern::V,hinderen,forhindre
1157,verderben::V,bederven,ødelegge
1158,beschädigen::V,beschadigen,skade
1159,zerbrechen::V,breken,brekke i stykker
1160,zerbrechen::V,stukbreken,brekke i stykker
1161,zerreißen::V,scheuren,rive i stykker
1162,zerreißen::V,verscheuren,rive i stykker
1163,zerstören::V,vernielen,ødelegge
1164,verbrennen::V,branden,brenne
1165,verbrennen::V,branden,brenne opp
1166,verbrennen::V,verbranden,brenne
1167,verbrennen::V,verbranden,brenne opp
1168,geben::V,geven,gi
1169,reichen::V,reiken,rekke
1170,reichen::V,aanreiken,rekke
1171,schenken::V,schenken,forære
1172,schenken::V,schenken,skjenke
1173,versprechen::V,beloven,love
1174,wünschen::V,wensen,ønske
1175,loben::V,loven,rose
1176,loben::V,prijzen,rose
1177,küssen::V,kussen,kysse
1178,wiegen::V,wiegen,vogge
1179,zudecken::V,toedekken,dekke til
1180,wecken::V,wekken,vekke
1181,zeigen::V,tonen,vise
1182,zeigen::V,wijzen,vise
1183,führen::V,voeren,føre
1184,lehren::V,leren,lære
1185,unterrichten::V,onderwijzen,undervise
1186,aufziehen::V,grootbrengen,oppdra
1187,leiten::V,leiden,lede
1188,antreiben::V,aandrijven,drive på
1189,lassen::V,laten,få til å
1190,einladen::V,uitnodigen,be
1191,einladen::V,uitnodigen,invitere
1192,vereinigen::V,verenigen,forene
1193,besuchen::V,bezoeken,besøke
1194,treffen::V,treffen,møte
1195,treffen::V,treffen,treffe
1196,treffen::V,ontmoeten,møte
1197,treffen::V,ontmoeten,treffe
1198,sich versammeln::V,zich verzamelen,forsamles
1199,spielen::V,spelen,leke
1200,spielen::V,spelen,spille
1201,singen::V,zingen,synge
1202,tanzen::V,dansen,danse
1203,sich trennen::V,van elkaar gaan,skilles
1204,verlassen::V,verlaten,forlate
1205,retten::V,redden,redde
1206,bewachen::V,bewaken,bevokte
1207,schützen::V,beschermen,verne
1208,schützen::V,beschermen,beskytte
1209,verteidigen::V,verdedigen,forsvare
1210,sich schlagen::V,knokken,slåss
1211,schießen::V,schieten,skyte
1212,siegen::V,overwinnen,seire
1213,ärgern::V,ergeren,ergre
1214,schlagen::V,slaan,
1215,treten::V,trappen,sparke
1216,treten::V,schoppen,sparke
1217,stechen::V,steken,stikke
1218,stechen::V,prikken,stikke
1219,stoßen::V,stoten,støte
1220,stehlen::V,stelen,stjele
1221,stören::V,storen,forstyrre
1222,stören::V,verstoren,forstyrre
1223,belästigen::V,lastig vallen,plage
1224,belästigen::V,lastig vallen,sjenere
1225,verbergen::V,verbergen,gjemme
1226,täuschen::V,misleiden,villede
1227,betrügen::V,bedriegen,bedra
1228,töten::V,doden,drepe
1229,wohnen::V,wonen,bo
1230,arbeiten::V,werken,arbeide
1231,sammeln::V,inzamelen,samle
1232,sammeln::V,verzamelen,samle
1233,pflücken::V,plukken,plukke
1234,jagen::V,jagen,jage
1235,fischen::V,vissen,fiske
1236,fassen::V,vangen,fange
1237,hüten::V,hoeden,vokte
1238,treiben::V,drijven,drive
1239,anbinden::V,vastbinden,feste
1240,füttern::V,voeren,fore
1241,melken::V,melken,melke
1242,hacken::V,hakken,hakke
1243,gießen::V,gieten,helle
1244,reifen::V,rijpen,modne
1245,zubereiten::V,klaarmaken,lage
1246,zubereiten::V,klaarmaken,tilberede
1247,zubereiten::V,toebereiden,lage
1248,zubereiten::V,toebereiden,tilberede
1249,kochen::V,koken,koke
1250,backen::V,bakken,bake
1251,braten::V,braden,steke
1252,umrühren::V,omroeren,røre om
1253,stricken::V,breien,strikke
1254,nähen::V,naaien,sy
1255,färben::V,verven,farge
1256,färben::V,kleuren,farge
1257,reinigen::V,reinigen,rense
1258,reinigen::V,reinigen,gjøre ren
1259,waschen::V,wassen,vaske
1260,abwischen::V,afvegen,tørke av
1261,spülen::V,spoelen,spyle
1262,spülen::V,spoelen,skylle
1263,spülen::V,afwassen,spyle
1264,spülen::V,afwassen,skylle
1265,fegen::V,vegen,feie
1266,kehren::V,vegen,koste
1267,baden::V,baden,bade
1268,sich waschen::V,zich wassen,vaske seg
1269,ausziehen::V,uittrekken,ta av
1270,anziehen::V,aantrekken,ta på
1271,sich anziehen::V,zich aankleden,kle på seg
1272,kämmen::V,kammen,gre
1273,kämmen::V,kammen,kjemme
1274,schmücken::V,tooien,pynte
1275,schmücken::V,tooien,smykke
1276,sagen::V,zeggen,si
1277,sprechen::V,spreken,snakke
1278,reden::V,praten,tale
1279,reden::V,praten,snakke
1280,sich unterhalten::V,zich onderhouden,samtale
1281,fragen::V,vragen,spørre
1282,bitten::V,vragen,be
1283,bitten::V,verzoeken,be
1284,erzählen::V,vertellen,fortelle
1285,mitteilen::V,meedelen,meddele
1286,nennen::V,noemen,kalle
1287,rufen::V,roepen,rope
1288,prahlen::V,pralen,skryte
1289,übersetzen::V,vertalen,oversette
1290,denken::V,denken,tenke
1291,glauben::V,geloven,tro
1292,bemerken::V,bemerken,bemerke
1293,bemerken::V,bemerken,legge merke til
1294,erkennen::V,herkennen,gjenkjenne
1295,begreifen::V,begrijpen,begripe
1296,verstehen::V,verstaan,forstå
1297,verstehen::V,verstaan,skjønne
1298,lernen::V,leren,lære
1299,wissen::V,weten,vite
1300,sich erinnern an::V,zich herinneren aan,huske på
1301,vergessen::V,vergeten,glemme
1302,messen::V,meten,måle
1303,zählen::V,tellen,telle
1304,rechnen::V,rekenen,regne
1305,lesen::V,lezen,lese
1306,malen::V,schilderen,male
1307,zeichnen::V,tekenen,tegne
1308,schreiben::V,schrijven,skrive
1309,besitzen::V,bezitten,eie
1310,besitzen::V,bezitten,inneha
1311,kaufen::V,kopen,kjøpe
1312,verkaufen::V,verkopen,selge
1313,bezahlen::V,betalen,betale
1314,zahlen::V,betalen,betale
1315,beherrschen::V,beheersen,beherske
1316,ertragen::V,verdragen,orke
