,Concept_ID,sq,ro
106,Hitze::N,vapë,căldură
107,Hitze::N,nxehtësi,arșiță
108,Hitze::N,nxehtësi,căldură
109,Raureif::N,cikmë,chiciură
110,Regenbogen::N,ylber,curcubeu
111,Donner::N,gjëmim,tunet
112,Donner::N,bubullimë,tunet
113,Strömung::N,rrymë,curent
114,Tropfen::N,pikë,picătură
115,Schaum::N,shkumë,spumă
116,Schmutz::N,baltë,murdărie
117,See::N,liqen,lac
118,Sumpf::N,batak,mlaștină
119,Moor::N,kënetë,bărăgan
120,Wiese::N,livadh,fânaț
121,Wiese::N,livadh,livadă
122,Wald::N,pyll,codru
123,Wald::N,pyll,pădure
124,Hügel::N,kodër,deal
125,Hügel::N,kodër,movilă
126,Anhöhe::N,bregore,deal
127,Anhöhe::N,bregore,ridicătură
128,Berg::N,mal,munte
129,Gipfel::N,kulm,pisc
130,Höhle::N,shpellë,peșteră
131,Höhle::N,zgafelle,peșteră
132,Abhang::N,shpat,pantă
133,Abhang::N,shpat,versant
134,Abhang::N,tatëpjetë,pantă
135,Abhang::N,tatëpjetë,versant
136,Quelle::N,krua,izvor
137,Quelle::N,burim,izvor
138,Bach::N,virua,gârlă
139,Fluss::N,lumë,râu
140,Fluss::N,lumë,fluviu
141,Ufer::N,breg,mal
142,Ufer::N,breg,țărm
143,Küste::N,anëdet,coastă
144,Küste::N,bregdet,coastă
145,Festland::N,kontinent,uscat
146,Meer::N,det,mare
147,Bucht::N,gji deti,golf
148,Insel::N,ishull,insulă
149,Insel::N,ujdhesë,insulă
150,Blume::N,lule,floare
151,Gras::N,bar,iarbă
152,Wurzel::N,rrënjë,rădăcină
153,Baum::N,pemë,copac
154,Baum::N,pemë,arbore
155,Stamm::N,trung,tulpină
156,Rinde::N,lëvore,scoarță
157,Ast::N,degë,cracă
158,Ast::N,degë,creangă
159,Zweig::N,bisk,ramură
160,Zweig::N,bisk,creangă
161,Blatt::N,fletë,frunză
162,Blatt::N,gjethe,frunză
163,Birke::N,mështekën,mesteacăn
164,Kiefer[Baum]::N,pishë,pin
165,Weide[Baum]::N,shelg,salcie
166,Weide[Baum]::N,shelg,răchită
167,Tanne::N,bredh,brad
168,Horn::N,bri,corn
169,Feder::N,pupël,pană
170,Fell::N,lëkurë,piele
171,Flügel::N,krah,aripă
172,Flügel::N,fletë,aripă
173,Klaue::N,kthetër,gheară
174,Kralle::N,thua,labă
175,Kralle::N,thua,gheară
176,Kralle::N,kthetër,labă
177,Kralle::N,kthetër,gheară
178,Schwanz::N,bisht,coadă
179,Ei::N,vezë,ou
180,Nest::N,fole,cuib
181,Bau::N,strofkë,bârlog
182,Bau::N,strofkë,vizuină
183,Tier::N,kafshë,animal
184,Herde::N,kope,turmă
185,Herde::N,kope,cireadă
186,Herde::N,grigjë,turmă
187,Herde::N,grigjë,cireadă
188,Kuh::N,lopë,vacă
189,Bulle::N,dem,taur
190,Pferd::N,kalë,cal
191,Schaf::N,dele,oaie
192,Schwein::N,derr,porc
193,Hund::N,qen,câine
194,Katze::N,mace,pisică
195,Bär::N,ari,urs
196,Eichhörnchen::N,ketër,veveriță
197,Elch::N,dre brilopatë,elan
198,Fuchs::N,dhelpër,vulpe
199,Hase::N,lepur,iepure
200,Maus::N,mi,șoarece
201,Wolf::N,ujk,lup
202,Vogel::N,zog,pasăre
203,Vogel::N,shpend,pasăre
204,Schwarm::N,luzmë,cârd
205,Huhn::N,pulë,găină
206,Hahn::N,gjel,cocoș
207,Hahn::N,këndes,cocoș
208,Gans::N,patë,gâscă
209,Adler::N,shqiponjë,vultur
210,Ente::N,rosë,rață
211,Eule::N,buf,bufniță
212,Kranich::N,lejlek,cocor
213,Kranich::N,kurrillë,cocor
214,Krähe::N,sorrë,cioară
215,Kuckuck::N,qyqe,cuc
216,Schwan::N,mjellmë,lebădă
217,Fisch::N,peshk,pește
218,Barsch::N,purtekë,biban
219,Hecht::N,mlysh,știucă
220,Schlange[Tier]::N,gjarpër,șarpe
221,Wurm::N,krimb,vierme
222,Spinne::N,marimangë,păianjen
223,Ameise::N,thnegël,furnică
224,Ameise::N,milingonë,furnică
225,Laus::N,morr,păduche
226,Mücke::N,kunup,țânțar
227,Mücke::N,mushkonjë,țânțar
228,Fliege::N,mizë,muscă
229,Schmetterling::N,flutur,fluture
230,Beere::N,frutë,boabă
231,Beere::N,manaferrë,boabă
232,Apfel::N,mollë,măr
233,Pilz::N,kërpudhë,burete
234,Pilz::N,kërpudhë,ciupercă
235,Zwiebel::N,qepë,ceapă
236,Saat::N,farë,semănătură
237,Korn::N,grurë,grâu
238,Korn::N,kokërr,grâu
239,Heu::N,sanë,fân
240,Schale::N,lëkurë,coajă
241,Grube::N,gropë,groapă
242,Falle::N,kurth,cursă
243,Falle::N,kurth,capcană
244,Falle::N,grackë,cursă
245,Falle::N,grackë,capcană
246,Schlinge::N,nyjë,laț
247,Spur::N,gjurmë,dâră
248,Asche::N,hi,cenușă
249,Dreck::N,baltë,noroi
250,Dreck::N,baltë,murdărie
251,Eisen::N,hekur,fier
252,Gold::N,ar,aur
253,Gold::N,flori,aur
254,Silber::N,argjend,argint
255,Kohle::N,qymyr,cărbune
256,Glas::N,qelq,sticlă
257,Lehm::N,argjilë,lut
258,Lehm::N,argjilë,humă
259,Sand::N,rërë,nisip
260,Mensch::N,njeri,om
261,Mensch::N,njeri,persoană
262,Mann::N,burrë,om
263,Mann::N,burrë,bărbat
264,Mann::N,mashkull,om
265,Mann::N,mashkull,bărbat
266,Frau::N,grua,femeie
267,Frau::N,femër,femeie
268,Kind::N,kalama,copil
269,Junge::N,djalë,băiat
270,Junge::N,djalë,flăcău
271,Mädchen::N,gocë,fată
272,Mädchen::N,vajzë,fată
273,Familie::N,familje,familie
274,Großvater::N,gjysh,bunic
275,Großvater::N,gjysh,tată mare
276,Großmutter::N,gjyshe,bunică
277,Großmutter::N,gjyshe,mamă mare
278,Eltern::N,prindër,părinți
279,Vater::N,atë,tată
280,Vater::N,atë,părinte
281,Mutter::N,nënë,mamă
282,Sohn::N,bir,fiu
283,Sohn::N,bir,fecior
284,Tochter::N,bijë,fiică
285,Bruder::N,vëlla,frate
286,Schwester::N,motër,soră
287,Onkel::N,dajë,unchi
288,Onkel::N,xhaxha,unchi
289,Tante::N,teze,mătușă
290,Tante::N,hallë,mătușă
291,Ehemann::N,burrë,soț
292,Ehemann::N,burrë,bărbat
293,Ehemann::N,bashkëshort,soț
294,Ehemann::N,bashkëshort,bărbat
295,Ehefrau::N,grua,soție
296,Ehefrau::N,bashkëshorte,soție
297,Freude::N,gaz,bucurie
298,Freude::N,gëzim,bucurie
299,Gelächter::N,qeshje,râset
300,Glück::N,lumturi,fericire
301,Kummer::N,brengë,mâhnire
302,Kummer::N,pikëllim,mâhnire
303,Wunsch::N,dëshirë,dorință
304,Wunsch::N,dëshirë,deziderat
305,Lust::N,epsh,poftă
306,Lust::N,epsh,înclinare
307,Lust::N,dashuri,poftă
308,Lust::N,dashuri,înclinare
309,Geist::N,frymë,duh
310,Geist::N,frymë,minte
311,Geist::N,frymë,suflet
312,Geist::N,shpirt,duh
313,Geist::N,shpirt,minte
314,Geist::N,shpirt,suflet
315,Gedanke::N,ide,gând
316,Gedanke::N,ide,cuget
317,Gedanke::N,mendim,gând
318,Gedanke::N,mendim,cuget
319,Gedächtnis::N,kujtesë,memorie
320,Verstand::N,mend,minte
321,Verstand::N,mend,intelect
322,Sinn::N,kuptim,sens
323,Sinn::N,kuptim,înțeles
324,Grund::N,arsye,cauză
325,Grund::N,arsye,pricină
326,Wahrheit::N,vërtetë,adevăr
327,Gespräch::N,bisedim,convorbire
328,Gespräch::N,bisedim,conversație
329,Märchen::N,përrallë,basm
330,Märchen::N,përrallë,poveste
331,Erzählung::N,tregim,poveste
332,Nachricht::N,lajm,veste
333,Neuigkeit::N,risi,noutate
334,Neuigkeit::N,risi,actualitate
335,Name::N,emër,nume
336,Rätsel::N,gjëzë,ghicitoare
337,Rätsel::N,gjëegjëzë,ghicitoare
338,Rede::N,fjalim,discurs
339,Sprache::N,gjuhë,limbă
340,Sprache::N,gjuhë,limbaj
341,Stimme::N,zë,glas
342,Wort::N,fjalë,cuvânt
343,Zeichen::N,shenjë,semn
344,Zeichen::N,shenjë,semnal
345,Ruf::N,thirrmë,chemare
346,Lärm::N,zhurmë,zgomot
347,Lärm::N,zhurmë,tărăboi
348,Laut::N,tingull,sunet
349,Ton::N,ton,ton
350,Lied::N,këngë,cântec
351,Ruhe::N,qetësi,odihnă
352,Ruhe::N,qetësi,liniște
353,Leute::N,botë,lume
354,Leute::N,botë,oameni
355,Leute::N,njerëz,lume
356,Leute::N,njerëz,oameni
357,Volk::N,popull,popor
358,Volk::N,popull,națiune
359,Arbeit::N,punë,lucru
360,Gast::N,mik,musafir
361,Gast::N,mysafir,musafir
362,Geschenk::N,dhuratë,dar
363,Geschenk::N,dhuratë,cadou
364,Geschenk::N,peshqesh,dar
365,Geschenk::N,peshqesh,cadou
366,Spiel::N,lojë,joc
367,Gesellschaft::N,shoqëri,societate
368,Hilfe::N,ndihmë,ajutor
369,Freund::N,mik,amic
370,Freund::N,mik,prieten
371,Kamerad::N,shok,tovarăș
372,Angelegenheit::N,punë,afacere
373,Anzahl::N,sasi,număr
374,Anzahl::N,sasi,cantitate
375,Art::N,lloj,fel
376,Art::N,lloj,specie
377,Stück::N,copë,bucată
378,Teil::N,pjesë,parte
379,Teil::N,pjesë,porție
380,Hälfte::N,gjysmë,jumătate
381,Kreis::N,qark,cerc
382,Kreis::N,rreth,cerc
383,Kreuz::N,kryq,cruce
384,Linie::N,vijë,linie
385,Strich::N,vizë,linie
386,Strich::N,vizë,trăsătură
387,Abstand::N,distancë,distanță
388,Abstand::N,distancë,depărtare
389,Entfernung::N,largim,distanță
390,Entfernung::N,largim,depărtare
391,Gegend::N,vise,regiune
392,Gegend::N,krahinë,regiune
393,Platz::N,shesh,loc
394,Ort::N,vend,loc
395,Seite::N,anë,latură
396,Mitte::N,mes,centru
397,Gegenstand::N,send,obiect
398,Sache::N,gjë,lucru
399,Sache::N,gjë,chestie
400,Sache::N,send,lucru
401,Sache::N,send,chestie
402,Rand::N,qoshe,bordură
403,Kante::N,teh,muchie
404,Kante::N,teh,bordură
405,Ecke::N,qoshe,colț
406,Spitze::N,majë,vârf
407,Spitze::N,majë,creștet
408,Ende::N,skaj,capăt
409,Ende::N,bisht,capăt
410,Loch::N,vrimë,gaură
411,Winkel::N,kënd,colț
412,Muster::N,mostër,desen
413,Größe::N,madhësi,mărime
414,Länge::N,gjatësi,lungime
415,Höhe::N,lartësi,înălțime
416,Gewicht::N,peshë,greutate
417,Menge::N,sasi,cantitate
418,Haufen::N,grumbull,grămadă
419,Reihe::N,radhë,șir
420,Reihe::N,radhë,rând
421,Reihe::N,rresht,șir
422,Reihe::N,rresht,rând
423,Boot::N,barkë,barcă
424,Boot::N,barkë,luntre
425,Boot::N,lundër,barcă
426,Boot::N,lundër,luntre
427,Ruder::N,rrem,vâslă
428,Ruder::N,rrem,lopată
429,Schlitten::N,sajë,sanie
430,Ski::N,ski,schi
431,Lagerfeuer::N,flakadan,foc de tabără
432,Lagerfeuer::N,zjarr i madh,foc de tabără
433,Last::N,barrë,povară
434,Last::N,barrë,sarcină
435,Gang::N,ecje,mers
436,Gang::N,ecje,umblet
437,Schritt::N,hap,pas
438,Norden::N,veri,nord
439,Norden::N,veri,miazănoapte
440,Süden::N,jug,sud
441,Süden::N,jug,miazăzi
442,Westen::N,perëndim,apus
443,Osten::N,lindje,est
444,Osten::N,lindje,răsărit
445,Holz::N,dru,lemn
446,Brett::N,dërrasë,scândură
447,Platte::N,pllakë,placă
448,Stütze::N,shtyllë,proptea
449,Stütze::N,mbështetesë,proptea
450,Stange::N,shufër,bară
451,Stange::N,shufër,prăjină
452,Stock::N,dajak,băț
453,Stock::N,dajak,baston
454,Stab::N,shkop,baston
455,Stab::N,shkop,prăjină
456,Rohr::N,tub,tub
457,Rohr::N,tub,țeavă
458,Haus::N,shtëpi,casă
459,Heim::N,konak,casă
460,Heim::N,konak,cămin
461,Heim::N,shtëpi,casă
462,Heim::N,shtëpi,cămin
463,Ofen::N,sobë,sobă
464,Ofen::N,stufë,sobă
465,Fußboden::N,dysheme,podea
466,Fußboden::N,dysheme,dușumea
467,Tisch::N,tryezë,masă
468,Stuhl::N,karrige,scaun
469,Wiege::N,djep,leagăn
470,Bett::N,shtrat,pat
471,Regal::N,raft,rafturi
472,Kiste::N,kuti,ladă
473,Kiste::N,kuti,cutie
474,Fenster::N,dritare,fereastră
475,Tür::N,derë,ușă
476,Tor::N,portë,poartă
477,Zaun::N,gardh,gard
478,Dach::N,çati,acoperiș
479,Leiter::N,shkallë,scară
480,Besen::N,fshesë,mătură
481,Spaten::N,lopatë,cazma
482,Spaten::N,lopatë,hârleț
483,Schaufel::N,qyrek,lopată
484,Gabel::N,pirun,furculiță
485,Löffel::N,lugë,lingură
486,Messer::N,thikë,cuțit
487,Nagel::N,gozhdë,cui
488,Netz::N,rrjetë,plasă
489,Haken::N,grep,cârlig
490,Haken::N,grremç,cârlig
491,Griff::N,dorak,mâner
492,Griff::N,dorezë,mâner
493,Schloss::N,bravë,lacăt
494,Bild::N,tablo,tablou
495,Bild::N,tablo,imagine
496,Bild::N,pikturë,tablou
497,Bild::N,pikturë,imagine
498,Figur::N,figurë,chip
499,Figur::N,figurë,figură
500,Puppe::N,kukull,păpușă
501,Beutel::N,qese,pungă
502,Beutel::N,qese,săculeț
503,Beutel::N,trastë,pungă
504,Beutel::N,trastë,săculeț
505,Bündel::N,deng,mănunchi
506,Tasche::N,çantë,geantă
507,Eimer::N,kovë,găleată
508,Deckel::N,kapak,capac
509,Deckel::N,mbulesë,capac
510,Geschirr::N,enë,vase
511,Geschirr::N,enë,tacâmuri
512,Sack::N,thes,sac
513,Sack::N,torbë,sac
514,Tasse::N,filxhan,ceașcă
515,Topf::N,kusi,oală
516,Topf::N,tenxhere,oală
517,Kessel::N,kazan,cazan
518,Kessel::N,kazan,căldare
519,Essen::N,ngrënie,mâncare
520,Nahrung::N,ushqim,hrană
521,Nahrung::N,ushqim,aliment
522,Speise::N,gatesë,bucate
523,Speise::N,gatesë,fel de bucate
524,Fleisch::N,mish,carne
525,Getreide::N,drithë,cereale
526,Brei::N,qull,pireu
527,Brot::N,bukë,pâine
528,Scheibe::N,fetë,felie
529,Scheibe::N,fetë,bucată
530,Fett::N,lyrë,untură
531,Fett::N,lyrë,grăsime
532,Fett::N,yndyrë,untură
533,Fett::N,yndyrë,grăsime
534,Butter::N,gjalpë,unt
535,Öl::N,vaj,ulei
536,Salz::N,kripë,sare
537,Suppe::N,supë,supă
538,Suppe::N,supë,ciorbă
539,Suppe::N,çorbë,supă
540,Suppe::N,çorbë,ciorbă
541,Honig::N,mjaltë,miere
542,Milch::N,qumësht,lapte
543,Tee::N,çaj,ceai
544,Leder::N,lëkurë,piele
545,Wolle::N,lesh,lână
546,Stoff::N,pëlhurë,stofă
547,Nadel::N,gjilpërë,ac
548,Faden::N,pe,ață
549,Faden::N,fije,ață
550,Knopf::N,kopsë,buton
551,Knoten::N,komb,nod
552,Farbe::N,bojë,vopsea
553,Kleidung::N,veshje,haine
554,Kleidung::N,veshje,îmbrăcăminte
555,Hemd::N,këmishë,cămașă
556,Kragen::N,jakë,guler
557,Ärmel::N,mëngë,mânecă
558,Hose::N,brekë,pantaloni
559,Gürtel::N,rrip,cordon
560,Mütze::N,kësulë,șapcă
561,Schuh::N,këpucë,gheată
562,Stiefel::N,çizme,cizmă
563,Ring::N,unazë,inel
564,Ring::N,unazë,verigă
565,Band::N,shirit,panglică
566,Band::N,shirit,șiret
567,Kamm::N,krehër,pieptene
568,Spiegel::N,pasqyrë,oglindă
569,Riemen::N,rrip,curea
570,Schnur::N,litar,funie
571,Schnur::N,litar,sfoară
572,Schnur::N,cikomë,funie
573,Schnur::N,cikomë,sfoară
574,Leine::N,rrip,lesă
575,Leine::N,rrip,curea
576,Decke::N,batanije,pătură
577,Kissen::N,jastëk,pernă
578,Tuch::N,shami,batic
579,Handtuch::N,peshqir,prosop
580,Handtuch::N,peshqir,ștergar
581,Kraft::N,forcë,forță
582,Kraft::N,forcë,putere
583,Stärke::N,koll,tărie
584,Stärke::N,koll,vigoare
585,Gesundheit::N,shëndet,sănătate
586,Krankheit::N,sëmundje,boală
587,Krankheit::N,sëmundje,maladie
588,Schmerz::N,dhimbje,durere
589,Wunde::N,plagë,rană
590,Fieber::N,ethe,febră
591,Arznei::N,ilaç,leac
592,Arznei::N,ilaç,medicament
593,Brücke::N,urë,pod
594,Brücke::N,urë,punte
595,Brunnen::N,pus,puț
596,Weide::N,kullotë,izlaz
597,Weide::N,kullotë,pășune
598,Pfad::N,ravë,cărare
599,Pfad::N,shteg,cărare
600,Weg::N,udhë,drum
601,Weg::N,shteg,drum
602,Straße::N,rrugë,cale
603,Straße::N,rrugë,stradă
604,Dorf::N,fshat,sat
605,Dorf::N,katund,sat
606,Stadt::N,qytet,oraș
607,Brief::N,letër,scrisoare
608,Buch::N,libër,carte
609,Buchstabe::N,shkronjë,literă
610,Buchstabe::N,shkronjë,caracter
611,Zeitung::N,gazetë,ziar
612,Zeitung::N,gazetë,gazetă
613,Leben::N,jetë,viață
614,Tod::N,mortje,moarte
615,Grab::N,varr,groapă
616,Grab::N,varr,mormânt
617,Kirche::N,kishë,biserică
618,Sünde::N,mëkat,păcat
619,Sünde::N,gjynah,păcat
620,Gott::N,hy,zeu
621,Gott::N,zot,zeu
622,Arbeiter::N,punëtor,muncitor
623,Chef::N,shef,șef
624,Chef::N,drejtues,șef
625,Meister::N,mjeshtër,meșter
626,Meister::N,mjeshtër,maestru
627,Arzt::N,mjek,medic
628,Arzt::N,mjek,doctor
629,Arzt::N,doktor,medic
630,Arzt::N,doktor,doctor
631,Lehrer::N,mësues,profesor
632,Lehrer::N,mësues,învățător
633,Lehrer::N,arsimtar,profesor
634,Lehrer::N,arsimtar,învățător
635,Geld::N,para,bani
636,Geld::N,para,parale
637,Geld::N,holla,bani
638,Geld::N,holla,parale
639,Geschäft::N,ujdi,treabă
640,Geschäft::N,ujdi,afacere
641,Geschäft::N,biznes,treabă
642,Geschäft::N,biznes,afacere
643,Laden::N,dyqan,magazin
644,Laden::N,dyqan,prăvălie
645,Preis::N,çmim,preț
646,Ware::N,mall,marfă
647,Nutzen::N,dobi,folos
648,Nutzen::N,dobi,profit
649,Nutzen::N,leverdi,folos
650,Nutzen::N,leverdi,profit
651,Reichtum::N,kamje,avuție
652,Reichtum::N,kamje,bogăție
653,Reichtum::N,pasuri,avuție
654,Reichtum::N,pasuri,bogăție
655,Welt::N,botë,lume
656,Land::N,vend,țară
657,Staat::N,shtet,stat
658,König::N,mbret,rege
659,Macht::N,fuqi,putere
660,Macht::N,fuqi,putință
661,Macht::N,pushtet,putere
662,Macht::N,pushtet,putință
663,Grenze::N,kufi,hotar
664,Grenze::N,kufi,graniță
665,Grenze::N,kufi,frontieră
666,Krieg::N,luftë,război
667,Feind::N,armik,dușman
668,Gewalt::N,dhunë,violență
669,Kampf::N,luftim,luptă
670,Bogen[Waffe]::N,hark,arc
671,Pfeil::N,shigjetë,săgeată
672,Gewehr::N,pushkë,armă
673,Gewehr::N,pushkë,pușcă
674,Fehler::N,gafë,eroare
675,Fehler::N,gafë,greșeală
676,Fehler::N,gabim,eroare
677,Fehler::N,gabim,greșeală
678,Lüge::N,gënjeshtër,minciună
679,Schaden::N,dëm,daună
680,Schaden::N,dëm,pagubă
681,Schaden::N,zarar,daună
682,Schaden::N,zarar,pagubă
683,Unglück::N,fatkeqësi,nenorocire
684,Schuld::N,faj,vină
685,Alter::N,moshë,etate
686,Alter::N,moshë,vârstă
687,Schluss::N,fund,sfârșit
688,Zeit::N,kohë,timp
689,Zeit::N,kohë,vreme
690,Tag::N,ditë,zi
691,Morgen::N,mëngjes,dimineață
692,Mittag::N,mesditë,prânz
693,Mittag::N,mesditë,amiază
694,Abend::N,mbrëmje,seară
695,Nacht::N,natë,noapte
696,Woche::N,javë,săptămână
697,Monat::N,muaj,lună
698,Jahr::N,vit,an
699,Frühling::N,pranverë,primăvară
700,Sommer::N,verë,vară
701,Herbst::N,vjeshtë,toamnă
702,Winter::N,dimër,iarnă
703,Januar::N,janar,ianuarie
704,Februar::N,shkurt,februarie
705,März::N,mars,martie
706,April::N,prill,aprilie
707,Mai::N,maj,mai
708,Juni::N,qershor,iunie
709,Juli::N,korrik,iulie
710,August::N,gusht,august
711,September::N,shtator,septembrie
712,Oktober::N,tetor,octombrie
713,November::N,nëntor,noiembrie
714,Dezember::N,dhjetor,decembrie
715,Montag::N,hënë,luni
716,Dienstag::N,martë,marți
717,Mittwoch::N,mërkurë,miercuri
718,Donnerstag::N,enjte,joi
719,Freitag::N,premte,vineri
720,Samstag::N,shtunë,sâmbătă
721,Sonntag::N,diel,duminică
722,groß::A,madh,mare
723,klein::A,vogël,mic
724,lang::A,gjatë,lung
725,kurz::A,shkurtër,scurt
726,breit::A,gjerë,lat
727,breit::A,gjerë,larg
728,schmal::A,ngushtë,strâmt
729,dicht::A,dendur,des
730,dick[Gegenstand]::A,trashë,gros
731,dünn::A,hollë,subțire
732,fein::A,imët,fin
733,fein::A,imët,subțire
734,fest::A,fortë,tare
735,fest::A,fortë,solid
736,flach::A,sheshtë,șes
737,flach::A,sheshtë,plan
738,glatt::A,rrafshët,lins
739,hart::A,fortë,dur
740,weich::A,butë,moale
741,rund::A,rrumbullakët,rotund
742,rund::A,rrumbullakët,circular
743,spitz::A,majëmprehtë,ascuțit
744,scharf::A,mprehtë,tăios
745,scharf::A,mprehtë,ascuțit
746,stumpf::A,topitur,tocit
747,schwer::A,rëndë,greu
748,schön::A,bukur,frumos
749,heiß::A,nxehtë,cald
750,heiß::A,nxehtë,fierbinte
751,warm::A,ngrohtë,cald
752,warm::A,ngrohtë,fierbinte
753,kalt::A,ftohtë,rece
754,kühl::A,freskët,rece
755,kühl::A,freskët,răcoros
756,frisch::A,pastër,răcoros
757,frisch::A,pastër,proaspăt
758,feucht::A,lagësht,umed
759,feucht::A,lagësht,jilav
760,nass::A,lagur,ud
761,trocken::A,thatë,sec
762,trocken::A,thatë,uscat
763,voll::A,plotë,plin
764,leer::A,bosh,gol
765,leer::A,zbrazët,gol
766,offen::A,hapur,deschis
767,geschlossen::A,mbyllur,închis
768,sauber::A,dëlirë,curat
769,schmutzig::A,ndyrë,murdar
770,roh::A,gjallë,crud
771,reif::A,arrirë,copt
772,lecker::A,shijshëm,gustos
773,süß::A,ëmbël,dulce
774,bitter::A,hidhur,amar
775,sauer::A,thartë,acru
776,hell::A,me dritë,clar
777,hell::A,me dritë,luminos
778,dunkel::A,errët,obscur
779,dunkel::A,errët,întunecos
780,schwarz::A,i zi,negru
781,weiß::A,bardhë,alb
782,rot::A,kuq,roșu
783,gelb::A,verdhë,galben
784,blau::A,blu,albastru
785,blau::A,kaltër,albastru
786,grün::A,blertë,verde
787,grün::A,gjelbër,verde
788,grau::A,hirtë,gri
789,grau::A,hirtë,cenușiu
790,grau::A,bojë hiri,gri
791,grau::A,bojë hiri,cenușiu
792,bunt::A,shumëngjyrëshëm,colorat
793,billig::A,lirë,ieftin
794,teuer::A,shtrenjtë,scump
795,wertvoll::A,çmuar,prețios
796,wertvoll::A,vlershëm,prețios
797,blind::A,qorr,orb
798,blind::A,verbër,orb
799,taub::A,shurdhër,surd
800,kräftig::A,fuqishëm,tare
801,kräftig::A,fuqishëm,forte
802,kräftig::A,fuqishëm,robust
803,stark::A,fortë,viguros
804,stark::A,fortë,puternic
805,schwach::A,dobët,slab
806,schwach::A,dobët,debil
807,fett::A,dhjamur,gras
808,schlank::A,hollë,zvelt
809,hübsch::A,bukur,drăguț
810,hübsch::A,hijshëm,drăguț
811,böse::A,keq,rău
812,böse::A,keq,răutăcios
813,dumm::A,teveqel,nerod
814,dumm::A,teveqel,tâmpit
815,faul::A,dembel,leneș
816,fleißig::A,zellshëm,harnic
817,fleißig::A,zellshëm,sârguincios
818,geizig::A,kurnac,calic
819,geizig::A,kurnac,zgârcit
820,geizig::A,dorështrënguar,calic
821,geizig::A,dorështrënguar,zgârcit
