,Concept_ID,mn,sk
242,Silber::N,мөнгө,striebro
243,Kohle::N,нүүрс,uhlie
244,Glas::N,шил,sklo
245,Lehm::N,шавар,íl
246,Lehm::N,шавар,hlina
247,Sand::N,элс,piesok
248,Mensch::N,хүн,človek
249,Mann::N,эр,muž
250,Mann::N,эр,chlap
251,Mann::N,эрэгтэй,muž
252,Mann::N,эрэгтэй,chlap
253,Frau::N,эмэгтэй,žena
254,Frau::N,хатагтай,žena
255,Kind::N,хүүхэд,dieťa
256,Junge::N,хүү,chlapec
257,Mädchen::N,охин,dievka
258,Mädchen::N,бүсгүй,dievka
259,Familie::N,айл,rodina
260,Großvater::N,өвгөн аав,dedo
261,Großvater::N,өвгөн аав,starý otec
262,Großmutter::N,эмэг эх,babička
263,Großmutter::N,эмэг эх,stará mať
264,Großmutter::N,эмгээ,babička
265,Großmutter::N,эмгээ,stará mať
266,Eltern::N,эцэг эх,rodičia
267,Vater::N,аав,otec
268,Vater::N,эцэг,otec
269,Mutter::N,эх,mať
270,Mutter::N,эх,matka
271,Mutter::N,ээж,mať
272,Mutter::N,ээж,matka
273,Sohn::N,хүү,syn
274,Tochter::N,охин,dcéra
275,Bruder::N,ах,brat
276,Bruder::N,дүү,brat
277,Schwester::N,эгч,sestra
278,Schwester::N,охин дүү,sestra
279,Onkel::N,авга ах,ujo
280,Onkel::N,авга ах,strýko
281,Onkel::N,нагац ах,ujo
282,Onkel::N,нагац ах,strýko
283,Tante::N,авга эгч,teta
284,Tante::N,авга эгч,tetka
285,Tante::N,нагац эгч,teta
286,Tante::N,нагац эгч,tetka
287,Ehemann::N,нөхөр,muž
288,Ehemann::N,нөхөр,manžel
289,Ehefrau::N,эхнэр,žena
290,Ehefrau::N,эхнэр,manželka
291,Ehefrau::N,гэргий,žena
292,Ehefrau::N,гэргий,manželka
293,Freude::N,баяр,radosť
294,Freude::N,баясгалан,radosť
295,Gelächter::N,инээдэм,smiech
296,Glück::N,жаргалан,šťastie
297,Kummer::N,гаслан,žiaľ
298,Kummer::N,гаслан,zármutok
299,Wunsch::N,ерөөл,prianie
300,Lust::N,дур,chuť
301,Lust::N,хүсэл,chuť
302,Geist::N,оюун,duch
303,Gedanke::N,сэтгэл,myšlienka
304,Gedächtnis::N,ой,pamäť
305,Gedächtnis::N,цээж,pamäť
306,Verstand::N,ухаан,rozum
307,Sinn::N,утга,zmysel
308,Grund::N,учир,dôvod
309,Grund::N,учир,príčina
310,Wahrheit::N,үнэн,pravda
311,Gespräch::N,яриа,reč
312,Gespräch::N,яриа,rozhovor
313,Märchen::N,явган үлгэр,rozprávka
314,Erzählung::N,тууж,poviedka
315,Nachricht::N,мэдээ,správa
316,Neuigkeit::N,сонин,novinka
317,Name::N,нэр,meno
318,Rätsel::N,оньсого,záhada
319,Rätsel::N,оньсого,hádanka
320,Rede::N,хэлсэн үг,reč
321,Sprache::N,хэл,reč
322,Sprache::N,хэл,jazyk
323,Stimme::N,дуу,hlas
324,Wort::N,үг,slovo
325,Zeichen::N,тамга,znak
326,Zeichen::N,тэмдэг,znak
327,Ruf::N,дуудлага,volanie
328,Ruf::N,дуудлага,zavolanie
329,Lärm::N,шуугиан,hluk
330,Lärm::N,шуугиан,hurhaj
331,Lärm::N,чимээ,hluk
332,Lärm::N,чимээ,hurhaj
333,Laut::N,анир,zvuk
334,Laut::N,дуу,zvuk
335,Ton::N,авиа,tón
336,Ton::N,авиа,zvuk
337,Ton::N,аялгуу,tón
338,Ton::N,аялгуу,zvuk
339,Lied::N,дуу,pieseň
340,Ruhe::N,энх,pokoj
341,Ruhe::N,тайван,pokoj
342,Leute::N,хүмүүс,ľudia
343,Volk::N,улс,ľud
344,Volk::N,улс,národ
345,Arbeit::N,ажил,práca
346,Arbeit::N,ажил,robota
347,Arbeit::N,хөдөлмөр,práca
348,Arbeit::N,хөдөлмөр,robota
349,Gast::N,зочин,hosť
350,Gast::N,айлчин,hosť
351,Geschenk::N,бэлэг,dar
352,Spiel::N,наадам,hra
353,Spiel::N,тоглоом,hra
354,Gesellschaft::N,хамт байх,spoločnosť
355,Hilfe::N,тусламж,pomoc
356,Freund::N,найз,priateľ
357,Freund::N,нөхөр,priateľ
358,Kamerad::N,хань,kamarát
359,Kamerad::N,нөхөр,kamarát
360,Angelegenheit::N,хэрэг,vec
361,Angelegenheit::N,хэрэг,záležitosť
362,Anzahl::N,тоо,počet
363,Anzahl::N,тоо,množstvo
364,Art::N,төрөл,druh
365,Art::N,янз,druh
366,Stück::N,хэсэг,kus
367,Stück::N,хэсэг,kúsok
368,Teil::N,хувь,časť
369,Teil::N,хэсэг,časť
370,Hälfte::N,хагас,polka
371,Hälfte::N,хагас,polovica
372,Kreis::N,тойрог,kruh
373,Kreis::N,хүрээ,kruh
374,Kreuz::N,загалмай,kríž
375,Linie::N,шугам,línia
376,Strich::N,зураас,čiara
377,Abstand::N,зай,vzdialenosť
378,Entfernung::N,зай,vzdialenosť
379,Entfernung::N,хол ойр,vzdialenosť
380,Gegend::N,хавь,kraj
381,Gegend::N,хавь,krajina
382,Gegend::N,газар,kraj
383,Gegend::N,газар,krajina
384,Platz::N,зай,miesto
385,Platz::N,завсар,miesto
386,Ort::N,газар,miesto
387,Ort::N,байр,miesto
388,Seite::N,тал,bok
389,Seite::N,тал,strana
390,Seite::N,этгээд,bok
391,Seite::N,этгээд,strana
392,Mitte::N,төв,stred
393,Mitte::N,дунд,stred
394,Gegenstand::N,юм,predmet
395,Sache::N,үйл,vec
396,Sache::N,хэрэг,vec
397,Rand::N,зах,kraj
398,Rand::N,зах,okraj
399,Rand::N,хөвөө,kraj
400,Rand::N,хөвөө,okraj
401,Kante::N,ирмэг,hrana
402,Ecke::N,өнцөг,roh
403,Spitze::N,үзүүр,hrot
404,Spitze::N,үзүүр,špička
405,Ende::N,зах,koniec
406,Ende::N,үзүүр,koniec
407,Loch::N,цоорхой,diera
408,Loch::N,онгорхой,diera
409,Winkel::N,өнцөг,kút
410,Muster::N,хээ,vzor
411,Muster::N,хээ,vzorka
412,Muster::N,угалз,vzor
413,Muster::N,угалз,vzorka
414,Größe::N,хэмжээ,veľkosť
415,Länge::N,урт,dĺžka
416,Höhe::N,өндөр,výška
417,Gewicht::N,жин,váha
418,Menge::N,тоо,množstvo
419,Haufen::N,бөөн,hŕba
420,Reihe::N,эгнээ,rad
421,Boot::N,завь,čln
422,Ruder::N,сэлүүр,veslo
423,Schlitten::N,чарга,sane
424,Ski::N,цана,lyža
425,Lagerfeuer::N,түүдэг,táborák
426,Last::N,ачаа,ťarcha
427,Last::N,ачаа,bremeno
428,Gang::N,явдал,chôdza
429,Schritt::N,алхам,krok
430,Norden::N,умар,sever
431,Süden::N,урд,juh
432,Süden::N,өмнө,juh
433,Westen::N,өрнө,západ
434,Westen::N,баруун,západ
435,Osten::N,зүүн,východ
436,Osten::N,дорно,východ
437,Holz::N,мод,drevo
438,Brett::N,банз,doska
439,Platte::N,хавтан,doska
440,Platte::N,хавтан,platňa
441,Stütze::N,тулгуур,opora
442,Stütze::N,тулга,opora
443,Stange::N,сургааг,tyč
444,Stock::N,саваа,palica
445,Stab::N,таяг,palica
446,Rohr::N,хоолой,rúra
447,Haus::N,гэр,dom
448,Haus::N,байшин,dom
449,Heim::N,гэр,domov
450,Ofen::N,зуух,pec
451,Ofen::N,зуух,kachle
452,Ofen::N,пийшин,pec
453,Ofen::N,пийшин,kachle
454,Fußboden::N,шал,dlážka
455,Fußboden::N,шал,podlaha
456,Tisch::N,ширээ,stôl
457,Stuhl::N,сандал,stolička
458,Wiege::N,өлгий,kolíska
459,Bett::N,ор,lôžko
460,Bett::N,ор,posteľ
461,Regal::N,тавиур,regál
462,Regal::N,тавиур,polica
463,Kiste::N,авдар,debna
464,Kiste::N,хайрцаг,debna
465,Fenster::N,гэгээвч,okno
466,Fenster::N,гэгээвч,oblok
467,Tür::N,үүд,dvere
468,Tür::N,хаалга,dvere
469,Tor::N,хаалга,vráta
470,Zaun::N,хашаа,plot
471,Zaun::N,хашаа,ohrada
472,Dach::N,дээвэр,krov
473,Dach::N,дээвэр,strecha
474,Leiter::N,шат,rebrík
475,Leiter::N,шат,rebrina
476,Besen::N,хамуур,metla
477,Besen::N,туужуу,metla
478,Spaten::N,хүрз,rýľ
479,Schaufel::N,хүрз,lopata
480,Gabel::N,сэрээ,vidlička
481,Löffel::N,халбага,lyžica
482,Messer::N,хутга,nôž
483,Nagel::N,хадаас,klinec
484,Netz::N,өөш,sieť
485,Netz::N,тор,sieť
486,Haken::N,гох,hák
487,Haken::N,гох,háčik
488,Griff::N,иш,rukoväť
489,Griff::N,сэнж,rukoväť
490,Schloss::N,цуурга,zámka
491,Schloss::N,цоож,zámka
492,Bild::N,зураг,obraz
493,Figur::N,баримал,figúra
494,Puppe::N,хүүхэлдэй,bábka
495,Puppe::N,хүүхэлдэй,bábika
496,Beutel::N,агсаа,vrece
497,Beutel::N,агсаа,vrecko
498,Beutel::N,уут,vrece
499,Beutel::N,уут,vrecko
500,Bündel::N,боодол,uzlík
501,Bündel::N,боодол,zväzok
502,Tasche::N,цүнх,taška
503,Tasche::N,цүнх,kabelka
504,Eimer::N,хөнөг,vedro
505,Eimer::N,хувин,vedro
506,Deckel::N,таг,vrchnák
507,Deckel::N,таг,pokrývka
508,Deckel::N,хавхаг,vrchnák
509,Deckel::N,хавхаг,pokrývka
510,Geschirr::N,сав суулга,nádoba
511,Sack::N,шуудай,mech
512,Sack::N,шуудай,vrece
513,Tasse::N,аяга,šálka
514,Topf::N,тогоо,hrniec
515,Kessel::N,тогоо,kotol
516,Essen::N,идээ,jedlo
517,Nahrung::N,хүнс,strava
518,Nahrung::N,хүнс,potrava
519,Speise::N,идээ,jedlo
520,Fleisch::N,мах,mäso
521,Getreide::N,будаа,obilie
522,Brei::N,богшмол,kaša
523,Brei::N,будаа,kaša
524,Brot::N,талх,chlieb
525,Scheibe::N,зүсэм,kotúč
526,Scheibe::N,зүсэм,krajec
527,Scheibe::N,хэрчим,kotúč
528,Scheibe::N,хэрчим,krajec
529,Fett::N,өөх,tuk
530,Fett::N,өөх,masť
531,Butter::N,тос,maslo
532,Öl::N,тос,olej
533,Salz::N,давс,soľ
534,Suppe::N,шөл,polievka
535,Honig::N,бал,med
536,Milch::N,сүү,mlieko
537,Tee::N,цай,čaj
538,Leder::N,арьс,koža
539,Leder::N,савхи,koža
540,Wolle::N,ноос,vlna
541,Wolle::N,унгас,vlna
542,Stoff::N,бөс,súkno
543,Nadel::N,зүү,ihla
544,Faden::N,боолт,niť
545,Faden::N,боолт,vlákno
546,Faden::N,утас,niť
547,Faden::N,утас,vlákno
548,Knopf::N,товч,gombík
549,Knoten::N,зангилаа,uzol
550,Farbe::N,будаг,farba
551,Kleidung::N,хувцас,šaty
552,Kleidung::N,хувцас,šatstvo
553,Hemd::N,цамц,košeľa
554,Kragen::N,зах заам,golier
555,Ärmel::N,ханцуй,rukáv
556,Hose::N,өмд,nohavice
557,Gürtel::N,бүс,pás
558,Gürtel::N,бүс,opasok
559,Mütze::N,малгай,čiapka
560,Mütze::N,бүрх,čiapka
561,Schuh::N,туфли,obuv
562,Schuh::N,туфли,topánka
563,Stiefel::N,гутал,čižma
564,Ring::N,бөгж,prsteň
565,Band::N,тууз,stuha
566,Kamm::N,сам,hrebeň
567,Spiegel::N,толь,zrkadlo
568,Riemen::N,тасам,remeň
569,Riemen::N,сур,remeň
570,Schnur::N,татлага,šnúra
571,Leine::N,оосор,vodidlo
572,Decke::N,хөнжил,deka
573,Decke::N,хөнжил,prikrývka
574,Decke::N,хучлага,deka
575,Decke::N,хучлага,prikrývka
576,Kissen::N,дэр,poduška
577,Tuch::N,алчуур,šatka
578,Tuch::N,даавуу,šatka
579,Handtuch::N,алчуур,uterák
580,Kraft::N,чадал,moc
581,Kraft::N,хүч,moc
582,Stärke::N,эрч,sila
583,Stärke::N,тэнхээ,sila
584,Gesundheit::N,бие,zdravie
585,Gesundheit::N,эрүүл мэнд,zdravie
586,Krankheit::N,эмгэг,nemoc
587,Krankheit::N,эмгэг,choroba
588,Schmerz::N,өвчин,bolesť
589,Wunde::N,шарх,rana
590,Fieber::N,халуун,horúčka
591,Arznei::N,эм,liek
592,Brücke::N,гүүр,most
593,Brunnen::N,худаг,studňa
594,Weide::N,бэлчээр,pastva
595,Pfad::N,жим,chodník
596,Pfad::N,зөрөг,chodník
597,Weg::N,зам,cesta
598,Weg::N,харгуй,cesta
599,Straße::N,зам,hradská
600,Straße::N,харгуй,hradská
601,Dorf::N,тосгон,dedina
602,Dorf::N,гацаа,dedina
603,Stadt::N,хот,mesto
604,Brief::N,захидал,list
605,Brief::N,захиа,list
606,Buch::N,ном,kniha
607,Buch::N,бичиг,kniha
608,Buchstabe::N,үсэг,litera
609,Buchstabe::N,үсэг,písmeno
610,Zeitung::N,сонин,noviny
611,Leben::N,амь,život
612,Leben::N,амьдрал,život
613,Tod::N,үхэл,smrť
614,Grab::N,булш,hrob
615,Kirche::N,сүм,kostol
616,Sünde::N,нүгэл,hriech
617,Sünde::N,хилэнц,hriech
618,Gott::N,бурхан,boh
619,Arbeiter::N,ажилчин,robotník
620,Arbeiter::N,ажилчин,pracnovík
621,Arbeiter::N,хөдөлмөрчин,robotník
622,Arbeiter::N,хөдөлмөрчин,pracnovík
623,Chef::N,дарга,šéf
624,Chef::N,дарга,riaditeľ
625,Meister::N,дархан,majster
626,Arzt::N,эмч,lekár
627,Lehrer::N,багш,učiteľ
628,Geld::N,цаас,peniaze
629,Geld::N,мөнгө,peniaze
630,Geschäft::N,наймаа,obchod
631,Laden::N,дэлгүүр,obchod
632,Preis::N,үнэ,cena
633,Ware::N,таваар,tovar
634,Ware::N,бараа,tovar
635,Nutzen::N,ашиг,osoh
636,Nutzen::N,ашиг,úžitok
637,Reichtum::N,баялаг,bohatstvo
638,Welt::N,дэлхий,svet
639,Welt::N,орчлон,svet
640,Land::N,улс,územie
641,Land::N,улс,krajina
642,Land::N,орон,územie
643,Land::N,орон,krajina
644,Staat::N,төр,štát
645,Staat::N,гүрэн,štát
646,König::N,ван,kráľ
647,Macht::N,засаг,moc
648,Macht::N,засаг,mocnosť
649,Grenze::N,хил,hranica
650,Krieg::N,дайн,vojna
651,Feind::N,дайсан,nepriateľ
652,Gewalt::N,хүчирхэх,násilie
653,Kampf::N,тэмцэл,boj
654,Kampf::N,байлдаан,boj
655,Bogen[Waffe]::N,нум,luk
656,Pfeil::N,годил,šíp
657,Pfeil::N,годил,strela
658,Pfeil::N,сум,šíp
659,Pfeil::N,сум,strela
660,Gewehr::N,буу,puška
661,Fehler::N,эндэл,omyl
662,Fehler::N,эндэл,chyba
663,Fehler::N,алдаа,omyl
664,Fehler::N,алдаа,chyba
665,Lüge::N,худал,lož
666,Schaden::N,хор,ujma
667,Schaden::N,хор,škoda
668,Schaden::N,хөнөөл,ujma
669,Schaden::N,хөнөөл,škoda
670,Unglück::N,гай,nešťastie
671,Unglück::N,гамшиг,nešťastie
672,Schuld::N,гэм,vina
673,Schuld::N,гэм,previnenie
674,Schuld::N,буруу,vina
675,Schuld::N,буруу,previnenie
676,Alter::N,нас,vek
677,Schluss::N,эцэс,záver
678,Schluss::N,эцэс,koniec
679,Schluss::N,төгсгөл,záver
680,Schluss::N,төгсгөл,koniec
681,Zeit::N,цаг,čas
682,Tag::N,өдөр,deň
683,Morgen::N,өглөө,ráno
684,Mittag::N,үд,poludnie
685,Abend::N,үдэш,večer
686,Nacht::N,шөнө,noc
687,Woche::N,долоо хоног,týždeň
688,Monat::N,сар,mesiac
689,Jahr::N,жил,rok
690,Frühling::N,хавар,jar
691,Sommer::N,зун,leto
692,Herbst::N,намар,jeseň
693,Winter::N,өвөл,zima
694,Januar::N,нэгдүгээр сар,január
695,Februar::N,хоёрдугаар сар,február
696,März::N,гуравдугаар сар,marec
697,April::N,дөрөвдүгээр сар,apríl
698,Mai::N,тавдугаар сар,máj
699,Juni::N,зургаадугаар сар,jún
700,Juli::N,долдугаар сар,júl
701,August::N,наймдугаар сар,august
702,September::N,есдүгээр сар,september
703,Oktober::N,аравдугаар сар,október
704,November::N,арван нэгдүгээр сар,november
705,Dezember::N,арван хоёрдугаар сар,december
706,Montag::N,даваа,pondelok
707,Dienstag::N,мягмар,utorok
708,Mittwoch::N,лхагва,streda
709,Donnerstag::N,пүрэв,štvrtok
710,Freitag::N,баасан,piatok
711,Samstag::N,бямба,sobota
712,Sonntag::N,ням,nedeľa
713,groß::A,их,veľký
714,groß::A,том,veľký
715,klein::A,бага,malý
716,klein::A,жаахан,malý
717,lang::A,урт,dlhý
718,kurz::A,охор,krátky
719,kurz::A,богино,krátky
720,breit::A,өргөн,široký
721,schmal::A,уйтан,úzky
722,schmal::A,нарийн,úzky
723,dicht::A,нягт,hustý
724,dicht::A,чигжүү,hustý
725,dick[Gegenstand]::A,зузаан,tlstý
726,dünn::A,нимгэн,tenký
727,fein::A,нарийн,jemný
728,fest::A,бөх,pevný
729,fest::A,хатуу,pevný
730,flach::A,хавтгай,rovný
731,flach::A,хавтгай,plochý
732,glatt::A,цагаан,hladký
733,hart::A,хатуу,tvrdý
734,weich::A,зөөлөн,mäkký
735,rund::A,дугуй,guľatý
736,rund::A,дугуй,okrúhly
737,rund::A,дугариг,guľatý
738,rund::A,дугариг,okrúhly
739,spitz::A,шовх,končitý
740,spitz::A,шовгор,končitý
741,scharf::A,хурц,ostrý
742,scharf::A,иртэй,ostrý
743,stumpf::A,мохоо,tupý
744,schwer::A,хүнд,ťažký
745,schön::A,гуа,pekný
746,schön::A,гуа,krásny
747,schön::A,сайхан,pekný
748,schön::A,сайхан,krásny
749,heiß::A,халуун,horúci
750,warm::A,дулаан,teplý
751,kalt::A,хүйтэн,studený
752,kühl::A,сэрүүн,chladný
753,frisch::A,эрүүл,svieži
754,frisch::A,жихүүн,svieži
755,feucht::A,чийгтэй,vlhký
756,feucht::A,чийгтэй,zvlhnutý
757,nass::A,нойтон,mokrý
758,trocken::A,хатсан,suchý
759,voll::A,дүүрэн,plný
760,leer::A,хоосон,prázdny
761,offen::A,онгорхой,otvorený
762,geschlossen::A,битүү,zavretý
763,geschlossen::A,хаалтай,zavretý
764,sauber::A,цэвэр,čistý
765,sauber::A,хиргүй,čistý
766,schmutzig::A,бохир,špinavý
767,schmutzig::A,хиртэй,špinavý
768,roh::A,түүхий,surový
769,reif::A,болсон,zrelý
770,lecker::A,амттай,chutný
771,süß::A,амттай,sladký
772,süß::A,чихэрлэг,sladký
773,bitter::A,гашуун,horký
774,sauer::A,эсгэлэн,kyslý
775,hell::A,гэгээн,jasný
776,hell::A,гэгээн,svetlý
777,hell::A,гэрэлтэй,jasný
778,hell::A,гэрэлтэй,svetlý
779,dunkel::A,бараан,temný
780,dunkel::A,харанхуй,temný
781,schwarz::A,хар,čierny
782,weiß::A,цагаан,biely
783,rot::A,улаан,červený
784,gelb::A,шар,žltý
785,blau::A,хөх,modrý
786,blau::A,хөх,belasý
787,blau::A,цэнхэр,modrý
788,blau::A,цэнхэр,belasý
789,grün::A,ногоон,zelený
790,grau::A,орог,šedý
791,grau::A,саарал,šedý
792,bunt::A,эрээн,pestrý
793,billig::A,хямд,lacný
794,teuer::A,үнэтэй,drahý
795,wertvoll::A,үнэт,cenný
796,blind::A,сохор,slepý
797,taub::A,чих хатуу,hluchý
