,Concept_ID,mdf,udm
58,Atem::N,лекома,лул
59,Atem::N,лекома,шокан
60,Atem::N,ваймонь тарксема,лул
61,Atem::N,ваймонь тарксема,шокан
62,Hunger::N,вачеши,кӧтсюман
63,Träne::N,сельмове́дь,синкыли
64,Geschmack::N,таньф,шӧм
65,Geruch::N,шине,зын
66,Schlaf::N,удома́,вӧт
67,Traum::N,он,уйвӧт
68,Himmel::N,менель,ин
69,Sonne::N,ши,шунды
70,Mond::N,ков,толэзь
71,Stern::N,тяште,кизили
72,Luft::N,кожф,омыр
73,Wind::N,варма,тӧл
74,Welle::N,тавла,тулкым
75,Wasser::N,ведь,ву
76,Stein::N,кев,из
77,Boden::N,мода,музъем
78,Boden::N,потмакс,музъем
79,Erde::N,мода,му
80,Erde::N,мастор,му
81,Staub::N,пуль,пыль
82,Rauch::N,качам,ӵын
83,Funke::N,ця́тка,гизьы
84,Feuer::N,тол,тыл
85,Licht::N,ва́лда,тыл
86,Schatten::N,цильф,вужер
87,Wetter::N,уша,куазь
88,Nebel::N,тума́н,бус
89,Wolke::N,ковол,пилем
90,Regen::N,пизем,зор
91,Schnee::N,лов,лымы
92,Eis::N,эй,йӧ
93,Frost::N,ке́льме,кезьыт
94,Kälte::N,якшама,кезьыт
95,Hitze::N,пси,пӧсь
96,Raureif::N,леш,гӧр
97,Regenbogen::N,а́тямъёнга,вуюись
98,Donner::N,атям,гудыри
99,Strömung::N,шудема́,бызён
100,Tropfen::N,путькс,шапык
101,Tropfen::N,пътняфкс,шапык
102,Schaum::N,шов,шукы
103,Schmutz::N,ърда́з,нӧд
104,Schmutz::N,ърда́з,дэри
105,See::N,эрьхке,ты
106,Sumpf::N,шяй,нюр
107,Moor::N,шяй,нюр
108,Wiese::N,луга,возь
109,Wiese::N,луга,возьвыл
110,Wald::N,вирь,сик
111,Wald::N,вирь,нюлэс
112,Hügel::N,губо́р,выр
113,Hügel::N,губо́р,вырйыл
114,Hügel::N,пандоня,выр
115,Hügel::N,пандоня,вырйыл
116,Anhöhe::N,губо́р,выр
117,Anhöhe::N,губо́р,вырйыл
118,Berg::N,панда,гурезь
119,Gipfel::N,пря,йыл
120,Höhle::N,у́нда,гу
121,Abhang::N,па́нда ша́ма,бам
122,Quelle::N,эшиня,ошмес
123,Bach::N,шудерькс,пичи шур
124,Fluss::N,ляй,шур
125,Ufer::N,търва́,ярдур
126,Küste::N,ляйтърва́,вудур
127,Festland::N,мода,мувыр
128,Meer::N,моря,зарезь
129,Bucht::N,ведьуське,вукож
130,Insel::N,цёнга,вумуӵ
131,Insel::N,цёнга,шормуӵ
132,Blume::N,панчф,сяська
133,Gras::N,тише,турын
134,Wurzel::N,юр,выжы
135,Wurzel::N,ункс,выжы
136,Baum::N,шуфта,пу
137,Stamm::N,ро́нга,модос
138,Rinde::N,кер,сул
139,Ast::N,морга,ул
140,Zweig::N,тарад,вай
141,Blatt::N,лопа,куар
142,Birke::N,ке́лу,кызьпу
143,Kiefer[Baum]::N,пиче,пужым
144,Weide[Baum]::N,каль,бадьпу
145,Tanne::N,куз,кыз
146,Horn::N,сюра,сюр
147,Feder::N,толга,тылы
148,Fell::N,кедь,ку
149,Flügel::N,паця,бурд
150,Klaue::N,кенже,гижы
151,Kralle::N,кенже,пыд
152,Schwanz::N,пула,быж
153,Ei::N,ал,пуз
154,Ei::N,ал,кукей
155,Nest::N,пиза,кар
156,Nest::N,пиза,пузкар
157,Bau::N,пиза,кар
158,Bau::N,пиза,гу
159,Tier::N,жува́та,пӧйшур
160,Herde::N,нал,уллё
161,Herde::N,стада,уллё
162,Kuh::N,скал,скал
163,Kuh::N,тракс,скал
164,Bulle::N,бука,ош
165,Bulle::N,бука,пороз
166,Pferd::N,лишме,вал
167,Schaf::N,уча́,ыж
168,Schwein::N,тува,парсь
169,Hund::N,пине,пуны
170,Katze::N,катоня,коӵыш
171,Katze::N,аваката,коӵыш
172,Bär::N,офта,гондыр
173,Eichhörnchen::N,ур,коньы
174,Elch::N,ся́рда,койык
175,Fuchs::N,келазь,ӟичы
176,Hase::N,ну́мол,кеч
177,Maus::N,шеер,шыр
178,Wolf::N,върьгаз,кион
179,Vogel::N,нармонь,тылобурдо
180,Schwarm::N,ко́вол,уллё
181,Schwarm::N,ме́швеле,уллё
182,Huhn::N,сараз,курег
183,Hahn::N,а́тякш,атас
184,Gans::N,маци,ӟазег
185,Adler::N,куцькан,ӧрзи
186,Ente::N,яксярга,ӵӧж
187,Eule::N,ко́рож,кучыран
188,Kranich::N,ка́рга,тури
189,Krähe::N,ва́рси,куака
190,Kuckuck::N,ку́ку,кикы
191,Schwan::N,ло́ксти,юсь
192,Fisch::N,кал,чорыг
193,Barsch::N,о́кунь,юш
194,Hecht::N,щу́ка,чипей
195,Schlange[Tier]::N,куй,кый
196,Wurm::N,сукс,нумыр
197,Spinne::N,унжа́,чонари
198,Ameise::N,панжам,кузьыли
199,Laus::N,си,тэй
200,Mücke::N,ся́ське,нымы
201,Mücke::N,ся́ське,чибинь
202,Fliege::N,кару,кут
203,Schmetterling::N,ме́лав,бубыли
204,Beere::N,и́мож,узы-боры
205,Apfel::N,марь,яблок
206,Pilz::N,панга,губи
207,Zwiebel::N,шурьхкя́,сугон
208,Saat::N,видьмот,кидыс
209,Korn::N,сёра,тысь
210,Heu::N,тише,турын
211,Schale::N,кедь,кыд
212,Grube::N,лотка,гу
213,Grube::N,лотка,гоп
214,Falle::N,туфкс,налик
215,Falle::N,кунда́ма,налик
216,Schlinge::N,килькш,гиӟ
217,Schlinge::N,килькш,герд
218,Spur::N,пильгоки́,пытьы
219,Spur::N,пильгоки́,бервыл
220,Asche::N,кулу,пень
221,Dreck::N,ърда́з,дэри
222,Eisen::N,кшни,корт
223,Gold::N,ока,зарни
224,Gold::N,золота,зарни
225,Silber::N,сия́,азвесь
226,Kohle::N,седь,эгыр
227,Kohle::N,седьвальмя,эгыр
228,Glas::N,кля́нцек,стекло
229,Glas::N,кля́нцек,пияла
230,Lehm::N,сёвонь,сюй
231,Sand::N,шува́р,луо
232,Mensch::N,ломань,мурт
233,Mensch::N,ломань,адями
234,Mann::N,аля,воргорон
235,Mann::N,цёраломань,воргорон
236,Frau::N,ава,кышномурт
237,Kind::N,идь,нуны
238,Kind::N,идь,пинал
239,Kind::N,шаба,нуны
240,Kind::N,шаба,пинал
241,Junge::N,цёраня,пи
242,Mädchen::N,стирня́,ныл
243,Familie::N,тнал,семья
244,Familie::N,семья,семья
245,Großvater::N,атя,песятай
246,Großvater::N,атя,пересь атай
247,Großvater::N,щя́тя,песятай
248,Großvater::N,щя́тя,пересь атай
249,Großmutter::N,баба,песянай
250,Großmutter::N,баба,пересь анай
251,Eltern::N,тя́дят-а́лят,атай-анай
252,Eltern::N,тя́дят-а́лят,бубы-мумы
253,Vater::N,аля,айы
254,Vater::N,аля,атай
255,Mutter::N,ава,мумы
256,Mutter::N,тядя,мумы
257,Sohn::N,цёра,пи
258,Tochter::N,стирь,ныл
259,Bruder::N,дуган,агай
260,Bruder::N,пяльне,агай
261,Schwester::N,ака,апа
262,Schwester::N,ака,сузэр
263,Schwester::N,сазор,апа
264,Schwester::N,сазор,сузэр
265,Onkel::N,оця,агай
266,Onkel::N,патя,агай
267,Onkel::N,щеня́,агай
268,Tante::N,ака,апа
269,Tante::N,ака,кенак
270,Tante::N,щака,апа
271,Tante::N,щака,кенак
272,Ehemann::N,мирде,карт
273,Ehefrau::N,ърьвя́,кышно
274,Freude::N,ке́нярдема,шумпотон
275,Gelächter::N,рахсема,горем
276,Glück::N,паваз,шуд
277,Kummer::N,ризф,кайгу
278,Kummer::N,ризф,куректон
279,Kummer::N,пичефкс,кайгу
280,Kummer::N,пичефкс,куректон
281,Wunsch::N,мяль,мылпотон
282,Wunsch::N,таколдома,мылпотон
283,Lust::N,таколдома,потон
284,Geist::N,вайме,лул
285,Gedanke::N,мяль,малпан
286,Gedächtnis::N,прявий,йырсазь
287,Gedächtnis::N,прявий,тодэваён
288,Verstand::N,прявий,йырвизь
289,Sinn::N,ён,смысл
290,Grund::N,туфта́л,муг
291,Grund::N,туфта́л,ньӧм
292,Wahrheit::N,ви́де,зэм
293,Wahrheit::N,ви́де,шонер
294,Wahrheit::N,видеши́,зэм
295,Wahrheit::N,видеши́,шонер
296,Gespräch::N,корхтама,вераськон
297,Märchen::N,ёфкс,выжыкыл
298,Erzählung::N,азкс,верос
299,Nachricht::N,куля́,ивор
300,Neuigkeit::N,куля́,выльивор
301,Name::N,лем,ним
302,Rätsel::N,со́дама ёфкс,мадькыл
303,Rede::N,вал,верам
304,Rede::N,корхтама,верам
305,Sprache::N,кяль,кыл
306,Stimme::N,вайгяль,куара
307,Wort::N,вал,кыл
308,Zeichen::N,тя́ште,пус
309,Zeichen::N,тя́ште,тодмет
310,Zeichen::N,тя́штькс,пус
311,Zeichen::N,тя́штькс,тодмет
312,Ruf::N,тердема,ӧтён
313,Ruf::N,тердема,чортон
314,Lärm::N,гайф,ӵашетон
315,Lärm::N,жалакодома,ӵашетон
316,Laut::N,вайгяль,куара
317,Ton::N,вайгяль,куара
318,Lied::N,мора,кырӟан
319,Ruhe::N,сетьме,чалмыт улон
320,Leute::N,ломатть,адямиос
321,Volk::N,наро́д,калык
322,Arbeit::N,тев,уж
323,Gast::N,и́нжи,куно
324,Gast::N,ко́нак,куно
325,Geschenk::N,казне,салам
326,Geschenk::N,казне,кузьым
327,Spiel::N,налхкома,шудон
328,Spiel::N,налхксема,шудон
329,Gesellschaft::N,кружок,калык
330,Hilfe::N,лездома,юрттон
331,Freund::N,я́лга,эш
332,Freund::N,я́лга,юлтош
333,Kamerad::N,я́лга,тодмо
334,Angelegenheit::N,тев,уж
335,Anzahl::N,лувкс,лыд
336,Art::N,вид,тус
337,Stück::N,пакш,юдэс
338,Teil::N,часть,люкет
339,Teil::N,пялькс,люкет
340,Hälfte::N,пяле,ӝыны
341,Kreis::N,шаркс,котырес
342,Kreuz::N,крёз,крест
343,Linie::N,межа,гож
344,Linie::N,китькс,гож
345,Strich::N,межа,гож
346,Abstand::N,ётка,вис
347,Abstand::N,ётка,кусып
348,Entfernung::N,ётка,кусып
349,Gegend::N,ва́ста,инты
350,Gegend::N,перьфпя́ль,инты
351,Platz::N,ва́ста,инты
352,Ort::N,ва́ста,инты
353,Ort::N,ва́ста,места
354,Seite::N,пяле,пал
355,Mitte::N,кучка́,шор
356,Gegenstand::N,веща,арбери
357,Sache::N,тев,котыр
358,Sache::N,веща,котыр
359,Rand::N,пе,дур
360,Rand::N,пе,шаер
361,Kante::N,и́рдез,дур
362,Ecke::N,ужа,сэрег
363,Spitze::N,пря,йыл
364,Ende::N,пе,пум
365,Loch::N,варя,пась
366,Winkel::N,ужа,сэрег
367,Muster::N,сёрма,пужы
368,Größe::N,серь,быдӟала
369,Länge::N,кува́лма,кузьдала
370,Höhe::N,серь,ӝуждала
371,Gewicht::N,сталма,сектала
372,Gewicht::N,сталма,секытлык
373,Menge::N,лувкс,лыд
374,Menge::N,лувкс,лыдпус
375,Haufen::N,мар,люк
376,Reihe::N,ряд,чур
377,Boot::N,венеж,пыж
378,Boot::N,венеж,лодка
379,Ruder::N,миле,полыс
380,Schlitten::N,ну́рда,додьы
381,Ski::N,сокс,куас
382,Lagerfeuer::N,то́лмар,тылскем
383,Last::N,канкс,секыт
384,Last::N,сталма,секыт
385,Gang::N,молема,ветлон
386,Schritt::N,аськолкс,вамыш
387,Norden::N,якшама шире,уйпал
388,Süden::N,ля́мбе ши́ре,лымшор
389,Westen::N,ши валгома шире,шунды пуксён
390,Osten::N,шинь стяма шире,шунды ӝужан
391,Holz::N,вирь,пу
392,Holz::N,шуфта,пу
393,Brett::N,лавця,пул
394,Platte::N,плита́,плита
395,Stütze::N,неже,пыкет
396,Stange::N,олга,пуӵ
397,Stock::N,байдек,боды
398,Stab::N,олгоня,пуӵ
399,Stab::N,олгоня,боды
400,Rohr::N,турама,труба
401,Haus::N,куд,юрт
402,Heim::N,куд,корка
403,Ofen::N,пянакуд,гур
404,Fußboden::N,кия́кс,выж
405,Tisch::N,шра,ӝӧк
406,Tisch::N,моркш,ӝӧк
407,Stuhl::N,стул,пукон
408,Wiege::N,нюря́м,кӧкы
409,Wiege::N,нюря́м,зыбка
410,Bett::N,ацам,валес
411,Regal::N,лавцяланга,ӝажы
412,Kiste::N,парга,ящик
413,Fenster::N,валмья,укно
414,Fenster::N,валмья,косяк
415,Tür::N,кенкш,ӧс
416,Tor::N,ортат,ӟезьы
417,Zaun::N,перяфкс,забор
418,Dach::N,кудпря,липет
419,Leiter::N,куцема,падӟа
420,Besen::N,тяльме,ӵужон
421,Besen::N,тяльме,исьнер
422,Spaten::N,ка́йме,лопатка
423,Schaufel::N,ко́поня,ютырон
424,Schaufel::N,ця́рдом,ютырон
425,Gabel::N,ця́нгоня,тэчы
426,Gabel::N,ця́нгоня,вилка
427,Löffel::N,куцю,пуньы
428,Messer::N,пеель,пурт
429,Nagel::N,эска,кортӵог
430,Haken::N,кя́чказ,курик
431,Griff::N,недь,ныд
432,Griff::N,кунда́мка,ныд
433,Schloss::N,замо́к,тунгон
434,Bild::N,карти́на,суред
435,Figur::N,ронга-понда,фигура
436,Puppe::N,ня́ка,мунё
437,Beutel::N,кяскав,пуйы
438,Bündel::N,кярьме,керттэт
439,Tasche::N,кошяльня,пуйы
440,Tasche::N,кошяльня,сумка
441,Eimer::N,ве́дарка,ведра
442,Deckel::N,тавадкс,ӵоксэт
443,Deckel::N,вельхкс,ӵоксэт
444,Geschirr::N,кядьге,тусьты-пуньы
445,Sack::N,кяскав,пуйы
446,Tasse::N,ша́ваня,ӵаша
447,Topf::N,кавозь,миска
448,Kessel::N,сргавозь,пурты
449,Essen::N,ярхцама,сиськон
450,Nahrung::N,ярхцампяль,сион
451,Speise::N,ярхцама,сиён
452,Fleisch::N,пал,сӥль
453,Fleisch::N,сиволь,сӥль
454,Getreide::N,сёра,ю тысь
455,Brei::N,ям,ӝук
456,Brot::N,кши,нянь
457,Scheibe::N,кочам,шорем
458,Fett::N,куя́,кӧй
459,Butter::N,вай,вӧй
460,Öl::N,вай,вӧй
461,Salz::N,сал,сылал
462,Suppe::N,шонгарям,шыд
463,Suppe::N,коршампяль,шыд
464,Honig::N,медь,чечы
465,Milch::N,лофца,йӧл
466,Tee::N,чай,чай
467,Leder::N,кедь,сурон
468,Wolle::N,пона,гон
469,Wolle::N,пона,ыжгон
470,Stoff::N,котф,куэм
471,Nadel::N,салмокс,вень
472,Faden::N,сюре,сӥньыс
473,Knopf::N,пуня,бирды
474,Knoten::N,сюлма,герд
475,Farbe::N,архтомбяль,буёл
476,Kleidung::N,щам,дӥсь
477,Hemd::N,па́нар,дэрем
478,Kragen::N,сиве,сирес
479,Ärmel::N,ожа,саес
480,Hose::N,понкст,брюки
481,Hose::N,понкст,штань
482,Gürtel::N,каркс,кускерттон
483,Mütze::N,вазь,ызьы
484,Schuh::N,башма́к,ботинка
485,Stiefel::N,кя́ме,сапег
486,Ring::N,суркс,зундэс
487,Band::N,керькс,лента
488,Band::N,лента,лента
489,Kamm::N,сюрьхцем,сын
490,Spiegel::N,ванома,синучкон
491,Riemen::N,шнань каркс,е
492,Schnur::N,пикс,гозы
493,Schnur::N,карькскя,гозы
494,Leine::N,вядьме,думет
495,Decke::N,вельхкс,шобрет
496,Kissen::N,тоду,миндэр
497,Tuch::N,руця́,кышет
498,Handtuch::N,на́рдама,ӵушкон
499,Kraft::N,вий,кать
500,Kraft::N,вий,ӟигар
501,Stärke::N,вииши,юнлык
502,Gesundheit::N,шумбраши́,тазалык
503,Krankheit::N,урма́,висён
504,Krankheit::N,сярядема,висён
505,Schmerz::N,маряма,висён
506,Wunde::N,керф,яра
507,Fieber::N,маштыкс,кезег
508,Arznei::N,надо́бья,эмъюм
509,Arznei::N,пъчка́фтома,эмъюм
510,Brücke::N,седь,выж
511,Brunnen::N,эши,колдэч
512,Weide::N,ванома васта,возь
513,Pfad::N,ян,сюрес
514,Pfad::N,киня́,сюрес
515,Weg::N,ки,сюрес
516,Straße::N,ки,сюрес
517,Dorf::N,веле,гурт
518,Stadt::N,ош,кар
519,Stadt::N,ош,город
520,Brief::N,сёрма,гожтэт
521,Buch::N,книга,книга
522,Buchstabe::N,бу́ква,буква
523,Zeitung::N,газе́та,газет
524,Leben::N,эряф,улон
525,Leben::N,эряма,улон
526,Tod::N,кулома́,кулон
527,Grab::N,калма,шайгу
528,Kirche::N,це́рькав,черк
529,Sünde::N,пежеть,сьӧлык
530,Sünde::N,муворкс,сьӧлык
531,Gott::N,шкай,ӥнмар
532,Arbeiter::N,трудендай,рабочий
533,Arbeiter::N,работник,рабочий
534,Chef::N,азор,начальник
535,Chef::N,оцюня,начальник
536,Meister::N,мастяр,кибашлы
537,Arzt::N,врач,врач
538,Arzt::N,доктор,врач
539,Lehrer::N,учи́тель,дышетӥсь
540,Geld::N,ярмакт,уксё
541,Geld::N,ярмакт,коньдон
542,Geschäft::N,ладяфкс,уж
543,Geschäft::N,ладяф тев,уж
544,Laden::N,ла́вка,магазин
545,Preis::N,питне,дун
546,Ware::N,миф,вуз
547,Ware::N,ра́маф,вуз
548,Nutzen::N,пара,пайда
549,Nutzen::N,лезкс,пайда
550,Reichtum::N,ко́зяши,узырлык
551,Welt::N,свет,дунне
552,Land::N,мастор,шаер
553,Staat::N,государства,кун
554,König::N,король,эксэй
555,Macht::N,азорондама,власть
556,Macht::N,азорксши,власть
557,Grenze::N,ёткаян,кунгож
558,Krieg::N,война́,ож
559,Feind::N,душман,тушмон
560,Feind::N,каршек тюри,тушмон
561,Gewalt::N,наругама,эриктэман
562,Kampf::N,тюрема́,нюръяськон
563,Bogen[Waffe]::N,нал,пукыӵ
564,Pfeil::N,нал,пукыӵ вень
565,Gewehr::N,винто́вка,пыӵал
566,Fehler::N,эльбядькс,янгыш
567,Lüge::N,васькафнема,пӧян
568,Lüge::N,васькафнема,алдан
569,Lüge::N,васькафнема,ӧрекчан
570,Schaden::N,зия́н,изъян
571,Unglück::N,зия́н,куректон
572,Unglück::N,зия́н,шудтэме усён
573,Schuld::N,муворши,янгыш
574,Alter::N,эряф кизот,арлыд
575,Alter::N,эряфонь пинге,арлыд
576,Schluss::N,пе,пум
577,Zeit::N,пинге,дыр
578,Tag::N,ши,нунал
579,Morgen::N,шобдава,ӵукна
580,Mittag::N,шикучка,лымшор
581,Abend::N,иля́дь,ӝыт
582,Abend::N,иля́дь,акшан
583,Nacht::N,ве,уй
584,Woche::N,недя́ля,арня
585,Monat::N,ков,толэзь
586,Jahr::N,киза,ар
587,Frühling::N,тунда́,тулыс
588,Sommer::N,киза,гужем
589,Herbst::N,сёксе,сӥзьыл
590,Winter::N,тяла,тол
591,Januar::N,кельмеков,выльартолэзь
592,Februar::N,уфайков,тулыспал
593,März::N,марайков,южтолэзь
594,April::N,шудиков,оштолэзь
595,Mai::N,панжиков,куартолэзь
596,Juni::N,лямбеков,вожотолэзь
597,Juli::N,псиков,пӧсьтолэзь
598,August::N,сёроньков,гудырикошкон
599,September::N,тюжягов,куарусён
600,Oktober::N,кельмазаков,выльӝуктолэзь
601,November::N,эйндамков,шуркынмон
602,Dezember::N,кучкаков,толсур
603,Montag::N,одговши,вордӥськон
604,Dienstag::N,ша́вши,вторник
605,Mittwoch::N,вержи,вирнунал
606,Donnerstag::N,шува́ланя,покчиарня
607,Freitag::N,пя́денця,удмуртарня
608,Samstag::N,ёткши,кӧснунал
609,Sonntag::N,таргоши,арня
610,groß::A,оцю,бадӟым
611,klein::A,ёмла,пичи
612,lang::A,кува́ка,кузь
613,kurz::A,нюрьхкя́ня,вакчи
614,breit::A,кели,паськыт
615,schmal::A,тяйня,сюлэг
616,dicht::A,сиде,ӵем
617,dicht::A,туста,ӵем
618,dick[Gegenstand]::A,эчке,зӧк
619,dünn::A,шува́ня,векчи
620,fein::A,шува́ня,векчи
621,fest::A,кеме,юн
622,fest::A,кеме,чурыт
623,flach::A,лапш,ӵошкыт
624,glatt::A,вадяв,гылыт
625,glatt::A,вадяв,вольыт
626,glatt::A,такор,гылыт
627,glatt::A,такор,вольыт
628,hart::A,калгода,чурыт
629,weich::A,ляпе,небыт
630,rund::A,кру́глай,котырес
631,spitz::A,ботаз,йылсо
632,spitz::A,оржа,йылсо
633,scharf::A,оржа,лэчыт
634,stumpf::A,ношка,ныж
635,schwer::A,стака,секыт
636,schön::A,мазы,чебер
637,heiß::A,пси,пӧсь
638,warm::A,лямбе,шуныт
639,kalt::A,кельме,кезьыт
640,kühl::A,эше,юзмыт
641,kühl::A,эше,салкым
642,frisch::A,свежай,выль
643,feucht::A,летьке,мускыт
644,nass::A,начка,котмем
645,trocken::A,коське,кӧс
646,voll::A,пяшксе,тыр
647,leer::A,шава,буш
648,leer::A,шава,тырттэм
649,offen::A,панжада,усьтэм
650,offen::A,виде,усьтэм
651,geschlossen::A,пякстаф,ӵогам
652,geschlossen::A,пякстаф,пунням
653,geschlossen::A,сёлгф,ӵогам
654,geschlossen::A,сёлгф,пунням
655,sauber::A,ару,ӝикыт
656,sauber::A,ару,чылкыт
657,schmutzig::A,рда́зу,нӧд
658,schmutzig::A,пя́ндра,нӧд
659,roh::A,верок,ыль
660,reif::A,ке́нерьф,вуэм
661,lecker::A,танцти,ческыт
662,süß::A,ламбама,ческыт
663,bitter::A,сяпи,курыт
664,sauer::A,шапама,чырс
665,hell::A,валда,югыт
666,dunkel::A,шобда,пеймыт
667,schwarz::A,равжа,сьӧд
668,weiß::A,акша,тӧдьы
669,rot::A,якстерь,горд
670,gelb::A,тюжя́,ӵуж
671,blau::A,сенем,лыз
672,grün::A,пиже,вож
673,grün::A,сянгяря,вож
674,grau::A,уле,пурысь
675,bunt::A,сёрмав,куӵо
676,billig::A,у́цез,дунтэм
677,billig::A,аф пи́тни,дунтэм
678,teuer::A,пи́тни,дуно
679,wertvoll::A,питни,дуно
680,blind::A,сокор,сукыр
681,blind::A,сокор,синтэм
682,taub::A,пярав,пельтэм
683,kräftig::A,пяк вии,кужмо
684,stark::A,вии,юн
685,stark::A,вии,кужмо
686,schwach::A,лафча,ляб
687,schwach::A,лафча,начар
688,fett::A,куя́,кӧй
689,schlank::A,виде ронга,веськыт
690,schlank::A,виде ронга,веськрес
691,hübsch::A,мазы,чебер
692,hübsch::A,мазы,синмаськымон
693,böse::A,кяжи,лек
694,dumm::A,аф ёню,шузи
695,dumm::A,аф ёню,визьтэм
696,dumm::A,шава пря,шузи
697,dumm::A,шава пря,визьтэм
698,faul::A,нола,азьтэм
699,fleißig::A,ку́лхцонды,сюлмо
700,geizig::A,кирьжя,сук
701,geizig::A,жаднай,сук
702,klug::A,ёню,визьмо
703,klug::A,пря́ви,визьмо
704,geschickt::A,маштозь тиф,усто
705,geschickt::A,маштозь тиф,быгатӥсь
706,lieb::A,цебярь,мусо
707,lustig::A,ра́хси,шулдыр
708,sanft::A,сетьме,мусо
709,sanft::A,сетьме,эрке
710,hungrig::A,вача,сютэм
711,hungrig::A,вачеда,сютэм
712,krank::A,сяряди,висись
713,nackt::A,штада,гольык
714,nackt::A,кърхтапа,гольык
715,traurig::A,ла́жнай,мӧзмыт
716,lebendig::A,эряй,улэп
717,gut::A,пара,ӟеч
718,gut::A,пара,умой
719,gut::A,цебярь,ӟеч
720,gut::A,цебярь,умой
721,schlecht::A,кальдяв,урод
722,schlecht::A,кальдяв,алама
723,richtig::A,виде,шонер
724,schlimm::A,кальдяв,алама
725,wahr::A,афкуксонь,зэмос
726,alt::A,ташта,вуж
727,neu::A,од,выль
728,ehemalig::A,и́нгольдень,азьвылэз
729,alt[Lebewesen]::A,сире,пересь
730,jung::A,од,егит
731,jung::A,од,пинал
732,arm::A,а́шу,начар
733,arm::A,а́шу,куанер
734,reich::A,козя,узыр
735,bekannt::A,содаф,тодмо
736,berühmt::A,содавикс,дано
737,fremd::A,лия,ят
738,fremd::A,аф содаф,ят
739,verschieden::A,аф фкя ла́цонь,пӧртэм
740,nah::A,мала,матысь
741,nah::A,аф ичкоздень,матысь
742,fern::A,и́чкоздень,кыдёкысь
743,fern::A,куна́рдонь,кыдёкысь
744,linker::A,кержи,паллян
745,rechter::A,види,бур
746,rechter::A,види,бурпал
747,anderer::A,лия,мукет
748,erster::A,васенце,нырысетӥез
749,zweiter::A,омбоце,кыктэтӥез
750,dritter::A,колмоце,кунньметӥез
751,letzter::A,ме́кольце,берло
752,letzter::A,ме́кольце,берпум
753,allein::ADV,ськамонза,огназ
754,auf einmal::ADV,вихцок,огдыре
755,zusammen::ADV,марс,ӵош
756,zusammen::ADV,марс,валче
757,zusammen::ADV,ма́рса,ӵош
758,zusammen::ADV,ма́рса,валче
759,lange::ADV,кува́тьс,кема
760,plötzlich::ADV,а́пак учт,мапламтэ шорысь
761,sofort::ADV,тяникиге,али ик
762,später::ADV,ме́ле,бергес
763,später::ADV,ме́ле,берлогес
764,jetzt::ADV,тяни,али
765,jetzt::ADV,тяни,табере
766,heute::ADV,тячи,туннэ
767,morgen::ADV,ва́нды,ӵуказе
768,bald::ADV,курок,ӝоген
769,dann::ADV,меле,берло
770,dann::ADV,сяда меле,берло
771,gestern::ADV,ися́к,толон
772,einst::ADV,весть,огпол
773,einst::ADV,весть,одӥг пол
774,einst::ADV,мзя́рда-бди,огпол
775,einst::ADV,мзя́рда-бди,одӥг пол
776,damals::ADV,эста,соку
777,danach::ADV,меле,собере
778,vorher::ADV,инголи,азьло
779,vorher::ADV,инголи,азьвыл
780,zuerst::ADV,ва́сенда,азьло
781,einmal::ADV,весть,огпол
